"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","class","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","individualCount","typeStatus","fieldNumber"
"11","2019-12-04 15:25:36-03","PUCPR","HUCP","22246","S","Plantae","Eudicotiledonea",NA,"Orobanchaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham. & Schltdl.) Benth.","Souza, VC","Santos, MRM; Ribas, OS; Simon, GF","5844","2004","02","03",NA,"Brasil","Paraná","Piraquara","Medianeira","-49.0633010864258","-25.4416999816895",NA,NA,"HUCP00018249","HUCP00018249",NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-10-09 11:22:05-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Orobanchaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham. & Schltdl.) Benth.","Souza, VC","Ribas, OS; Poliquesi, CB; Barbosa, E; Steiner, P; Bordin, J","5881","2004","02","14","Southern America","Brasil","Paraná","Piraquara","Medianeira","-49.0633010864258","-25.4416999816895",NA,"70cm. Flor amarela.; depressão úmida, solo turfoso.",NA,NA,NA,NA,"12577","auto","2005",NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-02-08 09:34:00-03","NBC","NL-BOTANY","L.2795654","PreservedSpecimen","Plantae",NA,"Lamiales","Scrophulariaceae","Melasma","rhinanthoides","Melasma rhinanthoides","Benth.",NA,"Smith LB; Klein RM",NA,"1957","03","14","Southern America","Brazil",NA,NA,"Santa Caterina, Mun. Pórto União: Bog. east of Valões (Irineópolis) on the road to Canoinhas.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2795654 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2795654","NL-L2795654",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 09:34:00-03","NBC","NL-BOTANY","L.2795649","PreservedSpecimen","Plantae",NA,"Lamiales","Scrophulariaceae","Melasma","rhinanthoides","Melasma rhinanthoides","Benth.",NA,"Hatschbach GG; Lindeman JC; Haas H",NA,"1966","02","08","Southern America","Brazil",NA,NA,"Est Parana, Muin. S. Mateus do Sul, Vila S'Ana.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2795649 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2795649","NL-L2795649",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"15","2020-02-08 09:34:00-03","NBC","NL-BOTANY","L.2795650","PreservedSpecimen","Plantae",NA,"Lamiales","Scrophulariaceae","Melasma","rhinanthoides","Melasma rhinanthoides","Benth.",NA,"Hatschbach GG",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Rio Taquari (mun. 4-Barras) Paraná.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2795650 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2795650","NL-L2795650",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 09:34:00-03","NBC","NL-BOTANY","L.2795651","PreservedSpecimen","Plantae",NA,"Lamiales","Scrophulariaceae","Melasma","rhinanthoides","Melasma rhinanthoides","Benth.",NA,"Reitz R; Klein RM",NA,"1962","02","25","Southern America","Brazil",NA,NA,"Santa Catarina, Valões, Banhado.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2795651 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2795651","NL-L2795651",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 09:34:00-03","NBC","NL-BOTANY","L.2795652","PreservedSpecimen","Plantae",NA,"Lamiales","Scrophulariaceae","Melasma","rhinanthoides","Melasma rhinanthoides","Benth.",NA,"Hatschbach GG",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Rio Taquari (mun. 4-Barras) Paraná.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2795652 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2795652","NL-L2795652",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"18","2020-02-08 09:34:00-03","NBC","NL-BOTANY","L.2795653","PreservedSpecimen","Plantae",NA,"Lamiales","Scrophulariaceae","Melasma","rhinanthoides","Melasma rhinanthoides","Benth.",NA,"Fiebrig K",NA,"1908","02","12","Southern America","Paraguay",NA,NA,"N. Paraguay: Zwischen Rio Apa und Rio Aquidaban, gelb-grün, sumpfiger Camp, in Wasserlöchern, zw. Gräsern, Caballera-cut. * ?",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2795653 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2795653","NL-L2795653",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"19","2020-02-08 09:34:00-03","NBC","NL-BOTANY","L.2795655","PreservedSpecimen","Plantae",NA,"Lamiales","Scrophulariaceae","Melasma","rhinanthoides","Melasma rhinanthoides","Benth.",NA,"Hatschbach GG",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Est. Parana, Mun. S/ José dos Pinha, Rio Pequeno.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2795655 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2795655","NL-L2795655",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"20","2020-02-08 09:34:00-03","NBC","NL-BOTANY","L.2795656","PreservedSpecimen","Plantae",NA,"Lamiales","Scrophulariaceae","Melasma","rhinanthoides","Melasma rhinanthoides","Benth.",NA,"Fiebrig K",NA,"1908","02","12","Southern America","Paraguay",NA,NA,"N. Paraguay: Zwischen Rio Apa und Rio Aquidaban, gelb-grün, sumpfiger Camp, in Wasserlöchern, zw. Gräsern, Caballera-cut. * ?",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2795656 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2795656","NL-L2795656",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"21","2020-02-08 09:34:00-03","NBC","NL-BOTANY","L.4134178","PreservedSpecimen","Plantae",NA,"Lamiales","Scrophulariaceae","Melasma","rhinanthoides","Melasma rhinanthoides","Benth.",NA,"Pedersen TM",NA,"1973","02","19","Southern America","Paraguay",NA,NA,"Yatayty. Dep. Guara.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4134178 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4134178","NL-L4134178",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"22","2020-02-08 09:34:00-03","NBC","NL-BOTANY","L.4307885","PreservedSpecimen","Plantae",NA,"Lamiales","Scrophulariaceae","Melasma","rhinanthoides","Melasma rhinanthoides","Benth.",NA,"Zardini EM; Guerrero L",NA,"2002","02","01","Southern America","Paraguay","Paraguari",NA,"Serranía de Ybycu'i.","-56.871944","-26.04",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4307885 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4307885","NL-L4307885",NA,NA,NA,NA,NA,"Magnoliopsidae","-56.871944","-26.04",NA,NA,NA,NA,NA
"23","2020-02-08 09:34:01-03","NBC","NL-BOTANY","L.4307886","PreservedSpecimen","Plantae",NA,"Lamiales","Scrophulariaceae","Melasma","rhinanthoides","Melasma rhinanthoides","Benth.",NA,"Zardini EM; Guerrero L",NA,"2002","02","01","Southern America","Paraguay","Paraguari",NA,"Serranía de Ybycu'i.","-56.871944","-26.04",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4307886 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4307886","NL-L4307886",NA,NA,NA,NA,NA,"Magnoliopsidae","-56.871944","-26.04",NA,NA,NA,NA,NA
"24","2020-02-08 09:34:01-03","NBC","NL-BOTANY","U.1727581","PreservedSpecimen","Plantae",NA,"Lamiales","Scrophulariaceae","Melasma","rhinanthoides","Melasma rhinanthoides","Benth.",NA,"Matos A; Laboriau L",NA,"1948","02","26","Southern America","Brazil",NA,NA,"Três Barras, Est. de Santa Catarina.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1727581 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1727581","NL-U1727581",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"25","2020-02-08 09:34:01-03","NBC","NL-BOTANY","U.1727582","PreservedSpecimen","Plantae",NA,"Lamiales","Scrophulariaceae","Melasma","rhinanthoides","Melasma rhinanthoides","Benth.",NA,"Woolston AL",NA,"1960","03","06","Southern America","Paraguay",NA,NA,"Depto. San Pedro, Alto Paraguay: Primavera.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1727582 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1727582","NL-U1727582",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"26","2020-02-08 09:34:01-03","NBC","NL-BOTANY","U.1727583","PreservedSpecimen","Plantae",NA,"Lamiales","Scrophulariaceae","Melasma","rhinanthoides","Melasma rhinanthoides","Benth.",NA,"Hatschbach GG; Lindeman JC; Haas H",NA,"1966","02","08","Southern America","Brazil",NA,NA,"Est Parana, Muin. S. Mateus do Sul, Vila S'Ana.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1727583 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1727583","NL-U1727583",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"27","2020-11-04 12:17:48-03","ESALQ","ESA","76833","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orobanchaceae","Melasma","rhinanthoides","Melasma rhinanthoides",NA,NA,"Ribas, O.S. ; Silva, J,M.","3276.0","2001","02","11",NA,"Brasil","Santa catarina","Campo Alegre",NA,"-49.2655982971191","-26.1924991607666",NA,NA,"ESA076833","ESA076833",NA,NA,"37493","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-04 12:17:48-03","ESALQ","ESA","96281","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orobanchaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham.) Benth","Souza, V.C.","Ribas, O.S. et al.","5881.0","2004","02","14",NA,"Brasil","Paraná","Piraquara",NA,"-49.0633010864258","-25.4416999816895",NA,NA,"ESA096281",NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-11-04 12:17:48-03","ESALQ","ESA","96282","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orobanchaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham.) Benth","Souza, V.C.","Ribas, O.S. et al.","5844.0","2004","02","03",NA,"Brasil","Paraná","Piraquara",NA,"-49.0633010864258","-25.4416999816895",NA,NA,"ESA096282",NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-08-27 13:33:12-03","IAP","PACA-AGP","37681","PreservedSpecimen","Plantae","Magnoliophyta","Scrophulariales","Scrophulariaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham.) Benth.","Emrich-Rambo Sicher","Hatschbach, G.","892","1948","03","29",NA,"Brasil","PR","Quatro Barras","Perto de Piraquara.","-49.0769004821777","-25.3656005859375",NA,"Habitat: In subpaludosis dumetosis. Fenofase: flor","PACA037681",NA,NA,NA,"17116","auto","1954","Magnoliatae",NA,NA,"09","18",NA,NA,NA
"31","2019-08-27 13:33:12-03","IAP","PACA-AGP","309","PreservedSpecimen","Plantae","Magnoliophyta","Scrophulariales","Scrophulariaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham.) Benth.","Emrich-Rambo","Rambo, B.",NA,"1933","01","15",NA,"Brasil","RS","ad montem das Cabras",NA,NA,NA,NA,"fl. Habitat: in paludosis dumetosis Fenofase: flor","PACA000309",NA,NA,NA,NA,NA,"1954","Magnoliatae",NA,NA,"09","18",NA,NA,NA
"32","2019-08-27 13:33:12-03","IAP","PACA-AGP","36432","PreservedSpecimen","Plantae","Magnoliophyta","Scrophulariales","Scrophulariaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham.) Benth.","Emrich-Rambo Sicher","Rambo, B.",NA,"1948","02",NA,NA,"Brasil","RS","Cambará do Sul","Perto de São Francisco de Paula.","-50.1446990966797","-29.0478000640869",NA,"Habitat: In paludosis dumetosis. Fenofase: flor","PACA036432",NA,NA,NA,"30776","auto","1954","Magnoliatae",NA,NA,"09","18",NA,NA,NA
"33","2019-08-27 13:33:12-03","IAP","PACA-AGP","37063","PreservedSpecimen","Plantae","Magnoliophyta","Scrophulariales","Scrophulariaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham.) Benth.","Emrich-Rambo Sicher","Emrich, K.",NA,"1947","09","22",NA,"Brasil","RS","Porto Alegre","Montserrat","-51.2299995422363","-30.0331001281738",NA,"Habitat: In paludosis dumetosis. Fenofase: flor e fruto","PACA037063",NA,NA,NA,"29946","auto","1954","Magnoliatae",NA,NA,"09","18",NA,NA,NA
"34","2019-08-27 13:33:12-03","IAP","PACA-AGP","58695","PreservedSpecimen","Plantae","Magnoliophyta","Scrophulariales","Scrophulariaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham.) Benth.","Emrich-Rambo Sicher","Camargo, O. R.","48","1956","03","28",NA,"Brasil","RS","Santa Maria","Estação de Silvicultura","-53.8069000244141","-29.6842002868652",NA,"Habitat: In paludosis dumetosis Fenofase: flor","PACA058695",NA,NA,NA,"37819","auto","1957","Magnoliatae",NA,NA,"05","06",NA,NA,NA
"35","2019-08-27 13:33:12-03","IAP","PACA-AGP","58546","PreservedSpecimen","Plantae","Magnoliophyta","Scrophulariales","Scrophulariaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham.) Benth.","Emrich-Rambo Sicher","Rambo, B.",NA,"1956","02","12",NA,"Brasil","RS","São Francisco de Paula","Taimbesinho","-50.5835990905762","-29.4480991363525",NA,"Habitat: In paludosis alte dumetosis. Fenofase: flor","PACA058546",NA,NA,NA,"76715","auto","1957","Magnoliatae",NA,NA,"05","16",NA,NA,NA
"36","2019-08-27 13:33:12-03","IAP","PACA-AGP","86069","PreservedSpecimen","Plantae","Magnoliophyta","Scrophulariales","Scrophulariaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham.) Benth.",NA,"O.S. Ribas","3276","2001","02","11",NA,"Brasil","SC","Campo Alegre","Serra Quiriri.","-49.2655982971191","-26.1924991607666",NA,"Subarbusto de até 1 metro. Habitat: Na margem do Rio Negro. Fenofase: flor amarela","PACA086069",NA,"1300","1300","37493","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"37","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0048102","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Scrophulariaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham. & Schltdl.) Benth.",NA,"J. M. Silva; P. Ruas, det-g. Hatschbach","1077","1992","11","28",NA,"Brazil","Parana",NA,"Rio dos Papagaios (mun. Palmeira) Paraná. With P. Ruas","-50.0033","-25.4261",NA,"Ereta, 50 cm, flor amarela.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-11-21 14:41:12-03","UFJF","CESJ","52973","PreservedSpecimen","Plantae","Angiosperma",NA,"Orobanchaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham. & Schltdl.) Benth.","G. Hatschbach","J.M. Silva; L.M. Abe; F.F. Ramos","4298","2005","03","17","América do Sul","Brasil","Paraná","Bocaiúva do Sul","Fazenda Serra do Putunã","-49.1150016784668","-25.2061004638672",NA,"Herbácea, flor amarela","CESJ052973",NA,NA,NA,"61623","auto","2005",NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-11-21 14:41:12-03","UFJF","CESJ","38331","PreservedSpecimen","Plantae","Angiosperma",NA,"Orobanchaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham. & Schltdl.) Benth.","V.C. Souza","O.S. Ribas; J.M. Silva","3276","2001","02","11","América do Sul","Brasil","Santa Catarina","Campo Alegre","Serra Quiriri, Alt.: 1300m.","-49.2655982971191","-26.1924991607666",NA,"Subarbusto, até 1m. alt., flor amarela. Margem do Rio Negro.","CESJ038331",NA,NA,NA,"37493","auto","2001",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-04-07 11:46:54-03","UFMS","CGMS","49305","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham.) Benth.","G. Hatschbach","J.M. Silva; L.M. Abe, F.F. Ramos","4298","2005","03","17",NA,"Brasil","Paraná","Bocaiúva do Sul","Fazenda Serra do Putunã.","-49.1150016784668","-25.2061004638672",NA,"Flor amarela.","CGMS1079243",NA,NA,NA,"61623","auto","2005",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-01 16:37:31-03","UNICAMP","UEC","86759","S","Plantae","Magnoliopsida",NA,"Orobanchaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham. & Schltdl.) Benth.","Scatigna, AV","Monge, M; Meyer, FS; Volet, DP","2822","2014","04","19",NA,"Brazil","Rio Grande do Sul","São Francisco de Paula","Estrada para Parque Estadual de Tainhas. Depois da queda da Cachoeira do passo do S. Nascente margem esquerda do Rio","-50.368611","-29.085",NA,"Erva, ereta, 50 cm de altura, flores amarelas.; Campo úmido","UEC136216","UEC136216",NA,NA,NA,NA,"2017",NA,"-50.368611","-29.085","03","08",NA,NA,NA
"42","2021-03-01 16:37:31-03","UNICAMP","UEC","192921","S","Plantae","Magnoliopsida",NA,"Orobanchaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham. & Schltdl.) Benth.","Hoehne, W","Hoehne, W","s.n.","1947","02","14",NA,"Brazil","São Paulo","São Paulo","Próximo ao Jaraguá, São Paulo Capital","-46.6300010681152","-23.5400009155273",NA,"Herbáceo do brejo; brejo","UEC129895","UEC129895",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-01-17 11:25:58-02","PUCRS","MPUC","2450","S","Plantae",NA,"Lamiales","Orobanchaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham. & Schltdl.) Benth.","M. Baldo",NA,NA,"1972","09","11","South America","Brasil","RS","Porto Alegre","Morro Santana","-51.2372222222","-30.0191388889",NA,NA,NA,NA,NA,NA,NA,NA,"1972","Magnoliopsida","-51.2372222222","-30.0191388889","01","01","1",NA,NA
"44","2020-10-14 10:04:26-03","FURB","FURB","4161","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham.) Benth.","Souza, VC","Ribas, O.S.; Poliquesi, C.B.; Barbosa, E. & Steiner, P.",NA,"2004","02","14",NA,"Brasil","Paraná","Piraquara","Medianeira.","-49.0633010864258","-25.4416999816895",NA,NA,"FURB02899","FURB02899",NA,NA,"12577","auto","2005",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-10-14 10:04:26-03","FURB","FURB","506","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham.) Benth.","Souza, VC","Ribas, O.S.; Poliquesi, C.B.; Barbosa, E. & Steiner, P.",NA,"2004","02","14",NA,"Brasil","Paraná","Piraquara","Medianeira.","-49.0633010864258","-25.4416999816895",NA,NA,"FURB36662","FURB36662",NA,NA,"12577","auto","2005",NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-16 17:52:55-03","UCS","HUCS","28120","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Orobanchaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham. & Schltdl.) Benth.","Souza, V.C.","Ribas, O.S.","5881","2004","02","14",NA,"Brasil","Paraná","Piraquara","Medianeira","-49.0633010864258","-25.4416999816895",NA,"Herbácea - Herbário MBM; solo turfoso, depressão úmida",NA,NA,NA,NA,"12577","auto","2005",NA,NA,NA,NA,NA,NA,NA,NA
