"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","recordNumber","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"31","2021-03-15 16:37:00-03","NY","NYBG","579703","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","xanthocarpa","Campomanesia xanthocarpa xanthocarpa","O.Berg","L. R. Landrum","R. Reitz","1957","11","06","Brazil","Santa Catarina","Joinville","Estrada Dona Francisca, Joinvile","-48.8456","-26.3044",NA,NA,"600","600","NY00579703","NY00579703_01",NA,NA,NA,"5599","Lenho na xiloteca. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=194273' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales","xanthocarpa",NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","579674","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","xanthocarpa","Campomanesia xanthocarpa xanthocarpa","O.Berg","L. R. Landrum","L. R. Landrum","1981","11","28","Brazil","Paraná","Curitiba","Parque Barreirinha.","-49.25","-25.5",NA,NA,NA,NA,"NY00579674","NY00579674_01",NA,NA,NA,"3868","[photos of fruits.] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=194243' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales","xanthocarpa",NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","579691","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","xanthocarpa","Campomanesia xanthocarpa xanthocarpa","O.Berg","L. R. Landrum","G. G. Hatschbach","1982","10","01","Brazil","Paraná","Irati","Riozinho.","-50.6508","-25.4672",NA,NA,NA,NA,"NY00579691","NY00579691_01",NA,NA,NA,"45520","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=194258' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales","xanthocarpa",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","579678","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","xanthocarpa","Campomanesia xanthocarpa xanthocarpa","O.Berg","L. R. Landrum","L. R. Landrum","1982","01","06","Brazil","Paraná","Cerro Azul","Cerro Azul, road from Cerro Azul to Mato Preto. Near houses as Mato Preto.","-49.17","-24.83",NA,NA,NA,NA,"NY00579678","NY00579678_01",NA,NA,NA,"4084","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=194247' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales","xanthocarpa",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","579713","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","xanthocarpa","Campomanesia xanthocarpa xanthocarpa","O.Berg","L. R. Landrum","S. Loughi","1975","09","20","Brazil","Paraná","Sao Joao do Triunfo","S. Joao do Triunfo.","-50.2972","-25.6833",NA,NA,NA,NA,"NY00579713","NY00579713_01",NA,NA,NA,"2","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=194280' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales","xanthocarpa",NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","579677","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","xanthocarpa","Campomanesia xanthocarpa xanthocarpa","O.Berg","L. R. Landrum","L. R. Landrum","1982","01","05","Brazil","Paraná","Cerro Azul","Cerro Azul, road to Rio Branco do Sul. Near Cerro Azul.","-49.33","-25",NA,NA,NA,NA,"NY00579677","NY00579677_01",NA,NA,NA,"4071","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=194246' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales","xanthocarpa",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","885655","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","xanthocarpa","Campomanesia xanthocarpa xanthocarpa","O.Berg","S. F. Smith","R. A. Wasum","1989","10","06","Brazil","Rio Grande do Sul","Taquara",NA,"-50.7806","-29.6508",NA,NA,"550","550","NY00885655","NY00885655_01",NA,NA,NA,"6222","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1005262' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales","xanthocarpa",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","557689","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","xanthocarpa","Campomanesia xanthocarpa xanthocarpa","O.Berg","M. Sobral","A. Kegler","1998","10","21","Brazil","Rio Grande do Sul","Caxias do Sul","Criúva - Fundo Quente","-51.1792","-29.1683",NA,NA,"800","800","NY00557689","NY00557689_01",NA,NA,NA,"66","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=194237' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales","xanthocarpa",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","579693","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","xanthocarpa","Campomanesia xanthocarpa xanthocarpa","O.Berg","L. R. Landrum","G. G. Hatschbach","1983","01","26","Brazil","Paraná","Sao José dos Pinhais","Rio Capivari.","-49.2064","-25.5347",NA,NA,NA,NA,"NY00579693","NY00579693_01",NA,NA,NA,"46055","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=194260' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales","xanthocarpa",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","579708","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","xanthocarpa","Campomanesia xanthocarpa xanthocarpa","O.Berg","G. M. Barroso","L. H. Soares-Silva","1989","09","11","Brazil","Paraná","Londrina","Parque Estadual Mata do Godoy.","-51.1628","-23.3106",NA,NA,NA,NA,"NY00579708","NY00579708_01",NA,NA,NA,"253","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=194238' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales","xanthocarpa",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","579680","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","xanthocarpa","Campomanesia xanthocarpa xanthocarpa","O.Berg","L. R. Landrum","G. G. Hatschbach","1969","10","20","Brazil","Paraná","Imbituva","Rio Imbituvinha.","-50.6042","-25.23",NA,NA,NA,NA,"NY00579680","NY00579680_01",NA,NA,NA,"22512","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=194249' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales","xanthocarpa",NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00907129","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","xanthocarpa","Campomanesia xanthocarpa","O.Berg","C. E. B. Proença","M. F. Simon","1996","09","21","Brazil","Mato Grosso do Sul",NA,"Sao Gabriel do Oeste. Fazenda do Luciano Zamboni. Centro Oeste. Plano","-54.72","-18.5",NA,NA,NA,NA,"NY00907129","NY00907129_01",NA,NA,NA,"33","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=984112' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","885654","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","xanthocarpa","Campomanesia xanthocarpa xanthocarpa","O.Berg","S. F. Smith","R. A. Wasum","1987","11","08","Brazil","Rio Grande do Sul","Garibaldi","Marcorama - Santana","-51.5333","-29.2561",NA,NA,"700","700","NY00885654","NY00885654_01",NA,NA,NA,"3456","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1005259' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales","xanthocarpa",NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","579696","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","xanthocarpa","Campomanesia xanthocarpa xanthocarpa","O.Berg","L. R. Landrum","G. G. Hatschbach","1973","10","19","Brazil","Paraná","Roncador","Cancan.","-52.275","-24.6031",NA,NA,NA,NA,"NY00579696","NY00579696_01",NA,NA,NA,"32903","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=194262' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales","xanthocarpa",NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","579705","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","xanthocarpa","Campomanesia xanthocarpa","O.Berg","M. Sobral","O. dos S. Ribas","1993","01","22","Brazil","Paraná","Curitiba","Jardim Botânico.","-49.2731","-25.4281",NA,NA,NA,NA,"NY00579705","NY00579705_01",NA,NA,NA,"466","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=119221' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
