"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","imagecode","phylum","continentOcean","locality","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","class","order"
"11","2020-12-11 11:37:54-03","UFMG","BHCB","201585","PreservedSpecimen","Plantae","Malvaceae","Sida","acrantha","Sida acrantha","Link",NA,"2015",NA,NA,"Costa, MTR; Alves, LL; Carvalho, SN","313","2015","03","11","Brasil","Minas Gerais","São João del-Rei","-44.464167","-21.127222",NA,"Erva de 0,5m de altura. Com flores em tom laranja bem claro. Com mancha vermelha na base das pétalas. Frutos; Beira de mata ciliar","BHCB201585",NA,"BHCB201585","Dicotyledon","Southern America","Estrada para a fazenda do Pombal","-44.464167","-21.127222","894","894",NA,NA,NA,NA
"12","2020-12-11 11:37:54-03","UFMG","BHCB","140643","PreservedSpecimen","Plantae","Malvaceae","Sida","acrantha","Sida acrantha","Link",NA,"2017","12",NA,"Carmo, FF","81","2007","02","07","Brasil","Minas Gerais","Moeda","-43.938058","-20.348342",NA,"Coletado em borda de capão. Afloramento de canga.","BHCB032295",NA,NA,"Dicotyledon","Southern America","Marinho da Serra, c1","-43.938058","-20.348342","1544","1544",NA,NA,NA,NA
"13","2020-12-11 11:37:54-03","UFMG","BHCB","199274","PreservedSpecimen","Plantae","Malvaceae","Sida","acrantha","Sida acrantha","Link",NA,NA,NA,NA,"Costa, MTR; Sobral, M; Alves, LL; Garcia, A","575","2016","05","04","Brasil","Minas Gerais","Barbacena","-43.840833","-21.195833",NA,"Subarbusto com 1m de altura com frutos.","BHCB199274",NA,NA,"Dicotyledon","Southern America","Estrada de terra.","-43.840833","-21.195833","1009","1009",NA,NA,NA,NA
"14","2020-12-11 11:37:54-03","UFMG","BHCB","32683","PreservedSpecimen","Plantae","Malvaceae","Sida","acrantha","Sida acrantha","Link",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Belo Horizonte","-43.937801361084","-19.9207992553711","17082",NA,NA,"auto",NA,"Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-12-11 11:37:54-03","UFMG","BHCB","37124","PreservedSpecimen","Plantae","Malvaceae","Sida","acrantha","Sida acrantha","Link",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Januária","-44.3616981506348","-15.4881000518799","148972",NA,NA,"auto",NA,"Dicotyledon","Southern America","Distrito de Fabião.",NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-12-11 11:37:54-03","UFMG","BHCB","65231","PreservedSpecimen","Plantae","Malvaceae","Sida","acrantha","Sida acrantha","Link",NA,"1934",NA,NA,"Barreto, HLM","8066","1934","03","21","Brasil","Minas Gerais","Belo Horizonte","-43.937801361084","-19.9207992553711","17082","Arbusto, 1,00 metro; muito frequente; Sujo","BHCB044595","auto",NA,"Dicotyledon","Southern America","Jardim Botânico",NA,NA,NA,NA,NA,NA,NA,NA
"17","2017-11-24 14:11:25-02","UFLA","ESAL","21463","S","Plantae","Malvaceae","Sida","acrantha","Sida acrantha","Link","Costa, MTR","2016","10",NA,"Silva, AF; Alessandra, Tatiane, A","276",NA,NA,NA,"Brasil","Minas Gerais","Ingaí","-44.9171981811523","-21.4011001586914","16664","arbusto; 2m; ;",NA,"auto",NA,NA,NA,"Reserva do Boqueirão",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-02-25 10:12:57-03","CVRD","CVRD","5557","PreservedSpecimen","Plantae","Malvaceae","Sida","acrantha","Sida acrantha","Link.","Victor M. Gonçalez","2011","11","01","Folli, D.A.","2860","1996","12","05","BRASIL","ES","Linhares","-40.0722007751465","-19.3910999298096","48094","<ll>dwc_commonname:</ll> Muchinga de vassoura","CVRD005557","auto","CVRD005557","Magnoliophyta","América do Sul","Próximo laranjal calimã",NA,NA,NA,NA,NA,NA,"Magnoliopsida","Malvales"
"19","2019-11-13 11:25:01-03","USP","SPF","74415","PreservedSpecimen","Plantae","Malvaceae","Sida","acrantha","Sida acrantha","Link","Krapovickas, A","1990",NA,NA,"Arbo, MM","4015","1990","05","13","Brasil","Minas Gerais",NA,"-43.516667","-20.433333",NA,NA,"SPF00074415",NA,NA,NA,NA,"Rancharia, 15 km S de Ouro Preto, camino a Santa Rita de Ouro Preto.","-43.516667","-20.433333","1260","1260",NA,NA,NA,NA
"20","2019-11-13 11:25:01-03","USP","SPF","11624","PreservedSpecimen","Plantae","Malvaceae","Sida","acrantha","Sida acrantha","Link","Hoehne, W",NA,NA,NA,"Hoehne, W","s.n.","1946","04","03","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","53584",NA,"SPF00011624","auto",NA,NA,NA,"Alto da Lapa.",NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-11-13 11:25:01-03","USP","SPF","166956","PreservedSpecimen","Plantae","Malvaceae","Sida","acrantha","Sida acrantha","Link","Yoshikawa, VN","2017","06",NA,"Joly, AB","s.n.","1946","06","14","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","53584",NA,"SPF00166956","auto",NA,NA,NA,"Butantã.",NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-11-13 11:25:01-03","USP","SPF","17334","PreservedSpecimen","Plantae","Malvaceae","Sida","acrantha","Sida acrantha","Link","Joly, AB",NA,NA,NA,"Joly, AB","s.n.","1946","06","14","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","53584",NA,"SPF00017334","auto",NA,NA,NA,"Campos de Butantã.",NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-11-13 11:25:01-03","USP","SPF","17334","PreservedSpecimen","Plantae","Malvaceae","Sida","acrantha","Sida acrantha","Link","Joly, AB",NA,NA,NA,"Joly, AB","209","1946","06","14","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","53584",NA,"SPF00017334","auto",NA,NA,NA,"Campos de Butantã.",NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-11-13 11:25:01-03","USP","SPF","10003","PreservedSpecimen","Plantae","Malvaceae","Sida","acrantha","Sida acrantha","Link","Yoshikawa, VN","2017","06",NA,"Hoehne, W","3","1933","01","24","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","53584",NA,"SPF00010003","auto",NA,NA,NA,"Terrenos da F.M.S.Paulo.",NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-09-04 18:47:57-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Malvaceae","Sida","acrantha","Sida acrantha",NA,NA,NA,NA,NA,"F. Sellow",NA,NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"Spermatophyta","South America",NA,NA,NA,NA,NA,NA,"Type [status unknown]","Dicotyledoneae",NA
"26","2015-03-07 08:03:31-03","F","FMNH-SEEDPLANTS","V0242189F","PreservedSpecimen","Plantae","Malvaceae","Sida","acrantha","Sida acrantha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0242189F",NA,"V0242189F_01","Spermatophyta","South America",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"27","2019-01-25 15:42:24-02","IAC","IAC","21886","S","Plantae","Malvaceae-8.Malvoideae","Sida","acrantha","Sida acrantha","Link","A. Krapovickas","1990","01","20","H.F. Leitão Filho","1971","1971","05","20","Brasil","São Paulo","Jundiaí","-46.927972","-23.111861",NA,NA,NA,NA,NA,NA,NA,"IAC, Estação Experimental","-46.927972","-23.111861",NA,NA,NA,NA,NA,NA
"28","2019-01-25 15:42:24-02","IAC","IAC","3952","S","Plantae","Malvaceae-8.Malvoideae","Sida","acrantha","Sida acrantha","Link","A. Krapovickas","1995","12","05","A.P. Viégas","s/nº","1939","04","05","Brasil","São Paulo","Jundiaí","-46.8842","-23.1864",NA,"Folhas no herbário",NA,NA,NA,NA,NA,"Alto das Serra dos Cristais","-46.8842","-23.1864",NA,NA,NA,NA,NA,NA
"29","2019-07-16 10:36:06-03","UFSJ","HUFSJ","9864","S","Plantae","Malvaceae","Sida","acrantha","Sida acrantha","Link","Costa, MTR","2018",NA,NA,"Costa, MTR; Bueno, T; Souza, F; Mião, C","1470","2018","05","19","Brasil","Minas Gerais","São João del-Rei","-44.291522","-21.122375",NA,"Erva 0,3 m de altura, frutos","HUFSJ009864",NA,NA,NA,NA,"Serra do Lenheiro, campo rupestre, acesso pela estrada para Cunha, trilha à esquerda","-44.291522","-21.122375","103","103",NA,NA,NA,NA
"30","2019-02-27 14:02:25-03","UFSJ","HUFSJ","8213","S","Plantae","Malvaceae","Sida","acrantha","Sida acrantha","Link","Costa, MTR","2015","05",NA,"Costa, MTR; Alves, LL; Carvalho, SN","472","2015","04","15","Brasil","Minas Gerais","Tiradentes","-44.1781005859375","-21.1103000640869","10355","Erva de 0,45 m de altura com frutos.","HUFSJ008213","auto",NA,NA,NA,"Trilha das Águas Santas, Serra de São José.",NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-02-27 14:02:25-03","UFSJ","HUFSJ","7405","S","Plantae","Malvaceae","Sida","acrantha","Sida acrantha","Link","Costa, MTR","2015",NA,NA,"Costa, MTR","212","2015","01","16","Brasil","Minas Gerais","Carandaí","-44.377417","-21.569",NA,"Erva de 0,9 m de altura com frutos.","HUFSJ007405",NA,"HUFSJ007405_02 HUFSJ007405_v00 HUFSJ007405_v01",NA,NA,"Campo próximo à corrego, Herculano Pena.","-44.377417","-21.569","108","108",NA,NA,NA,NA
"32","2019-07-16 10:36:06-03","UFSJ","HUFSJ","8000","S","Plantae","Malvaceae","Sida","acrantha","Sida acrantha","Link","Costa, MTR","2015","05",NA,"Costa, MTR; Carvalho, SN","353","2015","05","09","Brasil","Minas Gerais","São João del-Rei","-44.505333","-21.235889",NA,"Subarbusto de 0,7 m de altura com frutos.","HUFSJ008000",NA,NA,NA,NA,"Serra do Lenheiro","-44.505333","-21.235889","109","109",NA,NA,NA,NA
"33","2019-02-27 14:02:25-03","UFSJ","HUFSJ","7967","S","Plantae","Malvaceae","Sida","acrantha","Sida acrantha","Link","Costa, MTR","2015","05",NA,"Costa, MTR; Alves, LL; Guimarães, LG","320","2015","05","27","Brasil","Minas Gerais","Tiradentes","-44.319694","-21.193556",NA,"Erva de 0,6 m de altura com frutos.","HUFSJ007967",NA,NA,NA,NA,"Serra de São José, trilha do Mangue.","-44.319694","-21.193556","981","981",NA,NA,NA,NA
"34","2019-02-27 14:02:25-03","UFSJ","HUFSJ","7960","S","Plantae","Malvaceae","Sida","acrantha","Sida acrantha","Link","Costa, MTR","2015",NA,NA,"Costa, MTR; Alves, LL; Carvalho, SN","313","2015","03","11","Brasil","Minas Gerais","São João del-Rei","-44.464194","-21.127333",NA,"Erva de 0,5 m de altura com flores em tom de laranja bem claro, com mancha vermelha na base das pétalas, e frutos.","HUFSJ007960",NA,"HUFSJ007960_v00",NA,NA,"Estrada para Fazenda do Pombal; beira de mata ciliar.","-44.464194","-21.127333","894","894",NA,NA,NA,NA
"35","2019-02-27 14:02:25-03","UFSJ","HUFSJ","7306","S","Plantae","Malvaceae","Sida","acrantha","Sida acrantha","Link","Costa, MTR","2014",NA,NA,"Costa, MTR","164","2014","06","22","Brasil","Minas Gerais","Carandaí","-44.374222","-21.580972",NA,"Erva de 0,4 m de altura com flores em tom de amarelo-claro com frutos.","HUFSJ007306",NA,"HUFSJ007306_00",NA,NA,"Herculano Pena.","-44.374222","-21.580972","108","108",NA,NA,NA,NA
"36","2019-12-20 18:46:35-03","UFSJ","HUFSJ","8609","S","Plantae","Malvaceae","Sida","acrantha","Sida acrantha","Link","Costa, MTR","2016",NA,NA,"Costa, MTR; Alves, LL; Sobral, M","548","2016","03","31","Brasil","Minas Gerais","Coronel Xavier Chaves","-44.166778","-21.023639",NA,"Subarbusto de 0,5 m de altura com frutos.","HUFSJ008609",NA,NA,NA,NA,"Campo nos arredores de São Caetano.","-44.166778","-21.023639","99","99",NA,NA,NA,NA
"37","2019-12-09 10:45:58-03","UFSJ","HUFSJ","8800","S","Plantae","Malvaceae","Sida","acrantha","Sida acrantha","Link","Costa, MTR","2016","05",NA,"Costa, MTR; Sobral, M; Alves, LL; Garcia, A","575","2016","05","04","Brasil","Minas Gerais","Barbacena","-43.840833","-21.195833",NA,"Subarbusto com 1 m de altura com frutos.","HUFSJ008800",NA,NA,NA,NA,"Estrada de terra, próximo à Barbacena.","-43.840833","-21.195833","100","100",NA,NA,NA,NA
"38","2019-12-20 18:46:35-03","UFSJ","HUFSJ","7430","S","Plantae","Malvaceae","Sida","acrantha","Sida acrantha","Link","Costa, MTR","2015",NA,NA,"Costa, MTR; Andrade, A","236","2014","05","10","Brasil","Minas Gerais","São João del-Rei","-44.461611","-21.225111",NA,"Erva de 1,5 m de altura com frutos.","HUFSJ007430",NA,NA,NA,NA,"São Sebastião da Vitória.","-44.461611","-21.225111","102","102",NA,NA,NA,NA
"39","2019-02-27 14:02:25-03","UFSJ","HUFSJ","7293","S","Plantae","Malvaceae","Sida","acrantha","Sida acrantha","Link","Costa, MTR","2015","03",NA,"Costa, MTR; Resende, P","151","2014","05","30","Brasil","Minas Gerais","São João del-Rei","-44.424417","-21.201667",NA,"Subarbusto de 0,4 m de altura com frutos.","HUFSJ007293",NA,NA,NA,NA,"Bairro Dom Bosco.","-44.424417","-21.201667","949","949",NA,NA,NA,NA
"40","2021-04-08 17:12:56-03","UESB","HUESB","12078","S","Plantae","Malvaceae","Sida","acrantha","Sida acrantha","Link",NA,NA,NA,NA,"Costa, M.T.R.; Alves, L.L.; Sobral, M.; Alves, L.L.; Sobral, M.","548","2016","03","31","Brasil","Minas Gerais","Coronel Xavier Chaves","-44.166667","-21.023611",NA,"Subarbusto de 0,5 m de altura com fruto","HUESB000012078",NA,NA,"Dicotyledoneae",NA,"Campos nos arredores de São Caetano","-44.166667","-21.023611","991","991",NA,NA,NA,NA
"41","2019-05-06 11:59:02-03","UFU","HUFU","39256","S","Plantae","Malvaceae","Sida","acrantha","Sida acrantha","Link","Bovini, M.G.","2004","08","28","Oliveira, G.C.","153","2002","02","23","Brasil","Minas Gerais","Uberlândia","-48.2771987915039","-18.9186000823975","58223","Herbácea, ca. 0,5 m.; Vereda.","HUFU00015452","auto","HUFU00015452",NA,NA,"Fazenda Pinusplan, A 6 km da BR 050, na altura do km 25.",NA,NA,NA,NA,NA,NA,NA,NA
"42","2017-09-11 17:10:43-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Malvaceae","Sida","acrantha","Sida acrantha","Link",NA,NA,NA,NA,"Warming, JEB","1382",NA,NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America","Habitat in Brasiliae prov. Minas Geraes prope Lagoa Santa",NA,NA,NA,NA,NA,NA,NA,NA
"43","2017-09-11 17:10:43-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Malvaceae","Sida","acrantha","Sida acrantha","Link",NA,NA,NA,NA,"Warming, JEB","13852",NA,NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America","Habitat in Brasiliae prov. Minas Geraes prope Lagoa Santa",NA,NA,NA,NA,NA,NA,NA,NA
"44","2017-09-11 17:10:43-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Malvaceae","Sida","acrantha","Sida acrantha","Link",NA,NA,NA,NA,"Warming, JEB","1383",NA,NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America","Habitat in Brasiliae prov. Minas Geraes prope Lagoa Santa",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-23 08:48:28-03","IBt","SP","426336","S","Plantae","Malvaceae","Sida","acrantha","Sida acrantha","Link",NA,NA,NA,NA,"Gonçalvez, VM","9","2009","02","08","Brasil","São Paulo","Cotia","-46.9099998474121","-23.6000003814697","23869",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-02-18 08:31:01-03","IBt","SP","6870","S","Plantae","Malvaceae","Sida","acrantha","Sida acrantha","Link",NA,NA,NA,NA,"Brade, AC","5558","1912","03","24","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","53584",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-11-21 10:09:26-03","IBt","SP","216326","S","Plantae","Malvaceae","Sida","acrantha","Sida acrantha","Link","Esteves, GL",NA,NA,NA,"Romaniuc Neto, S; et al.","649","1987","04","13","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","53584",NA,NA,"auto",NA,NA,NA,"Parque Estadual das Fontes do Ipiranga",NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-11-21 10:09:26-03","IBt","SP","12157","S","Plantae","Malvaceae","Sida","acrantha","Sida acrantha","Link","Baker, EG",NA,NA,NA,"Edwall, G","CGG5726","1903","04",NA,"Brasil","São Paulo","Sorocaba","-47.4500007629395","-23.5","17154",NA,"SP006725","auto","SP006725",NA,NA,"Ipanema, capoeira.",NA,NA,NA,NA,NA,NA,NA,NA
