"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","county","decimalLongitude","decimalLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","imagecode","typeStatus","verbatimLongitude","verbatimLatitude","fieldNumber","class","individualCount","infraspecificEpithet","relatedCatalogItem"
"11","2018-11-21 10:17:28-02","BGBM","B","B 10 0244447","S","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","widgrenii","Dioscorea widgrenii","R.Knuth",NA,"A. Loefgren","363","1909",NA,NA,"Middle and South America","Brazil",NA,"Capoeira, S. José dos Campos.",NA,NA,NA,"Dioscorea trilinguis var. edwallii Uline; the specimen contains also material of Dioscorea laxiflora var. truncato-lanceolata R.Knuth <a href=http://herbarium.bgbm.org/object/B100244447 target=other class=eLink> <mi>dwc_moreinfo</mi> </a","B100244447",NA,NA,NA,NA,NA,NA,NA,NA,"B100244447","isotype",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-24 17:08:59-03","UFES","SAMES","1981","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","widgrenii","Dioscorea widgrenii","R.Knuth","Ribeiro,M.","Giaretta,A.O.; Monteiro,M.M.;Lopes,L.C.M.","759","2010","03","06",NA,"Brasil","Espírito Santo","Bairro Liberdade. Vegetação de restinga pleistocênica. Entrada de terra adjacente à fábrica de tijolos, depois do hospital Roberto Silvares no sentido São Mateus - Guriri.",NA,NA,NA,"Liana volúvel com pétalas creme. Tubérculo com aprox. 25cm de diâmetro. Folhas brilhosas.","SAMES01981","São Mateus","-39.8588981628418","-18.716100692749","2010","11","10","56510","auto",NA,NA,"-398102778.0","-187422222.0",NA,NA,NA,NA,NA
"13","2019-02-21 19:29:07-03","UNEMAT","HERBAM","2137","S","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","trilinguis","Dioscorea trilinguis","Griseb.","Wilkin, P","Zappi, D.C.; Sasaki, D.; Milliken, W.; Biggs, N.; Silveira, E.A.; Phillippsen, M.; Bessa, M.A","953","2008","01","29",NA,"Brasil","Mato Grosso","Parque Estadual Cristalino, Afloramento rochoso.",NA,NA,NA,NA,"HERBAM002137","Novo Mundo","-55.230833","-9.585833","2009",NA,NA,NA,NA,NA,NA,"-55.230833","-9.585833",NA,NA,NA,NA,NA
"14","2019-02-21 19:29:07-03","UNEMAT","HERBAM","1800","S","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","trilinguis","Dioscorea trilinguis","Griseb.","Wilkin, P","Sasaki, D.; Milliken, W.; Nascimento, J. & Phillippsen, M.","2136","2008","02","02",NA,"Brasil","Mato Grosso","Parque Estadual Cristalino, Area de vegetação aberta em solo arenoso, com afloramentos rochosos. Arvoretas de até 3 m alt. e estrato herbáceo com gramineas.","360","360",NA,NA,"HERBAM001800","Novo Mundo","-55.439167","-9.678333","2009",NA,NA,NA,NA,NA,NA,"-55.439167","-9.678333",NA,NA,NA,NA,NA
"15","2020-04-27 16:09:29-03","UFES","VIES","39649","S","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","trilinguis","Dioscorea trilinguis","Griseb.","A.C. Oliveira","M.M. Monteiro; M.A. Moreira; K.O.O. Lima; S.S. Pascoalini; B.Z. Pavezi","9","2009","06","27",NA,"Brasil","Espírito Santo","Bairro Liberdade, estrada de terra adjacente a uma fábrica de tijolos, depois do Hospital Roberto Silvares no sentido São Mateus - Guriri",NA,NA,NA,NA,"VIES039649","São Mateus","-39.8588981628418","-18.716100692749","2020","04","19","56510","auto","VIES039649",NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-04-27 16:09:29-03","UFES","VIES","25199","S","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","trilinguis","Dioscorea trilinguis","Griseb.","A.C. Oliveira","L.C.M. Lopes; A.Q. Lobão","50","2009","10","03",NA,"Brasil","Espírito Santo","Itaúnas, Parque Estadual de Itaúnas, atrás da fazenda Jequitaia",NA,NA,NA,"Mata de restinga sobre feixe de cordão arenoso.","VIES025199","Conceição da Barra","-39.7322006225586","-18.5932998657227","2020","04","19","41644","auto","VIES025199",NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-04-27 16:09:29-03","UFES","VIES","27029","S","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","trilinguis","Dioscorea trilinguis","Griseb.","A.C. Oliveira","Neves, J.A.; Fanticelle, B.S.; Chagas, F.M.; Rezeno, J.L. & Pereira, S.F.","5","2009","06","27",NA,"Brasil","Espírito Santo","Bairro Liberdade.",NA,NA,NA,NA,"VIES027029","São Mateus","-39.8588981628418","-18.716100692749","2020","04","19","56510","auto","VIES027029",NA,NA,NA,NA,NA,NA,NA,NA
"18","2015-09-30 09:12:25-03","MNHN","RECOLNAT_MNHN_P","P00748277","PreservedSpecimen",NA,NA,NA,"Dioscoreaceae","Dioscorea","trilinguis","Dioscorea trilinguis","Griseb.",NA,"Glaziou, A.|Glaziou, Y.",NA,"1873","5","9",NA,"Brésil",NA,"Province de Rio de Janeiro : Sommet du Corcovado",NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00748277' target='other'> <mi>dwc_moreinfo</mi></a>","P00748277",NA,NA,NA,NA,NA,NA,NA,NA,"P00748277_01","isotype",NA,NA,"6738",NA,NA,NA,NA
"19","2017-03-08 14:22:11-03","MNHN","RECOLNAT_MNHN_P","P00748278","PreservedSpecimen",NA,NA,NA,"Dioscoreaceae","Dioscorea","trilinguis","Dioscorea trilinguis","Griseb.",NA,"Glaziou, A.|Glaziou, Y.",NA,"1873","5","9",NA,"Brésil",NA,"Province de Rio de Janeiro : Sommet du Corcovado",NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00748278' target='other'> <mi>dwc_moreinfo</mi></a>","P00748278",NA,NA,NA,NA,NA,NA,NA,NA,"P00748278_01","isotype",NA,NA,"6738",NA,NA,NA,NA
"20","2017-03-08 14:22:11-03","MNHN","RECOLNAT_MNHN_P","P00748279","PreservedSpecimen",NA,NA,NA,"Dioscoreaceae","Dioscorea","trilinguis","Dioscorea trilinguis","Griseb.",NA,"Glaziou, A.",NA,"1864","4","21",NA,"Brazil",NA,"Province de Rio de Janeiro : Pointe du Corcovado",NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00748279' target='other'> <mi>dwc_moreinfo</mi></a>","P00748279",NA,NA,NA,NA,NA,NA,NA,NA,"P00748279_01",NA,NA,NA,"1118",NA,NA,NA,NA
"21","2015-09-30 09:13:11-03","MNHN","RECOLNAT_MNHN_P","P00748280","PreservedSpecimen",NA,NA,NA,"Dioscoreaceae","Dioscorea","trilinguis","Dioscorea trilinguis","Griseb.","Pedralli","Glaziou, A.",NA,"1891","5","2",NA,"Brésil",NA,"Province de Rio de Janeiro : Mana",NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00748280' target='other'> <mi>dwc_moreinfo</mi></a>","P00748280",NA,NA,NA,NA,NA,NA,NA,NA,"P00748280_01",NA,NA,NA,"18576",NA,NA,NA,NA
"22","2015-09-30 09:13:22-03","MNHN","RECOLNAT_MNHN_P","P00748281","PreservedSpecimen",NA,NA,NA,"Dioscoreaceae","Dioscorea","trilinguis","Dioscorea trilinguis","Griseb.","Pedralli","Glaziou, A.",NA,"1891","5","2",NA,"Brésil",NA,"Province de Rio de Janeiro : Mana",NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00748281' target='other'> <mi>dwc_moreinfo</mi></a>","P00748281",NA,NA,NA,NA,NA,NA,NA,NA,"P00748281_01",NA,NA,NA,"18576",NA,NA,NA,NA
"23","2015-09-30 21:44:04-03","MNHN","RECOLNAT_MNHN_P","P00748282","PreservedSpecimen",NA,NA,NA,"Dioscoreaceae","Dioscorea","trilinguis","Dioscorea trilinguis","Griseb.","Pedralli","Glaziou, A.",NA,"1891","5","2",NA,"Brésil",NA,"Province de Rio de Janeiro : Mana",NA,NA,"hb","Reçu le 10 Novembre 1892 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00748282' target='other'> <mi>dwc_moreinfo</mi></a>","P00748282",NA,NA,NA,NA,NA,NA,NA,NA,"P00748282_01",NA,NA,NA,"18576",NA,NA,NA,NA
"24","2009-07-27 09:32:00-03","MO","MOBOT","3039114","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","trilinguis","Dioscorea trilinguis","Griseb.",NA,"Auguste F.M. Glaziou","Glaziou 6758","1861",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2011-02-07 09:42:00-02","MO","MOBOT","3039887","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","trilinguis","Dioscorea trilinguis","Griseb.",NA,"J.E.B. Warming","Warming 1763","1897",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-03 13:56:12-03","UFF","NIT","NIT999","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","trilinguis","Dioscorea trilinguis","Griseb.",NA,"R.S. Couto","252","2009","09","26",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"NIT00000878","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-02-25 10:11:30-03","CVRD","CVRD","4351","PreservedSpecimen","Plantae","Magnoliophyta","Dioscoreales","Dioscoreaceae","Dioscorea","widgrenii","Dioscorea widgrenii","R. Knuth","Mizué Kirizawa","Folli, D.A.","1851","1993","03","30","América do Sul","BRASIL","ES","No final do aceiro.",NA,NA,NA,"<ll>dwc_commonname:</ll> Cará-coração","CVRD004351","Linhares","-40.0722007751465","-19.3910999298096","2010","07","20","48094","auto","CVRD004351",NA,NA,NA,NA,"Liliopsida",NA,NA,NA
"28","2020-09-02 16:24:07-03","Cenargen","CEN","12307","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","trilinguis","Dioscorea trilinguis","Griseb.","G. Pedralli","Carlos Alberto Marafon","197","1987","03","22",NA,"Brasil","MT",NA,NA,NA,"Exsicatas","Doação.","CEN00012307","BARRA DO GARCAS",NA,NA,"1987","07",NA,NA,NA,"CEN00012307",NA,NA,NA,NA,NA,"2",NA,NA
"29","2020-09-02 16:24:07-03","Cenargen","CEN","11519","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","trilinguis","Dioscorea trilinguis","Griseb.","G. Pedralli","Gilberto Pedralli","2658","1986","07","23",NA,"Brasil","MG","A 39 km do trevo caminho para Coroaci a esquerda na margem da estrada.","300","300","Exsicatas","Tubérculo pequeno amarelado muitas raízes; folhas grandes; flores jovens e frutos.","CEN00011519","COROACI","-42.2858009338379","-18.6219005584717","1987","11",NA,"24192","auto","CEN00011519",NA,"-4225000.0","-1863333.0",NA,NA,"5",NA,NA
"30","2020-09-02 16:24:07-03","Cenargen","CEN","12297","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","trilinguis","Dioscorea trilinguis","Griseb.","G. Pedralli","Gilberto Pedralli",NA,"1986","02","26",NA,"Brasil","MG","Á 39 km do trevo caminho para Coroaci a esquerda na margem da estrada.","300","300","Exsicatas","Tubérculo amarelado, muitas raízes: folhas grandes: flroes jovens e frutos. Doação.","CEN00012297","COROACI","-42.2858009338379","-18.6219005584717","1993","06",NA,"24192","auto","CEN00012297",NA,NA,NA,NA,NA,"2",NA,NA
"31","2020-09-02 16:24:07-03","Cenargen","CEN","12637","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","trilinguis","Dioscorea trilinguis","Griseb.","G. Pedralli","Leopoldo Krieger","8254","1970","04","17",NA,"Brasil","MG",NA,NA,NA,"Exsicatas","Doação do Herbário UFJF - Juiz de Fora - Minas Gerais.","CEN00012637","ENTRE RIOS DE MINAS","-44.065601348877","-20.6707992553711","1993","06",NA,"20620","auto","CEN00012637",NA,NA,NA,NA,NA,"1",NA,NA
"32","2020-09-02 16:24:07-03","Cenargen","CEN","12568","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","trilinguis","Dioscorea trilinguis","Griseb.","G. Pedralli","Roberto Miguel Klein","7824","1968","08","06",NA,"Brasil","SC","Morro do Rio Vermelho.","100","100","Exsicatas","Doação - Universidade Federal de Santa Catarina, Departamento de Biologia - Divisão de Botânica. Plantas da Ilha de Santa Catarina - Florianópolis.","CEN00012568","FLORIANOPOLIS","-48.5491981506348","-27.596700668335","1990","10",NA,"27000","auto","CEN00012568",NA,NA,NA,NA,NA,"1",NA,NA
"33","2021-03-15 18:26:38-03","USP","SPF","207653","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","trilinguis","Dioscorea trilinguis","Griseb.","Wilkin, P","Zappi, DC; Sasaki, D; Milliken, W; Biggs, N; Silveira, EA; Philippsen, M; Bessa, MA; Piva","953","2008","01","29",NA,"Brasil","Mato Grosso","Parque Estadual do Cristalino, Parque Estadual Cristalino. Serra ao sul da sede da Fazenda AJJ.",NA,NA,NA,"Erva trepadeira delicada, frutos verdes passando a verde-avermelhados; Afloramento rochoso.","SPF00207653","Novo Mundo","-55.1349","-9.0404","2009",NA,NA,NA,NA,NA,NA,"-55.1349","-9.0404",NA,NA,NA,NA,NA
"34","2021-03-15 18:26:38-03","USP","SPF","207655","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","trilinguis","Dioscorea trilinguis","Griseb.","Wilkin, P","Sasaki, D; Milliken, W; Nascimento, J; Philippsen, M","2136","2008","02","02",NA,"Brasil","Mato Grosso","Parque Estadual do Cristalino, Parque Estadual Cristalino. Serra do Rochedo, limite sul do parque, acesso pela Fazenda AJJ.","360","360",NA,"Erva trepadeira. Nervuras da folha rosa. Frutos rosa.; Área de vegetação aberta em solo arenoso, com afloramentos rochosos. Arvoretas de até 3 m alt. e estrato herbáceo com gramíneas.","SPF00207655","Novo Mundo","-55.2619","-9.0405","2009",NA,NA,NA,NA,NA,NA,"-55.2619","-9.0405",NA,NA,NA,NA,NA
"35","2019-09-04 20:03:00-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Dioscoreaceae","Dioscorea","trilinguis","Dioscorea trilinguis",NA,NA,"A. Glaziou","6738",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA,NA,"Monocotyledoneae",NA,NA,NA
"36","2019-09-04 20:02:25-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Dioscoreaceae","Dioscorea","trilinguis","Dioscorea trilinguis edwallii",NA,NA,"G. Edwall","1763","1892","4","13","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA,NA,"Monocotyledoneae",NA,"edwallii",NA
"37","2019-09-04 20:02:25-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Dioscoreaceae","Dioscorea","trilinguis","Dioscorea trilinguis edwallii",NA,NA,"G. Edwall","1763","1892","4","13","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA,NA,"Monocotyledoneae",NA,"edwallii",NA
"38","2020-07-23 12:05:01-03","CEPLAC","CEPEC","1106","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","trilinguis","Dioscorea trilinguis",NA,"L. A. Mattos-Silva","R. P. Belém","1195","1965","06","25",NA,"Brasil",NA,"BR-4, 60Km N divisa Minas/Bahia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1968"
"39","2020-07-23 12:05:01-03","CEPLAC","CEPEC","41425","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","trilinguis","Dioscorea trilinguis",NA,"L. P. de Queiroz","L. P. de Queiroz","560","1983","06","09",NA,"Brasil","Bahia","Raso da Catarina. Pororocas.",NA,NA,NA,NA,NA,"paulo afonso","-38.2146987915039","-9.40610980987549",NA,NA,NA,"44772","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1983"
"40","2020-12-23 08:48:28-03","IBt","SP","412876","S","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","trilinguis","Dioscorea trilinguis","Griseb.",NA,"Folli, DA","1851","1993","03","30",NA,"Brasil","Espírito Santo","Reserva Natural da CVRD",NA,NA,NA,NA,NA,"Linhares","-40.0722007751465","-19.3910999298096",NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-11-21 10:03:36-03","IBt","SP","9092","S","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","trilinguis","Dioscorea trilinguis edwallii","Uline ex R.Knuth",NA,"Edwall, G","CGG1763","1892","04","13",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,"SP002988","Caraguatatuba","-45.4099998474121","-23.6200008392334",NA,NA,NA,"30093","auto","SP002988","Isotype",NA,NA,NA,NA,NA,"edwallii",NA
"42","2020-11-05 09:51:34-03","IBt","SP","359273","S","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","trilinguis","Dioscorea trilinguis","Griseb.",NA,"Kirizawa, M","3452","2002","05","03",NA,"Brasil","São Paulo","E.B. do Alto da Serra de Paranapiacaba",NA,NA,NA,NA,NA,"Santo André","-46.5299987792969","-23.6599998474121",NA,NA,NA,"27258","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-11-21 10:03:36-03","IBt","SP","426533","S","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","trilinguis","Dioscorea trilinguis","Griseb.","Kirizawa, M","Shirasuna, RT","1354","2008","05","26",NA,"Brasil","São Paulo","Lote 3, Mata do Chinês Rodoanel Mário Covas, Trecho Sul",NA,NA,NA,NA,NA,"São Bernardo do Campo","-46.560001373291","-23.6900005340576","2008","09","10","31119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-11-21 10:03:36-03","IBt","SP","9092","S","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","trilinguis","Dioscorea trilinguis edwallii","Uline ex R.Knuth",NA,"Edwall, G","CGG1763","1892","04","13",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,"SP002988","Caraguatatuba","-45.4099998474121","-23.6200008392334",NA,NA,NA,"30093","auto","SP002988","Isotype",NA,NA,NA,NA,NA,"edwallii",NA
"45","2020-12-30 07:48:24-03","IBt","SP","441986","S","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","widgrenii","Dioscorea widgrenii","R.Knuth",NA,"Menezes, LFT","1564","2006","09","21",NA,"Brasil","Espírito Santo",NA,NA,NA,NA,NA,NA,"São Mateus","-39.8588981628418","-18.716100692749",NA,NA,NA,"56510","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2014-09-23 10:57:15-03","G","G","G00098809","S","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","trilinguis","Dioscorea trilinguis","Griseb.","?","Glaziou, A. F. M.","6738","1876",NA,"00","AMERIQUE DU SUD","Brazil","Rio de Janeiro",NA,NA,NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=119291&base=img&lang=en","G00098809",NA,"-42.9125","-22.48222222",NA,NA,NA,NA,NA,"G00098809","TYPUS of Dioscorea trilinguis Griseb.","-42.9125","-22.48222222",NA,NA,NA,NA,NA
