"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","individualCount","fieldNumber","typeStatus","relatedCatalogItem"
"11","2020-12-20 21:19:20-03","UFV","VIC","034549","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.",NA,"Francisco, E.M.; et al.","s.n.","1999",NA,NA,NA,"Brasil","Paraná","Cornélio Procópio","Parque Estadual Mata São Francisco","-50.6467018127441","-23.1811008453369",NA,"Arvoreta de 3 m, frutos imaturos verdes trilha em meio da mata.","VIC034549",NA,NA,NA,NA,NA,NA,NA,NA,NA,"23842","auto",NA,NA,NA,NA
"12","2020-06-30 18:32:51-03","UFJF","CESJ","40542","PreservedSpecimen","Plantae","Angiosperma",NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","J. Jardim","L.C.S. Assis; M.S. Magalhães; M.K. Ladeira","850","2003","06","21","América do Sul","Brasil","Minas Gerais","Barroso","Mata do Baú","-43.9757995605469","-21.1868991851807",NA,"Arbusto ca. 1,5m na borda da mata à beira do Rio das Mortes. Folhas discolores e frutos amarelos, vermelhos a vináceos.","CESJ040542",NA,NA,NA,NA,NA,NA,"2004","03",NA,"7934","auto",NA,NA,NA,NA
"13","2020-06-30 18:32:51-03","UFJF","CESJ","31546","PreservedSpecimen","Plantae","Angiosperma",NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","D. Zappi; J. Jardim","R.C. Forzza; L.D. Meireles","1711","2000","11","26","América do Sul","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,"Arbusto 50cm alt. Folhas discolores. Flores em botões verdes.","CESJ031546",NA,NA,NA,NA,NA,NA,"2004",NA,NA,"11991","auto",NA,NA,NA,NA
"14","2021-03-01 16:40:06-03","UNICAMP","UEC","13945","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","Taylor, CM","Benson, WW","8329","1978","08","21",NA,"Brazil","Acre","Cruzeiro do Sul",NA,"-72.6699981689453","-7.63111019134521",NA,"Rubiaceae com flores brancas; arbusto até 3m de alt, bosque da floresta de Várzea.","UEC116933","UEC116933",NA,NA,NA,NA,NA,"1997",NA,NA,"123037","auto",NA,NA,NA,NA
"15","2021-03-01 16:40:06-03","UNICAMP","UEC","80752","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","Taylor, CM","Tozzi, AMGA; Lima, HC; Sartori, ALB","s.n.","1994","11","10",NA,"Brazil","São Paulo","Cássia dos Coqueiros","MT mesófila, encosta do morro.","-47.1699981689453","-21.2800006866455",NA,"Flores brancas.","UEC116930","UEC116930",NA,NA,NA,NA,NA,"1998",NA,NA,"13265","auto",NA,NA,NA,NA
"16","2021-03-01 16:40:06-03","UNICAMP","UEC","13973","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","Taylor, CM","Martins, FM","9997","1978","10","28",NA,"Brazil","São Paulo","Santa Rita do Passa Quatro","Parque Estadual de Vassununga.","-47.4700012207031","-21.7099990844727",NA,"Arbusto 1m, botões verdes.; Mata Capetinga.","UEC116931","UEC116931",NA,NA,NA,NA,NA,"1998",NA,NA,"24893","auto",NA,NA,NA,NA
"17","2020-04-22 16:24:30-03","UFPB","JPB","63916-1","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","Jardim, J; Oliveira, JA","Oliveira, JA; Monteiro, D; Forzza, RC; Barbosa-Silva, RG","400","2013","08","08","Southern America","Brasil","Espírito Santo","Cachoeira de Itapemirim","Burarama, Pedra da Ema","-41.342222","-20.697222",NA,"Arvoreta, ca. 2m alt., em interior de mata, entre matacões. Folhas discolores, infrutescência verde, frutos imaturos verdes ou amarelos, maduros vináceos.; HABITAT: Floresta Estacional Semidecidual com matacões abaixo do inselbergue; DESC: Arvoreta, ca.",NA,NA,NA,NA,NA,"-41.342222","-20.697222","2013","12",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-16 17:52:36-03","UCS","HUCS","37655","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","Jardim, J.","Sorpilli, A.","s.n.","1996","05","15",NA,"Brasil","Paraná","Sertanópolis","Fazenda Ferraz, junto a ferrovia Londrina-Sertanopolis","-51.0363998413086","-23.0585994720459",NA,"Herbário FUEL 18170, árvore 1,7 m.",NA,NA,NA,NA,NA,NA,NA,"2009","07","29","19992","auto",NA,NA,NA,NA
"19","2019-08-16 08:40:57-03","UTFPR","HCF","16021","S","Plantae",NA,NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","J. Cordeiro","M.G. Caxambu","5886","2014","12","05",NA,"Brasil","PR","Fênix","RPPN Hilva Jandrey Marques","-51.984361","-23.884083",NA,"arbusto ca. 1 m, semi-ciófilo. Flores com cálice verde e corola alva.",NA,NA,"361","361",NA,"51°59'03,7 W","23°53'02,7 S","2016",NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-08-16 08:40:57-03","UTFPR","HCF","9565","S","Plantae",NA,NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","J.G. Jardim","A. Sorpilli",NA,"1996","05","15",NA,"Brasil","PR","Sertanópolis","Fazenda Ferraz","-51.0363998413086","-23.0585994720459",NA,"árvore ca. 1,7 m; frutos imaturos verdes; maduros alaranjado e vermelho; Encontrado em clareira; próximo a Rodovia Londrina-Sertanópolis.",NA,NA,NA,NA,NA,NA,NA,"2009","07","29","19992","auto",NA,NA,NA,NA
"21","2021-03-21 19:38:32-03","UFC","EAC","35862","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","Zappi, D.","Souza, E.B.; Queiroz, L.P.; et al.","1326","2005","04","26","Southern America","Brasil","Mato Grosso","Aquidauana","Taunay, Vegetação florestal em relevo montanhoso. Margem de um riacho.","-56.822778","-20.497778",NA,"Arbusto até 1-2 m alt., folhas cactáceas, fruto variando de verde-claro, amarelo e vermelho. DNA.","EAC0035862",NA,NA,NA,NA,"-56.822778","-20.497778","2005","06",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-21 19:38:32-03","UFC","EAC","35836","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","Souza, E.B.","Souza, E.B.; Queiroz, L.P.; et al.","1332","2005","04","26","Southern America","Brasil","Mato Grosso","Bela Vista","Rio Apa, ca 4,0 km da cidade., Bela Vista em direção a Antônio João. Vegetação florestal em relevo montanhoso. Margem de um riacho.","-56.499722","-22.075833",NA,"Subarbusto até 1,5 m alt., folhas cactáceas, levemente discolor, caule vináceo, fruto imaturo verde, no sub-bosque da mata ciliar.","EAC0035836",NA,NA,NA,NA,"-56.499722","-22.075833","2005",NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:43:51-03","MBM","MBM","409456","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","Cordeiro, J.","Caxambu, M.G.","5886","2014","12","05",NA,"Brasil","Paraná","Fênix","RPPN Hilva Jandrey Marques","-51.984361","-23.884083",NA,"Arbusto ripário ca. 1 m, ciófilo. Flores com cálice verde e corola alva.; Relevo: suave-ondulado. Vegetação: Floresta Estacional Semidecidual Submontana. Solo: Latossolo vermelho.","MBM409456","MBM409456","361","361",NA,"-51.984361","-23.884083","2016",NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-11 11:41:04-03","UFMG","BHCB","19309","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.",NA,"Tolêdo, F; Stehmann, JR","s.n.","1991","11","22","Southern America","Brasil","Minas Gerais","Caratinga",NA,"-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA
"25","2020-12-11 11:41:04-03","UFMG","BHCB","51121","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.",NA,"Lombardi, JA; et al.","3608",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Caratinga",NA,"-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA
"26","2020-12-11 11:41:04-03","UFMG","BHCB","19309","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.",NA,"Tolêdo, F; Stehmann, JR","s.n.","1991","11","22","Southern America","Brasil","Minas Gerais","Caratinga",NA,"-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA
"27","2021-02-11 17:21:35-03","UFPR","UPCB","40134","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","Ferreira Jr., M.","Mikich, S.B.",NA,"1995","10","18",NA,"Brasil","Paraná","Fênix","Fazenda Cagibi","-51.9791984558105","-23.9160995483398",NA,"Arbusto de flores brancas, em floresta..",NA,NA,NA,NA,NA,NA,NA,"2012","11","19","16297","auto",NA,NA,NA,NA
"28","2021-02-11 17:21:35-03","UFPR","UPCB","76362","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Griseb.","Jardim, J.","Amorim, A.M.A.","7612","2008","07","21",NA,"Brasil","Espírito Santo","Cariacica","Reserva Biológica de Duas Bocas. Trilha da Represa. Floresta Estacional Semidecidual.","-40.4199981689453","-20.2639007568359",NA,"Arbusto no sub-bosque. Folhas algo discolores, frutos maduros vermelhos..",NA,NA,NA,NA,NA,"-40476","-20272","2011",NA,NA,"18507","auto",NA,NA,NA,NA
"29","2018-06-07 13:28:00-03","MO","MOBOT","3220197","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","C.M. Taylor (MO)","Gorky Villa","Villa Muñoz 776","2000","12","14","South America","Ecuador","Orellana",NA,"ESTACION CIENTFICA YASUNI Rio Tiputini, al noroeste de la confluencai con el R. Tivacuno; Este de la carretera Repsol-Ypf, km 7 desvio hacia el pozo tivacumo Parcela de 50 ha, sendero Dicaro y Luminoso. Tierra firme; lomas de 30-50m dearcilla rojiza","-76.5","0.6333333",NA,NA,NA,NA,"200.00000000","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"30","2018-06-07 13:43:00-03","MO","MOBOT","1064914","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","C.M. Taylor (MO)","John L. Clark|Demattia, Liz|Tim Miller","Clark 1006","1995","6","5","South America","Ecuador","Sucumbíos",NA,"Sacha Lodge, 3 km NW of the village Añangu, near the Napo river. Tropical Moist Forest.","-76.4333333","-0.5",NA,NA,NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"31","2018-06-26 05:23:00-03","MO","MOBOT","100256317","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","C.M. Taylor (MO)","J. Lima da Paixão","Paixão 200","2002","4","4","South America","Brazil","Bahia","Jussari","Rod. Jussarí/Palmira, entrada ca. 7,5 km de Jussarí, Faz. Teimoso-RPPN, Serra do Teimoso. Mata Messofila.","-39.5286111","-15.1580556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"32","2018-06-07 13:11:00-03","MO","MOBOT","100275921","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","C.M. Taylor (MO)","Rocío Rojas|G. Ortiz","Rojas Gonzáles 5272","2008","1","30","South America","Peru","Pasco","Oxapampa","Dist. Palcazú. Comunidad Nativa Alto Lagarto-Reserva Comunal Yanesha.","-75.3922222","-10.1522222",NA,NA,NA,NA,"600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA
"33","2018-06-07 13:11:00-03","MO","MOBOT","100276994","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","C.M. Taylor (MO)","Rocío Rojas|G. Ortiz","Rojas Gonzáles 5621","2008","5","19","South America","Peru","Pasco","Oxapampa","Dist. Palcazú. Comunidad Nativa Alto Lagarto-Reserva Comunal Yanesha.","-75.3922222","-10.1522222",NA,NA,NA,NA,"600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA
"34","2018-06-07 13:21:00-03","MO","MOBOT","100451585","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.",NA,"Benkt Sparre","Sparre 14435","1967","2","15","South America","Ecuador","Los Ríos",NA,"Hacienda Clementina between Babahoyo and Montalve.",NA,NA,NA,NA,NA,NA,"20.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"35","2017-04-12 18:12:00-03","MO","MOBOT","100597656","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","C. M. Taylor (MO)","Walter A. Palacios","Palacios Cuenca 16842","2009","7","14","South America","Ecuador","Esmeraldas","Quinindé","Cantón Quinindé. Cristobal Colón finca del Sr.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","97",NA,NA
"36","2018-06-07 11:52:00-03","MO","MOBOT","100983903","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","C. Taylor (MO)","C.P. Bruniera|Milton Groppo|R.P. Campos","Bruniera 321","2011","4","15","South America","Brazil","São Paulo","Ribeirão Preto","Estação Ecológica de Ribeirão Preto (Mata de Santa Teresa). Trilha do córrego que divide a Reserva.","-47.8547222","-21.2272223",NA,NA,NA,NA,"558.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"37","2008-05-27 22:02:00-03","MO","MOBOT","1205933","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","C.M. Taylor (MO)","Alwyn H. Gentry","Gentry 9529","1974","2","2","South America","Ecuador","Los Ríos",NA,"Río Palenque Field Station, halfway between Quevedo and Santo Domingo, de los Colorados. Wet forest.","-79.36666","-0.58333",NA,NA,NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3349",NA,NA
"38","2008-05-27 22:02:00-03","MO","MOBOT","1416234","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","RF","A.P. Yanez","Yánez 183","1991","7","8","South America","Ecuador","Los Ríos",NA,"Coastal Slopes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2008-05-27 22:02:00-03","MO","MOBOT","1951638","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.",NA,"Renate Seidel|D. Vaquiata","Seidel 7681","1994","12","15","South America","Bolivia","La Paz",NA,NA,NA,NA,NA,NA,NA,NA,"615.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2008-12-12 03:32:00-02","MO","MOBOT","2355844","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","C.M. Taylor (MO)","Thomas B. Croat","Croat 92314","2004","7","26","South America","Ecuador","Zamora-Chinchipe",NA,"Along road between Loja and Zumba, 99.0 km S of Vilcabamba, 8 km N of Bellavista, 19 km N of progresso, 125.5 km N of Isimanchi.","-79.12194","-4.72777",NA,NA,NA,NA,"1213.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1696",NA,NA
"41","2008-12-12 03:32:00-02","MO","MOBOT","2370204","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","C.M. Taylor (MO)","Thomas B. Croat","Croat 92465","2004","7","28","South America","Ecuador","Zamora-Chinchipe",NA,"Along road between Zumba and Vilcabamba, 16.7 km N of Zumba, 8.9 km S of Bellavista, 32.9 km S of Palanda, 51 km S of Valladoloid.","-79.11722","-4.79138",NA,NA,NA,NA,"733.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1702",NA,NA
"42","2015-08-12 05:58:00-03","MO","MOBOT","2626981","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","Taylor, C.M. (MO)","H. Balslev|A.S. Barfod|F. Skov","Balslev 60585","1985","6","19","South America","Ecuador","Napo",NA,"Añangu, south bank of Río Napo 95 km downstream from Coca. [coordinate corrected from 0.32N to 0.32S]","-76.38333","-0.53333",NA,NA,NA,NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2009-07-17 17:36:00-03","MO","MOBOT","2628013","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","Taylor, C.M. (MO)","L.B. Holm-Nielsen","Holm-Nielsen 19230","1979","8","13","South America","Ecuador","Napo",NA,"Mishuallí. Rain forest in the surroundings of the junction Río Mishuallí - Río Napo.","-77.68333","-1.05",NA,NA,NA,NA,"500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2009-08-07 05:39:00-03","MO","MOBOT","2636130","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","Taylor, C.M.","John S. Brandbyge|Eduardo Asanza C.","Brandbyge 30128","1980","3","1","South America","Ecuador","Napo",NA,"About 15 km downstream Río Napo from Coca. Name of the area Descanzo. Primary forest disturbed by some wood-cutting.","-76.76666","-0.45",NA,NA,NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2009-07-20 21:03:00-03","MO","MOBOT","2662440","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","Taylor, C.M. (MO)","Lars P. Kvist|L.B. Holm-Nielsen","Kvist 40082","1982","6","4","South America","Ecuador","Pichincha",NA,"In the Colorado community Congoma Grande at km. 23 on the Santa Domingo - Puerto Limón road. Ravine with forest remnants, some tall trees cut.","-79.36666","-0.35",NA,NA,NA,NA,"100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2018-06-07 13:12:00-03","MO","MOBOT","3190448","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","C.M. Taylor","J.G. Graham|José Schunke V.","Graham 1027","2000","2","21","South America","Peru","Ucayali",NA,"Prov. de Purus, Distrito Purus. Rio Curanha, cerca la comunidad nativa de Columbiana. Bosque primario, terreno inundable.","-71.1","-10.0666667",NA,NA,NA,NA,"250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"47","2018-06-07 13:13:00-03","MO","MOBOT","3191327","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","C.M. Taylor","J.G. Graham|José Schunke V.","Graham 1118","2000","2","25","South America","Peru","Ucayali","Purus","Rio Curanja, cerca la comunidad nativa de Columbiana. Bosque primario, terreno no inundable.","-71.1","-10.0666667",NA,NA,NA,NA,"250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
