"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","individualCount","fieldNumber","typeStatus","relatedCatalogItem"
"98","2020-11-04 17:30:40-03","UEM","HUEM","45","S","Plantae",NA,NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","Ferreira Jr.; M.","Ide, A; Moscheta, IS; Santos, VD","4","1980","05","29",NA,"Brasil","Paraná","Maringá","Horto Florestal Dr. Luiz Teixeira Mendes, Área 4, próximo ao 38 e 39; tronco caído","-51.9385986328125","-23.4253005981445",NA,"Arvoreta ou arbusto com cerca de 4 m. de altura; 3,18 cm de diâmetro; inflorescências em ramos terminais; frutos em vários estágios verdes, amarelos e vermelhos","HUEM000012009","HUEM000012009",NA,NA,NA,NA,NA,"2012","11","29","19250","auto",NA,NA,NA,NA
"99","2020-11-12 17:00:09-03","UEL","FUEL","47246","PreservedSpecimen","Plantae","Tracheophyta","Gentianales","Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","Rossetto, EFS","Francisco, EM; et al.","333","2005","05","06",NA,"Brasil","Paraná","Ibiporã","Parque Estadual de Ibiporã","-51","-23",NA,NA,NA,NA,NA,NA,NA,"-51","-23","2010","08",NA,NA,NA,NA,NA,NA,NA
"100","2020-11-12 17:00:09-03","UEL","FUEL","44793","PreservedSpecimen","Plantae","Tracheophyta","Gentianales","Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","Jardim, JG","Cotarelli, VM; Francisco, EM","683","2008","12","15",NA,"Brasil","Paraná","Sertanópolis","Faz. Santo Antônio (antiga faz. Ferraz)","-51.15","-23.15",NA,NA,NA,NA,NA,NA,NA,"-51.15","-23.15","2009","07","28",NA,NA,NA,NA,NA,NA
"101","2020-11-12 17:00:09-03","UEL","FUEL","45780","PreservedSpecimen","Plantae","Tracheophyta","Gentianales","Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","Jardim, JG","Francisco, EM","252","2009","03","10",NA,"Brasil","Paraná","Lupionópolis","RPPN Mata São Pedro","-51.666667","-22.683333",NA,NA,NA,NA,NA,NA,NA,"-51.666667","-22.683333","2009","07","28",NA,NA,NA,NA,NA,NA
"102","2020-11-12 17:00:09-03","UEL","FUEL","46871","PreservedSpecimen","Plantae","Tracheophyta","Gentianales","Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","Ferreira Jr, M","Marestoni, TM; Cervigne, NS; Francisco, EM","160","2007","02","09",NA,"Brasil","Paraná","Londrina","Faz. Santa Catarina","-51.233333","-23.383333",NA,NA,NA,NA,NA,NA,NA,"-51.233333","-23.383333","2013","01","21",NA,NA,NA,NA,NA,NA
"103","2020-11-12 17:00:09-03","UEL","FUEL","47323","PreservedSpecimen","Plantae","Tracheophyta","Gentianales","Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","Rossetto, EFS","Rossetto, EFS","73","2010","05","28",NA,"Brasil","Paraná","Londrina","Parque Estadual Mata dos Godoy, interior de mata, distante 50m da trilha dos catetos","-51.25","-23.433333",NA,NA,NA,NA,NA,NA,NA,"-51.25","-23.433333","2010","06",NA,NA,NA,NA,NA,NA,NA
"104","2020-11-12 17:00:09-03","UEL","FUEL","50057!","PreservedSpecimen","Plantae","Tracheophyta","Gentianales","Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","Ferreira Jr, M","Ferreira Jr, M; Rossetto, EFS; Francisco, EM","239","2011","09","06",NA,"Brasil","Paraná","Lupionópolis","Fazenda São Pedro","-51.686","-22.686972",NA,NA,NA,NA,"307","307",NA,"-51.686","-22.686972","2013","01","21",NA,NA,NA,NA,NA,NA
"105","2020-11-12 17:00:09-03","UEL","FUEL","50111","PreservedSpecimen","Plantae","Tracheophyta","Gentianales","Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","Ferreira Jr, M","Ferreira Jr, M; Francisco, EM","327","2012","04","03",NA,"Brasil","Paraná","Sertanópolis","Rodovia 090 (Ibiporã- Sertanópolis), interior do fragmento","-51.020139","-23.08825",NA,NA,NA,NA,"343","343",NA,"-51.020139","-23.08825","2012","05","24",NA,NA,NA,NA,NA,NA
"106","2020-11-12 17:00:09-03","UEL","FUEL","50112","PreservedSpecimen","Plantae","Tracheophyta","Gentianales","Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","Ferreira Jr, M","Ferreira Jr, M; E.M. Francisco: J.A. Ferreira","344","2012","04","20",NA,"Brasil","Paraná","Londrina","Paiquerê, interior da mata","-51.078806","-23.500583",NA,NA,NA,NA,"513","513",NA,"-51.078806","-23.500583","2012","05","24",NA,NA,NA,NA,NA,NA
"107","2020-11-12 17:00:09-03","UEL","FUEL","50113","PreservedSpecimen","Plantae","Tracheophyta","Gentianales","Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","Ferreira Jr, M","Ferreira Jr, M; Francisco, EM","332","2012","04","13",NA,"Brasil","Paraná","Londrina","Horto da Universidade Estadual de Londrina, interior da mata","-51.25","-23.433333",NA,NA,NA,NA,NA,NA,NA,"-51.25","-23.433333","2012","05","24",NA,NA,NA,NA,NA,NA
"108","2020-11-12 17:00:09-03","UEL","FUEL","50114","PreservedSpecimen","Plantae","Tracheophyta","Gentianales","Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","Ferreira Jr, M","Ferreira Jr, M; Francisco, EM","333","2012","04","13",NA,"Brasil","Paraná","Londrina","Horto da Universidade Estadual de Londrina, interior da mata","-51.25","-23.433333",NA,NA,NA,NA,NA,NA,NA,"-51.25","-23.433333","2012","05","24",NA,NA,NA,NA,NA,NA
"109","2020-11-12 17:00:09-03","UEL","FUEL","50115","PreservedSpecimen","Plantae","Tracheophyta","Gentianales","Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","Ferreira Jr, M","Ferreira Jr, M; Francisco, EM","261","2011","09","20",NA,"Brasil","Paraná","Cambé","Parque Peroba Rosa, interior da mata","-51.254306","-23.266528",NA,NA,NA,NA,"570","570",NA,"-51.254306","-23.266528","2012","05","24",NA,NA,NA,NA,NA,NA
"110","2020-11-12 17:00:09-03","UEL","FUEL","50569","PreservedSpecimen","Plantae","Tracheophyta","Gentianales","Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","Ferreira Jr, M","Ferreira Jr, M; Francisco, EM","400","2012","06","27",NA,"Brasil","Paraná","Primeiro de Maio","Mata Santa Rosa","-51.023472","-22.936806",NA,NA,NA,NA,"307","307",NA,"-51.023472","-22.936806","2012","07","31",NA,NA,NA,NA,NA,NA
"111","2020-11-12 17:00:09-03","UEL","FUEL","50720","PreservedSpecimen","Plantae","Tracheophyta","Gentianales","Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","Ferreira Jr, M","Ferreira Jr, M; Cardoso, CMV; Francisco, EM","404","2012","07","25",NA,"Brasil","Paraná","Cornélio Procópio","Mata São Francisco","-50.572694","-23.1495",NA,NA,NA,NA,"526","526",NA,"-50.572694","-23.1495","2012","08","09",NA,NA,NA,NA,NA,NA
"112","2020-11-12 17:00:09-03","UEL","FUEL","51273","PreservedSpecimen","Plantae","Tracheophyta","Gentianales","Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","Ferreira Jr, M","Ferreira Jr, M; Francisco, EM","436","2012","11","06",NA,"Brasil","Paraná","Cambé","Parque Peroba-Rosa","-51.254306","-23.266528",NA,NA,NA,NA,NA,NA,NA,"-51.254306","-23.266528","2012","11","08",NA,NA,NA,NA,NA,NA
"113","2020-11-12 17:00:09-03","UEL","FUEL","51344","PreservedSpecimen","Plantae","Tracheophyta","Gentianales","Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","Ferreira Jr, M","Francisco, EM; Rossetto, EFS","477","2012","11","13",NA,"Brasil","Paraná","Cornélio Procópio","Mata São Francisco, borda da mata (trilha)","-50.572694","-23.1495",NA,NA,NA,NA,NA,NA,NA,"-50.572694","-23.1495","2012","11","27",NA,NA,NA,NA,NA,NA
"114","2020-11-12 17:00:09-03","UEL","FUEL","26248","PreservedSpecimen","Plantae","Tracheophyta","Gentianales","Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","Ferreira Jr, M","Kinupp, VF","320","1997","02","20",NA,"Brasil","Acre","Rio Branco","Parque Zoobotânico UFAC","-67.8099975585938","-9.9747200012207",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","01","18","178770","auto",NA,NA,NA,NA
"115","2020-11-12 17:00:09-03","UEL","FUEL","22784","PreservedSpecimen","Plantae","Tracheophyta","Gentianales","Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","Taylor, CM","Braga, PIS; Stehmann, JR; et al.","s.n.","1991","11","22",NA,"Brasil","Minas Gerais","Caratinga",NA,"-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1997",NA,NA,"49886","auto",NA,NA,NA,NA
"116","2020-11-12 17:00:09-03","UEL","FUEL","24096","PreservedSpecimen","Plantae","Tracheophyta","Gentianales","Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","Jardim, JG","Francisco, EM; et al.","s.n.",NA,NA,NA,NA,"Brasil","Paraná","Cornélio Procópio","Parque Estadual Mata São Francisco","-50.6467018127441","-23.1811008453369",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009","07","29","23842","auto",NA,NA,NA,NA
"117","2020-11-12 17:00:09-03","UEL","FUEL","46531","PreservedSpecimen","Plantae","Tracheophyta","Gentianales","Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","Rossetto, EFS","Estevan, DA; et al.","1317","2006","04","03",NA,"Brasil","Paraná","Ibiporã","Parque Estadual de Ibiporã","-51.0480995178223","-23.2691993713379",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010","08",NA,"20625","auto",NA,NA,NA,NA
"118","2020-11-12 17:00:09-03","UEL","FUEL","24667","PreservedSpecimen","Plantae","Tracheophyta","Gentianales","Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","Jardim, JG","Souza, LRM; et al.","s.n.","1999","02","08",NA,"Brasil","Paraná","Londrina","Mata Luiz de Sá","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009","07","29","63728","auto",NA,NA,NA,NA
"119","2020-11-12 17:00:09-03","UEL","FUEL","18170","PreservedSpecimen","Plantae","Tracheophyta","Gentianales","Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","Jardim, JG","Andreia Sorpilli; et al.","s.n.","1996","05","15",NA,"Brasil","Paraná","Sertanópolis","Fazenda Ferraz","-51.0363998413086","-23.0585994720459",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009","07","29","19992","auto",NA,NA,NA,NA
"120","2020-11-12 17:00:09-03","UEL","FUEL","3479","PreservedSpecimen","Plantae","Tracheophyta","Gentianales","Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","Jardim, JG","Silva, EA","15","1986","08","27",NA,"Brasil","Paraná","Sertanópolis","Fazenda Regina","-51.0363998413086","-23.0585994720459",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009","07","29","19992","auto",NA,NA,NA,NA
"121","2021-03-04 15:46:09-03","IF","SPSF","20719","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","C.M.Taylor","A.M.G.A.Tozzi & A.L.B.Sartori","94-265","1994","11","10","América do Sul","Brasil","SP","Cassia dos Coqueiros","mata mesofila","-47.1699981689453","-21.2800006866455",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: encosta do morro&nf;;",NA,NA,NA,NA,"Magnoliopsida",NA,NA,"2007","11","01","13265","auto",NA,NA,NA,NA
"122","2019-11-21 10:18:29-03","IBt","SP","168116","S","Plantae",NA,NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","Mamede, MCH","Judd, WS","2157","1979","03","17",NA,"Estados Unidos","Florida",NA,"Collier Co., ca. 10 mi. w. of jct. of Fla. Rt. 29 and Tamiami Trail, at Big Cypress Bend, in Taxodium swamp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","12",NA,NA,NA,NA,NA,NA,NA
"123","2019-11-21 10:18:29-03","IBt","SP","300455","S","Plantae",NA,NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","Taylor, CM","Tozzi, AMGA; Sartori, LB","94/265","1994","11","10",NA,"Brasil","São Paulo","Cássia dos Coqueiros","Encosta do morro","-47.1699981689453","-21.2800006866455",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007",NA,NA,"13265","auto",NA,NA,NA,NA
"124","2014-09-23 10:59:31-03","G","G","G00300448","S","Plantae",NA,NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","Taylor, C. M.","Riedel, L.","478",NA,NA,NA,"AMERIQUE DU SUD","Brazil","Bahia",NA,NA,"-41.99722222","-12.18305556",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=223362&base=img&lang=en","G00300448","G00300448",NA,NA,NA,"-41.99722222","-12.18305556","2010","01","01",NA,NA,NA,NA,"ISOTYPUS of Mapouria riedeliana Müll. Arg.",NA
