"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","yearIdentified","monthIdentified","individualCount","occurrenceRemarks","scientificNameAuthorship","recordedBy","recordNumber","year","month","continentOcean","country","locality","minimumElevationInMeters","preparationType","barcode","day","stateProvince","county","decimalLongitude","decimalLatitude","maximumElevationInMeters","imagecode","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","dayIdentified","fieldNumber","typeStatus","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","4088436","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Erycina","pusilla","Erycina pusilla",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4405367' target='other'> <mi>dwc_moreinfo</mi></a>","(L.) N.H.Williams & M.W.Chase","E. P. Killip","29896","1929","09","South America","Peru","Mishuyacu, near Iquitos","100","sheet","NY04088436","24","Loreto",NA,"-73.412281","-3.792532",NA,"NY04088436_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","88113","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Erycina","pusilla","Erycina pusilla","M. C. Pace",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=96163' target='other'> <mi>dwc_moreinfo</mi></a>","(L.) N.H.Williams & M.W.Chase","D. E. Williams","1085","1989","12","South America","Bolivia","Río Quiquibey. Gredal. Mosetén Indian village ca. 20km upstream from river mouth","250","sheet","NY00088113","03","La Paz","Franz Tamayo","-67.5","-14.75","250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","4088439","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Erycina","pusilla","Erycina pusilla",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4405370' target='other'> <mi>dwc_moreinfo</mi></a>","(L.) N.H.Williams & M.W.Chase","E. P. Killip","25171","1929","06","South America","Peru","Along Río Perene, near Hacienda 3, Colonia Perene","600","sheet","NY04088439","16","Junín",NA,"-75.228336","-10.952343",NA,"NY04088439_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","4088421","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Erycina","pusilla","Erycina pusilla",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4405352' target='other'> <mi>dwc_moreinfo</mi></a>","(L.) N.H.Williams & M.W.Chase","J. Torres","168","1996","08","South America","Peru","Moronoa vieja desembocadura quebrada Versalles a 11 km N.O. de Iquitos",NA,"sheet","NY04088421","17","Loreto","Maynas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","4088425","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Erycina","pusilla","Erycina pusilla",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4405356' target='other'> <mi>dwc_moreinfo</mi></a>","(L.) N.H.Williams & M.W.Chase","F. Ayala","3027","1980","12","South America","Peru","Pucaurquillo - Pevas","100","sheet","NY04088425","17","Loreto","Maynas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","4088433","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Erycina","pusilla","Erycina pusilla",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4405364' target='other'> <mi>dwc_moreinfo</mi></a>","(L.) N.H.Williams & M.W.Chase","P. C. Hutchison","5988","1964","07","South America","Peru","Río Monzón","675","sheet","NY04088433","17","Huánuco","Leoncio Prado","-76.227756","-9.215902",NA,"NY04088433_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","4088415","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Erycina","pusilla","Erycina pusilla",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4405346' target='other'> <mi>dwc_moreinfo</mi></a>","(L.) N.H.Williams & M.W.Chase","C. A. Todzia","s.n.","1984","02","South America","Colombia","Anchicaya. CVC camp Yacataque","600","sheet","NY04088415","07","Valle del Cauca",NA,NA,NA,NA,"NY04088415_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","4088424","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Erycina","pusilla","Erycina pusilla",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4405355' target='other'> <mi>dwc_moreinfo</mi></a>","(L.) N.H.Williams & M.W.Chase","C. D. Játiva","2236","1967","08","South America","Ecuador","along Rio Blanco near La Cosmoplita",NA,"sheet","NY04088424","18","Esmeraldas",NA,NA,NA,NA,"NY04088424_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","04088389","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Erycina","pusilla","Erycina pusilla",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4405024' target='other'> <mi>dwc_moreinfo</mi></a>","(L.) N.H.Williams & M.W.Chase","J. M. Schunke-Vigo","8218","1975","04","South America","Peru",NA,"400","sheet","NY04088389","05","San Martín","Mariscal Cáceres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","4088405","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Erycina","pusilla","Erycina pusilla",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4405336' target='other'> <mi>dwc_moreinfo</mi></a>","(L.) N.H.Williams & M.W.Chase","L. C. M. Croizat","682B","1951","09","South America","Venezuela","La Mantequilla",NA,"sheet","NY04088405","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","4088413","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Erycina","pusilla","Erycina pusilla",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4405344' target='other'> <mi>dwc_moreinfo</mi></a>","(L.) N.H.Williams & M.W.Chase","J. S. de la Cruz","3034","1923","01","South America","Guyana","Pomeroon River",NA,"sheet","NY04088413","14","Pomeroon-Supenaam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","4088435","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Erycina","pusilla","Erycina pusilla",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4405366' target='other'> <mi>dwc_moreinfo</mi></a>","(L.) N.H.Williams & M.W.Chase","E. P. Killip","26519","1929","07","South America","Peru","Puerto Bermudez","375","sheet","NY04088435","14","Junín",NA,NA,NA,NA,"NY04088435_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","4088404","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Erycina","pusilla","Erycina pusilla",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4405335' target='other'> <mi>dwc_moreinfo</mi></a>","(L.) N.H.Williams & M.W.Chase","L. C. M. Croizat","682A","1951","09","South America","Venezuela","Raudal Montserrat",NA,"sheet","NY04088404","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","4088400","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Erycina","pusilla","Erycina pusilla",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4405331' target='other'> <mi>dwc_moreinfo</mi></a>","(L.) N.H.Williams & M.W.Chase","J. N. Rose","23492","1918","10","South America","Ecuador","Vicinity of Portovelo",NA,"sheet","NY04088400","06",NA,NA,NA,NA,NA,"NY04088400_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","4088445","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Erycina","pusilla","Erycina pusilla",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4405376' target='other'> <mi>dwc_moreinfo</mi></a>","(L.) N.H.Williams & M.W.Chase","J. S. de la Cruz","3106","1922","12","South America","Guyana","Pomeroon River",NA,"sheet","NY04088445","17","Pomeroon-Supenaam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","4088412","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Erycina","pusilla","Erycina pusilla",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4405343' target='other'> <mi>dwc_moreinfo</mi></a>","(L.) N.H.Williams & M.W.Chase","J. S. de la Cruz","4163","1923","07","South America","Guyana","Kamakusa, Upper Mazaruni River",NA,"sheet","NY04088412","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","4088423","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Erycina","pusilla","Erycina pusilla",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4405354' target='other'> <mi>dwc_moreinfo</mi></a>","(L.) N.H.Williams & M.W.Chase","Y. E. J. Mexia","6436","1932","01","South America","Peru","Iquitos. Rancho Indiana, near house","110","sheet","NY04088423","25","Loreto","Maynas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","4088434","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Erycina","pusilla","Erycina pusilla",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4405365' target='other'> <mi>dwc_moreinfo</mi></a>","(L.) N.H.Williams & M.W.Chase","G. Klug","393","1929","10","South America","Peru","Mishuyacu, near Iquitos","100","sheet","NY04088434",NA,"Loreto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","4088442","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Erycina","pusilla","Erycina pusilla",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4405373' target='other'> <mi>dwc_moreinfo</mi></a>","(L.) N.H.Williams & M.W.Chase","J. S. de la Cruz","1324","1922","02","South America","Guyana","Mt. Everard",NA,"sheet","NY04088442","12",NA,"North West District",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","04088393","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Erycina","pusilla","Erycina pusilla",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4405322' target='other'> <mi>dwc_moreinfo</mi></a>","(L.) N.H.Williams & M.W.Chase","J. N. Rose","23774","1918","10","South America","Ecuador","Vicinity of Portovelo",NA,"sheet","NY04088393","06",NA,NA,NA,NA,NA,"NY04088393_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","4088399","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Erycina","pusilla","Erycina pusilla",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4405330' target='other'> <mi>dwc_moreinfo</mi></a>","(L.) N.H.Williams & M.W.Chase","J. N. Rose","23484","1918","10","South America","Ecuador","Vicinity of La Chonta",NA,"sheet","NY04088399","17",NA,NA,NA,NA,NA,"NY04088399_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","4088449","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Erycina","pusilla","Erycina pusilla",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4405380' target='other'> <mi>dwc_moreinfo</mi></a>","(L.) N.H.Williams & M.W.Chase","J. S. de la Cruz","1378","1922","05","South America","Guyana","Upper Rupununi River, near Dadanawa",NA,"sheet","NY04088449","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","03474502","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Erycina","pusilla","Erycina pusilla",NA,NA,NA,NA,"Mulford Expedition, Exploration of the Amazon Basin <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3736920' target='other'> <mi>dwc_moreinfo</mi></a>","(L.) N.H.Williams & M.W.Chase","O. E. White","s.n.","1921",NA,"South America","Bolivia",NA,NA,"sheet","NY03474502",NA,NA,NA,NA,NA,NA,"NY03474502_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","4088431","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Erycina","pusilla","Erycina pusilla",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4405362' target='other'> <mi>dwc_moreinfo</mi></a>","(L.) N.H.Williams & M.W.Chase","B. Maguire","36745","1953","12","South America","Venezuela","uppermost Rio Yatua","100","sheet","NY04088431","07","Amazonas","Casiquiare",NA,NA,"140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","4088398","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Erycina","pusilla","Erycina pusilla",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4405329' target='other'> <mi>dwc_moreinfo</mi></a>","(L.) N.H.Williams & M.W.Chase","J. M. Schunke-Vigo","135","1935","01","South America","Peru","Gamitanacocha, Río Mazán","100","sheet","NY04088398","27","Loreto",NA,NA,NA,"125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","4088429","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Erycina","pusilla","Erycina pusilla",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4405360' target='other'> <mi>dwc_moreinfo</mi></a>","(L.) N.H.Williams & M.W.Chase","J. M. Cruxent","52","1951","12","South America","Venezuela","Río Orinoco, cerca confluencia Ugueto","350","sheet","NY04088429","31","Amazonas",NA,NA,NA,NA,"NY04088429_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","4088408","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Erycina","pusilla","Erycina pusilla",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4405339' target='other'> <mi>dwc_moreinfo</mi></a>","(L.) N.H.Williams & M.W.Chase","A. Fernandez","7875","1990","04","South America","Venezuela","Caño Cumashi, afluente del Cunucunuma","180","sheet","NY04088408",NA,"Amazonas","Atabapo","-65.93","3.65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","4088395","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Erycina","pusilla","Erycina pusilla",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4405326' target='other'> <mi>dwc_moreinfo</mi></a>","(L.) N.H.Williams & M.W.Chase","W. H. Camp","E8","1944","06","South America","Ecuador","Santiago-Zamora: (Oriente): Valley of the río Zamora, east of Loja. Near Zamora","274","sheet","NY04088395","28",NA,NA,NA,NA,NA,"NY04088395_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","4088441","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Erycina","pusilla","Erycina pusilla",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4405372' target='other'> <mi>dwc_moreinfo</mi></a>","(L.) N.H.Williams & M.W.Chase","W. R. Anderson","11871","1978","01","South America","Bolivia","Along road from Guayaramerin to Cachuela Esperanza, 15 km on each side of the Río Yata",NA,"sheet","NY04088441","26","El Beni",NA,"-65.575622","-10.672126",NA,"NY04088441_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","4088419","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Erycina","pusilla","Erycina pusilla",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4405350' target='other'> <mi>dwc_moreinfo</mi></a>","(L.) N.H.Williams & M.W.Chase","H. F. Pittier","11162","1923","09","South America","Venezuela","Hacienda Iboa, near Guama",NA,"sheet","NY04088419","14","Yaracuy",NA,NA,NA,NA,"NY04088419_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","4088432","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Erycina","pusilla","Erycina pusilla",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4405363' target='other'> <mi>dwc_moreinfo</mi></a>","(L.) N.H.Williams & M.W.Chase","F. Cardona N","1700","1946","10","South America","Venezuela","Selvas del río Uonán, afluente del Ikabarú, Caroní","435","sheet","NY04088432","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","4088414","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Erycina","pusilla","Erycina pusilla",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4405345' target='other'> <mi>dwc_moreinfo</mi></a>","(L.) N.H.Williams & M.W.Chase","J. S. de la Cruz","1510","1922","06","South America","Guyana","Upper Rupununi River, near Dadanawa",NA,"sheet","NY04088414","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","4088397","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Erycina","pusilla","Erycina pusilla",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4405328' target='other'> <mi>dwc_moreinfo</mi></a>","(L.) N.H.Williams & M.W.Chase","B. A. Krukoff","10491","1939","07","South America","Bolivia","Basin of Rio Bopi, San Bartolome (near Calisaya)","750","sheet","NY04088397","01","La Paz","Sud Yungas",NA,NA,"900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","557731","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Psygmorchis","pusilla","Psygmorchis pusilla","K. S. Walter",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=45087' target='other'> <mi>dwc_moreinfo</mi></a>","(L.) Dodson & Dressler","G. T. Prance","28165","1983","05","South America","Venezuela","Sierra Perija, vicinity of Guasare Military Camp. Beside Rio Guasare",NA,"sheet","NY00557731","11",NA,NA,"-72.48","10.87",NA,"NY00557731_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","00749238","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Psygmorchis","pusilla","Psygmorchis pusilla","D. L. Szlachetko",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=891438' target='other'> <mi>dwc_moreinfo</mi></a>","(L.) Dodson & Dressler","T. R. van Andel","4360","2003","11","South America","Suriname","Brownsberg, Brownsberg plateau, Mazaroni road km 0.4","400","sheet","NY00749238","20","Brokopondo",NA,NA,NA,"500","NY00749238_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
