"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","minimumDepthInMeters","typeStatus"
"303","2008-05-27 22:02:00-03","MO","MOBOT","1485216","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M. Johnst.","M.J. Huft",NA,NA,NA,"Thomas B. Croat","Croat 53786","1982","7","1","Brazil","Rio de Janeiro",NA,"Municipio of Niteroi; Praia de Itaipucu Alto Moinas.","-43.11666","-22.88333",NA,NA,"100.00000000","250.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1774",NA,NA
"304","2020-06-22 14:18:36-03","UNESP-IBILCE","SJRP","08693","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.",NA,NA,NA,NA,"Silva, M.R. & Rodrigues Jr. C.E.","1121.0","1993","07","06","Brasil","Mato Grosso do Sul","Pedro Gomes","Rodovia Buriti-Pedro Gomes","-54.5518989562988","-18.1005992889404",NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Malpighiales","América do Sul",NA,NA,"93377","auto","Magnoliopsida",NA,NA,NA,NA,NA
"305","2019-03-29 10:41:21-03","UFSM","HDCF","229","S","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Ness) I. M. Johnston","Longhi, S. J.","1985","05","21","Andrae, F. H.",NA,"1972","04","15","?",NA,"Faxinal do Soturno","Faxinal do Soturno",NA,NA,NA,NA,NA,NA,"Ocorre em locais úmidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","2019-03-29 10:41:21-03","UFSM","HDCF","4991","S","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Ness) I. M. Johnston","Figueira, M.","2016","01","25","Nascimento, A. R. T.",NA,"1995","09","20","Brasil","Rio Grande do Sul","Candelária","Morro do Botucaraí","-52.7888984680176","-29.6692008972168",NA,NA,NA,NA,NA,NA,NA,NA,NA,"América",NA,NA,"28166","auto",NA,NA,NA,NA,NA,NA
"307","2016-09-05 16:02:23-03","UFSM","HDCF","972","S","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Ness) I. M. Johnston","Longhi, S. J.","1985","05","21","Longhi, S. J.","243","1982","01","18","Brasil","Rio Grande do Sul","Candelária","Vila Botucaraí","-52.7888984680176","-29.6692008972168",NA,NA,NA,NA,"Inventário de nativas (am. 1). Desprende látex na casca e folhas",NA,NA,NA,NA,"América",NA,NA,"28166","auto",NA,NA,NA,NA,NA,NA
"308","2019-03-29 10:41:21-03","UFSM","HDCF","4368","S","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Ness) I. M. Johnston","Figueira, M.","2016","01","25","Machado, P. F. S.; Longhi, S. J.",NA,"1991","01","13","Brasil","Rio Grande do Sul","Osório","Morro Osório","-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"Trabalho científico Ciência e natura (1991)",NA,NA,NA,NA,"América",NA,NA,"27350","auto",NA,NA,NA,NA,NA,NA
"309","2016-09-05 16:02:23-03","UFSM","HDCF","3351","S","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Ness) I. M. Johnston","Marchiori, J. N. C.","1989","04","26","Marchiori, J. N. C.","955","1989","04","20","Brasil","Rio Grande do Sul","Torres",NA,"-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"À margem de um tributário do Mampituba",NA,NA,NA,NA,"América",NA,NA,"20837","auto",NA,NA,NA,NA,NA,NA
"310","2018-04-19 15:15:12-03","UNIOESTE","UNOP","3906","S","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.","Caxambu, M.G.","2014","09","23","Brito, L.F.P.; Zubek, H.; Zubek, H.","s.n.","2014","06","23","Brasil","Paraná","Araruna",NA,"-52.4963989257812","-23.9316997528076",NA,NA,NA,NA,"Árvore heliófica, ca. 4 m, com látex alvo. Frutos maduros verdes, com sementes castanhas - Relevo:suave-ondulado.",NA,NA,NA,NA,NA,NA,NA,"26722","auto",NA,NA,NA,NA,NA,NA
"311","2020-07-10 09:46:00-03","MBML","MBML-HERBARIO","2441",NA,"Plantae","Euphorbiaceae","Pachystroma","ilicifolium","Pachystroma ilicifolium","Müll.Arg.",NA,NA,NA,NA,"W. Boone","822","1985","10","08","Brasil","Espírito Santo","Santa Teresa","São João de Petrópolis, E.A.F.S.T.","-40.681389","-19.805556","40W40'53","19S48'20",NA,NA,"Arbusto 2,5m, lactescente, botões florais verde claros, semi-sombra, capoeirão.","MBML002441","MBML002441",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","2020-07-10 09:46:00-03","MBML","MBML-HERBARIO","2488",NA,"Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M. Johnst.","Luciana dos Santos D. de Oliveira/VI-2009",NA,NA,NA,"W. Boone","983","1985","12","11","Brasil","Espírito Santo","Santa Teresa","São João de Petrópolis, E.A.F.S.T.","-40.681389","-19.805556","40W40'53","19S48'20",NA,NA,"Árvore lactescente 7m, 12cm de diametro, inflorescência verde amarelada, ciófila mata.","MBML002488","MBML002488",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","2020-07-10 09:46:00-03","MBML","MBML-HERBARIO","2489",NA,"Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M. Johnst.","Luciana dos Santos D. de Oliveira/VI-2009",NA,NA,NA,"H. Q. Boudet Fernandes","1335","1985","07","23","Brasil","Espírito Santo","Santa Teresa","São João de Petrópolis, E.A.F.S.T.","-40.681389","-19.805556","40W40'53","19S48'20",NA,NA,"Arbusto de 2m, com frutos verdes, entre meio pedras, com látex, encosta, ciófila.","MBML002489","MBML002489",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","2020-07-10 09:46:00-03","MBML","MBML-HERBARIO","27719",NA,"Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnston","O.L.M. Silva/03-VI-2014",NA,NA,NA,"L. F. S. Magnago; V. Demuner, T. Cruz, Elias Bausen","1664","2006","11","30","Brasil","Espírito Santo","Águia Branca","Córrego Jabuticaba, propr.: Rosangela Fausti.","-40.647778","-19.022778","40W38'52","19S1'22","190","190","Arvoreta 8m de alt. Frutos verdes. Látex branco. Mata em estágio de regeneração.","MBML027719","MBML027719",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","2020-07-10 09:46:00-03","MBML","MBML-HERBARIO","41357",NA,"Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M. Johnst.","L.J.S. Pinto/09-09-2013",NA,NA,NA,"A. M. Assis; Valdir G. Demuner; Karla Fabiola O. Faria","1462","2008","03","15","Brasil","Espírito Santo","Itapemirim","Fazenda do Ouvidor - Usina Paineiras. Porção oeste do Fragmento de 600 ha. Acesso pela Rodovia ES-490.","-41.047222","-20.938056","41W2'50","20S56'17","20","20","Arbusto 3 m. Látex branco. Frutos verdes. Interior da Mata. Floresta Estacional Semidecidual em Estágio Avançado de Regeneração.","MBML041357","MBML041357",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","2020-07-10 09:46:00-03","MBML","MBML-HERBARIO","43109",NA,"Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M. Johnst.","L.J.S. Pinto/09-09-2013",NA,NA,NA,"A. M. Assis; Valdir G. Demuner","1336","2008","01","25","Brasil","Espírito Santo","Itapemirim","Fazenda do Ouvidor - Usina Paineiras. Fragmento 125 ha (altitude 20-100 m). Acesso pela Rodovia ES-490, entrada à esquerda, 2,5 km após o trevo da SAFRA, em direção à Marataízes","-41.043667","-20.930806","41W2'37,2","20S55'50,9",NA,NA,"Arbusto 3 m. Látex branco abundante. Inlforescência e frutos verdes. Interior da Mata. Floresta Estacional Semidecidual em Estágio Médio/Avançado de Regeneração.","MBML043109","MBML043109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","2020-07-10 09:46:00-03","MBML","MBML-HERBARIO","45829",NA,"Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M. Johnst.",NA,NA,NA,NA,"J. Gurtler","45","2012","01","05","Brasil","Espírito Santo","Santa Teresa","São João de Petrópolis, E.A.F.S.T.","-40.669806","-19.806889","40W40'11,3","19S48'24,8","287","287","Arbusto de porte alto (3,0 mts aprox.), solo profundo, inflorescência, apresenta látex alvo (branco).","MBML045829","MBML045829",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","2020-07-10 09:46:00-03","MBML","MBML-HERBARIO","47072",NA,"Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M. Johnst.","A. M. Assis/2015",NA,NA,NA,"A. M. Assis; M.D.S. Demuner & M. B. Redighieri","2422","2010","04","25","Brasil","Espírito Santo","Nova Venécia","APA Pedra do Elefante - propriedade Maurilio Bravin. Floresta em estágio médio","-40.430139","-18.753194","40W25'48,5","18S45'11,5","90","90","Arbusto 4m, látex branco, fruto verde","MBML047072","MBML047072",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","2020-07-10 09:46:00-03","MBML","MBML-HERBARIO","9646",NA,"Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M. Johnst.","Luciana dos Santos D. de Oliveira/VI-2009",NA,NA,NA,"L. Kollmann; E. Bausen","1651","1999","01","21","Brasil","Espírito Santo","Santa Teresa","São João de Petrópolis, E.A.F.S.T.","-40.681389","-19.805556","40W40'53","19S48'20",NA,NA,"Árvore 11m. DAP 19cm. Fuste 2m. Frutos verdes. Seiva branca.","MBML009646","MBML009646",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","2020-07-10 09:46:00-03","MBML","MBML-HERBARIO","39219",NA,"Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M. Johnst.","I. Cordeiro/X-2010",NA,NA,NA,"D.R. Couto","1138","2009","04","25","Brasil","Espírito Santo","Alegre","Alegre","-41.5331001281738","-20.763599395752",NA,NA,"600","600","Árvore latescente, 6 metros; frutos verdes. Próximo a ponte, entrando para a localidade de Cachoeirinha. Mata serra da Roseiras.","MBML039219","MBML039219",NA,NA,NA,NA,NA,"26101","auto",NA,NA,NA,NA,NA,NA
"321","2020-07-10 09:46:00-03","MBML","MBML-HERBARIO","36086",NA,"Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnston","L. Kollmann/28-05-2008",NA,NA,NA,"L. Kollmann; L. Magnago","11194","2008","05","28","Brasil","Espírito Santo","Boa Esperança",NA,"-40.2957992553711","-18.5400009155273",NA,NA,NA,NA,"Arbusto 2m, frutos verdes, latex.","MBML036086","MBML036086",NA,NA,NA,NA,NA,"25415","auto",NA,NA,NA,NA,NA,NA
"322","2020-06-15 15:30:28-03","UNESP-RC","HRCB","9025","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","ilicifolium","Pachystroma ilicifolium","Müll.Arg.",NA,NA,NA,NA,"Assumpção, C. T. de","s.n.","1978","09",NA,"Brasil","São Paulo","Anhembi","Fazenda Barreiro Rico","-48.1199989318848","-22.7800006866455",NA,NA,NA,NA,"White latex from cut wood. Tall tree <ll>dwc_commonname:</ll> Cainxim",NA,NA,NA,NA,NA,NA,NA,"25656","auto",NA,NA,NA,NA,NA,NA
"323","2020-06-15 15:30:28-03","UNESP-RC","HRCB","1744","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","ilicifolium","Pachystroma ilicifolium","Müll.Arg.","Cesar, O.","1981","09","21","Cesar, O.","s.n.","1981","09","14","Brasil","São Paulo","Anhembi","Fazenda Barreiro Rico","-48.1199989318848","-22.7800006866455",NA,NA,NA,NA,"Árvore até 20m. Frequente <ll>dwc_commonname:</ll> Canxim",NA,NA,NA,NA,NA,NA,NA,"25656","auto",NA,NA,NA,NA,NA,NA
"324","2020-06-15 15:30:28-03","UNESP-RC","HRCB","29938","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","ilicifolium","Pachystroma ilicifolium","Müll.Arg.","Chagas e Silva, F.","1996","03",NA,"Chagas e Silva, F.","1813","1994","11","14","Brasil","Paraná","Londrina","Parque Estadual mata dos Godoy","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"Árvore 18 m alt; botão masculino verde-amarelado, ovário verde, raro na área",NA,NA,NA,NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA
"325","2020-06-15 15:30:28-03","UNESP-RC","HRCB","44481","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","ilicifolium","Pachystroma ilicifolium","Müll.Arg.","Pivetta",NA,NA,NA,"Pivetta","s.n.","1957","02","18","Brasil","Rio Grande do Sul","Vale Vêneto",NA,NA,NA,NA,NA,"90","90","Árvore, Flores verdes. Frutos e látex fortemente tóxicos <ll>dwc_commonname:</ll> Mata-olho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","2017-11-24 14:10:41-02","UFLA","ESAL","13031","S","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.",NA,NA,NA,NA,"Gavilanes, ML; et al.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Tiradentes","Serra de São José","-44.1781005859375","-21.1103000640869",NA,NA,NA,NA,"árvore; 8.0; ;; floresta",NA,NA,NA,NA,NA,NA,NA,"10355","auto",NA,NA,NA,NA,NA,NA
"327","2020-09-08 14:21:43-03","FUVATES","HVAT","5901","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.","E. Freitas","2020","06","27","E. Freitas","1224","2020","06","27","Brasil","Rio Grande do Sul","Lajeado","Bairro Universitário, Campus Univates. Borda de mata.","-51.952778","-29.446111","51º57'10''W","29º26'46''S",NA,NA,"Arbórea, latescente","HVAT00005901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","2019-11-07 11:44:30-03","FUVATES","HVAT","2656","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.","E. Markus","2010","11","20","E. Markus","s.n.","2010","09","15","Brasil","Rio Grande do Sul","Teutônia","Morro da Harmonia.","-51.806389","-29.448056","-51º48'23''W","-29º26'53''S",NA,NA,NA,"HVAT00002656",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","2020-06-25 16:06:15-03","FUVATES","HVAT","1769","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.","C. M. Zerwes","2012","09","29","C. M. Zerwes","6","2012","08","18","Brasil","Rio Grande do Sul","Imigrante","Linha Ernesto Alves.","-51.833333","-29.352778","-51º49'60''W","-29º21'10''S",NA,NA,"árvore","HVAT00001769",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","2020-06-25 16:06:15-03","FUVATES","HVAT","3308","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.","E. Freitas","2010","11","01","E. Freitas","802","2010","11","01","Brasil","Rio Grande do Sul","Sério","Manuel Oscar.","-52.268611","-29.383333","-52º16'7''W","-29º22'60''S",NA,NA,NA,"HVAT00003308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","2020-06-25 16:06:15-03","FUVATES","HVAT","2178","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.","M. Verdi","2009","11","07","M. Verdi; A. L. Tomazi; G. Klemz","3077","2009","11","07","Brasil","Santa Catarina","Nova Veneza","São Bonifácio.","-49.836111","-29.069167","-49º50'10''W","-29º4'9''S",NA,NA,"Àrvore, 18m de altura. -Doação do Herbário FURB, registro FURB 16746.; Florística IFFSC 39, Floresta Ombrófila Densa, est. suc. médio de regeneração.","HVAT00002178",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","2019-06-10 10:10:41-03","FZB-BH","BHZB","598","S","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium",NA,NA,NA,NA,NA,"Carvalho, C.",NA,"2001","06","22","Brasil","MG","Belo Horizonte","Parque Municipal","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"Presença de espinhos na margem da folha. Presença de látex. Espécie ocorrente na Caatinga, Mata Atlântica,não é endêmica do Brasil. Exsicata vegetativa. Cultivado <ll>dwc_commonname:</ll> Caxim / Leiteira de espinho",NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA
"333","2021-03-03 13:56:14-03","UFF","NIT","NIT10848","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.","T. Fernandes",NA,NA,NA,"T. Fernandes","484","2019","06","08","Brasil","Rio de Janeiro","Maricá","Parque Estadual da Serra da Tiririca. Trilha para o pico da Pedra de Itaocaia.","-42.965","-22.940556","42º57'54''W","22º56'26''S","200","200","Árvore, 6 m. Folhas discolores, glabras, coriáceas. Material estéril. Floresta Ombrófila Densa, sub-bosque. Material prensado em álcool.","NIT00003586",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","2020-11-18 11:49:33-03","UERJ","HRJ","741","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","ilicifolium","Pachystroma ilicifolium","Müll.Arg.",NA,NA,NA,NA,"L. Duarte","s.n.","1956","03","28","Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"HRJ00000741",NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA
"335","2020-11-18 11:40:12-03","UERJ","HRJ","11540","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.",NA,NA,NA,NA,"?","s.n.",NA,NA,NA,"Brasil","Rio de Janeiro","Angra dos Reis","Ilha Grande.","-44.3180999755859","-23.0067005157471",NA,NA,NA,NA,NA,"HRJ00011490",NA,NA,NA,NA,NA,NA,"32988","auto",NA,NA,NA,NA,NA,NA
"336","2021-02-04 10:27:36-03","UFRPE","HST","14491","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M. Johnst.","L.Oliveira","2012","03",NA,"V.F.Kinupp; C.Medri et E.M.Francisco","927","1997","10","18","Brasil","Paraná","Cambé","Parque Municipal Peroba Rosa","-51.2783012390137","-23.2758007049561",NA,NA,NA,NA,"Árvore 2 m alt; inflorescência com botõse cremes, frutos imaturos verdes, latex branco, abundante.","HST014491",NA,NA,NA,NA,NA,NA,"29438","auto",NA,NA,NA,NA,NA,NA
"337","2021-04-06 18:56:45-03","UENF","HUENF","11739","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.","D.R. Couto","2019","06","30","D.R. Couto; H. Viana & M.T. Nascimento","4562","2019","06","26","Brasil","Rio de Janeiro","São Francisco do Itabapoana","Santa Luzia. Mata do Mico (Fragmento de Floresta Estacional Semidecidual).","-41.231667","-21.338889","41º13'54''W","21º20'20''S","88","88","Árvore de subbosque, ca. 4.5 m altura, esciófila; Lâmina verde discolor; látex branco abundante. Frutos verdes.","HUENF00012585",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","2021-03-26 18:40:53-03","UENF","HUENF","10607","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.","Belan, M.;H. Viana","2019","10","16","Souza, T.P.",NA,"2012","04","14","Brasil","Rio de Janeiro","Campos dos Goytacazes","Maciço do Itaoca.","-41.447778","-21.796944","41º26'52''W","21º47'49''S",NA,NA,"Ale","HUENF00011248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","2021-02-09 10:12:35-03","UENF","HUENF","865","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.",NA,NA,NA,NA,"Nascimento, M.T.; Da Silva, G.C.",NA,"1996","06","25","Brasil","Rio de Janeiro","São Francisco de Itabapoana","Mata do Carvão Estação Ecológica Estadual de Guaxindiba","-41.094444","-21.391389","41º5'40''W","21º23'29''S","39","39","Trilha MD","HUENF00000867",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","2021-02-09 10:12:35-03","UENF","HUENF","875","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.",NA,NA,NA,NA,"Nascimento, M.T.; Da Silva, G.C.","301","1997","08","25","Brasil","Rio de Janeiro","São Francisco de Itabapoana","Mata do Carvão Estação Ecológica Estadual de Guaxindiba","-41.094444","-21.391389","41º5'40''W","21º23'29''S","39","39","MP3; Com fruto","HUENF00000877",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","2021-02-09 10:12:35-03","UENF","HUENF","4404","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.",NA,NA,NA,NA,"Nascimento, M.T.; Rafaela","668","2003","10","01","Brasil","Rio de Janeiro","São Francisco de Itabapoana","Mata do Carvão Estação Ecológica Estadual de Guaxindiba","-41.094444","-21.391389","41º5'40''W","21º23'29''S","39","39","50x50","HUENF00004407",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","2021-02-09 10:12:35-03","UENF","HUENF","5345","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.","Braga, J.M.A.","2010","05","06","Mauad, L.P.; Souza, T.P. , Areias, I.O.R.","63","2009","11","17","Brasil","Rio de Janeiro","Campos dos Goytacazes","Morro Itaoca","-41.448056","-21.797222","41º26'53''W","21º47'50''S","201","201","Planta arbórea, 8m de altura, inflorescência amarela, presença de látex branco, substrato com muita serrapilheira e locam com muitas lagartas","HUENF00005348",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","2021-02-09 10:12:35-03","UENF","HUENF","2276","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.",NA,NA,NA,NA,"Nascimento, M.T.; Dan, M.L.; Ribeiro, A.C.C.","109","2007","03","22","Brasil","Rio de Janeiro","São Francisco de Itabapoana","Fazenda Santo Antônio","-41.090278","-21.296944","41º5'25''W","21º17'49''S","61","61",NA,"HUENF00002278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","2021-02-09 10:12:35-03","UENF","HUENF","6640","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.",NA,NA,NA,NA,"Dan, M.L.; Souza, T.P.; Nascimento M.T.","2299","2008","09","25","Brasil","Rio de Janeiro","São José de Ubá","Sítio Camacho","-41.920833","-21.41","41º55'15''W","21º24'36''S","365","365",NA,"HUENF00006643",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","2021-02-09 10:12:35-03","UENF","HUENF","820","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.",NA,NA,NA,NA,"Nascimento, M.T.; Da Silva, G.C.",NA,"1997","06","25","Brasil","Rio de Janeiro","São Francisco de Itabapoana","Mata do Carvão Estação Ecológica Estadual de Guaxindiba","-41.094444","-21.391389","41º5'40''W","21º23'29''S","39","39","Trilha MD","HUENF00000822",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","2021-02-09 10:12:35-03","UENF","HUENF","5070","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.",NA,NA,NA,NA,"Archanjo, K.M.P.A.; Nascimento, M.T.",NA,"2009","09","23","Brasil","Rio de Janeiro","São Francisco de Itabapoana","Fazenda Santo Antônio","-41.090278","-21.296944","41º5'25''W","21º17'49''S","61","61",NA,"HUENF00005073",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","2021-02-09 10:12:35-03","UENF","HUENF","6825","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.","D.R. Couto","2020","09","28","Melo, L.V.","223","2003","08","12","Brasil","Rio de Janeiro","Arraial do Cabo","Álcalis","-42.0278015136719","-22.966100692749",NA,NA,NA,NA,"P2; Com látex; Com espinho","HUENF00006828",NA,NA,NA,NA,NA,NA,"25964","auto",NA,NA,NA,NA,NA,NA
"348","2021-02-09 10:12:35-03","UENF","HUENF","2191","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.",NA,NA,NA,NA,"Nascimento, M.T.; Dan, M.L.; Ribeiro, A.C.C.","30","2007","02","13","Brasil","Rio de Janeiro","São José de Ubá","Fazenda Medeiros","-41.9425010681152","-21.3575000762939",NA,NA,NA,NA,NA,"HUENF00002193",NA,NA,NA,NA,NA,NA,"15393","auto",NA,NA,NA,NA,NA,NA
"349","2021-02-25 10:11:57-03","CVRD","CVRD","3008","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","cf. ilicifolium","Pachystroma cf. ilicifolium","Müll. Arg.","Paul Berry","2007","11","03","Folli, D.A.","1257","1991","01","08","BRASIL","ES","Pinheiros","Próximo a um Arrastão.","-40.2132987976074","-18.3703002929688",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Espinheira santa","CVRD003008",NA,"Magnoliophyta","Euphorbiales","América do Sul",NA,NA,"28525","auto","Magnoliopsida",NA,NA,NA,NA,NA
"350","2021-02-25 10:11:57-03","CVRD","CVRD","9067","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","ilicifolium","Pachystroma ilicifolium","Müll. Arg.","Paul Berry","2007","11","03","Folli, D.A.","5014","2004","12","22","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Folha espinhuda","CVRD009067","CVRD009067","Magnoliophyta","Euphorbiales","América do Sul",NA,NA,"48094","auto","Magnoliopsida",NA,NA,NA,NA,NA
