"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","minimumDepthInMeters","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","527287","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","ilicifolium","Pachystroma ilicifolium heterophyllum","Mart. in Müll.Arg.","J. G. Kuhlmann",NA,NA,NA,"F. C. Hoehne","25065","1914","10","01","Brazil","Rio de Janeiro","Rio de Janeiro","Morro de S. Joao","-43.2075","-22.9031",NA,NA,NA,NA,"Ex. Herv. do coll. no. 90 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=335309' target='other'> <mi>dwc_moreinfo</mi></a>","NY00527287","NY00527287_01","Magnoliophyta","Malpighiales","South America","sheet","heterophyllum",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","527301","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.","B. M. Torke",NA,NA,NA,"A. M. Amorim","2599","1998","11","07","Brazil","Bahia","Jussari","Rod. Jussari-Palmira, entrada ca. 7.5 km de Jussari, Fazenda Teimoso, RPPN Serra do Teimoso","-39.5286","-15.1581",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=197455' target='other'> <mi>dwc_moreinfo</mi></a>","NY00527301","NY00527301_01","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","527306","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.","M. J. Huft",NA,NA,NA,"R. Callejas Posada","1595","1983","10","28","Brazil","Bahia","Itabuna","Km 9 da estrada Jucari - Palmeira. Fazenda Sto. Antonio","-39.2803","-14.7858",NA,NA,"300","300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=197460' target='other'> <mi>dwc_moreinfo</mi></a>","NY00527306","NY00527306_01","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","415610","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.","B. M. Torke",NA,NA,NA,"W. W. Thomas","10233","1994","02","02","Brazil","Bahia","Jussari","Branch road to fazendas, ca. 9 km north of Jussari on road to Palmira.","-39.5358","-15.1572",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=197454' target='other'> <mi>dwc_moreinfo</mi></a>","NY00415610","NY00415610_01","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","527305","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.",NA,NA,NA,NA,"J. R. Pirani","2825","1993","05","12","Brazil","Espírito Santo","Cachoeiro de Itapemirim","Morro Grande, a 3 km da saída da cidade na Estrada para Jerónimo Monteiro. Mata atrás da Serraria de Pedras Marmoraes","-41.1128","-20.8492",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=197467' target='other'> <mi>dwc_moreinfo</mi></a>","NY00527305","NY00527305_01","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","02890547","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.","P. Fiaschi",NA,NA,NA,"P. Fiaschi","1209","2002","12","02","Brazil","Bahia","Jussari","Rod. Jussari-Palmira. Entrada ca. 7.5 km de Jussari. Fazenda Teimoso. RPPN Serra do Teimoso","-39.5286111","-15.1580556",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3153210' target='other'> <mi>dwc_moreinfo</mi></a>","NY02890547","NY02890547_01","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","527294","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium longifolium","(Nees) I.M.Johnst.","G. G. Hatschbach",NA,NA,NA,"G. G. Hatschbach","24972","1970","10","20","Brazil","Paraná","Porecatu","Porecatu","-51.3792","-22.7558",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=133631' target='other'> <mi>dwc_moreinfo</mi></a>","NY00527294","NY00527294_01","Magnoliophyta","Malpighiales","South America","sheet","longifolium",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","527304","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.","K. J. Wurdack",NA,NA,NA,"J. G. Jardim","1742","1998","04","10","Brazil","Bahia","Jussari","Rod. Jussari/Palmira, entrada ca. 2.5 km percorrendo mais 2.7 km até a sede da Fazenda Teimoso, Serra do Teimoso; Reserva Particular do Patrimômia Natural Serra do Teimoso. 300-450 m.","-39.58","-15.17",NA,NA,"300","450","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=197457' target='other'> <mi>dwc_moreinfo</mi></a>","NY00527304","NY00527304_01","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","527295","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.","G. G. Hatschbach",NA,NA,NA,"G. G. Hatschbach","40340","1977","10","05","Brazil","Paraná","Cerro Azul","Rio Turvo","-49.2608","-24.8236",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=197463' target='other'> <mi>dwc_moreinfo</mi></a>","NY00527295","NY00527295_01","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","527303","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.","B. M. Torke",NA,NA,NA,"A. M. V. de Carvalho","6861","2000","05","06","Brazil","Bahia","Jussari","Reserva Particular do Patrimônio Natural (RPPN) Serra do Teimoso, entrada ca. 7.5 km na Rod. Jussari/Palmira. Fazenda Teimoso ca. 1.7 km da entrada","-39.87","-15.1545",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=197452' target='other'> <mi>dwc_moreinfo</mi></a>","NY00527303","NY00527303_01","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00749578","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.","P. Fiaschi",NA,NA,NA,"P. Fiaschi","2791","2005","03","12","Brazil","Bahia","Almadina","Rodovia de Almadina para Ibutupa, ca. 20 km. Fazenda Sao Roque, ca. 10 km da entrada do ramal","-39.7130556","-14.6408333",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=899556' target='other'> <mi>dwc_moreinfo</mi></a>","NY00749578","NY00749578_01","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","527307","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.","M. J. Huft",NA,NA,NA,"R. Callejas Posada","1581","1983","10","28","Brazil","Bahia","Itabuna","Km 9 da estrada Jucari - Palmeira. Fazenda Sto. Antonio","-39.2803","-14.7858",NA,NA,"300","300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=197461' target='other'> <mi>dwc_moreinfo</mi></a>","NY00527307","NY00527307_01","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","527292","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.","G. G. Hatschbach",NA,NA,NA,"G. G. Hatschbach","23481","1970","02","13","Brazil","Paraná","Porecatu","Porecatu","-51.3792","-22.7558",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=197462' target='other'> <mi>dwc_moreinfo</mi></a>","NY00527292","NY00527292_01","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","2063224","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.","M. H. Nee",NA,NA,NA,"V. de F. Mansano","478","2007","12","14","Brazil","Espírito Santo","Aracruz","Retiro Serra Peladinha.","-40.3011","-19.743936",NA,NA,"210","210","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2364817' target='other'> <mi>dwc_moreinfo</mi></a>","NY02063224","NY02063224_01","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","527291","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.","M. H. Nee",NA,NA,NA,"M. H. Nee","42229","1991","12","21","Bolivia","Santa Cruz","Florida","Vic. Puente Las Cruces along highway from Santa Cruz to Samaipata, 6 km W (by air) of Bermejo, along Río Vicoquín","-63.68","-18.13",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=197448' target='other'> <mi>dwc_moreinfo</mi></a>","NY00527291",NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","527293","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.",NA,NA,NA,NA,"G. G. Hatschbach","12973","1965","10","13","Brazil","Paraná","Campo Mourao","Estr. para Barboza Ferras","-52.3831","-24.0458",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=197465' target='other'> <mi>dwc_moreinfo</mi></a>","NY00527293","NY00527293_01","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","527308","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.","M. J. Huft",NA,NA,NA,"P. von Luetzelburg","7148","1917","02",NA,"Brazil","Espírito Santo",NA,"Rio Mutum",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=197464' target='other'> <mi>dwc_moreinfo</mi></a>","NY00527308","NY00527308_01","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","527296","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.","J. A. Kallunki",NA,NA,NA,"J. E. Leite","2131","1941","12","01","Brazil","Rio Grande do Sul","Salvador do Sul","Sao Salvador","-51.5114","-29.4383",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=197458' target='other'> <mi>dwc_moreinfo</mi></a>","NY00527296","NY00527296_01","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","527300","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.",NA,NA,NA,NA,"G. G. Bondar",NA,"1946","10","19","Brazil","Bahia","Mucuri","Folha de Serra preta. Faz. Canao, vale do rio Mucuri","-39.5506","-18.0867",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=197466' target='other'> <mi>dwc_moreinfo</mi></a>","NY00527300","NY00527300_01","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","885223","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.",NA,NA,NA,NA,"A. M. Amorim","4128","2004","06","13","Brazil","Bahia","Jussari","RPPN Serra do Teimoso. Rodovia Jussari-Palmira. Entrada ca. 7.5 km de Jussari.","-39.5311","-15.1544",NA,NA,"641","641","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982241' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885223","NY00885223_01","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","01093163","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.","A. Schinini",NA,NA,NA,"T. M. Pedersen","12659","1979","12","09","Brazil","Santa Catarina","Laguna",NA,"-48.781687","-28.480425",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1230074' target='other'> <mi>dwc_moreinfo</mi></a>","NY01093163","NY01093163_01","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","01081496","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.","K. J. Wurdack",NA,NA,NA,"A. M. Amorim","4627","2004","12","29","Brazil","Bahia","Itanhém","Estrada Itanhaém a Batinga, ca. 16 km, Ramal a direita, dando acesso à Faz. Pedra Grande, de Prop. de Etevaldo Rezende da Silva.","-40.4261","-17.1381",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1231969' target='other'> <mi>dwc_moreinfo</mi></a>","NY01081496","NY01081496_01","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","527299","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.","L. B. Smith",NA,NA,NA,"R. M. Klein","925","1954","12","14","Brazil","Santa Catarina","Luis Alves","Braço Joaquim, Luis Alves, Itajaí","-48.941177","-26.748537",NA,NA,"250","250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=197459' target='other'> <mi>dwc_moreinfo</mi></a>","NY00527299","NY00527299_01","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","527298","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium longifolium","(Nees) I.M.Johnst.","L. B. Smith",NA,NA,NA,"R. Reitz","3837","1956","10","12","Brazil","Santa Catarina","Ibirama","Ibirama","-49.534691","-27.013976",NA,NA,"100","100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=133630' target='other'> <mi>dwc_moreinfo</mi></a>","NY00527298","NY00527298_01","Magnoliophyta","Malpighiales","South America","sheet","longifolium",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","527297","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium longifolium","(Nees) I.M.Johnst.","L. B. Smith",NA,NA,NA,"R. M. Klein","2136","1965","12","19","Brazil","Santa Catarina","Ibirama","Nova Bremen, Ibirama","-49.5178","-27.0569",NA,NA,"100","100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=133629' target='other'> <mi>dwc_moreinfo</mi></a>","NY00527297","NY00527297_01","Magnoliophyta","Malpighiales","South America","sheet","longifolium",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-02-18 09:29:32-03","UNESP-IBB","BOTU","5499","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","ilicifolium","Pachystroma ilicifolium","Müll.Arg.",NA,NA,NA,NA,"Noce, O.F.","7-b","1974","10","19","Brasil","São Paulo","Botucatu",NA,NA,NA,"9999","9999",NA,NA,"Folhas com espinhos, fruto maduro vermelho a roxo, pedúnculo dos frutos com látex","BOTU005499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-02-18 09:29:32-03","UNESP-IBB","BOTU","5500","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","ilicifolium","Pachystroma ilicifolium","Müll.Arg.","Gottsberger, G.","1974","11","18","Leme, M.V.","7-b","1974","10","19","Brasil","São Paulo","Botucatu",NA,NA,NA,"9999","9999",NA,NA,"Folhas com espinhos, fruto maduro vermelho a roxo, pedúnculo dos frutos com látex","BOTU005500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-02-18 09:29:32-03","UNESP-IBB","BOTU","20727","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium"," (Nees) I.M.Johnst.","Amaral Jr., A.","1996","10","07","Santos, A.A.N.","4","1996","10","07","Brasil","São Paulo","Guareí",NA,NA,NA,"9999","9999",NA,NA,"Arvoreta, cerca de 2,5m de altura, caule semi-rugoso, folhas coriáceas, látex branco","BOTU020727",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-11-13 09:19:40-03","UFRJ","RFA","24610","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.",NA,NA,NA,NA,"A. Quinet","307 (10/16)","2000","06","03","Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.449167","-22.923611","43º26'57''W","22º55'25''S","160","160","Subarbusto 1,5 m de altura, 4 cm de DAP, folha discolor verde, comum no local","RFA37776",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-13 09:19:40-03","UFRJ","RFA","24698","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.",NA,NA,NA,NA,"F.B. Pereira","34/35","2000","09","21","Brasil","Rio de Janeiro","Sapucaia","Fazendas Pilatos","-42.836111","-22.034444","42º50'10''W","22º2'4''S","630","630","Subarbusto 1,5 m de altura; folhas verdes; flores salmão, comum no local","RFA37777",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-06-29 11:30:18-03","UFRJ","RFA","34906","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.","C.M. Vieira",NA,NA,NA,"C.M. Vieira; M.A. Louzada","1405","2004","05","22","Brasil","Rio de Janeiro","Itaocara","Ilha do Santíssimo","-42.076099395752","-21.6692008972168",NA,NA,NA,NA,"Arvoreta ocasional no interior da mata. frutos verdes.","RFA36383",NA,NA,NA,NA,NA,NA,"22830","auto",NA,NA,NA,NA,NA,NA
"42","2020-11-13 09:19:40-03","UFRJ","RFA","9643","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.","G.G. Hatschbach","1970",NA,NA,"G.G. Hatschbach","23481","1970","02","13","Brasil","Paraná","Porecatu",NA,"-51.3791999816895","-22.7558002471924",NA,NA,NA,NA,"Arvoreta 8 m de altura, lacticifera","RFA36384",NA,NA,NA,NA,NA,NA,"15305","auto",NA,NA,NA,NA,NA,NA
