"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","stateProvince","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","individualCount","fieldNumber","relatedCatalogItem","infraspecificEpithet"
"48","2020-11-04 11:18:57-03","ESALQ","ESA","13946","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum.","Pinho-Ferreira, M.A.","2004","04","24","Hatschbach, G. ; Barbosa, E.","56141.0","1991","12","06","Brasil","Guaraqueçaba",NA,"-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,"ESA013946","ESA013946","Paraná",NA,NA,NA,NA,"Magnoliophyta",NA,"37295","auto",NA,NA,NA,NA,NA
"49","2020-11-04 11:18:57-03","ESALQ","ESA","62094","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum.","Pinho-Ferreira, M.A.","2004","04","23","Gorenstein, M.R. et al.","52.0","1999","01","07","Brasil","Iguape",NA,"-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,"ESA062094","ESA062094","São Paulo",NA,NA,NA,NA,"Magnoliophyta",NA,"55628","auto",NA,NA,NA,NA,NA
"50","2020-11-04 11:18:57-03","ESALQ","ESA","69318","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K. Schum.","Pinho-Ferreira, M.A.","2004","04","24","Kozera, C. et al.","818.0","1999","01","10","Brasil","Iguape",NA,"-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,"ESA069318","ESA069318","São Paulo",NA,NA,NA,NA,"Magnoliophyta",NA,"55628","auto",NA,NA,NA,NA,NA
"51","2020-11-04 12:16:07-03","ESALQ","ESA","141309","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum.","R. Parmigiani","2017","05","23","A.L. Scudeler; F.B. Piccolo; R. Parmigiani; C.G. Badari; M. Borda-Niño; I. Koch; R.R. Rodrigues & V.C. Souza","432.0",NA,NA,NA,"Brasil","Rio de Janeiro","Base dos Fuzileiros Navais da Ilha do Governador. Ao lado da casa de abrigo.","-43.2075004577637","-22.9027996063232","-43,159,195","-22,780,183",NA,NA,"Árvore ca. 4 m, frutos de cor verde.","ESA141309",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA
"52","2020-11-04 11:18:57-03","ESALQ","ESA","75423","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum.",NA,NA,NA,NA,"Romão, G.O.; Herrerias, C.; Pereira, M.; Zevallos, P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Oliveira, A.A.; Souza, J.P.; Ivanauskas, N.M.; Nave, A.G.; Furlan, E.","719.0","2001","04","18","Brasil","Itanhaém","Loteamento Maramba II, 6km de Itanhaém em direção a Peruíbe. Floresta de restinga paludosa com predomínio de guanandi (Calophyllum brasiliense Cambess.) em alguns trechos","-46.7799987792969","-24.1800003051758","-46,922,306","-24,230,861","5","5","Árvore, 4m alt. Fruto creme. Guanandizal.","ESA075423","ESA075423","São Paulo",NA,NA,NA,NA,"Magnoliophyta",NA,"26998","auto",NA,NA,NA,NA,NA
"53","2020-11-04 11:18:57-03","ESALQ","ESA","109334","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea",NA,NA,NA,NA,NA,"Sampaio, D.","143.0",NA,NA,NA,"Brasil","Cananéia",NA,"-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,"ESA109334","ESA109334","São Paulo",NA,NA,NA,NA,"Magnoliophyta",NA,"37574","auto",NA,NA,NA,NA,NA
"54","2020-11-04 11:18:57-03","ESALQ","ESA","65208","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum.","Pinho-Ferreira, M.A.","2004","04","23","Sampaio, D. et al.","127.0","1999","01","08","Brasil","Cananéia",NA,"-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,"ESA065208","ESA065208","São Paulo",NA,NA,NA,NA,"Magnoliophyta",NA,"37574","auto",NA,NA,NA,NA,NA
"55","2020-11-04 11:18:57-03","ESALQ","ESA","100778","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea",NA,"Souza, V.C.",NA,NA,NA,"Grande, D.A.","142.0","1978","10","25","Brasil","Cananéia",NA,"-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,"ESA100778","ESA100778","São Paulo",NA,NA,NA,NA,"Magnoliophyta",NA,"37574","auto",NA,NA,NA,NA,NA
"56","2020-11-04 11:18:57-03","ESALQ","ESA","62093","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum.","Pinho-Ferreira, M.A.","2004","04","24","Gorenstein, M.R. et al.","111.0","1999","01","11","Brasil","Iguape",NA,"-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,"ESA062093","ESA062093","São Paulo",NA,NA,NA,NA,"Magnoliophyta",NA,"55628","auto",NA,NA,NA,NA,NA
"57","2020-11-04 11:18:57-03","ESALQ","ESA","93459","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum.","Equi. Disc. Taxo. Campo",NA,NA,NA,"Sztutman, M. et al.","242.0","1999","01","11","Brasil","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,"ESA093459","ESA093459","São Paulo",NA,NA,NA,NA,"Magnoliophyta",NA,"17990","auto",NA,NA,NA,NA,NA
"58","2020-11-04 11:18:57-03","ESALQ","ESA","11329","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum.","Souza, V.C.","1990","01","01","Souza, V.C. ; Yano, O.","231.0","1988","10","10","Brasil","Peruíbe",NA,"-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,NA,"ESA011329","ESA011329","São Paulo",NA,NA,NA,NA,"Magnoliophyta",NA,"21922","auto",NA,NA,NA,NA,NA
"59","2020-11-04 11:18:57-03","ESALQ","ESA","27686","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea",NA,NA,NA,NA,NA,"Souza, V.C.; Souza, J.P.; Duarte, A.R.","11130.0","1996","04","13","Brasil","Itanhaém","Estrada entre o bairro de Suarão e a Fazenda São Luís. Mata de Restinga.","-46.7799987792969","-24.1800003051758",NA,NA,NA,NA,"Arbusto, ca. 2 m alt.; frutos alaranjados.","ESA027686","ESA027686","São Paulo",NA,NA,NA,NA,"Magnoliophyta",NA,"26998","auto",NA,NA,NA,NA,NA
"60","2020-11-04 11:18:57-03","ESALQ","ESA","25326","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea",NA,NA,NA,NA,NA,"Souza, V.C.; Souza, J.P. et al.","9183.0","1995","10","07","Brasil","Itanhaém","Estrada entre o Bairro de Suarão e a Fazenda São Luís. Mata de Restinga.","-46.7799987792969","-24.1800003051758",NA,NA,NA,NA,"Arbusto, até 2 m alt.; pedúnculo, pedicelo, cálice e corola alvos. Beira e interior de mata.","ESA025326","ESA025326","São Paulo",NA,NA,NA,NA,"Magnoliophyta",NA,"26998","auto",NA,NA,NA,NA,NA
"61","2020-11-04 11:18:58-03","ESALQ","ESA","123911","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","villiflora","Rudgea villiflora",NA,"Souza, V.C.","2013",NA,NA,"Souza, V.C. ; Flores, T.B.","35012.0","2013","05","01","Brasil","Tapiraí","Área da Cia. Votorantim. Trilha da Casa de Pedra.","-47.5","-23.9599990844727",NA,NA,NA,NA,"Árvore, ca. 5 m alt. Vegetativo.","ESA123911",NA,"São Paulo",NA,NA,NA,NA,"Magnoliophyta",NA,"41034","auto",NA,NA,NA,NA,NA
"62","2021-01-14 15:33:24-03","MN","R","10440","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","eriantha","Rudgea eriantha","(Gardner) Benth.",NA,NA,NA,NA,"Glaziou, A.F.M.","7673","1867","09","16","Brasil","Laranjeiras","Cosme Velho",NA,NA,NA,NA,NA,NA,"Plantas do Brasil Central","R010052247","R010052247_001","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2015-07-02 14:04:05-03","JBP","HPL","8907","S","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea",NA,"R. Tsuji","2007","05","09","R. Tsuji","1976","2007","05","09","Brasil","Cananéia","Coletado em borda de estrada; em área de restinga alta.","-47.92","-25.01",NA,NA,NA,NA,NA,NA,NA,"SP",NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA
"64","2019-08-27 13:32:34-03","IAP","PACA-AGP","58223","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","villiflora","Rudgea villiflora","Schumann ex Standley","L. B. Smith","1954",NA,NA,"P. R. Reitz","5802","1953","10","29","Brasil","Araraquari",NA,NA,NA,NA,NA,NA,NA,"HBR 9104; arbusto; flor branca; altit. 10 msm; altura 2 m. Habitat: silva Fenofase: flor branca Hábito: arbusto","PACA058223",NA,"SC",NA,NA,NA,NA,"Magnoliophyta","Rubiales",NA,NA,"Magnoliatae",NA,NA,NA,NA
"65","2020-02-27 16:44:22-03","UFSC","CTBS","3042","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) k. Schum.",NA,NA,NA,NA,"Passos, L.S. et al.",NA,"2016","10","29","Brasil","Paranaguá","Ilha do mel","-48.371389","-25.534167","48°22'17W","25°32'03S",NA,NA,NA,NA,NA,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-24 17:09:56-03","UFES","SAMES","7509","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum.","Oliveria,A.A.de","2010","01","25","Dreveck,S.; Carneiro,F.E.","1114","2009","10","10","Brasil","Balneário Piçarras","Bela Vista",NA,NA,"-486944444.0","-267300000.0","17","17","Flor verde clara Habito: Arbustiva","SAMES07509",NA,"Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-03-01 16:40:15-03","UNICAMP","UEC","107944","S","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","K.Schum.",NA,NA,NA,NA,"Sztutman, M; Brito, MCC; Cezare, CHG; Santos, JD; Santos, MJC; Felipim, AP","242","1999","01","11","Brazil","Pariquera-Açu","Pq. Estadual de Pariquera-Abaixo (PEPA) Floresta Ombrófila Densa. Acesso pelo Bairro Braço Preto, no lado oeste, passando pelo viveiro, nas coordenada aproximada de 24.4232S e 47.3858W, seguindo a trilha no interior da Floresta de Restingas de Baixad","-40.616667","-22.716667","-40.616667","-22.716667",NA,NA,"Arbusto flores alvas.","UEC115042","UEC115042","São Paulo",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-01 16:40:15-03","UNICAMP","UEC","148815","S","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","K.Schum.","Jung-Mendaçolli, SL","2008","10",NA,"Aranha, BA","504","2006","10","21","Brazil","Ubatuba","Fazenda Capricórnio, Parcela J","-45.084167","-23.366389","-45.084167","-23.366389","380","380",NA,"UEC114150","UEC114150","São Paulo",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-01 16:40:15-03","UNICAMP","UEC","72253","S","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","K.Schum.","Zappi, DC","2007",NA,NA,"Leitão Filho, HF; Rodrigues, RR; Rozza, AF; Sposito, T; Santos, K; Vieira, AP","33084","1995","02","07","Brazil","Pariquera-Açu","Estrada Pariquera-Cananéia, acesso de terra.","-46.850833","-24.879722","-46.850833","-24.879722",NA,NA,"Transição de Mata para Restinga, 1,5m de alt., frutos verdes; na restinga.","UEC116333","UEC116333","São Paulo",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-01 16:40:15-03","UNICAMP","UEC","72264","S","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","K.Schum.","Zappi, DC","2007",NA,NA,"Leitão Filho, HF; Rodrigues, RR; Rozza, AF; Sposito, T; Santos, K; Vieira, AP","33083","1995","02","07","Brazil","Pariquera-Açu","Estrada Pariquera-Cananéia, acesso de terra.","-46.850833","-24.879722","-46.850833","-24.879722",NA,NA,"Transição de Mata para Restinga, 0,5m de alt., flores brancas; local alagado na restinga.","UEC116332","UEC116332","São Paulo",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-03-01 16:40:15-03","UNICAMP","UEC","957559","S","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","K.Schum.","Ivanauskas, NM",NA,NA,NA,"Ivanauskas, NM","490","1995","10","19","Brazil","Pariquera-Açu","Propriedade de Antônio Povinski. Floresta Atlântica.","-47.876944","-24.675833","-47.876944","-24.675833",NA,NA,"Arvoreta de ramos prostrados, 2m. Flores brancas. Beira de rio.","UEC117521","UEC117521","São Paulo",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-03-01 16:40:15-03","UNICAMP","UEC","95755","S","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","K.Schum.","Ivanauskas, NM",NA,NA,NA,"Ivanauskas, NM","424","1995","09","28","Brazil","Pariquera-Açu","Propriedade de Antônio Povinski. Floresta Atlântica.","-47.876944","-24.509167","-47.876944","-24.509167",NA,NA,"Arbusto de 2m. Flores brancas com centro amarelo.","UEC116447","UEC116447","São Paulo",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-03-01 16:40:15-03","UNICAMP","UEC","93810","S","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","K.Schum.",NA,NA,NA,NA,"Cruz, J","S.N.","1986","11","01","Brazil","Matinhos","Praia das Gaivotas.","-48.5428009033203","-25.8174991607666",NA,NA,NA,NA,"Arbusto 1m alt., flores brancas.Restinga pertubada em frente à praia.","UEC116179","UEC116179","Paraná",NA,NA,NA,NA,"Magnoliopsida",NA,"15275","auto",NA,NA,NA,NA,NA
"74","2021-03-01 16:40:15-03","UNICAMP","UEC","14109","S","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","K.Schum.","Zappi, DC","1996",NA,NA,"Hatschbach, G; Kasper, A","41712","1978","11","10","Brazil","Paranaguá","Col. Pereira.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Arbusto 2m, flores alvas. Mata pluvial solo úmido, planície litoranea.","UEC117522","UEC117522","Paraná",NA,NA,NA,NA,"Magnoliopsida",NA,"24916","auto",NA,NA,NA,NA,NA
"75","2021-03-01 16:40:15-03","UNICAMP","UEC","61154","S","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","K.Schum.","Zappi, DC","1996",NA,NA,"Britez, RM; Zanelatto, RC","24575","1985","10","26","Brazil","Paranaguá","Ilha do Mel. Caminho da Figueira","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Arbusto de 2m flores brancas, restinga.","UEC116176","UEC116176","Paraná",NA,NA,NA,NA,"Magnoliopsida",NA,"24916","auto",NA,NA,NA,NA,NA
"76","2021-03-01 16:40:15-03","UNICAMP","UEC","61155","S","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","K.Schum.","Zappi, DC","1996",NA,NA,"Britez, RM","24576","1986","10","24","Brazil","Paranaguá","Ilha do Mel. Praia grande.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Arbusto com 1m, flores brancas, restinga.","UEC117524","UEC117524","Paraná",NA,NA,NA,NA,"Magnoliopsida",NA,"24916","auto",NA,NA,NA,NA,NA
"77","2021-03-01 16:40:15-03","UNICAMP","UEC","61153","S","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","K.Schum.","Zappi, DC","2007",NA,NA,"Britez, RM; Silva, SM","24574","1986","11","07","Brazil","Paranaguá","Ilha do Mel. Reserva ecológica.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Arbusto de 2m, flores brancas, em local sombreado da restinga","UEC117518","UEC117518","Paraná",NA,NA,NA,NA,"Magnoliopsida",NA,"24916","auto",NA,NA,NA,NA,NA
"78","2021-03-01 16:40:15-03","UNICAMP","UEC","45195","S","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","K.Schum.","Zappi, DC","2007",NA,NA,"Tamashiro, JY; Rodrigues, RR; Leitão Filho, HF","18701","1986","11","03","Brazil","Bertioga","Restinga da praia Itaguaré.","-46.138599395752","-23.8544006347656",NA,NA,NA,NA,"Arbusto até 1,5m. Flores brancas, frutos jovens.","UEC117523","UEC117523","São Paulo",NA,NA,NA,NA,"Magnoliopsida",NA,"37616","auto",NA,NA,NA,NA,NA
"79","2021-03-01 16:40:15-03","UNICAMP","UEC","82308","S","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","K.Schum.","Zappi, DC","2007",NA,NA,"Tamashiro, JY; Rodrigues, RR; Leitão Filho, HF","18701","1986","11","03","Brazil","Bertioga","Restinga da praia Itaguaré.","-46.138599395752","-23.8544006347656",NA,NA,NA,NA,"Arbusto até 1,5m. Flores brancas, frutos jovens.","UEC116335","UEC116335","São Paulo",NA,NA,NA,NA,"Magnoliopsida",NA,"37616","auto",NA,NA,NA,NA,NA
"80","2021-03-01 16:40:15-03","UNICAMP","UEC","74600","S","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","K.Schum.","Zappi, DC","2005",NA,NA,"Rapini, A; Proença, SL; Kirizawa, M","49","1995","08","24","Brazil","Bertioga","Rod. BR 101, Km 210-212., Área de preservação do Condomínio Riviera de São Lourenço.","-46.138599395752","-23.8544006347656",NA,NA,NA,NA,"Arvoreta, ca. 3m alt. Flores brancas.; Floresta de restinga preservata.",NA,NA,"São Paulo",NA,NA,NA,NA,"Magnoliopsida",NA,"37616","auto",NA,NA,NA,NA,NA
"81","2021-03-01 16:40:15-03","UNICAMP","UEC","56301","S","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","K.Schum.",NA,NA,NA,NA,"Spiromelo, W; Vieira, MF; Vieira, MAS; Franco, ALM; Buzato, S; Egler, S; Regina","22349","1989","11","28","Brazil","Boracéia","Mata de restinga.","-48.7700004577637","-22.1900005340576",NA,NA,NA,NA,"Arvoreta (1,5m), frutos verdes, estípula caduca, fimbriada, folhas carnosas.","UEC117526","UEC117526","São Paulo",NA,NA,NA,NA,"Magnoliopsida",NA,"10241","auto",NA,NA,NA,NA,NA
"82","2021-03-01 16:40:15-03","UNICAMP","UEC","14119","S","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","K.Schum.","Jung-Mendaçolli, SL","2001","05","16","Shepherd, GJ; et al.","8605","1978","10","13","Brazil","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"Rubiaceae em flores brancas. Entre mata e restinga.","UEC117531","UEC117531","São Paulo",NA,NA,NA,NA,"Magnoliopsida",NA,"37574","auto",NA,NA,NA,NA,NA
"83","2021-03-01 16:40:15-03","UNICAMP","UEC","14121","S","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","K.Schum.","Jung-Mendaçolli, SL","2001","05","16","Shepherd, GJ; et al.","8583","1978","10","16","Brazil","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"Rubiaceae em restinga.","UEC117528","UEC117528","São Paulo",NA,NA,NA,NA,"Magnoliopsida",NA,"37574","auto",NA,NA,NA,NA,NA
"84","2021-03-01 16:40:15-03","UNICAMP","UEC","40691","S","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","K.Schum.","Jung-Mendaçolli, SL","2001","05","16","Leitão Filho, HF; Tamashiro, JY","17974","1985","12","03","Brazil","Cananéia","Ilha do Cardoso, Mata restinga.","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"Arbusto até 1m, flores brancas.","UEC117529","UEC117529","São Paulo",NA,NA,NA,NA,"Magnoliopsida",NA,"37574","auto",NA,NA,NA,NA,NA
"85","2021-03-01 16:40:15-03","UNICAMP","UEC","13971","S","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","K.Schum.","Jung-Mendaçolli, SL","2001","05","16","Prance, GT; Prance, GT; Shepherd, GJ; Benson, WW","6968","1978","02","02","Brazil","Cananéia","Ilha do Cardoso, Perto de cananeia. Alt. +/- 0m. Mistura de restinga e mata","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,"UEC117520","UEC117520","São Paulo",NA,NA,NA,NA,"Magnoliopsida",NA,"37574","auto",NA,NA,NA,NA,NA
"86","2021-03-01 16:40:15-03","UNICAMP","UEC","162180","S","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","K.Schum.","Jung-Mendaçolli, SL","2001","05",NA,"Sugiyama, M","875","1990","12","05","Brazil","Cananéia","Parque Estadual da Ilha do Cardoso, Restinga do Pereirinha.","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"Herbacea 80 cm, frutos verdes transparentes perto do indivíduo 1063 amostrado na parcela de restinga arbórea alta instalada pela coletora para estudo fitossociológico.","UEC024654","UEC024654","São Paulo",NA,NA,NA,NA,"Magnoliopsida",NA,"37574","auto",NA,NA,NA,NA,NA
"87","2021-03-01 16:40:15-03","UNICAMP","UEC","187024","S","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","K.Schum.",NA,"1995","10","07","Souza, VC","s.n.",NA,NA,NA,"Brazil","Itanhaém","Estrada entre o bairro Suarão e a Fazenda São Luiz. Mata de restinga.","-46.7799987792969","-24.1800003051758",NA,NA,NA,NA,"Arbusto, até 2m alt.; pedúnculo, pedicelo, cálice e corola alvos. Beira e interior de mata.","UEC116446","UEC116446","São Paulo",NA,NA,NA,NA,"Magnoliopsida",NA,"26998","auto",NA,NA,NA,NA,NA
"88","2021-03-01 16:40:15-03","UNICAMP","UEC","134397","S","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","K.Schum.",NA,NA,NA,NA,"Souza, VC; Souza, JP; Duarte, AR","11130","1996","04","13","Brazil","Itanhaém","Estrada entre o bairro Suarão e a Fazenda São Luiz. Mata de restinga.","-46.7799987792969","-24.1800003051758",NA,NA,NA,NA,"Arbusto, ca. 2m alt.; frutos alaranjados","UEC063341","UEC063341","São Paulo",NA,NA,NA,NA,"Magnoliopsida",NA,"26998","auto",NA,NA,NA,NA,NA
"89","2021-03-01 16:40:15-03","UNICAMP","UEC","107871","S","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","K.Schum.","Equipe da disciplina Tx. de c","1999","03",NA,"Godoy, JRL; Carneiro, PHM; Silva, CR; Mendonça, RR","71","1999","01","10","Brazil","Pariquera-Açu","Pq. Estadual do Pariquera-Açu, entrada para o Morro do Carrapato pela Fazenda Lombadinha. Floresta Ombrófila Densa. Área de transição entre Floresta de Restinga Alta e Morraria costeira.","-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"1,8m alt.","UEC117527","UEC117527","São Paulo",NA,NA,NA,NA,"Magnoliopsida",NA,"17990","auto",NA,NA,NA,NA,NA
"90","2021-03-01 16:40:15-03","UNICAMP","UEC","58214","S","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","K.Schum.","Zappi, DC","2007",NA,NA,"Grupo B.","22757","1989","11","27","Brazil","Santos","Restinga arbórea, Praia de Boracéia, Distrito de Bertioga.","-46.3300018310547","-23.9599990844727",NA,NA,NA,NA,"Arbusto, 1,6m. Frutos verdes.","UEC117519","UEC117519","São Paulo",NA,NA,NA,NA,"Magnoliopsida",NA,"26836","auto",NA,NA,NA,NA,NA
"91","2021-03-01 16:40:15-03","UNICAMP","UEC","57823","S","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","K.Schum.","Zappi, DC","2001",NA,NA,"Martins, E; et al.","22581","1989","11","27","Brazil","Santos","Restinga arbórea, Praia de Boracéia. Distrito de Bertioga.","-46.3300018310547","-23.9599990844727",NA,NA,NA,NA,"Erva +/- 20cm; frutos verdes.","UEC115044","UEC115044","São Paulo",NA,NA,NA,NA,"Magnoliopsida",NA,"26836","auto",NA,NA,NA,NA,NA
"92","2021-03-01 16:40:15-03","UNICAMP","UEC","58245","S","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","K.Schum.","Zappi, DC","2001",NA,NA,"Grupo B","22763","1989","11","27","Brazil","Santos","Restinga arbórea, Praia de Boracéia. Distrito de Bertioga.","-46.3300018310547","-23.9599990844727",NA,NA,NA,NA,"Arvoreta, 2m, frutos verdes claros.","UEC115045","UEC115045","São Paulo",NA,NA,NA,NA,"Magnoliopsida",NA,"26836","auto",NA,NA,NA,NA,NA
