"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","class","verbatimLongitude","verbatimLatitude","infraspecificEpithet","fieldNumber","individualCount","typeStatus"
"18","2021-03-15 16:37:00-03","NY","NYBG","871951","PreservedSpecimen","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","G. G. Hatschbach","27819","1971","11","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=935712' target='other'> <mi>dwc_moreinfo</mi></a>","NY00871951","Magnoliophyta","Asterales","Bong.","G. G. Hatschbach","Minas Gerais","Gouveia","Serra do Espinhaço","-43.7406","-18.4544",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","871948","PreservedSpecimen","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","H. S. Irwin","10610","1965","11","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=935662' target='other'> <mi>dwc_moreinfo</mi></a>","NY00871948","Magnoliophyta","Asterales","Bong.","G. M. Barroso","Distrito Federal","Brasília","Immediately west of Setor Industrial, Brasília","-47.97","-15.8",NA,"1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","871955","PreservedSpecimen","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","J. H. Kirkbride Jr.","5043","1982","11","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=935804' target='other'> <mi>dwc_moreinfo</mi></a>","NY00871955","Magnoliophyta","Asterales","Bong.","H. E. Robinson","Distrito Federal","Brasília","Cabeceira do Córrego Jatobá. Campo de Morundum.","-48.1","-15.6",NA,"1240","1240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","908862","PreservedSpecimen","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","M. E. M. Ramos","9712","1978","12","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=979184' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908862","Magnoliophyta","Asterales","Bong.",NA,"Minas Gerais","Santa Bárbara","Serra do Caraça.","-43.4153","-19.9594","NY00908862_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","908858","PreservedSpecimen","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","L. Emygdio de Mello Filho","3429","1972","07","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=979170' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908858","Magnoliophyta","Asterales","Bong.",NA,"Minas Gerais",NA,"Gandarela.",NA,NA,"NY00908858_01","1300","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","798417","PreservedSpecimen","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","G. G. Hatschbach","44338","1981","11","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=171316' target='other'> <mi>dwc_moreinfo</mi></a>","NY00798417","Magnoliophyta","Asterales","Bong.","G. G. Hatschbach","Paraná","Balsa Nova","Puruña","-49.6356","-25.5842",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-06-29 11:29:20-03","UFRJ","RFA","4955","PreservedSpecimen","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","E. Pereira","4771","1958","11","16",NA,"Brasil",NA,NA,"Flor amarela","RFA25380",NA,NA,"Bong.","Graziela M. Barroso","Distrito Federal","Brasília",NA,"-47.9296989440918","-15.7797002792358",NA,NA,NA,"1958","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-11-13 09:19:03-03","UFRJ","RFA","17592","PreservedSpecimen","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","G.G. Hatschbach; P. Pelanda","27819","1971","11","13",NA,"Brasil",NA,NA,"Ereta, 1m, capítulos amarelos.","RFA39014",NA,NA,"Bong.","G.G. Hatschbach","Minas Gerais","Gouveia","Serra do Espinhaço","-43.7407989501953","-18.4543991088867",NA,NA,NA,NA,"37970","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-11-13 09:19:03-03","UFRJ","RFA","23041","PreservedSpecimen","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","F. Segadas-Vianna",NA,"1945","03","06",NA,"Brasil",NA,NA,NA,"RFA18849",NA,NA,"Bong.","Graziela M. Barroso","Rio de Janeiro","Itatiaia",NA,"-44.5633010864258","-22.4960994720459",NA,NA,NA,"1964","19648","auto","09","22",NA,NA,NA,NA,NA,NA,NA
"27","2020-06-29 11:29:20-03","UFRJ","RFA","23040","PreservedSpecimen","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","Newton Santos","5040","1964","02","08",NA,"Brasil",NA,NA,NA,"RFA18848",NA,NA,"Bong.","Graziela M. Barroso","Rio de Janeiro","Resende","Serra do Itatiaia, Abrigo Rebouças","-44.4467010498047","-22.468900680542",NA,"2350","2350",NA,"36089","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-06-29 11:29:20-03","UFRJ","RFA","23042","PreservedSpecimen","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","Newton Santos","5058","1964","02","08",NA,"Brasil",NA,NA,NA,"RFA18850",NA,NA,"Bong.","Graziela M. Barroso","Rio de Janeiro","Resende","Serra do Itatiaia, Abrigo Rebouças","-44.4467010498047","-22.468900680542",NA,"2350","2350",NA,"36089","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-11-19 15:43:25-03","UNEB","HUNEB","11606","PreservedSpecimen","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","Almeida, G.S.S.","746","2007","06","27",NA,"Brasil",NA,NA,NA,"HUNEB0011606","Angiospermae","Florideophycidae","Bong.",NA,"Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi: Trilha da Lagoa Seca.","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"44599","auto",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"30","2019-11-19 15:43:25-03","UNEB","HUNEB","11607","PreservedSpecimen","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","Almeida, G.S.S.","250","2006","01","26",NA,"Brasil",NA,NA,NA,"HUNEB0011607","Angiospermae","Florideophycidae",NA,NA,"Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi: Trilha da Lagoa Seca.","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"44599","auto",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"31","2021-03-30 12:35:04-03","EAO","IAN","104537","PreservedSpecimen","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","Magalhães, MG","2494","1942","11","19","Southern America","Brasil",NA,NA,"Erva, flor amarela.","IAN104537","Dicotiledônea",NA,"Bong.",NA,"Minas Gerais","Jaboticatuba","Campo arenoso, úmido plano, serra córrego Congonhas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-30 12:35:04-03","EAO","IAN","107735","PreservedSpecimen","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","Magalhães, MG","16957","1950","07",NA,"Southern America","Brasil",NA,NA,"Subarbusto 0,40-0,60m de altura, flor amarela, frequente.","IAN107735","Dicotiledônea",NA,"Bong.","Barroso, GM","Minas Gerais","Serra do Cipó","Campo arenoso com cascalho de quartzo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-30 12:35:04-03","EAO","IAN","122920","PreservedSpecimen","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","Irwin, HS; Souza, R","9900","1965","11","04","Southern America","Brasil",NA,NA,"Herb ca. 75cm tall, mostly simple below infloerscence.","IAN122920","Dicotiledônea",NA,"Bong.","Barroso, GM","Goiás",NA,"Rays and disc yellow. Wet places. Occasional. Creek margin, ca. 6km S of Cristalina.",NA,NA,NA,"1175","1175","1966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-30 12:35:04-03","EAO","IAN","135485","PreservedSpecimen","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","Irwin, HS; Maxwell, HS","19598","1968","02","08","Southern America","Brasil",NA,NA,"Herb to ca. 1,5m tall. Heads yellow.","IAN135485","Dicotiledônea",NA,"Bong.","Barroso, GM","Minas Gerais",NA,"Wet depression near creek. Grazed campo and cerrado, upland valley, serra do Itabirito, ca. 45km S.E. of Belo Horizonte.",NA,NA,NA,"1500","1500","1968",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-30 12:35:04-03","EAO","IAN","148862","PreservedSpecimen","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","Anderson, WR; Stieber, MT","35216","1972","02","03","Southern America","Brasil",NA,NA,"Herb 1m tall; rocky slope.","IAN148862","Dicotiledônea",NA,"Bong.","Barroso, GM","Minas Gerais",NA,"Ca. 10km SW of Diamantina'valley with very steep, rocky sandstone sides sloping down to gallery forest, with sedge meadow (brejo) just above forest in places.",NA,NA,NA,"1250","1250","1973",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-30 12:35:04-03","EAO","IAN","122953","PreservedSpecimen","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","Irwin, HS; Souza, R","10610","1965","11","23","Southern America","Brasil",NA,NA,"Erect herb to ca. 1m tall, in clumps rooted in termile hills.","IAN122953","Dicotiledônea",NA,"Bong.","Barroso, GM","Distrito Federal","Brasília","Heads yellwo. Frequent. Marshy campo, adjacent to gallery forest, immediately wset of Setor Industrial.","-47.9296989440918","-15.7797002792358",NA,"1100","1100","1966","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-30 12:35:04-03","EAO","IAN","122885","PreservedSpecimen","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","Irwin, HS; Souza, R","9002","1965","10","06","Southern America","Brasil",NA,NA,"Coarse herb, simple below, to 1m tall.","IAN122885","Dicotiledônea",NA,"Bong.","Barroso, GM","Distrito Federal","Brasília","LIn bud only. Locally common. Meadow and gallery margin, 3km S&nf; of Sobradinho.","-47.9296989440918","-15.7797002792358",NA,"1075","1075","1966","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-30 12:35:04-03","EAO","IAN","104536","PreservedSpecimen","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","Magalhães, MG","2493","1942","11","17","Southern America","Brasil",NA,NA,"Erva, flor amarela.","IAN104536","Dicotiledônea",NA,"Bong.",NA,"Minas Gerais","Caeté","Campo úmido, arenos, serra da Catinga.","-43.6697006225586","-19.8799991607666",NA,NA,NA,NA,"22051","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-02-08 08:51:19-03","NBC","NL-BOTANY","L.3671938","PreservedSpecimen","Plantae","Compositae","Senecio","adamantinus","Senecio adamantinus","Hatschbach GG",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3671938 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3671938",NA,"Asterales","Bong.",NA,NA,NA,"Est Parana. Mun Campo Largo. Serra S. Luis.",NA,NA,"NL-L3671938",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"40","2020-02-08 08:51:19-03","NBC","NL-BOTANY","U.1143542","PreservedSpecimen","Plantae","Compositae","Senecio","adamantinus","Senecio adamantinus","Riedel JGF",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1143542 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1143542",NA,"Asterales","Bong.",NA,NA,NA,"Tejuio.",NA,NA,"NL-U1143542",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"41","2020-02-08 08:51:19-03","NBC","NL-BOTANY","U.1143543","PreservedSpecimen","Plantae","Compositae","Senecio","adamantinus","Senecio adamantinus","Camerik AM",NA,"1975","05","08","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1143543 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1143543",NA,"Asterales","Bong.",NA,NA,NA,"Est. Rio de Janeiro, Itatiaia.",NA,NA,"NL-U1143543",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"42","2020-02-08 08:51:19-03","NBC","NL-BOTANY","WAG.1484086","PreservedSpecimen","Plantae","Compositae","Senecio","adamantinus","Senecio adamantinus","Hatschbach GG",NA,"1971","11","13","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1484086 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1484086",NA,"Asterales","Bong.",NA,NA,NA,"Serra do Espinhaco (mun. Couveis) Minas Gerais.",NA,NA,"NL-WAG1484086",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"43","2020-02-08 08:51:19-03","NBC","NL-BOTANY","WAG.1484087","PreservedSpecimen","Plantae","Compositae","Senecio","adamantinus","Senecio adamantinus","Hatschbach GG",NA,"1971","11","13","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1484087 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1484087",NA,"Asterales","Bong.",NA,NA,NA,"Serra do Espinhaco (mun. Couveis) Minas Gerais.",NA,NA,"NL-WAG1484087",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"44","2020-11-04 11:02:12-03","ESALQ","ESA","106552","PreservedSpecimen","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","Forzza, R.C.","2260.0","2004","02","05",NA,"Brasil",NA,NA,NA,"ESA106552","Magnoliophyta",NA,NA,"Saavedra, M.","Minas Gerais","Lima Duarte",NA,"-43.793098449707","-21.8425006866455","ESA106552",NA,NA,"2005","30417","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-11-04 11:02:12-03","ESALQ","ESA","16471","PreservedSpecimen","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","Martins, F.R. et al.","20274.0","1987","12","07",NA,"Brasil",NA,NA,NA,"ESA016471","Magnoliophyta",NA,NA,"Teles, A.M.","Goiás","Pirenópolis",NA,"-48.9592018127441","-15.852499961853","ESA016471",NA,NA,"2005","40887","auto","03","18",NA,NA,NA,NA,NA,NA,NA
"46","2020-11-04 11:02:12-03","ESALQ","ESA","25537","PreservedSpecimen","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","Souza, V.C. et al.",NA,"1994","11","01",NA,"Brasil",NA,NA,NA,"ESA025537","Magnoliophyta",NA,"Bong.","Scaramuzza, C.A.M.","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516","ESA025537",NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-11-04 11:02:12-03","ESALQ","ESA","88388","PreservedSpecimen","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","Udulutsch, R.G. ; Temponi, L.G.","1448.0","2002","11","27",NA,"Brasil",NA,NA,"Erva. Capítulos amarelas.","ESA088388","Magnoliophyta",NA,NA,"Teles, A.M.","Minas Gerais","Diamantina","Estrada para Biribiri. Campo Rupestre.","-43.6002998352051","-18.2493991851807","ESA088388",NA,NA,"2005","101169","auto","03","18",NA,NA,NA,NA,NA,NA,NA
"48","2021-01-24 13:06:29-03","MN","R","222582","PreservedSpecimen","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","Oliveira, C.C. 20",NA,"2013","05","14",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Bong.","Teles, A.M. & Oliveira, C.C.","Rio de Janeiro","Itatiaia",NA,"-44.672778","-22.383556",NA,NA,NA,"2013",NA,NA,"09","28",NA,"44°40'22.0W","22° 23'00.8S",NA,NA,NA,NA
