"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","phylum","recordNumber","continentOcean","class","order","imagecode","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","fieldNumber","preparationType","infraspecificEpithet","individualCount","typeStatus","relatedCatalogItem","previousCatalogNumber","sex"
"91","2020-07-10 09:43:28-03","MBML","MBML-HERBARIO","42840",NA,"Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","G.Don","R.T. Valadares/15-08-2016","F. Z. Saiter; J.M. Rodrigues","2012","01","08","Brasil","Espírito Santo","Cariacica","Roda D'água - Taquaraçu, entorno da Rebio Duas Bocas","-40.495556","-20.319167",NA,"Erva sobre rocha em mata ciliar. Sítio do Sr. José M. Rodrigues. Espádice de cor vinácea a negra. Espata branco-esverdeado","MBML042840",NA,NA,"390",NA,NA,NA,"MBML042840","40W29'44","20S19'9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2020-07-10 09:43:28-03","MBML","MBML-HERBARIO","46016",NA,"Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","G.Don","R.T. Valadares/15-08-2016","J. Gurtler; Felipe Zamborlini Saiter, Monique Perini, José (sogro Felipe)","2011","12","21","Brasil","Espírito Santo","Santa Teresa","São João de Petrópolis, E.A.F.S.T.","-40.675056","-19.807444",NA,"Erva apresentando brácteas vináceas (vinho)","MBML046016",NA,NA,"13",NA,NA,NA,"MBML046016","40W40'30,2","19S48'26,8","233","233",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2020-07-10 09:43:28-03","MBML","MBML-HERBARIO","41753",NA,"Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","G.Don","R.T. Valadares/15-08-2016","A. M. Assis","2008","12","04","Brasil","Espírito Santo","Colatina","Prop. Manoel (Neco) Zani - Cascatinha do Pancas","-40.203944","-19.403444",NA,"Planta sobre matacao. Bractea marrom, inflorescencia vinosa. Floresta Estacional Semidecidual - estagio avançado de regeneração.","MBML041753",NA,NA,"1890",NA,NA,NA,"MBML041753","40W12'14,2","19S24'12,4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-07-10 09:43:28-03","MBML","MBML-HERBARIO","50078",NA,"Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","G.Don","R.T. Valadares/27-03-2018","F. Falk; F. Z. Saiter","2016","03","04","Brasil","Espírito Santo","Santa Teresa","São João de Petrópolis, IFES, Mata do São Brás","-40.693611","-19.802222",NA,"Rupicula, inflorescência nova do tipo espadice apresentando coloração vinho, folhas verdes","MBML050078",NA,NA,"15",NA,NA,NA,"MBML050078","40W41'37","19S48'8","215","215",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2020-07-10 09:43:28-03","MBML","MBML-HERBARIO","51427",NA,"Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","G.Don","R.T. Valadares/27-03-2018","C. N. de Fraga; F.R.M. Fraga, M.F.O. Silva","2016","12","12","Brasil","Espírito Santo","Viana","São Paulo de Viana, próximo ao jequitibá na estrada para subida para o Ex. Condomínio Rural Cantinho do Céu","-40.545","-20.323889",NA,"Mata Atlântica de Encosta. Epífita em base de árvores. Folhas verde discolores. Pecíolo cilíndrico apenas sulcado na face adaxial com pulvo na base da folha. Nervuras proeminentes em ambas as fases","MBML051427",NA,NA,"3716",NA,NA,NA,"MBML051427","40W32'42","20S19'26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-07-10 09:43:28-03","MBML","MBML-HERBARIO","51675",NA,"Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","(Hoffmanns.) G. Don","Nadruz/25-11-2016","C. Baez; L. Moraes, T. Lima & F. Silva","2016","10","06","Brasil","Rio de Janeiro","Nova Friburgo","Parque Estadual dos Três Picos. Subida para o Pico do Caledônia a partir do Camping Clube Brasil. Floresta Ombrófila Densa Montana","-42.540833","-22.351667",NA,"Rupícola, umbrófila. Pecíolos verdes. Pedicelo róseo. Espata verde/alvacenta. Espádice castanho ou vinoso nigrescente. 70cm","MBML051675",NA,NA,"1096",NA,NA,NA,"MBML051675","42W32'27","22S21'6","1202","1202",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2020-07-10 09:43:28-03","MBML","MBML-HERBARIO","51954",NA,"Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","G.Don","R.T. Valadares/27-03-2018","E.F. Oza; F. Z. Saiter, F. Falk, J. Ribeiro","2016","04","06","Brasil","Espírito Santo","Santa Teresa","Comunidade do Milanez,São João de Petrópolis, propriedade de Thiago Rosado/Ifes Santa Teresa.","-40.664722","-19.793889",NA,"Em afloramento rochoso, inflorescência de cor vinácea.","MBML051954",NA,NA,"20",NA,NA,NA,"MBML051954","40W39'53","19S47'38","250","250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2020-07-10 09:43:28-03","MBML","MBML-HERBARIO","5263",NA,"Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","G.Don","M. Nadruz/10-04-2003","H. Q. Boudet Fernandes","1988","09","13","Brasil","Espírito Santo","Santa Teresa","Rio Cinco de Novembro","-40.6325","-19.8375",NA,"Erva, espata cinza, sobre pedregulho, base de afloramento rochoso, solo pedregoso, à sombra.","MBML005263",NA,NA,"2522",NA,NA,NA,"MBML005263","40W37'57","19S50'15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2020-07-10 09:43:28-03","MBML","MBML-HERBARIO","52633",NA,"Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","G.Don","R.T. Valadares/27-03-2018","A. P. Fontana; S.M. Venzel & L.N. Lima","2005","12","08","Brasil","Espírito Santo","Santa Teresa","São João de Petrópolis, Cachoeira do Strutz, propriedade do Sr. Marcos Strutz. Mata ciliar no Rio Santa Maria do Rio Doce","-40.728889","-19.835",NA,"Terrestre. Inflorescência verde.","MBML052633",NA,NA,"1858",NA,NA,NA,"MBML052633","40W43'44","19S50'6","196","196",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2020-07-10 09:43:28-03","MBML","MBML-HERBARIO","54000",NA,"Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","G.Don",NA,"P.J. Coelho; A.D. Ferreira","2014","09","26","Brasil","Espírito Santo","Santa Teresa","RPPN Vale do Sol. Afloramento rochoso. Trilha do Córrego","-40.533333","-19.95",NA,"Rupícula, inflorescência roxa, maduras","MBML054000",NA,NA,"9",NA,NA,NA,"MBML054000","40W32'0","19S57'0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2020-07-10 09:43:28-03","MBML","MBML-HERBARIO","54005",NA,"Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","G.Don",NA,"P.J. Coelho; A.D. Ferreira","2014","10","17","Brasil","Espírito Santo","Santa Teresa","RPPN Vale do Sol. Interior da mata, próximo ao cóorego","-40.533333","-19.95",NA,"Epífita, inflorescência arroxeada, flores passadas","MBML054005",NA,NA,"43",NA,NA,NA,"MBML054005","40W32'0","19S57'0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2020-07-10 09:43:28-03","MBML","MBML-HERBARIO","40129",NA,"Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","G.Don","R.T. Valadares/27-03-2018","D.R. Couto; A.P.Fontana; E. Leme & L.J.C. Kollmann","2008","09","04","Brasil","Espírito Santo","Alegre","Pedra da Severina","-41.5331001281738","-20.763599395752","26101","Saxícola, espadice seco, caule vinho.","MBML040129","auto",NA,"890",NA,NA,NA,"MBML040129",NA,NA,"550","550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2020-07-10 09:43:28-03","MBML","MBML-HERBARIO","36508",NA,"Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","G.Don","R.T. Valadares/15-08-2016","L. Kollmann; L. Magnago","2008","05","28","Brasil","Espírito Santo","Boa Esperança",NA,"-40.2957992553711","-18.5400009155273","25415","Erva epífita caida.","MBML036508","auto",NA,"11214",NA,NA,NA,"MBML036508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2021-03-03 13:56:07-03","UFF","NIT","NIT460","PreservedSpecimen","Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","(Hoffmanns.) G.Don",NA,"A. Lobão","2012","12","15","Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344","38539",NA,"NIT00000459","auto",NA,"1955",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2020-09-12 05:00:02-03","US","US","2623077","PreservedSpecimen","Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","(Hoffm.) G. Don",NA,"R. P. Belém","1968","6","29","Brazil","Teófilo Otoni",NA,"Fazenda S. Marco",NA,NA,NA,NA,"US01918817",NA,NA,"3778","South America - Neotropics","Monocotyledonae","Arales","US01918817_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"106","2020-09-12 05:00:02-03","US","US","2596031","PreservedSpecimen","Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","(Hoffm.) G. Don",NA,"A. F. M. Glaziou","1880","6","2","Brazil","Rio de Janeiro",NA,"Quinta.",NA,NA,NA,NA,"US01918819",NA,NA,"16511","South America - Neotropics","Monocotyledonae","Arales","US01918819_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"107","2020-09-12 05:00:02-03","US","US","2596030","PreservedSpecimen","Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","(Hoffm.) G. Don",NA,"A. F. M. Glaziou","1870","4","4","Brazil","Teresópolis",NA,NA,NA,NA,NA,NA,"US01918818",NA,NA,"49","South America - Neotropics","Monocotyledonae","Arales","US01918818_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"108","2019-11-13 11:15:36-03","USP","SPF","230154","PreservedSpecimen","Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","(Hoffm.) G.Don","Nadruz, MA","Bovini, MG","1995","08","16","Brasil","Rio de Janeiro","Guapimirim",NA,"-42.9818992614746","-22.5372009277344","21463",NA,"SPF00230154","auto",NA,"851",NA,NA,NA,NA,NA,NA,"400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2019-10-07 09:19:30-03","UEFS","HUEFS","247994","PreservedSpecimen","Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","(Hoffmanns.) G.Don",NA,"Camelo, M.C.","2018","11","13","Brasil","Minas Gerais",NA,"Parque Estadual Serra do Brigadeiro. PESB, trilha para a Pedra do pato.","-42.469722","-20.732778",NA,"Floresta Estacional Semidecidual.","HUEFS0247994",NA,"Angiospermae","37",NA,"Lilianae","Alismatales","HUEFS0247994","42W28'11''","20S43'58''","1198","1198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2019-09-04 18:50:49-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium",NA,NA,"F. Sellow",NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Spermatophyta","131","South America","Monocotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA,NA
"111","2019-07-09 09:49:46-03","F","FMNH-SEEDPLANTS","V0461083F","PreservedSpecimen","Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium",NA,"RRC ID Flag","T. Plowman & G. Martinelli","1980","4","22","Brazil","Rio de Janeiro",NA,NA,"-42.5","-22",NA,NA,"V0461083F",NA,"Spermatophyta","10133","South America","Monocotyledoneae",NA,"V0461083F_01 V0461083F_02",NA,NA,NA,NA,NA,NA,NA,"10133",NA,NA,NA,NA,NA,NA,NA
"112","2020-07-23 11:57:47-03","CEPLAC","CEPEC","1043","PreservedSpecimen","Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium",NA,"T. S. dos Santos","R. P. Belém","1965","08","09","Brasil","Espírito Santo","LINHARES","Reserva Florestal de Sooretama.","-40.0722007751465","-19.3910999298096","48094",NA,NA,"auto",NA,"1519",NA,NA,NA,NA,"0W0'0","0S0'0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1981",NA,NA
"113","2020-07-23 11:57:47-03","CEPLAC","CEPEC","5931","PreservedSpecimen","Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium",NA,"S. Mayo","T. S. dos Santos","1970","07","21","Brasil","Espírito Santo","VITÓRIA","BR-262 a Realeza.","-40.3377990722656","-20.3194007873535","15291",NA,NA,"auto",NA,"988",NA,NA,NA,NA,"0*0'99","99*99'99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1978",NA,NA
"114","2020-07-23 11:57:47-03","CEPLAC","CEPEC","4578","PreservedSpecimen","Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium",NA,"T. S. dos Santos","R. P. Belém","1968","06","29","Brasil","Minas Gerais","TEOFILO OTONI","Faz. Sao Marcos. Zona Calcarea.","-41.505298614502","-17.8575000762939","62594",NA,NA,"auto",NA,"3778",NA,NA,NA,NA,"0*0'0","0*0'0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1978",NA,NA
"115","2016-08-23 11:12:16-03","NHMLondon","NHM-LONDON-BOT","BM000957065","S","Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","(Hoffm.) G.Don",NA,"Arthur Hugh Garfit Alston; b.1902; d.1958; Alston","1954","04","22","Brasil",NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,"15413",NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:2309352",NA
"116","2019-11-01 15:12:46-03","UnB","UB","13465","PreservedSpecimen","Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","G.Don","Nadruz, M","Leoni, LS; Costa, AE","1999","10","16","Brasil","Minas Gerais",NA,"Serra da Araponga. Fazenda Neblina",NA,NA,NA,"Frutos maduros de cor vinosa.; .","UB0000666",NA,"Monocotyledonae","4273","Southern America",NA,NA,"UB0000666",NA,NA,"1200","1200","2004","10","29",NA,NA,NA,NA,NA,NA,NA,NA
"117","2019-11-01 15:12:46-03","UnB","UB","13452","PreservedSpecimen","Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","G.Don","Gonçalves, EG","Gonçalves, EG; Lorenzi, H; Salviani, ER; Lorenzoni, L","2000","10","10","Brasil","Espírito Santo","Colatina","Entre a cidade e o trevo de Pancas","-40.6305999755859","-19.539400100708","57036","Caule grosso, com densa massa de raízes. Pecíolo sulcado adaxialmente. Folha verde escuro fosco adaxialmente, mais claro e brilhante adaxialmente. Espádice marrom, espata não vista.; .","UB0000668","auto","Monocotyledonae","568","Southern America",NA,NA,"UB0000668",NA,NA,NA,NA,"2000","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2019-11-01 15:12:46-03","UnB","UB","13453","PreservedSpecimen","Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","G.Don","Gonçalves, EG","Gonçalves, EG; Lorenzi, H; Salviani, ER; Lorenzoni, L","2000","10","11","Brasil","Espírito Santo","São Gabriel da Palha","Córrego Castelã","-40.5355987548828","-19.0174999237061","24907","Raízes densas, brancas. Profilos deliquescendo-se em fibras, depois decíduos. Pecíolo levemente canaliculado adaxialmente. Espádice vináceo.; .","UB0000541","auto","Monocotyledonae","585","Southern America",NA,NA,"UB0000541",NA,NA,NA,NA,"2000","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2019-11-01 15:12:46-03","UnB","UB","13450","PreservedSpecimen","Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","G.Don","Gonçalves, EG","Gonçalves, EG; Salviani, ER; Leoni, LS; Peixoto, M","2001","01","30","Brasil","Minas Gerais","Carangola","Fazenda Santa Rita","-42.0293998718262","-20.7331008911133","21913","Epífita estéril. Pecíolo canaliculado adaxialmente.; .","UB0000672","auto","Monocotyledonae","708","Southern America",NA,NA,"UB0000672",NA,NA,NA,NA,"2001","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2019-11-01 15:12:46-03","UnB","UB","13451","PreservedSpecimen","Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","G.Don","Gonçalves, EG","Gonçalves, EG; Salviani, ER; Leoni, LS; Peixoto, M","2001","01","31","Brasil","Minas Gerais","Carangola","Reserva Ecológica Água Limpa","-42.0293998718262","-20.7331008911133","21913","Epífita baixa. Caule com densas raízes. Profilos decompondo-se em fibras. Pecíolo levemente canaliculado adaxialmente. Espádice atropurpúreo.; .","UB0000670","auto","Monocotyledonae","714","Southern America",NA,NA,"UB0000670",NA,NA,NA,NA,"2000","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2017-09-11 17:07:04-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","(Hoffmanns.) G.Don",NA,"Riedel, L",NA,NA,NA,"?",NA,NA,"locis haud addictis .",NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2017-09-11 17:07:04-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","(Hoffmanns.) G.Don",NA,"Sello, HL",NA,NA,NA,"Brazil","Bahia",NA,"Bahia ad Victoria.",NA,NA,NA,NA,NA,NA,NA,"393","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2017-09-11 17:07:04-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","(Hoffmanns.) G.Don",NA,"Widgren, JF",NA,NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2019-11-21 09:59:10-03","IBt","SP","52407","S","Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","(Hoffmanns.) G.Don","Nadruz, M","Heringer, EP","1944","09","21","Brasil","Minas Gerais","Coronel Pacheco","Estação Experimental Coronel Pacheco","-43.2655982971191","-21.5877990722656","10350",NA,"SP049204","auto",NA,"1598",NA,NA,NA,"SP049204",NA,NA,NA,NA,"2003","02","21",NA,NA,NA,NA,NA,NA,NA,NA
"125","2019-11-21 09:59:10-03","IBt","SP","356952","S","Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","(Hoffmanns.) G.Don","Catharino, ELM","Nicolau, SA; et al.","2001","04","27","Brasil","São Paulo","Biritiba-Mirim","Bairro de Manoel Ferreira, sentido Pedra do Sapo.","-46.0299987792969","-23.5699996948242","19656",NA,"SP049201","auto",NA,"2863",NA,NA,NA,"SP049201",NA,NA,NA,NA,"2003","09",NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2019-11-21 09:59:10-03","IBt","SP","357298","S","Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","(Hoffmanns.) G.Don","Catharino, ELM","Nicolau, SA; Braz, SA; Faria, VB","2001","05","01","Brasil","São Paulo","Biritiba-Mirim","Bairro de Manoel Ferreira, sentido Pedra do Sapo, afluente do Rio Biritiba Mirim.","-46.0299987792969","-23.5699996948242","19656",NA,"SP049203","auto",NA,"2913",NA,NA,NA,"SP049203",NA,NA,NA,NA,"2003","09",NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2019-11-21 09:59:10-03","IBt","SP","254518","S","Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","(Hoffmanns.) G.Don","Nadruz, M","Gomes da Silva, SJ; Kirizawa, M; Wanderley, MGL","1992","08","25","Brasil","São Paulo","Capão Bonito","Fazenda Intervales, Trilha de Barra Grande","-48.3400001525879","-24","39505",NA,"SP031022","auto",NA,"343",NA,NA,NA,"SP031022",NA,NA,NA,NA,"2018","06","19",NA,NA,NA,NA,NA,NA,NA,NA
"128","2019-11-21 09:59:10-03","IBt","SP","286877","S","Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","(Hoffmanns.) G.Don","Nadruz, M","Souza, VC; Souza, JP; et al.","1995","10","08","Brasil","São Paulo","Itanhaém","Fazenda São Luís.","-46.7799987792969","-24.1800003051758","26998",NA,"SP049205","auto",NA,"9239",NA,NA,NA,"SP049205",NA,NA,NA,NA,"1997","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2019-11-21 09:59:10-03","IBt","SP","356959","S","Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","(Hoffmanns.) G.Don","Catharino, ELM","Nicolau, SA; et al.","2001","04","25","Brasil","São Paulo","Salesópolis","Bacia do Paraitinga, próximo ao eixo da barragem.","-45.8400001525879","-23.5300006866455","18032",NA,"SP049202","auto",NA,"2834",NA,NA,NA,"SP049202",NA,NA,NA,NA,"2003","09",NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2019-11-21 09:59:10-03","IBt","SP","10683","S","Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","(Hoffmanns.) G.Don","Olaio, A","Loefgren, A","1892","09","14","Brasil","São Paulo","Taubaté","Taubaté-S.L.do Paraitinga, beira da mata virgem.","-45.5499992370605","-23.0200004577637","25704",NA,"SP008924","auto",NA,"CGG1851",NA,NA,NA,"SP008924",NA,NA,NA,NA,"1992","02","25",NA,NA,NA,NA,NA,NA,NA,NA
"131","2018-12-07 13:44:58-02","GH","HU-HERB","GH 01635710","PreservedSpecimen","Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","(Hoffmann) G. Don",NA,"Wilkes Expedition",NA,NA,NA,"Brazil",NA,NA,"Near Rio Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sheet",NA,NA,NA,NA,NA,"undetermined"
