"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","scientificNameAuthorship","decimalLongitude","decimalLatitude","imagecode","county","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","fieldNumber","individualCount","relatedCatalogItem","sex"
"11","2016-09-29 12:04:00-03","NY","NYBG","617796","PreservedSpecimen","Plantae","Magnoliophyta","Apiales","Apiaceae","Spananthe","paniculata","Spananthe paniculata",NA,"J. L. Fernández Alonso","8185","1989","10","16","South America","Colombia","Cundinamarca","Municipios de Zipacón y Anolaima","2100","2400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=381395' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617796",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","192124","PreservedSpecimen","Plantae","Magnoliophyta","Apiales","Apiaceae","Spananthe","paniculata","Spananthe paniculata","L. Constance","B. C. Bennett","3356","1988","08","28","South America","Ecuador","Morona-Santiago","Centro Shuar Yukutais. 10km S Sucua, Rio Upano, along road near school",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=381382' target='other'> <mi>dwc_moreinfo</mi></a>","NY00192124","Jacq.","-78.15","-2.52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-09-27 16:54:00-03","NY","NYBG","617793","PreservedSpecimen","Plantae","Magnoliophyta","Apiales","Apiaceae","Spananthe","paniculata","Spananthe paniculata","M. E. Mathias; L. Constance","F. J. Breteler","361","1963","09","12","South America","Venezuela",NA,"Near Merida","1800","1800","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=381389' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617793",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","617794","PreservedSpecimen","Plantae","Magnoliophyta","Apiales","Apiaceae","Spananthe","paniculata","Spananthe paniculata","N. Hensold","V. Quipuscoa S.","560","1996","05","22","South America","Peru","Piura","Ruinas de Aypate. Comunidad Campesina de tacalpo. Anexo Yanchalá","2700","2800","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=381392' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617794","Jacq.","-79.57","-4.7",NA,"Ayabaca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","192123","PreservedSpecimen","Plantae","Magnoliophyta","Apiales","Apiaceae","Spananthe","paniculata","Spananthe paniculata","L. Constance","B. C. Bennett","3338","1988","08","28","South America","Ecuador","Morona-Santiago","Centro Shuar Yukutais. 10km S Sucua, Rio Upano, along road near school",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=381381' target='other'> <mi>dwc_moreinfo</mi></a>","NY00192123","Jacq.","-78.15","-2.52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","617802","PreservedSpecimen","Plantae","Magnoliophyta","Apiales","Apiaceae","Spananthe","paniculata","Spananthe paniculata","L. Constance","M. B. Costa e Silva","200","1994","02","25","South America","Brazil","Pernambuco","Brejo dos Cavalos, Fazenda Caruaru","1100","1100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=381387' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617802","Jacq.","-35.9761009216309","-8.28332996368408","NY00617802_01","Caruaru","35136","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","617801","PreservedSpecimen","Plantae","Magnoliophyta","Apiales","Apiaceae","Spananthe","paniculata","Spananthe paniculata","L. Constance","Grupo Pedra do Cavalo","425","1980","07",NA,"South America","Brazil","Bahia","Mata a Ne da B. Bananeiras. Vale dos Rios, Paraguaçu e Jacuipe","40","120","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=381386' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617801","Jacq.","-39.08","-12.53","NY00617801_01","Cachoeira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2016-09-27 04:10:00-03","NY","NYBG","617795","PreservedSpecimen","Plantae","Magnoliophyta","Apiales","Apiaceae","Spananthe","paniculata","Spananthe paniculata","J. P. Mena","S. E. Clemants","2131","1982","07","24","South America","Ecuador","Tungurahua","12.3 - 27.6 km W of Banos","1220","1690","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=381391' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617795",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","617804","PreservedSpecimen","Plantae","Magnoliophyta","Apiales","Apiaceae","Spananthe","paniculata","Spananthe paniculata",NA,"J. C. de M. Vasconcelos","SPSF2221","1945","08","28","South America","Brazil","Paraíba","Areia, Escola de Agronomia do Nordeste",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=381396' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617804","Jacq.","-35.716443","-6.970951","NY00617804_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","617797","PreservedSpecimen","Plantae","Magnoliophyta","Apiales","Apiaceae","Spananthe","paniculata","Spananthe paniculata","L. Constance","J. C. Solomon","8916","1982","11","14","South America","Bolivia","La Paz","4.5 km below Yolosa, then 0.7 km W on road to Rio Huarinilla. Ford across Rio Coroico","1200","1200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=381379' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617797","Jacq.","-67.45","-16.12",NA,"Nor Yungas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00748776","PreservedSpecimen","Plantae","Magnoliophyta","Apiales","Apiaceae","Spananthe","paniculata","Spananthe paniculata","L. Constance","H. S. Irwin","19157","1968","01","25","South America","Brazil","Goiás","50 km N. of Corumbá de Goiás on road to Niquelândia, valley of Rio Maranhão. Serra dos Pirineus.","800","800","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=881498' target='other'> <mi>dwc_moreinfo</mi></a>","NY00748776","Jacq.","-48.6","-15.57","NY00748776_01","Cocalzinho de Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","617800","PreservedSpecimen","Plantae","Magnoliophyta","Apiales","Apiaceae","Spananthe","paniculata","Spananthe paniculata","L. Constance","H. S. Irwin","13992","1966","03","15","South America","Brazil","Distrito Federal","Côrrego Landim, ca. 25 km N of Brasília.","950","950","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=381378' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617800","Jacq.","-47.9294","-15.7797","NY00617800_01","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","617799","PreservedSpecimen","Plantae","Magnoliophyta","Apiales","Apiaceae","Spananthe","paniculata","Spananthe paniculata","M. E. Mathias; L. Constance","H. S. Irwin","25199","1970","01","23","South America","Brazil","Goiás","Contraforte Central, ca. 20 km NE of Catalao","875","875","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=381390' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617799","Jacq.","-47.9464","-18.1658","NY00617799_01","Catalão",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","617803","PreservedSpecimen","Plantae","Magnoliophyta","Apiales","Apiaceae","Spananthe","paniculata","Spananthe paniculata","M. E. Mathias","J. S. Blanchet","s.n.","1831",NA,NA,"South America","Brazil","Bahia","In Brasilia intratropica circa Bahia",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=381393' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617803","Jacq.",NA,NA,"NY00617803_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","617798","PreservedSpecimen","Plantae","Magnoliophyta","Apiales","Apiaceae","Spananthe","paniculata","Spananthe paniculata","M. H. Nee","R. Kiesling","8325","1992","11","17","South America","Argentina","Jujuy","Dpto. Santa Barbara, sur de El Fuente, Finca Confines",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=381388' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617798","Jacq.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","01501361","PreservedSpecimen","Plantae","Magnoliophyta","Apiales","Apiaceae","Spananthe","paniculata","Spananthe paniculata",NA,"A. Fendler","395","1877",NA,NA,"South America","Trinidad and Tobago",NA,"Trinidad",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1757239' target='other'> <mi>dwc_moreinfo</mi></a>","NY01501361","Jacq.",NA,NA,"NY01501361_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00877816","PreservedSpecimen","Plantae","Magnoliophyta","Apiales","Apiaceae","Spananthe","paniculata","Spananthe paniculata","M. H. Nee","E. P. Heringer","15915","1976","07","22","South America","Brazil","Goiás","Ao lado da Matriz do Rosário.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=944043' target='other'> <mi>dwc_moreinfo</mi></a>","NY00877816","Jacq.","-47.9503","-16.2528","NY00877816_01","Luziânia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2016-09-29 12:04:00-03","NY","NYBG","617796","PreservedSpecimen","Plantae","Magnoliophyta","Apiales","Apiaceae","Spananthe","paniculata","Spananthe paniculata",NA,"J. L. Fernández Alonso","8185","1989","10","16","South America","Colombia","Cundinamarca","Municipios de Zipacón y Anolaima","2100","2400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=381395' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617796",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","192124","PreservedSpecimen","Plantae","Magnoliophyta","Apiales","Apiaceae","Spananthe","paniculata","Spananthe paniculata","L. Constance","B. C. Bennett","3356","1988","08","28","South America","Ecuador","Morona-Santiago","Centro Shuar Yukutais. 10km S Sucua, Rio Upano, along road near school",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=381382' target='other'> <mi>dwc_moreinfo</mi></a>","NY00192124","Jacq.","-78.15","-2.52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2016-09-27 16:54:00-03","NY","NYBG","617793","PreservedSpecimen","Plantae","Magnoliophyta","Apiales","Apiaceae","Spananthe","paniculata","Spananthe paniculata","M. E. Mathias; L. Constance","F. J. Breteler","361","1963","09","12","South America","Venezuela",NA,"Near Merida","1800","1800","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=381389' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617793",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","617794","PreservedSpecimen","Plantae","Magnoliophyta","Apiales","Apiaceae","Spananthe","paniculata","Spananthe paniculata","N. Hensold","V. Quipuscoa S.","560","1996","05","22","South America","Peru","Piura","Ruinas de Aypate. Comunidad Campesina de tacalpo. Anexo Yanchalá","2700","2800","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=381392' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617794","Jacq.","-79.57","-4.7",NA,"Ayabaca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","192123","PreservedSpecimen","Plantae","Magnoliophyta","Apiales","Apiaceae","Spananthe","paniculata","Spananthe paniculata","L. Constance","B. C. Bennett","3338","1988","08","28","South America","Ecuador","Morona-Santiago","Centro Shuar Yukutais. 10km S Sucua, Rio Upano, along road near school",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=381381' target='other'> <mi>dwc_moreinfo</mi></a>","NY00192123","Jacq.","-78.15","-2.52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","617802","PreservedSpecimen","Plantae","Magnoliophyta","Apiales","Apiaceae","Spananthe","paniculata","Spananthe paniculata","L. Constance","M. B. Costa e Silva","200","1994","02","25","South America","Brazil","Pernambuco","Brejo dos Cavalos, Fazenda Caruaru","1100","1100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=381387' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617802","Jacq.","-35.9761009216309","-8.28332996368408","NY00617802_01","Caruaru","35136","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","617801","PreservedSpecimen","Plantae","Magnoliophyta","Apiales","Apiaceae","Spananthe","paniculata","Spananthe paniculata","L. Constance","Grupo Pedra do Cavalo","425","1980","07",NA,"South America","Brazil","Bahia","Mata a Ne da B. Bananeiras. Vale dos Rios, Paraguaçu e Jacuipe","40","120","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=381386' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617801","Jacq.","-39.08","-12.53","NY00617801_01","Cachoeira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-02-18 09:28:39-03","UNESP-IBB","BOTU","17057","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Spananthe","paniculata","Spananthe paniculata","Cota, M.R.C.","Almeida, F.M.","33","1971","07","26",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"BOTU017057","Jacq.",NA,NA,"BOTU017057","Lavras",NA,NA,"2010","08","10","9999","9999",NA,NA,NA,NA,NA
"36","2021-02-18 09:28:39-03","UNESP-IBB","BOTU","17057","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Spananthe","paniculata","Spananthe paniculata","Cota, M.R.C.","Almeida, F.M.","33","1971","07","26",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"BOTU017057","Jacq.",NA,NA,"BOTU017057","Lavras",NA,NA,"2010","08","10","9999","9999",NA,NA,NA,NA,NA
"37","2021-03-30 12:33:50-03","EAO","IAN","130577","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Apiaceae","Spananthe","paniculata","Spananthe paniculata","Constance, L","Irwin, HS; Maxwell, HS","19157","1968","01","25","Southern America","Brasil",NA,"Disturbad places 50km N of Corumbá de Goiás on road to Niquelândia, Goiás in valley of Rio Maranhão. Forested calcareous outcrops.","800","800",NA,"Slender herb to ca. 1m tall. Flowers white. Fruit green.","IAN130577","Jacq.",NA,NA,NA,NA,NA,NA,"1968",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-30 12:33:50-03","EAO","IAN","72503","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Apiaceae","Spananthe","paniculata","Spananthe paniculata","Mathias, M","Camp, WH","3000","1945","05","07","Southern America","Equador",NA,"Prov. Chimborazo: Cañon of the riio Chanchan near Huigra (Mostly sctrub-chaparal, with a few seepages and small swamps along the river).","1371","1371",NA,"Perianth white.","IAN072503","Jacq.",NA,NA,NA,NA,NA,NA,"1950",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-30 12:33:50-03","EAO","IAN","85517","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Apiaceae","Spananthe","paniculata","Spananthe paniculata","Vasconcelos, JM de","Melo, CAM de","86","1947","11","29","Southern America","Brasil","Paraíba","Em lugares baixos.",NA,NA,NA,NA,"IAN085517","Jacq.","-35.6916999816895","-6.96332979202271",NA,"Areia","15425","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-30 12:33:50-03","EAO","IAN","183387","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Apiaceae","Spananthe","paniculata","Spananthe paniculata","Mendoza, M","Miranda, AM","501","1992","06","04","Southern America","Brasil","Pernambuco",NA,NA,NA,NA,"Erva ca. 15cm de altura.; membranácea, flores minúsculas, alvas.","IAN183387","Jacq.","-36.0442008972168","-7.90305995941162",NA,"Taquaritinga do Norte","25558","auto","2014","11","20",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-30 12:33:50-03","EAO","IAN","130577","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Apiaceae","Spananthe","paniculata","Spananthe paniculata","Constance, L","Irwin, HS; Maxwell, HS","19157","1968","01","25","Southern America","Brasil",NA,"Disturbad places 50km N of Corumbá de Goiás on road to Niquelândia, Goiás in valley of Rio Maranhão. Forested calcareous outcrops.","800","800",NA,"Slender herb to ca. 1m tall. Flowers white. Fruit green.","IAN130577","Jacq.",NA,NA,NA,NA,NA,NA,"1968",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-30 12:33:50-03","EAO","IAN","72503","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Apiaceae","Spananthe","paniculata","Spananthe paniculata","Mathias, M","Camp, WH","3000","1945","05","07","Southern America","Equador",NA,"Prov. Chimborazo: Cañon of the riio Chanchan near Huigra (Mostly sctrub-chaparal, with a few seepages and small swamps along the river).","1371","1371",NA,"Perianth white.","IAN072503","Jacq.",NA,NA,NA,NA,NA,NA,"1950",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-30 12:33:50-03","EAO","IAN","85517","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Apiaceae","Spananthe","paniculata","Spananthe paniculata","Vasconcelos, JM de","Melo, CAM de","86","1947","11","29","Southern America","Brasil","Paraíba","Em lugares baixos.",NA,NA,NA,NA,"IAN085517","Jacq.","-35.6916999816895","-6.96332979202271",NA,"Areia","15425","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-30 12:33:50-03","EAO","IAN","183387","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Apiaceae","Spananthe","paniculata","Spananthe paniculata","Mendoza, M","Miranda, AM","501","1992","06","04","Southern America","Brasil","Pernambuco",NA,NA,NA,NA,"Erva ca. 15cm de altura.; membranácea, flores minúsculas, alvas.","IAN183387","Jacq.","-36.0442008972168","-7.90305995941162",NA,"Taquaritinga do Norte","25558","auto","2014","11","20",NA,NA,NA,NA,NA,NA,NA
"45","2013-07-03 10:26:40-03","EBDA","BAH","2971","S","Plantae",NA,NA,"Apiaceae","Spananthe","panniculata","Spananthe panniculata","Scardino, Noblick, Paranhos, Guedes, C. Queiroz, Paganucci, Nascimento, N. Suely, Quaglia.","Grupo Pedra do Cavalo","425","1980","07",NA,NA,"Brasil","Bahia","Mata a Ne. Da B. Bananeiras - Cachoeira - Ba.",NA,NA,NA,"Erva com cerca de 50,0 cm de altura; flores pequenas e alvas dispostas em umbelas.",NA,"Jacq.","-38.9558","-12.6183",NA,"Cachoeira","26884","auto","1980","09",NA,NA,NA,NA,NA,NA,NA,NA
"46","2013-07-03 10:26:40-03","EBDA","BAH","2971","S","Plantae",NA,NA,"Apiaceae","Spananthe","panniculata","Spananthe panniculata","Scardino, Noblick, Paranhos, Guedes, C. Queiroz, Paganucci, Nascimento, N. Suely, Quaglia.","Grupo Pedra do Cavalo","425","1980","07",NA,NA,"Brasil","Bahia","Mata a Ne. Da B. Bananeiras - Cachoeira - Ba.",NA,NA,NA,"Erva com cerca de 50,0 cm de altura; flores pequenas e alvas dispostas em umbelas.",NA,"Jacq.","-38.9558","-12.6183",NA,"Cachoeira","26884","auto","1980","09",NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-10-09 11:08:46-03","UFBA","ALCB","125217","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apiaceae","Spananthe","paniculata","Spananthe paniculata","Guedes, ML","Costa, G; Jardim, JG; Caiafa, A; Martins, MLL; et al.","1536","2015","10","16","Southern America","Brasil","Bahia","Serra da Copioba.",NA,NA,NA,"Frutos verdes.","ALCB031012","Jacq.","-39.089444","-12.847222","ALCB031012","São Filipe",NA,NA,"2016","10",NA,"-39.089444","-12.847222",NA,NA,NA,NA,NA
