"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","typeStatus","imagecode","identifiedBy","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount"
"11","2019-10-09 11:16:04-03","UFBA","ALCB","121192","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Exostyles","venusta","Exostyles venusta","Schott","Gomes, FS","1411","2013","05","13","Southern America","Brasil","Bahia","Una",NA,"-39.195833","-15.349444",NA,"Material estéril.","ALCB049544",NA,"ALCB049544","Gomes, FS",NA,NA,"-39.195833","-15.349444","2013","11",NA,NA,NA,NA,NA,NA,NA
"12","2019-10-09 11:16:04-03","UFBA","ALCB","121342","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Exostyles","venusta","Exostyles venusta","Schott","Gomes, FS","1560","2013","05","18","Southern America","Brasil","Bahia","Mascote",NA,"-39.503611","-15.775",NA,"Folíolos membranáceos, discolores. Material estéril. 46.2, parcela 03.","ALCB049695",NA,"ALCB049695","Gomes, FS",NA,NA,"-39.503611","-15.775","2013","11",NA,NA,NA,NA,NA,NA,NA
"13","2019-10-09 11:16:04-03","UFBA","ALCB","136912","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Exostyles","venusta","Exostyles venusta","Schott","Santos, LS; Silva, MJPR","09","2014","12","04","Southern America","Brasil","Bahia","Salvador","Bairro de São Marcos, Jardim Botânico de Salvador - JBSSA, borda da Trilha dos Oitis.","-38.427222","-12.927222",NA,"Folhas compostas, glabras. Frutos em forma de vagem, bastante aromáticos.; Solo argiloso-arenoso.","ALCB067105",NA,"ALCB067105","Cardoso, D",NA,NA,"-38.427222","-12.927222","2015","11",NA,NA,NA,NA,NA,NA,NA
"14","2019-10-09 11:16:04-03","UFBA","ALCB","135919","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Exostyles","venusta","Exostyles venusta","Schott","Cardoso, D","3800","2015","06","09","Southern America","Brasil","Rio de Janeiro","Rio de Janeiro","Arboredo do Jardim Botânico.","-43.2075004577637","-22.9027996063232",NA,NA,"ALCB066923",NA,"ALCB066923",NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-02-08 09:13:00-03","NBC","NL-BOTANY","U.1243939","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Exostyles","venusta","Exostyles venusta","Schott ex Spreng.","Kuhlmann JG",NA,"1925","11","01","Southern America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1243939 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1243939",NA,"NL-U1243939",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0018210",NA,NA,NA,NA
"16","2020-11-04 11:09:32-03","ESALQ","ESA","123267","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Exostyles","venusta","Exostyles venusta",NA,"Ribeiro, R.D.","332.0","2004","09","11",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Parque Ecológica da Prainha. Morro dos Caetés.","-43.2075004577637","-22.9027996063232",NA,NA,"ESA123267",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-31 13:39:53-03","MN","R","6562","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Exostyles","venusta","Exostyles venusta","Schott ex Spreng.",NA,NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Jurujuba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-31 13:39:53-03","MN","R","194381","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Exostyles","venusta","Exostyles venusta","Schott ex Spreng.","Weiler, I.","420","1996","10","21",NA,"Brasil",NA,"Serra",NA,"-40.3078002929688","-20.1285991668701",NA,NA,NA,NA,NA,"Weiler, I.","16451","auto",NA,NA,"1998","08",NA,NA,NA,NA,NA,NA,NA
"19","2021-01-14 15:29:19-03","MN","R","8780","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Exostyles","venusta","Exostyles venusta","Schott ex Spreng.","Glaziou, A.F.M.; Netto, L.S.M. & Schwacke, C.A.W.","215","1880","08","29",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Copacabana","-43.2075004577637","-22.9027996063232",NA,"Plantas do Brasil Central","R000008780",NA,"R000008780_001",NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2015-07-02 14:01:59-03","JBP","HPL","9303","S","Plantae",NA,NA,"Fabaceae-Faboideae","Exostyles","venusta","Exostyles venusta",NA,"R. Tsuji","2011","2007","08","01",NA,"Brasil","RJ","Rio de Janeiro","Coletado no Jardim Botânico do Rio de Janeiro.","-43.2075","-22.9028",NA,NA,NA,NA,NA,"R. Tsuji","57442","auto",NA,NA,"2007","08","01",NA,NA,NA,NA,NA,NA
"21","2015-07-02 14:01:59-03","JBP","HPL","10438","S","Plantae",NA,NA,"Fabaceae-Faboideae","Exostyles","venusta","Exostyles venusta","Schott ex Spreng.","R. Tsuji","2011","2007","07","31",NA,"Brasil","RJ","Rio de Janeiro","Coletado no Jardim Botânico do Rio de Janeiro.","-43.2075","-22.9028",NA,NA,NA,NA,NA,"R. Tsuji","57442","auto",NA,NA,"2007","07","31",NA,NA,NA,NA,NA,NA
"22","2015-07-02 14:01:48-03","JBP","HPL","11192","S","Plantae",NA,NA,"Fabaceae","Exostyles","venusta","Exostyles venusta",NA,"H. Lorenzi","6268","2007","05","23",NA,"Brasil","ES","Linhares","Coletada na Reserva da Vale do Rio Doce, no fundo da reserva na beira da mata.","-40.0722","-19.3911",NA,NA,NA,NA,NA,"G.P. Lewis","48094","auto",NA,NA,"2009","12","01",NA,NA,NA,NA,NA,NA
"23","2020-12-20 21:17:24-03","UFV","VIC","17982","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Exostyles","venusta","Exostyles venusta","Schott ex Spreng.","Luiza, A.","s.n.","1995","08","22",NA,"Brasil","Bahia",NA,"FLONA Rio Preto",NA,NA,NA,"Altura de 8,0 metros de altura; P10 nº 75.","VIC017982",NA,"VIC017982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-24 17:09:07-03","UFES","SAMES","9293","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Exostyles","venusta","Exostyles venusta","Schott","Pereira, O.J.; Lemes, B.X.; Penha, J.S.; Firmino,A.","9135","2019","07","23",NA,"Brasil","Espírito Santo","Linhares","Cacimbas. Restinga Holocênica.","-40.0722007751465","-19.3910999298096",NA,NA,"SAMES09293",NA,NA,NA,"48094","auto","-397372222.0","-194794445.0",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-24 17:09:07-03","UFES","SAMES","9623","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Exostyles","venusta","Exostyles venusta","Schott","Pereira,O.J.; Lemes,B.X.;Penha,J.S.","9201","2019","08","20",NA,"Brasil","Espírito Santo","Linhares","Praia de Cacimbas.","-40.0722007751465","-19.3910999298096",NA,"Planta com 3m de altura. Flor com pétala avermelhada de base alba. Cálice esverdeado.","SAMES09623",NA,NA,NA,"48094","auto","-397372222.0","-194797223.0",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-11-27 13:48:49-03","UFS","ASE","5444","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Exostyles","venusta","Exostyles venusta","Schot.","Guedes, M.L.","2467","1990","10","03","Southern America","Brasil","Pernambuco","Recife","Mata de Dois Irmãos, mod. 6, ind. 295","-34.881111","-8.054167",NA,"árvore. 2,95. m. CAP de 42cm.; árvore. 2,95. m. CAP de 42cm.","ASE0016134",NA,"ASE0016134",NA,NA,NA,"-34.881111","-8.054167",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-01 16:30:34-03","UNICAMP","UEC","113302","S","Plantae","Magnoliopsida",NA,"Fabaceae","Exostyles","venusta","Exostyles venusta","Schott","Mansano, VF; Folli, DA; Rio, MC; Freitas, MF","84","1999","11","04",NA,"Brazil","Espírito Santo",NA,"Reserva da Companhia Vale do Rio Doce, acero Zé Catalã, prox. a ponte",NA,NA,NA,"Árvore 5m., frutos imaturos verdes",NA,NA,NA,"Mansano, VF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-01 16:30:34-03","UNICAMP","UEC","109529","S","Plantae","Magnoliopsida",NA,"Fabaceae","Exostyles","venusta","Exostyles venusta","Schott","Mansano, VF; Folli, DA","51","1999","08","26",NA,"Brazil","Espírito Santo","Linhares","Reserva da CVRD, Estrada da mantegueira km 1,3","-40.0722007751465","-19.3910999298096",NA,"Árvore com 10m., flores com cálice castanho, pétalas rósease estilete branco",NA,NA,NA,"Mansano, VF","48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-08-20 10:13:33-03","UNICAMP","UEC","108361","S","Plantae","Magnoliopsida",NA,"Fabaceae","Exostyles","venusta","Exostyles venusta","Schott","Mansano, VF; Folli, DA","47","1999","07","28",NA,"Brazil","Espírito Santo","Linhares","Reserva da CVRD, estrada do Flamengo, pr","-40.0722007751465","-19.3910999298096",NA,"flor, Árvore 12m, botões florais róseos.",NA,NA,NA,"Mansano, VF","48094","auto",NA,NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-08-20 10:13:33-03","UNICAMP","UEC","109531","S","Plantae","Magnoliopsida",NA,"Fabaceae","Exostyles","venusta","Exostyles venusta","Schott","Mansano, VF; Folli, DA","55","1999","08","26",NA,"Brazil","Espírito Santo","Linhares","Reserva da CVRD, estrada Flamengo, próxi","-40.0722007751465","-19.3910999298096",NA,"flor, Árvore 4m, flores com pétalas róseas, estilete branco.",NA,NA,NA,"Mansano, VF","48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-08-20 10:13:33-03","UNICAMP","UEC","108360","S","Plantae","Magnoliopsida",NA,"Fabaceae","Exostyles","venusta","Exostyles venusta","Schott","Mansano, VF; Folli, DA","46","1999","07","28",NA,"Brazil","Espírito Santo","Linhares","Reserva da CVRD, estrada Flamengo, próxi","-40.0722007751465","-19.3910999298096",NA,"flor, Árvore 4m, botões florais róseos.",NA,NA,NA,"Mansano, VF","48094","auto",NA,NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-08-20 10:13:33-03","UNICAMP","UEC","103002","S","Plantae","Magnoliopsida",NA,"Fabaceae","Exostyles","venusta","Exostyles venusta","Schott","Mansano, VF","20","1998","10","21",NA,"Brazil","Espírito Santo","Linhares","Reserva Florestal da Companhia Vale do R","-40.0722007751465","-19.3910999298096",NA,"flor, Árvore 12m, sub-bosque, botões florais esverdeados.",NA,NA,NA,"Mansano, VF","48094","auto",NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-08-20 10:13:33-03","UNICAMP","UEC","104017","S","Plantae","Magnoliopsida",NA,"Fabaceae","Exostyles","venusta","Exostyles venusta","Schott","Mansano, VF","25","1998","10","25",NA,"Brazil","Espírito Santo","Linhares","Reserva Florestal da CVRD, atrás do escr","-40.0722007751465","-19.3910999298096",NA,"flor, Árvore 12m, fuste 8m, subbosque, botões florais esverdeados, casca cinza escamosa.",NA,NA,NA,"Mansano, VF","48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-08-20 10:13:33-03","UNICAMP","UEC","104645","S","Plantae","Magnoliopsida",NA,"Fabaceae","Exostyles","venusta","Exostyles venusta","Schott","Mansano, VF","39","1999","01","30",NA,"Brazil","Espírito Santo","Linhares","Reserva Florestal da CVRD, atrás do escr","-40.0722007751465","-19.3910999298096",NA,"flor, Árvore 12m, botões florais esverdeados, fuste cilíndrica, superfície da casca áspera, exudação incolor, descamação em placas.",NA,NA,NA,"Mansano, VF","48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-08-20 10:13:33-03","UNICAMP","UEC","104846","S","Plantae","Magnoliopsida",NA,"Fabaceae","Exostyles","venusta","Exostyles venusta","Schott","Mansano, VF","33","1998","11","13",NA,"Brazil","Espírito Santo","Linhares","Reserva Florestal da CVRD, atrás do escr","-40.0722007751465","-19.3910999298096",NA,"flor, Árvore 12m, botões florais esverdeados, fuste cilíndrica, superfície da casca áspera, exudação incolor, descamação em placas.",NA,NA,NA,"Mansano, VF","48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-08-20 10:13:33-03","UNICAMP","UEC","131465","S","Plantae","Magnoliopsida",NA,"Fabaceae","Exostyles","venusta","Exostyles venusta","Schott","Sartori, ALB; Koch, I; Mansano, VF; Sciamarelli, A; Goldenberg, R","205","1996","08","21",NA,"Brazil","Espírito Santo","Linhares","Reserva Florestal da CVRD, perto do escr","-40.0722007751465","-19.3910999298096",NA,"flor, Árvore 9m, tronco marrom, áspero, descamante, botões com base esverdeada e ápice salmão.","UEC054768",NA,"UEC054768","Mansano, VF","48094","auto",NA,NA,"2000","05",NA,NA,NA,NA,NA,NA,NA
"37","2019-08-20 10:13:33-03","UNICAMP","UEC","88296","S","Plantae","Magnoliopsida",NA,"Fabaceae","Exostyles","venusta","Exostyles venusta","Schott","Sartori, ALB; Koch, I; Mansano, VF; Sciamarelli, A; Goldenberg, R","205","1996","08","21",NA,"Brazil","Espírito Santo","Linhares","Reserva Florestal da CVRD, perto do escr","-40.0722007751465","-19.3910999298096",NA,"flor, Árvore 9m, tronco marrom, áspero, descamante, botões com base esverdeada e ápice salmão.",NA,NA,NA,"Mansano, VF","48094","auto",NA,NA,"2000","05",NA,NA,NA,NA,NA,NA,NA
"38","2019-11-19 14:08:05-03","UFRPE","PEUFR","10904","PreservedSpecimen","Plantae",NA,NA,"Leguminosae-Pap.","Exostyles","venusta","Exostyles venusta","Schott ex Spreng.","M.L. Guedes","2467","1990","10","03",NA,"Brasil","Pernambuco","Recife","Mata de Dois Irmãos, módulo 6, indivíduo nº 295","-34.8810997009277","-8.05389022827148",NA,"Indivíduo com 2,95 m de alt.; CAP de 42cm","PEUFR010904",NA,NA,"M.L. Guedes","18865","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-04-22 16:20:32-03","UFPB","JPB","56165","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Leguminosae","Exostyles","venusta","Exostyles venusta","Schott ex Spreng.","Lima, HC; Ribeiro, RD; Thomaz, LD; Lourenço jr.; Gomes, JML","7005","2008","08","20","Southern America","Brasil","Espírito Santo","Vila Velha","Parque Municipal de Jacarenema, Barra do Jucú, Jacarenema.","-40.322222","-20.416111",NA,"; HABITAT: Restinga Arbórea; DESC: Arvoreta com 3 m altura. Tronco com casca escamosa e cinza escuro, DAP ca. 8 cm. Frutos imaturos esverdeados. Frequente.","JPB0056165",NA,NA,"Lima, HC",NA,NA,"-40.322222","-20.416111","2008","08",NA,NA,NA,NA,NA,NA,NA
"40","2020-04-27 16:09:51-03","UFES","VIES","6672","S","Plantae",NA,NA,"Fabaceae","Exostyles","venusta","Exostyles venusta","Schott","Carvalho, A.M.; Santos, T.S. & Brito, H.S.","2473","1989","09","05",NA,"Brasil","Bahia","Caravelas","Estrada Caravelas.","-39.2658004760742","-17.7318992614746",NA,NA,"VIES006672",NA,"VIES006672","Weiler Júnior, I.","106553","auto",NA,NA,"1996","09","09",NA,NA,NA,NA,NA,NA
"41","2019-09-27 18:04:46-03","UFES","VIES","18860","S","Plantae",NA,NA,"Fabaceae","Exostyles","venusta","Exostyles venusta","Schott","Gomes, J.M.L.; Valadares, R.T.","3384","2009","08","16",NA,"Brasil","Espírito Santo","Presidente Kennedy","Entre Marobá e Praia das Neves.","-41.0466995239258","-21.0988998413086",NA,NA,"VIES018860",NA,"VIES018860","Mansano, V.F.","24088","auto",NA,NA,"2014","10","14",NA,NA,NA,NA,NA,NA
"42","2020-04-27 16:09:51-03","UFES","VIES","12781","S","Plantae",NA,NA,"Fabaceae","Exostyles","venusta","Exostyles venusta","Schott","Borgo, J.H.; Rodrigues, I.D.","2","2000","01","06",NA,"Brasil","Espírito Santo","Serra","Fazenda São José.","-40.3078002929688","-20.1285991668701",NA,NA,"VIES012781",NA,"VIES012781","Rodrigues, I.D.","16451","auto",NA,NA,"2000","01","06",NA,NA,NA,NA,NA,NA
"43","2020-04-27 16:09:51-03","UFES","VIES","9835","S","Plantae",NA,NA,"Fabaceae","Exostyles","venusta","Exostyles venusta","Schott","Passamani, F.; Antônio, R.A.","78","1996","09","24",NA,"Brasil","Espírito Santo","Serra","Jacaraípe.","-40.3078002929688","-20.1285991668701",NA,NA,"VIES009835",NA,"VIES009835","Antônio, R.A.","16451","auto",NA,NA,"1996","10","03",NA,NA,NA,NA,NA,NA
"44","2020-04-27 16:09:51-03","UFES","VIES","9841","S","Plantae",NA,NA,"Fabaceae","Exostyles","venusta","Exostyles venusta","Schott","Zambom, O.; Sá, F.S. & Fernandes, M.","97","1995","08","28",NA,"Brasil","Espírito Santo","Vila Velha","Interlagos.","-40.2924995422363","-20.3297004699707",NA,NA,"VIES009841",NA,"VIES009841","Zambom, O.","27156","auto",NA,NA,"1995","08","28",NA,NA,NA,NA,NA,NA
"45","2020-04-27 16:09:51-03","UFES","VIES","26255","S","Plantae",NA,NA,"Fabaceae","Exostyles","venusta","Exostyles venusta","Schott","Lima, H.C. de; Ribeiro, R.D.; Thomaz, L.D.; Lourenço Júnior, J. & Gomes, J M L","7005","2008","08","20",NA,"Brasil","Espírito Santo","Vila Velha","Parque Natural Municipal de Jacarenema.","-40.2924995422363","-20.3297004699707",NA,NA,"VIES026255",NA,"VIES026255","Lima, H.C. de","27156","auto",NA,NA,"2008","08",NA,NA,NA,NA,NA,NA,NA
"46","2019-06-27 10:25:03-03","UFES","VIES","22907","S","Plantae",NA,NA,"Fabaceae","Exostyles","venusta","Exostyles venusta","Schott","Dias, G.B.","31","2003",NA,NA,NA,"Brasil","Espírito Santo","Vitória","Parque Municipal Gruta da Onça.","-40.3377990722656","-20.3194007873535",NA,NA,"VIES022907",NA,"VIES022907","Pereira, O.J.","15291","auto",NA,NA,"2003",NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-02-12 18:12:06-03","UFES","VIES","36928","S","Plantae",NA,NA,"Fabaceae","Exostyles","venusta","Exostyles venusta","Schott","Gurtler, J.; Dutra, S.C.","JAC 446","2018","02","16",NA,"Brasil","Espírito Santo","Nova Venécia","Fazenda Santa Rita. Ao pé da pedra da torre (P5).","-40.441111","-18.783056",NA,NA,"VIES036928",NA,"VIES036928",NA,NA,NA,"40º26'28''W","18º46'59''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-04-27 16:09:51-03","UFES","VIES","44814","S","Plantae",NA,NA,"Fabaceae","Exostyles","venusta","Exostyles venusta","Schott","Firmino, A.D.; Pereira, O.J.; Penha, J.","1239","2019","07","23",NA,"Brasil","Espírito Santo","Linhares","Cacimbas, ponto de amostragem 6.","-39.738889","-19.478333",NA,NA,"VIES044814",NA,"VIES044814","Valadares, R.T.",NA,NA,"39º44'20''W","19º28'42''S","2020","01","16",NA,NA,"3","3",NA,NA
"49","2020-04-27 16:09:51-03","UFES","VIES","44890","S","Plantae",NA,NA,"Fabaceae","Exostyles","venusta","Exostyles venusta","Schott","Firmino, A.D.; Gudin, G.; Penha, J.; Pereira, O.J.","1305","2019","08","20",NA,"Brasil","Espírito Santo","Linhares","Cacimbas, ponto de amostragem 6.","-39.739167","-19.479167",NA,NA,"VIES044890",NA,"VIES044890","Pereira, O.J.",NA,NA,"39º44'21''W","19º28'45''S","2019","08","20",NA,NA,"6","6",NA,NA
"50","2020-04-27 16:09:51-03","UFES","VIES","32609","S","Plantae",NA,NA,"Fabaceae","Exostyles","venusta","Exostyles venusta","Schott","Gomes, J.M.L.","3950","2010","09","28",NA,"Brasil","Espírito Santo","Aracruz","Vila do Riacho.","-40.2733001708984","-19.8202991485596",NA,NA,"VIES032609",NA,"VIES032609","Gomes, J.M.L.","37987","auto",NA,NA,"2010","09","28",NA,NA,NA,NA,NA,NA
"51","2019-06-27 10:25:03-03","UFES","VIES","33278","S","Plantae",NA,NA,"Fabaceae","Exostyles","venusta","Exostyles venusta","Schott","Moreira, L.N.","40","2007","05","29",NA,"Brasil","Espírito Santo","Cachoeiro de Itapemirim","Floresta Nacional Pacotuba.","-41.1128005981445","-20.8488998413086",NA,NA,"VIES033278",NA,"VIES033278",NA,"35694","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
