"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","minimumDepthInMeters","maximumDepthInMeters","individualCount","fieldNumber"
"23","2021-03-15 16:37:00-03","NY","NYBG","00894007","PreservedSpecimen","Plantae","Myristicaceae","Virola","oleifera","Virola oleifera","(Schott) A.C.Sm.","J. A. Steyermark",NA,NA,NA,"H. L. de M. Barreto","1935","07","07","Brazil","Minas Gerais","Tombos","Fazenda da Cachoeira.","-42.0228","-20.9047",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=979929' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894007","NY00894007_01","1560","Magnoliophyta","Magnoliales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00894009","PreservedSpecimen","Plantae","Myristicaceae","Virola","oleifera","Virola oleifera","(Schott) A.C.Sm.","J. A. Steyermark",NA,NA,NA,"E. P. Heringer","1947","01","01","Brazil","Minas Gerais","Coronel Pacheco","Coronel Pacheco, Estaçao Experimental de Café.","-43.2656","-21.5881",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=979936' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894009","NY00894009_01","2462","Magnoliophyta","Magnoliales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","533365","PreservedSpecimen","Plantae","Myristicaceae","Virola","oleifera","Virola oleifera","(Schott) A.C.Sm.","R. Reitz",NA,NA,NA,"R. Reitz","1956","01","20","Brazil","Santa Catarina","Palhoça","Piloes, Palhoça.","-48.694057","-27.77489",NA,NA,"350","350","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=301126' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533365","NY00533365_01","2545","Magnoliophyta","Magnoliales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","533364","PreservedSpecimen","Plantae","Myristicaceae","Virola","oleifera","Virola oleifera","(Schott) A.C.Sm.","R. Reitz",NA,NA,NA,"R. Reitz","1958","03","06","Brazil","Santa Catarina","Vidal Ramos","Sabiá, Vidal Ramos.","-49.3556","-27.3919",NA,NA,"550","550","Wood sample vouchers deposited at Syracuse University <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=301127' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533364","NY00533364_01","6552","Magnoliophyta","Magnoliales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-02-08 11:09:32-03","UNESP-IBB","BOTU","16648","PreservedSpecimen","Plantae","Myristicaceae","Virola","oleifera","Virola oleifera","(Schott) A.C. Sm.","Paschoal, M.E.S.","2008","03","11","Carmello, S.M.","1987","10","04","Brasil","São Paulo","Itanhaem",NA,"-46.783333","-24.166667","46°47'w","24°10's",NA,NA,NA,"BOTU016648","BOTU016648","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-13 09:20:20-03","UFRJ","RFA","31654","PreservedSpecimen","Plantae","Myristicaceae","Virola","bicuhyba","Virola bicuhyba","(Schott ex Spreng.) Warb.","tatiana Britto Pereira",NA,NA,NA,"Flávio Brito Pereira","2005","10","08","Brasil","Rio de Janeiro","Sapucaia",NA,"-42.853889","-22.0825","42º51'14''W","22º4'57''S",NA,NA,"Arvore, com 15m de altura, 15cm de DAP, sem flor e fruto (época defloração jan/junho), alimento predileto dos jacus.","RFA42229",NA,"s/n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-06-29 11:31:33-03","UFRJ","RFA","11414","PreservedSpecimen","Plantae","Myristicaceae","Virola","bicuhyba","Virola bicuhyba","(Schott ex Spreng.) Warb.",NA,NA,NA,NA,"P. Occhioni","1972","01","18","Brasil","Rio de Janeiro","Rio de Janeiro","Serra dos Órgãos, Pedra do Escalavrado","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"Árvore de 12 m de altura, flor esverdeada","RFA46339",NA,"4786",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"30","2020-06-29 11:31:33-03","UFRJ","RFA","10606","PreservedSpecimen","Plantae","Myristicaceae","Virola","bicuhyba","Virola bicuhyba","(Schott ex Spreng.) Warb.","O. S. Mello",NA,NA,NA,"C. Lage","1937","01","20","Brasil","Rio de Janeiro","Rio de Janeiro","Próximo ao bosque do Óleo Vermelho no Horto Florestal","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"Botões e flores abertas no ramo","RFA46308",NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"31","2020-06-29 11:31:34-03","UFRJ","RFA","31794","PreservedSpecimen","Plantae","Myristicaceae","Virola","oleifera","Virola oleifera","(Schott) A.C. Sm.","S. J. S. Neto","2001",NA,NA,"V. A. Garcia","2000","05",NA,"Brasil","Minas Gerais","Santana do Deserto","Mata Bela Fama","-43.1664009094238","-21.9500007629395",NA,NA,NA,NA,NA,"RFA46318",NA,NA,NA,NA,NA,NA,"12740","auto",NA,NA,NA,NA,NA,NA,NA
"32","2020-11-13 09:20:20-03","UFRJ","RFA","8297","PreservedSpecimen","Plantae","Myristicaceae","Virola","oleifera","Virola oleifera","(Schott) A.C. Sm.","H. Haas; Lindeman",NA,NA,NA,"G.G. Hatschbach","1966","01","18","Brasil","Paraná","Antonina","Caixa D#?#água","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"Árvore de 15 m, flor creme esverdeada","RFA46343",NA,"13535",NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA
"33","2020-11-13 09:20:20-03","UFRJ","RFA","12578","PreservedSpecimen","Plantae","Myristicaceae","Virola","oleifera","Virola oleifera","(Schott) A.C. Sm.","G.G. Hatschbach",NA,NA,NA,"G.G. Hatschbach","1971","12","28","Brasil","Paraná","Morretes",NA,"-48.834400177002","-25.476900100708",NA,NA,"30","30","Árvore 15 m, tronco 50 cm, flor creme esverdeada","RFA46336",NA,"28588",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"34","2020-06-29 11:31:34-03","UFRJ","RFA","31269","PreservedSpecimen","Plantae","Myristicaceae","Virola","oleifera","Virola oleifera","(Schott) A.C. Sm.","C. M. Vieira",NA,NA,NA,"M. A. Louzada; J. C. Gomes","2002",NA,NA,"Brasil","Rio de Janeiro","Angra dos Reis","Parcela: P1; Ind.: 43","-44.3180999755859","-23.0067005157471",NA,NA,NA,NA,NA,"RFA46320",NA,NA,NA,NA,NA,NA,"32988","auto",NA,NA,NA,NA,NA,NA,NA
"35","2020-06-29 11:31:34-03","UFRJ","RFA","6938","PreservedSpecimen","Plantae","Myristicaceae","Virola","oleifera","Virola oleifera","(Schott) A.C. Sm.","P. R. Reitz","1956",NA,NA,"R. Klein","1955","02","10","Brasil","Santa Catarina","Itajaí","Morro da Fazenda","-48.6618995666504","-26.9078006744385",NA,NA,"200","200","Árvore, 20 m, fruto cor verde amarelado","RFA46349",NA,"1038",NA,NA,NA,NA,"27253","auto",NA,NA,NA,NA,NA,NA,NA
"36","2020-11-13 09:20:20-03","UFRJ","RFA","8727","PreservedSpecimen","Plantae","Myristicaceae","Virola","oleifera","Virola oleifera","(Schott) A.C. Sm.","G. Hatschbach",NA,NA,NA,"G.G. Hatschbach; H. Haas","1966","01","19","Brasil","Paraná","Antonina","Estrada Cacatu - Serra Negra",NA,"-45",NA,"45º0'0''S","100","100","Árvore 20 m, flor creme esverdeada","RFA46338",NA,"13541",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-06-29 11:31:34-03","UFRJ","RFA","31305","PreservedSpecimen","Plantae","Myristicaceae","Virola","oleifera","Virola oleifera","(Schott) A.C. Sm.","C. M. Oliveira",NA,NA,NA,"C. M. Vieira; M. A. Louzada, I. Aximoff & J. C.Gomes","2003","02","19","Brasil","Rio de Janeiro","Silva Jardim","REBIO Poço das Antas, proximidades da trilha Portuense. Parcela B; Ind.: 49; Altura: 15 m; CAP: 37,5cm","-42.3917007446289","-22.6508007049561",NA,NA,NA,NA,NA,"RFA46317",NA,"1506",NA,NA,NA,NA,"29995","auto",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-30 12:45:36-03","EAO","IAN","131788","PreservedSpecimen","Plantae","Myristicaceae","Virola","bicuhyba","Virola bicuhyba","(Schott ex Spreng) Warb.","Rodrigues, WA","1996","09",NA,"Rodrigues, A","1968","11","07","Brasil","Minas Gerais",NA,"Serra da Cantareira . Taperinha. L. 4-Z.",NA,NA,NA,NA,NA,NA,NA,"IAN131788",NA,"11","Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-30 12:45:36-03","EAO","IAN","99614","PreservedSpecimen","Plantae","Myristicaceae","Virola","bicuhyba","Virola bicuhyba","(Schott ex Spreng) Warb.","Rodrigues, WA","1996","09",NA,"Fróes, RL","1957","08","28","Brasil","Minas Gerais","Coronel Fabriciano","Região do Rio Piracicaba.&nf;Mata virgem da Reserva Florestal do Estado.","-42.6288986206055","-19.5186004638672",NA,NA,NA,NA,"Amostra de madeira.; Árvore de 15m de altura.","IAN099614",NA,"33385","Dicotiledônea",NA,"Southern America",NA,"21443","auto",NA,NA,NA,NA,NA,NA,NA
"40","2013-07-03 11:16:12-03","EBDA","BAH","748","S","Plantae","Myristicaceae","Virola","bicuhyba","Virola bicuhyba","(Schott ex Spreng.) Warb.","Inacio de Menezes","1953","12",NA,"Inacio de Menezes","1953","12",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-12-04 15:26:06-03","PUCPR","HUCP","23058","S","Plantae","Myristicaceae","Virola","bicuhyba","Virola bicuhyba","(Schott ex Spreng.) Warb.","Bonaldi, R",NA,NA,NA,"Bonaldi, R","2012","09","10","Brasil","Paraná","Paranaguá",NA,"-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"HUCP00015969","HUCP00015969","541","Magnoliidae",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA
"42","2019-10-09 11:20:57-03","UFBA","ALCB","78143","PreservedSpecimen","Plantae","Myristicaceae","Virola","bicuhyba","Virola bicuhyba",NA,"Queiroz, EP","2007","05",NA,"Lima, STC; Queiroz, EP","2007","05","03","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Jardim Botânico de Salvador","-38.5","-12.966667","-38.5","-12.966667",NA,NA,"folhas cartáceas, concolores, face abaxial com nervura impressa. Material estéril.",NA,NA,"69","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-10-09 11:20:57-03","UFBA","ALCB","82260","PreservedSpecimen","Plantae","Myristicaceae","Virola","bicuhyba","Virola bicuhyba",NA,"Campos, GS","2007","08",NA,"Campos, GS; Alencar, AP","2007","05","20","Brasil","Bahia","Buerarema","Litoral Sul, Aldeia dos Índios Tupinambá da Serra do padeiro.","-39.283333","-14.95","-39.283333","-14.95",NA,NA,"ca. de 5,0 m de altura, folhas alternas, cartáceas, discolores, pêlos ferrugíneos nas folhas, caule e pecíolo.","ALCB004686","ALCB004686 ALCB004686_1","26","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-02-08 09:44:53-03","NBC","NL-BOTANY","L.4159813","PreservedSpecimen","Plantae","Myristicaceae","Virola","oleifera","Virola oleifera","(Schott) A.C.Sm.",NA,NA,NA,NA,"Morawetz W","1975","08","25","Brazil",NA,NA,"Municipio de Ubatuba. Serra do Mar, along the road from UBATUBA to TAUBATE, km 78 - 89.","-45.116667","-23.416667","-45.116667","-23.416667",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4159813 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4159813","NL-L4159813",NA,NA,"Magnoliales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"45","2020-02-08 09:44:53-03","NBC","NL-BOTANY","U 0275480","PreservedSpecimen","Plantae","Myristicaceae","Virola","oleifera","Virola oleifera","(Schott) A.C.Sm.",NA,NA,NA,NA,"Hatschbach GG; Lindeman JC; Horreüs de Haas R",NA,NA,NA,"Brazil","Paraná",NA,"near Antonica",NA,NA,NA,NA,NA,NA,"rain forest<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200275480 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0275480",NA,NA,NA,"Magnoliales","Southern America",NA,NA,NA,"Magnoliopsidae","Uw14374",NA,NA,NA,NA,NA
"46","2020-11-04 11:14:15-03","ESALQ","ESA","114774","PreservedSpecimen","Plantae","Myristicaceae","Virola","bicuhyba","Virola bicuhyba",NA,NA,NA,NA,NA,"Campos, M.C.R.","2006","07","16","Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,"ESA114774","ESA114774","709.0","Magnoliophyta",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
