"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","typeStatus","verbatimLongitude","verbatimLatitude","individualCount"
"14","2020-11-04 11:11:24-03","ESALQ","ESA","91974","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Iridaceae","Neomarica","glauca","Neomarica glauca","(Seub ex klatt)Sprague","Gil, A.","Boone, W.","1063.0","1986","01","30",NA,"Brasil","Espírito Santo",NA,"-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"ESA091974","ESA091974","Santa Tereza","23813","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-11-04 11:11:24-03","ESALQ","ESA","106597","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Iridaceae","Neomarica","glauca","Neomarica glauca",NA,NA,"Sello","1210.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA106597",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-04 11:11:24-03","ESALQ","ESA","91972","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Iridaceae","Neomarica","glauca","Neomarica glauca","(Seub ex klatt)Sprague","Gil, A.","Roone, W.","1019.0","1986","01","13",NA,"Brasil","Espírito Santo",NA,"-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"ESA091972","ESA091972","Santa Tereza","23813","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-04 11:11:24-03","ESALQ","ESA","61839","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Iridaceae","Neomarica","glauca","Neomarica glauca","(Seub ex klatt)Sprague","Gil, A.","Vasconcelos, M.F.",NA,"1996","11","11",NA,"Brasil","Minas Gerais",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"ESA061839","ESA061839","Belo Horizonte","17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-04 11:11:24-03","ESALQ","ESA","48266","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Iridaceae","Neomarica","glauca","Neomarica glauca","(Seub ex klatt)Sprague","Gil, A.","Simão-Bianchini, R. ; Bianchini, S.","548.0","1994","10","14",NA,"Brasil","Rio de Janeiro",NA,"-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"ESA048266","ESA048266","Itatiaia","19648","auto","2008","08","01",NA,NA,NA,NA,NA,NA
"19","2020-11-04 11:11:24-03","ESALQ","ESA","91973","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Iridaceae","Neomarica","glauca","Neomarica glauca","(Seub ex klatt)Sprague","Gil, A.","Boudet-Fernandes, H.Q.","2248.0","1986","09","01",NA,"Brasil","Espírito Santo",NA,"-40.5297012329102","-20.1005992889404",NA,NA,NA,NA,"ESA091973","ESA091973","Santa Leopoldina","23799","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2016-02-02 14:38:20-02","BGBM","B","B 10 0753800","S","Plantae",NA,NA,"Iridaceae","Neomarica","glauca","Neomarica glauca","Sprague",NA,"Sellow","1210",NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100753800 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100753800","B100753800",NA,NA,NA,NA,NA,NA,NA,NA,"holotype",NA,NA,NA
"21","2021-03-01 16:19:53-03","UNICAMP","UEC","169076","S","Plantae","Liliopsida",NA,"Iridaceae","Neomarica","glauca","Neomarica glauca","(Steub. ex Klatt) Sprague","Gil, ASB","Fortuna-Perez, AP; Esgario, C; Fadini, F; et al.","1351","2005","04","23",NA,"Brazil","Espírito Santo","Serra do Sobreiro, (Divisa com Baixo Guandú), Pedra do Caparaó, mata (dossel 8 m).","-40.980556","-19.741389","1375","1375",NA,"Terrestre, umbrófila, flores brancas com pintas roxas.","UEC007743","UEC007743","Itaguaçú",NA,NA,"2008","09",NA,NA,NA,NA,"-40.980556","-19.741389",NA
"22","2021-03-01 16:19:53-03","UNICAMP","UEC","169078","S","Plantae","Liliopsida",NA,"Iridaceae","Neomarica","glauca","Neomarica glauca","(Steub. ex Klatt) Sprague","Gil, ASB","Pereira, FMB","27/61","2001","01","06",NA,"Brazil","Rio de Janeiro","3º Distrito Sítio Suíça. Coletadas organizadas pela EXTRACTA MOLÉCULAS NATURAIS LTDA, Projeto de Bioprospecção.","-42.848333","-22.081111","811","811",NA,"Planta herbácea, folha verde, flor branca e roxa mata, de encosta, sobre solo argiloso, abundante no local, luminosidade baixa.","UEC007744","UEC007744","Sapucaia",NA,NA,"2008","08",NA,NA,NA,NA,"-42.848333","-22.081111",NA
"23","2021-03-01 16:19:53-03","UNICAMP","UEC","17232","S","Plantae","Liliopsida",NA,"Iridaceae","Neomarica","glauca","Neomarica glauca","(Steub. ex Klatt) Sprague","Gil, ASB","Cruz, ND; Shepherd, GJ; et al.","6273","1977","11","17",NA,"Brazil","Minas Gerais","Serra do Caraça, Ca. 70 Km ao suleste de Belo Horizonte. Próximo ao Mosteiro do Caraça.",NA,NA,NA,NA,NA,"Sub-arbusto até 80cm. Flores roxo-claro, com tons amarelados.; Mata ciliar.","UEC056125","UEC056125",NA,NA,NA,"2008","10",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-01 16:19:53-03","UNICAMP","UEC","174651","S","Plantae","Liliopsida",NA,"Iridaceae","Neomarica","glauca","Neomarica glauca","(Steub. ex Klatt) Sprague","Gil, ASB","Gil, ASB; Aona, LYS","147","2005","02","19",NA,"Brazil","Espírito Santo","Parque Nacional Augusto Ruschi. Trilha 1 Km antes da sede do Parque, em frente da casa sob pedra.","-40.568639","-19.902972",NA,NA,NA,"Em fruto (material estava em cultivo na casa de vegetação da UNICAMP).; Floresta ombrófila densa.","UEC080004","UEC080004","Santa Teresa",NA,NA,NA,NA,NA,NA,NA,NA,"-40.568639","-19.902972",NA
"25","2021-03-01 16:19:53-03","UNICAMP","UEC","169075","S","Plantae","Liliopsida",NA,"Iridaceae","Neomarica","glauca","Neomarica glauca","(Steub. ex Klatt) Sprague","Gil, ASB","Leoni, BS; et al.","4269","1999","10","16",NA,"Brazil","Minas Gerais","Fazenda Mekine.&nf;P.E.S.B.","-42.5208015441895","-20.6667003631592",NA,NA,NA,"Herbácea; corola amareladacom nuances roxas..","UEC007745","UEC007745","Araponga","16385","auto","2007","05","22",NA,NA,NA,NA,NA,NA
"26","2021-03-01 16:19:53-03","UNICAMP","UEC","169077","S","Plantae","Liliopsida",NA,"Iridaceae","Neomarica","glauca","Neomarica glauca","(Steub. ex Klatt) Sprague","Gil, ASB","Leoni, BS; Gil, ASB; et al.","6106","2005","02","16",NA,"Brazil","Minas Gerais","Parque Nacionaldo Vale Verde.","-41.9043998718262","-20.523099899292","1300","1300",NA,"Herbácea; frutos imaturos.","UEC007746","UEC007746","Caparaó","15056","auto","2007","05","22",NA,NA,NA,NA,NA,NA
"27","2019-11-06 09:55:51-03","UFOP","OUPR","13533","PreservedSpecimen","Plantae",NA,NA,"Iridaceae","Neomarica","glauca","Neomarica glauca","(Seub. ex Klatt) Sprague","Gil, A (LEFB)","Baeta-Neves, A.T.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,"Mata. Erva. Flores azuis",NA,NA,"Ouro Preto","44599","auto","2012",NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-04-27 16:10:11-03","UFES","VIES","21186","S","Plantae",NA,NA,"Iridaceae","Neomarica","glauca","Neomarica glauca","(Seub. ex Klatt) Sprague",NA,"Zorzanelli, J.P.F.; Silva, A.E.","322","2012","01","20",NA,"Brasil","Espírito Santo","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,"VIES021186",NA,"Iúna","32198","auto","2013","02","26",NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:29:49-03","MBM","MBM","420953","PreservedSpecimen","Plantae",NA,NA,"Iridaceae","Neomarica","glauca","Neomarica glauca","(Seub. ex Klatt) Sprague","Mazziero, F.F.F.","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","3936","2018","11","14","Southern America","Brazil","Minas Gerais","Samarco","-43.468889","-20.229167","995","995",NA,"Subarbusto, 0,8 m, bracteas vináceas, flores rosa-escuro.; Vegetação secundária média/avançada","MBM420953",NA,"Mariana",NA,NA,"2018","12","01",NA,NA,NA,"-43.468889","-20.229167",NA
"30","2020-12-11 11:44:12-03","UFMG","BHCB","149111","PreservedSpecimen","Plantae","Monocotyledon",NA,"Iridaceae","Neomarica","glauca","Neomarica glauca","(Seub. ex Klatt) Sprague",NA,"Tameirão Neto, E; Mansur, T","4939","2011","01","13","Southern America","Brasil","Minas Gerais","Serra Gandarela, Projeto Mina Apolo","-49.689019","-20.042944","1596","1596",NA,"Herbáceo.; Transição entre o campo rupestre sobre canga couraçada e a floresta estacional semidecidual.","BHCB051486",NA,"Santa Bárbara",NA,NA,"2011","03",NA,NA,NA,NA,"-49.689019","-20.042944",NA
"31","2020-12-11 11:44:12-03","UFMG","BHCB","10385","PreservedSpecimen","Plantae","Monocotyledon",NA,"Iridaceae","Neomarica","glauca","Neomarica glauca","(Seub. ex Klatt) Sprague",NA,"Braga, MMN; Scatena, VL; Gouvea, AMV; Figueiredo, JB; Veltein, SB","s.n.","1985","11","20","Southern America","Brasil","Minas Gerais","Serra do Caraça.",NA,NA,NA,NA,NA,"flores roxas; coletada e encontrada ao longo de toda a estrada da Cascatinha.; Campo rupestre, arbusto 90cm, flores roxas, coletada e encontrada ao longo de toda a estrada da Cascatinha","BHCB004312",NA,NA,NA,NA,"2008","09",NA,NA,NA,NA,NA,NA,NA
"32","2020-12-11 11:44:12-03","UFMG","BHCB","1576","PreservedSpecimen","Plantae","Monocotyledon",NA,"Iridaceae","Neomarica","glauca","Neomarica glauca","(Seub. ex Klatt) Sprague",NA,"Grandi, TSM; et al.","1946","1985","09","28","Southern America","Brasil","Minas Gerais","Serra da Piedade","-43.666667","-19.816667","1600","1600",NA,"Flores rosas tigradas de marrom; Herbáceo, Flores rosas tigradas de marrom; Campo rupestre","BHCB004313",NA,"Caeté",NA,NA,"2008","09",NA,NA,NA,NA,"-43.666667","-19.816667",NA
"33","2020-12-11 11:44:12-03","UFMG","BHCB","165708","PreservedSpecimen","Plantae","Monocotyledon",NA,"Iridaceae","Neomarica","glauca","Neomarica glauca","(Seub. ex Klatt) Sprague",NA,"Souza, FS; Tomich, S; Miranda, E; Machado, TM","1787","2013","01","08","Southern America","Brasil","Minas Gerais","Retiro das Pedras, Litotipo: Itabirito.","-43.991389","-20.077222","1423","1423",NA,"Terrestre, flores passadas, fruto imaturo verde. Projeto Lacunas do Conhecimento.",NA,NA,"Nova Lima",NA,NA,"2014","03",NA,NA,NA,NA,"-43.991389","-20.077222",NA
"34","2020-12-11 11:44:12-03","UFMG","BHCB","166143","PreservedSpecimen","Plantae","Monocotyledon",NA,"Iridaceae","Neomarica","glauca","Neomarica glauca","(Seub. ex Klatt) Sprague",NA,"Souza, FS; Tomich, S; Miranda, E; Machado, TM","2098","2013","03","07","Southern America","Brasil","Minas Gerais","Mina de Alegria, Morro da Mina. Litotipo: Itabirito, itabirito filítico e dolomítico.","-43.453056","-20.161667","993","993",NA,"Terrestre no Campo Rupestre Ferruginoso Arbustivo, flores azuis. Projeto Lacunas do Conhecimento.",NA,NA,"Mariana",NA,NA,"2014","04",NA,NA,NA,NA,"-43.453056","-20.161667",NA
"35","2020-12-11 11:44:12-03","UFMG","BHCB","176501","PreservedSpecimen","Plantae","Monocotyledon",NA,"Iridaceae","Neomarica","glauca","Neomarica glauca","(Seub. ex Klatt) Sprague",NA,"Paiva, JAM; Pivari, MOD; Tomich, S; Nascimento, L","113","2015","04","16","Southern America","Brasil","Minas Gerais","RPPN Poço Fundo, RPPN proxima à Mina de Fabrica","-43.905833","-20.445833","1260","1260",NA,"Erva; frutos imaturos verdes.; Campo Rupestre Ferreginoso",NA,NA,"Congonhas",NA,NA,"2015","05","01",NA,NA,NA,"-43.905833","-20.445833",NA
"36","2020-12-11 11:44:12-03","UFMG","BHCB","176511","PreservedSpecimen","Plantae","Monocotyledon",NA,"Iridaceae","Neomarica","glauca","Neomarica glauca","(Seub. ex Klatt) Sprague",NA,"Paiva, JAM; Pivari, MOD; Tomich, S; Nascimento, L","183","2015","04","28","Southern America","Brasil","Minas Gerais","Mina Fazendão","-43.436667","-20.153611","940","940",NA,"Erva; frutos imaturos verdes.; Capão com afloramento ferrifero",NA,NA,"Mariana",NA,NA,"2015","05","01",NA,NA,NA,"-43.436667","-20.153611",NA
"37","2020-12-11 11:44:12-03","UFMG","BHCB","176539","PreservedSpecimen","Plantae","Monocotyledon",NA,"Iridaceae","Neomarica","glauca","Neomarica glauca","(Seub. ex Klatt) Sprague",NA,"Paiva, JAM; Pivari, MOD; Tomich, S; Nascimento, L","414","2015","05","08","Southern America","Brasil","Minas Gerais","RPPN Poço Fundo, RPPN proxima à Mina de Fabrica","-43.905833","-20.445833",NA,NA,NA,"Prensado em álcool; Erva; frutos maduros castanhos; Floresta Estacional Semidecidual com Afloramento Ferrífero",NA,NA,"Congonhas",NA,NA,"2015","06","01",NA,NA,NA,"-43.905833","-20.445833",NA
"38","2020-12-11 11:44:12-03","UFMG","BHCB","176566","PreservedSpecimen","Plantae","Monocotyledon",NA,"Iridaceae","Neomarica","glauca","Neomarica glauca","(Seub. ex Klatt) Sprague",NA,"Pivari, MOD; Paiva, JAM; Tomich, S; Nascimento, L","2213","2015","04","23","Southern America","Brasil","Minas Gerais","RPPN Andaime","-43.824167","-20.175",NA,NA,NA,"Prensado em álcool; Erva; ca. 2,0m alt; brácteas e frutos imaturos verdes.; Floresta Estacional Semidecidual estágio secunndário",NA,NA,"Rio Acima",NA,NA,"2015","05","01",NA,NA,NA,"-43.824167","-20.175",NA
"39","2020-12-11 11:44:12-03","UFMG","BHCB","176572","PreservedSpecimen","Plantae","Monocotyledon",NA,"Iridaceae","Neomarica","glauca","Neomarica glauca","(Seub. ex Klatt) Sprague",NA,"Pivari, MOD; Paiva, JAM; Tomich, S; Nascimento, L","2286","2015","05","08","Southern America","Brasil","Minas Gerais","RPPN Capitão do Mato","-43.924722","-20.147222",NA,NA,NA,"Erva; ca. 0,8m alt; brácteas verdes; flores azuis.; Campo Rochoso Ferruginoso arborescente",NA,NA,"Nova Lima",NA,NA,"2015","06","01",NA,NA,NA,"-43.924722","-20.147222",NA
"40","2020-12-11 11:44:12-03","UFMG","BHCB","165941","PreservedSpecimen","Plantae","Monocotyledon",NA,"Iridaceae","Neomarica","glauca","Neomarica glauca","(Seub. ex Klatt) Sprague",NA,"Souza, FS; Tomich, S; Miranda, E; Machado, TM","1961","2013","02","19","Southern America","Brasil","Minas Gerais","Morro do Baú, Litotipo: Itabirito e itabirito dolomítico, com lentes de dolomito","-43.579722","-20.023889","1286","1286",NA,"Terrestre na borda de mata, flores roxas. Projeto Lacunas do Conhecimento.",NA,NA,"Barão de Cocais",NA,NA,"2014","04",NA,NA,NA,NA,"-43.579722","-20.023889",NA
"41","2020-12-11 11:44:12-03","UFMG","BHCB","80450","PreservedSpecimen","Plantae","Monocotyledon",NA,"Iridaceae","Neomarica","glauca","Neomarica glauca","(Seub. ex Klatt) Sprague",NA,"Viana, PL","812","2002","10","20","Southern America","Brasil","Minas Gerais","Retiro das Pedras","-43.938056","-20.322194","1400","1400",NA,NA,"BHCB004315",NA,"Brumadinho",NA,NA,"2008","09",NA,NA,NA,NA,"-43.938056","-20.322194",NA
"42","2020-12-11 11:44:12-03","UFMG","BHCB","75619","PreservedSpecimen","Plantae","Monocotyledon",NA,"Iridaceae","Neomarica","glauca","Neomarica glauca","(Seub. ex Klatt) Sprague",NA,"Viana, PL","420","2002","01","15","Southern America","Brasil","Minas Gerais","Retiro das Pedras","-43.983611","-20.093056","1400","1400",NA,"Erva dentro de capão de canga","BHCB004260",NA,"Brumadinho",NA,NA,"2008","09",NA,NA,NA,NA,"-43.983611","-20.093056",NA
"43","2020-12-11 11:44:12-03","UFMG","BHCB","8256","PreservedSpecimen","Plantae","Monocotyledon",NA,"Iridaceae","Neomarica","glauca","Neomarica glauca","(Seub. ex Klatt) Sprague",NA,"Grandi, TSM; J.Paula, A","104","1986","10","25","Southern America","Brasil","Minas Gerais","Serra da Piedade","-43.666667","-19.816667","1350","1350",NA,"Mata secundária;arbusto;4ºestação de coleta;","BHCB004261",NA,"Caeté",NA,NA,"2008","09",NA,NA,NA,NA,"-43.666667","-19.816667",NA
"44","2020-12-11 11:44:12-03","UFMG","BHCB","8957","PreservedSpecimen","Plantae","Monocotyledon",NA,"Iridaceae","Neomarica","glauca","Neomarica glauca","(Seub. ex Klatt) Sprague",NA,"Horta, MB; et al.","54","1986","12","10","Southern America","Brasil","Minas Gerais","Caraça. Cascatinha.",NA,NA,NA,NA,NA,"Campo;sub-arbusto;corola roxa no interior;amarelas;; Campo rupestre, sub-arbustivo, corolas roxas, no interior amarelas","BHCB004314",NA,NA,NA,NA,"2008","09",NA,NA,NA,NA,NA,NA,NA
"45","2020-12-11 11:44:12-03","UFMG","BHCB","60009","PreservedSpecimen","Plantae","Monocotyledon",NA,"Iridaceae","Neomarica","glauca","Neomarica glauca","(Seub. ex Klatt) Sprague",NA,"Brina, AE","s.n.","2000","12","10","Southern America","Brasil","Minas Gerais",NA,"-43.4160995483398","-20.377799987793",NA,NA,NA,"Campo rupestre","BHCB004311",NA,"Mariana","33524","auto","2008","09",NA,NA,NA,NA,NA,NA,NA
"46","2020-12-11 11:44:12-03","UFMG","BHCB","63901","PreservedSpecimen","Plantae","Monocotyledon",NA,"Iridaceae","Neomarica","glauca","Neomarica glauca","(Seub. ex Klatt) Sprague",NA,"Mota, RC da; Viana, L","619","2001","01","29","Southern America","Brasil","Minas Gerais","Mina da Samitri.","-43.4160995483398","-20.377799987793",NA,NA,NA,"Planta coletada em borda de mata semidecídua; erva; flores azuladas.","BHCB004259",NA,"Mariana","33524","auto","2008","09",NA,NA,NA,NA,NA,NA,NA
"47","2020-12-11 11:44:12-03","UFMG","BHCB","5769","PreservedSpecimen","Plantae","Monocotyledon",NA,"Iridaceae","Neomarica","glauca","Neomarica glauca","(Seub. ex Klatt) Sprague",NA,"Grandi, TSM; et al.","1263","1982","12","01","Southern America","Brasil","Minas Gerais","Morro do Chapéu","-43.8466987609863","-19.9855995178223",NA,NA,NA,"Campo;cerrado;herbáceo;; Campo Cerrado, herbáceo","BHCB004318",NA,"Nova Lima","29211","auto","2008","09",NA,NA,NA,NA,NA,NA,NA
"48","2020-12-11 11:44:12-03","UFMG","BHCB","6968","PreservedSpecimen","Plantae","Monocotyledon",NA,"Iridaceae","Neomarica","glauca","Neomarica glauca","(Seub. ex Klatt) Sprague",NA,"Eliasaro, S","15","1985","11","20","Southern America","Brasil","Minas Gerais","Serra do Caraça, Caminho da Cascatinha","-43.4152984619141","-19.959400177002",NA,NA,NA,"Herbáceo;",NA,NA,"Santa Bárbara","33136","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-12-11 11:44:12-03","UFMG","BHCB","53397","PreservedSpecimen","Plantae","Monocotyledon",NA,"Iridaceae","Neomarica","glauca","Neomarica glauca","(Seub. ex Klatt) Sprague",NA,"Mota, RC da","89","1999","10","23","Southern America","Brasil","Minas Gerais","Serra do Caraça., Perto dos Taboões","-43.4075012207031","-20.0746994018555",NA,NA,NA,"Coletada na borda de mata secundária",NA,NA,"Catas Altas","11966","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
