"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","yearIdentified","coordinatePrecision","geoFlag","typeStatus","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","class","relatedCatalogItem"
"16","2020-12-21 16:27:19-03","MBM","MBM","12674","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","glycyrrhizoides","Mimosa glycyrrhizoides","Barneby","Barneby, R.","Hatschbach, G.","22526","1969","10","20","Southern America","Brazil","Rio das Mortes",NA,"Arbusto; campo pedregoso; Arbusto 1,50m.; Campo pedregoso.","MBM012674","Paraná","Guarapuava","-51.4580993652344","-25.395299911499",NA,NA,"MBM012674","1985","53832","auto","PARATYPE",NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-12-21 16:27:19-03","MBM","MBM","347122","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","glycyrrhizoides","Mimosa glycyrrhizoides","Barneby","Morales, M.","Silva, J.M.; Poliquesi, C.B.; Cordeiro, J.; Poliquesi, C.B.; Cordeiro, J.","6999","2008","09","26","Southern America","Brazil","Rio das Pedras",NA,"Arbusto, 1,80m, flor rosada. Orla do capão","MBM347122","Paraná","Guarapuava","-51.4580993652344","-25.395299911499",NA,NA,"MBM347122","2010","53832","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-12-21 16:27:19-03","MBM","MBM","96124","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","glycyrrhizoides","Mimosa glycyrrhizoides","Barneby","Barneby, R.","Hatschbach, G.; Smith, L.B.; Klein, R.; Smith, L.B.; Klein, R.","28228","1971","12","04","Southern America","Brazil","Rio Chopim",NA,"Arbusto, 1m; campo pedregoso; Arbusto 1m.; Campo pedregoso.","MBM096124","Paraná","Palmas","-51.9906005859375","-26.4841995239258",NA,NA,"MBM096124","1985","46666","auto","PARATYPE",NA,NA,NA,NA,NA,NA,NA,NA
"19","2015-10-02 07:05:24-03","MNHN","RECOLNAT_MNHN_P","P00732600","PreservedSpecimen",NA,NA,NA,"Fabaceae","Mimosa","glycyrrhizoides","Mimosa glycyrrhizoides","Barneby","Barneby","Hatschbach, G.",NA,"1966","12","14",NA,"Brésil","Estr. Palmas-Mangueirinha, Palmas, Parana","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00732600' target='other'> <mi>dwc_moreinfo</mi></a>","P00732600",NA,NA,NA,NA,NA,NA,"P00732600_01",NA,NA,NA,"isotype",NA,NA,NA,NA,"15480",NA,NA,NA
"20","2021-02-11 17:19:03-03","UFPR","UPCB","18576","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","glycyrrhizoides","Mimosa glycyrrhizoides","Barneby","Barneby, R.C.","Hatschbach, G.","52315","1988","09","16",NA,"Brasil","BR 280, próximo ao trevo para Clevelândia",NA,"Arbusto, 2m, estames rosado escuro. Borda do campo..",NA,"Paraná",NA,NA,NA,"920","920",NA,"1989",NA,NA,NA,"01","01",NA,NA,NA,NA,NA,NA
"21","2020-04-07 10:11:00-03","MO","MOBOT","101189183","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","glycyrrhizoides","Mimosa glycyrrhizoides","Barneby",NA,"Gert G. Hatschbach","Hatschbach 15480","1966","12","14","South America","Brazil","Estr. Palmas-Mangueirinha.",NA,NA,NA,"Paraná","Palmas","-51.9906005859375","-26.4841995239258",NA,NA,NA,NA,"46666","auto","Holotype",NA,NA,NA,NA,NA,"1",NA,NA
"22","2009-12-04 16:24:00-02","MO","MOBOT","2916051","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","glycyrrhizoides","Mimosa glycyrrhizoides","Barneby","R. Barneby","Gert G. Hatschbach|J.M. Silva","Hatschbach 52315","1988","9","16","South America","Brazil","Rod. BR-280, próx. ao trevo para Clevelândia,",NA,NA,NA,"Paraná",NA,NA,NA,"920.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2010-11-13 04:26:00-02","MO","MOBOT","2916132","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","glycyrrhizoides","Mimosa glycyrrhizoides","Barneby","R. Barneby 85","Gert G. Hatschbach|Lyman B. Smith|Roberto M. Klein","Hatschbach 28228","1971","12","4","South America","Brazil","Rio Chopim (mun. Palmas).",NA,NA,NA,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-03-29 10:41:24-03","UFSM","HDCF","7176","S","Plantae",NA,NA,"Fabaceae","Mimosa","glycyrrhizoides","Mimosa glycyrrhizoides","Barneby","Schmidt-Silveira, F.","Silveira, D.",NA,"2015","05","14","América","Brasil",NA,NA,"RS-617-2-10-2RN",NA,"Rio Grande do Sul","Caçapava do Sul","-53.46","-30.78",NA,NA,NA,"2015",NA,NA,NA,"12","18","-53.46","-30.78",NA,NA,NA,NA
"25","2015-10-22 10:02:51-02","UNIOESTE","UNOP","2017","S","Plantae",NA,NA,"Fabaceae","Mimosa","glycyrrhizoides","Mimosa glycyrrhizoides","Barneby","Morales, M.","Silva, J.M.; Poliquesi, C.B.; Cordeiro, J.; Poliquesi, C.B.; Cordeiro, J.","6999","2008","09","26",NA,"Brasil","Rios das Pedras",NA,"Arbusto, 1,80 m, flor rosada. Orla do capão.",NA,"Paraná","Guarapuava","-51.4580993652344","-25.395299911499",NA,NA,NA,"2010","53832","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-07-25 15:01:44-03","UNIOESTE","UNOP","2345","S","Plantae",NA,NA,"Fabaceae","Mimosa","glycyrrhizoides","Mimosa glycyrrhizoides","Barneby","Barneby, R.","Hatschbach, G.","15480","1966","12","14",NA,"Brasil","Estrada Palmas-Mangueirinha",NA,"Arbusto, 1,30m; borda de campo. ISOTYPUS",NA,"Paraná","Palmas","-51.9906005859375","-26.4841995239258",NA,NA,NA,"1984","46666","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-09-12 05:00:02-03","US","US","3076619","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Mimosa","glycyrrhizoides","Mimosa glycyrrhizoides","Barneby",NA,"G. Hatschbach","15480","1966","12","14","South America","Brazil","Estr. Palmas-Mangueirinha (mun. Palmas).",NA,NA,"US00997067","Paraná",NA,NA,NA,NA,NA,"US00997067_01",NA,NA,NA,"Isotype",NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"28","2020-09-12 05:00:02-03","US","US","2564601","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Mimosa","glycyrrhizoides","Mimosa glycyrrhizoides","Barneby",NA,"G. Hatschbach","15480","1966","12","14","South America","Brazil","Estrada Palmas-Mangueirinha.",NA,NA,"US00170484","Paraná",NA,NA,NA,NA,NA,"US00170484_01",NA,NA,NA,"Isotype",NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"29","2020-09-12 05:00:02-03","US","US","3172686","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Mimosa","glycyrrhizoides","Mimosa glycyrrhizoides","Barneby",NA,"G. Hatschbach & J. M. Silva","52315","1988","9","16","South America","Brazil","Rod. BR-280,prox. ao trevo para Clevelandia",NA,NA,"US02206054","Paraná",NA,NA,NA,"920",NA,"US02206054_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"30","2020-09-12 05:00:02-03","US","US","3087820","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Mimosa","glycyrrhizoides","Mimosa glycyrrhizoides","Barneby",NA,"G. Hatschbach","22526","1969","10","20","South America","Brazil","Rio das Mortes (mun. Guarapuava)",NA,NA,"US02206053","Paraná",NA,NA,NA,NA,NA,"US02206053_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"31","2020-09-02 16:29:10-03","Cenargen","CEN","113500","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Mimosoideae","Mimosa","glycyrrhizoides","Mimosa glycyrrhizoides","Barneby","F. Schmidt-Silveira","Fernanda Schmidt-Silveira","1081","2019","02","08",NA,"Brasil",NA,"Exsicatas","Frutos em final de dispersão, folhagem glutinosa. Doação Herbário ICN-UFRGS. ICN nº 200366","CEN00113500","RS","PASSA SETE","-52.9613990783691","-29.4533004760742",NA,NA,"CEN00113500","2019","21578","auto",NA,"02",NA,NA,NA,NA,"1",NA,NA
"32","2020-10-15 09:53:51-03","UFPR","EFC","17072","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","glycyrrhizoides","Mimosa glycyrrhizoides","Barneby","Morales, M.","Silva, J.M.; Poliquesi, C.B. & Cordeiro, J.","6999","2008","09","26",NA,"Brasil","Rio das Pedras",NA,"Arbusto, 1,80 m; flor rosada. Orla do capão.","EFC017072","Paraná","Guarapuava","-51.4580993652344","-25.395299911499",NA,NA,NA,"2010","53832","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-11-13 11:22:45-03","USP","SPF","81989","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Mimosa","glycyrrhizoides","Mimosa glycyrrhizoides","Barneby","Morales, M","Hoehne, FC","s.n.","1928","11","07",NA,"Brasil",NA,NA,NA,"SPF00081989","Paraná","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,NA,"2010","44368","auto",NA,"05",NA,NA,NA,NA,NA,NA,NA
"34","2020-05-08 11:10:40-03","UEFS","HUEFS","9753","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","glycyrrhizoides","Mimosa glycyrrhizoides","Barneby",NA,"Hatschbach, G.","52315","1988","09","16",NA,"Brasil",NA,NA,NA,"HUEFS0009753","Paraná","Clevelândia","-52.4707984924316","-26.3957996368408","920","920","HUEFS0009753",NA,"30860","auto",NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA
"35","2015-03-07 01:37:52-03","F","FMNH-SEEDPLANTS","V0163947F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Mimosa","glycyrrhizoides","Mimosa glycyrrhizoides",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0163947F",NA,NA,"-52.8731","-10.8339",NA,NA,"V0163947F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"36","2020-07-23 12:14:30-03","CEPLAC","CEPEC","48605","PreservedSpecimen","Plantae",NA,NA,"Mimosaceae","Mimosa","glycyrrhizoides","Mimosa glycyrrhizoides",NA,"R. C. Barneby","G. Hatschbach","52315","1988","09","16",NA,"Brasil","BR-280, prox. ao trevo p/ a cidade.",NA,NA,NA,"Paraná","clevelandia","-52.4707984924316","-26.3957996368408",NA,NA,NA,NA,"30860","auto",NA,NA,NA,"0*0'0","0*0'0",NA,NA,NA,"30/12/1989"
"37","2020-07-23 12:14:30-03","CEPLAC","CEPEC","54456","PreservedSpecimen","Plantae",NA,NA,"Mimosaceae","Mimosa","glycyrrhizoides","Mimosa glycyrrhizoides",NA,"R. C. Barneby","G. Hatschbach","28228","1971","12","04",NA,"Brasil","Rio Chopim.",NA,NA,NA,"Paraná","PALMAS","-51.9906005859375","-26.4841995239258",NA,NA,NA,NA,"46666","auto",NA,NA,NA,"0*0'0","0*0'0",NA,NA,NA,"30/12/1985"
"38","2020-11-12 16:59:34-03","UEL","FUEL","55340","PreservedSpecimen","Plantae","Tracheophyta","Fabales","Leguminosae","Mimosa","glycyrrhizoides","Mimosa glycyrrhizoides","Barneby","Cordeiro, J; Martin, VC","Silva, JM; Cordeiro, J","7303","2009","09","16",NA,"Brasil","Lagoa Seca",NA,NA,"FUEL055340","Paraná","Candói","-52.0558013916016","-25.5722007751465",NA,NA,NA,"2010","42664","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-11-12 16:59:34-03","UEL","FUEL","55341","PreservedSpecimen","Plantae","Tracheophyta","Fabales","Leguminosae","Mimosa","glycyrrhizoides","Mimosa glycyrrhizoides","Barneby","Cordeiro, J; Martin, VC","Silva, JM; Barbosa, E; Cordeiro, J","7343","2009","09","16",NA,"Brasil","Reserva Indígena de Mangueirinha",NA,NA,"FUEL055341","Paraná","Mangueirinha","-52.1755981445312","-25.9410991668701",NA,NA,NA,"2010","42783","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-08-20 20:38:52-03","UFSC","FLOR","19761","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Mimosa","glycyrrhizoides","Mimosa glycyrrhizoides","Barneby","Barneby, R.C.","Hatschbach, G.; Silva, J.M.","52315","1988","09","16",NA,"Brasil","Rod. BR-280, próx. ao trevo para Clevelândia, PR.",NA,"arbusto, estames rosado-escuro, 2m altura","FLOR0019761","Paraná","Clevelândia","-52.4707984924316","-26.3957996368408","900","900",NA,"1989","30860","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-08-20 14:56:08-03","UFSC","FLOR","9057","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Mimosa","glycyrrhizoides","Mimosa glycyrrhizoides","Barneby","Silveira, F.S.","Falkenberg, D.B.","2657","1985","09","26",NA,"Brasil","Guaritas",NA,"arbusto com copa arredondada, 1,5m altura, flor rosada Habitat: capoeira","FLOR0009057","Rio Grande do Sul","Caçapava do Sul","-53.4914016723633","-30.5121994018555",NA,NA,NA,"2018","50525","auto",NA,"05","23",NA,NA,NA,NA,NA,NA
"42","2014-10-09 13:58:23-03","UHH","HBG","519405","S","Plantae",NA,NA,"Leguminosae/Fabaceae","Mimosa","glycyrrhizoides","Mimosa glycyrrhizoides","Barneby","Barneby, R.","Hatschbach, G.","15480","1966","12","14","South America","Brazil","Estr. Palmas-Mangueirinha (mun. Palmas), Paraná, borda do campo",NA,NA,"HBG519405",NA,NA,NA,NA,NA,NA,NA,"1984",NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-02-08 12:42:09-03","UFRGS","ICN","176444","S","Plantae","Dicotyledon",NA,"Fabaceae","Mimosa","glycyrrhizoides","Mimosa glycyrrhizoides","Barneby","Grings, M","Grings, M","1790","2013","10","07","América do Sul","Brasil","beira da BR-386 2Km oeste da Vila Assis",NA,"arbusto com até 1,5 m de altura, espinhoso; flores rosas a lilases; população em resquício de campo nativo na beira da rodovia","ICN00018090","RS","Fontoura Xavier","-52.3457984924316","-28.9827995300293",NA,NA,"ICN00018090 ICN00018090_1",NA,"20220","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-02-08 12:42:09-03","UFRGS","ICN","185195","S","Plantae","Dicotyledon",NA,"Fabaceae","Mimosa","glycyrrhizoides","Mimosa glycyrrhizoides","Barneby","Silveira, FS","Miotto, STS","2680","2015","10","24","América do Sul","Brasil","Guaritas",NA,"Arbusto com 50 cm a 2,0m alt.; Comum em afloramentos rochosos e beira da estrada",NA,"RS","Caçapava do Sul","-53.502222","-30.835556",NA,NA,NA,"2015",NA,NA,NA,"11","24","-53.502222","-30.835556",NA,NA,NA,NA
"45","2021-02-08 12:42:09-03","UFRGS","ICN","199395","S","Plantae","Dicotyledon",NA,"Fabaceae","Mimosa","glycyrrhizoides","Mimosa glycyrrhizoides","Barneby","Schmidt-Silveira, F","Schaefer, J; Schaefer, JS; Rigon, R","821","2018","10","06","América do Sul","Brasil","Campo do Sobradinho",NA,"Beira de estrada.","ICN00038104","RS","Passa Sete","-52.9613990783691","-29.4533004760742",NA,NA,NA,"2018","21578","auto",NA,"10","09",NA,NA,NA,NA,NA,NA
"46","2021-02-08 12:42:09-03","UFRGS","ICN","200366","S","Plantae","Dicotyledon",NA,"Fabaceae","Mimosa","glycyrrhizoides","Mimosa glycyrrhizoides","Barneby","Schmidt-Silveira, F","Schmidt-Silveira, F","1083","2019","02","08","América do Sul","Brasil",NA,NA,"população reduzida à beira da estrada; frutos em final de dispersão, folhagem glutinosa, arbustos de 1.5-2 m alt.; barranco em beira de estrada",NA,"RS","Passa Sete","-52.9613990783691","-29.4533004760742",NA,NA,NA,"2019","21578","auto",NA,"02","08",NA,NA,NA,NA,NA,NA
"47","2020-08-26 10:49:01-03","MCN-FZBRS","HAS","42420","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Mimosa","glycyrrhizoides","Mimosa glycyrrhizoides","Barneby",NA,"Sobral, M.","8689","1998","11",NA,NA,"Brasil","Boron,",NA,"arbusto ; 1,5 m. Frutos maduros.","HAS0042420","Rio Grande do Sul","Espumoso","-52.8497009277344","-28.7247009277344",NA,NA,NA,NA,"39479","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-08-26 10:49:01-03","MCN-FZBRS","HAS","42421","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Mimosa","glycyrrhizoides","Mimosa glycyrrhizoides","Barneby",NA,"Sobral, M.","8698","1998","11",NA,NA,"Brasil","Boron, na beira da estrada",NA,"arbusto ; 2 m. Frutos maduros.","HAS0042421","Rio Grande do Sul","Espumoso","-52.8497009277344","-28.7247009277344",NA,NA,NA,NA,"39479","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-08-26 10:49:01-03","MCN-FZBRS","HAS","42422","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Mimosa","glycyrrhizoides","Mimosa glycyrrhizoides","Barneby",NA,"Sobral, M.","8697","1998","11",NA,NA,"Brasil","Boron, na beira da estrada",NA,"arbusto ; 1,5 m. Frutos maduros.","HAS0042422","Rio Grande do Sul","Espumoso","-52.8497009277344","-28.7247009277344",NA,NA,NA,NA,"39479","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-08-26 10:49:01-03","MCN-FZBRS","HAS","42440","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Mimosa","glycyrrhizoides","Mimosa glycyrrhizoides","Barneby",NA,"Sobral, M.","8689","1998","11",NA,NA,"Brasil","Espumoso - Baron,",NA,"arbusto ; Frutos maduros. Altura ca de 1,5m.","HAS0042440","Rio Grande do Sul","Espumoso","-52.8497009277344","-28.7247009277344",NA,NA,NA,NA,"39479","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-08-26 10:49:01-03","MCN-FZBRS","HAS","42427","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Mimosa","glycyrrhizoides","Mimosa glycyrrhizoides","Barneby",NA,"Sobral, M.","8681","1998","11",NA,NA,"Brasil","Espumoso-Boron, na beira da estrada",NA,"arbusto ; 1,5 - 1,8 m. Flores róseo-avermelhadas.","HAS0042427","Rio Grande do Sul","Espumoso","-52.8497009277344","-28.7247009277344",NA,NA,NA,NA,"39479","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
