"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","maximumElevationInMeters","coordinatePrecision","geoFlag","dayIdentified","fieldNumber","individualCount","class"
"11","2019-02-15 11:34:33-02","IPA","IPA","52007","S","Plantae","Plantae",NA,"Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber","Rita Pereira","Flor, R.; Cestaro, L.A.; Cestaro, L.A.","261","1986","04","23","Southern America","Brasil","Rio Grande do Norte","Punaú.","-35.25","-5.516667",NA,NA,"Hábito herbáceo, 50cm de altura; flor lilás.; Tabuleiros litorâneos.","IPA0052007",NA,"Maxaranguape","1990","03","-35.25","-5.516667",NA,NA,NA,NA,NA,NA,NA
"12","2019-02-15 11:34:33-02","IPA","IPA","84371","S","Plantae","Plantae",NA,"Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber","Rita Pereira","Lemos, I.C.; Prata, A.P.; Silva, A.C.; Costa, S.M.; Ibrahim, M.; Prata, A.P.; Silva, A.C.; Costa, S.M.; Ibrahim, M.","42","2006","07","22","Southern America","Brasil","Paraíba","Praia Jacarapé","-34.9075012207031","-7.25971984863281",NA,NA,"Erva, flores rosa e caule branco.; Restinga.","IPA0084371",NA,"Conde","2010","05",NA,NA,NA,"17858","auto","26",NA,NA,NA
"13","2019-02-15 11:34:33-02","IPA","IPA","75118","S","Plantae","Plantae",NA,"Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber","Irapuan, J.","Tavares, S.","1051","1962","09","24","Southern America","Brasil","Paraíba","Santa Emília. entre Aurora e Fazendinha. Tabuleiro. Slo com areia solta, branca, próximo a uma fontainha.","-35.1164016723633","-7.401939868927",NA,NA,"Erva de flores roxas, sem perfume.","IPA0075118",NA,"Pedras de Fogo","2009","01",NA,NA,NA,"19663","auto","06",NA,NA,NA
"14","2019-02-15 11:34:33-02","IPA","IPA","7930","S","Plantae","Plantae",NA,"Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber","Soares Nunes","Andrade-Lima","2052","1955","05","08","Southern America","Brasil","Pernambuco","Engenho Calungí. Taboleiro.","-35.002498626709","-7.56056022644043",NA,NA,"Erva; flor roxo-azulado.","IPA0007930",NA,"Goiana","1980","02",NA,NA,NA,"22853","auto","01",NA,NA,NA
"15","2019-07-26 11:39:32-03","IPA","IPA","53898","S","Plantae","Plantae",NA,"Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber","Costa; Silva, M.B.","Rita Pereira; Lima, V.C.; Lima, V.C.","53898","1990","12","09","Southern America","Brasil","Rio Grande do Norte","No interior das dunas próximo ao conjunto dos bancários.","-35.209400177002","-5.79500007629395",NA,NA,"Erva esguia; flores liláses.; Restinga nas dunas, areia avermelhada.","IPA0053898",NA,"Natal","2002","01",NA,NA,NA,"12751","auto","21",NA,NA,NA
"16","2019-02-15 11:34:33-02","IPA","IPA","81613","S","Plantae","Plantae",NA,"Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber","Rita Pereira; Cavalcanti, M.F.","Queiroz, R.T.","670","2005","08","09","Southern America","Brasil","Rio Grande do Norte","Parque das Dunas","-35.209400177002","-5.79500007629395",NA,NA,"Erva com flores lilás.","IPA0081613",NA,"Natal","2006","04",NA,NA,NA,"12751","auto",NA,NA,NA,NA
"17","2019-02-15 11:34:33-02","IPA","IPA","13769","S","Plantae","Plantae",NA,"Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber","Soares Nunes","Lima, B.","2","1966","02","14","Southern America","Brasil","Pernambuco","Entrada no km-57, BR 101.","-35.002498626709","-7.56056022644043",NA,NA,"Cerrado.","IPA0013769",NA,"Goiana","1980","02",NA,NA,NA,"22853","auto","01",NA,NA,NA
"18","2019-07-26 11:39:32-03","IPA","IPA","12598","S","Plantae","Plantae",NA,"Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber","Soares Nunes","Magalhães, M.","12598","1952","08","25","Southern America","Brasil","Pernambuco","Em tabuleiro arenoso. Isolada. Pouco frequênte.","-35.1128005981445","-7.41028022766113",NA,NA,"Subarbusto 40cm de altura; flor violácea.","IPA0012598",NA,"Itambé","1980","02",NA,NA,NA,"24207","auto","01",NA,NA,NA
"19","2019-02-15 11:34:33-02","IPA","IPA","85430","S","Plantae","Plantae",NA,"Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber","Rita Pereira","Fernandes, A.; Matos; Georgen; Matos; Georgen","s.n.","1984","10","10","Southern America","Brasil","Rio Grande do Norte","Dunas","-35.209400177002","-5.79500007629395",NA,NA,"Subarbusto, flor arroxeada.","IPA0085430","IPA0085430","Natal","2012","04",NA,NA,NA,"12751","auto","23",NA,NA,NA
"20","2019-02-15 11:34:33-02","IPA","IPA","63388","S","Plantae","Plantae",NA,"Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber","Cavalcanti, M.F.","Cavalcanti, M.F.","61","2003","08","06","Southern America","Brasil","Rio Grande do Norte","Nas dunas, próximo ao Centro de Convenções de Natal.","-35.209400177002","-5.79500007629395",NA,NA,"ERva esguia rasteira, com flores liláceas. Folhas com face adipal pilosa.; Restinga.","IPA0063388",NA,"Natal","2003","09",NA,NA,NA,"12751","auto","19",NA,NA,NA
"21","2019-02-15 11:34:33-02","IPA","IPA","66748","S","Plantae","Plantae",NA,"Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber",NA,"Arns, K.N.Y.","537","2000","08","30","Southern America","Brasil","Rio Grande do Norte","Santuário Ecológico de Pipa","-35.0918998718262","-6.18666982650757",NA,NA,"ERva ca. 40cm de altura; Inflorescência lilás.","IPA0066748",NA,"Tibau do Sul",NA,NA,NA,NA,NA,"13790","auto",NA,NA,NA,NA
"22","2019-07-26 11:39:32-03","IPA","IPA","64035","S","Plantae","Plantae",NA,"Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber",NA,"Arns, K.N.Y.","64035","1996","08","06","Southern America","Brasil","Rio Grande do Norte","Santuário Ecológico de Pipa","-35.0918998718262","-6.18666982650757",NA,NA,"Erva ca. 70cm, flores com corola paleacea; folhas, face abaxial velutina, face adaxial áspera.; Tabuleiro. Solo areno-argiloso.","IPA0064035",NA,"Tibau do Sul",NA,NA,NA,NA,NA,"13790","auto",NA,NA,NA,NA
"23","2021-03-01 16:25:19-03","UNICAMP","UEC","41440","S","Plantae","Magnoliopsida",NA,"Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber","Esteves, RL","Fernandes, A; Bezerra, P; Nunes, E","12195","1989","09","03",NA,"Brazil","Ceará","Estrada litorânea","-38.3911018371582","-3.90139007568359",NA,NA,"Erva, flor roxa.","UEC130592","UEC130592","Aquiraz","1992","10",NA,NA,NA,"22325","auto",NA,NA,NA,NA
"24","2019-08-20 10:06:46-03","UNICAMP","UEC","41441","S","Plantae","Magnoliopsida",NA,"Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber","Esteves, RL","Bezerra, P","210","1941","01","16",NA,"Brazil","Ceará","Campu do Pici","-38.543098449707","-3.71722006797791",NA,NA,NA,"UEC130594","UEC130594","Fortaleza","1992","12",NA,NA,NA,"19924","auto",NA,NA,NA,NA
"25","2021-03-01 16:25:19-03","UNICAMP","UEC","96579","S","Plantae","Magnoliopsida",NA,"Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber","Nakajima, JN","Fernandes, A; Matos","13288","1985","08","07",NA,"Brazil","Ceará","Chapada da Ibiapaba","-40.99169921875","-3.7322199344635",NA,NA,"Subarbusto, flores roxas.","UEC130593","UEC130593","Tianguá","1997","10",NA,NA,NA,"36695","auto",NA,NA,NA,NA
"26","2021-03-01 16:25:19-03","UNICAMP","UEC","96580","S","Plantae","Magnoliopsida",NA,"Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber","Nakajima, JN","Araújo, FS","964","1994","09","23",NA,"Brazil","Ceará","Jaburuna - Planalto da Ibiapaba","-40.9211006164551","-3.85443997383118","830",NA,"Subarbsuto, flor lilás.","UEC130591","UEC130591","Ubajara","1997","10",NA,NA,"830","27385","auto",NA,NA,NA,NA
"27","2019-11-19 14:04:56-03","UFRPE","PEUFR","43886","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber",NA,"K.Y. Arns","260","1999","09","15",NA,"Brasil","Rio Grande do Norte","Praia de Cacimbinha","-35.0918998718262","-6.18666982650757",NA,NA,"Erva com cerca de 35 cm de altura; flor lilás","PEUFR043886",NA,"Tibau do Sul",NA,NA,NA,NA,NA,"13790","auto",NA,NA,NA,NA
"28","2020-04-22 16:17:51-03","UFPB","JPB","31796","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber",NA,"Costa-Santos, M","116","2002","08","09","Southern America","Brasil","Paraíba","Jardim Botânico.","-34.866667","-7.433333",NA,NA,"; DESC: Substrato arenoso humoso. ca., de 0,60m de Alt.",NA,NA,"João Pessoa",NA,NA,"-34.866667","-7.433333",NA,NA,NA,NA,NA,NA,NA
"29","2020-04-22 16:17:51-03","UFPB","JPB","17845","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber",NA,"Felix, LP; Santana, ES","2997","1990","05","22","Southern America","Brasil","Paraíba",NA,"-35.125833","-6.838889","35",NA,NA,NA,NA,"Mamanguape",NA,NA,"-35.125833","-6.838889","35",NA,NA,NA,NA,NA,NA
"30","2020-04-22 16:17:51-03","UFPB","JPB","18104","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber",NA,"Felix, LP; Sousa, MA","4015","1991","06","14","Southern America","Brasil","Paraíba",NA,"-35.125833","-6.838889","35",NA,NA,NA,NA,"Mamanguape",NA,NA,"-35.125833","-6.838889","35",NA,NA,NA,NA,NA,NA
"31","2020-04-22 16:17:51-03","UFPB","JPB","17-1","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber",NA,"Agra, MF; Cabral, S; Pontes, RA","4689","1998","01","18","Southern America","Brasil","Paraíba","Pico do Jabre, Ao Sul da sede da Telpa 600-1200 m.","-37.439722","-7.183333","800",NA,"; DESC: Vegetação arbustiva arbórea, semi-caducifolia, subxerofitica. Árvoreta, ramos delgados, corola lilas, com a margem alva.",NA,NA,"Maturéia",NA,NA,"-37.439722","-7.183333","800",NA,NA,NA,NA,NA,NA
"32","2020-04-22 16:17:51-03","UFPB","JPB","15542","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber",NA,"Felix, LP; Santana, ES","2592","1989","12","20","Southern America","Brasil","Paraíba",NA,"-35.080278","-6.803333","11",NA,NA,NA,NA,"Rio Tinto",NA,NA,"-35.080278","-6.803333","11",NA,NA,NA,NA,NA,NA
"33","2020-04-22 16:17:51-03","UFPB","JPB","15668","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber",NA,"Felix, LP; Miranda, CAB de","JPB15668","1988","08","16","Southern America","Brasil","Paraíba",NA,"-35.125833","-6.838889","35",NA,NA,NA,NA,"Mamanguape",NA,NA,"-35.125833","-6.838889","35",NA,NA,NA,NA,NA,NA
"34","2020-06-23 19:49:48-03","UFPB","JPB","17705","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber",NA,"Moura, OT","609","1991","05","03","Southern America","Brasil","Paraíba",NA,"-34.9075","-7.26","112",NA,NA,NA,NA,"Conde",NA,NA,"-34.9075","-7.26","112",NA,NA,NA,NA,NA,NA
"35","2020-04-22 16:17:51-03","UFPB","JPB","17840","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber",NA,"Felix, LP; et al.","3660","1989","05","17","Southern America","Brasil","Paraíba",NA,"-35.125833","-6.838889","35",NA,NA,NA,NA,"Mamanguape",NA,NA,"-35.125833","-6.838889","35",NA,NA,NA,NA,NA,NA
"36","2020-06-26 20:32:21-03","UFPB","JPB","19199","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber",NA,"Agra, MF; Góis, G","1507","1992","12","12","Southern America","Brasil","Paraíba",NA,"-34.978056","-7.114167","16",NA,NA,NA,NA,"Santa Rita",NA,NA,"-34.978056","-7.114167","16",NA,NA,NA,NA,NA,NA
"37","2020-06-26 20:32:21-03","UFPB","JPB","19205","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber",NA,"Agra, MF; et al.","1415","1992","02","09","Southern America","Brasil","Paraíba",NA,"-34.978056","-7.114167","16",NA,NA,NA,NA,"Santa Rita",NA,NA,"-34.978056","-7.114167","16",NA,NA,NA,NA,NA,NA
"38","2020-06-27 18:41:38-03","UFPB","JPB","19746","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber",NA,"Agra, MF; et al.","1850","1993","04","07","Southern America","Brasil","Paraíba",NA,"-34.978056","-7.114167","16",NA,NA,NA,NA,"Santa Rita",NA,NA,"-34.978056","-7.114167","16",NA,NA,NA,NA,NA,NA
"39","2020-06-27 18:41:38-03","UFPB","JPB","19877","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber",NA,"Moura, OT","748","1991","11","25","Southern America","Brasil","Paraíba",NA,"-34.9075","-7.26","112",NA,NA,NA,NA,"Conde",NA,NA,"-34.9075","-7.26","112",NA,NA,NA,NA,NA,NA
"40","2020-04-22 16:17:51-03","UFPB","JPB","25780","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber",NA,"Aguiar, AJC","53","2000","01","18","Southern America","Brasil","Paraíba",NA,"-35.125833","-6.838889","35",NA,NA,NA,NA,"Mamanguape",NA,NA,"-35.125833","-6.838889","35",NA,NA,NA,NA,NA,NA
"41","2020-05-17 14:10:17-03","UFPB","JPB","2791","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber",NA,"Xavier, LP","JPB2791","1969","08","08","Southern America","Brasil","Rio Grande do Norte",NA,NA,NA,NA,NA,NA,NA,NA,"Camaratuba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-04-22 16:17:51-03","UFPB","JPB","29627","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber","Barros, R","Barbosa, MR; et al.","2286","2002","03","09","Southern America","Brasil","Paraíba","Rebio Guaribas Área II Tabuleiro","-35.125833","-6.838889","35",NA,"; DESC: Erva ereta; flor roxa.",NA,NA,"Mamanguape","2002","12","-35.125833","-6.838889","35",NA,NA,"02",NA,NA,NA
"43","2020-04-22 16:17:51-03","UFPB","JPB","29640","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber","Barros, R","Barbosa, MR; et al.","2298","2002","03","09","Southern America","Brasil","Paraíba","Rebio Guaribas Área II Tabuleiro","-35.125833","-6.838889","35",NA,"; DESC: Erva ereta; flores roxas.",NA,NA,"Mamanguape","2002","12","-35.125833","-6.838889","35",NA,NA,"02",NA,NA,NA
"44","2020-04-22 16:17:51-03","UFPB","JPB","29727","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber","Barros, R","Barbosa, MR; et al.","2437","2002","04","29","Southern America","Brasil","Paraíba","Rebio Guaribas Área I Tabuleiro","-35.125833","-6.838889","35",NA,"; DESC: Erva ereta; inflorescências em capítulos com flores roxas.",NA,NA,"Mamanguape","2002","12","-35.125833","-6.838889","35",NA,NA,"02",NA,NA,NA
"45","2020-04-22 16:17:51-03","UFPB","JPB","30127","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber",NA,"Camarotti, F","57","2001","05","24","Southern America","Brasil","Paraíba",NA,"-35.125833","-6.838889","35",NA,NA,NA,NA,"Mamanguape",NA,NA,"-35.125833","-6.838889","35",NA,NA,NA,NA,NA,NA
"46","2020-04-22 16:17:51-03","UFPB","JPB","32063","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber","Barros, R","Brasil, RNA; Lima, JR; Barros, RB; Lima, IB","72","2002","05","28","Southern America","Brasil","Paraíba","Reserva Biológica Guaribas, Área I, Tabuleiro.","-35.141944","-6.741944",NA,NA,"; DESC: Flor roxa.",NA,NA,"Mamanguape","2004","09","-35.141944","-6.741944",NA,NA,NA,"10",NA,NA,NA
"47","2020-04-22 16:17:51-03","UFPB","JPB","32099","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber","Barros, R","Brasil, RNA; Lima, JR; Barros, RB; Lima, IB","108","2002","06","29","Southern America","Brasil","Paraíba","Reserva Biológica Guaribas, Área II, Tabuleiro.","-35.141944","-6.741944",NA,NA,"; DESC: Flor roxa.",NA,NA,"Mamanguape","2004","09","-35.141944","-6.741944",NA,NA,NA,"10",NA,NA,NA
"48","2020-04-22 16:17:51-03","UFPB","JPB","32118","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber","Barros, R","Brasil, RNA; Lima, JR; Barros, RB; Lima, IB","162","2002","11","09","Southern America","Brasil","Paraíba","Reserva Biológica Guaribas, Área I, Tabuleiro.","-35.141944","-6.741944",NA,NA,"; DESC: Flor roxa.",NA,NA,"Mamanguape","2004","09","-35.141944","-6.741944",NA,NA,NA,"10",NA,NA,NA
"49","2020-04-22 16:17:51-03","UFPB","JPB","32994","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber","Barros, R","Brasil, RNA; Lima, JR; Barros, RB; Lima, IB","155","2002","10","10","Southern America","Brasil","Paraíba","Reserva Biológica Guaribas, Área II, Tabuleiro.","-35.141944","-6.741944",NA,NA,"; DESC: Flor roxa.",NA,NA,"Mamanguape","2004","09","-35.141944","-6.741944",NA,NA,NA,"10",NA,NA,NA
"50","2020-05-22 17:18:05-03","UFPB","JPB","3573","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber",NA,"Chaves, MJ","JPB3573","1974","01","13","Southern America","Brasil","Paraíba",NA,"-34.9075","-7.26","112",NA,"; DESC: Planta rasteira, capítulos roxos, Folhas com face dorsal brancacentas",NA,NA,"Conde",NA,NA,"-34.9075","-7.26","112",NA,NA,NA,NA,NA,NA
"51","2020-04-22 16:17:51-03","UFPB","JPB","35806","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber",NA,"Lourenço, AR","163","2006","03","29","Southern America","Brasil","Rio Grande do Norte","RPPN Mata Estrela, Restinga","-35.023558","-6.374122","54",NA,"; DESC: Vulgo bredo azul. Inflorescências lilases em tufos terminais.",NA,NA,"Baía Formosa",NA,NA,"-35.023558","-6.374122","54",NA,NA,NA,NA,NA,NA
"52","2020-04-22 16:17:51-03","UFPB","JPB","37811","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber","Agra, MF","Agra, MF; Silva, TMS; Rocha, EA","6750","2006","04","27","Southern America","Brasil","Paraíba","Praia de Jacumã","-34.9075","-7.26","112",NA,NA,NA,NA,"Conde","2006",NA,"-34.9075","-7.26","112",NA,NA,NA,NA,NA,NA
"53","2020-05-27 09:24:50-03","UFPB","JPB","39696","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber","Araújo, CMLR","Brito, MFM; Araújo, AAM; Santiago, C","6","2008","08","22","Southern America","Brasil","Paraíba","Área de Preservação Permanente de Tambaba, Loteamento Barra de Jacumã","-34.8","-7.35",NA,NA,"; HABITAT: Mata de Tabuleiro; DESC: Erva, 50 cm alt. Brácteas verdes com margens vináceas. Corola lilás. Anteras brancas. Gineceu branco.",NA,NA,"Conde","2008","09","-34.8","-7.35",NA,NA,NA,"10",NA,NA,NA
