"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","class","relatedCatalogItem","coordinatePrecision","geoFlag","individualCount","fieldNumber","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","476848","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","L. B. Smith",NA,NA,NA,"J. E. Leite","1941","06",NA,"Brazil","Rio Grande do Sul","Sao Leopoldo","Vicinity of Sao Leopoldo","-51.143791","-29.75136",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=531206' target='other'> <mi>dwc_moreinfo</mi></a>","NY00476848","NY00476848_01","Magnoliophyta","Malpighiales","194","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","476841","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","L. B. Smith",NA,NA,NA,"L. B. Smith","1964","10","24","Brazil","Santa Catarina","Piratuba","Mun. Uruguai, Vila Rica, by Rio do Peixe.","-51.85","-27.45",NA,NA,"350","400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=531207' target='other'> <mi>dwc_moreinfo</mi></a>","NY00476841","NY00476841_01","Magnoliophyta","Malpighiales","12923","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","476842","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","L. B. Smith",NA,NA,NA,"L. B. Smith","1957","02","09","Brazil","Santa Catarina","Campos Novos","22 mk west of Campos Novos","-51.2247","-27.4019",NA,NA,"700","700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=531208' target='other'> <mi>dwc_moreinfo</mi></a>","NY00476842","NY00476842_01","Magnoliophyta","Malpighiales","11174","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","476847","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","T. M. Cerati",NA,NA,NA,"J. R. Pirani","1983","01","12","Brazil","Paraná","Jaguariaíva","Beira de barranco na rodovia para Ponta Grossa","-49.7056","-24.2511",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=531203' target='other'> <mi>dwc_moreinfo</mi></a>","NY00476847","NY00476847_01","Magnoliophyta","Malpighiales","391","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","476850","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","S. F. Smith",NA,NA,NA,"R. A. Wasum","1988","12","15","Brazil","Rio Grande do Sul","Nova Prata","Novo Prata; Horto Florestal","-51.61","-28.7842",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=531200' target='other'> <mi>dwc_moreinfo</mi></a>","NY00476850","NY00476850_01","Magnoliophyta","Malpighiales","4976","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:38:58-03","EAO","IAN","57817","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.",NA,NA,NA,NA,"Sellow, F",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN057817",NA,"Dicotiledônea",NA,"1356","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 09:53:24-03","NBC","NL-BOTANY","L.3883277","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.",NA,NA,NA,NA,"Bordin J","2004","11","28","Brazil",NA,NA,"RS -Mun. Caxias do Sul-Ana Rech-Santa Barbara.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3883277 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3883277","NL-L3883277",NA,"Malpighiales",NA,"Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"18","2020-02-08 09:53:24-03","NBC","NL-BOTANY","U.1204934","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","12","29","Brazil",NA,NA,"Flora brasiliae australis, Paraná, Rio Grande do Sul near Canoas, 15 km N. of Pôrto Alegre.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1204934 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1204934","NL-U1204934",NA,"Malpighiales",NA,"Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"19","2020-02-08 09:53:24-03","NBC","NL-BOTANY","WAG.1463996","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.",NA,NA,NA,NA,"Pedersen TM","1994","01","21","Brazil","Rio Grande do Sul",NA,"near Restinga Seca.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1463996 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1463996","NL-WAG1463996",NA,"Malpighiales",NA,"Southern America",NA,"Magnoliopsidae","WAG0075344",NA,NA,NA,NA,NA
"20","2020-11-04 11:11:17-03","ESALQ","ESA","20007","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","Jarenkow, J.A.",NA,NA,NA,"Jarenkow, J.A.","1988","10","08","Brasil","Rio Grande do Sul","Marcelino Ramos",NA,"-51.9063987731934","-27.4617004394531",NA,NA,NA,NA,NA,"ESA020007","ESA020007","Magnoliophyta",NA,"926.0",NA,NA,NA,NA,"18635","auto",NA,NA,NA
"21","2019-02-15 11:36:29-02","IPA","IPA","13374","S","Plantae","Clusiaceae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","Andrade-Lima","1964","03","23","Andrade-Lima","1964","01","23","Brasil","Rio Grande do Sul",NA,"margem estrada entre Encantado e Soledade.",NA,NA,NA,NA,NA,NA,"Erva 30-50cm. Flores amarelas.","IPA0013374",NA,"Plantae",NA,"64-4224","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-08-27 13:33:39-03","IAP","PACA-AGP","7309","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","Emrich-Rambo","1954","08","03","F. Theissen SJ","1907",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Habitat: in dumetosis subhumidis Fenofase: flor e fruto","PACA007309",NA,"Magnoliophyta","Theales",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"23","2019-08-27 13:33:39-03","IAP","PACA-AGP","101244","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.",NA,NA,NA,NA,NA,"1971","11","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fenofase: flor Hábito: subarbusto","PACA101244",NA,"Magnoliophyta","Theales",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"24","2019-08-27 13:33:39-03","IAP","PACA-AGP","28759","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","Emrich-Rambo","1954","08","03","Emrich, K.","1945","03","13","Brasil","RS","Canela","Caracol","-50.815601348877","-29.3656005859375",NA,NA,NA,NA,"Habitat: in dumetosis subhumidis Fenofase: flor e fruto","PACA028759",NA,"Magnoliophyta","Theales",NA,NA,NA,"Magnoliatae",NA,"16452","auto",NA,NA,NA
"25","2019-08-27 13:33:39-03","IAP","PACA-AGP","35889","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","Emrich-Rambo","1954","08","03","Emrich, K.","1947","02","23","Brasil","RS","Canela","Caracol","-50.815601348877","-29.3656005859375",NA,NA,NA,NA,"Habitat: in dumetosis subhumidis Fenofase: flor","PACA035889",NA,"Magnoliophyta","Theales",NA,NA,NA,"Magnoliatae",NA,"16452","auto",NA,NA,NA
"26","2019-08-27 13:33:39-03","IAP","PACA-AGP","52842","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","Emrich-Rambo","1954","08","03","Emrich, K.","1943","01","08","Brasil","RS","Canela","Caracol","-50.815601348877","-29.3656005859375",NA,NA,NA,NA,"Habitat: in humidis dumetosis Fenofase: flor e fruto","PACA052842",NA,"Magnoliophyta","Theales",NA,NA,NA,"Magnoliatae",NA,"16452","auto",NA,NA,NA
"27","2019-08-27 13:33:39-03","IAP","PACA-AGP","117709","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","Maluf, R. W.",NA,NA,NA,"Cassola, M.","2007","03",NA,"Brasil","RS","Canela","FLONA de Canela","-50.815601348877","-29.3656005859375",NA,NA,NA,NA,NA,"PACA117709",NA,"Magnoliophyta","Theales",NA,NA,NA,"Magnoliatae",NA,"16452","auto",NA,NA,NA
"28","2019-08-27 13:33:39-03","IAP","PACA-AGP","57160","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","Emrich-Rambo","1957","05","17","Rambo, B.","1955","11","11","Brasil","RS","Canoas","Esteio","-51.1836013793945","-29.9178009033203",NA,NA,NA,NA,"SEM MATERIAL Habitat: in humidis dumetosis Fenofase: flor e fruto","PACA057160",NA,"Magnoliophyta","Theales",NA,NA,NA,"Magnoliatae",NA,"8037","auto",NA,NA,NA
"29","2019-08-27 13:33:39-03","IAP","PACA-AGP","31266","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","Emrich-Rambo","1954","08","03","Rambo, B.","1946","02","21","Brasil","RS","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"Habitat: ad fl. Cai in rupestribus Fenofase: flor e fruto","PACA031266",NA,"Magnoliophyta","Theales",NA,NA,NA,"Magnoliatae",NA,"49662","auto",NA,NA,NA
"30","2019-08-27 13:33:39-03","IAP","PACA-AGP","59591","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","Emrich-Rambo","1957","05","02","Camargo, O. R.","1956","09","28","Brasil","RS","Farroupilha",NA,"-51.3478012084961","-29.2250003814697",NA,NA,NA,NA,"Habitat: in humidis dumetosis Fenofase: flor","PACA059591",NA,"Magnoliophyta","Theales","776",NA,NA,"Magnoliatae",NA,"19545","auto",NA,NA,NA
"31","2019-08-27 13:33:39-03","IAP","PACA-AGP","60660","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","Emrich-Rambo","1957","05","20","Camargo, O. R.","1957","05","07","Brasil","RS","Farroupilha",NA,"-51.3478012084961","-29.2250003814697",NA,NA,NA,NA,"Habitat: in dumetosis humidis Fenofase: flor","PACA060660",NA,"Magnoliophyta","Theales","1381",NA,NA,"Magnoliatae",NA,"19545","auto",NA,NA,NA
"32","2019-08-27 13:33:39-03","IAP","PACA-AGP","61554","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","Emrich-Rambo","1958","09","29","Camargo, O. R.","1957","11","22","Brasil","RS","Farroupilha",NA,"-51.3478012084961","-29.2250003814697",NA,NA,NA,NA,"Habitat: in dumetosis Fenofase: flor e fruto","PACA061554",NA,"Magnoliophyta","Theales","2678",NA,NA,"Magnoliatae",NA,"19545","auto",NA,NA,NA
"33","2019-08-27 13:33:39-03","IAP","PACA-AGP","27663","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","Emrich-Rambo","1954","08","03","Henz, E.","1944",NA,NA,"Brasil","RS","Montenegro","Pareci","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"Habitat: in dumetosis subhumidis Fenofase: flor e fruto","PACA027663",NA,"Magnoliophyta","Theales",NA,NA,NA,"Magnoliatae",NA,"21601","auto",NA,NA,NA
"34","2019-08-27 13:33:39-03","IAP","PACA-AGP","48622","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","Emrich-Rambo","1954","08","03","Sehnem, A.","1945","10","24","Brasil","RS","Montenegro","Pareci","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"Habitat: in dumetosis subhumidis Fenofase: flor e fruto","PACA048622",NA,"Magnoliophyta","Theales",NA,NA,NA,"Magnoliatae",NA,"21601","auto",NA,NA,NA
"35","2019-08-27 13:33:39-03","IAP","PACA-AGP","101174","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","R. Wasum",NA,NA,NA,"R. Wasum","1972","03","14","Brasil","RS","Morro Reuter",NA,"-51.0807991027832","-29.5380992889404",NA,NA,NA,NA,"Fenofase: flor Hábito: subarbusto","PACA101174",NA,"Magnoliophyta","Theales","510",NA,NA,"Magnoliatae",NA,"12924","auto",NA,NA,NA
"36","2019-08-27 13:33:39-03","IAP","PACA-AGP","101213","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","R. Wasum",NA,NA,NA,"R. Wasum","1971","12","13","Brasil","RS","Morro Reuter",NA,"-51.0807991027832","-29.5380992889404",NA,NA,NA,NA,"Fenofase: flores Hábito: subarbusto","PACA101213",NA,"Magnoliophyta","Theales","244",NA,NA,"Magnoliatae",NA,"12924","auto",NA,NA,NA
"37","2019-08-27 13:33:39-03","IAP","PACA-AGP","101278","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","R. Wasum",NA,NA,NA,"R. Wasum","1972","02","09","Brasil","RS","Morro Reuter",NA,"-51.0807991027832","-29.5380992889404",NA,NA,NA,NA,"Hábito: subarbusto","PACA101278",NA,"Magnoliophyta","Theales","427",NA,NA,"Magnoliatae",NA,"12924","auto",NA,NA,NA
"38","2019-08-27 13:33:39-03","IAP","PACA-AGP","101291","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","R. Wasum",NA,NA,NA,"R. Wasum","1971","10","17","Brasil","RS","Morro Reuter",NA,"-51.0807991027832","-29.5380992889404",NA,NA,NA,NA,"Fenofase: flores Hábito: subarbusto","PACA101291",NA,"Magnoliophyta","Theales","168",NA,NA,"Magnoliatae",NA,"12924","auto",NA,NA,NA
"39","2019-08-27 13:33:39-03","IAP","PACA-AGP","103170","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","R. Wasum",NA,NA,NA,"R. Wasum","1972","04","23","Brasil","RS","Morro Reuter",NA,"-51.0807991027832","-29.5380992889404",NA,NA,NA,NA,"Fenofase: flor e fruto Hábito: subarbusto","PACA103170",NA,"Magnoliophyta","Theales","576",NA,NA,"Magnoliatae",NA,"12924","auto",NA,NA,NA
"40","2019-08-27 13:33:39-03","IAP","PACA-AGP","103172","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","R. Wasum",NA,NA,NA,"R. Wasum","1972","04","23","Brasil","RS","Morro Reuter",NA,"-51.0807991027832","-29.5380992889404",NA,NA,NA,NA,"Fenofase: flor e fruto Hábito: subarbusto","PACA103172",NA,"Magnoliophyta","Theales","569",NA,NA,"Magnoliatae",NA,"12924","auto",NA,NA,NA
"41","2019-08-27 13:33:39-03","IAP","PACA-AGP","103182","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","R. Wasum",NA,NA,NA,"R. Wasum","1972","01","09","Brasil","RS","Morro Reuter",NA,"-51.0807991027832","-29.5380992889404",NA,NA,NA,NA,"Fenofase: flores Hábito: Sub-arbusto","PACA103182",NA,"Magnoliophyta","Theales","293",NA,NA,"Magnoliatae",NA,"12924","auto",NA,NA,NA
"42","2019-08-27 13:33:39-03","IAP","PACA-AGP","43858","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","Emrich-Rambo","1954","08","03","Rambo, B.","1949","10","12","Brasil","RS","Porto Alegre","ad fl. Cai inferius","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Habitat: in humidis dumetosis Fenofase: flor","PACA043858",NA,"Magnoliophyta","Theales",NA,NA,NA,"Magnoliatae",NA,"29946","auto",NA,NA,NA
"43","2019-08-27 13:33:39-03","IAP","PACA-AGP","90","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","Emrich-Rambo","1954","08","03","Rambo, B.","1932","11","29","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Habitat: in umbrosis subhumidis Fenofase: flor e fruto","PACA000090",NA,"Magnoliophyta","Theales",NA,NA,NA,"Magnoliatae",NA,"29946","auto",NA,NA,NA
"44","2019-08-27 13:33:39-03","IAP","PACA-AGP","54467","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","B. Rambo SJ","1954","08","03","Rambo, B.","1953","11","12","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Habitat: in dumetosis Fenofase: flor e fruto","PACA054467",NA,"Magnoliophyta","Theales",NA,NA,NA,"Magnoliatae",NA,"29946","auto",NA,NA,NA
"45","2019-08-27 13:33:39-03","IAP","PACA-AGP","29369","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","Emrich-Rambo","1954","08","03","Rambo, B.","1945","11","03","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Habitat: in dumetosis umbrosis Fenofase: flor e fruto","PACA029369",NA,"Magnoliophyta","Theales",NA,NA,NA,"Magnoliatae",NA,"29946","auto",NA,NA,NA
"46","2019-08-27 13:33:39-03","IAP","PACA-AGP","85282","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","R. Zaremba & C. A. Mondin",NA,NA,NA,"R. Zaremba","1998","05","20","Brasil","RS","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"erva 50 cm, flores amarelas Habitat: em borda de mata","PACA085282",NA,"Magnoliophyta","Theales","259",NA,NA,"Magnoliatae",NA,"76715","auto",NA,NA,NA
"47","2019-08-27 13:33:39-03","IAP","PACA-AGP","44790","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","Emrich-Rambo","1954","08","03","Rambo, B.","1949","12","18","Brasil","RS","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Habitat: in dumetosis subhumidis Fenofase: fruto","PACA044790",NA,"Magnoliophyta","Theales",NA,NA,NA,"Magnoliatae",NA,"76715","auto",NA,NA,NA
"48","2019-08-27 13:33:39-03","IAP","PACA-AGP","92760","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","R. Zaremba & A. C. Mondin",NA,NA,NA,"R. Zaremba","1998","05","20","Brasil","RS","São Francisco de Paula","Flona, A1.","-50.5835990905762","-29.4480991363525",NA,NA,"912","912","Planta com aproximadamente 50 cm de altura. Produz grande quantidade de sementes. &nf;Projeto Flona - SFP n° 259. HASU 9474. Habitat: Borda de mata Fenofase: flor amarela Hábito: erva","PACA092760",NA,"Magnoliophyta","Theales",NA,NA,NA,"Magnoliatae",NA,"76715","auto",NA,NA,NA
