"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","year","month","day","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","622437","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","B. J. Pickel","2719","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=570491' target='other'> <mi>dwc_moreinfo</mi></a>","NY00622437","1934","06","26","Magnoliophyta","Poales","L.","H. T. O'Neill","Pernambuco",NA,"In a wet place, Tapera.","-35.18","-8.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01174537","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","G. S. Pinheiro","136","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1393186' target='other'> <mi>dwc_moreinfo</mi></a>","NY01174537",NA,NA,NA,"Magnoliophyta","Poales","L.",NA,"Pará",NA,NA,NA,NA,NA,NA,"NY01174537_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01174543","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","L. Coradin","602","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1393360' target='other'> <mi>dwc_moreinfo</mi></a>","NY01174543",NA,NA,NA,"Magnoliophyta","Poales","L.","T. M. Koyama","Roraima",NA,NA,NA,NA,NA,NA,"NY01174543_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","622436","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","J. L. Hage","2009","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=570497' target='other'> <mi>dwc_moreinfo</mi></a>","NY00622436","1986","05","29","Magnoliophyta","Poales","L.","G. C. Tucker","Bahia","Ilhéus","Area do CEPEC (Centro de Pesquisas do Cacau), km 22 da Rodovia Ilhéus/Itabuna (BR 415). Quadra C.","-39.2273659","-14.771874","50","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-10-19 09:36:00-02","NY","NYBG","668375","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","F. J. Guánchez","33","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=570499' target='other'> <mi>dwc_moreinfo</mi></a>","NY00668375","1980","06","17","Magnoliophyta","Poales",NA,"G. C. Tucker","Amazonas","Mun. Atures","Solares y vías de Pto. Ayacucho, terrenos de relleno o capas sedimentarias arenosas.","-67.6","5.67","55","55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01174538","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","J. J. Strudwick","4133","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1393187' target='other'> <mi>dwc_moreinfo</mi></a>","NY01174538","1981","08","05","Magnoliophyta","Poales","L.","T. M. Koyama","Pará",NA,"Sete Varas airstrip on Rio Curua.","-55.1657197","-0.2209974",NA,NA,"NY01174538_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01174541","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","G. Davidse","17823","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1393198' target='other'> <mi>dwc_moreinfo</mi></a>","NY01174541","1980","04",NA,"Magnoliophyta","Poales","L.",NA,"Pará","Marapanim","Just east of the fishing village of Camara which is ca. 11 km NW of Marudá","-47.68","-0.62","2","20","NY01174541_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2017-09-21 15:27:00-03","NY","NYBG","02681455","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","G. Martinelli","17895","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2954558' target='other'> <mi>dwc_moreinfo</mi></a>","NY02681455","2013","02","18","Magnoliophyta","Poales",NA,"S. M. Costa","Piauí","Caracol","Parque Nacional da Serra das Confusões. grotões abaixo do Lajedo do Canto Verde.","-43.4575","-8.900556",NA,NA,"NY02681455_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","622434","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","J. L. Hage","1289","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=570494' target='other'> <mi>dwc_moreinfo</mi></a>","NY00622434","1981","09","02","Magnoliophyta","Poales","L.","T. M. Koyama","Bahia","Ilhéus","Area do CEPEC (Centro de Pesquisas do Cacau), km 22 da Rodovia Ilhéus/Itabuna (BR 415). Quadra H.","-39.2273659","-14.771874","50","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01174540","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","W. J. Burchell","9694-2","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1393190' target='other'> <mi>dwc_moreinfo</mi></a>","NY01174540",NA,NA,NA,"Magnoliophyta","Poales","L.","H. T. O'Neill","Pará",NA,NA,NA,NA,NA,NA,"NY01174540_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00918994","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","D. Bommer","58","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=994988' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918994","1967","03","07","Magnoliophyta","Poales","L.","L. T. Eiten","Mato Grosso do Sul","Corumbá","Fazenda São Gonçalo, north bank of Rio Taquari, 100 km west of COXIM. In the paddock or pasture, Invernada de Bois, 7 km north of fazenda headquarters.","-55.77","-18.17",NA,NA,"NY00918994_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","622438","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","B. J. Pickel","2719","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=570492' target='other'> <mi>dwc_moreinfo</mi></a>","NY00622438","1933","06","18","Magnoliophyta","Poales","L.","H. T. O'Neill","Pernambuco",NA,"On wet place, Tapera.","-35.18","-8.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","01174539","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","B. V. Rabelo","3303","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1393189' target='other'> <mi>dwc_moreinfo</mi></a>","NY01174539",NA,NA,NA,"Magnoliophyta","Poales","L.","T. M. Koyama","Amapá",NA,NA,NA,NA,NA,NA,"NY01174539_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","668372","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","M. M. Arbo","7409","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=570500' target='other'> <mi>dwc_moreinfo</mi></a>","NY00668372","1997","01","17","Magnoliophyta","Poales","L.","G. C. Tucker","Bahia",NA,"Serra do Tombador, 19 Km al NW de Jacobina, BR-324.","-40.67","-11.08","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2016-10-19 09:36:00-02","NY","NYBG","668374","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","L. B. Holm-Nielsen","2768","South America","Ecuador","sheet",NA,"FAA. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=570498' target='other'> <mi>dwc_moreinfo</mi></a>","NY00668374","1973","03","30","Magnoliophyta","Poales",NA,"G. C. Tucker","Los Ríos",NA,"Surrondings of Montalvo (foothills of the Andes, ca. 40 km E of Babahoyo).","-79.28","-1.78","100","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","709527","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","L. Buscalioni","1907","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=857672' target='other'> <mi>dwc_moreinfo</mi></a>","NY00709527","1899","04","26","Magnoliophyta","Poales","L.","G. C. Tucker","Pará",NA,"Nella foresta presso Castanhal.",NA,NA,NA,NA,"NY00709527_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-01-06 11:42:07-03","UFPI-MRV","HDELTA","1407","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Fontinele, K. M.","44",NA,"Brasil",NA,NA,"Erva; alt. 0,30 a 0,50cm","HDELTA001407","2014","04","29",NA,NA,"L.","Andrade, I. M. e Mayo, S. J.","Piauí","Ilha Grande","Labino","-41.7735","-2.85125",NA,NA,NA,"41°46'24,60W","02°51'04,50S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-01-06 11:42:07-03","UFPI-MRV","HDELTA","5847","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Cerqueira, E.C.","85",NA,"Brasil",NA,NA,NA,"HDELTA005847","2016","04","07",NA,NA,"L.","Cerqueira,E.C.","Piauí","Parnaíba","Lagoa do Bebedouro","-41.771389","-2.928611",NA,NA,NA,"41°46'17,00''W","2°55'43,00''S","2017","06","20",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-01-06 11:42:08-03","UFPI-MRV","HDELTA","5862","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Cerqueira, E.C.","42",NA,"Brasil",NA,NA,NA,"HDELTA005862","2016","02","18",NA,NA,"L.","Cerqueira,E.C.","Piauí","Parnaíba","São Judas Tadeu","-41.739167","-2.911111",NA,NA,NA,"41°44'21,00''W","2°54'40,00''S","2016","02","18",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-01-06 11:42:07-03","UFPI-MRV","HDELTA","5846","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Cerqueira, E.C.","176",NA,"Brasil",NA,NA,NA,"HDELTA005846","2017","03","31",NA,NA,"L.","Cerqueira,E.C.","Piauí","Parnaíba","Labino","-41.758333","-2.841667",NA,NA,NA,"41°45'30,00''W","2°50'30,00''S","2017","06","20",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-01-06 11:42:07-03","UFPI-MRV","HDELTA","5845","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Cerqueira, E.C.","208",NA,"Brasil",NA,NA,NA,"HDELTA005845","2017","06","02",NA,NA,"L.","Cerqueira,E.C.","Piauí","Parnaíba","Labino","-41.757778","-2.838889",NA,NA,NA,"41°45'28,00''W","2°50'20,00''S","2017","06","20",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-01-06 11:42:07-03","UFPI-MRV","HDELTA","5848","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Cerqueira, E.C.","172",NA,"Brasil",NA,NA,NA,"HDELTA005848","2017","03","26",NA,NA,"L.","Cerqueira,E.C.","Piauí","Luís Correia","Bairro Nossa Senhora da Conceição","-41.666389","-2.880833",NA,NA,NA,"41°39'59,00''W","2°52'51,00''S","2017","03","30",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-01-06 11:42:07-03","UFPI-MRV","HDELTA","3613","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Fontinele, K. M.","24",NA,"Brasil",NA,NA,NA,"HDELTA003613","2015","04","17",NA,NA,"L.","Silva, M. S.","Piauí","Parnaíba","Lagoa do Bebedouro","-41.756556","-2.9115",NA,NA,NA,"41º45'23,60''W","02º54'41,40''S","2017","01","27",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-01-06 11:42:07-03","UFPI-MRV","HDELTA","5843","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Cerqueira, E.C.","288",NA,"Brasil",NA,NA,NA,"HDELTA005843","2018","06","03",NA,NA,"L.","Cerqueira,E.C.","Piauí","Parnaíba","Loteamento Jardim Atlântico","-41.776111","-2.858139",NA,NA,NA,"41°46'34,00''W","2°51'29,30''S","2018","11","15",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-01-06 11:42:08-03","UFPI-MRV","HDELTA","5849","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Cerqueira, E.C.","289",NA,"Brasil",NA,NA,NA,"HDELTA005849","2018","06","12",NA,NA,"L.","Cerqueira,E.C.","Piauí","Luís Correia","Cemitério","-41.666389","-2.886944",NA,NA,NA,"41°39'59,00''W","2°53'13,00''S","2019","01","20",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-01-06 11:42:07-03","UFPI-MRV","HDELTA","5202","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Silva, M.S.; Araújo, J.V.S.","129",NA,"Brasil",NA,NA,NA,"HDELTA005202","2018","03","14",NA,NA,"L.","Silva, M.S.","Piauí","Cajueiro da Praia",NA,"-41.318917","-3.00475",NA,NA,NA,"41°19'08,10W","03°00'17,10S","2018","03","14",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-01-06 11:42:07-03","UFPI-MRV","HDELTA","5844","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Cerqueira, E.C.","285",NA,"Brasil",NA,NA,NA,"HDELTA005844","2018","05","23",NA,NA,"L.","Cerqueira,E.C.","Piauí","Parnaíba","Praia Pedra do Sal","-41.744444","-2.810556",NA,NA,NA,"41°44'40,00''W","2°48'38,00''S","2018","10","09",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-01-06 11:42:07-03","UFPI-MRV","HDELTA","4507","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Barboza, F.R.T.","1",NA,"Brasil",NA,NA,NA,"HDELTA004507","2017","05","25",NA,NA,"L.","Silva, M.S.","Piauí","Buriti dos Lopes","Barra do Longá","-41.8669013977051","-3.17499995231628",NA,NA,NA,NA,NA,"2017","08","30","21335","auto",NA,NA,NA,NA,NA,NA
"39","2021-01-06 11:42:07-03","UFPI-MRV","HDELTA","5842","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Cerqueira, E.C.","262",NA,"Brasil",NA,NA,NA,"HDELTA005842","2018","03","14",NA,NA,"L.","Cerqueira,E.C.","Piauí","Cajueiro da Praia","Boa Vista","-41.3361015319824","-2.92777991294861",NA,NA,NA,NA,NA,"2018","10","09","20668","auto",NA,NA,NA,NA,NA,NA
"40","2021-01-06 11:42:07-03","UFPI-MRV","HDELTA","3112","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Santos, E.S.",NA,NA,"Brasil",NA,NA,NA,"HDELTA003112","2015","11","04",NA,NA,"L.","Silva, M.S.","Piauí","Cocal",NA,"-41.5574989318848","-3.47194004058838",NA,NA,NA,NA,NA,"2017","01","23","30836","auto",NA,NA,NA,NA,NA,NA
"41","2021-01-06 11:42:07-03","UFPI-MRV","HDELTA","5236","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Silva, M.S.","79",NA,"Brasil",NA,NA,NA,"HDELTA005236","2017","03","31",NA,NA,"L.","Silva, M.S.","Piauí","Parnaíba","Labino","-41.7766990661621","-2.90472006797791",NA,NA,NA,NA,NA,"2017","03","31","25571","auto",NA,NA,NA,NA,NA,NA
"42","2021-01-06 11:42:07-03","UFPI-MRV","HDELTA","5243","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Silva, M.S.","94",NA,"Brasil",NA,NA,NA,"HDELTA005243","2017","06","02",NA,NA,"L.","Silva, M.S.","Piauí","Parnaíba","Labino","-41.7766990661621","-2.90472006797791",NA,NA,NA,NA,NA,"2017","06","20","25571","auto",NA,NA,NA,NA,NA,NA
"43","2021-01-06 11:42:07-03","UFPI-MRV","HDELTA","3716","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Silva, M.S.","41",NA,"Brasil",NA,NA,NA,"HDELTA003716","2016","06","30",NA,NA,"L.","Silva, M,S.","Piauí","Parnaíba","Labino","-41.7766990661621","-2.90472006797791",NA,NA,NA,NA,NA,"2017","03","28","25571","auto",NA,NA,NA,NA,NA,NA
"44","2021-01-06 11:42:07-03","UFPI-MRV","HDELTA","3725","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Silva, M.S.; Cerqueira, E.C.","2",NA,"Brasil",NA,NA,NA,"HDELTA003725","2016","04","07",NA,NA,"L.","Silva, M.S.","Piauí","Parnaíba","Lagoa do Bebedouro","-41.7766990661621","-2.90472006797791",NA,NA,NA,NA,NA,"2016","06","09","25571","auto",NA,NA,NA,NA,NA,NA
"45","2021-01-06 11:42:07-03","UFPI-MRV","HDELTA","5235","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Silva, M.S.","95",NA,"Brasil",NA,NA,NA,"HDELTA005235","2017","05","23",NA,NA,"L.","Silva, M.S.","Piauí","Parnaíba","Tabuleiros Litorâneos","-41.7766990661621","-2.90472006797791",NA,NA,NA,NA,NA,"2017","06","20","25571","auto",NA,NA,NA,NA,NA,NA
"46","2021-01-06 11:42:07-03","UFPI-MRV","HDELTA","3726","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Silva, M.S.","48",NA,"Brasil",NA,NA,NA,"HDELTA003726","2016","08","23",NA,NA,"L.","Silva, M.S.","Piauí","Parnaíba","Tabuleiros Litorâneos","-41.7766990661621","-2.90472006797791",NA,NA,NA,NA,NA,"2016","08","23","25571","auto",NA,NA,NA,NA,NA,NA
"47","2021-03-30 12:51:55-03","EAO","IAN","142662","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Pinheiro, GS; Carvalho, JFV","136","Southern America","Brasil",NA,NA,NA,"IAN142662","1974","04","04","Monocotiledônea",NA,"L.","Eiten, LT","Pará",NA,"Estreito-Marabá, km 1.",NA,NA,NA,NA,NA,NA,NA,"1975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-30 12:51:55-03","EAO","IAN","50928","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Fróes, RL; Black, GA","24411","Southern America","Brasil",NA,NA,"Planta pequena, em lugar sombreado; espícula branca.","IAN050928","1949","06","10","Monocotiledônea",NA,"L.",NA,"Pará",NA,"Cocal do Rio Itacaiunas; capoeira.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-30 12:51:55-03","EAO","IAN","50931","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Fróes, RL; Black, GA","24414","Southern America","Brasil",NA,NA,"Anual; inflorescência verde-clara.","IAN050931","1949","06","10","Monocotiledônea",NA,"L.",NA,"Pará",NA,"Cocal do Rio Itacaiunas; capoeira.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-30 12:51:55-03","EAO","IAN","71741","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Black, GA; Magalhães, MG","13366","Southern America","Brasil",NA,NA,"Em touceira espalhada.","IAN071741","1951","09","06","Monocotiledônea",NA,"L.","Black, GA","Roraima",NA,"Rio Mucajaí; capoeira de Samauma, km 4-5.","-59.254167","0.737222",NA,NA,NA,"-59.254167","0.737222","1956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
