"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","phylum","order","coordinatePrecision","individualCount","geoFlag","continentOcean","preparationType","infraspecificEpithet","class","fieldNumber","typeStatus","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","400520","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii philippocoburgii","Wawra","L. B. Smith",NA,NA,NA,"F. Atala","1960","05","24","Brazil","Rio de Janeiro","Rio de Janeiro","Floresta da Tijuca, Estrada dos Picos","-43.2075","-22.9031",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=341054' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400520","NY00400520_01","316","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet","philippocoburgii",NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","400523","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra","P. K. H. Dusén",NA,NA,NA,"P. K. H. Dusén","1915","09","20","Brazil","Paraná","Jaguariaíva","Jacarehý","-49.7056","-24.2511",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=438058' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400523","NY00400523_01","17195","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","400526","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra","E. Pereira",NA,NA,NA,"E. Pereira","1967","03","25","Brazil","Rio de Janeiro","Petrópolis","Serra da Estrela","-43.1783","-22.505",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=438061' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400526","NY00400526_01","10569","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","400517","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra","J. P. P. Carauta",NA,NA,NA,"J. P. P. Carauta","1969","02","25","Brazil","Rio de Janeiro","Rio de Janeiro","Serra Carioca, Hôrto do Centro de Conservaçao da Natureza, Canteiro XVI","-43.2075","-22.9031",NA,NA,NA,NA,"A espécie é nativa na Serra Carioca <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=438060' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400517","NY00400517_01","796","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","400527","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra","R. Kersten",NA,NA,NA,"S. M. Silva","1997","03","22","Brazil","Paraná","Paranaguá","Ilha do Mel - Praia Grande","-48.35","-25.5",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=438063' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400527","NY00400527_01","2","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA
"16","2019-12-04 15:26:26-03","PUCPR","HUCP","24041","S","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra.","Kersten, RA",NA,NA,NA,"Kersten, RA","2016","04","01","Brasil","Paraná","Curitiba",NA,"-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,NA,"1645","Monocotiledonea",NA,"25180",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"17","2019-12-04 15:26:26-03","PUCPR","HUCP","12434","S","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra.","Tardivo, RC",NA,NA,NA,"Rodrigues, AW","2000","05","08","Brasil","Santa Catarina","Garuva",NA,"-48.8549995422363","-26.0266990661621",NA,NA,NA,NA,"Nº 41110.",NA,NA,"11306","Monocotiledonea",NA,"22441",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"18","2020-11-04 11:03:57-03","ESALQ","ESA","22443","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra",NA,NA,NA,NA,"Miyagi, P.H. et al.","1994","09","07","Brasil","São Paulo","Subaúma",NA,NA,NA,NA,NA,NA,NA,NA,"ESA022443","ESA022443_1 ESA022443_2","139.0","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-11-04 11:03:57-03","ESALQ","ESA","131366","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra","Forster, W.","2013",NA,NA,"Souza, V.C.; Caliari, C.P.; Coelho, R.L.G.; Colletta, G.D.; Barroso, R.M.; Martins, C.H.C.","2013","02","21","Brasil","São Paulo","Jacareí","Fragmento 21 (TAV). Floresta ciliar em área de contato Floresta Estacional Semidecidual / Floresta Ombrófila Densa.","-23.3085","-46.098","-23.3085","-46.098","580","580",NA,"ESA131366",NA,"36569.0","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-04 11:03:57-03","ESALQ","ESA","84607","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra","Forster, W.","2003",NA,NA,"Aguiar, A.C.; Silva, R.R.; Pereira, Z.V.; Cerqueira, R.M.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Paula-Souza, J.; Muniz, M.","2003","04","15","Brasil","São Paulo","Ribeirão Grande","BLOQUEADO","-48.3600006103516","-24.0900001525879",NA,NA,"710","710","Epífita a 1,5m alt.Brácteas rosas com ápice verde, bractélas marrons, flores amarelas e verdes na base","ESA084607","ESA084607","107.0","Magnoliophyta",NA,"25028",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"21","2020-11-04 11:03:57-03","ESALQ","ESA","93075","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra",NA,NA,NA,NA,"Meireles, J.E. et al.","2005","03","26","Brasil","São Paulo","Cananéia",NA,"-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,"ESA093075","ESA093075","276.0","Magnoliophyta",NA,"37574",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"22","2020-11-04 11:03:57-03","ESALQ","ESA","21011","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra",NA,NA,NA,NA,"Miyagi, P.H. et al.","1994","09","06","Brasil","São Paulo","Cananéia",NA,"-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,"ESA021011","ESA021011","89.0","Magnoliophyta",NA,"37574",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"23","2020-11-04 11:03:57-03","ESALQ","ESA","50309","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii",NA,"Forster, W.",NA,NA,NA,"Braidotti, J.C. et al.","2005","03","31","Brasil","São Paulo","Cananéia",NA,"-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,"ESA050309","ESA050309","136.0","Magnoliophyta",NA,"37574",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"24","2020-11-04 11:03:57-03","ESALQ","ESA","114216","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii",NA,"Breier, T.B.","2004",NA,NA,"Breier, T.B.","2003","05","14","Brasil","São Paulo","Sete Barras",NA,"-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,NA,"ESA114216","ESA114216","1080.0","Magnoliophyta",NA,"34059",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"25","2020-11-04 11:03:57-03","ESALQ","ESA","79027","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra","Forster, W.","2000","04","18","Forster, W.; Mendes, J.C.T.; Ferraz, K.M.B.; Ferraz, S.F.B.; Silva, E.V.; Valente, R.; Rocha, E.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.","2000","04","18","Brasil","São Paulo","Caraguatatuba","BLOQUEADO","-45.4099998474121","-23.6200008392334",NA,NA,NA,NA,"Epífita. Crescendo a 7 metros sobre o hospedeiro, inflorescência com brácteas púrpuras, flores amarelas. Roseta com cerca de 1 metro diâmetro","ESA079027","ESA079027_1 ESA079027_2","409.0","Magnoliophyta",NA,"30093",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"26","2020-11-04 11:03:57-03","ESALQ","ESA","84620","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra","Forster, W.","2003","01","01","Viani, R.A.G.; Souza, S.C.P.M.; Gusson, E.; Cavallari Neto, M.; Melo, A.C.G.; Paula-Souza, J.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.","2003","04","17","Brasil","São Paulo","Ribeirão Grande","BLOQUEADO","-48.3600006103516","-24.0900001525879",NA,NA,"820","820","Epífita à 4 m, inflorescência amarelo-avermelhada, borda da mata","ESA084620","ESA084620","133.0","Magnoliophyta",NA,"25028",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"27","2020-11-04 11:03:57-03","ESALQ","ESA","97463","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","phillipocoburgii","Vriesea phillipocoburgii",NA,"Breier, T.B.",NA,NA,NA,"Rocca, M.A.","2004","03","08","Brasil","São Paulo","Sete Barras",NA,"-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,NA,"ESA097463","ESA097463","27.0","Magnoliophyta",NA,"34059",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"28","2021-02-07 08:35:21-03","MN","R","193073","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra",NA,NA,NA,NA,"Lutz, B.M.J.","1939","02","23","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R010017504",NA,"1270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-02-07 08:35:21-03","MN","R","213479","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra",NA,NA,NA,NA,"Uribbe, F.P.","2012","09","16","Brasil","São Paulo","Paranapiacaba",NA,NA,NA,NA,NA,NA,NA,NA,"R010017552",NA,"79",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-31 13:37:05-03","MN","R","221446","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra",NA,NA,NA,NA,"Vidal, J.","1952",NA,NA,"Rio de Janeiro","Teresópolis",NA,"Material colhido na localidade Garrafão, no Parque Nacional da Serra dos Órgãos.",NA,NA,NA,NA,NA,NA,NA,"R010017475",NA,"II - 4057",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-02-07 08:35:21-03","MN","R","239913","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra","Kessous, I.M.","2017","03","14","Kessous, I.M. 276; Aguiar, C. & Costa, A.F.","2017","03","14","Brasil","São Paulo","São Luiz do Paraitinga","PESM, sede, Trilha do Pirapitinga.",NA,NA,NA,NA,NA,NA,NA,"R010071793,R010071910,R010071911",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-02-07 08:35:21-03","MN","R","32497","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra",NA,NA,NA,NA,"Foster, M.B.","1939","08","20","Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"R010017512",NA,"375",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-02-07 08:35:21-03","MN","R","102933","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra",NA,NA,NA,NA,"Smith, L.B.","1952","02","21","Brasil","Paraná","Guaratuba",NA,"-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,"R010017520",NA,"5726",NA,NA,"41937",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"34","2021-02-07 08:35:21-03","MN","R","230178","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra","Almeida, M.M.","2014","08",NA,"Almeida, M.M.","2014","08",NA,"Brasil","Rio de Janeiro","Cachoeiras de Macacu",NA,"-42.6530990600586","-22.4624996185303","042°44#?#53.0#?##?#","22°23#?#18.7#?##?# S",NA,NA,NA,"R010031622,R010031619,R010031623,R010031624","R010031619 R010031622 R010031623 R010031624","124",NA,NA,"32671",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"35","2021-02-07 08:35:21-03","MN","R","230170","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra","Almeida, M.M.","2014","07",NA,"Almeida, M.M.","2014","07",NA,"Brasil","Rio de Janeiro","Cachoeiras de Macacu",NA,"-42.6530990600586","-22.4624996185303","042°44#?#53.7#?##?#W","22°23#?#17.9#?##?#",NA,NA,NA,"R010031640,R010031641,R010031642,R010031637,R010031638,R010031639,R010031634","R010031634 R010031637 R010031638 R010031639 R010031640 R010031641 R010031642","116",NA,NA,"32671",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"36","2021-02-07 08:35:21-03","MN","R","230365","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra",NA,NA,NA,NA,"Almeida, M.M. 331; Oliveira, R.R.","2015","05",NA,"Brasil","Rio de Janeiro","Cachoeiras de Macacu",NA,"-42.6530990600586","-22.4624996185303",NA,NA,NA,NA,NA,"R010036234",NA,NA,NA,NA,"32671",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"37","2021-02-07 08:35:21-03","MN","R","230206","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra",NA,NA,NA,NA,"Almeida, M.M. 152; Oliveira, R.R.","2014","08",NA,"Brasil","Rio de Janeiro","Cachoeiras de Macacu",NA,"-42.6530990600586","-22.4624996185303",NA,NA,NA,NA,NA,"R010034124,R010034122,R010034126,R010034125,R010034121,R010034123",NA,NA,NA,NA,"32671",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"38","2021-02-07 08:35:21-03","MN","R","214652","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra",NA,NA,NA,NA,"Gonçalves, L.F.","2012","03","24","Brasil","Rio de Janeiro","Guapimirim",NA,"-42.9818992614746","-22.5372009277344",NA,NA,NA,NA,NA,"R010017488",NA,"77",NA,NA,"21463",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"39","2021-02-07 08:35:21-03","MN","R","103379","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra",NA,NA,NA,NA,"Smith, L.B.","1952","04","20","Brasil","Rio de Janeiro","Nova Friburgo",NA,"-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,NA,"R010017524","R010017524","7111",NA,NA,"33190",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"40","2021-02-07 08:35:21-03","MN","R","196006","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra",NA,NA,NA,NA,"Silva, B.R.","1999","04","25","Brasil","Rio de Janeiro","Nova Iguaçu",NA,"-43.451099395752","-22.7591991424561",NA,NA,NA,NA,NA,"R010017501",NA,"185",NA,NA,"25743",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"41","2021-02-07 08:35:21-03","MN","R","103393","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra",NA,NA,NA,NA,"Smith, L.B.","1952","04","10","Brasil","Rio de Janeiro","Petrópolis",NA,"-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,NA,"R010017469",NA,"6497",NA,NA,"36524",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"42","2021-02-07 08:35:21-03","MN","R","214631","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra",NA,NA,NA,NA,"Costa, A.F.","2009","05","06","Brasil","Rio de Janeiro","Petrópolis",NA,"-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,NA,"R010017481",NA,"867",NA,NA,"36524",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"43","2021-02-07 08:35:21-03","MN","R","103647","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra",NA,NA,NA,NA,"Mello Filho, L.E.",NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"R010017555",NA,"1274",NA,NA,"57442",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"44","2021-02-07 08:35:21-03","MN","R","104744","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra",NA,NA,NA,NA,"Vidal, J.","1952",NA,NA,"Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,NA,"R010017478","R010017478","3256",NA,NA,"38539",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"45","2021-02-07 08:35:21-03","MN","R","107302","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra",NA,NA,NA,NA,"Vidal, J.","1952",NA,NA,"Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,NA,"R010017557",NA,"1662",NA,NA,"38539",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"46","2021-02-07 08:35:21-03","MN","R","107303","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra",NA,NA,NA,NA,"Vidal, J.","1952",NA,NA,"Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,NA,"R010017566",NA,"1760",NA,NA,"38539",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"47","2021-02-07 08:35:21-03","MN","R","107304","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra",NA,NA,NA,NA,"Vidal, J.","1952",NA,NA,"Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,NA,"R010017563",NA,"1756",NA,NA,"38539",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"48","2021-02-07 08:35:21-03","MN","R","107305","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra",NA,NA,NA,NA,"Vidal, J.","1952",NA,NA,"Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,NA,"R010017560",NA,"1759",NA,NA,"38539",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"49","2021-02-07 08:35:21-03","MN","R","107320","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra",NA,NA,NA,NA,"Vidal, J.","1952",NA,NA,"Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,NA,"R010017466",NA,"1767",NA,NA,"38539",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"50","2021-02-07 08:35:21-03","MN","R","107321","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra",NA,NA,NA,NA,"Vidal, J.",NA,NA,NA,"Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,NA,"R010017491",NA,"1764",NA,NA,"38539",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"51","2021-02-07 08:35:21-03","MN","R","107322","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra",NA,NA,NA,NA,"Vidal, J.",NA,NA,NA,"Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,NA,"R010017498",NA,"1763",NA,NA,"38539",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"52","2021-02-07 08:35:21-03","MN","R","107490","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra",NA,NA,NA,NA,"Vidal, J.","1952","08",NA,"Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,NA,"R010017484",NA,"4059",NA,NA,"38539",NA,"auto",NA,NA,NA,NA,NA,NA,NA
