"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","year","month","locality","minimumElevationInMeters","maximumElevationInMeters","day","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","yearIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","monthIdentified","dayIdentified","typeStatus","fieldNumber"
"12","2020-12-21 16:12:11-03","MBM","MBM","12118","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","glaziovianum","Eryngium glaziovianum","Urban",NA,"Lindeman, J.; Haas, H.; Haas, H.","4606","Southern America","Brazil","Paraná",NA,NA,"MBM012118","MBM012118","1967","02","Curitiba, ca. 10km O",NA,NA,"23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2015-09-05 05:41:10-03","MNHN","RECOLNAT_MNHN_P","P00130389","PreservedSpecimen",NA,NA,NA,"Apiaceae","Eryngium","glaziovianum","Eryngium glaziovianum","Urb.","Wörz","Glaziou, A.",NA,NA,"Brésil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00130389' target='other'> <mi>dwc_moreinfo</mi></a>","P00130389","P00130389_01 P00130389_02","1871","6","Rio de Janeiro : Itatiaia",NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype","4837"
"14","2015-09-04 04:34:06-03","MNHN","RECOLNAT_MNHN_P","P03225558","PreservedSpecimen",NA,NA,NA,"Apiaceae","Eryngium","glaziovianum","Eryngium glaziovianum","Urb.",NA,"Glaziou, A.",NA,NA,"Brasil","Rio de Janeiro","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03225558' target='other'> <mi>dwc_moreinfo</mi></a>","P03225558","P03225558_01","1881","8","Brésil.",NA,NA,"1","Teresópolis","-42.9655990600586","-22.4122009277344",NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA,"12747"
"15","2020-11-18 11:39:39-03","UERJ","HRJ","12723","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","glaziovianum","Eryngium glaziovianum","Urb.","I.S. Matos","I.S. Matos","53",NA,"Brasil","Rio de Janeiro",NA,NA,"HRJ00012779",NA,"2015","05","Parque Nacional do Itatiaia.",NA,NA,"28","Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,"2015","19648","auto",NA,NA,"08","30",NA,NA
"16","2020-11-18 11:39:39-03","UERJ","HRJ","12722","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","glaziovianum","Eryngium glaziovianum","Urb.","I.S. Matos","I.S. Matos","12",NA,"Brasil","Rio de Janeiro",NA,NA,"HRJ00012780",NA,"2015","05","Parque Nacional do Itatiaia.",NA,NA,"28","Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,"2015","19648","auto",NA,NA,"08","30",NA,NA
"17","2021-03-15 18:24:27-03","USP","SPF","212814","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","glaziovianum","Eryngium glaziovianum","Urb.","Lucas, D","Fiaschi, P","3834",NA,"Brasil","Minas Gerais",NA,"Erva. Folhas com base às vezes vinácea. Inflorescência azul-arroxeada. Brácteas verdes, levemente arroxeadas. Flores com pétalas arroxeadas, disco verde, estames com filete alvo e antera arroxeada. Amostra em sílica-gel.; Floresta Om","SPF00212814","SPF00212814 SPF00212814_1 SPF00212814_2","2012","01","Parque Nacional do Itatiaia, Estrada para o Abrigo Rebouças.","2040","2040","12","Itamonte","-44.742639","-22.345889","-44.742639","-22.345889","2018",NA,NA,NA,NA,"02",NA,NA,NA
"18","2017-09-11 17:06:45-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Apiaceae","Eryngium","glaziovianum","Eryngium glaziovianum","Urb.",NA,"Sello, HL","s.n.","Southern America","Brazil",NA,NA,NA,NA,"P11P1N0085",NA,NA,"in Brasilia loco non adnotato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2017-09-11 17:06:45-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Apiaceae","Eryngium","glaziovianum","Eryngium glaziovianum","Urb.",NA,"Glaziou, AFM","4837","Southern America","Brazil","Rio de Janeiro",NA,NA,NA,"P11P1N0085",NA,NA,"Habitat prope Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-02-08 12:31:54-03","UFRGS","ICN","197529","S","Plantae","Dicotyledon",NA,"Apiaceae","Eryngium","glaziovianum","Eryngium glaziovianum","Urb.","Lucas, DB","Coelho, GP; Gonzatti, F; Silva, LN","GPC190","América do Sul","Brasil","MG",NA,"Erva ca. 50 cm; em início de floração, flores azuladas; Campo rochoso",NA,NA,"2017","11","Parque Nacional do Caparaó, próximo ao Pico da Bandeira",NA,NA,"13","Alto Caparaó","-41.498611","-20.431944","-41.498611","-20.431944","2018",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-02-08 12:31:54-03","UFRGS","ICN","197528","S","Plantae","Dicotyledon",NA,"Apiaceae","Eryngium","glaziovianum","Eryngium glaziovianum","Urb.","Lucas, DB","Coelho, GP; Gonzatti, F; Silva, LN","GPC189","América do Sul","Brasil","MG",NA,"Erva ca. 50 cm, em início de floração, com flores brancas, próxima ao Terreirão; Campo rochoso",NA,NA,"2017","11","Parque Nacional do Caparaó, entre Terreirão e Pico da Bandeira",NA,NA,"13","Alto Caparaó","-41.801111","-20.424444","-41.801111","-20.424444","2018",NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-11-21 09:58:32-03","IBt","SP","15991","S","Plantae",NA,NA,"Apiaceae","Eryngium","glaziovianum","Eryngium glaziovianum","Urb.","Corrêa, IP","Noak, F","CGG3532",NA,"Brasil","São Paulo",NA,"Herbacea até 2m alt., infl. toda glauco-atro-violacea.","SP008725","SP008725","1897","01","Alto dos Marins, entre pedras.",NA,NA,"10","Cruzeiro","-44.9599990844727","-22.5699996948242",NA,NA,"1998","17702","auto",NA,NA,"02","09",NA,NA
