"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","county","coordinatePrecision","geoFlag","identifiedBy","yearIdentified","monthIdentified","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount"
"11","2020-02-08 10:08:33-03","NBC","NL-BOTANY","U.1769677","PreservedSpecimen","Plantae",NA,"Myrtales","Vochysiaceae","Vochysia","revoluta","Vochysia revoluta",NA,"Ducke A",NA,"1935","11","24","Southern America","Brazil",NA,"Manaos sibra leviter paludosa cirra cataractam altans flum, Taruma.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1769677 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1769677","NL-U1769677","Ducke",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"12","2014-09-26 12:04:06-03","FEMACT","MIRR","2884","S","Plantae",NA,NA,"Vochysiaceae","Vochysia","revoluta","Vochysia revoluta",NA,"Silva, J.A. da; Prance, G.T.; Pires, J.M.; Huber, O.; Cordeiro, I.; Silva","366","1985","07","28",NA,"Brasil","Amazonas","Rio Aracá, a 15 hrs. de Barcelos, beira do rio, Rio Aracá, a 15 hrs. de Barcelos, beira do rio","-63","-0.005556",NA,"Árvore, de 9m de altura. Flores amarelas, botões florais amarelos. Projeto Flora Amazônica.",NA,NA,"Ducke","Barcelos",NA,NA,"Kawasaki",NA,NA,NA,"-63","-0.005556",NA,NA,NA,NA,NA
"13","2020-10-20 14:18:22-03","UFOPA","HSTM","8417","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","revoluta","Vochysia revoluta",NA,"Gonçalves, D.J.P.; Almeida, T.E.; Giacomin, L.L.; André, T.; Mortati, A.; Araújo, R.","671","2015","12","08",NA,"Brasil","Pará","Igarapé da Preciosa, próximo a casa do Senhor Raimundo.","-54.738333","-1.941667",NA,NA,"HSTM008417","HSTM008417","Ducke","Alenquer",NA,NA,NA,NA,NA,NA,"54º44'18''W","1º56'30''S",NA,"243","243",NA,NA
"14","2020-10-20 14:18:22-03","UFOPA","HSTM","8424","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","revoluta","Vochysia revoluta",NA,"Gonçalves, D.J.P.; Almeida, T.E.; Giacomin, L.L.; André, T.; Mortati, A.; Araújo, R.","680","2015","12","09",NA,"Brasil","Pará","Margem do Igarapé da Preciosa em frente a Casa do Senhor Raimundo.","-54.738333","-1.941667",NA,NA,"HSTM008424","HSTM008424","Ducke","Alenquer",NA,NA,NA,NA,NA,NA,"54º44'18''W","1º56'30''S",NA,"280","280",NA,NA
"15","2017-04-25 15:58:10-03","MNHN","RECOLNAT_MNHN_P","P00733941","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Vochysia","revoluta","Vochysia revoluta","isolectotype","Ducke, A.",NA,"1931","11","28",NA,"brésil",NA,"Manaos (civit. Amazonas), silva humosa circa cataractam altam flum. Taruma",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00733941' target='other'> <mi>dwc_moreinfo</mi></a>","P00733941","P00733941_01","Ducke",NA,NA,NA,"Mori",NA,NA,NA,NA,NA,NA,NA,NA,"24155",NA
"16","2015-09-05 04:40:52-03","MNHN","RECOLNAT_MNHN_P","P04660507","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Vochysia","revoluta","Vochysia revoluta",NA,"Ducke, A.",NA,"1935","11","24",NA,"Brasil","Amazonas","Tarumá.","-60.0250015258789","-3.10193991661072","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04660507' target='other'> <mi>dwc_moreinfo</mi></a>","P04660507","P04660507_01","Ducke","Manaus","138090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"34646",NA
"17","2017-10-09 16:41:00-03","MO","MOBOT","2909033","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","revoluta","Vochysia revoluta",NA,"J.A. Silva","Silva 366","1985","7","28","South America","Brazil","Amazonas","Mun. Barcelos; Rio Aracá a 15 hrs. de Barcelos, beira do rio.","-63.0083333","0.0055556",NA,NA,NA,NA,"Ducke",NA,NA,NA,"M.L. Kawasaki",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"18","2009-07-17 09:47:00-03","MO","MOBOT","2909110","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","revoluta","Vochysia revoluta",NA,"A. Ducke","Ducke 93","1935","11","24","South America","Brazil","Amazonas","Manáos, Rio Tarumá silva levites paludosa circa cataractam maiorem.",NA,NA,NA,NA,NA,NA,"Ducke",NA,NA,NA,"R.M. Tryon, Jr.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-08-31 09:08:29-03","INPA","INPA","2936","S","Plantae","Dicotyledon Com-Clade","Myrtales","Vochysiaceae","Vochysia","revoluta","Vochysia revoluta",NA,"Mello, FC de","INPA2936","1955","11","18","Southern America","Brasil","Amazonas","Cachoeira Alta do Tarumã, Cachoeira Alta do Tarumã","-60.03","-2.87",NA,NA,"INPA0002936",NA,"Ducke","Manaus",NA,NA,"Rodrigues, WA; Kuhlmann, JG","1956","07",NA,"-60.03","-2.87",NA,NA,NA,NA,NA
"20","2020-08-31 09:08:29-03","INPA","INPA","16543","S","Plantae","Dicotyledon Com-Clade","Myrtales","Vochysiaceae","Vochysia","revoluta","Vochysia revoluta",NA,"Ducke, A","s.n.","1935","11","24","Southern America","Brasil","Amazonas","Cachoeira Alta do Tarumã. Mata levimente Pantanosa.","-60.033333","-3.416667",NA,NA,"INPA0016543",NA,"Ducke","Manaus",NA,NA,NA,NA,NA,NA,"-60.033333","-3.416667",NA,NA,NA,NA,NA
"21","2020-09-12 05:00:02-03","US","US","1615699","PreservedSpecimen","Plantae",NA,"Polygalales","Vochysiaceae","Vochysia","revoluta","Vochysia revoluta","Isotype","A. Ducke","24155","1931","11","28","South America - Neotropics","Brazil","Amazonas","Manaus.",NA,NA,NA,NA,"US00108824","US00108824_01","Ducke",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1"
"22","2020-09-12 05:00:02-03","US","US","1740269","PreservedSpecimen","Plantae",NA,"Polygalales","Vochysiaceae","Vochysia","revoluta","Vochysia revoluta",NA,"A. Ducke","34646","1935","11","24","South America - Neotropics","Brazil","Amazonas",NA,"-60.0250015258789","-3.10193991661072",NA,NA,"US01873836","US01873836_01 US01873836_02","Ducke","Manaus","138090","auto",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1"
"23","2020-09-12 05:00:02-03","US","US","2608079","PreservedSpecimen","Plantae",NA,"Polygalales","Vochysiaceae","Vochysia","revoluta","Vochysia revoluta",NA,"A. Ducke","93","1942","11","12","South America - Neotropics","Brazil","Amazonas","Rio Tarumã, mata ligeiramente pantanosa perto da cachoeira alta","-60.0250015258789","-3.10193991661072",NA,NA,"US01873835","US01873835_01 US01873835_02","Ducke","Manaus","138090","auto",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1"
"24","2020-09-12 05:00:02-03","US","US","1693098","PreservedSpecimen","Plantae",NA,"Polygalales","Vochysiaceae","Vochysia","revoluta","Vochysia revoluta",NA,"A. Ducke","93","1935","11","24","South America - Neotropics","Brazil","Amazonas","Rio Taruma","-60.0250015258789","-3.10193991661072",NA,NA,"US01873837","US01873837_01 US01873837_02","Ducke","Manaus","138090","auto",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1"
"25","2020-09-12 05:00:02-03","US","US","3217783","PreservedSpecimen","Plantae",NA,"Polygalales","Vochysiaceae","Vochysia","revoluta","Vochysia revoluta",NA,"J. A. Silva, G. T. Prance, O. Huber, I. Cordeiro, J. M. Pires & et al.","366","1985","7","28","South America - Neotropics","Brazil","Amazonas","Serra do Aracá. Rio Aracá a 15 h de Barcelos","-63",NA,NA,NA,"US01873834","US01873834_01 US01873834_02","Ducke","Barcelos",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1"
"26","2016-03-28 12:33:46-03","F","FMNH-SEEDPLANTS","V0326782F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Vochysiaceae","Vochysia","revoluta","Vochysia revoluta",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0326782F","V0326782F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"27","2016-03-28 12:33:45-03","F","FMNH-SEEDPLANTS","V0326780F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Vochysiaceae","Vochysia","revoluta","Vochysia revoluta",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0326780F","V0326780F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"28","2016-03-28 12:33:45-03","F","FMNH-SEEDPLANTS","V0326781F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Vochysiaceae","Vochysia","revoluta","Vochysia revoluta",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0326781F","V0326781F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"29","2019-11-21 10:19:54-03","IBt","SP","225935","S","Plantae",NA,NA,"Vochysiaceae","Vochysia","revoluta","Vochysia revoluta",NA,"Silva, JA; et al.","366","1985","07","28",NA,"Brasil","Amazonas","Rio Aracá a 15 hs de Barcelos, beira do rio","-63.5","-0.333333",NA,NA,NA,NA,"Ducke","Barcelos",NA,NA,NA,NA,NA,NA,"-63.5","-0.333333",NA,NA,NA,NA,NA
"30","2014-09-23 10:59:55-03","G","G","G00342999","S","Plantae",NA,NA,"Vochysiaceae","Vochysia","revoluta","Vochysia revoluta","TYPUS of Vochysia revoluta Ducke","Ducke, A.","24155","1931","11","28","AMERIQUE DU SUD","Brazil","Amazonas",NA,"-65.08583333","-4.14444444",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=244929&base=img&lang=en","G00342999","G00342999","Ducke",NA,NA,NA,"?",NA,NA,NA,"-65.08583333","-4.14444444",NA,NA,NA,NA,NA
