"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","individualCount","occurrenceRemarks","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","recordNumber","continentOcean","preparationType","previousCatalogNumber","barcode","order","imagecode","class","relatedCatalogItem","fieldNumber","typeStatus","sex"
"577","2019-10-07 09:38:37-03","UEFS","HUEFS","162530","PreservedSpecimen","Plantae","Pteridophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","L.Sylvestre","2011","03",NA,"Pedreira, E.M.","2010","03","24","Brasil","Bahia","Santa Bárbara","Fazenda Arizona.","38W57'","11S56'",NA,NA,NA,NA,"-38.95","-11.933333",NA,NA,"23",NA,NA,NA,"HUEFS0162530","Selaginellales",NA,"Lycopodiopsida",NA,NA,NA,NA
"578","2019-10-07 09:38:36-03","UEFS","HUEFS","15604","PreservedSpecimen","Plantae","Pteridophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"Arbo, M.M.","1992","12","01","Brasil","Bahia","Itiúba",NA,"39W42'","10S38'",NA,NA,NA,NA,"-39.7","-10.633333",NA,NA,"5472",NA,NA,NA,"HUEFS0015604","Selaginellales",NA,"Lycopodiopsida",NA,NA,NA,NA
"579","2019-10-07 09:38:37-03","UEFS","HUEFS","171227","PreservedSpecimen","Plantae","Pteridophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"Gomes, T.B.","2010","08","01","Brasil","Bahia","Jeremoabo","Povoado Casinhas, Roça de Sr. Zé Lino.","38W23'54''","10S15'0''","411","411",NA,NA,"-38.398333","-10.25",NA,NA,"95",NA,NA,NA,"HUEFS0171227","Selaginellales",NA,"Lycopodiopsida",NA,NA,NA,NA
"580","2019-10-07 09:38:36-03","UEFS","HUEFS","133679","PreservedSpecimen","Plantae","Pteridophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"Ferreira, J.L.","2008","01","30","Brasil","Bahia","Ibipitanga","BA-156 - de Macaúbas para Paramirim","42W34'52''","13S5'7''",NA,NA,NA,"Caatinga.","-42.581111","-13.085278",NA,NA,"274",NA,NA,NA,"HUEFS0133679","Selaginellales",NA,"Lycopodiopsida",NA,NA,NA,NA
"581","2019-10-07 09:38:37-03","UEFS","HUEFS","171994","PreservedSpecimen","Plantae","Pteridophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Macedo & Nonato","2012","06",NA,"Melo, E.","2011","03","12","Brasil","Bahia","Curaçá","Estrada para São Bento, proximidades da Serra da Natividade.","39W40'8''","9S7'58''","450","450",NA,"Caatinga.","-39.668889","-9.132778",NA,NA,"9286",NA,NA,NA,"HUEFS0171994","Selaginellales",NA,"Lycopodiopsida",NA,NA,NA,NA
"582","2019-10-07 09:38:37-03","UEFS","HUEFS","183264","PreservedSpecimen","Plantae","Pteridophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"Costa-Lima, J.L.","2011","02","26","Brasil","Rio Grande do Norte","Acarí","Sítio Talhado, nas proximidades do Km 17 da BR 427, sentido Currais Novos-Acari. Vicinal a ca. de 600 m da rodovia, nas margens de riacho.","36W36'42''","6S20'39''","348","348",NA,"Caatinga arbustiva aberta, solo arenoso.","-36.611667","-6.344167",NA,NA,"403",NA,NA,NA,"HUEFS0183264","Selaginellales",NA,"Lycopodiopsida",NA,NA,NA,NA
"583","2019-10-07 09:38:37-03","UEFS","HUEFS","183335","PreservedSpecimen","Plantae","Pteridophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"Oliveira, A.C.P.","2011","02","27","Brasil","Rio Grande do Norte","Florânia","Serra da Garganta.","36W53'43''","6S6'24''","165","165",NA,"Caatinga árborea-arbustiva.","-36.895278","-6.106667",NA,NA,"1257",NA,NA,NA,"HUEFS0183335","Selaginellales",NA,"Lycopodiopsida",NA,NA,NA,NA
"584","2019-10-07 09:38:37-03","UEFS","HUEFS","183414","PreservedSpecimen","Plantae","Pteridophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"Jesus, N.G.","2001","04","06","Brasil","Bahia","Miguel Calmon","Estrada Miguel Calmon/Cabeceiras, a 16 Km de Miguel Calmon.","40W33'52''","11S21'33''","620","620",NA,"Caatinga arbórea densa, na margem do riacho.","-40.564444","-11.359167",NA,NA,"1290",NA,NA,NA,"HUEFS0183414","Selaginellales",NA,"Lycopodiopsida",NA,NA,NA,NA
"585","2019-10-07 09:38:37-03","UEFS","HUEFS","186383","PreservedSpecimen","Plantae","Pteridophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"Melo, E.","2012","05","26","Brasil","Bahia","Jeremoabo",NA,"39W4'57''","9S9'37''","388","388",NA,"Caatinga.","-39.0825","-9.160278",NA,NA,"11115",NA,NA,NA,"HUEFS0186383","Selaginellales",NA,"Lycopodiopsida",NA,NA,NA,NA
"586","2019-10-07 09:38:37-03","UEFS","HUEFS","178193","PreservedSpecimen","Plantae","Pteridophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Macedo & Nonato","2012","06",NA,"Melo, E.","2011","11","04","Brasil","Bahia","Maracás","Fazenda Canabrava.","40W25'20''","12S21'14''","872","872",NA,"Caatinga sobre lajedo.","-40.422222","-12.353889",NA,NA,"10654",NA,NA,NA,"HUEFS0178193","Selaginellales",NA,"Lycopodiopsida",NA,NA,NA,NA
"587","2019-10-07 09:38:36-03","UEFS","HUEFS","22071","PreservedSpecimen","Plantae","Pteridophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","J.Prado","1997","04",NA,"Melo, E.","1995","12","16","Brasil","Bahia","Itatim","Morro das Tocas","39W42'","12S43'","310","430",NA,"Encosta, entre as Bromelias, rupicula","-39.7","-12.716667",NA,NA,"1390",NA,NA,NA,"HUEFS0022071","Selaginellales",NA,"Lycopodiopsida",NA,NA,NA,NA
"588","2019-10-07 09:38:37-03","UEFS","HUEFS","221752","PreservedSpecimen","Plantae","Pteridophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"Souza, D.P.","2015","07","02","Brasil","Paraíba","Aguiar","Serra do Sítio Tapuio","38W8'34''","7S2'10''","353","353",NA,"Savana Estépica. Neossolo Litólico Distrófico","-38.142778","-7.036111",NA,NA,"131",NA,NA,NA,"HUEFS0221752","Selaginellales","HUEFS0221752","Lycopodiopsida",NA,NA,NA,NA
"589","2019-10-07 09:38:36-03","UEFS","HUEFS","22968","PreservedSpecimen","Plantae","Pteridophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","J.Prado","1997","04",NA,"Melo, E.","1996","05","25","Brasil","Bahia","Itatim","Morro das Tocas.","39W46'","12S42'","280","410",NA,"Encosta do Inselberg.","-39.766667","-12.7",NA,NA,"1576",NA,NA,NA,"HUEFS0022968","Selaginellales",NA,"Lycopodiopsida",NA,NA,NA,NA
"590","2019-10-07 09:38:37-03","UEFS","HUEFS","230110","PreservedSpecimen","Plantae","Pteridophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"Pimentel, L.B.","2014","06","05","Brasil","Paraíba","Vieirópolis","Localizada de Riacho de Exu, próximo a rodocia RN-119","38W19'45''","6S36'15''","371","371",NA,"Savana Estépica, Argissolo Vermelho-Amarelo Eutrófico","-38.329167","-6.604167",NA,NA,"80",NA,NA,NA,"HUEFS0230110","Selaginellales","HUEFS0230110","Lycopodiopsida",NA,NA,NA,NA
"591","2019-10-07 09:38:37-03","UEFS","HUEFS","233374","PreservedSpecimen","Plantae","Pteridophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"Moonlight, P.W.","2017","03","17","Brasil","Pernambuco","Serra Talhada","3km SW of road from Serra Talhada to Lagoinha. Serra Talhada Supersite. Around permanent plot and flux tower.","38W23'3''","7S58'5''","486","486",NA,"Lightly grazed Caatinga, timber not harvested. 3 weeks after first rain. Canopy 4-6m with occasional trees to 10m. Moderately dense shrub layer. Moderately dense layer of herbs and seedlings. Crystaline bedrock ca. 80cm deep. Granite stones of an assorted","-38.384167","-7.968056",NA,NA,"421",NA,NA,NA,"HUEFS0233374","Selaginellales","HUEFS0233374","Lycopodiopsida",NA,NA,NA,NA
"592","2019-10-07 09:38:36-03","UEFS","HUEFS","26930","PreservedSpecimen","Plantae","Pteridophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"Harley, R.M.","1997","04","21","Brasil","Bahia","Itaberaba","Estrada Itaberaba-Iaçu.","40W17'28''","12S35'46''","295","295",NA,"Área de Caatinga.","-40.291111","-12.596111",NA,NA,"28681",NA,NA,NA,"HUEFS0026930","Selaginellales",NA,"Lycopodiopsida",NA,NA,NA,NA
"593","2019-10-07 09:38:36-03","UEFS","HUEFS","43670","PreservedSpecimen","Plantae","Pteridophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"Queiroz, L.P.de","2000","02","12","Brasil","Bahia","Riacho de Santana","ca. 35,9 km E de Bom Jesus da Lapa na estrada para Caetité.","43W8'15''","13S27'44''","460","460",NA,"Caatinga arbórea na encosta de morro granítico com grandes afloramentos.","-43.1375","-13.462222",NA,NA,"5923",NA,NA,NA,"HUEFS0043670","Selaginellales",NA,"Lycopodiopsida",NA,NA,NA,NA
"594","2019-10-07 09:38:37-03","UEFS","HUEFS","247091","PreservedSpecimen","Plantae","Pteridophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"Moonlight, P.W.","2018","05","02","Brasil","Paraíba","Patos","Fazenda Tamandua, 13 km W of Patos as the crow flies. Around 2 km from park entrance down minor road.","37W24'12''","37S24'12''","250","250",NA,"Open woodland with >50% canopy, ca 5m. Few shrubs, dense layer of small herbs and grasses. Very few lianas or succulents.","-37.403333","-37.403333",NA,NA,"1178",NA,NA,NA,"HUEFS0247091","Selaginellales",NA,"Lycopodiopsida",NA,NA,NA,NA
"595","2019-10-07 09:38:36-03","UEFS","HUEFS","4901","PreservedSpecimen","Plantae","Pteridophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"Noblick, L.R.","1985","07","17","Brasil","Bahia","Serra Preta",NA,"39W20'","12S10'",NA,NA,NA,NA,"-39.333333","-12.166667",NA,NA,"4128",NA,NA,NA,"HUEFS0004901","Selaginellales",NA,"Lycopodiopsida",NA,NA,NA,NA
"596","2019-10-07 09:38:36-03","UEFS","HUEFS","55605","PreservedSpecimen","Plantae","Pteridophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","F.R.Nonato","2004","06",NA,"Nonato, F.R.","2001","08","02","Brasil","Bahia","Jacobina","Monte Taboa, ca. 2km da cidade.","40W30'23''","11S9'59''","510","510",NA,"Campo rupestre, próxima a cachoeira.","-40.506389","-11.166389",NA,NA,"861",NA,NA,NA,"HUEFS0055605","Selaginellales",NA,"Lycopodiopsida",NA,NA,NA,NA
"597","2019-10-07 09:38:36-03","UEFS","HUEFS","57785","PreservedSpecimen","Plantae","Pteridophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"Jesus, N.G.","2001","04","06","Brasil","Bahia","Miguel Calmon","Estrada Miguel Calmon/Cabeceiras, a 16 km de Miguel Calmon.","40W33'52''","11S21'33''","620","620",NA,"Caatinga Arbórea Densa, na margem do riacho.","-40.564444","-11.359167",NA,NA,"1290",NA,NA,NA,"HUEFS0057785","Selaginellales",NA,"Lycopodiopsida",NA,NA,NA,NA
"598","2019-10-07 09:38:36-03","UEFS","HUEFS","59734","PreservedSpecimen","Plantae","Pteridophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","F.R.Nonato & L.Sylvestre","2002","10",NA,"Souza, E.R.de","2002","04","25","Brasil","Bahia","Santa Inês","Próximo a pedreira, subindo a Serra.","39W49'4''","13S18'35''","434","434",NA,"Caatinga.","-39.817778","-13.309722",NA,NA,"232",NA,NA,NA,"HUEFS0059734","Selaginellales",NA,"Lycopodiopsida",NA,NA,NA,NA
"599","2019-10-07 09:38:36-03","UEFS","HUEFS","60913","PreservedSpecimen","Plantae","Pteridophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","F.R.Nonato & L.Sylvestre","2002","10",NA,"Queiroz, L.P.de","2002","06","27","Brasil","Bahia","Canudos","Estação Biológica de Canudos (Biodiversitas).","38W59'19''","9S56'34''","400","400",NA,"Caatinga arbusto-arbórea densa sobre solo arenoso avermelhado.","-38.988611","-9.942778",NA,NA,"7203",NA,NA,NA,"HUEFS0060913","Selaginellales",NA,"Lycopodiopsida",NA,NA,NA,NA
"600","2019-10-07 09:38:36-03","UEFS","HUEFS","63198","PreservedSpecimen","Plantae","Pteridophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","F.R.Nonato","2004","06",NA,"Harley, R.M.","1996","06","27","Brasil","Bahia","Morro do Chapéu","Leito pedregoso do rio Ventura.","41W0'59''","11S40'54''","724","724",NA,"Vegetação no leito pedregoso do rio. Afloramento rochosos.","-41.016389","-11.681667",NA,NA,"PCD3123",NA,NA,NA,"HUEFS0063198","Selaginellales",NA,"Lycopodiopsida",NA,NA,NA,NA
"601","2019-10-07 09:38:36-03","UEFS","HUEFS","73680","PreservedSpecimen","Plantae","Pteridophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"Agra, M.F.","2002","05","21","Brasil","Paraíba","Serra Branca","A caminho do sítio Tamboril.","36W45'49''","7S30'29''",NA,NA,NA,"Arbustiva-arbórea, caucifólia, xerofítica, com elemento da caatinga e da mata úmida.","-36.763611","-7.508056",NA,NA,"5931",NA,NA,NA,"HUEFS0073680","Selaginellales",NA,"Lycopodiopsida",NA,NA,NA,NA
"602","2019-10-07 09:38:36-03","UEFS","HUEFS","73681","PreservedSpecimen","Plantae","Pteridophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"Barbosa, M.R.","2002","02","20","Brasil","Paraíba","Serra Branca","Serra Branca, na base da pedra.","36W44'0''","7S30'51''",NA,NA,NA,"Caatinga de lajedo, substrato arenoso.","-36.733333","-7.514167",NA,NA,"2204",NA,NA,NA,"HUEFS0073681","Selaginellales",NA,"Lycopodiopsida",NA,NA,NA,NA
"603","2019-10-07 09:38:36-03","UEFS","HUEFS","78869","PreservedSpecimen","Plantae","Pteridophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"Queiroz, L.P.de","2003","11","25","Brasil","Bahia","Campo Alegre de Lourdes","Morro do Tuiuiu","43W5'21''","9S29'1''",NA,NA,NA,"Caatinga arbórea, solo franco-argiloso.","-43.089167","-9.483611",NA,NA,"7945",NA,NA,NA,"HUEFS0078869","Selaginellales",NA,"Lycopodiopsida",NA,NA,NA,NA
"604","2019-10-07 09:38:36-03","UEFS","HUEFS","79648","PreservedSpecimen","Plantae","Pteridophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"Costa-Lima, J.L.","2014","11","19","Brasil","Pernambuco","Afogados da Ingazeira","Serra dos Pereiros, ca. 8,8 Km a SW da sede municipal","37W40'37''","7S48'35''","579","579",NA,"Savana Estépica. Planossolo Nátrico Órtico","-37.676944","-7.809722",NA,NA,"1912",NA,NA,NA,"HUEFS0079648","Selaginellales","HUEFS0079648","Lycopodiopsida",NA,NA,NA,NA
"605","2019-10-07 09:38:36-03","UEFS","HUEFS","86250","PreservedSpecimen","Plantae","Pteridophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"França, F.","2004","05","11","Brasil","Bahia","Feira de Santana","Ipuaçu, Monte Alto","39W4'38''","12S13'54''",NA,NA,NA,NA,"-39.077222","-12.231667",NA,NA,"4976",NA,NA,NA,"HUEFS0086250","Selaginellales",NA,"Lycopodiopsida",NA,NA,NA,NA
"606","2019-10-07 09:38:36-03","UEFS","HUEFS","95472","PreservedSpecimen","Plantae","Pteridophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"Couto, A.P.L.","2005","05","05","Brasil","Bahia","Feira de Santana","Distrito de Ipuaçu.","39W4'35''","12S13'58''","230","230",NA,NA,"-39.076389","-12.232778",NA,NA,"67",NA,NA,NA,"HUEFS0095472","Selaginellales",NA,"Lycopodiopsida",NA,NA,NA,NA
"607","2019-10-07 09:38:36-03","UEFS","HUEFS","132587","PreservedSpecimen","Plantae","Pteridophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"Ibrahim, M.","2007","12","20","Brasil","Bahia","Mucugê","Estrada Mucugê - Abaíra.","41W40'39''","13S14'59''","724","724",NA,"Campo ruprestre, Substrato arenoso.","-41.6775","-13.249722",NA,NA,"60",NA,NA,NA,"HUEFS0132587","Selaginellales",NA,"Lycopodiopsida",NA,NA,NA,NA
"608","2019-10-07 09:38:36-03","UEFS","HUEFS","157286","PreservedSpecimen","Plantae","Pteridophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"Melo, E.","2009","10","25","Brasil","Bahia","São Gabriel","Estrada para Jussara.","41W56'34''","11S9'54''","770","770",NA,"Mata estacional na beira da estrada.","-41.942778","-11.165",NA,NA,"6934",NA,NA,NA,"HUEFS0157286","Selaginellales",NA,"Lycopodiopsida",NA,NA,NA,NA
"609","2019-10-07 09:38:36-03","UEFS","HUEFS","78330","PreservedSpecimen","Plantae","Pteridophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","F.R.Nonato","2004","06",NA,"Queiroz, L.P.de","2004","02","07","Brasil","Bahia","Canudos","Estrada Uauá para Caraíba, ca. 10 km SW de Calderão da Serra.","39W41'31''","9S49'48''","512","512",NA,"Caatinga arbustiva aberta.","-39.691944","-9.83",NA,NA,"9053",NA,NA,NA,"HUEFS0078330","Selaginellales",NA,"Lycopodiopsida",NA,NA,NA,NA
"610","2019-10-07 09:38:37-03","UEFS","HUEFS","186487","PreservedSpecimen","Plantae","Pteridophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"Melo, E.","2012","07","19","Brasil","Bahia","Maracás","Fazenda Canabrava. Lajedo na base da Serra.","40W25'20''","17S21'47''","867","867",NA,"Caatinga.","-40.422222","-17.363056",NA,NA,"11219",NA,NA,NA,"HUEFS0186487","Selaginellales",NA,"Lycopodiopsida",NA,NA,NA,NA
"611","2019-10-07 09:38:36-03","UEFS","HUEFS","75023","PreservedSpecimen","Plantae","Pteridophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"França, F.","2003","08","09","Brasil","Bahia","Serrinha","Serra da Torre.","39W4'3''","12S37'43''","200","606",NA,"Vegetação arbóreo-arbustiva antropizada, com formações herbáceo-arbustiva nos afloramentos. Solo argiloso-arenoso, regossolo nos afloramentos.","-39.0675","-12.628611",NA,NA,"4819",NA,NA,NA,"HUEFS0075023","Selaginellales",NA,"Lycopodiopsida",NA,NA,NA,NA
"612","2019-10-07 09:38:36-03","UEFS","HUEFS","20335","PreservedSpecimen","Plantae","Pteridophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"Bandeira, F.P.","1995","07","02","Brasil","Bahia","Glória","Brejo do burgo, roça de lelo.",NA,NA,NA,NA,NA,"Solo argilo-arenoso; pasto.","-38.2546997070312","-9.33806037902832","51769","auto","209",NA,NA,NA,"HUEFS0020335","Selaginellales",NA,"Lycopodiopsida",NA,NA,NA,NA
"613","2019-10-07 09:38:36-03","UEFS","HUEFS","21978","PreservedSpecimen","Plantae","Pteridophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","A.Santiago","2004","11",NA,"Melo, E.","1995","06","23","Brasil","Bahia","Serra Preta","Próximo ao entroncamento para o povoado de Bravo, km 53 da estrada do feijão. Serra da Ribeira ou do ar.",NA,NA,NA,NA,NA,NA,"-39.3316993713379","-12.1603002548218","25913","auto","1299",NA,NA,NA,"HUEFS0021978","Selaginellales",NA,"Lycopodiopsida",NA,NA,NA,NA
"614","2019-10-07 09:38:37-03","UEFS","HUEFS","164566","PreservedSpecimen","Plantae","Pteridophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"Roque, A.A.","2008","02","06","Brasil","Rio Grande do Norte","Jucurutu","RPPN Stoessel de Britto.",NA,NA,NA,NA,NA,NA,"-37.0203018188477","-6.03388977050781","24072","auto","451",NA,NA,NA,"HUEFS0164566","Selaginellales",NA,"Lycopodiopsida",NA,NA,NA,NA
"615","2019-10-07 09:38:36-03","UEFS","HUEFS","144790","PreservedSpecimen","Plantae","Pteridophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","E.L.Paula-Zárate","1996","04",NA,"Figueiredo, M.A.","1996","04","25","Brasil","Ceará","Aiuaba","Volta do Meio.",NA,NA,NA,NA,NA,"Caatinga arbustivo-arbórea aberta.","-40.1236000061035","-6.57360982894897","68662","auto","582",NA,NA,NA,"HUEFS0144790","Selaginellales",NA,"Lycopodiopsida",NA,NA,NA,NA
"616","2019-04-08 12:42:50-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Lycopodiophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta",NA,"RRC ID Flag",NA,NA,NA,"I. G. Vargas C.",NA,NA,NA,"Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3442","South America",NA,NA,NA,NA,NA,"Lycopodiopsida",NA,"3442",NA,NA
"617","2019-01-25 15:47:03-02","IAC","IAC","52228","S","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","R. Tsuji","2009","08","06","J. Paula-Souza & R. Tsuji","2009","07","06","Brasil","Bahia","Casa Nova","Arredores da represa de Sobradinho. BR 235, ca. de 10km da ponte sobre o lago em direção a Remanso","-41.074722","-9.221944",NA,NA,NA,"Coordenadas originais do material: 41º04#?#29,5W , 09º13#?#19,0S","-41.074722","-9.221944",NA,NA,"9889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618","2020-07-23 12:22:49-03","CEPLAC","CEPEC","48052","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta",NA,"L. S. Sylvestre",NA,NA,NA,"R. M. Harley","1988","10","25","Brasil","Bahia","livramento do brumado","5Km da cidade na estrada para Rio de Contas.","41W49'","13S37'",NA,NA,NA,NA,"-41.816667","-13.616667",NA,NA,"25614",NA,NA,NA,NA,NA,NA,NA,"30/12/2002",NA,NA,NA
"619","2020-07-23 12:22:49-03","CEPLAC","CEPEC","47484","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta",NA,"L. S. Sylvestre",NA,NA,NA,"R. M. Harley","1988","12","12","Brasil","Bahia","RIO DE CONTAS","7Km da cidade na estrada para Livramento do Brumado.","41W50'","13S38'",NA,NA,NA,NA,"-41.833333","-13.633333",NA,NA,"27130",NA,NA,NA,NA,NA,NA,NA,"30/12/2002",NA,NA,NA
"620","2020-07-23 12:22:49-03","CEPLAC","CEPEC","100670","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta",NA,"M. L. Guedes",NA,NA,NA,"V. F. de Oliveira","2003","04","27","Brasil","Bahia","CONTENDAS DO SINCORÁ","Serra Geral. Fazenda Corcovado.","41W9'44","13S55'7",NA,NA,NA,NA,"-41.162222","-13.918611",NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,"30/08/2003",NA,NA,NA
"621","2020-07-23 12:22:49-03","CEPLAC","CEPEC","104415","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta",NA,"M. L. Guedes",NA,NA,NA,"A. Rodarte","2003","05","11","Brasil","Bahia","CANUDOS","Nordeste da Bahia.","39W8'","9S54'",NA,NA,NA,"<ll>dwc_commonname:</ll> Jericó","-39.133333","-9.9",NA,NA,"141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622","2020-07-23 12:22:49-03","CEPLAC","CEPEC","11085","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta",NA,"J. Grimes",NA,NA,NA,"R. M. Harley","1974","02","19","Brasil","Bahia","ITIÚBA","Serra de itiúba, 6Km a E de Itiúba.","39W48'","10S41'",NA,NA,NA,NA,"-39.8","-10.683333",NA,NA,"16181",NA,NA,NA,NA,NA,NA,NA,"30/12/1976",NA,NA,NA
"623","2020-07-23 12:22:49-03","CEPLAC","CEPEC","129186","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta",NA,"P. H. Labiak",NA,NA,NA,"P. H. Labiak","2008","02","18","Brasil","Espírito Santo","NOVA VENÉCIA","Área de Proteção Ambiental da Pedra do Elefante. Serra de Baixo. Pedra da Torre.","40W26'47","18S46'58",NA,NA,NA,NA,"-40.446389","-18.782778",NA,NA,"4686",NA,NA,NA,NA,NA,NA,NA,"30/12/2008",NA,NA,NA
"624","2020-07-23 12:22:49-03","CEPLAC","CEPEC","37798","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta",NA,"L. C. de O. Filho",NA,NA,NA,"L. C. de O. Filho","1984","04","08","Brasil","Bahia","CONTENDAS DO SINCORÁ","Sem informação.","41W4'","13S49'",NA,NA,NA,"<ll>dwc_commonname:</ll> Cabelo-de-negro","-41.066667","-13.816667",NA,NA,"154",NA,NA,NA,NA,NA,NA,NA,"30/12/1984",NA,NA,NA
"625","2020-07-23 12:22:49-03","CEPLAC","CEPEC","40390","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta",NA,"L. R. Noblick",NA,NA,NA,"L. R. Noblick","1985","07","17","Brasil","Bahia","serra preta","7Km a W do Ponto de Serra Preta - Fazenda Santa Clara.","39W20'","12S10'",NA,NA,NA,NA,"-39.333333","-12.166667",NA,NA,"4128",NA,NA,NA,NA,NA,NA,NA,"30/12/1985",NA,NA,NA
