"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","decimalLongitude","decimalLatitude","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","individualCount","typeStatus"
"90","2019-11-27 13:47:49-03","UFS","ASE","14441","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","unioloides","Pycreus unioloides","Prata, AP","1607","2008","08","19","Southern America","Brasil",NA,NA,"Herbácea. Inflorescência amarela.; Herbácea. Inflorescência amarela.; Caatinga.","ASE0021700","Magnoliophyta",NA,"R. Br. & Urb.","Nascimento - Júnior, JE","Sergipe","Monumento Natural Grota do Angico","-37.4103","-10.4819","ASE0021700","Poço Redondo",NA,NA,NA,"2009","-37.4103","-10.4819","08",NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-12-04 13:19:06-03","UDESC","LUSC","5082","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","unioloides","Pycreus unioloides","T.Lobato","177","2012","01","26",NA,"Brasil",NA,NA,NA,"LUSC001812",NA,NA,"(R.Br.) Urb.","T. Lobato","Santa Catarina",NA,"-49.624698638916","-28.3369007110596","LUSC001812","Bom Jardim da Serra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32577","auto",NA,NA,NA
"92","2020-12-04 13:19:06-03","UDESC","LUSC","5084","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","unioloides","Pycreus unioloides","T.Lobato; Tanaka C.A. & F. Machado","179","2012","01","10",NA,"Brasil",NA,NA,NA,"LUSC001807",NA,NA,"(R.Br.) Urb.","T. Lobato","Santa Catarina",NA,"-50.326099395752","-27.8160991668701","LUSC001807","Lages",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA
"93","2020-12-04 13:19:06-03","UDESC","LUSC","5083","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","unioloides","Pycreus unioloides","T.Lobato; Tanaka C.A.","178","2012","01","07",NA,"Brasil",NA,NA,NA,"LUSC001810",NA,NA,"(R.Br.) Urb.","T. Lobato","Santa Catarina",NA,"-50.1049995422363","-27.9288997650146","LUSC001810","Painel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26535","auto",NA,NA,NA
"94","2020-12-04 13:19:06-03","UDESC","LUSC","5081","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","unioloides","Pycreus unioloides","T.Lobato; Tanaka C.A.","176","2012","01","18",NA,"Brasil",NA,NA,NA,"LUSC001809",NA,NA,"(R.Br.) Urb.","T. Lobato","Santa Catarina",NA,"-50.1049995422363","-27.9288997650146","LUSC001809","Painel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26535","auto",NA,NA,NA
"95","2021-03-16 17:54:19-03","UCS","HUCS","6247","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Bertels, A.","1041","1954","01","17",NA,"Brasil",NA,NA,"Herbário PEL 723",NA,"Angiospermae","Poales","R. Br.","Silva, L.P.","Rio Grande do Sul",NA,"-50.815601348877","-29.3656005859375",NA,"Canela",NA,NA,NA,"2016",NA,NA,"02","08",NA,NA,"16452","auto",NA,NA,NA
"96","2021-03-16 17:54:19-03","UCS","HUCS","48088","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Araujo, A.C.","450","1997","01","08",NA,"Brasil",NA,NA,"ICN 112453; Frequente no banhado",NA,"Angiospermae","Poales","R. Br.","Araujo, A.C.","Rio Grande do Sul","Próximo a Estação Experimental","-50.9338989257812","-28.5121994018555",NA,"Vacaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63451","auto",NA,NA,NA
"97","2021-03-16 17:54:19-03","UCS","HUCS","15010","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Scur, L.","437","2000","02","01",NA,"Brasil",NA,NA,"no campo - em área úmida",NA,"Angiospermae","Poales","R. Br.","Silva, L.P.","Rio Grande do Sul","Vila Seca","-51.1794013977051","-29.1681003570557",NA,"Caxias do Sul",NA,NA,NA,"2016",NA,NA,"02","08",NA,NA,"49662","auto",NA,NA,NA
"98","2021-03-16 17:54:19-03","UCS","HUCS","19977","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Scur, L.","976","2003","01","08",NA,"Brasil",NA,NA,"campo úmido",NA,"Angiospermae","Poales","R. Br.","Silva, L.P.","Rio Grande do Sul","Vila Seca - Apanhador","-51.1794013977051","-29.1681003570557",NA,"Caxias do Sul",NA,NA,NA,"2016",NA,NA,"02","08",NA,NA,"49662","auto",NA,NA,NA
"99","2019-12-04 12:52:31-03","UTFPR","HCF","30001","S","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","F. Marinero","1237","2019","02","23",NA,"Brasil",NA,NA,"herbácea cespitosa 70 cm. Espiguetas amareladas. Várzea.",NA,NA,NA,"R.Br.","F. Marinero","ES","ES-010","-39.836944","-19.633889",NA,"Linhares","3","3",NA,"2019","39°50'13 W","19°38'02 S","03","19",NA,NA,NA,NA,NA,NA,NA
"100","2021-03-18 10:22:02-03","UTFPR","HCF","23634","S","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","J. Cordeiro","1900","2001","03","20",NA,"Brasil",NA,NA,"cerrado degradado; depressão úmida.",NA,NA,NA,"R.Br.","R. Trevisan","PR","Parque Iguaçu","-49.2731018066406","-25.4277992248535",NA,"Curitiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA
"101","2020-12-21 16:22:12-03","MBM","MBM","248498","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Scur, L.","437","2000","02","01","Southern America","Brazil",NA,NA,NA,"MBM248498",NA,NA,"R. Br.","Strong, M.T.","Rio Grande do Sul","Vila Seca","-51.1794013977051","-29.1681003570557","MBM248498","Caxias do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49662","auto",NA,NA,NA
"102","2020-12-21 16:22:12-03","MBM","MBM","14853","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Hatschbach, G.; Koyama, T.; Koyama, T.","23990","1970","03","03","Southern America","Brazil",NA,NA,NA,"MBM014853",NA,NA,"R. Br.","Pedersen, T.M.","Paraná","Rodovia do Xisto","-49.5346984863281","-25.6756000518799","MBM014853","Contenda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22732","auto",NA,NA,NA
"103","2020-12-21 16:22:12-03","MBM","MBM","280631","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Scur, L.","976","2003","01","08","Southern America","Brazil",NA,NA,NA,"MBM280631",NA,NA,"R. Br.","Strong, M.T.","Rio Grande do Sul","Vila Seca, Apanhador","-51.1794013977051","-29.1681003570557","MBM280631","Caxias do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49662","auto",NA,NA,NA
"104","2020-12-21 16:22:12-03","MBM","MBM","14175","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Montes, J.E.","10341","1950","12","11","Southern America","Argentina",NA,NA,NA,"MBM014175",NA,NA,"R. Br.",NA,NA,NA,NA,NA,"MBM014175",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2020-12-21 16:22:12-03","MBM","MBM","14180","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Pedersen, T.M.","9456","1969","11","30","Southern America","Paraguay",NA,NA,NA,"MBM014180",NA,NA,"R. Br.","Pedersen, T.M.",NA,NA,NA,NA,"MBM014180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2020-12-21 16:22:12-03","MBM","MBM","14855","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Hatschbach, G.","23875","1970","02","20","Southern America","Brazil",NA,NA,NA,"MBM014855",NA,NA,"R. Br.","Koyama, T.","Mato Grosso","Terenos",NA,NA,"MBM014855","Terenos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2020-12-21 16:22:12-03","MBM","MBM","174720","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Ekman, E.L.","13018","1929","06","24",NA,"Suécia",NA,NA,"=175146","MBM174720",NA,NA,"R. Br.",NA,NA,"Monte Cristi, Estocolmo",NA,NA,"MBM174720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2020-12-21 16:22:12-03","MBM","MBM","175146","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Ekman, E.L.","13018","1929","07","24",NA,"Suécia",NA,NA,"=174720","MBM175146",NA,NA,"R. Br.",NA,NA,"Monte Cristi, Estocolmo",NA,NA,"MBM175146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2020-12-21 16:22:12-03","MBM","MBM","19811","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Krapovickas, A.; et al.; et al.","18078","1971","02","13","Southern America","Argentina",NA,NA,NA,"MBM019811",NA,NA,"R. Br.",NA,NA,NA,NA,NA,"MBM019811",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2020-12-21 16:22:12-03","MBM","MBM","26511","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Rambo, B.","51836","1952","01","14","Southern America","Brazil",NA,NA,NA,"MBM026511",NA,NA,"R. Br.","Rambo, B.","Rio Grande do Sul","Brasília, Passo da Guarda para Bom Jesus",NA,NA,"MBM026511",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2020-12-21 16:22:12-03","MBM","MBM","418977","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Marinero, F.; Nardin, E.C.; Nardin, E.C.","1237","2019","02","23","Southern America","Brazil",NA,NA,"Herbácea cespitosa 70 cm; espiguetas amareladas.; Várzea","MBM418977",NA,NA,"R. Br.","Marinero, F.","Minas Gerais","Rodovia ES-010","-39.836944","-19.633889",NA,"Linhares","3","3",NA,"2019","-39.836944","-19.633889","03","19",NA,NA,NA,NA,NA,NA,NA
"112","2020-12-21 16:22:12-03","MBM","MBM","26506","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides bromoides","Hatschbach, G.","7748","1961","02","18","Southern America","Brazil",NA,NA,NA,"MBM026506",NA,NA,"(Link) C.B. Clarke","Barros, M.","Paraná","Rio Bracajuvava","-49.0633010864258","-25.4416999816895","MBM026506","Piraquara",NA,NA,"bromoides",NA,NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA
"113","2020-12-21 16:22:12-03","MBM","MBM","26506","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides bromoides","Hatschbach, G.","7748","1961","02","18","Southern America","Brazil",NA,NA,NA,"MBM026506",NA,NA,"(Link) C.B. Clarke","Barros, M.","Paraná","Rio Bracajuvava","-49.0633010864258","-25.4416999816895","MBM026506","Piraquara",NA,NA,"bromoides",NA,NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA
"114","2020-12-21 16:22:25-03","MBM","MBM","23764","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","unioloides","Pycreus unioloides","Hatschbach, G.","30528","1972","10","18","Southern America","Brazil",NA,NA,"Do brejo","MBM023764",NA,NA,"(R. Br.) Urb.","Koyama, T.","Mato Grosso","Rio Verde",NA,NA,"MBM023764","Brasilândia",NA,NA,NA,"1974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2015-09-03 22:15:52-03","MNHN","RECOLNAT_MNHN_P","P01709131","PreservedSpecimen",NA,"Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Smith, L.B.|Reitz, R.",NA,"1965","1","5",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01709131' target='other'> <mi>dwc_moreinfo</mi></a>","P01709131",NA,NA,"R.Br.",NA,"Paraná","Encruzilhada de Boava, 8km south of São Joaquim","-49.93333","-28.33333","P01709131_01","Cardoso Moreira","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14268",NA,NA
"116","2016-01-14 14:25:09-02","MNHN","RECOLNAT_MNHN_P","P00578557","PreservedSpecimen",NA,"Cyperaceae","Pycreus","unioloides","Pycreus unioloides","Prévost, M.F.",NA,"1979","4","18",NA,"Guyane française","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00578557' target='other'> <mi>dwc_moreinfo</mi></a>","P00578557",NA,NA,"(R.Br.) Urb.","Koyama",NA,"Sur une butte, au bord de la piste de St Elie, km 10",NA,NA,"P00578557_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"542",NA,NA
"117","2015-09-03 21:36:21-03","MNHN","RECOLNAT_MNHN_P","P01820640","PreservedSpecimen",NA,"Cyperaceae","Pycreus","unioloides","Pycreus unioloides","Isabelle",NA,"1835","1","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01820640' target='other'> <mi>dwc_moreinfo</mi></a>","P01820640",NA,NA,"(R.Br.) Urb.",NA,"Rio Grande do Sul",NA,NA,NA,"P01820640_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2015-09-03 21:36:21-03","MNHN","RECOLNAT_MNHN_P","P01820642","PreservedSpecimen",NA,"Cyperaceae","Pycreus","unioloides","Pycreus unioloides","Burchell",NA,NA,NA,NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01820642' target='other'> <mi>dwc_moreinfo</mi></a>","P01820642",NA,NA,"(R.Br.) Urb.",NA,NA,"Brésil",NA,NA,"P01820642_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8158",NA,NA
"119","2015-09-03 21:36:21-03","MNHN","RECOLNAT_MNHN_P","P01820643","PreservedSpecimen",NA,"Cyperaceae","Pycreus","unioloides","Pycreus unioloides","Weddell, H.A.",NA,"1844","11","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01820643' target='other'> <mi>dwc_moreinfo</mi></a>","P01820643",NA,NA,"(R.Br.) Urb.",NA,NA,"Entre Goyas et Cujaba",NA,NA,"P01820643_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2959",NA,NA
"120","2015-09-03 21:36:21-03","MNHN","RECOLNAT_MNHN_P","P01820644","PreservedSpecimen",NA,"Cyperaceae","Pycreus","unioloides","Pycreus unioloides","Weddell, H.A.",NA,"1844","11","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01820644' target='other'> <mi>dwc_moreinfo</mi></a>","P01820644",NA,NA,"(R.Br.) Urb.",NA,NA,"Brésil. Entre Goyas et Cujaba.",NA,NA,"P01820644_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2959",NA,NA
"121","2015-09-03 21:36:21-03","MNHN","RECOLNAT_MNHN_P","P01820645","PreservedSpecimen",NA,"Cyperaceae","Pycreus","unioloides","Pycreus unioloides","Claussen",NA,"1838","1","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01820645' target='other'> <mi>dwc_moreinfo</mi></a>","P01820645",NA,NA,"(R.Br.) Urb.",NA,"Minas Gerais",NA,NA,NA,"P01820645_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2015-09-03 21:36:21-03","MNHN","RECOLNAT_MNHN_P","P01820646","PreservedSpecimen",NA,"Cyperaceae","Pycreus","unioloides","Pycreus unioloides","Weddell, H.A.",NA,NA,NA,NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01820646' target='other'> <mi>dwc_moreinfo</mi></a>","P01820646",NA,NA,"(R.Br.) Urb.",NA,"Minas Gerais",NA,NA,NA,"P01820646_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1189",NA,NA
"123","2020-12-11 11:43:46-03","UFMG","BHCB","175497","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Moreira, SN; Pott, VJ; Pott, A; Cardeal, C","736","2012","05","02","Southern America","Brasil",NA,NA,"Erva anfibia, até 50cm de altura; Solo orgânico","BHCB024130","Monocotyledon",NA,"R. Br.",NA,"Mato Grosso do Sul","Fazenda Feliz","-55","-20.461861",NA,"Aquidauana",NA,NA,NA,"2019","-55","-20.461861","09",NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-12-11 11:43:46-03","UFMG","BHCB","175473","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Moreira, SN; Pott, VJ; Pott, A","1061","2012","09","11","Southern America","Brasil",NA,NA,"Erva anf. até 30 cm de altura.; Argissolo hidromórfico. Relevo plano deprimido.Campo graminoso úmido sem M. flexuosa. Cerrado.","BHCB027452","Monocotyledon",NA,"R. Br.",NA,"Mato Grosso do Sul","Fazenda São Geraldo, 7 km da sede","-56","-21.308889",NA,"Bonito",NA,NA,NA,"2016","-56","-21.308889","02","19",NA,NA,NA,NA,NA,NA,NA
"125","2020-12-11 11:43:46-03","UFMG","BHCB","168977","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Sobral, M","15310","2012","12","23","Southern America","Brasil",NA,NA,"Inflorescências verde-douradas.; Em brejo.","BHCB013221","Monocotyledon",NA,"R. Br.",NA,"Minas Gerais","BR-265, próximo ao entroncamento da estrada para Nazareno.","-44.536389","-21.261111",NA,"Nazareno",NA,NA,NA,"2016","-44.536389","-21.261111","02","19",NA,NA,NA,NA,NA,NA,NA
"126","2020-12-11 11:43:46-03","UFMG","BHCB","176340","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Moreira, SN; Pott, VJ; Pott, A; Fabri, JB","1304","2012","12","19","Southern America","Brasil",NA,NA,"Erva anfíbia até 50 cm de altura; Nascente com Mauritia flexuosa em solo encharcado","BHCB024624","Monocotyledon",NA,"R. Br.",NA,"Mato Grosso do Sul","Reserva Cisalpina, Entre Brasilândia/MS e Paulicéia/SP","-51.961389","-21.2575",NA,"Brasilândia",NA,NA,NA,"2016","-51.961389","-21.2575","02","19",NA,NA,NA,NA,NA,NA,NA
"127","2020-12-11 11:43:46-03","UFMG","BHCB","38882","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Salino, A; Melo, LCN","3630","1997","10","24","Southern America","Brasil",NA,NA,"Erva, inflorescências esverdeadas; Brejo","BHCB027461","Monocotyledon",NA,"R. Br.",NA,"Minas Gerais","Vale do Peruaçu., Veredas depois de Caraibas","-44.486667","-14.962778",NA,"Januária",NA,NA,NA,"2016","-44.486667","-14.962778","11","28",NA,NA,NA,NA,NA,NA,NA
"128","2020-12-11 11:43:46-03","UFMG","BHCB","184807","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Moreira, SN; Pott, VJ; Pott, A; Souza, EB; Ferreira, FA","436","2012","03","03","Southern America","Brasil",NA,NA,"Erva anfíbia até 70cm de altura.; Solo orgânico. Campo úmido sem M. flexuosa em Cerrado","BHCB039960","Monocotyledon",NA,"R. Br.",NA,"Mato Grosso do Sul","Fazenda América","-54.481167","-21.118611",NA,"Anhanduí","447","447",NA,"2012","-54.481167","-21.118611",NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-12-11 11:43:46-03","UFMG","BHCB","93728","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Tameirão Neto, E","3757","2004","01","14","Southern America","Brasil",NA,NA,"herbáceo; Vereda","BHCB052174","Monocotyledon",NA,"R. Br.",NA,"Minas Gerais","Fazenda Riachão - Plantar.","-44.8988990783691","-18.7581005096436",NA,"Felixlândia",NA,NA,NA,"2019",NA,NA,"09",NA,NA,NA,"38053","auto",NA,NA,NA
"130","2021-02-11 17:18:40-03","UFPR","UPCB","8382","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Montes, J.E.",NA,"1950","12","11",NA,"Argentina",NA,NA,NA,NA,NA,NA,"R.Br.","Pedersen, T.M.","Misiones","Puerto Segundo, Dep. Iguazú, Prov. Missiones",NA,NA,NA,"Puerto Iguazú",NA,NA,NA,"1970",NA,NA,"01","01",NA,NA,NA,NA,NA,NA,NA
"131","2015-10-26 12:30:00-02","MO","MOBOT","100871574","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Ángel Fernández|et al.","Fernández 19816","2003","7","8","South America","Venezuela",NA,NA,NA,NA,NA,NA,"R. Br.","R. Gonto & A. Fernández","Anzoátegui","Municipio Freites. Área Oritupano-Leona. Costa arenosa del río Güibimba en su desembocadura en el río Oritupano, herbazal y morichal.","-63.6188889","9.2172223",NA,NA,"144.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"132","2019-03-20 08:59:00-03","MO","MOBOT","101096861","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","J.J. Bruhl","Bruhl 2315","2005","1","8","South America","Argentina",NA,NA,NA,NA,NA,NA,"R. Br.","J.J. Bruhl",NA,"Dpto. Apostoles, San Jose , Instituto Agrotecnico Salesiano 'Pascual Gentilini', 3.6 km E (96) of entrance to main building. E side of pond.","-55.6916666","-27.7805555",NA,NA,"152.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"133","2014-08-26 08:40:00-03","MO","MOBOT","1195904","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","J. Richard Abbott","Abbott 16293","1995","2","21","South America","Bolivia",NA,NA,NA,NA,NA,NA,"R. Br.","Gordon C. Tucker (EIU)","Santa Cruz","Lomerio; ca. 63 km south of Concepción to Las Trancas community, then ca. 0.5 km to north on access road; mosaic of cerrado and bare surface rock, with subhumid forest elements.","-61.8666667","-16.5833333",NA,"Nuflo de Chavez","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"134","2014-05-01 04:12:00-03","MO","MOBOT","1593345","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Bernardo R. Ramírez Padilla|A.L. Jojoa B.","Ramírez Padilla 6050","1993","12","27","South America","Colombia",NA,NA,NA,NA,NA,NA,"R. Br.","G. C. Tucker (EIU)","Nariño","Quebrada La Chorrera. Bocatoma.","-77.889636","1.148838",NA,"Mallama","2000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"135","2008-05-27 22:02:00-03","MO","MOBOT","1600012","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Yaneth Roca|Agreda|B. Taborga|V. Pessoa","Roca de Saldias 1541","2001","12","11","South America","Bolivia",NA,NA,NA,NA,NA,NA,"R. Br.",NA,"Santa Cruz","Progresiva del Entre San Juan y el Campamento Don Mario. Kp 143+628 Vegetacion bosque mal drenado. alto con sp. entre 15 y 12 metros. momoqui, curapau, soto, cari-cari, soto, gabetillo. Sotobosque arbustivo ralo, con poco bejuco, hasta 3 metros de alto. Sotobosque arbustivo con pasto. Suelo arcilloso.","-59.91944","-17.69722",NA,"Chiquitos","381.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2015-05-05 12:34:00-03","MO","MOBOT","1848532","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Gerrit Davidse|Ángel C. González","Davidse 14658","1978","2","28","South America","Venezuela",NA,NA,NA,NA,NA,NA,"R. Br.","Gerrit Davidse","Apure","Northern end of the Galeras de Cinaruco, ca. 62 airline km NNE of Puerto Páez.","-67.3333333","6.7333333",NA,"Pedro Camejo","60.00000000","100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1302","1",NA
"137","2008-05-27 22:02:00-03","MO","MOBOT","1888536","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Stephan G. Beck","Beck 13132","1987","2","26","South America","Bolivia",NA,NA,NA,NA,NA,NA,"R. Br.","R. Guaglianone","Beni","San Borja 50 km hacia San Ignacio de Mojos, Porvenir-Estación Biologica Beni",NA,NA,NA,"Yacuma","250.00000000","250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2011-06-08 17:15:00-03","MO","MOBOT","2075496","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","José Steinbach","Steinbach G. 6910","1925","2","6","South America","Bolivia",NA,NA,NA,NA,NA,NA,"R. Br.","G. Tucker","Santa Cruz",NA,NA,NA,NA,NA,"450.00000000","450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2011-03-14 06:37:00-03","MO","MOBOT","2344497","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Sara G. Tressens|M. Beccaceci|Ricardo O. Vanni","Tressens 4204","1992","12","5","South America","Argentina",NA,NA,NA,NA,NA,NA,"R. Br.","López, M. G., //","Corrientes","Ea. San Juan Poriajhu, ruta 17, 18 km ruta 12. Potrero Santa Rosa",NA,NA,NA,"San Miguel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2020-07-25 14:04:00-03","MO","MOBOT","2490871","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Émile Hassler","Hassler 96","1915","3",NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,"R. Br.",NA,NA,"Esteros bajos cordilleras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"141","2016-06-16 08:25:00-03","MO","MOBOT","265102","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Elsa M. Zardini|A. Salina","Zardini 24971","1990","12","7","South America","Paraguay",NA,NA,NA,NA,NA,NA,"R. Br.","G.C. Tucker (NYS)","Central","Estero del Ypoá, 10 km SW of Nueva Italia, south of Cañada, 1 km from the coast.","-57.4666667","-25.3333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"500","4",NA
