"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","county","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"566","2021-02-04 10:29:15-03","UFRPE","HST","22290","PreservedSpecimen","Plantae","Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","C.B.R.Munhoz; C.U.O.Eugênio; P.Aguiar; P.Emmert; F.W.P.Bodens","4912","2008","09","05",NA,"Brasil",NA,NA,"Subarbusto ca. 0,9 m alt.; folhas e frutos pilosos.","HST022290",NA,NA,"(Aubl.) Naudin","C.U.O.Eugênio","Distrito Federal","Jardim Botânico de Brasília (JBB)","-47.847222","-15.8725",NA,NA,NA,"Brasília",NA,NA,NA,NA,"47W50'50''","15S52'21''","2009","03",NA,NA,NA,NA,NA,NA
"567","2021-03-01 11:49:07-03","UFPE","UFP","12272","PreservedSpecimen","Plantae","Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","Mayo, SJ","1066","1995","07","06",NA,"Brasil",NA,NA,"Erva até 1.5m de altura, caula ereto, sem ramificação, indumento de pelos compridos, epiderme com faixas marrons e verdes em alternância, folhas deflexas com indumento comprimido de pelos sedosos, cálice verde escuro arroxeado, corola","UFP012272",NA,NA,"(Aubl.) Naudin","Goldenberg, R","Bahia",NA,NA,NA,NA,NA,NA,"Rio das Contas",NA,NA,NA,NA,NA,NA,"2010",NA,NA,NA,NA,NA,NA,NA
"568","2020-09-12 05:00:02-03","US","US","1853628","PreservedSpecimen","Plantae","Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","J. Cuatrecasas","4600","1938","11","10","South America - Neotropics","Colombia",NA,NA,NA,"US02921311",NA,"Myrtales","(Aubl.) Naudin",NA,"Meta","Los Llanos. Int. El Meta: Villavicencio; toward El Parrao.",NA,NA,"500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"569","2020-09-12 05:00:02-03","US","US","2174021","PreservedSpecimen","Plantae","Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","J. J. Wurdack","268","1955","4","3","South America - Neotropics","Venezuela",NA,NA,NA,"US00741353",NA,"Myrtales","(Aubl.) Naudin","Wurdack, J. J., (US), US (UNITED STATES)","Bolívar","Hato La Vergarena, 0.5-1 km E of ranch house","-63.5","6.75","390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"570","2020-09-12 05:00:02-03","US","US","2745019","PreservedSpecimen","Plantae","Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","G. Hatschbach","34243","1974","2","15","South America - Neotropics","Brazil",NA,NA,NA,"US01893980",NA,"Myrtales","(Aubl.) Naudin",NA,"Goiás","Rod. BR 354","-52.5511016845703","-17.5694007873535",NA,NA,"US01893980_01 US01893980_02","Mineiros",NA,NA,"100343","auto",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"571","2020-09-12 05:00:02-03","US","US","1878229","PreservedSpecimen","Plantae","Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","J. T. Baldwin","3388","1944","2","22","South America - Neotropics","Brazil",NA,NA,NA,"US01893964",NA,"Myrtales","(Aubl.) Naudin",NA,"Amazonas","Lucaby, Rio Negro below São Gabriel",NA,NA,NA,NA,"US01893964_01 US01893964_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"572","2020-09-12 05:00:02-03","US","US","1515801","PreservedSpecimen","Plantae","Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","Ll. Williams","7410","1930","1",NA,"South America - Neotropics","Peru",NA,NA,NA,"US02921319",NA,"Myrtales","(Aubl.) Naudin",NA,"San Martin","San Roque. Dept. San Martin.",NA,NA,"1350","1500","US02921319_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"573","2020-09-12 05:00:02-03","US","US","3338128","PreservedSpecimen","Plantae","Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","R. Guillen & et al.","3902","1995","8","11","South America - Neotropics","Bolivia",NA,NA,NA,"US02921296",NA,"Myrtales","(Aubl.) Naudin",NA,"Santa Cruz","Velasco Province. Parque Nacional Kempff M. Pampa Grande de Bella Vista.","-61.5328","-13.703","180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"574","2020-09-12 05:00:02-03","US","US","1776733","PreservedSpecimen","Plantae","Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","A. C. Smith","2283","1937","10","25","South America - Neotropics","Guyana",NA,NA,NA,"US00615737",NA,"Myrtales","(Aubl.) Naudin","Gleason, H. A.","U. Takutu-U. Essequibo","Wichabai, Rupununi River basin","-59.53","2.86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"575","2020-09-12 05:00:02-03","US","US","1778586","PreservedSpecimen","Plantae","Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","H. F. Pittier","14340","1940","3","25","South America - Neotropics","Venezuela",NA,NA,NA,"US02921329",NA,"Myrtales","(Aubl.) Naudin",NA,"Anzoategui","Morichal de Guaraguara, near Santomé.",NA,NA,"260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"576","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","T. McDowell, V. A. Funk & S. Tiwari","1766","1990","1","22","South America - Neotropics","Guyana",NA,NA,NA,NA,NA,"Myrtales","(Aubl.) Naudin","Wurdack, J. J., (US), US (UNITED STATES)","Demerara-Mahaica","Sand track to St. Cuthbert's Mission, ±4 miles East of highway","-58.2333","6.31667","40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"577","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","T. McDowell & L. Anselmo","2765","1990","5","23","South America - Neotropics","Guyana",NA,NA,NA,NA,NA,"Myrtales","(Aubl.) Naudin","Wurdack, J. J., (US), US (UNITED STATES)","Cuyuni-Mazaruni","Camp at Utshi, 0.3 km N of Utshi R on Savanna","-61.1333","5.75","975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"578","2020-09-12 05:00:02-03","US","US","1592143","PreservedSpecimen","Plantae","Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","J. R. Swallen","3650","1934","3","1","South America - Neotropics","Brazil",NA,NA,NA,"US01893977",NA,"Myrtales","(Aubl.) Naudin",NA,"Maranhão","Barra do Corda to Grajahú, in chapada",NA,NA,NA,NA,"US01893977_01 US01893977_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"579","2020-09-12 05:00:02-03","US","US","2591344A","PreservedSpecimen","Plantae","Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","H. S. Irwin, R. R. Santos, R. Souza, R. R. Santos & J. Ramos","27718","1970","3","17","South America - Neotropics","Brazil",NA,NA,NA,"US01894028",NA,"Myrtales","(Aubl.) Naudin",NA,"Minas Gerais","Serra do Espinhaço",NA,NA,"900",NA,"US01894028_01 US01894028_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"580","2020-09-12 05:00:02-03","US","US","1190695","PreservedSpecimen","Plantae","Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","J. S. de la Cruz","2345","1922","9","22","South America - Neotropics","Guyana",NA,NA,NA,"US00615741",NA,"Myrtales","(Aubl.) Naudin",NA,"Cuyuni-Mazaruni","Upper Mazaruni R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"581","2020-09-12 05:00:02-03","US","US","1833168","PreservedSpecimen","Plantae","Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","H. F. Pittier","14757","1941","6","9","South America - Neotropics","Venezuela",NA,NA,NA,"US02921330",NA,"Myrtales","(Aubl.) Naudin",NA,"Anzoategui","Morichal de El Tigrito.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"582","2020-09-12 05:00:02-03","US","US","3393494","PreservedSpecimen","Plantae","Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","T. Henkel & R. Williams","2051","1993","5","17","South America - Neotropics","Guyana",NA,NA,NA,"US00645961",NA,"Myrtales","(Aubl.) Naudin","Almeda, F.; Penneys, D. S.","U. Demerara-Berbice","Lower Kajarau Creek, left bank","-58.5833","6.41667","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"583","2020-09-12 05:00:02-03","US","US","2748567","PreservedSpecimen","Plantae","Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","G. Hatschbach","34580","1974","7","19","South America - Neotropics","Brazil",NA,NA,NA,"US01893979",NA,"Myrtales","(Aubl.) Naudin",NA,"Goiás","Arredores","-49.7407989501953","-18.2138996124268",NA,NA,"US01893979_01 US01893979_02","Bom Jesus de Goiás",NA,NA,"46067","auto",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"584","2020-09-12 05:00:02-03","US","US","3204481","PreservedSpecimen","Plantae","Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","A. M. Giulietti, R. M. Harley, M. Wanderley, E. Varanda & A. Furlan",NA,"1984","7","16","South America - Neotropics","Brazil",NA,NA,NA,"US01894027",NA,"Myrtales","(Aubl.) Naudin",NA,"Minas Gerais","Faz. das Abóboras",NA,NA,NA,NA,"US01894027_01 US01894027_02","Couto deagalhães de Minas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"585","2020-09-12 05:00:02-03","US","US","3468306","PreservedSpecimen","Plantae","Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","J. Velazco","1535","1990","8",NA,"South America - Neotropics","Venezuela",NA,NA,NA,"US00815274",NA,"Myrtales","(Aubl.) Naudin","Cuello, N. L.","Bolívar","Mun. Sucre, NE de Maripa","-65.3","7.53","50",NA,"US00815274_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"586","2020-09-12 05:00:02-03","US","US","2343692","PreservedSpecimen","Plantae","Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","L. Aristeguieta","4501","1961","2",NA,"South America - Neotropics","Venezuela",NA,NA,NA,"US02921333",NA,"Myrtales","(Aubl.) Naudin",NA,"Guarico","Hato El Recreo. Calabozo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"587","2020-09-12 05:00:02-03","US","US","3443048","PreservedSpecimen","Plantae","Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","D. C. Wasshausen & J. R. I. Wood","2245","2000","7","30","South America - Neotropics","Bolivia",NA,NA,NA,"US02921295",NA,"Myrtales","(Aubl.) Naudin",NA,"Santa Cruz","Dept. Santa Cruz. Prov. Velasco. Parque Nacional Kempff Mercado, vicinity of small waterfall at base camp on escarpment.",NA,NA,"910",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"588","2020-09-12 05:00:02-03","US","US","2249027","PreservedSpecimen","Plantae","Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","A. Macedo","4016","1955","8","10","South America - Neotropics","Brazil",NA,NA,NA,"US01893984",NA,"Myrtales","(Aubl.) Naudin",NA,"Tocantins",NA,"-47.4902992248535","-7.33611011505127",NA,NA,"US01893984_01 US01893984_02","Filadélfia",NA,NA,"69151","auto",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"589","2020-09-12 05:00:02-03","US","US","2400585","PreservedSpecimen","Plantae","Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","J. M. Pires, W. Rodrigues & G. Irvine","50364","1961","8","16","South America - Neotropics","Brazil",NA,NA,NA,"US01893963",NA,"Myrtales","(Aubl.) Naudin",NA,"Amapá","Porto Platon.","-51.37","0.73","67",NA,"US01893963_01 US01893963_02","Macapá",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"590","2020-09-12 05:00:02-03","US","US","1472039","PreservedSpecimen","Plantae","Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","E. Holt & W. Gehriger","328","1930","1","28","South America - Neotropics","Venezuela",NA,NA,NA,"US00741356",NA,"Myrtales","(Aubl.) Naudin","Pittier, H. F.","Amazonas","San Carlos de Río Negro","-67.06","1.91","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"591","2020-09-12 05:00:02-03","US","US","2959280","PreservedSpecimen","Plantae","Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","G. Cremers","7986","1983","2","14","South America - Neotropics","French Guiana",NA,NA,NA,"US00615750",NA,"Myrtales","(Aubl.) Naudin","Wurdack, J. J., (US), US (UNITED STATES)",NA,"Route de St Laurent a Paul Isnard, entre les PK 10 & 40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"592","2020-09-12 05:00:02-03","US","US","2429058","PreservedSpecimen","Plantae","Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","E. P. Heringer","8288","1961","4","25","South America - Neotropics","Brazil",NA,NA,NA,"US01893991",NA,"Myrtales","(Aubl.) Naudin",NA,"Distrito Federal","Horto do Guará","-47.9296989440918","-15.7797002792358",NA,NA,"US01893991_01 US01893991_02","Brasília",NA,NA,"70570","auto",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"593","2020-09-12 05:00:02-03","US","US","3139867","PreservedSpecimen","Plantae","Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","G. Cremers & M. Hoff","10643","1989","6","9","South America - Neotropics","French Guiana",NA,NA,NA,"US00615748",NA,"Myrtales","(Aubl.) Naudin","Wurdack, J. J., (US), US (UNITED STATES)",NA,"Dégrad Saramaca, Bassin du Kourou, SSW Kourou","-52.71","5.01","20",NA,"US00615748_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"594","2020-09-12 05:00:02-03","US","US","3461705","PreservedSpecimen","Plantae","Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","T. Henkel & R. James","3956","1994","7","30","South America - Neotropics","Guyana",NA,NA,NA,"US00812798",NA,"Myrtales","(Aubl.) Naudin","Almeda, F.; Penneys, D. S.","U. Takutu-U. Essequibo","South Rupununi savanna; base of Makatau Mt, S of Aishalton","-59.3333","2.5","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"595","2020-09-12 05:00:02-03","US","US","2755803","PreservedSpecimen","Plantae","Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","A. Macedo","4628","1956","8","1","South America - Neotropics","Brazil",NA,NA,NA,"US01893983",NA,"Myrtales","(Aubl.) Naudin",NA,"Goiás","Ribeirão Grande","-51.7144012451172","-17.8813991546631",NA,NA,"US01893983_01 US01893983_02","Jataí",NA,NA,"75073","auto",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"596","2020-09-12 05:00:02-03","US","US","2593425A","PreservedSpecimen","Plantae","Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","L. E. Ruíz-Terán","2634","1965","12","1","South America - Neotropics","Venezuela",NA,NA,NA,"US00741351",NA,"Myrtales","(Aubl.) Naudin","Wurdack, J. J., (US), US (UNITED STATES)","Bolívar","Mun. Santa Rosalia, Caño El Salvador, betw. Santa Rosalia & La Culebra",NA,NA,"300",NA,NA,"Cedeño",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"597","2020-09-12 05:00:02-03","US","US","2501711","PreservedSpecimen","Plantae","Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","H. Humbert","27487","1952","11","13","South America - Neotropics","Colombia",NA,NA,NA,"US02921308",NA,"Myrtales","(Aubl.) Naudin",NA,"Vaupés","Bassin de l'Amazone: Rio Negro, a San Felipe. Comisaria del Vaupes.",NA,NA,"300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"598","2020-09-12 05:00:02-03","US","US","1933183","PreservedSpecimen","Plantae","Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","J. R. Swallen","9607","1946","7","4","South America - Neotropics","Brazil",NA,NA,NA,"US01893973",NA,"Myrtales","(Aubl.) Naudin",NA,"Mato Grosso do Sul","Wet sandy ground, edge of brejo about 15km east","-54.6464004516602","-20.4428005218506",NA,NA,"US01893973_01 US01893973_02","Campo Grande",NA,NA,"161190","auto",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"599","2020-09-12 05:00:02-03","US","US","3675981","PreservedSpecimen","Plantae","Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","S. G. Beck","18601","1990","7","8","South America - Neotropics","Bolivia",NA,NA,NA,"US02921293",NA,"Myrtales","(Aubl.) Naudin",NA,"La Paz","Depto. La Paz, Prov. Franz Tamayo, Apolo 47 Km hacia Charazani. En el valle de Correo.",NA,NA,"1350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"600","2020-09-12 05:00:02-03","US","US","2169037","PreservedSpecimen","Plantae","Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","B. Maguire & C. K. Maguire","40216","1954","12","11","South America - Neotropics","Brazil",NA,NA,NA,"US00741357",NA,"Myrtales","(Aubl.) Naudin","Wurdack, J. J., (US), US (UNITED STATES)",NA,"Vista Geral, Río Cotinga",NA,NA,"720",NA,"US00741357_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"601","2020-09-12 05:00:02-03","US","US","1282713","PreservedSpecimen","Plantae","Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","J. S. de la Cruz","3460","1923","3","23","South America - Neotropics","Guyana",NA,NA,NA,"US00615738",NA,"Myrtales","(Aubl.) Naudin",NA,"Barima-Waini","Amakura R., NW District","-59.98","8.16",NA,NA,"US00615738_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"602","2020-09-12 05:00:02-03","US","US","3246184","PreservedSpecimen","Plantae","Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","M. Nee","41105","1991","6","20","South America - Neotropics","Bolivia",NA,NA,NA,"US02921299",NA,"Myrtales","(Aubl.) Naudin",NA,"Santa Cruz","Depto. Santa Cruz, Prov. Velasco, Estancia Flor de Oro, W side of the Río Guaporé (=Río Iténez).","-61.0083","-13.55","190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"603","2020-09-12 05:00:02-03","US","US","2969934","PreservedSpecimen","Plantae","Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","J. C. Solomon","7849","1982","5","29","South America - Neotropics","Bolivia",NA,NA,NA,"US02921301",NA,"Myrtales","(Aubl.) Naudin",NA,"Beni","Province of Vaca Diez. Departamento of Beni: km 1 & 2 along road to Hamburgo at SW edge of Riberalta.","-66.1","-11.03","220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"604","2020-09-12 05:00:02-03","US","US","1190693","PreservedSpecimen","Plantae","Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","J. S. de la Cruz","2341","1922","9","22","South America - Neotropics","Guyana",NA,NA,NA,"US00615742",NA,"Myrtales","(Aubl.) Naudin",NA,"Cuyuni-Mazaruni","Upper Mazaruni R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"605","2020-09-12 05:00:02-03","US","US","1902102","PreservedSpecimen","Plantae","Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","B. Maguire & G. Stahel","25040","1944","10","19","South America - Neotropics","Suriname",NA,NA,NA,"US00615747",NA,"Myrtales","(Aubl.) Naudin","Gleason, H. A.",NA,"Zanderij I","-55.2","5.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"606","2020-09-12 05:00:02-03","US","US","3583148","PreservedSpecimen","Plantae","Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","B. G. Stergios & G. A. Aymard","7331","1984","11","26","South America - Neotropics","Venezuela",NA,NA,NA,"US01122873",NA,"Myrtales","(Aubl.) Naudin","Wurdack, J. J., (US), US (UNITED STATES)","Amazonas","Guachapita, 2 km arriba de Solano en el bajo Casiquiare",NA,NA,NA,NA,NA,"Río Negro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"607","2020-09-12 05:00:02-03","US","US","1797656","PreservedSpecimen","Plantae","Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","J. Cuatrecasas","1928a","1938","9","16","South America - Neotropics","Colombia",NA,NA,NA,"US02921315",NA,"Myrtales","(Aubl.) Naudin",NA,"Boyacá","Los Llanos. Dept. Boyacá: Vicinity of Boavita.",NA,NA,"2250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"608","2020-09-12 05:00:02-03","US","US","3466358","PreservedSpecimen","Plantae","Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","J. Velazco","1635","1990","8",NA,"South America - Neotropics","Venezuela",NA,NA,NA,"US00815048",NA,"Myrtales","(Aubl.) Naudin","Cuello, N. L.","Bolívar","Mun. Sucre, NE de Maripa","-65.3","7.53","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"609","2020-09-12 05:00:02-03","US","US","1877763","PreservedSpecimen","Plantae","Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","F. Cardona Puig","1027","1943","10","19","South America - Neotropics","Venezuela",NA,NA,NA,"US00741354",NA,"Myrtales","(Aubl.) Naudin","Pittier, H. F.","Bolívar","Morichal El Negro",NA,NA,NA,NA,"US00741354_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"610","2020-09-12 05:00:02-03","US","US","3122526","PreservedSpecimen","Plantae","Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","W. Thomas, P. Betella & A. Centurión R.","5709","1987","12","7","South America - Neotropics","Bolivia",NA,NA,NA,"US02921298",NA,"Myrtales","(Aubl.) Naudin",NA,"Santa Cruz","Departamento de Santa Cruz. Prov. de Velasco: Serrania de Huanchaca, Parque Nacional Prof. Noel Kempff Mercado.","-60.72","-13.98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"611","2020-09-12 05:00:02-03","US","US","3516509","PreservedSpecimen","Plantae","Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","F. Delascio C., R. Montes & G. Davidse","11096","1981","12",NA,"South America - Neotropics","Venezuela",NA,NA,NA,"US02921326",NA,"Myrtales","(Aubl.) Naudin",NA,"Guarico","Dtto. Infante: Parque Nacional Aguaro-Guariquito: Sabanas de Juan Paulino, via Los Arroyuelos.",NA,NA,"60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"612","2020-09-12 05:00:02-03","US","US","2171282","PreservedSpecimen","Plantae","Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","R. E. Schultes & I. Cabrera","13956","1951","9","8","South America - Neotropics","Colombia",NA,NA,NA,"US02921310",NA,"Myrtales","(Aubl.) Naudin",NA,"Vaupés","Río Vaupés: Mitú y alrededores.",NA,NA,"250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"613","2020-09-12 05:00:02-03","US","US","3495181","PreservedSpecimen","Plantae","Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","H. D. Clarke, C. Perry, E. Tripp, S. R. Stern & D. Gittens","11443","2004","6","5","South America - Neotropics","Guyana",NA,NA,NA,"US00904986",NA,"Myrtales","(Aubl.) Naudin","Michelangeli, F. A.; Martin, C.","Cuyuni-Mazaruni","Wayalayeng Village, Falls of the Ataro River above first escarpment of Mount Maringma","-60.5161","5.24039","628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"614","2020-09-12 05:00:02-03","US","US","2989221","PreservedSpecimen","Plantae","Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","M.-F. Prévost","1339","1983","4",NA,"South America - Neotropics","French Guiana",NA,NA,NA,"US00615749",NA,"Myrtales","(Aubl.) Naudin","Wurdack, J. J., (US), US (UNITED STATES)",NA,"Piste de Saint-Élie, pk. 15.8","-53.05","5.28",NA,NA,"US00615749_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"615","2020-09-12 05:00:02-03","US","US","2688927","PreservedSpecimen","Plantae","Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","G. Eiten & L. T. Eiten",NA,"1970","1","6","South America - Neotropics","Brazil",NA,NA,NA,"US01893976",NA,"Myrtales","(Aubl.) Naudin",NA,"Maranhão","Behind Rodobrás station on south side of city of Imperatriz.","-47.47","-5.55",NA,NA,"US01893976_01 US01893976_02","Imperatriz",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"616","2020-09-12 05:00:02-03","US","US","2854113","PreservedSpecimen","Plantae","Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","G. Davidse & A. C. González","13920","1978","2","9","South America - Neotropics","Venezuela",NA,NA,NA,"US02921332",NA,"Myrtales","(Aubl.) Naudin",NA,"Apure","Distrito San Fernando, ca. 4.5 km airline ESE of San Carlos del Meta along the banks of the Río Meta.","-67.83","6.32","60",NA,"US02921332_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
