"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","class","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","fieldNumber","individualCount"
"11","2016-09-29 20:56:00-03","NY","NYBG","00856269","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","integrifolia","Ichthyothere integrifolia","E. P. Heringer","17929","1980","10","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=937946' target='other'> <mi>dwc_moreinfo</mi></a>","NY00856269","Magnoliophyta","Asterales",NA,NA,"Distrito Federal","Brasília","(Trevo de Unaí).","-47.9294","-15.7797","NY00856269_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","345485","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","ovata","Ichthyothere ovata","S. L. M. Moore","192","1891",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=451576' target='other'> <mi>dwc_moreinfo</mi></a>","NY00345485","Magnoliophyta","Asterales","S.Moore",NA,"Mato Grosso",NA,NA,NA,NA,"NY00345485_01",NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-02-08 11:07:24-03","UNESP-IBB","BOTU","603","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","agrestis","Ichthyothere agrestis","Gonzales, J.V.","34","1972","10","24",NA,"Brasil",NA,NA,"Folhas opostas, flores brancas, erva costeira","BOTU000603",NA,NA,"Baker",NA,"São Paulo","Botucatu","A 20 km de Botucatu; Fazenda Mac e 4 Meninas","-48.375","-22.875",NA,NA,NA,NA,"48°22'30w","22°52'30s",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-02-08 11:07:24-03","UNESP-IBB","BOTU","630","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","agrestis","Ichthyothere agrestis","Takaki, I.","34","1972","10","24",NA,"Brasil",NA,NA,"Folhas opostas, flores brancas, erva costeira","BOTU000630",NA,NA,"Baker",NA,"São Paulo","Botucatu","A 20 km de Botucatu; Fazenda Mac e 4 Meninas","-48.375","-22.875",NA,NA,NA,NA,"48°22'30w","22°52'30s",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:34:52-03","EAO","IAN","122812","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","agrestis","Ichthyothere agrestis","Irwin, HS; Souza, R; Santos, RR dos","7908","1965","08","27","Southern America","Brasil",NA,NA,"Subshrub ca. 30cm. tall. corolla white.","IAN122812","Dicotiledônea",NA,"Baker","Barroso, GM","Distrito Federal",NA,"Parque Nacional de Brasília. In recently burned-over cerrado.",NA,NA,NA,"900","900",NA,NA,NA,"1966",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:34:52-03","EAO","IAN","122884","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","agrestis","Ichthyothere agrestis","Irwin, HS; Souza, R; Santos, RR dos","8996","1965","10","06","Southern America","Brasil",NA,NA,"Herb from thick root. Head white.","IAN122884","Dicotiledônea",NA,"Baker","Barroso, GM","Distrito Federal",NA,"Sandy slope, cerrado, 3km. S of Sobrinho.",NA,NA,NA,"1075","1075",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-04-08 17:37:05-03","EAO","IAN","19534","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","agrestis","Ichthyothere agrestis","Sellow, F","4920",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,"IAN019534","Dicotiledônea",NA,"Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-30 12:34:52-03","EAO","IAN","39839","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","integrifolia","Ichthyothere integrifolia","Gaudichaud","447",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,"IAN039839","Dicotiledônea",NA,"Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-04-08 17:37:05-03","EAO","IAN","9277","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","ovata","Ichthyothere ovata","Moore, RH","192",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,"IAN009277","Dicotiledônea",NA,"S.Moore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-02-08 08:50:07-03","NBC","NL-BOTANY","L.1580393","PreservedSpecimen","Plantae","Compositae","Ichthyothere","agrestis","Ichthyothere agrestis","Hatschbach GG",NA,"1968","10","10","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1580393 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1580393",NA,"Asterales","Baker",NA,NA,NA,"Castrolandia-Paraná.",NA,NA,"NL-L1580393",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"21","2020-02-08 08:50:07-03","NBC","NL-BOTANY","U.1130828","PreservedSpecimen","Plantae","Compositae","Ichthyothere","integrifolia","Ichthyothere integrifolia","Cobra LQ; Oliveira J",NA,"1963","08","28","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1130828 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1130828",NA,"Asterales","(DC.) Baker",NA,NA,NA,"Campus da Universidade, Brásilia DF, Cerrado queimado.",NA,NA,"NL-U1130828",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"22","2020-11-04 11:01:41-03","ESALQ","ESA","26538","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","agrestis","Ichthyothere agrestis","Souza, V.C. et al.",NA,"1993","02","19",NA,"Brasil",NA,NA,NA,"ESA026538","Magnoliophyta",NA,"Baker","Simão-Bianchini, R. & Scaramuzza, C.A.M.","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516","ESA026538",NA,NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA
"23","2020-11-04 11:01:41-03","ESALQ","ESA","40322","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","agrestis","Ichthyothere agrestis","Elias, S.I.; Silva, M.M.R.; Amador, D.B.; Freitas, F.O.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Ivanauskas, N.M.; Souza, J.P.; Vanini, A.","231.0","1997","12","16",NA,"Brasil",NA,NA,"Erva de 30 cm. Capítulos brancos.","ESA040322","Magnoliophyta",NA,"Baker",NA,"São Paulo","Bom Sucesso de Itararé","Fazenda Santa Maria do Espinho e Saco Grande - Bom Sucesso de Itararé. Campo","-491.535","-241.614","ESA040322",NA,NA,NA,"-491,535","-241,614",NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-11-04 11:01:41-03","ESALQ","ESA","8726","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","agrestis","Ichthyothere agrestis","Scaramuzza, C.A.M. ; Souza, V.C.",NA,"1989","09","24",NA,"Brasil",NA,NA,NA,"ESA008726","Magnoliophyta",NA,"Baker","Simão-Bianchini, R. & Scaramuzza, C.A.M.","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516","ESA008726",NA,NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA
"25","2020-11-04 11:01:41-03","ESALQ","ESA","11812","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","agrestis","Ichthyothere agrestis","Souza, V.C. et al.","4120.0","1993","09","06",NA,"Brasil",NA,NA,NA,"ESA011812","Magnoliophyta",NA,"Baker","Simão-Bianchini, R. & Scaramuzza, C.A.M.","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516","ESA011812",NA,NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA
"26","2020-11-04 11:01:41-03","ESALQ","ESA","21082","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","agrestis","Ichthyothere agrestis","Souza, V.C. et al.","7155.0","1994","11","13",NA,"Brasil",NA,NA,NA,"ESA021082","Magnoliophyta",NA,"Baker","Scaramuzza, C.A.M.","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516","ESA021082",NA,NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA
"27","2020-11-04 11:01:41-03","ESALQ","ESA","21055","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","agrestis","Ichthyothere agrestis","Souza, V.C. et al.","7401.0","1994","11","14",NA,"Brasil",NA,NA,NA,"ESA021055","Magnoliophyta",NA,"Baker","Scaramuzza, C.A.M.","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516","ESA021055",NA,NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA
"28","2020-11-04 11:01:41-03","ESALQ","ESA","21056","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","agrestis","Ichthyothere agrestis","Souza, V.C. et al.","7251.0","1994","11","14",NA,"Brasil",NA,NA,NA,"ESA021056","Magnoliophyta",NA,"Baker","Scaramuzza, C.A.M.","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516","ESA021056",NA,NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA
"29","2020-11-04 11:01:41-03","ESALQ","ESA","11951","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","agrestis","Ichthyothere agrestis","Souza, V.C. et al.","4259.0","1993","09","09",NA,"Brasil",NA,NA,NA,"ESA011951","Magnoliophyta",NA,"Baker","Simão-Bianchini, R. & Scaramuzza, C.A.M.","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516","ESA011951",NA,NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA
"30","2020-11-04 11:01:41-03","ESALQ","ESA","26539","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","agrestis","Ichthyothere agrestis","Souza, V.C. et al.",NA,"1993","02","19",NA,"Brasil",NA,NA,NA,"ESA026539","Magnoliophyta",NA,"Baker","Simão-Bianchini, R. & Scaramuzza, C.A.M.","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516","ESA026539",NA,NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA
"31","2020-11-04 11:01:41-03","ESALQ","ESA","24603","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","agrestis","Ichthyothere agrestis","Souza, V.C.; Sakuragui, C.M.; Souza, J.P.; Sanches, C.D.; Wongtschowski, M.;Scalon, V.R.; Farah, F.T.","8865.0","1995","08","18",NA,"Brasil",NA,NA,"Subarbusto, ca. 10 cm alt.; capítulos alvos.","ESA024603","Magnoliophyta",NA,"Baker","Souza, V.C.","São Paulo","Itararé","Fazenda Ibiti (Ripasa). Campo rupestre","-49.3400001525879","-24.1100006103516","ESA024603",NA,NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA
"32","2019-02-15 11:34:16-02","IPA","IPA","56180","S","Plantae","Asteraceae","Ichthyothere","agrestis","Ichthyothere agrestis","Kug. H.; Costa, A.C.; Costa, A.C.","s.n.","1938","12","18","Southern America","Brasil",NA,NA,"Herbacea.","IPA0056180","Plantae",NA,"Baker","Barroso, G.M.","São Paulo","Campinas","Fazenda Campo Grande.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA
"33","2019-02-15 11:34:16-02","IPA","IPA","56179","S","Plantae","Asteraceae","Ichthyothere","agrestis","Ichthyothere agrestis","Handro, O.","158","1950","01","12","Southern America","Brasil",NA,NA,NA,"IPA0056179","Plantae",NA,"Baker","Barroso, G.M.","São Paulo","São Paulo","Jabaquara. Campo.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"1962",NA,"53584","auto","05","25",NA,NA
"34","2019-02-15 11:34:16-02","IPA","IPA","56186","S","Plantae","Asteraceae","Ichthyothere","agrestis","Ichthyothere agrestis","Barros, F. de","2181","1991","01","25","Southern America","Brasil",NA,NA,"Subarbusto ca. 0,6m de altura, crescendo em solo encharcado, próximo a uma vereda. Caule e ramos avermelhados. Flores brancas.","IPA0056186","Plantae",NA,"Baker","Rodrigues, T.S.","Goiás","Paraúna","Estrada GO 411, ca. 40km após a cidade de Paraúna.","-50.448600769043","-16.9477996826172",NA,NA,NA,NA,NA,NA,"1992",NA,"62630","auto","01","10",NA,NA
"35","2019-02-15 11:34:16-02","IPA","IPA","62725","S","Plantae","Asteraceae","Ichthyothere","agrestis","Ichthyothere agrestis","Souza, V.C.; Sakuragui, C.M.; Souza, J.P.; Sanches, C.D.; Wongstschowski, M.; et; Sakuragui, C.M.; Souza, J.P.; Sanches, C.D.; Wongstschowski, M.; et al.","8865","1995","08","18","Southern America","Brasil",NA,NA,"Subarbusto ca. 10cm de altura; capítulos alvos.; Campo rupestre.","IPA0062725","Plantae",NA,"Baker","Souza, V.C.","São Paulo","Itararé","Fazenda Ibiti (Ripasa).","-49.3400001525879","-24.1100006103516","IPA0062725",NA,NA,NA,NA,NA,"1995",NA,"27729","auto","09",NA,NA,NA
"36","2019-02-15 11:34:16-02","IPA","IPA","56181","S","Plantae","Asteraceae","Ichthyothere","agrestis","Ichthyothere agrestis","Leitão Filho, H.F.","555","1968","10","01","Southern America","Brasil",NA,NA,"Herbáceo, flores brancas. Floresce em outubro.","IPA0056181","Plantae",NA,"Baker","Simão-Bianchini, R.","São Paulo","São Paulo","Taubaté, nativo em cerrado.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"1995",NA,"53584","auto","03","23",NA,NA
"37","2019-11-21 14:31:53-03","UFJF","CESJ","28850","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","integrifolia","Ichthyothere integrifolia","F.R.G. Salimena; et al.","513","1995","10","06","América do Sul","Brasil",NA,NA,"Erva, sistema subterrâneo desenvolvido, flores alvas, cerrado recém queimado.","CESJ028850","Angiosperma",NA,"(DC.) Baker","L.C.Pereira","Minas Gerais","Joaquim Felício","Francisco Sá - Serra do Calisto - Carrascal","-44.1721992492676","-17.7574996948242","CESJ028850",NA,NA,NA,NA,NA,"2012",NA,"37503","auto","02",NA,NA,NA
"38","2019-11-05 16:44:54-03","UFOP","OUPR","1899","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","agrestis","Ichthyothere agrestis","Badini, J.","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"Campo. Erva. Flores brancas",NA,NA,NA,"Baker","Badini, J.","Minas Gerais","Ouro Preto","Santo Antônio do Leite","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,"1977",NA,"44599","auto","01","05",NA,NA
"39","2019-11-05 16:44:54-03","UFOP","OUPR","1898","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","agrestis","Ichthyothere agrestis","Badini, J.","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"Campo. Erva. Flores brancas",NA,NA,NA,"Baker","Badini, J.","Minas Gerais","Ouro Preto","Serra da Caveira","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,"1975",NA,"44599","auto","11","11",NA,NA
"40","2020-06-29 09:29:32-03","UFRRJ","RBR","14153","S","Plantae","Asteraceae","Ichthyothere","agrestis","Ichthyothere agrestis","A. Puttemans","s/n",NA,NA,NA,NA,"?",NA,NA,NA,"RBR00014153",NA,NA,"(DC.) Baker",NA,NA,"?",NA,NA,NA,"RBR00014153",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:16:13-03","MBM","MBM","7975","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","agrestis","Ichthyothere agrestis","Hatschbach, G.","19911","1968","10","10","Southern America","Brazil",NA,NA,NA,"MBM007975",NA,NA,"Baker","Cabrera, A.L.","Paraná","Castro","Castrolanda","-50.0119018554688","-24.7910995483398",NA,NA,NA,NA,NA,NA,NA,NA,"50779","auto",NA,NA,NA,NA
"42","2020-12-21 16:16:13-03","MBM","MBM","41778","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","integrifolia","Ichthyothere integrifolia","Hatschbach, G.; Kummrow, R.; Kummrow, R.","37280","1975","09","29","Southern America","Brazil",NA,NA,NA,"MBM041778",NA,NA,"(DC.) Baker","Robinson, H.","Goiás","Planaltina","Rod. GO-12","-47.614200592041","-15.4527997970581",NA,NA,NA,NA,NA,NA,NA,NA,"61159","auto",NA,NA,NA,NA
"43","2020-12-21 16:16:13-03","MBM","MBM","87411","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","integrifolia","Ichthyothere integrifolia","Irwin, H.S.; Soderstrom, T.R.; Soderstrom, T.R.","6703","1964","10","09","Southern America","Brazil",NA,NA,"6-15 stems from woody base. Heads white. Common.; Burned-over cerrado.","MBM087411",NA,NA,"(DC.) Baker","Robinson, H.","Mato Grosso","Xavantina",NA,"-52.333333","-14.666667","MBM087411","300","400",NA,"-52.333333","-14.666667","1983",NA,NA,NA,"09",NA,NA,NA
"44","2020-12-21 16:16:13-03","MBM","MBM","240990","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","integrifolia","Ichthyothere integrifolia","Hatschbach, G.; Spichiger, R.; Cervi, A.C.; Barboza, E.; Spichiger, R.; Cervi, A.C.; Barboza, E.","69624","1999","10","24","Southern America","Brazil",NA,NA,"Xilopodifera, capítulo alvo.; Campo limpo de altitude.","MBM240990",NA,NA,"(DC.) Baker","Robinson, H.","Minas Gerais","Gouveia","Serra do Espinhaço","-43.7407989501953","-18.4543991088867","MBM240990",NA,NA,NA,NA,NA,"2000",NA,"37970","auto",NA,NA,NA,NA
"45","2020-12-21 16:16:13-03","MBM","MBM","172717","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","integrifolia","Ichthyothere integrifolia","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","62067","1995","03","20","Southern America","Brazil",NA,NA,NA,"MBM172717",NA,NA,"(DC.) Baker","Robinson, H.","Minas Gerais","Perdizes","Rod. BR-452, 18km L de Santa Juliana","-47.2928009033203","-19.3528003692627",NA,NA,NA,NA,NA,NA,NA,NA,"45889","auto",NA,NA,NA,NA
"46","2020-12-21 16:16:13-03","MBM","MBM","343247","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","integrifolia","Ichthyothere integrifolia","Romero, R.; Nakajima, J.N.; Nakajima, J.N.","3729","1996","09","25","Southern America","Brazil",NA,NA,"Herbáceo, ca. 0,25 cm. Brácteas brancas. Anteras negras. Estigmas brancos.; Campo rupestre, 2 meses apos queimada, após o primeiro cerrado.","MBM343247",NA,NA,"(DC.) Baker","Nakajima, J.N.","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-46.3657989501953","-20.2453002929688","MBM343247",NA,NA,NA,NA,NA,NA,NA,"57119","auto",NA,NA,NA,NA
"47","2016-09-22 10:36:09-03","MNHN","RECOLNAT_MNHN_P","P02504056","PreservedSpecimen",NA,"Asteraceae","Ichthyothere","agrestis","Ichthyothere agrestis","Glaziou, A.",NA,"1894","9","26",NA,"Brésil","hb",NA,"Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02504056' target='other'> <mi>dwc_moreinfo</mi></a>","P02504056",NA,NA,"Baker",NA,"Goiás",NA,"(Goyaz) Ponte Alta, dans la Serra do Urbano ou des Divisoes",NA,NA,"P02504056_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21573",NA
"48","2015-09-04 05:19:31-03","MNHN","RECOLNAT_MNHN_P","P02504057","PreservedSpecimen",NA,"Asteraceae","Ichthyothere","agrestis","Ichthyothere agrestis","Glaziou, A.",NA,"1894","9","26",NA,"Brésil","hb",NA,"Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02504057' target='other'> <mi>dwc_moreinfo</mi></a>","P02504057",NA,NA,"Baker",NA,"Goiás",NA,"(Goyaz) Ponte Alta, dans la Serra do Urbano ou des Divisoes",NA,NA,"P02504057_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21573",NA
"49","2015-10-03 11:34:27-03","MNHN","RECOLNAT_MNHN_P","P00755918","PreservedSpecimen",NA,"Asteraceae","Ichthyothere","integrifolia","Ichthyothere integrifolia","Gaudichaud, C.",NA,"1833",NA,NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00755918' target='other'> <mi>dwc_moreinfo</mi></a>","P00755918",NA,NA,"(DC.) Baker",NA,NA,NA,"Prov. San Paolo",NA,NA,"P00755918_01",NA,NA,"type",NA,NA,NA,NA,NA,NA,NA,NA,"447",NA
