"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","dayIdentified","fieldNumber","typeStatus","individualCount"
"208","2020-11-04 17:30:23-03","UEM","HUEM","22421","S","Plantae",NA,NA,"Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez.","K.Kawakita","Ma.C.Souza","2602","2001","03","20",NA,"Brasil","Mato Grosso do Sul","rio Baía, mata ciliar",NA,"Herbácea; flor verde.","HUEM000022548",NA,"Taquarussu","-53.3513984680176","-22.4878005981445",NA,NA,NA,NA,"2013","09","63482","auto",NA,NA,NA,NA,NA,NA
"209","2020-11-04 17:30:23-03","UEM","HUEM","26534A","S","Plantae",NA,NA,"Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez.","K.Kawakita","J.Milne; col.","s.n.","2002","11","16",NA,"Brasil","Mato Grosso do Sul","rio Paraná, ilha Mutum, lagoa do Tião",NA,NA,"HUEM000022540",NA,"Taquarussu","-53.3513984680176","-22.4878005981445",NA,NA,NA,NA,"2013","09","63482","auto",NA,NA,NA,NA,NA,NA
"210","2020-11-04 17:30:23-03","UEM","HUEM","26838","S","Plantae",NA,NA,"Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez.","K.Kawakita","Fachini, MP","s.n.","1998",NA,NA,NA,"Brasil","Mato Grosso do Sul","rio Paraná, ilha Mutum, margem direita",NA,"Ponto 6.","HUEM000022539",NA,"Taquarussu","-53.3513984680176","-22.4878005981445",NA,NA,NA,NA,"2013","09","63482","auto",NA,NA,NA,NA,NA,NA
"211","2020-11-04 17:30:23-03","UEM","HUEM","22537","S","Plantae",NA,NA,"Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez.","K.Kawakita","M.P.Fachini","s.n.","1998",NA,NA,NA,"Brasil","Mato Grosso do Sul","rio Paraná, ilha Mutum na margem esquerda, ponto 08",NA,"[Amostra com folhas e material reprodutivo]","HUEM000022535",NA,"Taquarussu","-53.3513984680176","-22.4878005981445",NA,NA,NA,NA,"2013","09","63482","auto",NA,NA,NA,NA,NA,NA
"212","2020-11-04 17:30:23-03","UEM","HUEM","27186","S","Plantae",NA,NA,"Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez.","K.Kawakita","K.Kawakita; Galbiati, JR","1831","2013","03","29",NA,"Brasil","Paraná","Ribeirão Piracema, foz, margem esquerda, afluente do rio Paraná",NA,"Herbácea; ereta, colmos basais geniculados. Sub-bosque, a 10 m da margem. Solo sujeito a alagamento.","HUEM000022544",NA,"Porto Rico","-53.2668991088867","-22.7721996307373",NA,NA,NA,NA,"2013","09","18063","auto",NA,NA,NA,NA,NA,NA
"213","2019-07-05 20:37:46-03","UEM","HUEM","1146A","S","Plantae",NA,NA,"Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez.","K.Kawakita","R.Pilati","38","1988","01","21",NA,"Brasil","Paraná","rio Paraná, ilha de Porto Rico",NA,"Herbácea, escandente. 1,0 m de altura.",NA,NA,"Porto Rico","-53.2668991088867","-22.7721996307373",NA,NA,NA,NA,"2013","09","18063","auto",NA,NA,NA,NA,NA,NA
"214","2020-11-04 17:30:23-03","UEM","HUEM","27178","S","Plantae",NA,NA,"Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez.","K.Kawakita","Fachini, MP","362","1998","05","31",NA,"Brasil","Paraná","rio Paraná, Ilha do Pacu.",NA,NA,"HUEM000022555",NA,"Porto Rico","-53.2668991088867","-22.7721996307373",NA,NA,NA,NA,"2013","09","18063","auto",NA,NA,NA,NA,NA,NA
"215","2020-11-04 17:30:23-03","UEM","HUEM","27183","S","Plantae",NA,NA,"Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez.","K.Kawakita","Fachini, MP","1306","1998",NA,NA,NA,"Brasil","Paraná","rio Paraná, ilha Dr. Coutinho, margem direita",NA,"Ponto 26.","HUEM000022549",NA,"Porto Rico","-53.2668991088867","-22.7721996307373",NA,NA,NA,NA,"2013","09","18063","auto",NA,NA,NA,NA,NA,NA
"216","2020-11-04 17:30:23-03","UEM","HUEM","27179","S","Plantae",NA,NA,"Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez.","K.Kawakita","Fachini, MP","1232","1998","06","27",NA,"Brasil","Paraná","rio Paraná, Ilha Dr. Coutinho, margem direita.",NA,NA,"HUEM000022553",NA,"Porto Rico","-53.2668991088867","-22.7721996307373",NA,NA,NA,NA,"2013","09","18063","auto",NA,NA,NA,NA,NA,NA
"217","2020-11-04 17:30:23-03","UEM","HUEM","27184","S","Plantae",NA,NA,"Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez.","K.Kawakita","Fachini, MP","1264","1998",NA,NA,NA,"Brasil","Paraná","rio Paraná, ilha Japonesa, margem direita",NA,"Ponto 29.","HUEM000022550",NA,"Porto Rico","-53.2668991088867","-22.7721996307373",NA,NA,NA,NA,"2013","09","18063","auto",NA,NA,NA,NA,NA,NA
"218","2020-11-04 17:30:23-03","UEM","HUEM","4235","S","Plantae",NA,NA,"Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez.","K.Kawakita","K.Kawakita","135","1997","07","28",NA,"Brasil","Paraná","rio Paraná, ilha Porto Rico, lagoa Figueira",NA,"Herbácea; flores arroxeadas. Solo sujeito a alagamento.","HUEM000022537",NA,"Porto Rico","-53.2668991088867","-22.7721996307373",NA,NA,NA,NA,"2013","09","18063","auto",NA,NA,NA,NA,NA,NA
"219","2020-11-04 17:30:23-03","UEM","HUEM","14251","S","Plantae",NA,NA,"Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez.","K.Kawakita","K.Kawakita","159","1997","12","17",NA,"Brasil","Paraná","rio Paraná, ilha Porto Rico, lagoa Figueira",NA,"Herbácea; inflorescência cor verde arroxeada. Solo alagado.","HUEM000022538",NA,"Porto Rico","-53.2668991088867","-22.7721996307373",NA,NA,NA,NA,"2013","09","18063","auto",NA,NA,NA,NA,NA,NA
"220","2020-11-04 17:30:23-03","UEM","HUEM","22535","S","Plantae",NA,NA,"Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez.","K.Kawakita","M.P.Fachini","1230","1998",NA,NA,NA,"Brasil","Paraná","rio Paraná, margem esquerda, próximo à ilha do Dr. Coutinho",NA,"[Amostra com folhas e material reprodutivo]","HUEM000022534",NA,"Porto Rico","-53.2668991088867","-22.7721996307373",NA,NA,NA,NA,"2013","09","18063","auto",NA,NA,NA,NA,NA,NA
"221","2020-11-04 17:30:23-03","UEM","HUEM","22424","S","Plantae",NA,NA,"Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez.","K.Kawakita","R.Pilati","89","1992","06","06",NA,"Brasil","Paraná","rio Paraná, mata do Araldo",NA,"Herbácea. Frequênte. Área alagada. Margem.","HUEM000022541",NA,"Porto Rico","-53.2668991088867","-22.7721996307373",NA,NA,NA,NA,"2013","09","18063","auto",NA,NA,NA,NA,NA,NA
"222","2020-11-04 17:30:23-03","UEM","HUEM","15607","S","Plantae",NA,NA,"Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez.","K.Kawakita","K.Kawakita; V.C.Harthman; L.F.Viana; Z.Marchetti; S.Rodrigues; Ma.C.Souza","693","2008","03","25",NA,"Brasil","Paraná","rio Paraná, margem esquerda, jusante do Porto de Areia",NA,"Herbácea escandente; inflorescência de coloração verde; barranca do rio, próximo ao nível da água.","HUEM000022533",NA,"São Pedro do Paraná","-53.2200012207031","-22.8239002227783",NA,NA,NA,NA,"2013","07","25063","auto",NA,NA,NA,NA,NA,NA
"223","2020-11-04 17:30:25-03","UEM","HUEM","14998","S","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","K.Kawakita","Ma.C.Souza; R.S.Garcia; V.C.Harthman; L.F.Vianna; J.M.Garcia; A.Soares","2060","2008","05","23",NA,"Brasil","Mato Grosso do Sul","rio Baía, ilha do Aurélio",NA,"Arbustiva; inflorescência coloração arroxeada. Solo úmido, arenoso e sujeito a inundação; próximo à margem direita da ilha.","HUEM000022746",NA,"Batayporã","-53.233056","-22.689444","236","236","-53.233056","-22.689444","2013","09",NA,NA,NA,NA,NA,NA,NA,NA
"224","2020-11-04 17:30:25-03","UEM","HUEM","15826","S","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","K.Kawakita","K.Kawakita; V.C.Harthman; G.S.Rosa; Almeida, CG; S.Rodrigues","1043","2009","05","07",NA,"Brasil","Mato Grosso do Sul","rio Ivinhema, margem direita (campinho), Parque Estadual do rio Ivinhema",NA,"Sublignificado, cerca de 0,60 m de altura, espiguetas de coloração cerde e vinho. 35,0 m da margem do rio.","HUEM000022754",NA,"Jateí","-53.614122","-22.859328","236","236","-53.614122","-22.859328","2013","09",NA,NA,NA,NA,NA,NA,NA,NA
"225","2020-11-04 17:30:25-03","UEM","HUEM","15839","S","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","K.Kawakita","K.Kawakita; V.C.Harthman; G.S.Rosa; Almeida, CG; S.Rodrigues","1056","2009","05","07",NA,"Brasil","Mato Grosso do Sul","canal Ipuitã, margem direita",NA,"Herbácea, cerca de 0,60 m de altura; espiguetas de coloração vinho e verde.","HUEM000022750",NA,"Jateí","-53.565936","-22.837875","236","236","-53.565936","-22.837875","2013","09",NA,NA,NA,NA,NA,NA,NA,NA
"226","2020-11-04 17:30:25-03","UEM","HUEM","19671","S","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","K.Kawakita","K.Kawakita; J.M.Garcia; J.G.Servilheri; Rosa, GS; A.S.Silva","1448","2010","11","23",NA,"Brasil","Mato Grosso do Sul","rio Ivinhema, lagoa Peroba, margem direita.",NA,"Herbácea, 2,5m de altura; inflorescência coloração verde e vináceo; colmos vináceos; solo arenoso.","HUEM000022741",NA,"Jateí","-53.64","-22.908333","235","235","-53.64","-22.908333","2013","09",NA,NA,NA,NA,NA,NA,NA,NA
"227","2020-11-04 17:30:25-03","UEM","HUEM","19690","S","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","K.Kawakita","K.Kawakita; J.M.Garcia; J.G.Servilheri; Rosa, GS; A.S.Silva","1454","2010","11","24",NA,"Brasil","Paraná","rio Paraná, Porto de Areia Cristo Rei.",NA,"Herbácea, cerca de 0,5m de altura; colmos arroxeados; sinflorescência coloração verde e vináceo; solo úmido; paredão de arenito.","HUEM000022738",NA,"São Pedro do Paraná","-53.169167","-22.713056","257","257","-53.169167","-22.713056","2013","09",NA,NA,NA,NA,NA,NA,NA,NA
"228","2020-11-04 17:30:25-03","UEM","HUEM","20748","S","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","K.Kawakita","L.M.Garcia; Almeida, CG; Giovanna L.M.; J.G.Servilheri; Bento Fernandes, CE; Rodrigues, S","609","2011","05","31",NA,"Brasil","Mato Grosso do Sul","rio Baía, ilha do Aurélio",NA,"Herbácea, 1m de altura; espiguetas coloração violeta; cerca de 15m da margem.","HUEM000022739",NA,"Batayporã","-53.233056","-22.689444","236","236","-53.233056","-22.689444","2013","09",NA,NA,NA,NA,NA,NA,NA,NA
"229","2020-11-04 17:30:25-03","UEM","HUEM","22664","Extra","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","K.Kawakita","K.Kawakita","1657","2011","12","21",NA,"Brasil","Paraná","córrego Caracu, margem esquerda",NA,"Cerca de 1m de altura; espiguetas coloração verde; presença moderada no local; solo seco, sujeito a alagamento; área alagada; sombreada; solo com serrapilheira.","HUEM000022740",NA,"Porto Rico","-53.257778","-22.766111","244","244","-53.257778","-22.766111","2013","09",NA,NA,NA,NA,NA,NA,NA,NA
"230","2020-11-04 17:30:25-03","UEM","HUEM","22902","S","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","K.Kawakita","Pacifco, RB; J.M.Garcia; Bento Fernandes, CE; Pulzatto, MM","33","2012","04","11",NA,"Brasil","Paraná","rio Paraná, ilha Mutum, lagoa do Jenipapo, margem direita",NA,"Herbácea, cerca de 1m de altura; espigueta coloração verde claro; local sombrado; cerca de 30m da margem.","HUEM000022737",NA,"Porto Rico","-53.268611","-22.759583","229","229","-53.268611","-22.759583","2013","09",NA,NA,NA,NA,NA,NA,NA,NA
"231","2020-11-04 17:30:25-03","UEM","HUEM","22428","S","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","K.Kawakita","Ma.C.Souza; L.F.Souza-Stevaux","2603","1993","02","03",NA,"Brasil","Mato Grosso do Sul","junção do canal Baía e canal Corutuba",NA,"Herbácea, flor de coloração verde. Frequênte na área. Solo alagado.","HUEM000022742",NA,"Taquarussu","-53.3513984680176","-22.4878005981445",NA,NA,NA,NA,"2013","09","63482","auto",NA,NA,NA,NA,NA,NA
"232","2020-11-04 17:30:25-03","UEM","HUEM","22425","S","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","K.Kawakita","K.Kawakita","44","1997","03","08",NA,"Brasil","Mato Grosso do Sul","rio Baía, margem direita",NA,"Herbácea; inflorescência cor verde arroxeado.","HUEM000022755",NA,"Taquarussu","-53.3513984680176","-22.4878005981445",NA,NA,NA,NA,"2013","09","63482","auto",NA,NA,NA,NA,NA,NA
"233","2020-11-04 17:30:25-03","UEM","HUEM","22538","S","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","K.Kawakita","M.P.Fachini","1231","1998",NA,NA,NA,"Brasil","Mato Grosso do Sul","Rio Paraná, margem direita, ponto 31",NA,"[Amostra com folhas e material reprodutivo]","HUEM000022748",NA,"Taquarussu","-53.3513984680176","-22.4878005981445",NA,NA,NA,NA,"2013","09","63482","auto",NA,NA,NA,NA,NA,NA
"234","2020-11-04 17:30:25-03","UEM","HUEM","27398","S","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","K.Kawakita","K.Kawakita","s.n.","2001","02","14",NA,"Brasil","Paraná","pontal do Paranapanema",NA,"Herbácea; flor de col. verde; rara na área.","HUEM000022751",NA,"Marilena","-53.0400009155273","-22.7357997894287",NA,NA,NA,NA,"2013","09","13360","auto",NA,NA,NA,NA,NA,NA
"235","2020-11-04 17:30:25-03","UEM","HUEM","1599","S","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","K.Kawakita","M.Curti","68","1989","06","09",NA,"Brasil","Paraná","Barra Nova",NA,"Herbácea, com estolões, inflorescência roxa, com estigma lilás.","HUEM000022757",NA,"Porto Rico","-53.2668991088867","-22.7721996307373",NA,NA,NA,NA,"2013","09","18063","auto",NA,NA,NA,NA,NA,NA
"236","2020-11-04 17:30:25-03","UEM","HUEM","3503","S","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","K.Kawakita","Ma.C.Souza","789","1996","04","19",NA,"Brasil","Paraná","lagoa Pousada, ilha Porto Rico",NA,"Flores arroxeadas; solo sujeito a alagamento.","HUEM000022756",NA,"Porto Rico","-53.2668991088867","-22.7721996307373",NA,NA,NA,NA,"2013","09","18063","auto",NA,NA,NA,NA,NA,NA
"237","2020-11-04 17:30:25-03","UEM","HUEM","1591","S","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","K.Kawakita","J.A.Leandrine","43","1989","06","09",NA,"Brasil","Paraná","rio Paraná, Barra Bonita",NA,"Inflorescência roxa, flor, fruto e botão.","HUEM000022753",NA,"Porto Rico","-53.2668991088867","-22.7721996307373",NA,NA,NA,NA,"2013","09","18063","auto",NA,NA,NA,NA,NA,NA
"238","2020-11-04 17:30:25-03","UEM","HUEM","1590","S","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","K.Kawakita","M.Curti","127","1989","06","09",NA,"Brasil","Paraná","rio Paraná, Barra do Cabral",NA,"Inflorescência roxa, cerda de 80 cm de altura. Solo seco arenoso.","HUEM000022749",NA,"Porto Rico","-53.2668991088867","-22.7721996307373",NA,NA,NA,NA,"2013","09","18063","auto",NA,NA,NA,NA,NA,NA
"239","2020-11-04 17:30:25-03","UEM","HUEM","27774","S","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","K.Kawakita","M.P.Fachini","1229","1998",NA,NA,NA,"Brasil","Paraná","rio Paraná, ilha do Dr. Coutinho, margem direita, ponto 26",NA,"[Amostra com folhas e material reprodutivo]","HUEM000022743",NA,"Porto Rico","-53.2668991088867","-22.7721996307373",NA,NA,NA,NA,"2013","09","18063","auto",NA,NA,NA,NA,NA,NA
"240","2020-11-04 17:30:25-03","UEM","HUEM","27773","S","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","K.Kawakita","M.P.Fachini","373","1998",NA,NA,NA,"Brasil","Paraná","rio Paraná, ilha do Pacú, ponto 14",NA,"[Amostra com folhas e material reprodutivo]","HUEM000022744",NA,"Porto Rico","-53.2668991088867","-22.7721996307373",NA,NA,NA,NA,"2013","09","18063","auto",NA,NA,NA,NA,NA,NA
"241","2020-11-04 17:30:25-03","UEM","HUEM","1146","S","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","K.Kawakita","R.Pilati","91","1988","01","21",NA,"Brasil","Paraná","rio Paraná, ilha Porto Rico",NA,"Herbácea,escandente cerca de 1,0 m de altura.","HUEM000022342",NA,"Porto Rico","-53.2668991088867","-22.7721996307373",NA,NA,NA,NA,"2013","09","18063","auto",NA,NA,NA,NA,NA,NA
"242","2020-11-04 17:30:25-03","UEM","HUEM","22423","S","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","K.Kawakita","S.R.Slursarski; V.C.Harthman; T.S.Michelan; R.S.Garcia; S.Rodrigues","552","2007","05","22",NA,"Brasil","Paraná","rio Paraná, ilha Porto Rico, lagoa Figueira",NA,"Herbácea decumbente; inflorescência coloração verde e roxa.","HUEM000022745",NA,"Porto Rico","-53.2668991088867","-22.7721996307373",NA,NA,NA,NA,"2013","09","18063","auto",NA,NA,NA,NA,NA,NA
"243","2020-11-04 17:30:25-03","UEM","HUEM","3488","S","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","K.Kawakita","K.Kawakita","08","1996","04","19",NA,"Brasil","Paraná","rio Paraná, ilha Porto Rico, lagoa Jenipapo",NA,"Herbácea; espiguetas verde-arroxeadas. Solo sujeito a alagamento.","HUEM000022752",NA,"Porto Rico","-53.2668991088867","-22.7721996307373",NA,NA,NA,NA,"2013","09","18063","auto",NA,NA,NA,NA,NA,NA
"244","2020-11-04 17:30:25-03","UEM","HUEM","4212","S","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","K.Kawakita","K.K Kita","s.n.","1997","05","12",NA,"Brasil","Paraná","rio Paraná, Lagoa da Figueira, Ilha de Porto Rico. Solo alagado.",NA,"Herbácea. Inflorescência coloração verde-arroxeada.","HUEM000022759",NA,"Porto Rico","-53.2668991088867","-22.7721996307373",NA,NA,NA,NA,"2013","09","18063","auto",NA,NA,NA,NA,NA,NA
"245","2020-11-04 17:30:25-03","UEM","HUEM","22426","S","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","K.Kawakita","Ma.C.Souza","1164","1994","01","16",NA,"Brasil","Paraná","rio Paraná, remanescente entre a base e a cidade",NA,"Herbácea; infl. esverdeada; frequênte na região. Solo seco, sujeito a alagamento.","HUEM000022747",NA,"Porto Rico","-53.2668991088867","-22.7721996307373",NA,NA,NA,NA,"2013","09","18063","auto",NA,NA,NA,NA,NA,NA
"246","2019-11-01 15:16:35-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez",NA,"Black, GA","49-8015","1949","07","05","Southern America","Brasil","Pará","Praia arenosa.",NA,"Perene, como taboca, panícula densa.",NA,NA,"Jacundasinho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","2019-11-01 15:16:35-03","UnB","UB","75721","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez","Zuloaga, FO","Paula, JE","1666","1982","11",NA,"Southern America","Brasil","Mato Grosso do Sul","80km de Corumbá, Rio Paraguai",NA,NA,"UB0021110","UB0021110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","2019-11-01 15:16:35-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez",NA,"Black, GA","49-8015","1949","07","05","Southern America","Brasil","Pará",NA,NA,"Perene, com taboca, panicula densa; Praia arenosa","UB0022086","UB0022086","Jacundasinho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","2019-11-01 15:16:35-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez","Zuloaga, FO","Eiten, G; Campos, JMF","3487","1961","12","02","Southern America","Brasil","São Paulo","Porto Pulador on the rio Moji-Guaçu; 8.9 km NNE of RR station at Santa Eudóxia",NA,"Distributed by the Instituto de Botânica, São Paulo; Grass culms several meters long, forming a tangle on the bank; In shade of overhanging trees on river bank","UB0021111","UB0021111","São Carlos","-47.8899993896484","-22.0100002288818","500","500",NA,NA,"1992","02","45913","auto",NA,NA,NA,NA,NA,NA
"250","2019-11-01 15:16:35-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez","Zuloaga, FO","Eiten, G; Campos, JMF","3487","1961","12","02","Southern America","Brasil","São Paulo","Porto Pulador on the rio Moji-Guaçu; 8.9 km NNE of RR station at Santa Eudóxia",NA,"Distributed by the Instituto de Botânica, São Paulo; Grass culms several meters long, forming a tangle on the bank; In shade of overhanging trees on river bank","UB0021726","UB0021726","São Carlos","-47.8899993896484","-22.0100002288818","500","500",NA,NA,"1992","02","45913","auto",NA,NA,NA,NA,NA,NA
"251","2020-08-20 14:59:49-03","UFSC","FLOR","63797","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez","Guglieri, A.","Guglieri, A.; Silva, J.R.","1743","2008","06","04",NA,"Brasil","Mato Grosso do Sul","Pantanal de Miranda, Estrada Parque.",NA,"Erva","FLOR0063797","FLOR0063797","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"2008","07","295160","auto",NA,NA,"28",NA,NA,NA
"252","2020-04-30 16:07:41-03","UFMT","CNMT","8787","S","Plantae","Angiosperma",NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","Córdova, M.O.","Córdova, M.O.; Keffer, J.F.","648","2016","12","02",NA,"Brasil","Mato Grosso","Ribeirão Baixada Morena. Na interseção com a estrada BR-163. Fazenda Nova Prata. Área de Influência UHE Sinop.",NA,"Pouco frequente.Subprograma de Monitoramento de Macrófitas Aquáticas - UHE Sinop","CNMT008787",NA,"Sinop","-55.3925","-11.539444","380","380","55°23'33W","11°32'22S","2016","12",NA,NA,NA,NA,"05",NA,NA,NA
"253","2020-04-30 16:07:41-03","UFMT","CNMT","5753","S","Plantae","Angiosperma",NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","Córdova, M.O.","Córdova, M.O.; Giacoppini, R.F.; Keffer, J.F.","533","2016","11","24",NA,"Brasil","Mato Grosso","Estação Ecológica (ESEC) Rio Ronuro. RegiãoSul. Margem do rio Ronuro.",NA,"Flores esverdeadas. FrequenteSobre as rochas.Biodiversidade da ESEC Rio Ronuro - SEMA - MT e UFMT Sinop.","CNMT005753",NA,"Nova Ubiratã","-54.436611","-13.126975","379","379","54°26'11.80W","13°7'37.11S","2016","11",NA,NA,NA,NA,NA,NA,NA,NA
"254","2020-11-18 11:14:46-03","UFMT","CNMT","9931","S","Plantae","Angiosperma",NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","Cordova, M.O.","Córdova, M.O.; Giacoppini, D.R.; Montes, J.; Cavalheiro, L.","1241","2020","05","28",NA,"Brasil","Mato Grosso","Fragmento Florestal Urbano. Baixada da Av. Itaúbas, Bairro Jardim Botânico.Trilha da Bica",NA,"Inflorescencia esverdeada. Frequente.Tese: Distribuição de Macrófitas Aquáticas do Sul da Amazônia","CNMT009931",NA,"Sinop","-55.518739","-11.876383","361","361","55°31'7.46W","11°52'34.98S","2020","05",NA,NA,NA,NA,"28",NA,NA,NA
"255","2020-04-30 16:07:41-03","UFMT","CNMT","8778","S","Plantae","Angiosperma",NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","Córdova, M.O.","Córdova, M.O.; Keffer, J.F.","637","2016","12","02",NA,"Brasil","Mato Grosso","Ribeirão Baixada Morena. Na interseção com a estrada BR-163. Fazenda Nova Prata. Área de Influência UHE Sinop.",NA,"Inflorescência esverdeada. Frequente.Subprograma de Monitoramento de Macrófitas Aquáticas - UHE Sinop","CNMT008778",NA,"Sinop","-55.3925","-11.539444","380","380","55°23'33W","11°32'22S","2016","12",NA,NA,NA,NA,"05",NA,NA,NA
"256","2020-04-30 16:07:41-03","UFMT","CNMT","6956","S","Plantae","Angiosperma",NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","Pott A.","Córdova, M.O.; Arruda, R.S.; Keffer, J.F.","227","2016","03","25",NA,"Brasil","Mato Grosso","Rio Teles Pires. A 2 km SD da sede Marina. Área de Influência UHE Sinop.",NA,"Inflorencência esverdeada. Caule estriado circular. Entre as manchas de Polygonum acuminatum.Subprograma de Monitoramento de Macrófitas Aquáticas - UHE Sinop","CNMT006956",NA,"Sinop","-55.705278","-11.667778","377","377","55°42'19W","11°40'04S","2016","06",NA,NA,NA,NA,"07",NA,NA,NA
"257","2019-11-21 10:16:10-03","IBt","SP","212407","S","Plantae",NA,NA,"Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez",NA,"Montes, E","186","1947","01","04","Southern America","Argentina","Misiones","San Juan.",NA,NA,"SP035551","SP035551","San Javier",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
