"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","dayIdentified","fieldNumber","typeStatus","individualCount"
"55","2020-02-08 10:18:47-03","NBC","NL-BOTANY","U.1502828","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Panicum","hylaeicum","Panicum hylaeicum","Mez",NA,"Hoock JML",NA,"1958","01","03","Southern America","French Guiana",NA,"Pointe Macouria, Région de Cayenne",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1502828 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1502828","NL-U1502828",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0132347",NA,NA,NA,NA
"56","2020-02-08 10:18:47-03","NBC","NL-BOTANY","U.1502829","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Panicum","hylaeicum","Panicum hylaeicum","Mez",NA,"Prance GT; Ramos JF",NA,"1975","02","21","Southern America","Brazil",NA,"Brazilian Amazonia, State of Amazonas, Fazenda Santa Terezinha, Costa de Terra Nova, Ilha do Careiro, Rio Amazonas.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1502829 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1502829","NL-U1502829",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"57","2020-11-19 10:24:54-03","CPAP","CPAP","22690","PreserverdSpecimen","Plantae",NA,NA,"Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez",NA,"Pott, A.","8662","2001","03","22",NA,"Brasil","MT","Baía dos Burros, Parque Nacional do Pantanal.",NA,"Erva cespitosa-estolonífra escandente. FLOR: . FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: Abundante. AMBIENTE: Vegetação ripária. SUBSTRATO: solo aluvial argiloso. RELEVO: plano convexo.",NA,NA,"Poconé","-57.3825","-17.821944",NA,NA,"57°22'57'' W","17°49'19'' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-04-07 11:47:35-03","UFMS","CGMS","30642","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez","K. Kawakita; V.J. Pott","T.E. Lima; I.M. Neves; R.H. Silva; T.S. Amaral","52","2010","11","22",NA,"Brasil","Mato Grosso do Sul","Boca da Baía do Castelo.",NA,NA,"CGMS1060054",NA,"Corumbá","-57.5166667","-18.5919444",NA,NA,"-57,5166667","-18,5919444","2014","04",NA,NA,NA,NA,"02",NA,NA,NA
"59","2021-04-07 11:47:35-03","UFMS","CGMS","20684","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez","K. Kawakita; V.J. Pott","A. Guglieri; D.C.L. Kufner; F. Belan; W.S. Fava; S.C.H. de Medeiros","1718","2008","04","24",NA,"Brasil","Mato Grosso do Sul","Pantanal de Miranda. Estrada Parque.",NA,NA,"CGMS1050084",NA,"Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"2014","04","295160","auto",NA,NA,"02",NA,NA,NA
"60","2021-04-07 11:47:39-03","UFMS","CGMS","33766","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga",NA,"V.C. Soares; F.J. Kochanovski; M.M. Garcia; N.V. Alcântara","17","2011","06","27",NA,"Brasil","Mato Grosso do Sul","Base de Estudos do Pantanal - Caminho para torre de observação.",NA,"Forrageira. Coordenadas originais 19°34#?#35,02'S 57°01#?#78,00'W Habitat: Campo inundável ao longo de mata ciliar. Solo arenoso siltoso. Relevo plano. Habito: Erva. 0,90m de altura.","CGMS1063167",NA,"Corumbá","-57.0166667","-19.5763889",NA,NA,"-57,0166667","-19,5763889","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-04-07 11:47:39-03","UFMS","CGMS","73320","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga",NA,"A. Pott; V.J. Pott","15624","2009","07","30",NA,"Brasil","Mato Grosso do Sul","Fazenda Nazaré, área da Mata do Cedro, leque aluvial do Rio Taquari, sub-região de Paiaguás, Pantanal.",NA,NA,"CGMS1106127",NA,"Corumbá","-57.1205556","-18.6244445","90","90","-57,1205556","-18,6244445","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-04-07 11:47:39-03","UFMS","CGMS","26214","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga",NA,"A. Guglieri; F.J.M. Caporal","2128","2009","06","01",NA,"Brasil","Mato Grosso do Sul","Pantanal sub-região do Paraguai; MS-228; estrada para Porto da Manga.",NA,NA,"CGMS1055649",NA,"Corumbá","-57.4022222","-19.2458333","86","86","-57,4022222","-19,2458333","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-04-07 11:47:39-03","UFMS","CGMS","16918","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga",NA,"A.C.M. Cristaldo; J.S. Garcia; R.G. Adamowicz","181","2006","07","24",NA,"Brasil","Mato Grosso do Sul","beira do Rio Miranda BEP.",NA,"Mata ciliar continuação do piuval. Habitat: mata ciliar área periodicamente inundável , slo arenoso , relevo plano Habito: Herbacea aquática 1,20 - 1,30m de altura","CGMS1046216",NA,"Corumbá","-57.0186111","-19.5769445",NA,NA,"-57,0186111","-19,5769445","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-04-07 11:47:39-03","UFMS","CGMS","53913","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","A. Pott","M.O. Cordova; R.S. Arruda; J.F. Keffer","227","2016","03","25",NA,"Brasil","Mato Grosso","Rio Teles Pires, entrada da Lagoa do Padre, a 2 km SD da sede Marina.",NA,"Inflorescência esverdeada. Caule estriado circular. Entre as manchas de Polygonum acuminatum. Habitat: Margem de rio, dominado por vegetação herbácea. Habito: Erva emergente. 1,00 m de altura.","CGMS1083881",NA,"Sinop","-55.7052778","-11.6677778","377","377","-55,7052778","-11,6677778","2016","06",NA,NA,NA,NA,"07",NA,NA,NA
"65","2021-04-07 11:47:39-03","UFMS","CGMS","26154","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga",NA,"A. Guglieri; F.J.M. Caporal","2068","2009","06","01",NA,"Brasil","Mato Grosso do Sul","Pantanal sub-região do Paraguai; estrada para Codrasa.",NA,NA,"CGMS1055587",NA,"Ladário","-57.5275","-19.0172223","87","87","-57,5275","-19,0172223","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-04-07 11:47:39-03","UFMS","CGMS","70487","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga",NA,"V.J. Pott; C. Rosso; R.P. Araújo","4535","2001","04","18",NA,"Brasil","Mato Grosso do Sul","Próximo a Fazenda Pantaneira e Forte Coimbra, rio Paraguai, sub região do Nabileque, Pantanal.",NA,NA,"CGMS1069870",NA,"Corumbá","-57.7922222","-19.9280556",NA,NA,"-57,7922222","-19,9280556","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-04-07 11:47:39-03","UFMS","CGMS","70488","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga",NA,"A. Pott; V.J. Pott; G.A. Damasceno Jr.; J.A. Ratter; W. Milliken; J.Yesilyurt & I.H. Ishii","12559","2005","02","16",NA,"Brasil","Mato Grosso do Sul","Mineração Corumbaense Reunida S.A., Serra do Urucum.",NA,NA,"CGMS1069871",NA,"Corumbá","-57.5922222","-19.2013889",NA,NA,"-57,5922222","-19,2013889","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-04-07 11:47:39-03","UFMS","CGMS","11866","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga",NA,"M.O.D. Pivari; L.C. Mancino; S. Rodrigues; V.J. Pott","294","2004","11","02",NA,"Brasil","Mato Grosso do Sul","B.E.P.",NA,"Flor verde. Infloresência verde mais clara que as folhas. Fruto verde. Macrófita emergente. Habitat: Baía da Medalha. Relevo plano. Solo argiloso. Habito: Herbáceo. Ereta. 0,50m de altura.","CGMS1041200",NA,"Corumbá","-57.0138889","-19.575","105","105","-57,0138889","-19,575","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-04-07 11:47:39-03","UFMS","CGMS","17247","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga",NA,"C.R. Lehn; S. Boff; C. Gurski","32","2006","07","25",NA,"Brasil","Mato Grosso do Sul","Passo do lontra BEP.",NA,NA,"CGMS1046543",NA,"Corumbá","-57.0177778","-19.5725",NA,NA,"-57,0177778","-19,5725","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-04-07 11:47:39-03","UFMS","CGMS","70486","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga",NA,"V.J. Pott; C. Rosso; R.P. Araújo","4576","2001","04","18",NA,"Brasil","Mato Grosso do Sul","Beira do rio Paraguai, próximo a Fazenda Sapucaia, Pantanal do Nabileque.",NA,NA,"CGMS1069869",NA,"Corumbá","-57.6363889","-19.765",NA,NA,"-57,6363889","-19,765","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-04-07 11:47:39-03","UFMS","CGMS","20978","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga",NA,"M.C. Pereira; A. Guglieri; T.H.D. Leandro; L.A.V. Martins","65","2007","12","16",NA,"Brasil","Mato Grosso do Sul","Córrego Boa Sorte.",NA,NA,"CGMS1050390",NA,"Corguinho","-54.8293991088867","-19.8316993713379",NA,NA,NA,NA,"2020",NA,"56513","auto",NA,NA,NA,NA,NA,NA
"72","2021-04-07 11:47:39-03","UFMS","CGMS","19795","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga",NA,"E.C. Bertazzoni; W. Magalhães; R.B. Rodrigues","2527",NA,NA,NA,NA,"Brasil","Mato Grosso do Sul","Amolar.",NA,"Borda do arrozal. Habitat: Arrozal frequente. Habito: Herbácea.","CGMS1049100",NA,"Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"2020",NA,"295160","auto",NA,NA,NA,NA,NA,NA
"73","2021-04-07 11:47:39-03","UFMS","CGMS","70497","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga",NA,"V.J. Pott; G.A. Damasceno-Junior; I.H. Ishii; E. Assis; G. Fernandes","4625","2001","05","05",NA,"Brasil","Mato Grosso do Sul","Foz do Córrego Zé Dias, entrando na Baía Zé Dias, Pantanal do rio Paraguai.",NA,NA,"CGMS1069880",NA,"Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"2020",NA,"295160","auto",NA,NA,NA,NA,NA,NA
"74","2021-04-07 11:47:39-03","UFMS","CGMS","21700","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga",NA,"A. Guglieri; J.R. Silva","1736","2008","06","04",NA,"Brasil","Mato Grosso do Sul","Pantanal de Miranda, Base de Estudos do Pantanal (BEP)/UFMS.",NA,NA,"CGMS1051109",NA,"Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"2020",NA,"295160","auto",NA,NA,NA,NA,NA,NA
"75","2021-04-07 11:47:39-03","UFMS","CGMS","21707","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga",NA,"A. Guglieri; J.R. Silva","1743","2008","06","04",NA,"Brasil","Mato Grosso do Sul","Pantanal de Miranda. Estrada Parque.",NA,NA,"CGMS1051116",NA,"Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"2020",NA,"295160","auto",NA,NA,NA,NA,NA,NA
"76","2021-04-07 11:47:39-03","UFMS","CGMS","72436","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","A. Pott","A. Pott; V.J. Pott","16843","2015","08","05",NA,"Brasil","Mato Grosso do Sul","APA Municipal Baía Negra, Pantanal.",NA,NA,"CGMS1105241",NA,"Ladário","-57.6016998291016","-19.0046997070312",NA,NA,NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA,NA
"77","2021-04-07 11:47:39-03","UFMS","CGMS","3761","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga",NA,"U.M. Resende; et al.","348","1990","12","18",NA,"Brasil","Mato Grosso do Sul","BEP.",NA,"Panícula esverdeada. Gramínea fazendo parte do estrato herbáceo da mata, próximo à Baía. Habitat: Solo arenoso nas margens do rio. Habito: Herbáceo.","CGMS1015824",NA,"Miranda","-56.3782997131348","-20.2406005859375",NA,NA,NA,NA,"2020",NA,"92112","auto",NA,NA,NA,NA,NA,NA
"78","2019-08-16 08:40:39-03","UTFPR","HCF","12925","S","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","A. Guglieri","A. Guglieri","1736","2008","06","04",NA,"Brasil","MS","Pantanal de Miranda, Base de Estudos do",NA,"erva. Margem de estrada, local sombreado.",NA,NA,"Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"2008","07","295160","auto",NA,NA,"28",NA,NA,NA
"79","2020-12-21 16:40:58-03","MBM","MBM","322429","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","Zuloaga, F.O.","Honfi, A.; Cardozo, A.; Seijo, G.; Cardozo, A.; Seijo, G.","256","1993","05","25","Southern America","Argentina","Corrientes","Puerto Valle",NA,"Estolonífera.; Terreno anegadizo, arenoso.","MBM322429","MBM322429","Ituzaingó",NA,NA,NA,NA,NA,NA,"1993","08",NA,NA,NA,NA,NA,NA,NA,NA
"80","2015-10-01 17:52:47-03","MNHN","RECOLNAT_MNHN_P","P00740887","PreservedSpecimen",NA,NA,NA,"Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez","Zuloaga","Spruce, R.",NA,"1850","2",NA,NA,"Brésil",NA,"Santarem","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00740887' target='other'> <mi>dwc_moreinfo</mi></a>","P00740887","P00740887_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"720",NA,NA
"81","2015-10-01 17:53:33-03","MNHN","RECOLNAT_MNHN_P","P00740889","PreservedSpecimen",NA,NA,NA,"Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez","Zuloaga","Spruce, R.",NA,"1850","8",NA,NA,"Brésil",NA,"Ad ostm Igar. d'Ivuva. Santarem","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00740889' target='other'> <mi>dwc_moreinfo</mi></a>","P00740889","P00740889_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1061","isotype",NA
"82","2015-10-01 17:54:26-03","MNHN","RECOLNAT_MNHN_P","P00740891","PreservedSpecimen",NA,NA,NA,"Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez","Zuloaga","Rojas, T.",NA,"1906","7",NA,NA,"Paraguay",NA,"In regione cursus inferioris fluminis Pilcomayo","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00740891' target='other'> <mi>dwc_moreinfo</mi></a>","P00740891","P00740891_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Comision argentino-paraguaya de limites 1906/276",NA,NA
"83","2015-10-01 17:54:41-03","MNHN","RECOLNAT_MNHN_P","P00740892","PreservedSpecimen",NA,NA,NA,"Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez","Zuloaga","Rojas, T.",NA,"1906","7",NA,NA,"Paraguay",NA,"In regione cursus inferioris fluminis Pilcomayo","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00740892' target='other'> <mi>dwc_moreinfo</mi></a>","P00740892","P00740892_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Comision argentino-paraguaya de limites 1906/276",NA,NA
"84","2015-10-02 12:48:32-03","MNHN","RECOLNAT_MNHN_P","P00740893","PreservedSpecimen",NA,NA,NA,"Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez","Zuloaga","Rojas, T.",NA,"1906","7",NA,NA,"Paraguay",NA,"In regione cursus inferioris fluminis Pilcomayo","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00740893' target='other'> <mi>dwc_moreinfo</mi></a>","P00740893","P00740893_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Comision argentino-paraguaya de limites 1906/276",NA,NA
"85","2015-10-01 17:55:10-03","MNHN","RECOLNAT_MNHN_P","P00740894","PreservedSpecimen",NA,NA,NA,"Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez","Zuloaga","Balansa, B.",NA,"1874","4",NA,NA,"Paraguay",NA,"Bords du Rio paraguya, à l'Assomption","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00740894' target='other'> <mi>dwc_moreinfo</mi></a>","P00740894","P00740894_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49",NA,NA
"86","2002-02-28 14:34:42-03","MNHN","RECOLNAT_MNHN_P","P00740895","PreservedSpecimen",NA,NA,NA,"Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez",NA,"Hitchcock, A.S.",NA,"1920","1","1",NA,"British Guiana",NA,"Rockstone","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00740895' target='other'> <mi>dwc_moreinfo</mi></a>","P00740895","P00740895_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17313",NA,NA
"87","2015-09-03 23:19:45-03","MNHN","RECOLNAT_MNHN_P","P01858110","PreservedSpecimen",NA,NA,NA,"Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez","Zuloaga","Balansa, B.",NA,"1874","4",NA,NA,"Paraguay",NA,"Bords du Rio paraguya, à l'Assomption","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01858110' target='other'> <mi>dwc_moreinfo</mi></a>","P01858110","P01858110_01 P01858110_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49",NA,NA
"88","2015-09-03 23:19:46-03","MNHN","RECOLNAT_MNHN_P","P01858112","PreservedSpecimen",NA,NA,NA,"Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez","Zuloaga","Spruce, R.",NA,"1849","11",NA,NA,"Brésil",NA,"Santarem","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01858112' target='other'> <mi>dwc_moreinfo</mi></a>","P01858112","P01858112_01 P01858112_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"347",NA,NA
"89","2015-09-03 23:19:47-03","MNHN","RECOLNAT_MNHN_P","P01858121","PreservedSpecimen",NA,NA,NA,"Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez","Zuloaga","Spruce, R.",NA,"1849","11",NA,NA,"Brésil",NA,"Santarem","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01858121' target='other'> <mi>dwc_moreinfo</mi></a>","P01858121","P01858121_01 P01858121_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"347",NA,NA
"90","2021-02-11 17:21:19-03","UFPR","UPCB","40785","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez","Boldrini, I.","Borgo, M.","371","1999","01","08",NA,"Brasil","Paraná","Rio Preto",NA,"Herbácea com espiguetas esverdeadas, frequente à beira de rio..","UPCB0038815","UPCB0038815","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"2000","08","41937","auto",NA,NA,NA,NA,NA,NA
"91","2009-12-23 06:59:00-02","MO","MOBOT","2517276","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez","Zuloaga, F. O.","Karl Fiebrig","Fiebrig 4689",NA,NA,NA,"South America","Paraguay","Concepción","Zwischen Río Apa und Río Aquidabán",NA,NA,NA,NA,NA,"-57.1","-22.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2017-09-26 14:52:00-03","MO","MOBOT","100252147","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez","S. McDaniel","Manuel Rimachi Y.","Rimachi Y. 4625","1979","9","26","South America","Peru","Loreto","Dtto. Las Amazonas. Rio Napo, San Alenjandra, sandy margin of open beach.",NA,NA,NA,NA,"Maynas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"93","2014-05-16 11:35:00-03","MO","MOBOT","100707502","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez","Gerrit Davidse","Lynn Hendrix","Hendrix 209","1974","11","5","South America","Peru","Loreto","Dtto. Iquitos. Mishana, Rio Nanay; clearing in front of town.",NA,NA,NA,NA,"Maynas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"94","2015-02-21 11:12:00-02","MO","MOBOT","100780960","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez",NA,"Armando Reales","Reales 231","1947","2","5","South America","Paraguay","Ñeembucú","Dep. Alberdi. Riachuelo.",NA,NA,NA,NA,NA,"-58.0833333","-26.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"95","2016-03-25 13:31:00-03","MO","MOBOT","100901850","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez","F. Zuloaga","Nur Ritter","Ritter 1420","1994","11","26","South America","Bolivia","Cochabamba","Valle de Sajta. Stream behind the University of San Simon reserve at Valle de Sajta.",NA,NA,NA,NA,"Carrasco","-64.7352777","-17.1147222","230.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"96","2009-07-27 09:22:00-03","MO","MOBOT","2428211","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez","Zuloaga, F. O.","Fernando O. Zuloaga|Osvaldo Morrone","Zuloaga 6789","1999","2","22","South America","Argentina","Misiones","Santa Ana, margen del Río Paraná",NA,NA,NA,NA,"Candelaria","-55.58333","-27.31666","40.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2009-06-27 16:39:00-03","MO","MOBOT","2663042","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez","Laegaard, S. (AAU)","Simon Lægaard","Lægaard 54679","1985","7","17","South America","Ecuador","Esmeraldas","Hacienda Montecarmelo at km 12 on road Borbon - Esmeraldas. Mostly primary forest.",NA,NA,NA,NA,NA,"-79.01666","1.05","50.00000000","100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2012-01-03 17:19:00-02","MO","MOBOT","3453656","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez",NA,"Sidney T. McDaniel|Manuel Rimachi Y.","McDaniel 32207","1994","1","13","South America","Peru","Loreto","Dtto. Punchana. Rio Nanay across from Morropon, disturbed tuahampa, local, open grassy area, in wetter area.",NA,NA,NA,NA,"Maynas",NA,NA,"90.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"99","2009-06-27 16:40:00-03","MO","MOBOT","2668651","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez","Laegaard, S. (AAU)","Simon Lægaard","Lægaard 20070","1999","5","13","South America","Ecuador","Esmeraldas","San Lorenzo - Lita km 11, 0-5 km along sideroad to N",NA,NA,NA,NA,NA,"-78.75","0.13333","20.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2014-08-26 14:31:00-03","MO","MOBOT","1923382","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","Gerrit Davidse (MO)","Tatiana Sendulsky","Sendulsky 655","1967","4","9","South America","Brazil","São Paulo","34 km SW of center of city of São Paulo.",NA,NA,NA,NA,"Cotia","-46.9099998474121","-23.6000003814697",NA,NA,NA,NA,NA,NA,"23869","auto",NA,NA,NA,NA,NA,"1"
"101","2014-08-26 14:42:00-03","MO","MOBOT","1923394","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","Gerrit Davidse (MO)","George Eiten|J.M. de Freitas Campos","Eiten 3487","1961","12","2","South America","Brazil","São Paulo","Porto Pulador on the Rio Moji-Guacu. 8.9 km NNE of RR Station at Santa Eudóxia.",NA,NA,NA,NA,"São Carlos","-47.8899993896484","-22.0100002288818","500.00000000",NA,NA,NA,NA,NA,"45913","auto",NA,NA,NA,NA,NA,"1"
"102","2014-08-26 15:10:00-03","MO","MOBOT","240908","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","Gerrit Davidse (MO)","Elsa M. Zardini|R. Velázquez","Zardini 22731","1990","8","4","South America","Paraguay","Cordillera","Río Salado basin, on road to Arroyos y Esteros. Inundated savanna.",NA,NA,NA,NA,NA,"-57.5","-25.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"411",NA,"4"
"103","2014-08-29 11:35:00-03","MO","MOBOT","100707511","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","Gerrit Davidse (MO)","Alfredo F. Fuentes","Fuentes Claros 1584","1996","3","9","South America","Bolivia","Santa Cruz","Laguna Juán Chulo, 16 km al NW de Santa Rosa del Sara.",NA,NA,NA,NA,"Sara","-63.7433333","-17","250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
