"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","county","coordinatePrecision","geoFlag","class","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","typeStatus","previousCatalogNumber","sex"
"11","2021-03-31 13:41:09-03","MN","R","18314","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Octomeria","diaphana","Octomeria diaphana","Lindl.","Forster, W.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008",NA,NA,NA,NA,"09",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-31 13:41:09-03","MN","R","221658","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Octomeria","diaphana","Octomeria diaphana","Lindl.","Menini Neto, L.","Menini Neto, L.; Forzza, R.C.; Dias-Melo, R.; Monteiro, R.F.; Silva, B.R. & Alves, R.J.V.","111","2004","02","08",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"Universidade de Juiz de Fora/Herbário CESJ",NA,NA,"2004",NA,NA,NA,NA,"02",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-31 13:41:09-03","MN","R","204293","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Octomeria","diaphana","Octomeria diaphana","Lindl.","Forster, W.","Barcia, J.C.C.; Costa, J.A.F.","219","1970","12","08",NA,"Brasil","Rio de Janeiro",NA,"-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,NA,NA,"2008","Petrópolis","36524","auto",NA,"09",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-31 13:41:09-03","MN","R","204275","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Octomeria","diaphana","Octomeria diaphana","Lindl.","Forster, W.","Barcia, J.C.C.","873","1975","12",NA,NA,"Brasil","Rio de Janeiro",NA,"-43.1786003112793","-22.5049991607666","1000","1000",NA,NA,NA,NA,"2008","Petrópolis","36524","auto",NA,"09",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-31 13:41:09-03","MN","R","204292","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Octomeria","diaphana","Octomeria diaphana","Lindl.","Forster, W.","Barcia, J.C.C.","879","1975","12",NA,NA,"Brasil","Rio de Janeiro",NA,"-43.1786003112793","-22.5049991607666","1000","1000",NA,NA,NA,NA,"2008","Petrópolis","36524","auto",NA,"09",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-31 13:41:09-03","MN","R","204276","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Octomeria","diaphana","Octomeria diaphana","Lindl.","Forster, W.","Barcia, J.C.C.","875","1975","12",NA,NA,"Brasil","Rio de Janeiro",NA,"-43.1786003112793","-22.5049991607666","1000","1000",NA,NA,NA,NA,"2008","Petrópolis","36524","auto",NA,"09",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-31 13:41:09-03","MN","R","204283","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Octomeria","diaphana","Octomeria diaphana","Lindl.","Forster, W.","Barcia, J.C.C.","870","1975","12",NA,NA,"Brasil","Rio de Janeiro",NA,"-43.1786003112793","-22.5049991607666","1000","1000",NA,NA,NA,NA,"2008","Petrópolis","36524","auto",NA,"09",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-31 13:41:09-03","MN","R","24822","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Octomeria","diaphana","Octomeria diaphana","Lindl.","Forster, W.","Brade, A.C.","9578","1929","10","04",NA,"Brasil","Rio de Janeiro","Guaraní","-42.9655990600586","-22.4122009277344","1500","1500",NA,NA,NA,NA,"2008","Teresópolis","38539","auto",NA,"09",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-31 13:41:09-03","MN","R","204273","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Octomeria","diaphana","Octomeria diaphana","Lindl.","Forster, W.","Smith, L.B.; Klein, R.M.","7996","1956","11","29",NA,"Brasil","Santa Catarina","Pilões","-48.6678009033203","-27.645299911499","50","50",NA,NA,NA,NA,"2008","Palhoça","31105","auto",NA,"09",NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-08-27 13:26:38-03","IAP","PACA-AGP","115540","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Octomeria","diaphana","Octomeria diaphana","Lindl.","Endres Jr., D.","Rocha, L.D.","028","2013","11","23",NA,"Brasil","RS","nascente do Rio dos Sinos","-50.291056","-29.706944",NA,NA,NA,"Habitat: epífito","PACA115540",NA,"2013","Caraá",NA,NA,"Liliatae","11","23","50º17'27.8W","29º42'25.0S",NA,NA,NA,NA,NA
"21","2019-08-27 13:26:38-03","IAP","PACA-AGP","115551","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Octomeria","diaphana","Octomeria diaphana","Lindl.","Endres Jr., D.","Rocha, L.D.","207","2013","06","14",NA,"Brasil","RS","nascente do Rio dos Sinos","-50.291056","-29.706944",NA,NA,NA,"Habitat: epífito","PACA115551",NA,"2013","Caraá",NA,NA,"Liliatae","06","14","50º17'27.8W","29º42'25.0S",NA,NA,NA,NA,NA
"22","2019-08-27 13:26:38-03","IAP","PACA-AGP","792","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Octomeria","diaphana","Octomeria diaphana","Lindl.","Gonçalves, C.","C. Orth SJ",NA,"1932","11","10",NA,"Brasil","RS","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,"Revisado por W. Forster em 2008. Habitat: In silva campestri, epiphytica Fenofase: flor","PACA000792",NA,NA,"Porto Alegre","29946","auto","Liliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-20 21:18:46-03","UFV","VIC","016117","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Octomeria","albopurpurea","Octomeria albopurpurea","Barb. Rodr.",NA,"de Paula, C.C.","985","1995","04","14",NA,"Brasil","Minas Gerais","PESB, Ao longo do córrego São Bento 2° grota em tronco caido na beira de córrego.","-42.2789001464844","-20.7255992889404",NA,NA,NA,"Planta isolada de flores brancas, epifita e de sombra.","VIC016117","VIC016117",NA,"Fervedouro","20038","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-07-05 11:14:19-03","FFCLRP","LBMBP","277","S","Plantae",NA,NA,"Orchidaceae","Octomeria","diaphana","Octomeria diaphana","Lindl.","E.R. Pansarin","E.R. Pansarin",NA,NA,NA,NA,NA,"Brasil","São Paulo",NA,"-46.883333","-23.183333",NA,NA,NA,NA,NA,NA,NA,"Jundiaí",NA,NA,NA,NA,NA,"46°53'W","23°11'S",NA,NA,NA,NA,NA
"25","2019-11-21 14:40:53-03","UFJF","CESJ","23221","PreservedSpecimen","Plantae","Angiosperma",NA,"Orchidaceae","Octomeria","diaphana","Octomeria diaphana","Lindl.","W. Forster","L. Krieger; et alli","CESJ23221","1988","11","19","América do Sul","Brasil","Minas Gerais","Parque Nacional do Caparaó, Tronqueira.",NA,NA,NA,NA,NA,"Em campos altos, epífita.(FPNC:553)","CESJ023221","CESJ023221","2008",NA,NA,NA,NA,"09",NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-11-21 14:40:53-03","UFJF","CESJ","23109","PreservedSpecimen","Plantae","Angiosperma",NA,"Orchidaceae","Octomeria","diaphana","Octomeria diaphana","Lindl.","W. Forster","L. Krieger; et alli","CESJ23109","1988","11","19","América do Sul","Brasil","Minas Gerais","Parque Nacional do Caparaó, Vale Verde.",NA,NA,NA,NA,NA,"Epífita, sobre tronco seco, na mata. Flores alvas.(FPNC:432)","CESJ023109","CESJ023109 CESJ023109_1","2008",NA,NA,NA,NA,"09",NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-11-21 14:40:53-03","UFJF","CESJ","47092","PreservedSpecimen","Plantae","Angiosperma",NA,"Orchidaceae","Octomeria","diaphana","Octomeria diaphana","Lindl.","N.L. Abreu","P.L. Viana; N.F.O. Mota","1902","2006","02","26","América do Sul","Brasil","Minas Gerais","Serra Negra, Burro de Ouro.","-43.8278007507324","-22.0891990661621",NA,NA,NA,"Planta epífita em mata nebular. Flores brancas com porção proximal do labelo rosa escuro.","CESJ047092",NA,"2007","Rio Preto","20815","auto",NA,"03","15",NA,NA,NA,NA,NA,NA,NA
"28","2020-07-02 18:55:42-03","UFJF","CESJ","49127","PreservedSpecimen","Plantae","Angiosperma",NA,"Orchidaceae","Octomeria","diaphana","Octomeria diaphana","Lindl.","L. Menini Neto","L. Menini Neto; C.N. Matozinhos; T.Trindade; N.L. Abreu; E.A. Feliciano;","433","2007","01","27","América do Sul","Brasil","Minas Gerais","Serra Negra, interior da mata do Ninho da Égua.","-43.8278007507324","-22.0891990661621",NA,NA,NA,"Erva epífita, na mata nebular, após o curso d'água, antes do afloramento, entre musgos, grande população. Ramicaule e folha verde-escuros, sépalas e pétalas creme, labelo creme com grande mácula vinácea e laranja no disco, coluna creme. Floresceu em cult","CESJ049127",NA,"2007","Rio Preto","20815","auto",NA,"02",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-01 16:20:15-03","UNICAMP","UEC","128115","S","Plantae","Liliopsida",NA,"Orchidaceae","Octomeria","diaphana","Octomeria diaphana","Lindl.","Forster, W","Savassi, APG; Silva, FD; Campos, LM; Duarte, AR; Arango, B; Rodrigues, RR; Souza, VC","367","2002","04","24",NA,"Brazil","São Paulo","Parque Estadual de Carlos Botelho.","-47.986944","-24.062222",NA,NA,NA,"Epífita a 2 m de altura sobre árvore, coletada na borda da trilha. Botões florais branco-amarelado.; Floresta Estacional Semidecidual / Floresta Ombrófila Densa Montana.Trilha do Rio Taquaral 2.","UEC026636","UEC026636","2002","São Miguel Arcanjo",NA,NA,NA,"04","02","-47.986944","-24.062222",NA,NA,NA,NA,NA
"30","2021-03-01 16:20:15-03","UNICAMP","UEC","17358","S","Plantae","Liliopsida",NA,"Orchidaceae","Octomeria","diaphana","Octomeria diaphana","Lindl.","Forster, W","Hatschbach, G","2639","1951","09","22",NA,"Brazil","Paraná","Estrada da Graciosa, Grota Funda .","-48.834400177002","-25.476900100708",NA,NA,NA,"Flor alvacente, labelo de base vinosa.; Mata higrofila.","UEC026633","UEC026633","2008","Morretes","30514","auto",NA,"09",NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-08-20 10:00:54-03","UNICAMP","UEC","95451","S","Plantae","Liliopsida",NA,"Orchidaceae","Octomeria","diaphana","Octomeria diaphana","Lindl.","Pansarin, ER","Pansarin, ER","97/87","1997","11","22",NA,"Brazil","São Paulo","Serra do Japi, Sentido bairro Eloy Chaves, próximo a represa do DAE.","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,"UEC001906","UEC001906",NA,"Jundiaí","17840","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-08-20 10:00:54-03","UNICAMP","UEC","133839","S","Plantae","Liliopsida",NA,"Orchidaceae","Octomeria","diaphana","Octomeria diaphana","Lindl.","Pansarin, ER","Pansarin, ER","1125","2004","02","14",NA,"Brazil","São Paulo","Serra do Japi, Sentido bairro Eloy Chaves, próximo a represa do DAE.","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,"UEC001899","UEC001899","2004","Jundiaí","17840","auto",NA,"02",NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-08-20 10:00:54-03","UNICAMP","UEC","131656","S","Plantae","Liliopsida",NA,"Orchidaceae","Octomeria","diaphana","Octomeria diaphana","Lindl.","Pansarin, ER","Pansarin, ER","1063","2003","04","24",NA,"Brazil","São Paulo","Serra do Japi, Sentido bairro Eloy Chaves, próximo a represa do DAE.","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,"UEC001897","UEC001897","2003","Jundiaí","17840","auto",NA,"07",NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-08-20 10:00:54-03","UNICAMP","UEC","110426","S","Plantae","Liliopsida",NA,"Orchidaceae","Octomeria","diaphana","Octomeria diaphana","Lindl.","Pansarin, ER","Pansarin, ER","549","1999","11","01",NA,"Brazil","São Paulo","Serra do Japi, Sentido bairro Eloy Chaves, próximo a represa do DAE.","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,"UEC001901","UEC001901","2000","Jundiaí","17840","auto",NA,"01",NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-08-20 10:00:54-03","UNICAMP","UEC","132311","S","Plantae","Liliopsida",NA,"Orchidaceae","Octomeria","diaphana","Octomeria diaphana","Lindl.","Pansarin, ER","Pansarin, ER","1102","2003","11","19",NA,"Brazil","São Paulo","Serra do Japi, Sentido bairro Eloy Chaves, próximo a represa do DAE.","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,"UEC001904","UEC001904","2003","Jundiaí","17840","auto",NA,"11",NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-10-14 10:04:15-03","FURB","FURB","14195","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Octomeria","diaphana","Octomeria diaphana","Lindl.","Mancinelli, WS","Korte, A.; Kniess, A.","292","2009","09","24",NA,"Brasil","Santa Catarina","Cinema.","-49.23","-27.27","526","526",NA,"Florística IFFSC 466 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; flor branca","FURB35733","FURB35733","2011","Botuverá",NA,NA,NA,"01","10","-49.2300000","-27.2700000",NA,NA,NA,NA,NA
"37","2020-10-14 10:04:15-03","FURB","FURB","14949","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Octomeria","diaphana","Octomeria diaphana","Lindl.","Mancinelli, WS","Korte, A.; Kniess, A.","403","2009","10","08",NA,"Brasil","Santa Catarina","Rio Pequeno.","-49.4105556","-27.27","640","640",NA,"Florística IFFSC 464 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; flor branca","FURB35729","FURB35729","2010","Presidente Nereu",NA,NA,NA,"03","10","-49.4105556","-27.2700000",NA,NA,NA,NA,NA
"38","2020-10-14 10:04:15-03","FURB","FURB","15304","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Octomeria","diaphana","Octomeria diaphana","Lindl.","Mancinelli, WS","Schmitt, J.L.; Cristofolini, C. & Caglioni, E.","419","2009","10","27",NA,"Brasil","Santa Catarina","Braço do Salão - Fazenda Sabiá.","-49.2313889","-27.1813889","533","533",NA,"Epífita IFFSC e518a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; flor branca","FURB02819","FURB02819","2010","Presidente Nereu",NA,NA,NA,"03","10","-49.2313889","-27.1813889",NA,NA,NA,NA,NA
"39","2020-10-14 10:04:15-03","FURB","FURB","15350","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Octomeria","diaphana","Octomeria diaphana","Lindl.","Mancinelli, WS","Verdi, M.; Klettenberg, D.H. & Klemz, G.","2843","2009","10","17",NA,"Brasil","Santa Catarina","Vila Belmiro.","-49.86","-28.8","360","360",NA,"Florística IFFSC 28 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: epífita; flor branca com labelo vinho","FURB35735","FURB35735","2010","Timbé do Sul",NA,NA,NA,"03","10","-49.8600000","-28.8000000",NA,NA,NA,NA,NA
"40","2019-11-08 08:54:28-03","FURB","FURB","15945","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Octomeria","diaphana","Octomeria diaphana","Lindl.","Mancinelli, WS","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.P.L.","291","2009","10","28",NA,"Brasil","Santa Catarina",NA,"-49.05","-27.4575","822","822",NA,NA,"FURB35731","FURB35731","2011","Angelina",NA,NA,NA,"01","10","-49.0500000","-27.4575000",NA,NA,NA,NA,NA
"41","2020-10-14 10:04:15-03","FURB","FURB","16035","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Octomeria","diaphana","Octomeria diaphana","Lindl.","Mancinelli, WS","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.P.L.","411","2009","11","04",NA,"Brasil","Santa Catarina",NA,"-48.78","-27.36","440","440",NA,NA,"FURB35728","FURB35728","2011","Biguaçu",NA,NA,NA,"01","10","-48.7800000","-27.3600000",NA,NA,NA,NA,NA
"42","2020-10-14 10:04:15-03","FURB","FURB","17402","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Octomeria","diaphana","Octomeria diaphana","Lindl.","Mancinelli, WS","Cadorin, T.J.; Oliveira, C.P.L. & Boing, E.","527","2009","11","09",NA,"Brasil","Santa Catarina",NA,"-48.87","-27.45","710","710",NA,NA,"FURB35720","FURB35720","2010","Antônio Carlos",NA,NA,NA,"01","25","-48.8700000","-27.4500000",NA,NA,NA,NA,NA
"43","2020-10-14 10:04:15-03","FURB","FURB","20338","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Octomeria","diaphana","Octomeria diaphana","Lindl.","Mancinelli, WS","Verdi, M.; Klettenberg, D.H. & Klemz, G.","3567","2010","01","30",NA,"Brasil","Santa Catarina","Nova Brasília.","-49.4986111","-28.4436111","555","555",NA,"Florística IFFSC 74 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita;","FURB35726","FURB35726","2010","Treviso",NA,NA,NA,"10","10","-49.4986111","-28.4436111",NA,NA,NA,NA,NA
"44","2020-10-14 10:04:15-03","FURB","FURB","20413","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Octomeria","diaphana","Octomeria diaphana","Lindl.","Mancinelli, WS","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","1139","2010","01","28",NA,"Brasil","Santa Catarina","Forquilinha.","-48.8697223","-28.1647222","666","666",NA,"Epífita IFFSC e148a (Abaixo de 4m) - forófito 2 Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita de arbórea;","FURB35724","FURB35724","2010","Imaruí",NA,NA,NA,"10","10","-48.8697223","-28.1647222",NA,NA,NA,NA,NA
"45","2020-10-14 10:04:15-03","FURB","FURB","22906","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Octomeria","diaphana","Octomeria diaphana","Lindl.","Mancinelli, WS","Verdi, M.; Klettenberg, D.H. & Klemz, G.","4097","2010","03","17",NA,"Brasil","Santa Catarina","Forquilha da Aratingaúba / Parque Estadual da Serra do Tabuleiro.","-48.8702778","-28.1694445","604","604",NA,"Florística IFFSC 148 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: epífita; flor botão floral branco","FURB35730","FURB35730","2011","Imaruí",NA,NA,NA,"01","10","-48.8702778","-28.1694445",NA,NA,NA,NA,NA
"46","2020-10-14 10:04:15-03","FURB","FURB","25849","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Octomeria","diaphana","Octomeria diaphana","Lindl.","Mancinelli, WS; Engels, ME; Smidt, EC","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.","2127","2010","05","10",NA,"Brasil","Santa Catarina","Braço esquerdo.","-49.2355555","-26.365","417","417",NA,"Epífita IFFSC e993b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita; flor branca","FURB35721","FURB35721_1 FURB35721_2","2012","São Bento do Sul",NA,NA,NA,"04",NA,"-49.2355555","-26.3650000",NA,NA,NA,NA,NA
"47","2020-10-14 10:04:15-03","FURB","FURB","25935","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Octomeria","diaphana","Octomeria diaphana","Lindl.","Mancinelli, WS; Engels, ME; Smidt, EC","Schmitt, J.L.; Cristofolini, C. & Caglioni, E.","2293","2010","05","15",NA,"Brasil","Santa Catarina","Três Barras.","-49.77","-28.71","203","203",NA,"Epífita IFFSC e37b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; mata ciliar Habito: epífita de tronco caído; Fruto verde;","FURB35718","FURB35718_1 FURB35718_2","2012","Morro Grande",NA,NA,NA,"04",NA,"-49.7700000","-28.7100000",NA,NA,NA,NA,NA
"48","2020-10-14 10:04:15-03","FURB","FURB","31057","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Octomeria","diaphana","Octomeria diaphana","Lindl.","Mancinelli, WS; Engels, ME; Smidt, EC","Stival-Santos, A.; Legal, E. & Silveira, S.","3164","2010","06","23",NA,"Brasil","Santa Catarina","rio Cubatão.","-48.9608333","-27.8097222","620","620",NA,"Florística IFFSC 253 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; entorno do fragmento Habito: epífita; Fruto verde;","FURB35719","FURB35719","2012","Águas Mornas",NA,NA,NA,"04",NA,"-48.9608333","-27.8097222",NA,NA,NA,NA,NA
