"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","year","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","infraspecificEpithet","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","593424","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","lanceolata","Symplocos lanceolata",NA,"W. Ganev","3437","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=521243' target='other'> <mi>dwc_moreinfo</mi></a>","NY00593424","Magnoliophyta","Ericales","A.DC.","Y. B. Harvey","1994","07","23","Bahia","Abaíra","Caminho Boa-Vista - Bicota","-41.85","-13.32","1200","1400","NY00593424_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","945370","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","lanceolata","Symplocos lanceolata",NA,"H. L. de M. Barreto","13282","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1032445' target='other'> <mi>dwc_moreinfo</mi></a>","NY00945370","Magnoliophyta","Ericales","A.DC.",NA,"1935","05","10",NA,NA,"Serro do Taquaril.",NA,NA,NA,NA,"NY00945370_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","945379","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","lanceolata","Symplocos lanceolata",NA,"P. Clausen","s.n.","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1034167' target='other'> <mi>dwc_moreinfo</mi></a>","NY00945379","Magnoliophyta","Ericales","A.DC.",NA,"1841",NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,"NY00945379_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","593426","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","lanceolata","Symplocos lanceolata",NA,"W. Ganev","1947","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=521245' target='other'> <mi>dwc_moreinfo</mi></a>","NY00593426","Magnoliophyta","Ericales","A.DC.","Y. B. Harvey","1993","07","24","Bahia","Rio do Pires","Garimpo das Almas (Cristal)","-42.48","-13.9","1400","1400","NY00593426_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","945366","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","lanceolata","Symplocos lanceolata",NA,"E. P. Heringer","7999","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1032435' target='other'> <mi>dwc_moreinfo</mi></a>","NY00945366","Magnoliophyta","Ericales","A.DC.","S. R. Hill","1961","02","27","Distrito Federal","Brasília","Horto do Guará.","-47.9294","-15.7797",NA,NA,"NY00945366_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-10-20 12:10:00-02","NY","NYBG","945373","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","lanceolata","Symplocos lanceolata",NA,"P. Clausen","142","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1034112' target='other'> <mi>dwc_moreinfo</mi></a>","NY00945373","Magnoliophyta","Ericales",NA,NA,"1840",NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,"NY00945373_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","486799","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","lanceolata","Symplocos lanceolata",NA,"G. Jönsson","932a","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=521234' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486799","Magnoliophyta","Ericales","A.DC.","P. K. H. Dusén","1914","09","15","Paraná","Curitiba",NA,"-49.2731","-25.4281",NA,NA,"NY00486799_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","486802","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","lanceolata","Symplocos lanceolata",NA,"S. A. Mori","12448","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=521241' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486802","Magnoliophyta","Ericales","A.DC.","M. L. Kawasaki","1979","07","21","Bahia","Rio de Contas","6-10 km ao NW de Rio de Contas, na estrada para o Pico das Almas","-41.88","-13.53","1000","1000","NY00486802_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","945372","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","lanceolata","Symplocos lanceolata",NA,"G. M. Magalhaes","18872","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1032449' target='other'> <mi>dwc_moreinfo</mi></a>","NY00945372","Magnoliophyta","Ericales","A.DC.",NA,NA,NA,NA,"Minas Gerais","João Pinheiro","30 km.","-46.1725","-17.7428",NA,NA,"NY00945372_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","486801","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","lanceolata","Symplocos lanceolata",NA,"S. A. Mori","12450","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=521240' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486801","Magnoliophyta","Ericales","A.DC.","M. L. Kawasaki","1979","07","21","Bahia","Rio de Contas","6-10 km ao NW de Rio de Contas, na estrada para o Pico das Almas","-41.88","-13.53","1000","1000","NY00486801_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","486808","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","lanceolata","Symplocos lanceolata",NA,"A. F. Regnell","I48d","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=521252' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486808","Magnoliophyta","Ericales","A.DC.",NA,"1848","05","05","São Paulo",NA,"Entre[illegible] e Joao Jaquary",NA,NA,NA,NA,"NY00486808_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","486793","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","lanceolata","Symplocos lanceolata",NA,"P. K. H. Dusén","10075","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=521239' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486793","Magnoliophyta","Ericales","A.DC.","R. C. Barneby","1910","07","10","Paraná","Jaguariaíva",NA,"-49.7056","-24.2511",NA,NA,"NY00486793_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","486797","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","lanceolata","Symplocos lanceolata",NA,"P. K. H. Dusén","13183","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=521232' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486797","Magnoliophyta","Ericales","A.DC.","P. K. H. Dusén","1911","10","10","Paraná","Jaguariaíva",NA,"-49.7056","-24.2511",NA,NA,"NY00486797_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1018494","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","lanceolata","Symplocos lanceolata",NA,"I. Cordeiro","CFCR7039","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1259875' target='other'> <mi>dwc_moreinfo</mi></a>","NY01018494","Magnoliophyta","Ericales","A.DC.","M. L. Kawasaki","1981","02","28","Minas Gerais","Santana do Riacho","Km 114 ao longo da rodovia Belo Horizonte - Conceição do Mato Dentro. Mata ciliar do Córrego Chapéu de Sol.","-43.7142","-19.1692",NA,NA,"NY01018494_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","945361","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","lanceolata","Symplocos lanceolata",NA,"H. S. Irwin","12545","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1032400' target='other'> <mi>dwc_moreinfo</mi></a>","NY00945361","Magnoliophyta","Ericales","A.DC.","S. R. Hill","1966","02","11","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 20 km W. of Alto Paraíso de Goiás (formerly Veadeiros).","-47.70192","-14.1167","1000","1000","NY00945361_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","486794","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","lanceolata","Symplocos lanceolata",NA,"P. K. H. Dusén","15800","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=521229' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486794","Magnoliophyta","Ericales","A.DC.","P. K. H. Dusén","1914","11","03","Paraná","Pinhais",NA,"-49.157618","-25.419851","890","890","NY00486794_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","687469","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","lanceolata","Symplocos lanceolata intermedia",NA,"I. Cordeiro","1233","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=875752' target='other'> <mi>dwc_moreinfo</mi></a>","NY00687469","Magnoliophyta","Ericales","(Brand) Bidá","A. Bidá","1993","06","24","São Paulo","Itirapina","Área de Proteção Ambiental (APA), junto ao pedágio na Washington Luiz.","-47.8197","-22.25",NA,NA,"NY00687469_01","intermedia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","486812","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","lanceolata","Symplocos lanceolata",NA,"J. F. Ramos","R & S113","South America","Brazil","sheet",NA,"Xavantina-Cachimbo expedition <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=521255' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486812","Magnoliophyta","Ericales","A.DC.",NA,"1967","10",NA,"Mato Grosso",NA,"Collected near the base camp of the expedition (c. 270 km N of Xavantina)","-51.87","-12.9",NA,NA,"NY00486812_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","486807","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","lanceolata","Symplocos lanceolata",NA,"G. G. Hatschbach","14651","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=521237' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486807","Magnoliophyta","Ericales","A.DC.","L. B. Smith; S. F. Smith","1966","02","05","Paraná","Ponta Grossa","Anfiteatro","-50.1617","-25.095",NA,NA,"NY00486807_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2016-10-20 12:10:00-02","NY","NYBG","945374","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","lanceolata","Symplocos lanceolata",NA,"W. A. Archer","4967","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1034116' target='other'> <mi>dwc_moreinfo</mi></a>","NY00945374","Magnoliophyta","Ericales",NA,NA,"1936","07","06","Minas Gerais","Santa Luzia","Serra do Cipó, k. 119, Santa Luzia.","-43.8514","-19.7697",NA,NA,"NY00945374_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","945376","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","lanceolata","Symplocos lanceolata",NA,"J. M. Pires","57930","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1034149' target='other'> <mi>dwc_moreinfo</mi></a>","NY00945376","Magnoliophyta","Ericales","A.DC.","S. R. Hill","1964","06","18","Minas Gerais","Itabirito","40 km. Se de Belo Horizonte.","-43.8014","-20.2533",NA,NA,"NY00945376_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","486803","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","lanceolata","Symplocos lanceolata",NA,"G. G. Hatschbach","15002","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=521236' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486803","Magnoliophyta","Ericales","A.DC.","L. B. Smith; S. F. Smith","1966","10","19","Paraná","Palmas","Sta. Barbara","-51.9906","-26.4844",NA,NA,"NY00486803_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","486813","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","lanceolata","Symplocos lanceolata",NA,"P. von Luetzelburg","75","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=521238' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486813","Magnoliophyta","Ericales","A.DC.","R. Mansfeld","1914",NA,NA,"Piauí",NA,"S. Joao",NA,NA,NA,NA,"NY00486813_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","945368","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","lanceolata","Symplocos lanceolata",NA,"D. R. Hunt","6707","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1032438' target='other'> <mi>dwc_moreinfo</mi></a>","NY00945368","Magnoliophyta","Ericales","A.DC.",NA,"1966","07","21","Distrito Federal","Brasília","Planaltina.","-47.6667","-15.6167","900","1150","NY00945368_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","02145036","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","lanceolata","Symplocos lanceolata",NA,"J. R. Pirani","CFSC12377","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2289127' target='other'> <mi>dwc_moreinfo</mi></a>","NY02145036","Magnoliophyta","Ericales","A.DC.",NA,"1991","05","29","Minas Gerais","Santana do Riacho","Serra do Cipó. Córrego Duas Pontinhas, onde cruza a Rodovia Belo Horizonte-Conceição do Mato Dentro.","-43.7144012451172","-19.1688995361328",NA,NA,"NY02145036_01",NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","945362","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","lanceolata","Symplocos lanceolata",NA,"H. S. Irwin","19342","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1032403' target='other'> <mi>dwc_moreinfo</mi></a>","NY00945362","Magnoliophyta","Ericales","A.DC.",NA,"1968","01","27","Goiás","Cocalzinho de Goiás","29 km N.W. of Corumbá de Goiás, near road to Niquelândia. Serra dos Pirineus.","-47.88","-15.77","1250","1250","NY00945362_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","945363","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","lanceolata","Symplocos lanceolata",NA,"H. S. Irwin","32920","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1032404' target='other'> <mi>dwc_moreinfo</mi></a>","NY00945363","Magnoliophyta","Ericales","A.DC.","J. A. Kallunki","1971","03","21","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 21 km N of Alto do Paraíso","-47.5167","-13.9269","1250","1250","NY00945363_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","593425","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","lanceolata","Symplocos lanceolata",NA,"W. Ganev","1858","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=521244' target='other'> <mi>dwc_moreinfo</mi></a>","NY00593425","Magnoliophyta","Ericales","A.DC.","Y. B. Harvey","1993","07","16","Bahia","Abaíra","Rio de Contas: Gerais do Porco-gordo","-42.42","-13.75","1170","1170","NY00593425_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","486805","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","lanceolata","Symplocos lanceolata",NA,"J. C. Lindeman","5266","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=521250' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486805","Magnoliophyta","Ericales","A.DC.","A. M. W. Mennega","1967","05","08","Paraná","Turvo","25 km N. of Guarapuava, towards Pitanga. Fazenda of J. Rickli","-51.5294","-25.0431",NA,NA,"NY00486805_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2016-10-20 12:10:00-02","NY","NYBG","945378","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","lanceolata","Symplocos lanceolata",NA,"A. F. Regnell","I48","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1034162' target='other'> <mi>dwc_moreinfo</mi></a>","NY00945378","Magnoliophyta","Ericales",NA,NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,"NY00945378_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","945371","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","lanceolata","Symplocos lanceolata",NA,"A. P. Duarte","6544","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1032447' target='other'> <mi>dwc_moreinfo</mi></a>","NY00945371","Magnoliophyta","Ericales","A.DC.","S. R. Hill","1962","03","15","Minas Gerais",NA,"Serra do Cipó, Km 117.",NA,NA,"1300","1300","NY00945371_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","486798","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","lanceolata","Symplocos lanceolata",NA,"P. K. H. Dusén","10389","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=521233' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486798","Magnoliophyta","Ericales","A.DC.","P. K. H. Dusén","1910","11","02","Paraná","Jaguariaíva",NA,"-49.7056","-24.2511",NA,NA,"NY00486798_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","486804","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","lanceolata","Symplocos lanceolata",NA,"R. Goodland","390","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=521249' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486804","Magnoliophyta","Ericales","A.DC.","J. A. Kallunki","1966","05","20","São Paulo","Sao Simao","222 km N of Sao Paulo on Ribeirao Preto road","-47.5497","-21.47",NA,NA,"NY00486804_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
