"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","county","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","fieldNumber","individualCount","typeStatus","relatedCatalogItem","infraspecificEpithet","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","1065188","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","D. J. Rogers","373","1961","02","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1220884' target='other'> <mi>dwc_moreinfo</mi></a>","NY01065188","Magnoliophyta","Malpighiales","Pohl","D. J. Rogers; S. G. Appan","Minas Gerais","grounds of the substation Expt'l. Federal.","-44.9994","-21.2456",NA,NA,"NY01065188_01","Lavras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1065183","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","A. C. Allem","3392","1986","02","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1220822' target='other'> <mi>dwc_moreinfo</mi></a>","NY01065183","Magnoliophyta","Malpighiales","Pohl","A. C. Allem","Minas Gerais","40 km a Sudeste de Mariana ao longo da rodovia BR-356 rumo a Ponte Nova. Km 41 da rodovia.","-43","-20.42","640","640","NY01065183_01","Acaiaca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1065190","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","H. S. Irwin","20862","1968","02","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1220888' target='other'> <mi>dwc_moreinfo</mi></a>","NY01065190","Magnoliophyta","Malpighiales","Pohl","D. J. Rogers; S. G. Appan","Minas Gerais","Serra do Espinhaço, at Lapinha, ca. 21 km N. of Sêrro on road (MG 2) to Diamantina.","-43.58","-18.55","1200","1200","NY01065190_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1028418","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Y. E. J. Mexia","4153","1929","12","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1183550' target='other'> <mi>dwc_moreinfo</mi></a>","NY01028418","Magnoliophyta","Malpighiales","Pohl","D. J. Rogers; S. G. Appan","Minas Gerais","Road from Viçosa to São Miguel, km. 20.",NA,NA,"600","600","NY01028418_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1065187","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","W. R. Anderson","36269","1972","02","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1220882' target='other'> <mi>dwc_moreinfo</mi></a>","NY01065187","Magnoliophyta","Malpighiales","Pohl","D. J. Rogers","Minas Gerais","Serra do Espinhaço. Ca. 10km S of Serra do Cipó, at Cardeal Mota.","-43.6247","-19.3373","1000","1000","NY01065187_01","Santana do Riacho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1065189","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","D. J. Rogers","373","1961","02","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1220887' target='other'> <mi>dwc_moreinfo</mi></a>","NY01065189","Magnoliophyta","Malpighiales","Pohl","D. J. Rogers; S. G. Appan","Minas Gerais","grounds of the substation Expt'l. Federal.","-44.9994","-21.2456",NA,NA,"NY01065189_01","Lavras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1065186","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Y. E. J. Mexia","4109","1929","12","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1220879' target='other'> <mi>dwc_moreinfo</mi></a>","NY01065186","Magnoliophyta","Malpighiales","Pohl","D. J. Rogers; S. G. Appan","Minas Gerais","Trail from Viçosa to São Geraldo","-42.8611","-20.83469","600","600","NY01065186_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1065182","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","A. C. Allem","3377","1986","02","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1220818' target='other'> <mi>dwc_moreinfo</mi></a>","NY01065182","Magnoliophyta","Malpighiales","Pohl","A. C. Allem","Minas Gerais","7 km a noroeste de Serro ao longo da BR-259 rumo a Datas.","-43.33","-18.5","380","380","NY01065182_01","Serro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-06-29 11:30:17-03","UFRJ","RFA","11398","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Sonia S de Miranda",NA,"1971","12","25",NA,"Brasil",NA,NA,"Arbusto de flores amarelas","RFA40705",NA,NA,"Pohl","L.J.S. Pinto","Minas Gerais","Próximo a Gruta da lapinha","-43.8897018432617","-19.6271991729736",NA,NA,NA,"Lagoa Santa","2014","01","13","12338","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-04-08 17:38:28-03","EAO","IAN","6228","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","brevipedicellata","Manihot brevipedicellata","Glaziou, AFM","5322",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,"IAN006228","Dicotiledônea",NA,"Pax & K.Hoffm.",NA,NA,NA,NA,NA,NA,NA,"IAN006228_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-04-08 17:38:28-03","EAO","IAN","6227","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","langsdorffii","Manihot langsdorffii","Riedel, L","477",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,"IAN006227","Dicotiledônea",NA,"Müll.Arg.",NA,NA,NA,NA,NA,NA,NA,"IAN006227_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-30 12:38:30-03","EAO","IAN","104586","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Magalhães, M","2821","1943","01","28","Southern America","Brasil",NA,NA,"Anbusto, 2-3,00m alto, espassos.","IAN104586","Dicotiledônea",NA,"Pohl","Pires, JM","Minas Gerais","Mata secundaria (capoeira) Fazenda dos coelhos.",NA,NA,NA,NA,NA,"Itabira do Campo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-30 12:38:30-03","EAO","IAN","16088","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Fróes, RL","20234","1943","02","15","Southern America","Brasil",NA,NA,NA,"IAN016088","Dicotiledônea",NA,"Pohl","Mendoza, M","Bahia","Iracema, caatinga, na região da serra de Sincorá.",NA,NA,NA,NA,"IAN016088 IAN016088_e",NA,"2014","11","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-30 12:38:30-03","EAO","IAN","138103","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Irwin, HS; Maxwell, HS","18615","1968","01","15","Southern America","Brasil",NA,NA,"Subshrub with stems ascending to ca. 1m long. Flowers purplish green.","IAN138103","Dicotiledônea",NA,"Pohl","Flora Neotrópica","Goiás","Among rocks on steep slope. 15km N. no road to Niquelândis, rio Corumba. Cerrado and low woods on sandstone slopes.","-48.8086013793945","-15.9236001968384",NA,NA,NA,"Corumbá de Goiás","1973",NA,NA,"41388","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-30 12:38:30-03","EAO","IAN","138494","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Irwin, HS; Maxwell, HS; Wasshausen, DC","20822","1968","02","25","Southern America","Brasil",NA,NA,"Erect subshrub to ca. 3m tall, branhing only at. Flowers cream. Fruit green. Thicket at adge of woods.","IAN138494","Dicotiledônea",NA,"Pohl","Rogers, DJ; Appan, G","Minas Gerais","Disturbed slope forest and adjacent rocky campo, serra do Espinhaço at Lapinha, ca 20km N. of Serro on road (MG 2) to Diamantina.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Diamantina","1971",NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-30 12:38:30-03","EAO","IAN","14135","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Magalhães, M","1227","1942","01","28","Southern America","Brasil",NA,NA,"Muito frequente. Arbusto 3,00 metros de altura.","IAN014135","Dicotiledônea",NA,"Pohl","Mendoza, M","Minas Gerais","Capoeirinha;arraial do Itatiaia.","-43.5080986022949","-20.2875003814697",NA,NA,"IAN014135 IAN014135_e","Ouro Preto","2014","11","20","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-30 12:38:30-03","EAO","IAN","104311","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Magalhães, M","1227","1942","01","28","Southern America","Brasil",NA,NA,"Arbustos, 2-3,00m alto, esparoos.","IAN104311","Dicotiledônea",NA,"Pohl","Pires, JM","Minas Gerais","Capoeirinha (vejetação mesclada de invasoras).&nf;Arraial do Itatiaia.","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Ouro Preto",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-30 12:38:30-03","EAO","IAN","82023","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Mexia, Y","4109","1929","12","16","Southern America","Brasil",NA,NA,"Slender tree, 5m high. Flower greenish-white. Fruit a berry. &nf;Thit, milky juice. Said to be poisonous.","IAN082023","Dicotiledônea",NA,"Pohl","Flora Neotrópica","Minas Gerais","Trail from to São Geraldo. Virgin woods.","-42.8819007873535","-20.7539005279541",NA,NA,NA,"Viçosa","1973",NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-30 12:38:30-03","EAO","IAN","193270","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Grogan, J","625","1998","08","22","Southern America","Brasil",NA,NA,"Erva","IAN193270","Dicotiledônea",NA,"Pohl","Amaral, US","Pará","Santana do Araguaia","-50.0443992614746","-7.83305978775024",NA,NA,NA,"Pau D'arco","2019","02",NA,"50942","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-30 12:38:30-03","EAO","IAN","194219","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Taylor, TC","TCT151208-01","2015","10","08","Southern America","Brasil",NA,NA,"Tree. DBH: NA (mid-canopy tree). Mid-canopy tree. characters typical of coração de negro.","IAN194219","Dicotiledônea",NA,"Pohl","Amaral, US","Pará","Flona do Tapajós.","-54.7083015441895","-2.44305992126465",NA,NA,"IAN194219","Santarém","2019","02","13","205258","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-04-08 17:38:28-03","EAO","IAN","2544","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tubuliflora","Manihot tubuliflora","Ule, EHG","4605",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,"IAN002544","Dicotiledônea",NA,"Pax & K.Hoffm.",NA,NA,NA,NA,NA,NA,NA,"IAN002544_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-10-09 11:14:44-03","UFBA","ALCB","127871","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Guedes, ML; Maia Neto, AL; Alunos de Botânica BIOC05","25553","2017","04","02","Southern America","Brasil",NA,NA,"Folhas trilobadas, discolores, face abaxial verde-esbranquiçado. Inflorescência com botões e frutos jovens.","ALCB044614","Dicotyledon",NA,"Pohl","Amaral, U.S. do","Bahia","Litoral Sul, Reserva Espinita, Cacau da Baixa e Trilha do Carneiro.","-39.151667","-13.876389",NA,NA,"ALCB044614","Igrapiúna","2019","02","26",NA,NA,"-39.151667","-13.876389",NA,NA,NA,NA,NA,NA,NA
"33","2019-10-09 11:14:44-03","UFBA","ALCB","54163","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Santana, DL; Loureiro, DM; Alves, L. de J.; Guedes, ML","343","2001","04","14","Southern America","Brasil",NA,NA,"Folhas membranáceas, discolores, face abaxial com tomentos esbranquiçados.","ALCB063648","Dicotyledon",NA,"Pohl","Amaral, U.S. do","Bahia","Paraguaçu, Assentamento Reunidas Santa Fé","-40.6","-12.65",NA,NA,"ALCB063648","Boa Vista do Tupim","2019","02","26",NA,NA,"-40.6","-12.65",NA,NA,NA,NA,NA,NA,NA
"34","2020-02-08 09:49:20-03","NBC","NL-BOTANY","U.1250156","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Mexia YEJ",NA,"1929","12","16","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1250156 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1250156",NA,"Malpighiales","Pohl",NA,NA,"State of Minas Geraes. Trail from Vicosa to Sao Geraldo.",NA,NA,NA,NA,"NL-U1250156",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"35","2020-11-04 11:07:56-03","ESALQ","ESA","130489","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Souza, V.C.; Caliari, C.P.; Coelho, R.L.G.; Colletta, G.D.; Barroso, R.M.; Martins, C.H.C.","35692.0","2013","02","22",NA,"Brasil",NA,NA,NA,"ESA130489","Magnoliophyta",NA,"Pohl","Souza, V.C.","São Paulo","Fragmento 24 (TAV). Contato Floresta Estacional Semidecidual / Floresta Ombrófila Densa, área alagável.","-23.2541","-46.0008","626","626",NA,"Jacareí","2013",NA,NA,NA,NA,"-23.2541","-46.0008",NA,NA,NA,NA,NA,NA,NA
"36","2020-11-04 11:07:56-03","ESALQ","ESA","114680","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Mattos, J.","12166.0","1964","12","13",NA,"Brasil",NA,NA,NA,"ESA114680","Magnoliophyta",NA,"Pohl","Mendoza, M.","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,"São Paulo","2015","09","28","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-04 11:07:56-03","ESALQ","ESA","118981","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Silva, A.F.","1384.0","1986","03","01",NA,"Brasil",NA,NA,NA,"ESA118981","Magnoliophyta",NA,NA,"Orlandini, P.","São Paulo","Flora da Reserva Florestal da Boa Vista.","-45.8800010681152","-23.1700000762939",NA,NA,NA,"São José dos Campos","2006",NA,NA,"39297","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-04 11:07:56-03","ESALQ","ESA","118973","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Allem, A.","2794.0","1982","03","01",NA,"Brasil",NA,NA,NA,"ESA118973","Magnoliophyta",NA,"Pohl","Mendoza, M.","Goiás","Km 200 GO 060 São Luiz de Montes Belos - Iporã.","-51.1178016662598","-16.4419002532959","600","600",NA,"Iporã","2015","09","28","35243","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-11-04 11:07:56-03","ESALQ","ESA","89298","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Souza, V.C.","30125.0","2004","12","26",NA,"Brasil",NA,NA,"Erva, ca. 1,2 m alt.; flores verdes.","ESA089298","Magnoliophyta",NA,"Pohl","Mendoza, M.","Minas Gerais","Serra do Cabral. Campo arenoso, com transição para cerrado.","-44.1721992492676","-17.7574996948242","1050","1050",NA,"Joaquim Felício","2015","09","28","37503","auto","-44,195,278","-17,708,333",NA,NA,NA,NA,NA,NA,NA
"40","2020-11-04 11:07:56-03","ESALQ","ESA","130490","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Souza, V.C.; Caliari, C.P.; Coelho, R.L.G.; Colletta, G.D.; Barroso, R.M.; Martins, C.H.C.","35693.0","2013","02","22",NA,"Brasil",NA,NA,NA,"ESA130490","Magnoliophyta",NA,"Pohl","Souza, V.C.","São Paulo","Fragmento 23 (TAV). Floresta Estacional Semidecidual com elementos de Floresta Ombrófila Densa.","-23.2759","-46.0303","595","595",NA,"Jacareí","2013",NA,NA,NA,NA,"-23.2759","-46.0303",NA,NA,NA,NA,NA,NA,NA
"41","2020-11-04 11:07:56-03","ESALQ","ESA","118980","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Leitão Filho, H.F.","34179.0","1993","01","01",NA,"Brasil",NA,NA,NA,"ESA118980","Magnoliophyta",NA,NA,"Orlandini, P.","São Paulo",NA,"-46.6500015258789","-22.5200004577637",NA,NA,NA,"Lindóia","2012","06","11","6377","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-31 13:38:09-03","MN","R","233477","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Farias, S.Q.","175","2016","12","08",NA,"Brasil",NA,NA,NA,"R010049229",NA,NA,"Pohl",NA,"Rio de Janeiro","Correas","-43.1786003112793","-22.5049991607666",NA,NA,NA,"Petropólis",NA,NA,NA,"36524","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-31 13:38:09-03","MN","R","233479","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Farias, S.Q.","228","2017","12","14",NA,"Brasil",NA,NA,NA,"R010049696",NA,NA,"Pohl",NA,"Rio de Janeiro","Correas","-43.1786003112793","-22.5049991607666",NA,NA,NA,"Petropólis",NA,NA,NA,"36524","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-31 13:38:09-03","MN","R","233478","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Farias, S.Q.","204","2017","01","15",NA,"Brasil",NA,NA,NA,"R010049163",NA,NA,"Pohl",NA,"Rio de Janeiro","Correas","-43.1786003112793","-22.5049991607666",NA,NA,NA,"Petropólis",NA,NA,NA,"36524","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2015-07-02 14:01:47-03","JBP","HPL","10591","S","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","L.C. Bernacci; R. Tsuji & I.G. Costa","4433","2008","02","23",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Pohl","P. Orlandini",NA,"Coletado na estrada para São Luís, Serra da Vista; beira da mata no topo da serra. S 21° 33' 42; W 41° 33' 55 (500.s.m.)","-41.6156","-21.4883",NA,NA,NA,"Cardoso Moreira","2011","10","14","24769","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-20 21:17:01-03","UFV","VIC","40476","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Simão, M.V.R.C.","382","2012","11","24",NA,"Brasil",NA,NA,"Arvoreta, 4 m, botão floral verde. Flores masculinas basais: corola branca com manchas cor vinho. Flores doápice femininas. Fruto imaturo em forma de maça verde. Folha , flor ramo e fruto com exsudação látex branco abundante.","VIC040476",NA,NA,"Pohl",NA,"Minas Gerais","Mata do Paraíso","-42.8819007873535","-20.7539005279541",NA,NA,NA,"Viçosa",NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
