"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","continentOcean","country","stateProvince","locality","relatedCatalogItem","occurrenceRemarks","barcode","imagecode","phylum","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","recordNumber","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","dayIdentified","typeStatus"
"11","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","12340",NA,"Plantae",NA,NA,"Orchidaceae","Gomesa","jucunda","Gomesa jucunda","(Rchb.f.) M.W.Chase & N.H.Williams","T.E.C. Meneguzzo/2017","L. Kollmann; et al","2000","03","30",NA,"Brasil","Espírito Santo","Estação Biológica de Santa Lúcia",NA,"Mata de encosta. Epifita a 1m na sombra. Sepalos e petalos verdes com listras castanhas. Labelo amarelo no apice, branco na base com uma listra vermelha entre os calos do labelo. Coluna branca.","MBML012340","MBML012340",NA,"Santa Teresa","-40.530278","-19.971389","40W31'49","19S58'17",NA,NA,"2763",NA,NA,NA,NA,NA,NA
"12","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","12364",NA,"Plantae",NA,NA,"Orchidaceae","Gomesa","jucunda","Gomesa jucunda","(Rchb.f.) M.W.Chase & N.H.Williams","T.E.C. Meneguzzo/2017","L. Kollmann; et al","2000","04","13",NA,"Brasil","Espírito Santo","Estação Biológica de Santa Lúcia",NA,"Mata baixa. Solo de areia. Sepalos e petalos amarelados com o centro castanho. Labelo amarelo com apice amarronzados.","MBML012364","MBML012364",NA,"Santa Teresa","-40.530278","-19.971389","40W31'49","19S58'17",NA,NA,"2848",NA,NA,NA,NA,NA,NA
"13","2020-09-02 18:20:50-03","MBML","MBML-HERBARIO","13536",NA,"Plantae",NA,NA,"Orchidaceae","Gomesa","jucunda","Gomesa jucunda","(Rchb.f.) M.W.Chase & N.H.Williams","T.E.C. Meneguzzo/2017","E. Lagasa","1973","01","30",NA,"Brasil","Espírito Santo","Forno Grande",NA,"In flower: 13/03/1973 In álcool.","MBML013536",NA,NA,"Castelo","-41.083333","-20.516667","41W5'","20S31'",NA,NA,"175",NA,NA,NA,NA,NA,NA
"14","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","20646",NA,"Plantae",NA,NA,"Orchidaceae","Gomesa","jucunda","Gomesa jucunda","(Rchb.f.) M.W.Chase & N.H.Williams","T.E.C. Meneguzzo/2017","R.R. Vervloet; et al","2003","05","06",NA,"Brasil","Espírito Santo","Reserva Biológica Augusto Ruschi - Nova Lombardia",NA,"Epífita, a 1m de altura, flores de cor branca com listas marrons. Topo de morro, dossel 8m.","MBML020646","MBML020646",NA,"Santa Teresa","-40.553056","-19.9075","40W33'11","19S54'27",NA,NA,"2350",NA,NA,NA,NA,NA,NA
"15","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","20945",NA,"Plantae",NA,NA,"Orchidaceae","Gomesa","jucunda","Gomesa jucunda","(Rchb.f.) M.W.Chase & N.H.Williams","T.E.C. Meneguzzo/2017","A. P. Fontana","2003","04","15",NA,"Brasil","Espírito Santo","São Lourenço",NA,"Epífita, flores verdes amarelas com pintas marrons no meio das pétalas e sépalas.","MBML020945","MBML020945",NA,"Santa Teresa","-40.620556","-19.931111","40W37'14","19S55'52",NA,NA,"560",NA,NA,NA,NA,NA,NA
"16","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","21184",NA,"Plantae",NA,NA,"Orchidaceae","Gomesa","jucunda","Gomesa jucunda","(Rchb.f.) M.W.Chase & N.H.Williams","T.E.C. Meneguzzo/2017","R.R. Vervloet; et al","2003","05","27",NA,"Brasil","Espírito Santo","Reserva Biológica Augusto Ruschi - Nova Lombardia",NA,"Epífita, frutos imaturos de cor verde, a 2m de altura. Baixada, dossel 17m.","MBML021184","MBML021184",NA,"Santa Teresa","-40.553056","-19.9075","40W33'11","19S54'27",NA,NA,"2496",NA,NA,NA,NA,NA,NA
"17","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","25765",NA,"Plantae",NA,NA,"Orchidaceae","Gomesa","jucunda","Gomesa jucunda","(Rchb.f.) M.W.Chase & N.H.Williams","T.E.C. Meneguzzo/2017","L. Kollmann; et al","2006","04","07",NA,"Brasil","Espírito Santo","Estação Biológica de Santa Lúcia",NA,"Epífita na sombra. Flores verdes e marrons.","MBML025765","MBML025765",NA,"Santa Teresa","-40.530278","-19.971389","40W31'49","19S58'17",NA,NA,"8856",NA,NA,NA,NA,NA,NA
"18","2020-06-15 15:31:06-03","UNESP-RC","HRCB","70744","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Gomesa","handroi","Gomesa handroi","(Hoehne) Pabst","Marcusso, G. M.","Taxonomia de campo 2017/grupo verde",NA,NA,NA,NA,"Brasil","São Paulo","Parque Estadual da Serra do Mar, Núcleo Cunha",NA,NA,NA,NA,NA,"Cunha",NA,"-23.233333","45º01O","23°14'S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-06-15 15:31:06-03","UNESP-RC","HRCB","70381","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Gomesa","jucunda","Gomesa jucunda","(Rchb.f.) M.W.Chase & N.H.Williams","Kamimura, V. de A.","Grupo vermelho_2017",NA,NA,NA,NA,"Brasil","São Paulo","Parque Estadual da Serra do Mar- Núcleo Cunha",NA,NA,NA,NA,NA,"Cunha","-44.9599990844727","-23.0699996948242","45.0214° W","23.2357° S",NA,NA,NA,NA,NA,"38855","auto",NA,NA
"20","2020-07-23 12:17:19-03","CEPLAC","CEPEC","115362","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Gomesa","jucunda","Gomesa jucunda",NA,"T. E. C. Meneguzzo","W. W. Thomas","2005","01","16",NA,"Brasil","Bahia","Serra da Pedra Lascada, 13,7Km de Barro Preto, na ~estrada que passa pela Fazenda São Miguel.","30/12/2014",NA,NA,NA,NA,"Barro Preto","-39.536111","-14.770278","39W32'10","14S46'13",NA,NA,"14310",NA,NA,NA,NA,NA,NA
"21","2021-03-04 15:42:07-03","IF","SPSF","10939","PreservedSpecimen","Plantae","Liliopsida","Orchidales","Orchidaceae","Rodrigueziella","handroi","Rodrigueziella handroi",NA,NA,"A.Custodio Filho","1986","10","18","América do Sul","Brasil","SP","Casa Grande, E.B.Boraceia",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"Magnoliophyta","Salesópolis","-45.8400001525879","-23.5300006866455",NA,NA,NA,NA,"2780",NA,NA,"18032","auto",NA,NA
"22","2021-03-04 15:42:07-03","IF","SPSF","12530","PreservedSpecimen","Plantae","Liliopsida","Orchidales","Orchidaceae","Rodrigueziella","handroi","Rodrigueziella handroi",NA,NA,"G.A.D.C. Franco & A.Custodio Filho","1988","09","28","América do Sul","Brasil","SP","Reserva Florestal, Guaratuba",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"Magnoliophyta","Salesópolis","-45.8400001525879","-23.5300006866455",NA,NA,NA,NA,"719",NA,NA,"18032","auto",NA,NA
"23","2017-09-11 17:12:02-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Mesospinidium","jucundum","Mesospinidium jucundum","Rchb.f.",NA,"Incógnit",NA,NA,NA,"Southern America","Brazil",NA,"Habitat in Brasilia loco accurato haud indicato",NA,"ex Reichb. f. loc. cit.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA
"24","2017-09-11 17:12:02-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Mesospinidium","jucundum","Mesospinidium jucundum","Rchb.f.",NA,"Incógnit",NA,NA,NA,"Southern America","Brazil",NA,"Habitat in Brasilia loco accurato haud indicato",NA,"ex Reichb. f. loc. cit.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA
"25","2021-02-08 12:52:22-03","UFRGS","ICN","045482","S","Plantae",NA,NA,"Orchidaceae","Rodrigueziella","handroi","Rodrigueziella handroi","(Hoehne) Pabst.","Waechter, JL","Waechter, J","1979","08","18","América do Sul","Brasil","RS","Lageadinho",NA,"Epifítica; sépalas e pétalas verde-claras com estrias pardas; labelo branco, entre as calosidades verde-claro; flores aromáticas.; Em interior de mato, sobre Posoqueria latifolia, a ca. 1m de altura.","ICN00041129",NA,"Monocotyledon","Torres","-49.7268981933594","-29.3353004455566",NA,NA,"1979","08","1321",NA,NA,"20837","auto","18",NA
"26","2019-11-21 10:13:19-03","IBt","SP","29488","S","Plantae",NA,NA,"Orchidaceae","Gomesa","handroi","Gomesa handroi","(Hoehne) Pabst","Barros, F","Edwall, G","1898","07",NA,NA,"Brasil","São Paulo","Alto da Serra, mata virgem.",NA,NA,"SP009667","SP009667",NA,"Santo André","-46.5299987792969","-23.6599998474121",NA,NA,"1980","05","CGG4036",NA,NA,"27258","auto","23",NA
"27","2019-11-21 10:13:20-03","IBt","SP","291297","S","Plantae",NA,NA,"Orchidaceae","Gomesa","jucunda","Gomesa jucunda","(Rchb.f.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","Catharino, ELM; et al.","1994","09","27",NA,"Brasil","São Paulo","Serra da Bocaina, Estrada para Madeirite",NA,NA,NA,NA,NA,"Bananal","-44.3199996948242","-22.6800003051758",NA,NA,"2017",NA,"2059",NA,NA,"26795","auto",NA,NA
"28","2019-11-21 10:13:20-03","IBt","SP","192330","S","Plantae",NA,NA,"Orchidaceae","Gomesa","jucunda","Gomesa jucunda","(Rchb.f.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","Custodio Filho, A","1983","09","16",NA,"Brasil","São Paulo","Estação Biológica de Boracéia",NA,NA,NA,NA,NA,"Biritiba-Mirim","-46.0299987792969","-23.5699996948242",NA,NA,"2017",NA,"1529",NA,NA,"19656","auto",NA,NA
"29","2019-11-21 10:13:20-03","IBt","SP","193336","S","Plantae",NA,NA,"Orchidaceae","Gomesa","jucunda","Gomesa jucunda","(Rchb.f.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","Custodio Filho, A","1983","09","16",NA,"Brasil","São Paulo","Estação Biológica de Boracéia",NA,NA,NA,NA,NA,"Biritiba-Mirim","-46.0299987792969","-23.5699996948242",NA,NA,"2017",NA,"1520",NA,NA,"19656","auto",NA,NA
"30","2019-11-21 10:13:20-03","IBt","SP","194679","S","Plantae",NA,NA,"Orchidaceae","Gomesa","jucunda","Gomesa jucunda","(Rchb.f.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","Custodio Filho, A","1983","09","29",NA,"Brasil","São Paulo","Estação Biológica de Boracéia",NA,NA,NA,NA,NA,"Biritiba-Mirim","-46.0299987792969","-23.5699996948242",NA,NA,"2017",NA,"1595",NA,NA,"19656","auto",NA,NA
"31","2019-11-21 10:13:20-03","IBt","SP","350907","S","Plantae",NA,NA,"Orchidaceae","Gomesa","jucunda","Gomesa jucunda","(Rchb.f.) M.W.Chase & N.H.Williams","Mamede, MCH","Souza, FO; Cordeiro, I; Rossi, L; Oliveira, RJ; Sugiyama, M; Bonfim, F","2000","07","20",NA,"Brasil","São Paulo","Parque Estadual da Serra do Mar, Núcleo Caraguatatuba. Trilha dos Macacos",NA,NA,NA,NA,NA,"Caraguatatuba","-45.4099998474121","-23.6200008392334",NA,NA,"2012","12","112",NA,NA,"30093","auto",NA,NA
"32","2019-11-21 10:13:20-03","IBt","SP","189010","S","Plantae",NA,NA,"Orchidaceae","Gomesa","jucunda","Gomesa jucunda","(Rchb.f.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","Kirizawa, M; et al.","1983","07","28",NA,"Brasil","São Paulo","Serra do Mar",NA,NA,NA,NA,NA,"Mogi das Cruzes","-46.1883010864258","-23.5228004455566",NA,NA,"2017",NA,"1029",NA,NA,"28666","auto",NA,NA
"33","2019-11-21 10:13:20-03","IBt","SP","291298","S","Plantae",NA,NA,"Orchidaceae","Gomesa","jucunda","Gomesa jucunda","(Rchb.f.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","Shirasuna, RT; et al.","1994","09","03",NA,"Brasil","São Paulo","Estação Biológica de Boracéia, Mata próxima à barragem do rio Claro",NA,NA,NA,NA,NA,"Salesópolis","-45.8400001525879","-23.5300006866455",NA,NA,"2017",NA,"4",NA,NA,"18032","auto",NA,NA
"34","2019-11-21 10:13:20-03","IBt","SP","330561","S","Plantae",NA,NA,"Orchidaceae","Gomesa","jucunda","Gomesa jucunda","(Rchb.f.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","Tardivo, RC; Silva, GJ; Wanderley, MGL","1998","08","26",NA,"Brasil","São Paulo","Estação Biológica de Boracéia, Trilha do Divisor",NA,NA,NA,NA,NA,"Salesópolis","-45.8400001525879","-23.5300006866455",NA,NA,"2017",NA,"209",NA,NA,"18032","auto",NA,NA
"35","2019-11-21 10:13:20-03","IBt","SP","57913","S","Plantae",NA,NA,"Orchidaceae","Gomesa","jucunda","Gomesa jucunda","(Rchb.f.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","Handro, O","1961","03","22",NA,"Brasil","São Paulo","Jardim Botânico",NA,NA,NA,NA,NA,"São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"2017",NA,"974",NA,NA,"53584","auto",NA,NA
"36","2019-11-21 10:13:20-03","IBt","SP","138249","S","Plantae",NA,NA,"Orchidaceae","Gomesa","jucunda","Gomesa jucunda","(Rchb.f.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","Corrêa, JA","1975","06","25",NA,"Brasil","São Paulo","Parque Estadual das Fontes do Ipiranga, Área 25",NA,NA,NA,NA,NA,"São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"2017",NA,"30",NA,NA,"53584","auto",NA,NA
"37","2019-11-21 10:13:20-03","IBt","SP","295526","S","Plantae",NA,NA,"Orchidaceae","Gomesa","jucunda","Gomesa jucunda","(Rchb.f.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","Bernacci, LC; et al.","1995","06","03",NA,"Brasil","São Paulo","Estação Experimental do IAC",NA,NA,NA,NA,NA,"Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,"2017",NA,"1902",NA,NA,"34265","auto",NA,NA
"38","2019-11-21 10:13:48-03","IBt","SP","406583","S","Plantae",NA,NA,"Orchidaceae","Rodrigueziella","jucunda","Rodrigueziella jucunda","(Rchb.f.) Garay","Rodrigues, VT","Rodrigues, VT; Vinhos, F","2007","04",NA,NA,"Brasil","São Paulo","Serra do Itapeti, Parque Natural Municipal Afonso de Mello-Chiquinho Veríssimo",NA,NA,NA,NA,NA,"Mogi das Cruzes","-46.201114","-23.481681","-46.201114","-23.481681",NA,NA,"92","1134","1134",NA,NA,NA,NA
"39","2019-11-21 10:13:54-03","IBt","SP","22998","S","Plantae",NA,NA,"Orchidaceae","Theodorea","handroi","Theodorea handroi","Hoehne","Barros, F","Handro, O","1928","06","03",NA,"Brasil","São Paulo","Serra de Paranapiacaba, Entre Alto da Serra e Piassaguera",NA,"Bas. Theodorea handroi Hoehne","SP002412","SP002412",NA,"Santo André","-46.5299987792969","-23.6599998474121",NA,NA,"2002","09","s.n.",NA,NA,"27258","auto","09","Holotype"
"40","2019-11-21 10:13:54-03","IBt","SP","5372","S","Plantae",NA,NA,"Orchidaceae","Theodorea","schlechteri","Theodorea schlechteri","Hoehne","Meneguzzo, TEC","Hoehne, FC","1921","03","21",NA,"Brasil","São Paulo","Bosque da Saúde",NA,NA,"SP003565","SP003565",NA,"São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"2017","01","s.n.",NA,NA,"53584","auto",NA,"Syntype"
"41","2019-11-21 10:13:54-03","IBt","SP","27403","S","Plantae",NA,NA,"Orchidaceae","Theodorea","schlechteri","Theodorea schlechteri","Hoehne","Meneguzzo, TEC","Gehrt, A","1921","03","31",NA,"Brasil","São Paulo","Cidade Jardim",NA,NA,"SP003566","SP003566",NA,"São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"2017","01","s.n.",NA,NA,"53584","auto",NA,"Syntype"
"42","2019-11-21 10:13:54-03","IBt","SP","27291","S","Plantae",NA,NA,"Orchidaceae","Theodorea","schlechteri","Theodorea schlechteri","Hoehne","Meneguzzo, TEC","Usteri, A","1905","03","19",NA,"Brasil","São Paulo","Santo Amaro",NA,NA,"SP003567","SP003567",NA,"São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"2017","01","s.n.",NA,NA,"53584","auto",NA,"Syntype"
