"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","locality","infraspecificEpithet","continentOcean","preparationType","previousCatalogNumber","typeStatus","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","minimumDepthInMeters","maximumDepthInMeters"
"253","2020-02-08 08:49:49-03","NBC","NL-BOTANY","L.1305307","PreservedSpecimen","Plantae","Compositae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabrera",NA,NA,NA,NA,"Hatschbach GG",NA,"1966","12","13","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1305307 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1305307","NL-L1305307","Palmas.",NA,"Southern America",NA,NA,NA,NA,"Asterales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"254","2020-02-08 08:49:49-03","NBC","NL-BOTANY","U 0078263","PreservedSpecimen","Plantae","Compositae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabrera",NA,NA,NA,NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"edge of small campo<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200078263 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0078263",NA,"sawmill N of Rio Chopim, ca. 20 km N of Clevelandia",NA,"Southern America",NA,NA,NA,NA,"Asterales",NA,NA,"Magnoliopsidae","Uw12916",NA,NA,NA,NA,NA
"255","2020-02-08 08:49:49-03","NBC","NL-BOTANY","U 0078264","PreservedSpecimen","Plantae","Compositae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabrera",NA,NA,NA,NA,"Lindeman JC; Haas JH de",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200078264 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0078264",NA,"sawmill N of Rio Chopim, ca. 20 km N of Clevelandia",NA,"Southern America",NA,NA,NA,NA,"Asterales",NA,NA,"Magnoliopsidae","Uw12957",NA,NA,NA,NA,NA
"256","2020-02-08 08:49:49-03","NBC","NL-BOTANY","U 0078265","PreservedSpecimen","Plantae","Compositae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabrera",NA,NA,NA,NA,"Hatschbach GG; Lindeman JC; Horreüs de Haas R",NA,"1965","12","08","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200078265 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0078265",NA,"Campo Movrao",NA,"Southern America",NA,NA,NA,NA,"Asterales",NA,NA,"Magnoliopsidae","Uw14327",NA,NA,NA,NA,NA
"257","2020-02-08 08:49:49-03","NBC","NL-BOTANY","U.1118876","PreservedSpecimen","Plantae","Compositae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabrera",NA,NA,NA,NA,"Schreiter R",NA,"1925","11","29","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1118876 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1118876","NL-U1118876","Province Tucuman, dep. Crancas. Vipos.",NA,"Southern America",NA,NA,NA,NA,"Asterales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"258","2020-02-08 08:49:49-03","NBC","NL-BOTANY","U.1118877","PreservedSpecimen","Plantae","Compositae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabrera",NA,NA,NA,NA,"Herter WG",NA,"1933","12","24","Uruguay",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1118877 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1118877","NL-U1118877","Dep. de Rivera, Ataques.",NA,"Southern America",NA,NA,NA,NA,"Asterales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"259","2020-02-08 08:49:49-03","NBC","NL-BOTANY","U.1118927","PreservedSpecimen","Plantae","Compositae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabrera",NA,NA,NA,NA,"Lindeman JC; Pott A",NA,"1972","12","21","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1118927 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1118927","NL-U1118927","13 km E. de S. Pedro do Sil, beira de Capoeira.",NA,"Southern America",NA,NA,NA,NA,"Asterales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"260","2020-02-08 08:49:49-03","NBC","NL-BOTANY","U.1118928","PreservedSpecimen","Plantae","Compositae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabrera",NA,NA,NA,NA,"Woolston AL",NA,"1957","03","14","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1118928 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1118928","NL-U1118928","Depto. San Pedro Alto Paraguay: Primavera.",NA,"Southern America",NA,NA,NA,NA,"Asterales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"261","2020-02-08 08:49:49-03","NBC","NL-BOTANY","U.1118929","PreservedSpecimen","Plantae","Compositae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabrera",NA,NA,NA,NA,"Riedel L",NA,"1832","02","01","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1118929 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1118929","NL-U1118929","Rio Janeiro.",NA,"Southern America",NA,NA,NA,NA,"Asterales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"262","2020-02-08 08:49:49-03","NBC","NL-BOTANY","U.1118930","PreservedSpecimen","Plantae","Compositae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabrera","Dematteis M",NA,NA,NA,"Schinini A; Dematteis M",NA,"1997","12","10","Paraguay","Amambay",NA,"-55.75","-22.416667","-55.75","-22.416667",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1118930 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1118930","NL-U1118930",NA,NA,"Southern America",NA,NA,NA,NA,"Asterales",NA,NA,"Magnoliopsidae","U 0148011",NA,NA,NA,NA,NA
"263","2020-02-08 08:49:49-03","NBC","NL-BOTANY","U.1118931","PreservedSpecimen","Plantae","Compositae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabrera","Robinson HE",NA,NA,NA,"Simonis JE; Pérez de Molas LF; Hahn WJ; Duré R",NA,"1983","03","17","Paraguay","San Pedro",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1118931 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1118931","NL-U1118931",NA,NA,"Southern America",NA,NA,NA,NA,"Asterales",NA,NA,"Magnoliopsidae","U 0141882",NA,NA,NA,NA,NA
"264","2020-02-08 08:49:49-03","NBC","NL-BOTANY","U.1118933","PreservedSpecimen","Plantae","Compositae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabrera",NA,NA,NA,NA,"Riedel L",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1118933 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1118933","NL-U1118933",NA,NA,"Southern America",NA,NA,NA,NA,"Asterales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"265","2020-02-08 08:49:49-03","NBC","NL-BOTANY","U.1118934","PreservedSpecimen","Plantae","Compositae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabrera",NA,NA,NA,NA,"Lindeman JC; Haas JH de",NA,"1966","05","03","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1118934 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1118934","NL-U1118934","Est. Parana, Brandalize, sawmill N. of Rio Chopim ca. 20km N of Clevelandia.",NA,"Southern America",NA,NA,NA,NA,"Asterales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"266","2020-02-08 08:49:49-03","NBC","NL-BOTANY","U.1118935","PreservedSpecimen","Plantae","Compositae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabrera",NA,NA,NA,NA,"Bernardi",NA,"1978","12","09","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1118935 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1118935","NL-U1118935","Obvia in Cerro Cora et non solum legebatur km 18 viae meridionalis versus Cerro Guazi Amambay.",NA,"Southern America",NA,NA,NA,NA,"Asterales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"267","2020-02-08 08:49:49-03","NBC","NL-BOTANY","U.1118937","PreservedSpecimen","Plantae","Compositae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabrera",NA,NA,NA,NA,"Hoehne FC",NA,"1931","11","25","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1118937 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1118937","NL-U1118937","Sao Paulo, Sao Paulo parque do Estado.",NA,"Southern America",NA,NA,NA,NA,"Asterales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"268","2020-02-08 08:49:49-03","NBC","NL-BOTANY","U.1118938","PreservedSpecimen","Plantae","Compositae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabrera",NA,NA,NA,NA,"Hatschbach GG; Lindeman JC; Horreüs de Haas R",NA,"1965","12","08","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1118938 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1118938","NL-U1118938","Campo Movrao",NA,"Southern America",NA,NA,NA,NA,"Asterales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"269","2020-02-08 08:49:49-03","NBC","NL-BOTANY","U.1118939","PreservedSpecimen","Plantae","Compositae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabrera",NA,NA,NA,NA,"Lindeman JC; Haas JH de",NA,"1966","05","01","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1118939 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1118939","NL-U1118939","Est. Parana Brandalize sawmill N.of Rio chopim, ca. 20 km N of Clevelandia.",NA,"Southern America",NA,NA,NA,NA,"Asterales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"270","2020-02-08 08:49:49-03","NBC","NL-BOTANY","U.1118940","PreservedSpecimen","Plantae","Compositae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabrera",NA,NA,NA,NA,"Gottsberger IS",NA,"1973","06","20","Brazil",NA,NA,"-48.416667","-22.75","-48.416667","-22.75",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1118940 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1118940","NL-U1118940","State of Sao Paulo, municipio de Botucatu 18 km north of Botucatu 14 km east of Sao Manuel. Along the Sao Manuel. Piracicaba highway.",NA,"Southern America",NA,NA,NA,NA,"Asterales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"271","2020-02-08 08:49:49-03","NBC","NL-BOTANY","U.1118941","PreservedSpecimen","Plantae","Compositae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabrera",NA,NA,NA,NA,"Williams LO; Assis V",NA,"1945","07","17","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1118941 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1118941","NL-U1118941","in campo in hgill Morro das Pedras, near Belo Horizonte Minas Gerais.",NA,"Southern America",NA,NA,NA,NA,"Asterales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"272","2020-02-08 08:49:49-03","NBC","NL-BOTANY","U.1118879","PreservedSpecimen","Plantae","Compositae","Gochnatia","polymorpha","Gochnatia polymorpha ceanothifolia","(Less.) Cabrera",NA,NA,NA,NA,"Krapovickas A; et al.",NA,"1987","03","04","Argentina",NA,NA,"-56.066667","-27.05","-56.066667","-27.05",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1118879 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1118879","NL-U1118879","Prov. Corrientes dep. Ituzaingo. Ea. Santa Rita.","ceanothifolia","Southern America",NA,NA,NA,NA,"Asterales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"273","2020-02-08 08:49:49-03","NBC","NL-BOTANY","L.1305308","PreservedSpecimen","Plantae","Compositae","Gochnatia","polymorpha","Gochnatia polymorpha ceanothifolia","(Less.) Cabrera",NA,NA,NA,NA,"Reitz R",NA,"1963","01","31","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1305308 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1305308","NL-L1305308","Campos Novos.","ceanothifolia","Southern America",NA,NA,NA,NA,"Asterales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"274","2020-02-08 08:49:49-03","NBC","NL-BOTANY","L.1305309","PreservedSpecimen","Plantae","Compositae","Gochnatia","polymorpha","Gochnatia polymorpha ceanothifolia","(Less.) Cabrera",NA,NA,NA,NA,"Pedersen TM",NA,"1965","12","28","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1305309 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1305309","NL-L1305309","Estancia,,La Soledad' Santiago Dep. Misiones.","ceanothifolia","Southern America",NA,NA,NA,NA,"Asterales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"275","2020-02-08 08:49:49-03","NBC","NL-BOTANY","L.3756164","PreservedSpecimen","Plantae","Compositae","Gochnatia","polymorpha","Gochnatia polymorpha ceanothifolia","(Less.) Cabrera",NA,NA,NA,NA,"Pedersen TM",NA,"1995","01","28","Uruguay",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3756164 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3756164","NL-L3756164","Plantae Uruguayenses, Bajada de Pena, Dep. Rivera.","ceanothifolia","Southern America",NA,NA,NA,NA,"Asterales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"276","2020-02-08 08:49:49-03","NBC","NL-BOTANY","U.1118878","PreservedSpecimen","Plantae","Compositae","Gochnatia","polymorpha","Gochnatia polymorpha ceanothifolia","(Less.) Cabrera",NA,NA,NA,NA,"Tressens SG; Ferrucci MS; Pellegrini MG",NA,"1993","11","10","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1118878 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1118878","NL-U1118878","Corrientes dep. Ituzaingo Ea. Santa Rita, 56°4N, 27°3S.","ceanothifolia","Southern America",NA,NA,NA,NA,"Asterales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"277","2020-11-04 11:01:40-03","ESALQ","ESA","38607","PreservedSpecimen","Plantae","Asteraceae","Gochnatia","polymorpha","Gochnatia polymorpha",NA,NA,NA,NA,NA,"Elias, S.I.; Silva, M.M.R.; Amador, D.B.; Freitas, F.O.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Ivanauskas, N.M.; Souza, J.P.; Vanini, A.","281.0","1997","12","17","Brasil","São Paulo","Itapeva","-490.416","-24.043","-490,416","-24,043",NA,NA,"Arbusto de 2,0 m. Flores creme.","ESA038607","ESA038607","Estação ecológica de Itapeva. Cerrado",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","2020-11-04 11:01:41-03","ESALQ","ESA","40649","PreservedSpecimen","Plantae","Asteraceae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabrera",NA,NA,NA,NA,"Torezan, J.M.; Arima, L.I.A.; Pimenta, J.A.; Resende, J.C.F.; Sifuentes, D.V.O.","740.0","1997","12","17","Brasil","São Paulo","Itapeva","-490.416","-240.429","-490,416","-240,429",NA,NA,"Arvore com 6m. Inflorescencia creme.","ESA040649","ESA040649","Estação Ecológica do Município de Itapeva. Cerrado",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","2020-11-04 11:01:41-03","ESALQ","ESA","130986","PreservedSpecimen","Plantae","Asteraceae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabrera","Souza, V.C.","2013",NA,NA,"Souza, V.C.; Caliari, C.P.; Coelho, R.L.G.; Colletta, G.D.; Barroso, R.M.; Martins, C.H.C.","36189.0","2013","02","19","Brasil","São Paulo","Itupeva","-23.075","-47.0586","-23.075","-47.0586","725","725","Árvore. Inflorescência branca-esverdeada.","ESA130986",NA,"Fragmento 4 (TAV). Floresta Estacional Semidecidual",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","2020-11-04 11:01:41-03","ESALQ","ESA","130165","PreservedSpecimen","Plantae","Asteraceae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabrera","Souza, V.C.","2013",NA,NA,"Souza, V.C.; Caliari, C.P.; Coelho, R.L.G.; Colletta, G.D.; Barroso, R.M.; Martins, C.H.C.","35368.0","2013","04","17","Brasil","Rio de Janeiro","Nova Iguaçu","-22.6652","-43.5064","-22.6652","-43.5064","101","101","Árvore","ESA130165",NA,"Fragmento 63 (TAV). Floresta Ombrófila Densa.",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","2020-11-04 11:01:41-03","ESALQ","ESA","91408","PreservedSpecimen","Plantae","Asteraceae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabrera",NA,NA,NA,NA,"Viani, R.A.G. et al.","366.0","2004","07","12","Brasil","São Paulo","Bofete",NA,"-230.333","-48,183,333","-230,333",NA,NA,NA,"ESA091408","ESA091408","Fazenda Santa Terezinha (Eucatex). Remanescente de Floresta Estacional Semidecidual",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","2020-11-04 11:01:40-03","ESALQ","ESA","6006","PreservedSpecimen","Plantae","Asteraceae","Gochnatia","polymorpha","Gochnatia polymorpha",NA,"Monge, M.",NA,NA,NA,"Fernandes, H.Q.B. et al.","2993.0","1990","05","01","Brasil","Espírito Santo","Ibiraçu","-40.369701385498","-19.8318996429443",NA,NA,NA,NA,NA,"ESA006006","ESA006006",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"13709","auto",NA,NA,NA,NA,NA,NA,NA
"283","2020-11-04 11:01:41-03","ESALQ","ESA","73011","PreservedSpecimen","Plantae","Asteraceae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabr.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G. et al.","71731.0","2000","12","09","Brasil","Rio Grande do Sul","Bom Jesus","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,NA,"ESA073011",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"55856","auto",NA,NA,NA,NA,NA,NA,NA
"284","2020-11-04 11:01:41-03","ESALQ","ESA","60414","PreservedSpecimen","Plantae","Asteraceae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabr.","Jarenkow, J.A.",NA,NA,NA,"Jarenkow, J.A.","3686.0","1997","12","14","Brasil","Rio Grande do Sul","Mariana Pimentel","-51.5830993652344","-30.3525009155273",NA,NA,NA,NA,NA,"ESA060414","ESA060414",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"20931","auto",NA,NA,NA,NA,NA,NA,NA
"285","2020-11-04 11:01:41-03","ESALQ","ESA","99201","PreservedSpecimen","Plantae","Asteraceae","Gochnatia","polymorpha","Gochnatia polymorpha",NA,"Aguirre, G.H. et al.",NA,NA,NA,"Aguirre, G.H.","616.0","2007","03","23","Brasil","São Paulo","Araras","-47.3800010681152","-22.3500003814697",NA,NA,NA,NA,NA,"ESA099201","ESA099201",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"22739","auto",NA,NA,NA,NA,NA,NA,NA
"286","2020-11-04 11:01:41-03","ESALQ","ESA","91715","PreservedSpecimen","Plantae","Asteraceae","Gochnatia","polymorpha","Gochnatia polymorpha",NA,NA,NA,NA,NA,"Savassi-Coutinho, A.P.","664.0","1905","06","24","Brasil","São Paulo","Assis","-50.4099998474121","-22.6599998474121",NA,NA,NA,NA,NA,"ESA091715",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"23972","auto",NA,NA,NA,NA,NA,NA,NA
"287","2020-11-04 11:01:41-03","ESALQ","ESA","62587","PreservedSpecimen","Plantae","Asteraceae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabr.","Albuquerque, G.B. et al.",NA,NA,NA,"Albuquerque, J.E. et al.","1837.0",NA,NA,NA,"Brasil","São Paulo","Botucatu","-48.439998626709","-22.8799991607666",NA,NA,NA,NA,NA,"ESA062587","ESA062587",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"40412","auto",NA,NA,NA,NA,NA,NA,NA
"288","2020-11-04 11:01:41-03","ESALQ","ESA","27677","PreservedSpecimen","Plantae","Asteraceae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabrera","Roque, N.",NA,NA,NA,"Souza, V.C. et al.","10431.0","1996","01","24","Brasil","São Paulo","Coronel Macedo","-49.310001373291","-23.6299991607666",NA,NA,NA,NA,NA,"ESA027677","ESA027677",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"18962","auto",NA,NA,NA,NA,NA,NA,NA
"289","2020-11-04 11:01:41-03","ESALQ","ESA","3487","PreservedSpecimen","Plantae","Asteraceae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabr.","Rodrigues, R.R.",NA,NA,NA,"Mantovani, W. Catharino, E.L.M.",NA,"1985","08","16","Brasil","São Paulo","Ipeúna","-47.7099990844727","-22.4300003051758",NA,NA,NA,NA,NA,"ESA003487","ESA003487",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"12906","auto",NA,NA,NA,NA,NA,NA,NA
"290","2020-11-04 11:01:41-03","ESALQ","ESA","8662","PreservedSpecimen","Plantae","Asteraceae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabr.","Mantovani, W.",NA,NA,NA,"Scaramuzza, C.A.M. ; Godon, M.","350.0",NA,NA,NA,"Brasil","São Paulo","Itararé","-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,NA,"ESA008662","ESA008662",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA
"291","2020-11-04 11:01:40-03","ESALQ","ESA","119493","PreservedSpecimen","Plantae","Asteraceae","Gochnatia","polymorpha","Gochnatia polymorpha",NA,NA,NA,NA,NA,"Arthuso, E.",NA,"2011","12","07","Brasil","São Paulo","Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,"ESA119493","ESA119493",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA
"292","2020-11-04 11:01:41-03","ESALQ","ESA","5271","PreservedSpecimen","Plantae","Asteraceae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabr.","Souza, V.C.",NA,NA,NA,"Nivoloni, R.F.",NA,"1989","10","25","Brasil","São Paulo","Várzea Paulista","-46.8199996948242","-23.2099990844727",NA,NA,NA,NA,NA,"ESA005271","ESA005271",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"5590","auto",NA,NA,NA,NA,NA,NA,NA
"293","2020-11-04 11:01:41-03","ESALQ","ESA","13335","PreservedSpecimen","Plantae","Asteraceae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabr.","Roque, N.",NA,NA,NA,"Mikami, R.L.",NA,"1992","01","01","Brasil","São Paulo","Vinhedo","-46.9700012207031","-23.0300006866455",NA,NA,NA,NA,NA,"ESA013335","ESA013335",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"9595","auto",NA,NA,NA,NA,NA,NA,NA
