"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","locality","occurrenceRemarks","yearIdentified","monthIdentified","dayIdentified","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","infraspecificEpithet","class","individualCount","fieldNumber","minimumDepthInMeters","maximumDepthInMeters","typeStatus","eventTime"
"20","2020-11-24 17:10:56-03","UTFPR","DVPR","4525","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","R.Knuth","Fiaschi, P","Caxambu, MG; Siqueira, EL; Chagas, MP; Y.C.","6627","2015","07","02","Brasil","Paraná","Foz do Iguaçu","-54.27444","-25.37485","-54.27444","-25.37485","198","198","DVPR004525",NA,"Parque Nacional do Iguaçu, BR 469, km 24","erva ereta, heliófita, reptante. Flores de cálice verde e corola amarelada.; Relevo: suave-ondulado - Vegetação: Floresta Estacional Semidecidual Submontana","2015","09",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-04-08 17:43:14-03","EAO","IAN","19722","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","refracta","Oxalis refracta grandiflora","A.St.-Hil.",NA,"Czermak, R; Reinecke, LW","s.n.",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"IAN019722",NA,NA,NA,NA,NA,NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,"grandiflora",NA,NA,NA,NA,NA,NA,NA
"22","2020-02-08 10:09:27-03","NBC","NL-BOTANY","L.2120302","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","R.Knuth",NA,"Pedersen TM",NA,"1956","08","19","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L2120302","NL-L2120302","Plants of Argentina. Woods on the bank of the R. Paraná. Estancia,,Tuyuti'', Dep. Itati, Prov. Corrientes.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2120302 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Oxalidales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"23","2020-02-08 10:09:27-03","NBC","NL-BOTANY","L.2120303","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","R.Knuth",NA,"Pedersen TM",NA,"1959","10","28","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L2120303","NL-L2120303","Plantas of Paraguay. Estancia,,La Soledad'', Santiago, Dep. Misiones.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2120303 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Oxalidales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"24","2020-02-08 10:09:32-03","NBC","NL-BOTANY","L.2120304","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","R.Knuth",NA,"Sellow F",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L2120304","NL-L2120304","Brasilia.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2120304 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Oxalidales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"25","2020-02-08 10:09:32-03","NBC","NL-BOTANY","U.1471149","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","R.Knuth",NA,"Gallinal JP; et al.",NA,"1943","10","10","Uruguay",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1471149","NL-U1471149","Depto: Florida. Timote. Estancia: Sta. Clara.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1471149 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Oxalidales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"26","2020-02-08 10:09:32-03","NBC","NL-BOTANY","U.1471150","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","R.Knuth",NA,"Schinini A",NA,"1983","09","07","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1471150","NL-U1471150","Prov. Corrientes, Dep. Capital. Corrientes. Espontánea en la Facultad de Ciencias Agrarias.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1471150 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Oxalidales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"27","2020-02-08 10:09:32-03","NBC","NL-BOTANY","U.1471151","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","R.Knuth",NA,"Krapovickas A",NA,"1988","08","20","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1471151","NL-U1471151","Prov. Corrientes, Dep. Capital. Corrientes.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1471151 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Oxalidales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"28","2020-02-08 10:09:32-03","NBC","NL-BOTANY","U.1471435","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","R.Knuth",NA,"Lindeman JC; Haas JH de",NA,"1966","11","09","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1471435","NL-U1471435",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1471435 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Oxalidales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"29","2020-02-08 10:09:32-03","NBC","NL-BOTANY","U.1471436","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","R.Knuth",NA,"Houtgast J",NA,"1966","11","01","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1471436","NL-U1471436",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1471436 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Oxalidales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"30","2020-02-08 10:09:32-03","NBC","NL-BOTANY","U.1471437","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","R.Knuth",NA,"Bornmüller A",NA,"1905","09","20","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1471437","NL-U1471437",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1471437 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Oxalidales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"31","2019-08-27 13:30:05-03","IAP","PACA-AGP","67910","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","Knuth","Grigoletto D.","Hatschbach, G.","48830","1985","01","10","Brasil","PR","Rio Branco do Sul","-49.3142013549805","-25.1900005340576",NA,NA,NA,NA,"PACA067910",NA,"Rod. PR 092","Flores amarelas Fenofase: flor","2013","01","17","Magnoliophyta","Geraniales",NA,NA,"37352","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"32","2019-08-27 13:30:05-03","IAP","PACA-AGP","56119","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","Knuth","Grigoletto D.","Reitz, R.","556","1953","09","17","Brasil","RS","Ijuí","-53.9146995544434","-28.3878002166748",NA,NA,NA,NA,"PACA056119",NA,NA,"Habitat: In incultis Fenofase: flor","2013","01","17","Magnoliophyta","Geraniales",NA,NA,"36807","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"33","2019-08-27 13:30:05-03","IAP","PACA-AGP","42600","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","Knuth","Grigoletto D.","Rambo, B.",NA,"1949","07","18","Brasil","RS","Montenegro","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"PACA042600",NA,NA,"Habitat: In humidis herbosis Fenofase: flor","2013","01","17","Magnoliophyta","Geraniales",NA,NA,"21601","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"34","2019-08-27 13:30:05-03","IAP","PACA-AGP","42893","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","Knuth","Grigoletto D.","Rambo, B.",NA,"1949","08","12","Brasil","RS","Novo Hamburgo","-51.1305999755859","-29.6783008575439",NA,NA,NA,NA,"PACA042893",NA,"Schwabenschneis","Habitat: In humidis herbosis Fenofase: flor","2013","01","17","Magnoliophyta","Geraniales",NA,NA,"20722","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"35","2019-11-29 14:03:38-03","IAP","PACA-AGP","118864","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","Knuth",NA,"Rossetto, E.F.S.","377","2013","12","12","Brasil","MS","Ladário","-57.589444","-19.155278","57º35'22W","19º09'19S",NA,NA,"PACA118864",NA,"Maciço do Urucum","FUEL 52986&nf;Floresta Estacional Decidual com elementos de vegetação estépica&nf;botões florais levemente róseos; tubo da corola amarela; lobos brancos Habitat: borda da mata, em meio as rochas Hábito: subarbusto",NA,NA,NA,"Magnoliophyta","Geraniales",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"36","2019-08-27 13:30:05-03","IAP","PACA-AGP","25921","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","Knuth","Grigoletto D.","Henz, E.",NA,"1944",NA,NA,"Brasil","RS","Pareci",NA,NA,NA,NA,NA,NA,"PACA025921",NA,NA,"Habitat: In humidis herbosis Fenofase: flor e fruto","2013","01","17","Magnoliophyta","Geraniales",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"37","2019-08-27 13:30:05-03","IAP","PACA-AGP","26496","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","Knuth","Grigoletto D.","Henz, E.",NA,"1944",NA,NA,"Brasil","RS","Pareci",NA,NA,NA,NA,NA,NA,"PACA026496",NA,NA,"Habitat: In humidis herbosis Fenofase: flor","2013","01","17","Magnoliophyta","Geraniales",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"38","2019-08-27 13:30:05-03","IAP","PACA-AGP","32776","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","Knuth","Grigoletto D.","Henz, E.",NA,"1945","11","11","Brasil","RS","Pareci",NA,NA,NA,NA,NA,NA,"PACA032776",NA,NA,"Habitat: In humidis herbosis Fenofase: flor","2013","01","17","Magnoliophyta","Geraniales",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"39","2019-12-04 11:51:28-03","IAP","PACA-AGP","32944.1","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","Knuth","Grigoletto D.","B. Rosengurtt","5309","1943","10","10","Uruguai",NA,NA,NA,NA,NA,NA,NA,NA,"PACA032944-1",NA,"Florida","Habitat: In graminosis humidis Fenofase: flor","2013","01","17","Magnoliophyta","Geraniales",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"40","2019-12-04 11:51:28-03","IAP","PACA-AGP","33586","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","Knuth","Grigoletto D.","B. Rosengurtt","5553","1945","10","06","Uruguai",NA,NA,NA,NA,NA,NA,NA,NA,"PACA033586",NA,"Florida","Habitat: In humidis graminosis Fenofase: flor","2013","01","17","Magnoliophyta","Geraniales",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"41","2019-08-27 13:30:05-03","IAP","PACA-AGP","35462","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","Knuth","Grigoletto D.","H. Simas SJ",NA,"1946","10","10","Brasil","RJ","São Leopoldo",NA,NA,NA,NA,NA,NA,"PACA035462",NA,NA,"Habitat: In humisis herbosis Fenofase: flor e fruto","2013","01","17","Magnoliophyta","Geraniales",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"42","2019-08-27 13:30:05-03","IAP","PACA-AGP","43905","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","Knuth","Grigoletto D.","Rambo, B.",NA,"1949","10","12","Brasil","RS",NA,NA,NA,NA,NA,NA,NA,"PACA043905",NA,"Ad fl. Caí inferius","Habitat: In humidis herbosis Fenofase: flor","2013","01","17","Magnoliophyta","Geraniales",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"43","2019-08-27 13:30:05-03","IAP","PACA-AGP","6686","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","Knuth","Grigoletto D.","Rambo, B.",NA,"1940","11","18","Brasil","RS","Santa Clara",NA,NA,NA,NA,NA,NA,"PACA006686",NA,"Perto de Lageado","Habitat: In Agro Fenofase: flor","2013","01","17","Magnoliophyta","Geraniales",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"44","2019-08-27 13:30:05-03","IAP","PACA-AGP","70064","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","Knuth","Daniel Falkenberg","Daniel B. Falkenberg","3333","1985","09","27","Brasil","RS","Agudo","-53.2400016784668","-29.645299911499",NA,NA,NA,NA,"PACA070064",NA,"Morro Agudo","Habitat: Beira de Valeta","1986",NA,NA,"Magnoliophyta","Geraniales",NA,NA,"22416","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"45","2019-08-27 13:30:05-03","IAP","PACA-AGP","26748","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","Knuth","Grigoletto D.","E. Friderichs",NA,"1944","08",NA,"Brasil","RS","Cerro Largo","-54.7380981445312","-28.1485996246338",NA,NA,NA,NA,"PACA026748",NA,NA,"Habitat: In humidis dumetosis Fenofase: flor","2013","01","17","Magnoliophyta","Geraniales",NA,NA,"13082","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"46","2019-08-27 13:30:05-03","IAP","PACA-AGP","62396","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","Knuth","Grigoletto D.","Camargo, O. R.","1770","1957","09","19","Brasil","RS","Montenegro","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"PACA062396",NA,NA,"Habitat: In incultis humidis Fenofase: flor e fruto","2013","01","17","Magnoliophyta","Geraniales",NA,NA,"21601","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"47","2019-08-27 13:30:05-03","IAP","PACA-AGP","43271","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","Knuth","Grigoletto D.","Rambo, B.",NA,"1949","09","05","Brasil","RS","Montenegro","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"PACA043271",NA,"Estação Azevedo","Habitat: In humidis herbosis Fenofase: flor","2013","01","17","Magnoliophyta","Geraniales",NA,NA,"21601","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"48","2019-08-27 13:30:05-03","IAP","PACA-AGP","48630","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","Knuth","Grigoletto D.","Sehnem, A.","1516","1945","10","03","Brasil","RS","Pareci Novo","-51.3974990844727","-29.6382999420166",NA,NA,NA,NA,"PACA048630",NA,NA,"Habitat: In humidis herbosis Fenofase: flor","2013","01","17","Magnoliophyta","Geraniales",NA,NA,"9951","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
