"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","day","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","county","decimalLongitude","decimalLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","sex"
"11","2020-01-20 14:40:23-03","UPM","MACK","3306","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","aurigenius","Evolvulus aurigenius","Mart.","T. A. B. Mortale","107","2013","02",NA,"Brasil","Sp","Colônia de Férias Mackenzie - Umuarama, Trilha Zig Zag",NA,NA,"HMACK00003306-T.A.B.Mortale107-17/2/2013,ColôniadeFériasMackenzie-Umuarama,TrilhaZigZag,CamposdoJordão,Sp,Brasil",NA,NA,"17",NA,NA,NA,NA,"Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA
"12","2020-01-20 14:40:23-03","UPM","MACK","3309","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","aurigenius","Evolvulus aurigenius","Mart.","T. A. B. Mortale","110","2013","02",NA,"Brasil","SP","Colônia de Férias Mackenzie - Umuarama, Trilha Zig Zag",NA,NA,"HMACK00003309-T.A.B.Mortale110-17/2/2013,ColôniadeFériasMackenzie-Umuarama,TrilhaZigZag,CamposdoJordão,SP,Brasil",NA,NA,"17",NA,NA,NA,NA,"Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA
"13","2020-02-08 10:34:08-03","NBC","NL-BOTANY","U.1220908","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Evolvulus","aurigenius","Evolvulus aurigenius","Mart.","Saint-Hilaire AFCP de",NA,NA,NA,"Southern America","Brazil",NA,"Castas Altos.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1220908 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1220908","NL-U1220908",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"14","2020-02-08 10:34:08-03","NBC","NL-BOTANY","L.2721412","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Evolvulus","aurigenius","Evolvulus aurigenius meissnerianus","Ooststr.","Sellow F",NA,NA,NA,"Southern America","Brazil",NA,"Brasilia.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2721412 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2721412","NL-L2721412",NA,NA,NA,NA,"meissnerianus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"15","2020-02-08 10:34:08-03","NBC","NL-BOTANY","U.1220909","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Evolvulus","aurigenius","Evolvulus aurigenius meissnerianus","Ooststr.","Sellow F",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1220909 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1220909","NL-U1220909",NA,NA,NA,NA,"meissnerianus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"16","2020-02-08 10:34:08-03","NBC","NL-BOTANY","U.1220910","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Evolvulus","aurigenius","Evolvulus aurigenius meissnerianus","Ooststr.","Claussen P",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1220910 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1220910","NL-U1220910",NA,NA,NA,NA,"meissnerianus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"17","2020-11-04 11:05:14-03","ESALQ","ESA","27422","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Convolvulaceae","Evolvulus","aurigenius","Evolvulus aurigenius","Mart.","Souza, V.C.; Souza, J.P.; Scalon, V.R.; Campos, F.J.","9909.0","1996","01",NA,"Brasil","Minas Gerais","Estrada para Sacramento, ca. 6 Km de Delfinópolis. Fazenda Kilombo do Rio Grande. Campo rupestre.",NA,"Erva; flores violeta-azuladas.","ESA027422","ESA027422","Silva, C.V.","09","740","740",NA,NA,"Delfinópolis","-465.455","-201.619","2007","08","14",NA,NA,NA,"-465,455","-201,619",NA,NA,NA
"18","2020-11-04 11:05:14-03","ESALQ","ESA","28598","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Convolvulaceae","Evolvulus","aurigenius","Evolvulus aurigenius","Mart.","Souza, J.P. et al.","302.0","1996","01",NA,"Brasil","Minas Gerais",NA,NA,NA,"ESA028598","ESA028598","Kojima, R.K.","02",NA,NA,NA,NA,"Carmo da Cachoeira","-45.2235984802246","-21.4608001708984","2018","08","21","18366","auto",NA,NA,NA,NA,NA,NA
"19","2020-11-04 11:05:14-03","ESALQ","ESA","109016","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Convolvulaceae","Evolvulus","aurigenius","Evolvulus aurigenius",NA,"Rando, J.G.","529.0","2008","01",NA,"Brasil","Minas Gerais",NA,NA,NA,"ESA109016","ESA109016","Silva, C.V.","11",NA,NA,NA,NA,"Santana do Riacho","-43.7144012451172","-19.1688995361328","2011","08","02","26557","auto",NA,NA,NA,NA,NA,NA
"20","2020-11-04 10:55:24-03","ESALQ","ESA","136922","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","aurigenius","Evolvulus aurigenius","Mart.","Pastore, M.","239.0","2013","02",NA,"Brasil","São Paulo",NA,NA,NA,"ESA136922",NA,"Simão-Bianchini","19",NA,NA,NA,NA,"Pedregulho","-47.4700012207031","-20.25","2013","02","26","27552","auto",NA,NA,NA,NA,NA,NA
"21","2020-11-04 11:05:14-03","ESALQ","ESA","78170","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Convolvulaceae","Evolvulus","aurigenius","Evolvulus aurigenius","Mart.","Souza, V.C.; Romão, G.O.; Sampaio, D.",NA,"2002","03",NA,"Brasil","Minas Gerais","Estrada Santana do Riacho - Lapinha, ca. 7 km após Santana do Riacho. Campo rupestre. 1100 m.s.m.",NA,"Erva; flores violeta-azuladas.","ESA078170","ESA078170","Silva, C.V.","01","1100","1100",NA,NA,"Santana do Riacho","-434.151","-190.743","2011","08","02",NA,NA,NA,"-434,151","-190,743",NA,NA,NA
"22","2020-11-04 11:05:14-03","ESALQ","ESA","77729","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Convolvulaceae","Evolvulus","aurigenius","Evolvulus aurigenius","Mart.","Souza, V.C.; Sampaio, D.; Elias, S.I.; Araújo, A.O.; Romão, G.O.","28231.0","2002","02",NA,"Brasil","Minas Gerais","Estrada Itacambira - Juramento, ca. 9 km de Itacambira. Campo rupestre. 1100 m.s.m.",NA,"Subarbusto; flores azul-arroxeadas.","ESA077729","ESA077729","Silva, C.V.","23",NA,NA,NA,NA,"Itacambira","-433.204","-165.807","2007","08","14",NA,NA,NA,"-433,204","-165,807",NA,NA,NA
"23","2020-11-04 11:05:14-03","ESALQ","ESA","26353","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Convolvulaceae","Evolvulus","aurigenius","Evolvulus aurigenius","Mart.","Sakuragui, C.M. et al.",NA,"1994","01",NA,"Brasil","Minas Gerais",NA,NA,NA,"ESA026353","ESA026353","Simão-Bianchini, R.","16",NA,NA,NA,NA,"Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA
"24","2021-01-15 14:41:37-03","MN","R","115177","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","aurigenius","Evolvulus aurigenius","Mart.","Vidal, J.","II - 6210","1953","02",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"Falcão, J.",NA,NA,NA,NA,NA,NA,NA,NA,"1964",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-01-14 15:27:20-03","MN","R","27480","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","aurigenius","Evolvulus aurigenius","Mart.","Hoehne, F.C.","6214","1915","11",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-01-14 15:27:20-03","MN","R","40466","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","aurigenius","Evolvulus aurigenius","Mart.",NA,NA,NA,NA,NA,"Brasil","Mato Grosso",NA,NA,NA,NA,NA,"Simão-Bianchini, R.",NA,NA,NA,NA,NA,NA,NA,NA,"1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-01-14 15:27:20-03","MN","R","40471","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","aurigenius","Evolvulus aurigenius","Mart.",NA,NA,NA,NA,NA,"Brasil","Mato Grosso",NA,NA,NA,NA,NA,"Simão-Bianchini, R.",NA,NA,NA,NA,NA,NA,NA,NA,"1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-01-14 15:27:20-03","MN","R","40465","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","aurigenius","Evolvulus aurigenius","Mart.","Netto, L.S.M.","332","1862","09",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"Simão-Bianchini, R.","21",NA,NA,NA,NA,"Barbacena","-43.7736015319824","-21.2257995605469","1991",NA,NA,"27982","auto",NA,NA,NA,NA,NA,NA
"29","2021-01-14 15:27:20-03","MN","R","40455","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","aurigenius","Evolvulus aurigenius","Mart.","Netto, L.S.M.; Glaziou, A.F.M.; Fortunato, R.H.; Rangel, E.S. & Schwacke, C.A.W.",NA,"1879","06",NA,"Brasil","Minas Gerais",NA,NA,"Plantas do Brasil Central","R000040455","R000040455_001 R000040455_002","Simão-Bianchini, R.","21",NA,NA,NA,NA,"Barbacena","-43.7736015319824","-21.2257995605469","1986","09","05","27982","auto",NA,NA,NA,NA,NA,NA
"30","2021-01-14 15:27:20-03","MN","R","156314","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","aurigenius","Evolvulus aurigenius","Mart.","Trinta, Z.A.; Trinta, E.F.","581","1964","03",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"Simão-Bianchini, R.","28",NA,NA,NA,NA,"Barbacena","-43.7736015319824","-21.2257995605469",NA,NA,NA,"27982","auto",NA,NA,NA,NA,NA,NA
"31","2021-03-01 16:28:37-03","UNICAMP","UEC","19980","S","Plantae","Magnoliopsida",NA,"Convolvulaceae","Evolvulus","aurigenius","Evolvulus aurigenius macroblepharis","(Mart.) Hassl.","Gabrielli, AC; et al.","346","1980","11",NA,"Brazil","Minas Gerais","Campo do Saco.",NA,"Erva prostrada, flores azuis.","UEC090745","UEC090745","Holler, MT","05",NA,NA,"macroblepharis",NA,"Poços de Caldas","-46.564722","-21.838889","1982","11","04",NA,NA,NA,"-46.564722","-21.838889",NA,NA,NA
"32","2021-03-01 16:28:37-03","UNICAMP","UEC","20495","S","Plantae","Magnoliopsida",NA,"Convolvulaceae","Evolvulus","aurigenius","Evolvulus aurigenius macroblepharis","(Mart.) Hassl.","Tamashiro, JY; et al.","127","1980","08",NA,"Brazil","Minas Gerais","Campo do Saco.",NA,"Herbáceo, prostrado, flores brancas. Nativo em campo.","UEC090746","UEC090746","Holler, MT","27",NA,NA,"macroblepharis",NA,"Poços de Caldas","-46.564722","-21.838889","1982","11","04",NA,NA,NA,"-46.564722","-21.838889",NA,NA,NA
"33","2021-03-01 16:28:37-03","UNICAMP","UEC","20496","S","Plantae","Magnoliopsida",NA,"Convolvulaceae","Evolvulus","aurigenius","Evolvulus aurigenius macroblepharis","(Mart.) Hassl.","Martins, FR; et al.","296","1980","10",NA,"Brazil","Minas Gerais","Campo do Saco.",NA,"Erva rasteira, flores roxas, em campo.","UEC090747","UEC090747","Holler, MT","16",NA,NA,"macroblepharis",NA,"Poços de Caldas","-46.564722","-21.838889","1982","11","04",NA,NA,NA,"-46.564722","-21.838889",NA,NA,NA
"34","2021-03-01 16:28:37-03","UNICAMP","UEC","22602","S","Plantae","Magnoliopsida",NA,"Convolvulaceae","Evolvulus","aurigenius","Evolvulus aurigenius macroblepharis","(Mart.) Hassl.","Stubblebine, WH; et al.","523","1980","11",NA,"Brazil","Minas Gerais","Campo do Saco.",NA,"Erva prostrada flores roxas.","UEC090751","UEC090751","Holler, MT","19",NA,NA,"macroblepharis",NA,"Poços de Caldas","-46.564722","-21.838889","1982","03","04",NA,NA,NA,"-46.564722","-21.838889",NA,NA,NA
"35","2021-03-01 16:28:37-03","UNICAMP","UEC","25694","S","Plantae","Magnoliopsida",NA,"Convolvulaceae","Evolvulus","aurigenius","Evolvulus aurigenius macroblepharis","(Mart.) Hassl.","Leitão Filho, HF; Gouvêa, LSK; Martins, FR; Tamashiro, JY; et al.","1395","1981","11",NA,"Brazil","Minas Gerais","Campo do Saco.",NA,"Flores azuladas.","UEC090744","UEC090744","Holler, MT","30",NA,NA,"macroblepharis",NA,"Poços de Caldas","-46.564722","-21.838889","1982","11","04",NA,NA,NA,"-46.564722","-21.838889",NA,NA,NA
"36","2021-03-01 16:28:37-03","UNICAMP","UEC","25743","S","Plantae","Magnoliopsida",NA,"Convolvulaceae","Evolvulus","aurigenius","Evolvulus aurigenius macroblepharis","(Mart.) Hassl.","Leitão Filho, HF; Gouvêa, LSK; Martins, FR; Tamashiro, JY; et al.","1411","1981","11",NA,"Brazil","Minas Gerais","Morro do Ferro.",NA,"Erva de flores azuis.","UEC090743","UEC090743","Holler, MT","30",NA,NA,"macroblepharis",NA,"Poços de Caldas","-46.564722","-21.838889","1982","11","04",NA,NA,NA,"-46.564722","-21.838889",NA,NA,NA
"37","2021-03-01 16:28:37-03","UNICAMP","UEC","29833","S","Plantae","Magnoliopsida",NA,"Convolvulaceae","Evolvulus","aurigenius","Evolvulus aurigenius macroblepharis","(Mart.) Hassl.","Leitão Filho, HF; Shepherd, GJ; Joly, CA; Yamamoto, Y","1765","1982","11",NA,"Brazil","Minas Gerais","Campo do Saco.",NA,"Erva 0,07 m, flores azuladas.","UEC090748","UEC090748","Silva, CV","30",NA,NA,"macroblepharis",NA,"Poços de Caldas","-46.564722","-21.838889","2013","07","05",NA,NA,NA,"-46.564722","-21.838889",NA,NA,NA
"38","2021-03-01 16:28:37-03","UNICAMP","UEC","30999","S","Plantae","Magnoliopsida",NA,"Convolvulaceae","Evolvulus","aurigenius","Evolvulus aurigenius macroblepharis","(Mart.) Hassl.","Semir, J; Stubblebine, WH","1940","1983","02",NA,"Brazil","Minas Gerais","Campo do Saco.",NA,"Erva prostrada com flor azul.","UEC090750","UEC090750","Macias, L","07",NA,NA,"macroblepharis",NA,"Poços de Caldas","-46.564722","-21.838889","1984","04","09",NA,NA,NA,"-46.564722","-21.838889",NA,NA,NA
"39","2021-03-01 16:28:37-03","UNICAMP","UEC","156948","S","Plantae","Magnoliopsida",NA,"Convolvulaceae","Evolvulus","aurigenius","Evolvulus aurigenius meissnerianus","Ooststr.","Kinoshita, LS; Kotovski, ER; Galvão, JC; Braga, KRR; Pereira, MR; et al.","11-221","2011","02",NA,"Brazil","Minas Gerais","Região da Serra da Canastra, Trilha do Macaco, Floresta Estacional Semidecidual.",NA,"Herbácea, cálice verde, corola azul e anteras brancas.","UEC015136","UEC015136","Simão-Bianchini, R","19","1013","1013","meissnerianus",NA,"Delfinópolis","-46.545","-20.488056","2017","07","11",NA,NA,NA,"-46.545","-20.488056",NA,NA,NA
"40","2021-03-01 16:28:37-03","UNICAMP","UEC","102776","S","Plantae","Magnoliopsida",NA,"Convolvulaceae","Evolvulus","aurigenius","Evolvulus aurigenius","Mart.","Kinoshita, LS; Crespo, S; Feres, FR","98-199","1998","10",NA,"Brazil","Minas Gerais","Fazenda Grão-Mogol.",NA,"Corola azul, em campo.","UEC090728","UEC090728","Silva, CV","06",NA,NA,NA,NA,"Carrancas","-44.6425018310547","-21.4874992370605","2013","07","05","21143","auto",NA,NA,NA,NA,NA,NA
"41","2021-03-01 16:28:37-03","UNICAMP","UEC","64418","S","Plantae","Magnoliopsida",NA,"Convolvulaceae","Evolvulus","aurigenius","Evolvulus aurigenius","Mart.","Chukr, NS; Souza, VC; Menezes, NL; Simão, RC; Kameyama, C","CFSC9456","1985","12",NA,"Brazil","Minas Gerais","Estrada da Usina, beira da estrada.",NA,"Erva 20 cm. Flores arroxeadas de 1 cm de raio. Estames brancos, folhas com bordos avermelhados.","UEC094977","UEC094977","Simão-Bianchini, R","14",NA,NA,NA,NA,"Santana do Riacho","-43.7144012451172","-19.1688995361328","1991","04","08","26557","auto",NA,NA,NA,NA,NA,NA
"42","2020-02-10 17:51:52-03","UNICAMP","UEC","64418","S","Plantae","Magnoliopsida",NA,"Convolvulaceae","Evolvulus","aurigenius","Evolvulus aurigenius","Mart.","Chukr, NS; Souza, VC; Menezes, NL; Simão, RC; Kameyama, C","9456","1985",NA,NA,"Brazil","Minas Gerais","Serra do Cipó",NA,"flor, estrada da usina, beira da estrada. Erva 20 cm. Flores arroxeadas com 1 cm de raio. Estames brancos. Folhas com bordos avermelhados.",NA,NA,"Simão-Bianchini, R",NA,NA,NA,NA,NA,"Santana do Riacho","-43.7144012451172","-19.1688995361328","1991","04",NA,"26557","auto",NA,NA,NA,NA,NA,NA
"43","2021-03-01 16:28:37-03","UNICAMP","UEC","107104","S","Plantae","Magnoliopsida",NA,"Convolvulaceae","Evolvulus","aurigenius","Evolvulus aurigenius","Mart.","Freitas, L; Sazima, M","168","1999","01",NA,"Brazil","Minas Gerais","São José do Barreiro, Caminho do Pico Tira Chapéu.",NA,"Erva caspitosa, 6-10 cm, corola lilás.; Campo de altitude.","UEC094978","UEC094978","Simão-Bianchini, R","24",NA,NA,NA,NA,"São Roque de Minas","-46.3657989501953","-20.2453002929688","1999",NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA
"44","2021-03-01 16:28:37-03","UNICAMP","UEC","101600","S","Plantae","Magnoliopsida",NA,"Convolvulaceae","Evolvulus","aurigenius","Evolvulus aurigenius","Mart.","Freitas, L; Sazima, M","168","1999","01",NA,"Brazil","Minas Gerais","São José do Barreiro, Caminho do Pico Tira Chapéu.",NA,"Erva caspitosa, 6-10 cm, corola lilás.; Campo de altitude.","UEC090076","UEC090076","Simão-Bianchini, R","24",NA,NA,NA,NA,"São Roque de Minas","-46.3657989501953","-20.2453002929688","1999",NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA
"45","2021-03-01 16:28:37-03","UNICAMP","UEC","107102","S","Plantae","Magnoliopsida",NA,"Convolvulaceae","Evolvulus","aurigenius","Evolvulus aurigenius","Mart.","Freitas, L; Sazima, M","181","1998","01",NA,"Brazil","São Paulo","Caminho do pico Tira Chapéu.",NA,"Erva cespitosa/6-10cm. Corola lilás.; Campo de altitude.","UEC094976","UEC094976","Simão-Bianchini, R","24",NA,NA,NA,NA,"São José do Barreiro","-44.5699996948242","-22.6399993896484","2009",NA,NA,"30784","auto",NA,NA,NA,NA,NA,NA
"46","2021-03-01 16:28:37-03","UNICAMP","UEC","107103","S","Plantae","Magnoliopsida",NA,"Convolvulaceae","Evolvulus","aurigenius","Evolvulus aurigenius","Mart.","Freitas, L; Sazima, M","159","1998","01",NA,"Brazil","São Paulo","Caminho do pico Tira Chapéu.",NA,"Erva cespitosa/6-10cm. Corola lilás.; Campo de altitude.",NA,NA,"Simão-Bianchini, R","24",NA,NA,NA,NA,"São José do Barreiro","-44.5699996948242","-22.6399993896484","2009",NA,NA,"30784","auto",NA,NA,NA,NA,NA,NA
"47","2021-03-01 16:28:37-03","UNICAMP","UEC","107103","S","Plantae","Magnoliopsida",NA,"Convolvulaceae","Evolvulus","aurigenius","Evolvulus aurigenius","Mart.","Freitas, L; Sazima, M","159","1999","01",NA,"Brazil","São Paulo","Caminho do Pico Tira Chapéu.",NA,"Erva caspitosa, 6-10 cm, corola lilás.; Campo de altitude.","UEC094973","UEC094973","Bianchini, RS","24",NA,NA,NA,NA,"São José do Barreiro","-44.5699996948242","-22.6399993896484","2009",NA,NA,"30784","auto",NA,NA,NA,NA,NA,NA
"48","2019-11-05 16:46:47-03","UFOP","OUPR","4382","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","aurigenius","Evolvulus aurigenius","Mart.","Zurlo, M.A.; Kassis, A. & Peron, M.V.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Serra da Moeda, (Área da MBR)",NA,"Erva prostrada. Flores azul-violáceas. Campo ferruginoso.",NA,NA,"Kassis, A.",NA,NA,NA,NA,NA,"Belo Horizonte","-43.937801361084","-19.9207992553711","1986","03","21","17082","auto",NA,NA,NA,NA,NA,NA
