"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","recordNumber","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","yearIdentified","monthIdentified","dayIdentified","typeStatus","fieldNumber","individualCount"
"11","2021-01-14 15:33:58-03","MN","R","7557","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Qualea","glaziovii","Qualea glaziovii","Warm.","Lisboa, M.","Glaziou, A.F.M.","1873","02","02",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000007557","R000007557_001","6473",NA,NA,NA,NA,NA,NA,NA,"2000","08","07",NA,NA,NA
"12","2015-07-02 14:04:33-03","JBP","HPL","10857","S","Plantae",NA,NA,"Vochysiaceae","Qualea","glaziovii","Qualea glaziovii",NA,"R. Tsuji","R. Tsuji","2008","11","27",NA,"Brasil","SP","Apiaí","Coletado na estrada de terra saindo de Barra do Chapéu ca. 14 Km antes da cidade.","-48.84","-24.5",NA,NA,NA,NA,"2721",NA,NA,"37738","auto",NA,NA,NA,"2008","11","27",NA,NA,NA
"13","2015-07-02 14:04:33-03","JBP","HPL","7326","S","Plantae",NA,NA,"Vochysiaceae","Qualea","glaziovii","Qualea glaziovii","Warm.","G. Shimizu & Kikyo","R. Tsuji","2007","02","14",NA,"Brasil","SP","Apiaí","Coletado em borda de estrada (para Apiaí).","-48.84","-24.5",NA,NA,NA,NA,"1637",NA,NA,"37738","auto",NA,NA,NA,"2008","05","05",NA,NA,NA
"14","2019-02-15 11:52:05-02","IPA","IPA","40571","S","Plantae","Plantae",NA,"Vochysiaceae","Qualea","glaziovii","Qualea glaziovii","Warm.",NA,"Glaziou",NA,NA,NA,"Southern America","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"IPA0040571",NA,"2567",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-02-15 11:52:05-02","IPA","IPA","40572","S","Plantae","Plantae",NA,"Vochysiaceae","Qualea","glaziovii","Qualea glaziovii","Warm.",NA,"Glaziou",NA,NA,NA,"Southern America","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"IPA0040572",NA,"6473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-08-20 10:28:09-03","UNICAMP","UEC","148186","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Qualea","glaziovii","Qualea glaziovii","Warm.","Shimizu, GH; Yamamoto, K","Tsuji, R","2007","02","14",NA,"Brazil","São Paulo","Apiaí","Coletada em borda de estrada para Apiaí.","-49.077222","-24.335278",NA,"Árvore, tronco colunar, ca. 30 m de altura. Flores ausentes. Frutos pardos.",NA,NA,"1637",NA,NA,NA,NA,"-49.077222","-24.335278",NA,"2008",NA,NA,NA,NA,NA
"17","2021-03-01 16:43:07-03","UNICAMP","UEC","204926","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Qualea","glaziovii","Qualea glaziovii","Warm.","Shimizu, GH","Külkamp, J","2019","01","10",NA,"Brazil","Santa Catarina","Santa Rosa de Lima","Brasil, Santa Catarina, Santa Rosa de Lima.Propriedade de Adir Külkamp.","-49.166667","-27.993889",NA,"Altura:6m.Árvore com folhas coriáceas, pétalas brancas com mancha aroxeada na base, frutos castanhos quando deiscêntes.Pouco abundante no local.; Floresta Ombrófila Densa, encosta de floresta em estágio de regeneração secundário.","UEC161610","UEC161610","724",NA,NA,NA,NA,"-49.166667","-27.993889",NA,"2019","01","16",NA,NA,NA
"18","2021-03-01 16:43:07-03","UNICAMP","UEC","58892","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Qualea","glaziovii","Qualea glaziovii","Warm.","Lisboa, M","João, AA; Meira Neto, JAA; et al.","1988","06","07",NA,"Brazil","São Paulo","Atibaia","Pico da Pedra Grande.","-46.5499992370605","-23.1100006103516",NA,"Árvore com 10 m, frutos imaturos castanhos, isolada.","UEC016782","UEC016782","21478",NA,NA,"21675","auto",NA,NA,NA,"2000","08","07",NA,NA,NA
"19","2021-03-01 16:43:07-03","UNICAMP","UEC","182998","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Qualea","glaziovii","Qualea glaziovii","Warm.","Lisboa, M","Kuhlmann, M","1951","12","20",NA,"Brazil","São Paulo","São Paulo","Cantareira.&nf;Mata do Horto Florestal.","-46.6300010681152","-23.5400009155273",NA,"Árvore alta com tronco de 1,70 de circunferência e 15m de alt.","UEC104087","UEC104087","79639",NA,NA,"53584","auto",NA,NA,NA,"2000","08","07",NA,NA,NA
"20","2020-10-14 10:07:08-03","FURB","FURB","64159","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Qualea","glaziovii","Qualea glaziovii","Warm.","Kassner-Filho, A.","Kassner-Filho, A.","2019","06","03",NA,"Brasil","Santa Catarina","Ilhota","Trilha do Morro do Baú.","-48.9305556","-26.7994444",NA,"fruto imaturo Habitat: topo de morro Habito: arbórea","FURB64159","FURB64159","5234","780","780",NA,NA,"-48.9305556","-26.7994444",NA,"2019","06","03",NA,NA,NA
"21","2020-06-29 09:32:40-03","UFRRJ","RBR","45976","S","Plantae",NA,NA,"Vochysiaceae","Qualea","glaziovii","Qualea glaziovii","Warm.","M. Gomes","J.O. Mendonça-Junior","2015","08","10",NA,"Brasil","Rio de Janeiro","Teresópolis","Fazenda Sr. Pierre. Relevo montanhoso, solo úmido. PNM Montanhas de Teresópolis","-42.929722","-22.229722",NA,NA,"RBR00045976",NA,"s/n","985","985",NA,NA,"42º55'47''W","22º13'47''S",NA,"2018","01","29",NA,NA,NA
"22","2020-12-21 16:47:35-03","MBM","MBM","29694","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Qualea","glaziovii","Qualea glaziovii","Warm.","Lisboa, M.","Segadas-Vianna, F.; et al.; et al.","1953","05","30","Southern America","Brazil","Rio de Janeiro",NA,"Estrada de Campos a Atafona, 1 Km ao sul da bifurcação para Curuçai",NA,NA,NA,"Restinga","MBM029694","MBM029694","I415",NA,NA,NA,NA,NA,NA,NA,"2000","08","07",NA,NA,NA
"23","2020-12-21 16:47:35-03","MBM","MBM","6685","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Qualea","glaziovii","Qualea glaziovii","Warm.","Lisboa, M.","Hatschbach, G.","1966","12","28","Southern America","Brazil","Paraná","Campina Grande do Sul","Morro Cerro Verde","-49.0553016662598","-25.3055992126465",NA,"Árvore 25m, pétalas alvas com nervuras lilás na base.","MBM006685","MBM006685","15567","1100","1100","55154","auto",NA,NA,NA,"1999","10",NA,NA,NA,NA
"24","2020-12-21 16:47:35-03","MBM","MBM","2990","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Qualea","glaziovii","Qualea glaziovii","Warm.","Lisboa, M.","Klein, R.M.","1955","02","10","Southern America","Brazil","Santa Catarina","Itajaí","Morro da Fazenda","-48.6618995666504","-26.9078006744385",NA,"Mata. Árvore 15m alt. Flor branco-estriada","MBM002990","MBM002990","1035","300","300","27253","auto",NA,NA,NA,"1999","10",NA,NA,NA,NA
"25","2020-12-21 16:47:35-03","MBM","MBM","153219","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Qualea","glaziovii","Qualea glaziovii","Warm.","Pastore, J.A.","Rodrigues, A.","1940","08",NA,"Southern America","Brazil","São Paulo","São Paulo","Bairro da Cachoeirinha","-46.6300010681152","-23.5400009155273",NA,"Árvore com frutos","MBM153219","MBM153219","692",NA,NA,"53584","auto",NA,NA,NA,"1992","01",NA,NA,NA,NA
"26","2020-12-21 16:47:35-03","MBM","MBM","153218","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Qualea","glaziovii","Qualea glaziovii","Warm.","Pastore, J.A.","Braga, R.","1969","01","16","Southern America","Brazil","São Paulo","São Paulo","Serra da Cantareira, Região do Pinheirinho","-46.6300010681152","-23.5400009155273",NA,"ÁRvore L2-9","MBM153218","MBM153218","s.n.",NA,NA,"53584","auto",NA,NA,NA,"1992",NA,NA,NA,NA,NA
"27","2020-12-21 16:47:35-03","MBM","MBM","6686","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Qualea","glaziovii","Qualea glaziovii","Warm.","Lisboa, M.","Hatschbach, G.","1967","04","08","Southern America","Brazil","Paraná","Campina Grande do Sul","Pico Caratuva","-49.0553016662598","-25.3055992126465",NA,"ÁRvore da mata nebular da encosta de morro","MBM006686","MBM006686","16269","1300","1500","55154","auto",NA,NA,NA,"1999","10",NA,NA,NA,NA
"28","2019-11-01 15:28:42-03","PUC-RIO","FCAB","5438","PreservedSpecimen","Plantae",NA,"Angiospermae","Vochysiaceae","Qualea","glaziovii","Qualea glaziovii","Warm.","M.C. Voanna","R.R. Oliveira; D. Flores; C.A.L. Oliveira","1995","08","08",NA,"Brasil","Rio de Janeiro","Ilha Grande","Trilha para o Pico do Papagaio",NA,NA,NA,"Ávore com 20 metros de altura.","FCAB005438",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,"1995","09",NA,NA,NA,NA
"29","2015-09-04 04:09:21-03","MNHN","RECOLNAT_MNHN_P","P00733739","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Qualea","glaziovii","Qualea glaziovii","Warm.","Stafleu","Glaziou, A.","1869","2","23",NA,"brésil",NA,NA,"Tijuca",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00733739' target='other'> <mi>dwc_moreinfo</mi></a>","P00733739","P00733739_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"syntype","2926",NA
"30","2015-09-04 08:36:11-03","MNHN","RECOLNAT_MNHN_P","P00733740","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Qualea","glaziovii","Qualea glaziovii","Warm.","Stafleu","Glaziou, A.","1869","12","29",NA,"brésil",NA,NA,"Province de Rio de Janeiro, Tijuca",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00733740' target='other'> <mi>dwc_moreinfo</mi></a>","P00733740","P00733740_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"syntype","3957",NA
"31","2015-09-04 04:33:18-03","MNHN","RECOLNAT_MNHN_P","P00733741","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Qualea","glaziovii","Qualea glaziovii","Warm.",NA,"Glaziou, A.","1868","2","7",NA,"brésil",NA,NA,"Rio de Janeiro: Tijuca",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00733741' target='other'> <mi>dwc_moreinfo</mi></a>","P00733741","P00733741_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type","2567",NA
"32","2015-10-02 23:04:37-03","MNHN","RECOLNAT_MNHN_P","P00733742","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Qualea","glaziovii","Qualea glaziovii","Warm.",NA,"Glaziou, A.","1868","2","7",NA,"brésil",NA,NA,"Rio de Janeiro: Tijuca",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00733742' target='other'> <mi>dwc_moreinfo</mi></a>","P00733742","P00733742_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type","2567",NA
"33","2014-01-16 11:35:38-02","MNHN","RECOLNAT_MNHN_P","P00733743","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Qualea","glaziovii","Qualea glaziovii","Warm.","Stafleu","Glaziou, A.","1868","2","7",NA,"brésil",NA,NA,"Rio de Janeiro: Tijuca",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00733743' target='other'> <mi>dwc_moreinfo</mi></a>","P00733743","P00733743_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype","2567",NA
"34","2015-09-05 04:54:44-03","MNHN","RECOLNAT_MNHN_P","P04635968","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Qualea","glaziovii","Qualea glaziovii","Warm.",NA,"Glaziou, A.","1892","6","2",NA,"Brasil","Rio de Janeiro",NA,"Alto Macahé",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04635968' target='other'> <mi>dwc_moreinfo</mi></a>","P04635968","P04635968_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19147",NA
"35","2015-09-05 05:15:18-03","MNHN","RECOLNAT_MNHN_P","P00733738","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Qualea","glaziovii","Qualea glaziovii","Warm.","Stafleu","Glaziou, A.","1967","11","12",NA,"brésil",NA,NA,"Rio de Papagaio",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00733738' target='other'> <mi>dwc_moreinfo</mi></a>","P00733738","P00733738_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"syntype","21113",NA
"36","2015-09-05 04:56:13-03","MNHN","RECOLNAT_MNHN_P","P04635970","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Qualea","glaziovii","Qualea glaziovii","Warm.",NA,"Glaziou, A.","1892","3","2",NA,"Brasil","Rio de Janeiro",NA,"Alto Macahé",NA,NA,"hb","Nome Vulgar: Carvalho <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04635970' target='other'> <mi>dwc_moreinfo</mi></a>","P04635970","P04635970_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19147",NA
"37","2015-09-05 04:56:13-03","MNHN","RECOLNAT_MNHN_P","P04635971","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Qualea","glaziovii","Qualea glaziovii","Warm.",NA,"Blanchet",NA,NA,NA,NA,"Brasil","Bahia",NA,NA,NA,NA,"hb","Nome vulgar: Oitin <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04635971' target='other'> <mi>dwc_moreinfo</mi></a>","P04635971","P04635971_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"211",NA
"38","2015-09-05 04:54:33-03","MNHN","RECOLNAT_MNHN_P","P04635965","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Qualea","glaziovii","Qualea glaziovii","Warm.",NA,"Glaziou, A.","1888","3","5",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Brésil (Rio Janeiro) Alto Macahé","-42.5311012268066","-22.2819004058838","hb","Herbier de A. Glaziou donné para Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04635965' target='other'> <mi>dwc_moreinfo</mi></a>","P04635965","P04635965_01",NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,"16766",NA
"39","2015-09-05 04:54:33-03","MNHN","RECOLNAT_MNHN_P","P04635967","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Qualea","glaziovii","Qualea glaziovii","Warm.",NA,"Glaziou, A.","1892","3","2",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Brésil (Rio Janeiro) Alto Macahé","-42.5311012268066","-22.2819004058838","hb","Herbier de A. Glaziou donné para Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04635967' target='other'> <mi>dwc_moreinfo</mi></a>","P04635967","P04635967_01",NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,"19147",NA
"40","2015-09-05 04:56:13-03","MNHN","RECOLNAT_MNHN_P","P04635969","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Qualea","glaziovii","Qualea glaziovii","Warm.",NA,"Ducke, A.","1925","2","26",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Horto Bot. Rio de Janeiro. Culta","-43.2075004577637","-22.9027996063232","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04635969' target='other'> <mi>dwc_moreinfo</mi></a>","P04635969","P04635969_01",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2015-09-05 04:54:33-03","MNHN","RECOLNAT_MNHN_P","P04635966","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Qualea","glaziovii","Qualea glaziovii","Warm.",NA,"Glaziou, A.","1873","2","2",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Tijuca","-43.2075004577637","-22.9027996063232","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04635966' target='other'> <mi>dwc_moreinfo</mi></a>","P04635966","P04635966_01",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,"6473",NA
"42","2020-12-11 11:43:02-03","UFMG","BHCB","136786","PreservedSpecimen","Plantae","Dicotyledon",NA,"Vochysiaceae","Qualea","glaziovii","Qualea glaziovii","Warm.",NA,"Santos, MF; Marques, JBC","2008","10","22","Southern America","Brasil","Minas Gerais","Itambé do Mato Dentro","Distrito de Santana do Rio Preto (Cabeça de Boi)., APA. do Parque Nacional da Serra do Cipó. Terras de José Agostinho, na mata.","-43.402056","-19.396361",NA,"Árvore, 9 m . Ramos avermelhados. Folhas com face adaxial brilhante, face abaxial alvo-esverdeada. Estéril. Material prensado em álcool.",NA,NA,"512",NA,NA,NA,NA,"-43.402056","-19.396361",NA,NA,NA,NA,NA,NA,NA
"43","2008-05-27 22:02:00-03","MO","MOBOT","2905029","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Qualea","glaziovii","Qualea glaziovii","Warm.","F.A. Stafleu","Per Dusén","1914",NA,NA,"South America","Brazil","Paraná",NA,"Jaguariahyra, in campo cerrado.",NA,NA,NA,NA,NA,NA,"Dusén 387a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2011-02-23 13:12:00-03","MO","MOBOT","2905085","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Qualea","glaziovii","Qualea glaziovii","Warm.","J.A. Pastore","B. Braga","1969",NA,NA,"South America","Brazil","São Paulo",NA,"Município de São Paulo, serra da Cantareira, região do núcleo Pinheirinho.",NA,NA,NA,NA,NA,NA,"Braga s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-11-18 11:41:43-03","UERJ","HRJ","11590","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Qualea","glaziovii","Qualea glaziovii","Warm.",NA,"?",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Angra dos Reis","Ilha Grande.","-44.3180999755859","-23.0067005157471",NA,NA,"HRJ00011540",NA,"s.n.",NA,NA,"32988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-11-18 11:41:43-03","UERJ","HRJ","12477","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Qualea","glaziovii","Qualea glaziovii","Warm.",NA,"S.J. Silva Neto; W. Silva, C.L. Oliveira, D.C. Paiva","2012","02","07",NA,"Brasil","Rio de Janeiro","Angra dos Reis","Ilha Grande.","-44.3180999755859","-23.0067005157471",NA,NA,"HRJ00012660",NA,"s.n.",NA,NA,"32988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-02-04 10:30:32-03","UFRPE","HST","1145","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Qualea","glaziovii","Qualea glaziovii","Warm.","M.Vianna","S.Tavares","1962","11","16",NA,"Brasil","Pernambuco","Recife","Mata de Dois Irmãos","-34.8810997009277","-8.05389022827148",NA,"Árvore, cerca de 10m alt. e 0,18m de diâmetro na base. Flores perfumadas.","HST001145",NA,"1136",NA,NA,"18865","auto",NA,NA,NA,"2000","10","13",NA,NA,NA
"48","2020-09-12 05:00:02-03","US","US","1442321","PreservedSpecimen","Plantae",NA,"Polygalales","Vochysiaceae","Qualea","glaziovii","Qualea glaziovii","Warm.",NA,"J. G. Kuhlmann & A. Ducke","1925","2","26","South America - Neotropics","Brazil","Rio de Janeiro","Rio de Janeiro","Hort. Bot. Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"US01874236","US01874236_01 US01874236_02","s.n.",NA,NA,"57442","auto",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1"
"49","2020-09-12 05:00:02-03","US","US","1342078","PreservedSpecimen","Plantae",NA,"Polygalales","Vochysiaceae","Qualea","glaziovii","Qualea glaziovii","Warm.",NA,"P. K. Dusén","1914","5","19","South America","Brazil","Paraná",NA,"Jaguariahyva.",NA,NA,NA,NA,"US03329814","US03329814_01","387a","740",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1"
"50","2020-09-12 05:00:02-03","US","US","2650245","PreservedSpecimen","Plantae",NA,"Polygalales","Vochysiaceae","Qualea","glaziovii","Qualea glaziovii","Warm.",NA,"A. P. Duarte","1959","6","23","South America - Neotropics","Brazil","Rio de Janeiro","Rio de Janeiro","Tijuca","-43.2075004577637","-22.9027996063232",NA,NA,"US01874235","US01874235_01 US01874235_02","4857",NA,NA,"57442","auto",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1"
"51","2020-09-02 16:40:39-03","Cenargen","CEN","19293","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Qualea","glaziovii","Qualea glaziovii","Warm.","J. A. Pastore","João Batista Baitello","1979","01","16",NA,"Brasil","SP","SAO PAULO","Serra da Cantareira, região da Chapada.","-46.6300010681152","-23.5400009155273","Exsicatas","Flor com pétala maior com os bordos róseos e o centro avermelhado e piloso. SPSF nº 06247.&nf;Doação do Ex-Herbário D. Bento Pickel. Instituto Florestal.","CEN00019293","CEN00019293",NA,NA,NA,"53584","auto",NA,NA,NA,"1991",NA,NA,NA,NA,"1"
