"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","coordinatePrecision","geoFlag","typeStatus","yearIdentified","class","relatedCatalogItem","verbatimLongitude","verbatimLatitude","fieldNumber","monthIdentified","dayIdentified","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","810380","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A.Mori","S. A. Mori","G. T. Prance","s.n.",NA,NA,NA,"South America","Brazil","Amazonas","Manaus-Caracaraí, km 134.","-60.1142693","-1.8389715",NA,NA,"separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=818890' target='other'> <mi>dwc_moreinfo</mi></a>","NY00810380","NY00810380_01","Manaus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00810306","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A.Mori","S. A. Mori","M. G. M. Van Roosmalen","F-294","1987","09","02","South America","Brazil","Amazonas","Distrito Agropecuário, Reserva km 41 of the World Wildlife Fund/INPA Minimum Critical Size of Ecosystems Project. 80 km N of Manaus.","-59.73056","-2.41625","100","100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=816961' target='other'> <mi>dwc_moreinfo</mi></a>","NY00810306","NY00810306_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00810291","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A.Mori","S. A. Mori","N. M. Lepsch da Cunha","426","1989","10","10","South America","Brazil","Amazonas","Distrito Agropecuário, Reserva 1501 (km 41) da WWF/INPA Projeto da Dinamica Bologica dos Fragmentos Florstais.","-59.73055556","-2.40722222","50","150","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=816723' target='other'> <mi>dwc_moreinfo</mi></a>","NY00810291","NY00810291_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00810286","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A.Mori","S. A. Mori","M. A. de Freitas","732","1991","04","17","South America","Brazil","Amazonas","Distrito Agropecuário, Reserve 1501 (km 41).","-59.74583333","-2.41625","50","125","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=816712' target='other'> <mi>dwc_moreinfo</mi></a>","NY00810286","NY00810286_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","810298","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A.Mori","S. A. Mori","C. A. Cid Ferreira","7589","1986","07","16","South America","Brazil","Amazonas","Estrada do Canteiro de obras da Usina Hidrelétrica de Balbina, próximo ao aeroporto.","-59.4131","-1.925",NA,NA,"separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=816794' target='other'> <mi>dwc_moreinfo</mi></a>","NY00810298","NY00810298_01 NY00810298_02","Presidente Figueiredo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","810294","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A.Mori","S. A. Mori","C. A. Cid Ferreira","941","1979","08","30","South America","Brazil","Amazonas","BR-174 estrada Manaus-Caracaraí km 97, ramal da estrada da Hidreletrica de Balbina km 7, a 600 m da margem da estrada lado direito.","-60.0250015258789","-3.10193991661072",NA,NA,"separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=816787' target='other'> <mi>dwc_moreinfo</mi></a>","NY00810294","NY00810294_01","Manaus","138090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","810293","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A.Mori","S. A. Mori","C. A. Cid Ferreira","941","1979","08","30","South America","Brazil","Amazonas","BR-174 estrada Manaus-Caracaraí km 97, ramal da estrada da Hidreletrica de Balbina km 7, a 600 m da margem da estrada lado direito.","-60.0250015258789","-3.10193991661072",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=816785' target='other'> <mi>dwc_moreinfo</mi></a>","NY00810293","NY00810293_01","Manaus","138090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00810305","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A.Mori","S. A. Mori","M. Pacheco","14","1988","11","02","South America","Brazil","Amazonas","Distrito Agropecuário, Fazenda Dimona of the WWF/INPA MCS project, ca. 72 km N of Manaus.","-60.08","-2.32","50","125","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=816957' target='other'> <mi>dwc_moreinfo</mi></a>","NY00810305","NY00810305_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","810308","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A.Mori","M. H. Nee","C. Dick","123","1992","05","19","South America","Brazil","Amazonas","ca. 80 km N de Manaus, Distrito Agropecuário da SUFRAMA, Rodovia BR 174, km 64, depois 7 km leste na ZF3, Fazenda Porto Alegre","-59.9865854","-2.3900614","50","125","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=816974' target='other'> <mi>dwc_moreinfo</mi></a>","NY00810308","NY00810308_01","Manaus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00810299","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A.Mori","S. A. Mori","S. S. da Silva","3304.5542.2","1989","09","20","South America","Brazil","Amazonas","Ca. 90 km N de Manaus, Distrito Agropecuário da SUFRAMA, Rodovia BR 174, km 64, depois 7 km leste na ZF3, Fazenda Porto Alegre.","-59.9865854","-2.3900614",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=816795' target='other'> <mi>dwc_moreinfo</mi></a>","NY00810299","NY00810299_01","Manaus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","810295","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A.Mori","S. A. Mori","D. E. Costich","836","1981","05","14","South America","Brazil","Amazonas","Distrito Agropecuário da SUFRAMA, Estrada ZF-3, Fazenda Esteio, km 23 (Reserva 1202)","-59.8885828","-2.4292245",NA,NA,"separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=816789' target='other'> <mi>dwc_moreinfo</mi></a>","NY00810295","NY00810295_01","Manaus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00810381","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A.Mori","S. A. Mori","S. A. Mori","19322","1988","10","22","South America","Brazil","Amazonas","Distrito Agropecuário, Reserva 1501 (km 41) of the WWF/INPA MCS Project.","-59.74583333","-2.41625","50","125","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=818891' target='other'> <mi>dwc_moreinfo</mi></a>","NY00810381","NY00810381_01 NY00810381_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","879176","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A.Mori","S. A. Mori","S. Sakagawa","563","2008","10","08","South America","Brazil","Amazonas","Rebio Uatumã, grade do PPBio. LO3/P3600. Vertente.","-59.251841","-1.803765",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2542647' target='other'> <mi>dwc_moreinfo</mi></a>","NY00879176","NY00879176_01","Presidente Figueiredo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00810303","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A.Mori","S. A. Mori","S. A. Mori","20629","1989","07","23","South America","Brazil","Amazonas","Distrito Agropecuário, Reserva 1501 (km 41) of the WWF/INPA MCS Project.","-59.74583333","-2.41625","50","125","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=816941' target='other'> <mi>dwc_moreinfo</mi></a>","NY00810303","NY00810303_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00810302","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A.Mori","S. A. Mori","B. M. Boom","8680","1988","11","28","South America","Brazil","Amazonas","Distrito Agropecuário, Reserva 1501 (km 41) of the WWF/INPA MCS Project.","-59.74583333","-2.41625","50","125","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=816940' target='other'> <mi>dwc_moreinfo</mi></a>","NY00810302","NY00810302_01 NY00810302_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","810297","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A.Mori","S. A. Mori","C. A. Cid Ferreira","7589","1986","07","16","South America","Brazil","Amazonas","Estrada do Canteiro de obras da Usina Hidrelétrica de Balbina, próximo ao aeroporto.","-59.4131","-1.925",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=816790' target='other'> <mi>dwc_moreinfo</mi></a>","NY00810297","NY00810297_01","Presidente Figueiredo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1078","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A.Mori",NA,"W. C. Steward","P20242","1974","02","13","South America","Brazil","Amazonas","Manaus-Caracarai Road, Km 130.5.","-60.086031","-1.8595815",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=597486' target='other'> <mi>dwc_moreinfo</mi></a>","NY00001078","NY00001078_01",NA,NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00690293","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A.Mori","S. A. Mori","S. A. Mori","27228","2008","08","20","South America","Brazil","Amazonas","Distrito Agropecuário, Reserva 1501 (km 41) da WWF/INPA Projeto Dinâmica Biológica dos Fragmentos Florestais.","-59.74722222","-2.41625","50","150","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1148277' target='other'> <mi>dwc_moreinfo</mi></a>","NY00690293","NY00690293_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00810287","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A.Mori","S. A. Mori","M. A. de Freitas","732","1991","04","17","South America","Brazil","Amazonas","Distrito Agropecuário, Reserve 1501 (km 41).","-59.74583333","-2.41625","50","125","separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=816715' target='other'> <mi>dwc_moreinfo</mi></a>","NY00810287","NY00810287_01 NY00810287_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00810300","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A.Mori",NA,"S. A. Mori","20706","1989","08","07","South America","Brazil","Amazonas","Distrito Agropecuário, Reserva 1501 (km 41) of the WWF/INPA MCS Project.","-59.74583333","-2.41625","50","125","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=816931' target='other'> <mi>dwc_moreinfo</mi></a>","NY00810300","NY00810300_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00810311","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A.Mori","S. A. Mori","M. A. de Freitas","732","1991","04","17","South America","Brazil","Amazonas","Distrito Agropecuário, Reserve 1501 (km 41).","-59.74583333","-2.41625","50","125","separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=817044' target='other'> <mi>dwc_moreinfo</mi></a>","NY00810311","NY00810311_01 NY00810311_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00810304","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A.Mori","S. A. Mori","S. A. Mori","21455","1990","07","21","South America","Brazil","Amazonas","Distrito Agropecuário, Reserva 1501 (km 41) of the Smithsonian/INPA Biological Dynamics of Forest Fragments Project.","-59.74583333","-2.41625","50","125","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=816948' target='other'> <mi>dwc_moreinfo</mi></a>","NY00810304","NY00810304_01 NY00810304_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","235250","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A.Mori","S. A. Mori","W. C. Steward","P20145","1973","12","27","South America","Brazil","Amazonas","Reserva Experimental, Manaus-Caracarai Road, km 65","-60.033288","-2.4106212",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=236694' target='other'> <mi>dwc_moreinfo</mi></a>","NY00235250","NY00235250_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00810307","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A.Mori","S. A. Mori","M. G. M. Van Roosmalen","L-73","1988","02","08","South America","Brazil","Amazonas","Reserva km 41 of the World Wildlife Fund/INPA Minimum Critical Size of Ecosystems Project. 80 km N of Manaus.",NA,NA,"100","100","sheet","[Specimen marked tree no. 6664 with note Mistake with tree no. da Cunha 1020 is from this tree and = E. albifolia.]; I have also examined the tree in the field several times. S. Mori, 21 Dec 1990 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=816964' target='other'> <mi>dwc_moreinfo</mi></a>","NY00810307","NY00810307_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","810309","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A.Mori","M. H. Nee","C. Dick","123","1992","05","19","South America","Brazil","Amazonas","ca. 80 km N de Manaus, Distrito Agropecuário da SUFRAMA, Rodovia BR 174, km 64, depois 7 km leste na ZF3, Fazenda Porto Alegre","-59.9865854","-2.3900614","50","125","separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=816995' target='other'> <mi>dwc_moreinfo</mi></a>","NY00810309","NY00810309_01 NY00810309_02","Manaus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00853412","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A.Mori","S. A. Mori","M. A. de Freitas","423","1990",NA,NA,"South America","Brazil","Amazonas","Distrito Agropecuário, Reserva 1501 - Km 41 da Smithsonian/INPA - Projeto Dinâmica Biológica dos Fragmentos Florestais.","-59.7278","-2.4072","50","125","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=973548' target='other'> <mi>dwc_moreinfo</mi></a>","NY00853412","NY00853412_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-02-20 13:41:40-03","INPA","INPA-CARPOTECA","43697","Carpo","Plantae","Dicotyledon Asterids","Ericales","Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A.Mori","Mori, SA","Rodrigues, WA","9503","1974","07","11","Southern America","Brasil","Amazonas","AM 010, Km 134., Estrada Manaus-Itacoatiara, Km 134.","-59.6996994018555","-2.69944000244141",NA,NA,NA,NA,"INPA0043697","INPA0043697 INPA0043697_e INPA0043697_e1","Rio Preto da Eva","72534","auto",NA,"1984",NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-02-08 09:02:52-03","NBC","NL-BOTANY","U 0003100","PreservedSpecimen","Plantae",NA,"Ericales","Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A.Mori","Mori SA","Steward WC; Steward WC; Ramos JF; et al.",NA,"1974","02","13","Southern America","Brazil","Amazonas","State of AmazonasManaus-Caracarai HighwayManaus-Caracarai Road, Km. 130.5.",NA,NA,NA,NA,NA,"Forest on terra firme.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200003100 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0003100","NL-U0003100",NA,NA,NA,"isotype",NA,"Magnoliopsidae","510507 B",NA,NA,NA,NA,NA,NA
"39","2020-02-08 09:02:52-03","NBC","NL-BOTANY","U.1409660","PreservedSpecimen","Plantae",NA,"Ericales","Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A.Mori",NA,"Pacheco M; Palheta E; Souza S de",NA,"1988","11","02","Southern America","Brazil",NA,"Amazonas: Distrito Agropecuario, Fazenda Dimona of the WWf/INPA MCS project, ca. 72 km N of Manaus.","-60.083333","-2.316667",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1409660 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1409660","NL-U1409660",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"-60.083333","-2.316667",NA,NA,NA,NA
"40","2015-11-02 16:21:56-02","MNHN","RECOLNAT_MNHN_P","P02284921","PreservedSpecimen",NA,NA,NA,"Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A.Mori","Mori","Steward, W.C.|Ramos, J.F.|Monteiro, O.P.",NA,"1974","2","13",NA,"Brésil",NA,"State of Amazonas, Manaus-Caracarai Highway, Manaus-Caracarai Road, km. 130.5",NA,NA,NA,NA,"hb","Field work supported in greater part by the National Science Foundation and coordinated by G.T. Prance. Specimens distributed to: INPA, NY, U, US, K, S, MG, F, A, R, P, M, MICH, C, G, MO, COL, VEN, UFMG <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02284921' target='other'> <mi>dwc_moreinfo</mi></a>","P02284921","P02284921_01",NA,NA,NA,"isotype",NA,NA,NA,NA,NA,"P 20242",NA,NA,NA
