"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","class","yearIdentified","monthIdentified","dayIdentified","relatedCatalogItem","imagecode","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","typeStatus","individualCount","fieldNumber"
"12","2008-05-27 22:02:00-03","MO","MOBOT","2905477","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Hyptis","imbricatiformis","Hyptis imbricatiformis","Harley","R.M. Harley","Gert G. Hatschbach","Hatschbach 36884","1975",NA,NA,"South America","Brazil","Goiás","Rod. GO-12, descida Chapada dos Veadeiros (mun. Cavalcante)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2009-07-09 17:04:00-03","MO","MOBOT","455077","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Hyptis","imbricatiformis","Hyptis imbricatiformis","Harley",NA,"Gert G. Hatschbach","Hatschbach 36368","1975","2","20","South America","Brazil","Goiás","Chapada dos Veadeiros.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-47.0008083","-14.000675",NA,NA,NA,NA,NA,NA,"Isotype",NA,NA
"14","2020-08-31 08:59:09-03","INPA","INPA","152630","S","Plantae","Dicotyledon Asterids","Lamiales","Lamiaceae","Hyptis","imbricatiformis","Hyptis imbricatiformis","Harley",NA,"Hatschbach, GG","36368","1975","02","20","Southern America","Brasil","Goiás","Rod. GO-12, Chapada dos Veadeiros. Campo cerrado.",NA,NA,"INPA0152630",NA,NA,NA,NA,NA,"INPA0152630 INPA0152630_e","Alto Paraíso de Goiás","-47.861678","-14.419758",NA,NA,"-47.861678","-14.419758","1300","1300","isotype",NA,NA
"15","2020-08-31 08:59:09-03","INPA","INPA","201100","S","Plantae","Dicotyledon Asterids","Lamiales","Lamiaceae","Hyptis","imbricatiformis","Hyptis imbricatiformis","Harley",NA,"Hatschbach, GG","36368","1975","02","20","Southern America","Brasil","Goiás","Rod. GO-12, Chapada dos Veadeiros. Campo cerrado.",NA,NA,"INPA0201100",NA,NA,NA,NA,NA,"INPA0201100 INPA0201100_e","Alto Paraíso de Goiás","-47.861678","-14.419758",NA,NA,"-47.861678","-14.419758","1300","1300","isotype",NA,NA
"16","2019-12-19 11:19:10-03","UFG","UFG","30730","S","Plantae",NA,NA,"Lamiaceae","Hyptis","imbricatiformis","Hyptis imbricatiformis","Harley","H.D. Ferreira","H.D. Ferreira; et al.","4563","2006","10","14",NA,"Brasil","Tocantins",NA,NA,"Obs: cerrado pós-queimado; solo úmido, escuro e arenoso.","UFG0030730",NA,"2006","10","14",NA,"UFG0030730","Conceição de Tocantins","-47.303556","-12.31225",NA,NA,"-47.303556","-12.31225",NA,NA,NA,NA,NA
"17","2019-12-19 11:19:10-03","UFG","UFG","30686","S","Plantae",NA,NA,"Lamiaceae","Hyptis","imbricatiformis","Hyptis imbricatiformis","Harley","H.D. Ferreira","H.D. Ferreira","4519","2006","10","13",NA,"Brasil","Goiás",NA,NA,"Obs: Erva 50 cm altura, cálice fruticoso solo arenoso-pedregoso, úmido.","UFG0030686",NA,"2006","10","13",NA,"UFG0030686","Alto Paraiso","-47.353333","-13.887222",NA,NA,"-47.353333","-13.887222",NA,NA,NA,NA,NA
"18","2019-12-19 11:19:10-03","UFG","UFG","30767","S","Plantae",NA,NA,"Lamiaceae","Hyptis","imbricatiformis","Hyptis imbricatiformis","Harley","R.M. Harley","H.D. Ferreira","4600","2007","04","22",NA,"Brasil","Goiás",NA,NA,"Obs: Campo rupestre, solo branco-arenoso; afloramento rochoso, cálice róseo lilás, coroloa róseo lilás; Altitude 1122m.","UFG0030767",NA,"2007","11","26",NA,"UFG0030767","Alto Paraíso de Goiás","-47.332778","-13.867778",NA,NA,"-47.332778","-13.867778",NA,NA,NA,NA,NA
"19","2019-12-19 11:19:10-03","UFG","UFG","30407","S","Plantae",NA,NA,"Lamiaceae","Hyptis","imbricatiformis","Hyptis imbricatiformis","Harley","H.D. Ferreira","H.D. Ferreira","4464","2007","05","05",NA,"Brasil","Goiás","Chapada dos Veadeiros",NA,"Obs: Solo úmido.","UFG0030407",NA,"2007","12","15",NA,"UFG0030407","Alto Paraiso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-09-12 05:00:02-03","US","US","3090246","PreservedSpecimen","Plantae",NA,"Lamiales","Lamiaceae","Hyptis","imbricatiformis","Hyptis imbricatiformis","Harley",NA,"G. Hatschbach","36368","1975","2","20","South America - Neotropics","Brazil","Goiás","Go-12, Chapada dos Veadeiros.",NA,NA,"US00048638","Dicotyledonae",NA,NA,NA,NA,"US00048638_01","Alto Paraiso",NA,NA,NA,NA,NA,NA,NA,NA,"Isotype","1",NA
"21","2020-09-12 05:00:02-03","US","US","2755294","PreservedSpecimen","Plantae",NA,"Lamiales","Lamiaceae","Hyptis","imbricatiformis","Hyptis imbricatiformis","Harley",NA,"W. R. Anderson, M. T. Kalin Arroyo, S. R. Hill, R. Reis dos Santos & R. Souza","7201","1973","3","16","South America - Neotropics","Brazil","Goiás","Planalto do Brasil. Chapada dos Veadeiros. 24 km by road S of Terezina.",NA,NA,"US02885537","Dicotyledonae",NA,NA,NA,NA,"US02885537_01",NA,NA,NA,NA,NA,NA,NA,"1250",NA,NA,"1",NA
"22","2020-09-12 05:00:02-03","US","US","3493712","PreservedSpecimen","Plantae",NA,"Lamiales","Lamiaceae","Hyptis","imbricatiformis","Hyptis imbricatiformis","Harley",NA,"G. Hatschbach","36884","1975","5","26","South America - Neotropics","Brazil","Goiás","Rod. GO-12, descida Chapada dos Veadeiros (mun. Cavalcante).",NA,NA,"US02885536","Dicotyledonae",NA,NA,NA,NA,"US02885536_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"23","2020-09-02 16:30:04-03","Cenargen","CEN","68686","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Hyptis","imbricatiformis","Hyptis imbricatiformis","Harley",NA,"José Floriano Barêa Pastore","1838","2007","03","13",NA,"Brasil","GO","Beira da GO - 118, sentido A. Paraíso de Goiás - Teresina. Beira de filete d'água.","Exsicatas","Caule simples ou pouco ramificado. Folhas pouco rígidas, verde com pseudo-margem escariosa, ciliata. Bractéolas involucrais escondidas nas folhas, roseada. Cálice com lobos rosados. Corola rosa muito clara, sem manchas, tudo esbranquiçado. Estames com anteras negras. Lobo anterior da corola não muito côncavo. Doação da Universidade Estadual de Feira de Santana - Herbário HUEFS (117655). Feira de Santana - Bahia.","CEN00068686",NA,NA,NA,NA,NA,"CEN00068686","ALTO PARAISO DE GOIAS","-47.486666","-13.619722",NA,NA,"-47.486666","-13.619722","1186","1186",NA,"1",NA
"24","2020-09-02 16:30:04-03","Cenargen","CEN","111273","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Hyptis","imbricatiformis","Hyptis imbricatiformis","Harley","B. M. T. Walter","J. Moises Mendoza F.","5007","2015","05","16",NA,"Brasil","GO","GO-118, ca. 36 km do trevo GO-239, sentido Teresina, e 100 m à esquerda.","Exsicatas","Arbusto bastante ramificado. Ilhas de afloramentos rochosos, tipo campo rupestre, rodeado de campo limpo.","CEN00111273",NA,"2019","10",NA,NA,"CEN00111273","ALTO PARAISO DE GOIAS","-47.392222","-14.901388",NA,NA,"-47.392222","-14.901388","1286","1286",NA,"5",NA
"25","2020-09-02 16:30:04-03","Cenargen","CEN","53488","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Hyptis","imbricatiformis","Hyptis imbricatiformis","Harley","R. M. Harley","José Floriano Barêa Pastore","536","2003","04","20",NA,"Brasil","GO","Borda de filete d#?#água.","Exsicatas",NA,"CEN00053488",NA,"2010","10",NA,NA,"CEN00053488","CAVALCANTE","-47.4583015441895","-13.7974996566772","92497","auto",NA,NA,NA,NA,NA,"2",NA
"26","2019-11-13 11:20:45-03","USP","SPF","119251","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Hyptis","imbricatiformis","Hyptis imbricatiformis","Harley","Cordeiro, I","Toledo, CB","281","1987","02","09",NA,"Brasil","Goiás","Parque Nacional da Chapada dos Veadeiros",NA,NA,"SPF00119251",NA,"1988","08",NA,NA,"SPF00119251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-11-13 11:20:45-03","USP","SPF","73988","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Hyptis","imbricatiformis","Hyptis imbricatiformis","Harley","Harley, RM","Giulietti, AM","1090","1991","01","28",NA,"Brasil","Goiás",NA,NA,NA,"SPF00073988",NA,"1991",NA,NA,NA,"SPF00073988","Alto Paraíso de Goiás","-47.5099983215332","-14.1324996948242","44724","auto",NA,NA,NA,NA,NA,NA,NA
"28","2020-01-14 12:01:43-03","USP","SPF","231208","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Hyptis","imbricatiformis","Hyptis imbricatiformis","Harley","Antar, GM","Paula-Souza, J","4571","2005","01","24",NA,"Brasil","Goiás",NA,NA,NA,"SPF00231208",NA,"2017","05",NA,NA,NA,"Alto Paraíso de Goiás","-47.5099983215332","-14.1324996948242","44724","auto",NA,NA,NA,NA,NA,NA,NA
"29","2021-02-15 18:53:01-03","USP","SPF","48063","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Hyptis","imbricatiformis","Hyptis imbricatiformis","Harley",NA,"Hatschbach, G; Anderson, WR; Barneby, RC; Gates, B","36368","1975","02","20",NA,"Brasil","Goiás","Chapada dos Veadeiros, GO-12, Chapada dos Veadeiros.",NA,"Ereta, 50 cm., flor lilás, campo cerrado.","SPF00048063",NA,NA,NA,NA,NA,"SPF00048063","Alto Paraíso de Goiás","-47.5099983215332","-14.1324996948242","44724","auto",NA,NA,"1300","1300","isotype",NA,NA
"30","2019-10-07 09:16:15-03","UEFS","HUEFS","117655","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Hyptis","imbricatiformis","Hyptis imbricatiformis","Harley","R.M.Harley","Pastore, J.F.B.","1838","2007","03","14",NA,"Brasil","Goiás","Beira da GO - 118, sentido Alto Paraíso de Goiás - Terezina.",NA,"Beira de filete d'água, campo úmido, solo hidromórfico.","HUEFS0117655","Asteranae","2007","06",NA,NA,"HUEFS0117655","Alto Paraíso de Goiás","-47.345278","-13.880833",NA,NA,"47W20'43''","13S52'51''","1165","1165",NA,NA,NA
"31","2019-10-07 09:16:15-03","UEFS","HUEFS","156322","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Hyptis","imbricatiformis","Hyptis imbricatiformis","Harley","R.M.Harley","Queiroz, L.P.de","14305","2009","04","25",NA,"Brasil","Goiás","Estrada sentido Alto Paraíso-Teresina.",NA,"Campo rupestre.","HUEFS0156322","Asteranae","2011","10",NA,NA,"HUEFS0156322","Teresina","-47.443056","-13.935278",NA,NA,"47W26'35''","13S56'7''","1465","1465",NA,NA,NA
"32","2019-10-07 09:16:15-03","UEFS","HUEFS","222679","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Hyptis","imbricatiformis","Hyptis imbricatiformis","Harley","R.M.Harley","Faria, J.E.Q.","4557","2015","05","16",NA,"Brasil","Goiás","Margem da estrada entre Alto Paraíso de Goiás e Teresina.",NA,"Campo limpo.","HUEFS0222679","Asteranae","2017","11",NA,NA,"HUEFS0222679","Cavalcante","-47.391667","-13.901944",NA,NA,"47W23'30''","13S54'7''","1238","1238",NA,NA,NA
"33","2019-10-07 09:16:15-03","UEFS","HUEFS","139571","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Hyptis","imbricatiformis","Hyptis imbricatiformis","Harley","R.M.Harley","Pastore, J.F.B.","536","2003","04","20",NA,"Brasil","Goiás","Borda de filete d'água.",NA,NA,"HUEFS0139571","Asteranae","2010","12",NA,NA,"HUEFS0139571","Cavalcante","-47.4583015441895","-13.7974996566772","92497","auto",NA,NA,NA,NA,NA,NA,NA
"34","2019-10-07 09:16:15-03","UEFS","HUEFS","123514","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Hyptis","imbricatiformis","Hyptis imbricatiformis","Harley","R.M.Harley","Paula-Souza, J.","4571","2005","01","24",NA,"Brasil","Goiás","Parque Nacional da Chapada dos Viadeiros. Trilha para as Corredeiras.",NA,NA,"HUEFS0123514","Asteranae","2007","10",NA,NA,"HUEFS0123514","Alto Paraíso de Goiás","-47.5099983215332","-14.1324996948242","44724","auto",NA,NA,NA,NA,NA,NA,NA
"35","2018-05-14 16:42:35-03","F","FMNH-SEEDPLANTS","V0144312F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lamiaceae","Hyptis","imbricatiformis","Hyptis imbricatiformis",NA,"RRC ID Flag","C. B. Toledo","281",NA,NA,NA,"South America","Brazil","Goiás",NA,NA,NA,"V0144312F","Dicotyledoneae",NA,NA,NA,NA,"V0144312F_01 V0144312F_02",NA,"-48","-12",NA,NA,NA,NA,NA,NA,NA,NA,"281"
"36","2019-09-04 18:53:10-03","F","FMNH-SEEDPLANTS","V0061009F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lamiaceae","Hyptis","imbricatiformis","Hyptis imbricatiformis",NA,NA,"G. G. Hatschbach et al.","36368","1975",NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0061009F","Dicotyledoneae",NA,NA,NA,NA,"V0061009F_01",NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Isotype",NA,NA
"37","2020-07-23 12:09:13-03","CEPLAC","CEPEC","75792","PreservedSpecimen","Plantae",NA,NA,"Labiatae","Hyptis","imbricatiformis","Hyptis imbricatiformis",NA,"I. Cordeiro","C. B. Toledo","281","1987","02","09",NA,"Brasil","Goiás","Parque Nacional da Chapada dos Veadeiros. Caminho para a Cachoeira.",NA,NA,NA,NA,NA,NA,NA,"30/08/1988",NA,"GOIÁS","-50.1403007507324","-15.9343996047974","63502","auto",NA,NA,NA,NA,NA,NA,NA
"38","2019-11-01 15:01:42-03","UnB","UB","152117","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Lamiaceae","Hyptis","imbricatiformis","Hyptis imbricatiformis","Harley","Faria, JEQ","Anderson, WR","7201","1973","03","16","Southern America","Brasil","Goiás","24 km by road S of Terezina",NA,"slender stems to 50 cm tal; flowers lavender pink; Cerrado","UB0037135",NA,"2013","04",NA,NA,"UB0037135",NA,NA,NA,NA,NA,NA,NA,NA,NA,"isoparatype",NA,NA
"39","2019-11-01 15:01:42-03","UnB","UB","209455","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Lamiaceae","Hyptis","imbricatiformis","Hyptis imbricatiformis","Harley","Antar, GM","Faria, JEQ; Villarroel, D; Mendoza, M","4557","2015","05","16","Southern America","Brasil","Goiás","Margem da estrada entre Alto Paraíso de Goiás e Teresina de Goiás",NA,"Subarbusto ca. 0,4 m de altura, flores rosas claras; Campo limpo",NA,NA,"2018","09","25",NA,NA,"Cavalcante","-47.391667","-13.901944",NA,NA,"-47.391667","-13.901944","1283","1283",NA,NA,NA
"40","2021-02-23 13:22:36-03","MN","R-TIPOS","203825b","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Hyptis","imbricatiformis","Hyptis imbricatiformis","Harley","Antar, G.N.","Anderson, W.R.","7201","1973","03","16",NA,"Brasil","Goiás","24 km by road S of Terezina",NA,NA,"R000203825b",NA,"2017","08",NA,NA,NA,"Chapada dos Veadeiros",NA,NA,NA,NA,NA,NA,"1250","1250","Isoparatypus",NA,NA
"41","2021-02-23 13:22:36-03","MN","R-TIPOS","203825","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Hyptis","imbricatiformis","Hyptis imbricatiformis","Harley","Antar, G.N.","Anderson, W.R.","7201","1973","03","16",NA,"Brasil","Goiás","24 km by road S of Terezina",NA,NA,"R000203825",NA,"2017","08",NA,NA,NA,"Chapada dos Veadeiros",NA,NA,NA,NA,NA,NA,"1250","1250","Isoparatypus",NA,NA
"42","2021-02-23 13:22:36-03","MN","R-TIPOS","203825a","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Hyptis","imbricatiformis","Hyptis imbricatiformis","Harley","Antar, G.N.","Anderson, W.R.","7201","1973","03","16",NA,"Brasil","Goiás","24 km by road S of Terezina",NA,NA,"R000203825a",NA,"2017","08",NA,NA,NA,"Chapada dos Veadeiros",NA,NA,NA,NA,NA,NA,"1250","1250","Isoparatypus",NA,NA
"43","2020-01-09 09:12:38-03","FMM","FMM","2451","MachineObservation","Plantae",NA,NA,"Lamiaceae","Hyptis","imbricatiformis","Hyptis imbricatiformis","Harley",NA,NA,NA,"2013","07","30",NA,"Brasil","Goiás","Parque Nacional da Chapada dos Veadeiros",NA,"Hábito: Arbusto; Domínio Fitogeográfico: Cerrado; Vegetação: Campo rupestre","FMM02451",NA,NA,NA,NA,NA,"FMM02451_v","Alto Paraíso de Goiás","-47.826458","-14.163411",NA,NA,"47°49'35.25W","14°09'48.28S",NA,NA,NA,NA,NA
"44","2020-01-09 09:12:38-03","FMM","FMM","2452","MachineObservation","Plantae",NA,NA,"Lamiaceae","Hyptis","imbricatiformis","Hyptis imbricatiformis","Harley",NA,NA,NA,"2014","07","31",NA,"Brasil","Goiás","Parque Nacional da Chapada dos Veadeiros",NA,"Hábito: Subarbusto; Domínio Fitogeográfico: Cerrado; Vegetação: Campo rupestre","FMM02452",NA,NA,NA,NA,NA,"FMM02452_v1 FMM02452_v2 FMM02452_v3 FMM02452_v4","Alto Paraíso de Goiás","-47.823847","-14.163622",NA,NA,"47°49'25.85W","14°09'49.04S",NA,NA,NA,NA,NA
"45","2014-09-23 10:58:01-03","G","G","G00437935","S","Plantae",NA,NA,"Lamiaceae","Hyptis","imbricatiformis","Hyptis imbricatiformis","Harley","?","Hatschbach, G. G. & al.","36368","1975","02","20","AMERIQUE DU SUD","Brazil","Goias",NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00437935",NA,NA,NA,NA,NA,NA,NA,"-49.56972222","-15.81194444",NA,NA,"-49.56972222","-15.81194444","1300","1300","ISOTYPUS of Hyptis imbricatiformis Harley",NA,NA
