"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","occurrenceRemarks","coordinatePrecision","geoFlag","typeStatus","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount"
"51","2020-11-26 18:09:15-03","CPAN-UFMS","COR","15996","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","A. Guglieri","D.C.L. Kufner","2007","11","28","Brasil","Mato Grosso do Sul","Corumbá","Lagoa de meandro. Pantanal de Miranda.; ;.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,NA,NA,"59",NA,NA,"Emergente.; Com Flor: Espigueta esverdeada.","295160","auto",NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-11-26 18:09:15-03","CPAN-UFMS","COR","15995","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","A. Guglieri","M.L. Bueno","2007","07","06","Brasil","Mato Grosso do Sul","Corumbá","Margem do rio Miranda, 5km acima da BEP, margem esquerda. Plano.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,NA,NA,"462",NA,NA,"Com Flor: Inflorescência verde.","295160","auto",NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-02 16:29:10-03","CPAN-UFMS","COR","16001","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Guglieri, A.","Conceição, C. A.","1986","04","11","Brasil","Mato Grosso do Sul","Corumbá","Margens da lagoa do SENAI","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Erva Habito: Erva","295160","auto",NA,"2006","05","05",NA,NA,NA,NA
"54","2019-10-09 11:28:58-03","UFBA","ALCB","000766","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia",NA,NA,"Torrend, Padre CSJ",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALCB018865","ALCB018865","Monocotyledon",NA,"s/n","Southern America",NA,NA,NA,NA,NA,"1951","11",NA,NA,NA,NA,NA
"55","2019-10-09 11:28:58-03","UFBA","ALCB","005343","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia",NA,NA,"Black, GA; Schultes, JA","1946","09","11","Colômbia","Rapidol",NA,"Rio Putumayo",NA,NA,NA,NA,NA,NA,"ALCB018864","ALCB018864","Monocotyledon",NA,"46-82",NA,NA,"de 1,5 a 2,0m.; terra firme.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-02-08 10:17:49-03","NBC","NL-BOTANY","L.1269495","PreservedSpecimen","Plantae","Gramineae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase",NA,"Smith HH","1898","01","01","Colombia",NA,NA,"Santa Marta.",NA,NA,NA,NA,NA,NA,"NL-L1269495","NL-L1269495",NA,"Poales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1269495 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"57","2020-02-08 10:17:49-03","NBC","NL-BOTANY","U.1510431","PreservedSpecimen","Plantae","Gramineae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Davidse G","Raynal-Roques AM","1978","01","13","French Guiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1510431","NL-U1510431",NA,"Poales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1510431 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0089371",NA,NA
"58","2020-02-08 10:17:49-03","NBC","NL-BOTANY","U.1510432","PreservedSpecimen","Plantae","Gramineae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Judziewicz EJ","Hoock JML","1956","02","28","French Guiana","Cayenne",NA,"Commune de Régina, Bassin de l'Approuague",NA,NA,NA,NA,NA,NA,"NL-U1510432","NL-U1510432",NA,"Poales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1510432 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0148073",NA,NA
"59","2020-02-08 10:17:49-03","NBC","NL-BOTANY","U.1510433","PreservedSpecimen","Plantae","Gramineae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Judziewicz EJ","Hoock JML","1956","02","25","French Guiana",NA,NA,"Fleuve Approuague, Bassin de l'Approuague",NA,NA,NA,NA,NA,NA,"NL-U1510433","NL-U1510433",NA,"Poales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1510433 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0148072",NA,NA
"60","2020-02-08 10:17:49-03","NBC","NL-BOTANY","U.1510434","PreservedSpecimen","Plantae","Gramineae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Judziewicz EJ","Hoock JML","1958","03","15","French Guiana",NA,NA,"Savane Gabrielle, Plaine et Montagne de Kaw",NA,NA,NA,NA,NA,NA,"NL-U1510434","NL-U1510434",NA,"Poales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1510434 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0148074",NA,NA
"61","2020-02-08 10:17:49-03","NBC","NL-BOTANY","U.1510435","PreservedSpecimen","Plantae","Gramineae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Judziewicz EJ","Hoock JML","1988","01","01","French Guiana",NA,NA,"Crique Ipoucin, Bassin de l'Approuague",NA,NA,NA,NA,NA,NA,"NL-U1510435","NL-U1510435",NA,"Poales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1510435 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0148075",NA,NA
"62","2020-02-08 10:17:49-03","NBC","NL-BOTANY","U.1510436","PreservedSpecimen","Plantae","Gramineae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Judziewicz EJ","Hoock JML","1956","01","18","French Guiana",NA,NA,"Rivière Itany, Bassin du Maroni",NA,NA,NA,NA,NA,NA,"NL-U1510436","NL-U1510436",NA,"Poales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1510436 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0060371",NA,NA
"63","2020-02-08 10:17:49-03","NBC","NL-BOTANY","U.1510437","PreservedSpecimen","Plantae","Gramineae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Judziewicz EJ","Hoock JML","1955","10","18","French Guiana","Cayenne",NA,"Caux, Plaine et Montagne de Kaw",NA,NA,NA,NA,NA,NA,"NL-U1510437","NL-U1510437",NA,"Poales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1510437 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0060372",NA,NA
"64","2020-02-08 10:17:49-03","NBC","NL-BOTANY","U.1510438","PreservedSpecimen","Plantae","Gramineae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase",NA,"Prance GT; et al.","1971","06","25","Brazil",NA,NA,"Brazilian Amazonia, State of Amazonas, Rio Purus, Rio Ituxi, Rio Purus south of Lago Prêto 2km north of Lábrea, Lake margin.",NA,NA,NA,NA,NA,NA,"NL-U1510438","NL-U1510438",NA,"Poales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1510438 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"65","2020-02-08 10:17:49-03","NBC","NL-BOTANY","U.1510441","PreservedSpecimen","Plantae","Gramineae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Davidse G","Raynal-Roques AM","1978","02","26","French Guiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1510441","NL-U1510441",NA,"Poales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1510441 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0040207",NA,NA
"66","2020-02-08 10:17:49-03","NBC","NL-BOTANY","U.1510442","PreservedSpecimen","Plantae","Gramineae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase",NA,"Raynal-Roques AM","1979","09","06","French Guiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1510442","NL-U1510442",NA,"Poales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1510442 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0040206",NA,NA
"67","2020-02-08 10:17:49-03","NBC","NL-BOTANY","U.1510444","PreservedSpecimen","Plantae","Gramineae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase",NA,"Donselaar J van","1966","11","21","Surinam",NA,NA,"Flora Surinamensis. Distr. Brokopondo. Near village Brokopondo, Suriname River.",NA,NA,NA,NA,NA,NA,"NL-U1510444","NL-U1510444",NA,"Poales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1510444 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0209546",NA,NA
"68","2020-02-08 10:17:49-03","NBC","NL-BOTANY","U.1510446","PreservedSpecimen","Plantae","Gramineae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase",NA,"Maas PJM; et al.","1971","04","30","Brazil",NA,NA,"Brazilian Amazônia, Estado do Acre, Cruzeiro do Sul, Rio Jurua & Rio Moa, Serra de Moa, river margin near guard's house.",NA,NA,NA,NA,NA,NA,"NL-U1510446","NL-U1510446",NA,"Poales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1510446 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"69","2020-02-08 10:17:49-03","NBC","NL-BOTANY","U.1510450","PreservedSpecimen","Plantae","Gramineae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase",NA,"Maas PJM; et al.","1971","05","19","Brazil",NA,NA,"Brazilian Amazônia, Estado do Acre, Cruzeiro do Sul, Rio Jurua & Rio Moa, vicinity of Periquito, Rio Juruá-Mirim.",NA,NA,NA,NA,NA,NA,"NL-U1510450","NL-U1510450",NA,"Poales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1510450 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"70","2020-02-08 10:17:49-03","NBC","NL-BOTANY","U.1510451","PreservedSpecimen","Plantae","Gramineae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase",NA,"Valls JFM","1970","05","08","Brazil",NA,NA,"P. Alegre-Faculdade de Agronomia-Varzea.",NA,NA,NA,NA,NA,NA,"NL-U1510451","NL-U1510451",NA,"Poales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1510451 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"71","2020-02-08 10:17:49-03","NBC","NL-BOTANY","U.1510465","PreservedSpecimen","Plantae","Gramineae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase",NA,"Renvoize SA; Cope TA","1981","03","18","Bolivia",NA,NA,"Santa Cruz, Ichilo, Yapacani to Puerto Grether.",NA,NA,NA,NA,NA,NA,"NL-U1510465","NL-U1510465",NA,"Poales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1510465 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"72","2020-02-08 10:17:49-03","NBC","NL-BOTANY","U.1510466","PreservedSpecimen","Plantae","Gramineae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase",NA,"Ellenberg H","1957","09","12","Peru",NA,NA,"Rain forest of basin of the Amazone in E Peru.",NA,NA,NA,NA,NA,NA,"NL-U1510466","NL-U1510466",NA,"Poales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1510466 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"73","2020-02-08 10:17:49-03","NBC","NL-BOTANY","U.1510467","PreservedSpecimen","Plantae","Gramineae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase",NA,"Steyermark JA","1960","11","01","Venezuela",NA,NA,"Territorio Delta aMACURO, ALONG ROCKY BOULDER IN STREAM, UPSTREAM FROM sAN vICTOR, PAST qUEBRADA pIEDRADERO AND rIO mATANAIMA.",NA,NA,NA,NA,NA,NA,"NL-U1510467","NL-U1510467",NA,"Poales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1510467 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"74","2020-02-08 10:17:49-03","NBC","NL-BOTANY","U.1510469","PreservedSpecimen","Plantae","Gramineae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase",NA,"Duivenvoorden J","1989","02","07","Colombia",NA,NA,"Amazonas, río Caquetá, al orilla del río; cerca de S. Isabel.",NA,NA,NA,NA,NA,NA,"NL-U1510469","NL-U1510469",NA,"Poales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1510469 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"75","2020-02-08 10:17:49-03","NBC","NL-BOTANY","U.1510470","PreservedSpecimen","Plantae","Gramineae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase",NA,"Smith HH","1898","01","01","Colombia",NA,NA,"Santa Marta.",NA,NA,NA,NA,NA,NA,"NL-U1510470","NL-U1510470",NA,"Poales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1510470 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"76","2020-02-08 10:17:49-03","NBC","NL-BOTANY","U.1510471","PreservedSpecimen","Plantae","Gramineae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase",NA,"Klug G","1936","05","01","Peru",NA,NA,"Department of San Martin: Juan Jui, Alto Rio Huallaga.",NA,NA,NA,NA,NA,NA,"NL-U1510471","NL-U1510471",NA,"Poales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1510471 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"77","2020-02-08 10:17:49-03","NBC","NL-BOTANY","WAG.1520884","PreservedSpecimen","Plantae","Gramineae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase",NA,"Killeen TJ","1984","12","29","Bolivia",NA,NA,"Santa Cruz, Nuflo de Chavez, 25km W of Concepción on road to San Ignacio de Velasco.","-61.833333","-16","-61.833333","-16.0",NA,NA,"NL-WAG1520884","NL-WAG1520884",NA,"Poales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1520884 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"78","2021-04-02 11:40:58-03","UFPI","TEPB","5860","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia",NA,"Mendes, M. M. S.","F. Chagas e Silva","1979","07","27","Brasil","Piauí","Teresina","próximo ao Estádio Albertão","-42.8018989562988","-5.08916997909546",NA,NA,NA,NA,NA,NA,NA,NA,"55",NA,NA,"Capim formando moita, inflorescência de cor creme. <ll>dwc_commonname:</ll> Jurubeba","56344","auto",NA,"2004","07","20",NA,NA,NA,NA
"79","2021-03-12 01:36:08-03","UFPI","TEPB","5860","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia",NA,NA,"F.Chagas e Silva","1979","08","27","Brasil","Piauí","Teresina","Próximo ao estádio Albertão","-42.8018989562988","-5.08916997909546",NA,NA,NA,NA,NA,NA,NA,NA,"55",NA,NA,"Capim formando moita, inflorescência cor creme","56344","auto",NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-11-19 10:24:51-03","CPAP","CPAP","11167","PreserverdSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase",NA,"Schessl, M.","1992","04","01","Brasil","MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"010492-1-4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-11-19 10:24:51-03","CPAP","CPAP","17898","PreserverdSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","V. J. Pott","Pott, V. J.","1998","08","26","Brasil","MS","Rio Negro","Rio do Garimpo, MS-080","-54.993056","-19.361667","54°59'35'' W","19°21'42'' S",NA,NA,NA,NA,NA,NA,"3535",NA,NA,"Erva ereta, 70-90cm de altura. FLOR: não vista. FRUTO: . INTERESSE: . FREQUÊNCIA: Dominante. AMBIENTE: Barranco de mata ciliar perturbada próximo a ponte. SUBSTRATO: solo argiloso. RELEVO: fortemente inclinado.",NA,NA,NA,"1998","09",NA,NA,NA,NA,NA
"82","2020-11-19 10:24:51-03","CPAP","CPAP","21884","PreserverdSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase",NA,"Pott, V. J.","2001","03","24","Brasil","MT","Poconé","Rio Alegre, parque Nacional do Pantanal","-57.412778","-17.629444","57°24'46'' W","17°37'46'' S","217","217",NA,NA,NA,NA,"4418",NA,NA,"Erva aquática emergente, 1m de altura, planta Forrageira. Rara. Ilha de vegetação flutuante (batume ou baceiro) em estágio avançado de sucessão,. Solo: orgânico,. Relevo: plano.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-11-19 10:24:51-03","CPAP","CPAP","21941","PreserverdSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","V. J. Pott","Pott, V. J.","2001","05","04","Brasil","MT","Poconé","Baía do Caracará, lado leste do morro do Caracará, parque Nacional do Pantanal","-57.448056","-17.851111","57°26'53'' W","17°51'04'' S",NA,NA,NA,NA,NA,NA,"4616",NA,NA,"Erva aquática emergente, planta Forrageira. Ocasional.. Baía em torno do morro, com inundação de rio, prof. 1,5m,. Solo: argiloso.,. Relevo: plano.",NA,NA,NA,"2001","05",NA,NA,NA,NA,NA
"84","2020-11-19 10:24:51-03","CPAP","CPAP","22111","PreserverdSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","V. J. Pott","Pott, V. J.","2002","04","19","Brasil","MS","Rio Brilhante","Córrego ARara., 9 km SE de Rio Brilhante a Ipezal.","-54.487333","-21.844556","54°29'14,4''W","21°50'40,4''S",NA,NA,NA,NA,NA,NA,"5315",NA,NA,"Erva aquática, anfíbia, 1 m de altura. Esparsa.. Borda de córrego, próximo a ponte. Solo: argiloso.. Relevo: plano. Forregeira.",NA,NA,NA,"2002","05",NA,NA,NA,NA,NA
"85","2020-11-19 10:24:51-03","CPAP","CPAP","25133","PreserverdSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","V. J. Pott","Pott, V. J.","2001","09","13","Brasil","MT","Poconé","parque Nacional do Pantanal (Parna); entre a sede e o morro do Caracará.","-57.414306","-17.852306","57°24'51,5''W","17°51'08,3''S",NA,NA,NA,NA,NA,NA,"4883",NA,NA,"Erva aquática anfíbia, 80-90 cm de altura. . Frequente. Campo inundável, úmido. Solo: argiloso. vértico. Relevo: plano. Forrageira..",NA,NA,NA,"2001","09",NA,NA,NA,NA,NA
"86","2020-11-19 10:24:51-03","CPAP","CPAP","6042","PreserverdSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","A. Pott","Pott, A.","1989","04","24","Brasil","MS","Corumbá","Rio Paraguai","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,NA,NA,"4727",NA,NA,"Erva aquática. FLOR: . FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: Abundante. AMBIENTE: Vegetação pioneira da margem convexa, mais alagada. SUBSTRATO: solo argiloso. RELEVO: plano deprimido.","295160","auto",NA,"1989","04",NA,NA,NA,NA,NA
"87","2020-11-19 10:24:51-03","CPAP","CPAP","22665","PreserverdSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","A. Pott; V. J. Pott","Pott, A.","2001","03","21","Brasil","MT","Poconé","parque Nacional do Pantanal, lado leste da sede do parque, marmequezal com Aspilia latissima","-56.6227989196777","-16.2567005157471",NA,NA,NA,NA,NA,NA,NA,NA,"8628",NA,NA,"Erva cespitosa 1-2m de altura. folhas verde claras, planta Forrageira. . Abundante. Campo arbustivo inundável com Árvoretas Esparsa.s e Trepadeiras,. Solo: vertis.Solo:, rico em matéria-orgânica,. Relevo: plano.","200792","auto",NA,"2008","11","03",NA,NA,NA,NA
"88","2019-02-15 11:47:54-02","IPA","IPA","3002","S","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi)Chase","Chase","Goeldi, A.",NA,NA,NA,"Brasil","Pará",NA,NA,NA,NA,NA,NA,NA,NA,"IPA0003002",NA,"Plantae",NA,"52","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-10-20 14:17:59-03","UFOPA","HSTM","8897","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Gibertoni, T.B.; Gomes-Silva, A.C.","Yamamoto, I.M","1979","07","16","Brasil","Pará","Santarém","Rio Moju.","-54.458611","-3.034722","54º27'31''W","3º2'5''S",NA,NA,"HSTM008897","HSTM008897",NA,NA,"82",NA,NA,NA,NA,NA,NA,"1905","07","04",NA,NA,NA,NA
"90","2019-11-21 14:42:34-03","UFJF","CESJ","25686","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","R.Dias-Melo","M. Eiterer; et al.","1991","11","02","Brasil","Minas Gerais","Lima Duarte","Conceição do Ibitipoca - Parque Est. do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"CESJ025686",NA,"Angiosperma",NA,"83","América do Sul",NA,"Próximo à curso d'água, terreno arenoso, pequena população.","30417","auto",NA,"2006","10","30",NA,NA,NA,NA
"91","2021-04-07 11:47:24-03","UFMS","CGMS","22278","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","A. Guglieri","D.C.L. Kufner; A. Guglieri; E. Scremin-Dias","2008","06","15","Brasil","Mato Grosso do Sul","Corumbá","Lagoa de meandro.","-57.0922222","-19.4875","-57,0922222","-19,4875",NA,NA,"CGMS1051689",NA,NA,NA,"114",NA,NA,"Espigueta esverdeada, ocorrente em área úmida. Habitat: Pantanal de Miranda. Habito: Herbáceo. Emergente.",NA,NA,NA,"2008","04","25",NA,NA,NA,NA
