"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","identifiedBy","year","month","continentOcean","preparationType","barcode","imagecode","day","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relationshipType","relatedCatalogItem","fieldNumber","infraspecificEpithet"
"11","2021-03-15 16:37:00-03","NY","NYBG","03860029","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose","Collector unknown","s.n.","Brazil",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4158993' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"South America","sheet","NY03860029","NY03860029_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","645329","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose","J. N. Rose","20853","Brazil","São Paulo",NA,"Jabaquara",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=756613' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"N. P. Taylor; D. C. Zappi","1915","08","South America","sheet","NY00645329","NY00645329_01 NY00645329_02","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-09-29 18:30:00-03","NY","NYBG","645333","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Hatiora","salicornioides","Hatiora salicornioides",NA,"L. B. Smith","6481","Brazil","Rio de Janeiro",NA,"Old road up the Serra to Petropolis",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=756624' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"1952","04","South America","sheet","NY00645333","NY00645333_01","10","500","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2016-09-29 18:30:00-03","NY","NYBG","645336","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Hatiora","salicornioides","Hatiora salicornioides",NA,"Ball","s.n.","Brazil","Rio de Janeiro",NA,"In rupibus Monticum Organensicum prope Rio de Janeiro",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=756617' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"1882","07","South America","sheet","NY00645336","NY00645336_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","645332","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose","J. N. Rose","20585","Brazil","Rio de Janeiro","Itatiaia","Vicinity of Itatiaya","-44.581244","-22.382006",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=756623' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"1915","07","South America","sheet","NY00645332","NY00645332_01","26","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00749803","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose","W. W. Thomas","13356","Brazil","Bahia","Jussari","Fazenda Serra do Teimoso, Reserva Serra do Teimoso. Near top of mountain, in area near source of the Riberao da Bica.","-39.5425","-15.0956",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=208417' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"2003","03","South America","sheet","NY00749803","NY00749803_01","15","750","850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00996959","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose","H. S. Irwin","19845","Brazil","Minas Gerais",NA,"Pico de Itabirito, ca. 50 km S.E. of Belo Horizonte.","-43.8","-20.23",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1139518' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"N. P. Taylor; D. C. Zappi","1968","02","South America","sheet","NY00996959","NY00996959_01","11","1750","1750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2016-09-29 20:56:00-03","NY","NYBG","823234","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Hatiora","salicornioides","Hatiora salicornioides",NA,"R. Callejas Posada","1889","Brazil","Paraná","Cerro Azul","Estrada Nova Cerro Azul - Iguaraiba. Bosque utilizado para la extracción de Madera, 10 km al N de Cerro Azul.","-49","-24.5",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938065' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"A. M. Calvente","1983","12","South America","sheet","NY00823234","NY00823234_01","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","645328","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose","J. N. Rose","20260","Brazil","Rio de Janeiro",NA,"On Corcovado, Rio de Janeiro","-43.212076","-22.951842",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=756620' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"1915","07","South America","sheet","NY00645328","NY00645328_01","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2016-09-29 18:30:00-03","NY","NYBG","645338","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Hatiora","salicornioides","Hatiora salicornioides",NA,"A. Usteri","s.n.","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=756626' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"1906",NA,"South America","sheet","NY00645338","NY00645338_01 NY00645338_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","645327","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose","J. N. Rose","20303","Brazil","Rio de Janeiro",NA,"Vicinity of Rio de Janeiro. Alta Boa Vista",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=756619' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"1915","07","South America","sheet","NY00645327","NY00645327_01","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","645331","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose","J. N. Rose","20852","Brazil","São Paulo",NA,"Garden of Museu Paulista",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=756622' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"1915","08","South America","sheet","NY00645331","NY00645331_01","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","645339","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose","Collector unspecified","s.n.","Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=756627' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"1923","02","South America","sheet","NY00645339","NY00645339_01 NY00645339_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-09-29 18:30:00-03","NY","NYBG","645325","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Hatiora","salicornioides","Hatiora salicornioides",NA,"D. J. Carriao","s.n.","Brazil","Paraná","Curitiba","Parque Barigui","-49.22","-25.37",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=756616' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"V. A. de O. Dittrich","1995","10","South America","sheet","NY00645325","NY00645325_01","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","645334","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose","H. S. Irwin","30460","Brazil","Minas Gerais",NA,"Serra do Espinhaço.Middle slopes of Serra da Piedade, ca. 40 km E of Belo Horizonte, near BR-31","-43.67613","-19.82237",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=756614' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"N. P. Taylor; D. C. Zappi","1971","01","South America","sheet","NY00645334","NY00645334_01","16","1800","1800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-01-28 13:11:07-03","MCN-PUC-MINAS","HPUC-MG","ANG3016","S","Plantae",NA,NA,"Cactaceae","Hatiora","cf. salicornioides","Hatiora cf. salicornioides",NA,"M.F.V. Starling",NA,"Brasil","Minas Gerais","Caeté","Serra da Piedade - Perto da Lanchonete","-43.666667","-19.8",NA,NA,"Flores amarelas. Substrato pedra.; perto da lanchonete.",NA,NA,"2013","08",NA,NA,NA,NA,"22","1655","1655","43°40'W","19°48'S",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-01-28 13:11:07-03","MCN-PUC-MINAS","HPUC-MG","ANG1913","S","Plantae",NA,NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides",NA,"M.F.Vasconcelos, L.N. Santos e D.L.H. Oliveira","13-317","Brasil","Minas Gerais","Caeté","Vertente norte da Serra da Piedade","-43.666667","-19.816667",NA,NA,NA,NA,NA,"2013","04",NA,NA,NA,NA,"26","1.6","1.6","43º40'W","19º49'S",NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-01-28 13:11:07-03","MCN-PUC-MINAS","HPUC-MG","ANG978","S","Plantae",NA,NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides",NA,"G. Elias",NA,"Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666","22051",NA,"Multicolor.","auto",NA,"2013","09",NA,NA,NA,NA,"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-02-08 11:07:47-03","UNESP-IBB","BOTU","16676","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","Britton & Rose","Carmello, S.M.","4","Brasil","São Paulo","Santo André","Paranapiacaba","-46.287222","-23.806944",NA,NA,"Epífita com flores amarelas",NA,"Aona, A.Y.S.","1987","10",NA,NA,"BOTU016676",NA,"05",NA,NA,"46°17'14w","23°48'25s","2015","08",NA,NA,NA,NA,NA,NA
"30","2021-02-18 09:29:03-03","UNESP-IBB","BOTU","13158","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose","Amaral Jr., A.","11","Brasil","São Paulo","Santo André","Estação Bilológica do Alto da Serra",NA,NA,NA,NA,"Epífita, estéril",NA,NA,"1985","04",NA,NA,"BOTU013158",NA,"25",NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-13 09:19:15-03","UFRJ","RFA","25612","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose","F. M. de B. Pereira","130/53","Brasil","Minas Gerais","Itamonte","1º Distrito Bocaina Funda.","-44.694167","-22.2875",NA,NA,"Epífita, 11m de altura, 61cm e DAP, planta inteira verde, flor rosa, rara no local.",NA,"M.F. Freitas","2000","11",NA,NA,"RFA35363",NA,"24","1320","1320","44º41'39''W","22º17'15''S","2001","03","15",NA,NA,NA,NA,NA
"32","2021-03-30 12:36:21-03","EAO","IAN","102589","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose","Magalhães, MG","10182",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN102589",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-12-04 15:24:59-03","PUCPR","HUCP","12879","S","Plantae","Eudicotiledonea",NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose.","Libsch, D","177","Brasil","Paraná","Tijucas do Sul",NA,"-49.1988983154297","-25.9281005859375","25228",NA,NA,"auto","Jaszczerski, JC; Libsch, D","2001","03",NA,NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-02-27 20:28:30-03","PUCPR","HUCP","25590","S","Plantae","Eudicotiledonea",NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose.","Ariati, V","552","Brasil","Parana","Telêmaco Borba",NA,"-50.6156005859375","-24.3239002227783","35037",NA,"Epífita.","auto","Ariati, V","2011","09",NA,NA,"HUCP00009025","HUCP00009025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-12-04 15:24:59-03","PUCPR","HUCP","19038-A","S","Plantae","Eudicotiledonea",NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose.","Selusniaki, M; Beltrami, L","1456","Brasil","Paraná","Curitiba","Bosque Boa Vista","-49.2731018066406","-25.4277992248535","25180",NA,NA,"auto","Kersten, RA","2007","11",NA,NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-12-04 15:24:59-03","PUCPR","HUCP","553","S","Plantae","Eudicotiledonea",NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose.","Piovesan, E","008","Brasil","Paraná","São José dos Pinhais",NA,"-49.2064018249512","-25.5347003936768","45291",NA,NA,"auto","Acra, LA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1986","10","12",NA,NA,NA,NA,NA
"37","2019-10-09 11:12:21-03","UFBA","ALCB","038486","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides",NA,"Bautista, HP; Harley, RM; Hind, DJN; Smith, S; Giulietti, AM","PCD&nf;3486","Brasil","Bahia","Lençóis","Chapada Diamantina, Serra da Chapadinha","-41","-12",NA,NA,"carnosa, epífita ou sobre rochas, pendente, estéril.; Floresta úmida.",NA,"Bautista, HP","1996","07","Southern America",NA,NA,NA,"08",NA,NA,"-41","-12","1996","07",NA,NA,NA,NA,NA,NA
"38","2019-10-09 11:12:21-03","UFBA","ALCB","038491","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides",NA,"Gasson, P; Harley, RM; Nic Lughadha, E; Soffiatti, P; França, F","PCD5882","Brasil","Bahia","Lençóis","Chapada Diamantina, Serra da Chapadinha","-41","-12",NA,NA,"epífita, ramificada, caule semi-pendente. Fruto branco, tons de rosa, translúcido. Ocasional.",NA,NA,"1997","02","Southern America",NA,NA,NA,"27",NA,NA,"-41","-12",NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-02-08 08:54:43-03","NBC","NL-BOTANY","L.2476474","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose","Ule EHG",NA,"Brazil",NA,NA,"Epiphyt in der Serra do Sincora, Estado de Bahia.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2476474 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"1906","11","Southern America",NA,"NL-L2476474","NL-L2476474","01",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"40","2020-02-08 08:54:43-03","NBC","NL-BOTANY","L.2476475","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose","Herb Alleizette AC d'",NA,"Brazil",NA,NA,"Bresil, Museum.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2476475 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Southern America",NA,"NL-L2476475","NL-L2476475",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"41","2020-02-08 08:54:43-03","NBC","NL-BOTANY","U.1180210","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose","Sipman HJM; Kalb K; Marcelli MP; Poelt J",NA,"Brazil",NA,NA,"Brasil, edo. Sao Paolo. Ilhabela, island on the atlanticforest. Along road Ilhabela town- Praia dos Castelhanos.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1180210 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"1979","07","Southern America",NA,"NL-U1180210","NL-U1180210","07",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"42","2020-11-04 11:04:12-03","ESALQ","ESA","124135","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides",NA,"Polisel, R.T. ; Diogo, I.","1195.0","Brasil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA). Trilha do Chagas, UHE da Fumaça. Floresta Ombrófila Densa à margem esquerda do Rio Juquiá.","-47.37897","-24.03882",NA,NA,"Epífita. Estéril.",NA,NA,"2013","03",NA,NA,"ESA124135","ESA124135","30","324","324","-47.37897","-24.03882",NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-11-04 11:04:12-03","ESALQ","ESA","23621","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose ex Bailey","Atkins, S. et al.",NA,"Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002","33136",NA,NA,"auto",NA,"1994","01",NA,NA,"ESA023621","ESA023621","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-11-04 11:04:12-03","ESALQ","ESA","37582","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose","Torezan, J.M.; Arima, L.I.A.; Pimenta, J.A.; Resende, J.C.F.; Sifuentes, D.V.O.","757.0","Brasil","Paraná","Sengés",NA,"-49.4636001586914","-24.1128005981445","55682",NA,"Erva epifita, frutos maduros roseos","auto","Souza, V.C.","1997","12",NA,NA,"ESA037582","ESA037582_2","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-11-04 10:55:10-03","ESALQ","ESA","133670","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides",NA,"J.S. Silva; M.F. Silveira; R.T. Queiroz; A.J.C. Silva; L.C. Garcia","497.0","Brasil","Paraná","Telêmaco Borba","Fazenda Monte Alegre. Trilha Ecológica.","-50.6156005859375","-24.3239002227783","35037",NA,"Epífita com frutos róseos.","auto",NA,"2009","04",NA,NA,"ESA133670",NA,"14",NA,NA,"-503518","-241700",NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-11-04 11:04:12-03","ESALQ","ESA","84625","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose","Viani, R.A.G.; Souza, S.C.P.M.; Gusson, E.; Cavallari Neto, M.; Melo, A.C.G.; Paula-Souza, J.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.","117.0","Brasil","São Paulo","Ribeirão Grande","Parque Estadual Intervales, Trilha da Bocaina em direção à gruta da Mãozinha e gruta do Minotauro; vegetação secundária de Floresta Ombrófila Densa Montana","-48.265","-241.627",NA,NA,"Epífita em tronco caído",NA,"Souza, V.C.","2003","04",NA,NA,"ESA084625","ESA084625","17","820","820","-48,265","-241,627",NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-11-04 11:04:12-03","ESALQ","ESA","35293","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides",NA,"Souza, V.C.; Souza, J.P.; Scalon, V.R.; Campos, F.J.","10060.0","Brasil","Minas Gerais","Caeté","Serra da Piedade. Campo rupestre.","-434.044","-194.907",NA,NA,"Cladódios verde-escuros; frutos imaturos verde-claros com ápice avermelhado.",NA,NA,"1996","01",NA,NA,"ESA035293","ESA035293","11","1480","1480","-434,044","-194,907",NA,NA,NA,NA,NA,NA,NA,NA
