"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","identifiedBy","year","month","continentOcean","preparationType","barcode","imagecode","day","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relationshipType","relatedCatalogItem","fieldNumber","infraspecificEpithet"
"245","2020-12-11 11:34:14-03","UFMG","BHCB","118546","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","DC.","Carmo, FF","1213","Brasil","Minas Gerais","Rio Acima","Serra de Gandarela.","-43.7893981933594","-20.0874996185303","13827",NA,NA,"auto",NA,"2007","10","Southern America",NA,NA,NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","2020-12-11 11:34:14-03","UFMG","BHCB","118545","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","DC.","Carmo, FF","1022","Brasil","Minas Gerais","Ouro Preto","Serra do Capanema.","-43.5080986022949","-20.2875003814697","44599",NA,NA,"auto",NA,"2007","09","Southern America",NA,NA,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","2020-12-11 11:34:14-03","UFMG","BHCB","28375","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","DC.","Stehmann, JR; Zappi, DC; et al.","239","Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça","-43.4152984619141","-19.959400177002","33136",NA,"afloramentos rochosos; arbustivo; rupícolas; flores alaranjadas; frutos cônicos avermelhados; artículos verde-arroxeados","auto",NA,"1990","09","Southern America",NA,NA,NA,"11","1500","1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","2020-12-11 11:34:14-03","UFMG","BHCB","28376","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","DC.","Stehmann, JR; Zappi, DC; et al.","s.n.","Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça","-43.4152984619141","-19.959400177002","33136",NA,"Mata; epífita","auto",NA,"1990","09","Southern America",NA,NA,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","2020-12-11 11:34:14-03","UFMG","BHCB","28376","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","DC.",NA,"s.n.","Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça","-43.4152984619141","-19.959400177002","33136",NA,NA,"auto",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","2020-12-11 11:34:14-03","UFMG","BHCB","28375","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","DC.",NA,"s.n.","Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça","-43.4152984619141","-19.959400177002","33136",NA,NA,"auto",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","2020-12-11 11:34:14-03","UFMG","BHCB","40016","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","DC.","Vasconcelos, MF de","s.n.","Brasil","Minas Gerais","Catas Altas","Serra do Caraça.","-43.4075012207031","-20.0746994018555","11966",NA,"Campo ruspestre. Rupícola.","auto",NA,"1997","11","Southern America",NA,NA,NA,"29","1400","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","2020-12-11 11:34:14-03","UFMG","BHCB","53393","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","DC.","Mota, RC da","85","Brasil","Minas Gerais","Catas Altas","Serra do Caraça.","-43.4075012207031","-20.0746994018555","11966",NA,"Coletada em campo rupestre; corola alaranjada","auto",NA,"1999","10","Southern America",NA,NA,NA,"23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","2020-12-11 11:34:14-03","UFMG","BHCB","43221","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","DC.","Salino, A","4361","Brasil","Minas Gerais","Catas Altas","Serra do Caraça, acima da Cascatinha","-43.4075012207031","-20.0746994018555","11966",NA,"Erva rupícola com flores abertas amarelas e flores fechadas alaranjadas","auto",NA,"1998","10","Southern America",NA,NA,NA,"02","1300","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","2020-12-11 11:34:14-03","UFMG","BHCB","2412","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","DC.","Viana, T; Grandi, TSM","109","Brasil","Minas Gerais","Catas Altas","Serra do Caraça, Cascatinha","-43.4075012207031","-20.0746994018555","11966",NA,"epífita; herbáceo; nº 493","auto",NA,"1980","05","Southern America",NA,NA,NA,"03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","2020-12-11 11:34:14-03","UFMG","BHCB","40123","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","DC.",NA,"s.n.","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328","26557",NA,NA,"auto",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","2020-12-11 11:34:14-03","UFMG","BHCB","71485","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","DC.","Figueiredo, RA","p33","Brasil","São Paulo","Jundiaí","Serra do Japi","-46.8800010681152","-23.1800003051758","17840",NA,"Saxícola, frutos róseos","auto",NA,"2002","05","Southern America",NA,NA,NA,"09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","2020-12-11 11:34:14-03","UFMG","BHCB","56948","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","DC.","Salino, A; Melo, LCN","5826","Brasil","Minas Gerais","Baependi","Usina Hidrelétrica Congonhal. Rio Jacu.","-44.8899993896484","-21.9589004516602","29865",NA,"Epífita, a 1,80m de altura, interior de mata.","auto",NA,"2000","11","Southern America",NA,NA,NA,"13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","2021-02-11 17:18:26-03","UFPR","UPCB","70661","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","Britton & Rose","Kollmann, L.","10590","Brasil","Espírito Santo","Castelo","BLOQUEADO",NA,NA,NA,NA,"Planta epífita, flores amarelas, frutos verdes. Material prensado em alcool..",NA,NA,"2008","02",NA,NA,NA,NA,"13","1250","1250","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA
"259","2021-02-11 17:18:26-03","UFPR","UPCB","90200","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose","Vermelho (Araújo, D. et al.)","12","Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos - Trilha Suspensa","-43.001944","-22.4525",NA,NA,"Prensado em álcool. Amostra em sílica. Epífita. Botões amarelos. Duplicatas 3.",NA,"Araújo, D. & Lopes, N.","2012","10",NA,NA,"UPCB0029311","UPCB0029311","22","1146","1146","-43.001944","-22.452500",NA,NA,NA,NA,NA,NA,NA,NA
"260","2021-02-11 17:18:26-03","UFPR","UPCB","31876","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","Britton & Rose","Kersten, R.","191","Brasil","São Paulo","Ribeirão Grande","Bairro do Carioca","-48.3600006103516","-24.0900001525879","25028",NA,"Epífita, flor amarela, fruto róseo-esbranquiçado. Floresta aluvial..","auto","Silva, S.M.","1997","09",NA,NA,NA,NA,"23",NA,NA,NA,NA,"1997","09",NA,NA,NA,NA,NA,NA
"261","2021-02-11 17:18:26-03","UFPR","UPCB","44441","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","Britton & Rose","Borgo, M.","1176","Brasil","Paraná","Curitiba","Bosque Jardim Saturno, bairro Santo Inácio","-49.2731018066406","-25.4277992248535","25180",NA,"Epífita a 3m do solo, com flores amarelas, em floresta ombrófila mista..","auto","Borgo, M.","2001","10",NA,NA,NA,NA,"10",NA,NA,NA,NA,"2001","10","10",NA,NA,NA,NA,NA
"262","2021-02-11 17:18:26-03","UFPR","UPCB","44234","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","Britton & Rose","Borgo, M.","981","Brasil","Paraná","Curitiba","Bosque Municipal Fazendinha","-49.2731018066406","-25.4277992248535","25180",NA,"Epífita a 5,0m do solo com frutos róseos, em Floresta Ombrófila Mista submontana..","auto","Borgo, M.","2001","02",NA,NA,NA,NA,"16",NA,NA,NA,NA,"2001","02","16",NA,NA,NA,NA,NA
"263","2021-02-11 17:18:26-03","UFPR","UPCB","44185","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","Britton & Rose","Borgo, M.","1027","Brasil","Paraná","Curitiba","Bosque Municipal Jardim Saturno, bairro Santo Inácio","-49.2731018066406","-25.4277992248535","25180",NA,"Epífita sobre árvore caída, com frutos róseos, em Floresta ombrófila mista submontana..","auto","Borgo, M.","2001","03",NA,NA,NA,NA,"20",NA,NA,NA,NA,"2001","03","20",NA,NA,NA,NA,NA
"264","2021-02-11 17:18:26-03","UFPR","UPCB","44188","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","Britton & Rose","Borgo, M.","932","Brasil","Paraná","Curitiba","Bosque Municipal Reinhard Maack, bairro Hauer","-49.2731018066406","-25.4277992248535","25180",NA,"Epífita a 5m do solo, frutos róseos, sobre Myrcia rostrata, em Floresta ombrófila mista submontana..","auto","Borgo, M.","2001","01",NA,NA,NA,NA,"11",NA,NA,NA,NA,"2001","01","11",NA,NA,NA,NA,NA
"265","2021-02-11 17:18:26-03","UFPR","UPCB","31366","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","Britton & Rose","Oliveira, H.F.","339","Brasil","Paraná","Ponta Grossa","Buraco do Padre","-50.1618995666504","-25.0949993133545","46557",NA,"Epífita, artículos em forma de garrafa, fruto vináceo..","auto","Oliveira, H.F.","1995","12",NA,NA,NA,NA,"15",NA,NA,NA,NA,"1995","12",NA,NA,NA,NA,NA,NA
"266","2021-02-11 17:18:26-03","UFPR","UPCB","44695","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","Britton & Rose","Borgo, M.","1141","Brasil","Paraná","Curitiba","Capão do Jardim Botânico","-49.2731018066406","-25.4277992248535","25180",NA,"Epífita a 2,5m do solo, frutos amarelos, no interior da floresta ombrófila mista..","auto","Borgo, M.","2001","03",NA,NA,NA,NA,"30",NA,NA,NA,NA,"2001","03","30",NA,NA,NA,NA,NA
"267","2021-02-11 17:18:26-03","UFPR","UPCB","14565","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","Britton & Rose","Acra, L.A.","84","Brasil","Paraná","Curitiba","Centro Politécnico","-49.2731018066406","-25.4277992248535","25180",NA,"Epífita..","auto","Freitas, M.F.","1986","01",NA,NA,NA,NA,"16",NA,NA,NA,NA,"1992","04","27",NA,NA,NA,NA,NA
"268","2021-02-11 17:18:26-03","UFPR","UPCB","14566","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","Britton & Rose","Acra, L.A.","58","Brasil","Paraná","Curitiba","Centro Politécnico","-49.2731018066406","-25.4277992248535","25180",NA,"Epífita, flor amarela. Interior do capão..","auto",NA,"1985","10",NA,NA,NA,NA,"26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","2021-02-11 17:18:26-03","UFPR","UPCB","14567","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","Britton & Rose","Acra, L.A.","62","Brasil","Paraná","Curitiba","Centro Politécnico","-49.2731018066406","-25.4277992248535","25180",NA,"Epífita. Interior do capão..","auto","Freitas, M.F.","1985","11",NA,NA,NA,NA,"09",NA,NA,NA,NA,"1992","04","27",NA,NA,NA,NA,NA
"270","2021-02-11 17:18:26-03","UFPR","UPCB","15901","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","Britton & Rose","Paciornik, E.F.","305","Brasil","Paraná","Curitiba","Centro Politécnico","-49.2731018066406","-25.4277992248535","25180",NA,"Epífita, botão floral verde amarelado. Interior do capão..","auto",NA,"1987","09",NA,NA,NA,NA,"28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","2021-02-11 17:18:26-03","UFPR","UPCB","73055","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","Britton & Rose","Soller, A.","161","Brasil","Paraná","Curitiba","Centro Politécnico, Mata Viva","-49.2731018066406","-25.4277992248535","25180",NA,"flores alaranjadas.","auto","Soller, A.","2011","11",NA,NA,NA,NA,"04",NA,NA,NA,NA,"2011","11","04",NA,NA,NA,NA,NA
"272","2021-02-11 17:18:26-03","UFPR","UPCB","39900","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","Britton & Rose","Petean, M.P.","87","Brasil","Paraná","Pinhais","Estação Experimental do Cangüiri","-49.1925010681152","-25.4447002410889","10418",NA,"Epífita a 3m do solo, flores brancas..","auto","Petean, M.P.","1999","10",NA,NA,NA,NA,"20",NA,NA,NA,NA,"1999","10",NA,NA,NA,NA,NA,NA
"273","2021-02-11 17:18:26-03","UFPR","UPCB","20452","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","Britton & Rose","Galli, D.","18","Brasil","Paraná","Curitiba","Jardim Botânico","-49.2731018066406","-25.4277992248535","25180",NA,"Epífita, flor rosada..","auto",NA,"1991","01",NA,NA,NA,NA,"21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","2021-02-11 17:18:26-03","UFPR","UPCB","44702","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","Britton & Rose","Borgo, M.","830","Brasil","Paraná","Curitiba","Museu de História Natural Capão da Imbuia","-49.2731018066406","-25.4277992248535","25180",NA,"Epífita sobre tronco caído, flores amareladas, frutos jovens, em floresta ombrófila mista..","auto","Borgo, M.","2001","11",NA,NA,NA,NA,"08",NA,NA,NA,NA,"2001","11","08",NA,NA,NA,NA,NA
"275","2021-02-11 17:18:26-03","UFPR","UPCB","25712","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","Britton & Rose","Carrião, D.J.S.",NA,"Brasil","Paraná","Curitiba","Parque Barigüi","-49.2731018066406","-25.4277992248535","25180",NA,"Epífita a 3m, fruto branco..","auto","Dittrich, V.A.O.","1995","08",NA,NA,NA,NA,"22",NA,NA,NA,NA,"1995","10",NA,NA,NA,NA,NA,NA
"276","2021-02-11 17:18:26-03","UFPR","UPCB","44319","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","Britton & Rose","Dala Rosa, S.","137","Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545","46557",NA,"Epífita a 18m do solo, com frutos rosáceos, na Floresta ombrófila mista..","auto","Dala Rosa, S.","2001","02",NA,NA,NA,NA,"10",NA,NA,NA,NA,"2001","02",NA,NA,NA,NA,NA,NA
"277","2021-02-11 17:18:26-03","UFPR","UPCB","44318","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","Britton & Rose","Dala Rosa, S.","131","Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545","46557",NA,"Epífita caída no solo, com frutos verdes, na Floresta ombrófila mista..","auto","Dala Rosa, S.","2000","12",NA,NA,NA,NA,"07",NA,NA,NA,NA,"2001","01","12",NA,NA,NA,NA,NA
"278","2021-02-11 17:18:26-03","UFPR","UPCB","31365","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","Britton & Rose","Oliveira, H.F.","354","Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545","46557",NA,"Epífita, flor amarela, fruto branco..","auto","Oliveira, H.F.","1996","07",NA,NA,NA,NA,"06",NA,NA,NA,NA,"1996","07",NA,NA,NA,NA,NA,NA
"279","2021-02-11 17:18:26-03","UFPR","UPCB","31367","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","Britton & Rose","Oliveira, H.F.","324","Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545","46557",NA,"Epífita ereta, 40cm, artículos em forma de garrafa, fruto avermelhado..","auto","Oliveira, H.F.","1995","12",NA,NA,NA,NA,"15",NA,NA,NA,NA,"1995","12",NA,NA,NA,NA,NA,NA
"280","2021-02-11 17:18:26-03","UFPR","UPCB","31368","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","Britton & Rose","Oliveira, H.F.","321","Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545","46557",NA,"Erva, 30cm, fruto avermelhado, artículos em forma de garrafa. Em rocha arenítica..","auto","Oliveira, H.F.","1995","11",NA,NA,NA,NA,"17",NA,NA,NA,NA,"1995","11",NA,NA,NA,NA,NA,NA
"281","2021-02-11 17:18:26-03","UFPR","UPCB","31369","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","Britton & Rose","Oliveira, H.F.","354","Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545","46557",NA,"Rupícola, artículos em forma de garrafa, flor amarela..","auto","Oliveira, H.F.","1996","08",NA,NA,NA,NA,"29",NA,NA,NA,NA,"1996","08",NA,NA,NA,NA,NA,NA
"282","2021-02-11 17:18:26-03","UFPR","UPCB","73033","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","Britton & Rose","Soller, A.","91","Brasil","Paraná","Curitiba","Pça Herculano Zibarth, rua augusto steembock, Uberaba","-49.2731018066406","-25.4277992248535","25180",NA,NA,"auto","Soller, A.","2011","01",NA,NA,NA,NA,"31",NA,NA,NA,NA,"2011","02","02",NA,NA,NA,NA,NA
"283","2021-02-11 17:18:26-03","UFPR","UPCB","73038","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","Britton & Rose","Soller, A.","97","Brasil","Paraná","Campina Grande do Sul","Rio Capivari, Margem","-49.0553016662598","-25.3055992126465","55154",NA,NA,"auto","Soller, A.","2011","02",NA,NA,NA,NA,"08",NA,NA,NA,NA,"2011","02","10",NA,NA,NA,NA,NA
"284","2021-02-11 17:18:26-03","UFPR","UPCB","29703","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","Britton & Rose","Cervi, A.C.","6046","Brasil","Paraná","Jaguariaíva","Rio das Mortes","-49.7057991027832","-24.2511005401611","44368",NA,"Epífita, fruto esverdeado. Mata de galeria..","auto","Cervi, A.C.","1995","11",NA,NA,NA,NA,"20",NA,NA,NA,NA,"1995","11",NA,NA,NA,NA,NA,NA
"285","2021-02-11 17:18:26-03","UFPR","UPCB","86371","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.)","Bochorny, T. et al.","47","Brasil","Paraná","Telêmaco Borba","Rio Tibagi-Ilha Salto Aparato","-50.6156005859375","-24.3239002227783","35037",NA,"Epífita, frutos rosas.","auto","Britton & Rose","2012","03",NA,NA,NA,NA,"21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","2021-02-11 17:18:26-03","UFPR","UPCB","65170","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","Britton & Rose","Bonnet, A.","670209","Brasil","Paraná","Telêmaco Borba","Salto Conceição, margens do Rio Tibagi.","-50.6156005859375","-24.3239002227783","35037",NA,"Epífita, ecótono (FOM e FES)..","auto","Bonnet, A.","2007","12",NA,NA,NA,NA,"07","670","670",NA,NA,"2007","12","07",NA,NA,NA,NA,NA
"287","2021-02-11 17:18:26-03","UFPR","UPCB","27848","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","Britton & Rose","Schütz, A.L.",NA,"Brasil","Paraná","Araucária","Taquarova","-49.4103012084961","-25.5930995941162","21346",NA,"Epífita, fruto avermelhado. Floresta com Araucária..","auto","Silva, S.M.","1993","08",NA,NA,NA,NA,"28",NA,NA,NA,NA,"1996","07",NA,NA,NA,NA,NA,NA
"288","2021-02-11 17:18:26-03","UFPR","UPCB","49783","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","Britton & Rose","Petean, M.P.","35","Brasil","Paraná","Pinhais","UFPR, Fazenda Canguiri","-49.1925010681152","-25.4447002410889","10418",NA,"Epífita com frutos róseos, a 3,5m de altura em remanescente de floresta ciliar..","auto","Silva, S.M.","1999","04",NA,NA,NA,NA,"20",NA,NA,NA,NA,"1999","04",NA,NA,NA,NA,NA,NA
"289","2021-02-11 17:18:26-03","UFPR","UPCB","25711","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","Britton & Rose","Carrião, D.J.S.",NA,"Brasil","Paraná","Curitiba","Parque Barigüi","-49.2731018066406","-25.4277992248535","25180",NA,"Epífita, 3m. Área aberta..","auto","Dittrich, V.A.O.","1995","10",NA,NA,NA,NA,"03",NA,NA,NA,NA,"1995","10",NA,NA,NA,NA,NA,NA
"290","2021-02-11 17:18:26-03","UFPR","UPCB","31370","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","Britton & Rose","Oliveira, H.F.","351","Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545","46557",NA,"Rupícola, flor lilás com amarelo, artículos em forma de garrafa, quando jovem com espinhos..","auto","Oliveira, H.F.","1996","08",NA,NA,NA,NA,"06",NA,NA,NA,NA,"1996","08",NA,NA,NA,NA,NA,NA
"291","2021-02-11 17:18:26-03","UFPR","UPCB","40113","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","Britton & Rose","Cervi, A.C.","6877","Brasil","Paraná","Curitiba","UFPR, Centro Policténico, capão da Escola de Floresta","-49.2731018066406","-25.4277992248535","25180",NA,"Epífita de flores amarelas. Interior da floresta ombrófila mista..","auto","Cervi, A.C.","1999","11",NA,NA,NA,NA,"03",NA,NA,NA,NA,"1999","01","01",NA,NA,NA,NA,NA
"292","2020-09-22 11:48:00-03","MO","MOBOT","101223359","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose","J.M. Silva|Gert G. Hatschbach","Silva 27","Brazil","Pará",NA,"São Luiz do Purunã (mun. Balsa Nova).",NA,NA,NA,"1",NA,NA,"N.P. Taylor & D.C. Zappi","1985","10","South America",NA,NA,NA,"31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","2008-05-27 22:02:00-03","MO","MOBOT","1455699","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose","Howard S. Irwin|et al.","Irwin 19845","Brazil","Minas Gerais",NA,"Pico do Itabirito, ca 50 km SE of Belo Horizonte",NA,NA,NA,NA,NA,NA,"S. M. Calveuk (USP/SPF)","1968","2","South America",NA,NA,NA,"11","1750.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","2011-02-18 16:38:00-02","MO","MOBOT","1456329","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose","Gustaf Anders Lindberg","Lindberg 365","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,"J.A. Lombardi, 1988 (UEC)","1854",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","2013-05-07 06:03:00-03","MO","MOBOT","1456331","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose","Ynés Mexia","Mexia 5373A","Brazil","Minas Gerais",NA,"Vicosa. Fazenda de Aguada; Cabeceira do matto. On decaying log in dense forest.",NA,NA,NA,NA,NA,NA,"J.A. Lombardi, 1988 (UEC)","1930","11","South America",NA,NA,NA,"27","750.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","2008-05-27 22:02:00-03","MO","MOBOT","1456332","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose","Howard S. Irwin|et al.","Irwin 30460","Brazil","Minas Gerais",NA,"Middle slopes of Serra da Piedade, ca 40 km E of Belo Horizonte near BR-31",NA,NA,NA,NA,NA,NA,"N. Taylor. 1997 (K)","1971","1","South America",NA,NA,NA,"16","1800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","2011-06-27 08:42:00-03","MO","MOBOT","1456338","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose","F. Sellow","Sellow 523","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N. Taylor (K)","1814",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","2011-02-18 16:38:00-02","MO","MOBOT","1456343","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose","Gustaf Anders Lindberg","Lindberg 369","Brazil","Minas Gerais",NA,"South America",NA,NA,NA,"1",NA,NA,"N. Taylor, 1977 (K)","1854","9","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
