"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","dayIdentified","individualCount","class"
"11","2021-03-01 16:24:17-03","UNICAMP","UEC","2862","S","Plantae","Magnoliopsida",NA,"Asteraceae","Gochnatia","hatschbachii","Gochnatia hatschbachii","Cabrera",NA,"Semir, J; Nakajima, JN","4745","1973","10","31",NA,"Brazil","Minas Gerais","Jaboticatubas","km 120 ao longo da rodovia Lagoa Santa.","-43.7449989318848","-19.513599395752",NA,"Árvore 3-4m, capítulos jovens, brácteas creme.; Mata ciliar.","UEC123852","UEC123852","Roque, N","1993","05",NA,NA,NA,NA,"31264","auto","04",NA,NA
"12","2021-03-01 16:24:17-03","UNICAMP","UEC","2861","S","Plantae","Magnoliopsida",NA,"Asteraceae","Gochnatia","hatschbachii","Gochnatia hatschbachii","Cabrera",NA,"Semir, J; Sazima, M; Giulietti, AM","4344","1973","09","03",NA,"Brazil","Minas Gerais","Jaboticatubas","Km 126 ao longo da rodovia Lagoa Santa.","-43.7449989318848","-19.513599395752",NA,"Arbusto + ou - 1 metro.; Mata ciliar.","UEC123854","UEC123854","Sancho, G","2000",NA,NA,NA,NA,NA,"31264","auto",NA,NA,NA
"13","2021-03-01 16:24:17-03","UNICAMP","UEC","51289","S","Plantae","Magnoliopsida",NA,"Asteraceae","Gochnatia","hatschbachii","Gochnatia hatschbachii","Cabrera",NA,"Leitão Filho, HF; Araújo, GM; Vieira, MF; et al.","21770","1989","07","02",NA,"Brazil","Minas Gerais","Santana Do Riacho","Cadeia do Espinhaço, Serra do Cipó.","-43.7144012451172","-19.1688995361328",NA,"Arbusto cerca de 2,0 metros, flores amarelo-esverdeados.; Mata Ciliar.","UEC123853","UEC123853","Nakajima, JN","1998","05",NA,NA,NA,NA,"26557","auto",NA,NA,NA
"14","2021-03-01 16:24:17-03","UNICAMP","UEC","60289","S","Plantae","Magnoliopsida",NA,"Asteraceae","Gochnatia","hatschbachii","Gochnatia hatschbachii","Cabrera",NA,"Leitão Filho, HF; Araújo, GM; Vieira, MF; et al.","21770","1989","07","02",NA,"Brazil","Minas Gerais","Santana Do Riacho","Cadeia do Espinhaço, Serra do Cipó.","-43.7144012451172","-19.1688995361328",NA,"Arbusto cerca de 2,0 metros, flores amarelo-esverdeados.; Mata Ciliar.","UEC123851","UEC123851","Nakajima, JN","1998","05",NA,NA,NA,NA,"26557","auto",NA,NA,NA
"15","2021-03-01 16:24:17-03","UNICAMP","UEC","133239","S","Plantae","Magnoliopsida",NA,"Asteraceae","Gochnatia","hatschbachii","Gochnatia hatschbachii","Cabrera",NA,"Menezes, NL; Semir, J; Furlan, A; Pirani, JR; Castro, NM","s.n.","1980","07","27",NA,"Brazil","Minas Gerais","Santana Do Riacho","Km 109 ao longo da Rodovia Belo Horizonte - Conceição do Mato Dentro. Beira de Córrego.","-43.7144012451172","-19.1688995361328",NA,"Arbusto com 2,5m. Flores creme odoríferas.; Campo rupestre.","UEC123857","UEC123857","Semir, J; Monge, M","2010","06",NA,NA,NA,NA,"26557","auto",NA,NA,NA
"16","2020-12-21 16:15:59-03","MBM","MBM","27035","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Gochnatia","hatschbachii","Gochnatia hatschbachii","Cabrera","PARATYPE","Hatschbach, G.","30155","1972","08","10","Southern America","Brazil","Minas Gerais","Datas","Rod MG2","-43.6557998657227","-18.4456005096436",NA,"Arbusto 2m, capítulos cremes, margens córrego; Arbusto 2m, capítulos creme.; Margens de córrego.","MBM027035","MBM027035","Cabrera","1974",NA,NA,NA,NA,NA,"23532","auto",NA,NA,NA
"17","2020-12-21 16:15:58-03","MBM","MBM","105013","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Gochnatia","hatschbachii","Gochnatia hatschbachii","Cabrera",NA,"Hatschbach, G.; Kummrow, R.; Kummrow, R.","49719","1985","09","15","Southern America","Brazil","Minas Gerais","Diamantina","Rodovia Guinda - Conselheiro Mata","-43.6002998352051","-18.2493991851807",NA,NA,"MBM105013","MBM105013","Hatschbach, G.",NA,NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA
"18","2020-12-21 16:15:58-03","MBM","MBM","108330","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Gochnatia","hatschbachii","Gochnatia hatschbachii","Cabrera",NA,"Hatschbach, G.; Zelma, F.J.; Zelma, F.J.","49765","1985","09","16","Southern America","Brazil","Minas Gerais","Diamantina","Salto Cristais","-43.6002998352051","-18.2493991851807",NA,NA,"MBM108330","MBM108330","Cabrera, A.L.",NA,NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA
"19","2020-12-21 16:15:59-03","MBM","MBM","280754","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Gochnatia","hatschbachii","Gochnatia hatschbachii","Cabrera",NA,"Giulietti, A.M.; et al.; et al.","s.n.","1981","07","29","Southern America","Brazil","Minas Gerais","Gouveia","Fazenda Contagem","-43.7407989501953","-18.4543991088867",NA,NA,"MBM280754","MBM280754","Nakajima, J.N.",NA,NA,NA,NA,NA,NA,"37970","auto",NA,NA,NA
"20","2020-12-21 16:15:58-03","MBM","MBM","27034","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Gochnatia","hatschbachii","Gochnatia hatschbachii","Cabrera","ISOTYPE","Hatschbach, G.","29951","1972","08","06","Southern America","Brazil","Minas Gerais","Jaboticatubas","Serra do Cipó","-43.7449989318848","-19.513599395752",NA,"Arbusto 2m, capítulos creme, margens córrego, zona de campo; Arbusto 2m, capítulos creme.; Margens de córrego, zona de campo.","MBM027034","MBM027034",NA,NA,NA,NA,NA,NA,NA,"31264","auto",NA,NA,NA
"21","2020-12-21 16:16:44-03","MBM","MBM","416445","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Moquiniastrum","hatschbachii","Moquiniastrum hatschbachii","(Cabrera) G. Sancho",NA,"Cordeiro, J.; Brotto, M.L.; Brotto, M.L.","5989","2018","11","17","Southern America","Brazil","Minas Gerais","Diamantina","Conselheiro Mata, Cachoeira das Fadas","-43.991111","-18.287222",NA,"Arbusto reófito com 1,5 m de altura; frutos secos dispersando as sementes.; Floresta Estacional Semidecidual Aluvial.","MBM416445",NA,"Brotto, M.L.","2018","12","-43.991111","-18.287222","992","992",NA,NA,"19",NA,NA
"22","2020-12-21 16:16:44-03","MBM","MBM","417599","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Moquiniastrum","hatschbachii","Moquiniastrum hatschbachii","(Cabrera) G. Sancho",NA,"Loeuille, B.; Mello-Silva, R.; Lovo, J.; Alcantara, S.; Mello-Silva, R.; Lovo, J.; Alcantara, S.","582","2011","11","17","Southern America","Brazil","Minas Gerais","Serro","Capivari, Subida do Pico do Itambé.","-43.373889","-18.389722",NA,"Arvoreta até 1,5 m. Capítulos velhos.; Margem de um córrego.","MBM417599","MBM417599","Loeuille, B.","2012","01","-43.373889","-18.389722","1285","1285",NA,NA,NA,NA,NA
"23","2020-12-11 11:32:57-03","UFMG","BHCB","139335","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Gochnatia","hatschbachii","Gochnatia hatschbachii","Cabrera",NA,"Santos, MF; Serafim, H","295","2008","03","14","Southern America","Brasil","Minas Gerais","Itambé do Mato Dentro","Distrito de Santana do Rio Preto (Cabeça de Boi), Margem do córrego Cipó, à meia altura da serra","-43.431333","-19.414444",NA,"Árvore, 4 m. Folhas discolores. Brácteas involucrais paleáceas; Margem de córrego","BHCB008935",NA,NA,"2013","07","-43.431333","-19.414444",NA,NA,NA,NA,"09",NA,NA
"24","2020-12-11 11:32:57-03","UFMG","BHCB","83931","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Gochnatia","hatschbachii","Gochnatia hatschbachii","Cabrera",NA,"Giulietti, AM; Semir, J; Menezes, NL de; Giulietti, AM; Mattos, AJ","s.n.","1981","08","29","Southern America","Brasil","Minas Gerais","Gouveia","Fazenda Contagem., 13km direita no km da rodovia Curvelo-Diamantina.","-43.7407989501953","-18.4543991088867",NA,"Flora de Campos Rupestres. Capítulos alvos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"37970","auto",NA,NA,NA
"25","2020-12-11 11:32:57-03","UFMG","BHCB","19632","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Gochnatia","hatschbachii","Gochnatia hatschbachii","Cabrera","Isotypus","Hatschbach, G","29951","1972","08","06","Southern America","Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó","-43.7449989318848","-19.513599395752",NA,"Arbusto de 2m, capítulos cor creme.; Margem de córrego. Zona de campo.","BHCB000054","BHCB000054",NA,"1974",NA,NA,NA,NA,NA,"31264","auto",NA,NA,NA
"26","2014-09-22 17:29:00-03","MO","MOBOT","100743748","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Moquiniastrum","hatschbachii","Moquiniastrum hatschbachii","(Cabrera) G. Sancho",NA,"Gert G. Hatschbach","Hatschbach 29951","1972","8","6","South America","Brazil","Minas Gerais",NA,"Serra do Cipó (mun. Jaboticatuba), campo pedregoso",NA,NA,NA,NA,NA,NA,"John Pruski, 2014 (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"27","2018-01-31 15:23:00-02","MO","MOBOT","101026403","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Moquiniastrum","hatschbachii","Moquiniastrum hatschbachii","(Cabrera) G. Sancho",NA,"B. Loeuille","Loeuille 582","2011","11","17","South America","Brazil","Minas Gerais","Serro","Capivari. Subida do Pico do Itambé.","-43.3738889","-18.39",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1285.00000000",NA,NA,NA,NA,"1",NA
"28","2020-06-15 15:28:52-03","UNESP-RC","HRCB","28985","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Moquiniastrum","hatschbachii","Moquiniastrum hatschbachii","(Cabrera) G. Sancho",NA,"Farinaccio, M.A.","54","1997","06","07",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,"Subarbusto, flores brancas.",NA,NA,"Roque, N.","2016","07",NA,NA,NA,NA,"26557","auto","08",NA,NA
"29","2019-06-10 10:10:16-03","FZB-BH","BHZB","9927","S","Plantae",NA,NA,"Asteraceae","Gochnatia","hatschbachii","Gochnatia hatschbachii",NA,NA,"Ordones, J. et al.","2167","2013","01","30",NA,"Brasil","MG","Santana do Riacho","RPPN Brumas do Espinhaço e Ermo do Gerais, Ermo","-43.7144012451172","-19.1688995361328",NA,"flores cremes. Duplicata doada para Herbário HUFU",NA,NA,"Jimi Nakajima","2013","02",NA,NA,NA,NA,"26557","auto",NA,NA,NA
"30","2019-06-10 10:10:16-03","FZB-BH","BHZB","9056","S","Plantae",NA,NA,"Asteraceae","Gochnatia","hatschbachii","Gochnatia hatschbachii",NA,NA,"Fernandes, M.G.C. et al.","1544","2012","07","11",NA,"Brasil","MG","Santana do Riacho","RPPN Brumas do Espinhaço e Ermo dos Gerais","-43.706944","-19.035278",NA,"Ponto 108 636082 7894777 1312m,Duplicata doada para Herbário HUFU",NA,NA,"Jimi NakaJima","2013","02","43W 42' 25","19S 02' 07","1312","1312",NA,NA,NA,NA,NA
"31","2019-06-10 10:10:16-03","FZB-BH","BHZB","9081","S","Plantae",NA,NA,"Asteraceae","Gochnatia","hatschbachii","Gochnatia hatschbachii",NA,NA,"Fernandes, M.G.C. et al.","1440","2012","07","09",NA,"Brasil","MG","Santana do Riacho","RPPN Brumas do Espinhaço e Ermo dos Gerais","-43.708056","-19.046389",NA,"Ponto 98 (635943, 7893554 1285 m) Mirante do Vale do rio das Pedras perto do Pico do Sol .Duplicata doada para Herbário da HUFU e SPF. Com duplicata.",NA,NA,"Jimi Nakajima","2013","02","43W 42' 29","19S 02' 47","1285","1285",NA,NA,NA,NA,NA
"32","2019-06-10 10:10:19-03","FZB-BH","BHZB","12155","S","Plantae",NA,NA,"Asteraceae","Moquiniastrum","hatschbachii","Moquiniastrum hatschbachii",NA,NA,"Rezende, S.G.","6121","2017","07","10",NA,"Brasil","MG","Serro","Estrada próximo a São Gonçalo do Rio das Pedras","-43.3793983459473","-18.604700088501",NA,"Unicata",NA,NA,NA,NA,NA,"43°30'25","18°24'59","1041","1041","37754","auto",NA,NA,NA
"33","2020-09-12 05:00:02-03","US","US","3372752","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Moquiniastrum","hatschbachii","Moquiniastrum hatschbachii","(Cabrera) G. Sancho",NA,"T. Lewinsohn, P. Prado, B. Buys & V. Motta","95463","1995","7","27","South America - Neotropics","Brazil","Minas Gerais",NA,"Santana do Riacho, Serra do Cipo, Estrada da Usina","-43.5986","-19.2903",NA,NA,"US01208765","US01208765_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
"34","2020-09-12 05:00:02-03","US","US","3697915","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Moquiniastrum","hatschbachii","Moquiniastrum hatschbachii","(Cabrera) G. Sancho",NA,"B. Loeuille, R. Mello-Silva, J. Lovo & S. Alcantara","582","2011","11","17","South America","Brazil","Minas Gerais",NA,"Serro: Capivari. Subida do Pico do Itambe.","-43.3739","-18.3899",NA,NA,"US01311896","US01311896_01",NA,NA,NA,NA,NA,"1285",NA,NA,NA,NA,"1","Dicotyledonae"
"35","2020-09-12 05:00:02-03","US","US","3697933","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Moquiniastrum","hatschbachii","Moquiniastrum hatschbachii","(Cabrera) G. Sancho",NA,"B. Loeuille, R. Mello-Silva, J. Lovo & S. Alcantara","583","2011","11","17","South America","Brazil","Minas Gerais",NA,"Serro: Capivari. Subida do Pico do Itambe.","-43.3739","-18.3899",NA,NA,"US01311817","US01311817_01",NA,NA,NA,NA,NA,"1285",NA,NA,NA,NA,"1","Dicotyledonae"
"36","2020-09-12 05:00:02-03","US","US","3109607","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Moquiniastrum","hatschbachii","Moquiniastrum hatschbachii","(Cabrera) G. Sancho",NA,"B. Maguire Jr., C. Magalhaes & C. K. Maguire","49194","1960","8","13","South America - Neotropics","Brazil","Minas Gerais",NA,"20-30 km S of Gouveia, on road betw. Biamantina and Curvelo",NA,NA,NA,NA,"US01208764","US01208764_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
"37","2020-09-12 05:00:02-03","US","US","3467095","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Moquiniastrum","hatschbachii","Moquiniastrum hatschbachii","(Cabrera) G. Sancho",NA,"G. Hatschbach, M. M. Hatschbach & J. M. Silva","73650","2002","8","19","South America - Neotropics","Brazil","Minas Gerais",NA,"Curimatai, Rio Preto (Mun. Buenopolis)",NA,NA,NA,NA,"US01208763","US01208763_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
"38","2021-03-15 18:25:29-03","USP","SPF","206109","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Gochnatia","hatschbachii","Gochnatia hatschbachii","Cabrera",NA,"Heiden, G","1345","2010","06","14",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Rodovia Belo Horizonte - Conceição do Mato Dentro (MG-010), margem direita, margem de córrego à esquerda da trilha que leva ao córrego Gavião, logo após área plana adjacente à estrada, ao lado da ponte sobre o córrego Duas Pontinhas.","-43.563889","-19.293889",NA,"Arbusto, ca. 2,5 m alt. Folhas pouco discolores, mais claras na face abaxial. Capítulos imaturos, brácteas involucrais verde-claras. Flores com corola amarelo clara e estames beges.","SPF00206109","SPF00206109","Heiden, G","2010","06","-43.563889","-19.293889","1264","1264",NA,NA,"14",NA,NA
"39","2021-03-15 18:25:32-03","USP","SPF","208024","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Moquiniastrum","hatschbachii","Moquiniastrum hatschbachii","(Cabrera) G.Sancho",NA,"Heiden, G; Borges, LM; Siniscalchi, CM; Müller, G","1384","2010","06","16",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Lapinha da Serra, trilha para o Pico do Breu, margem do córrego Boqueirão à esquerda da trilha.","-43.676389","-19.099722",NA,"Arbusto, ca. 2 m alt. Folhas pouco discolores, mais claras na face abaxial. Capítulos em botão, brácteas involucrais verde-claras.","SPF00208024",NA,"Loeuille, B","2015",NA,"-43.676389","-19.099722","1403","1403",NA,NA,NA,NA,NA
"40","2021-03-15 18:25:32-03","USP","SPF","209810","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Moquiniastrum","hatschbachii","Moquiniastrum hatschbachii","(Cabrera) G.Sancho",NA,"Zappi, DC","1752","2009","03","06",NA,"Brasil","Minas Gerais","Santana de Pirapama","Serra do Cipó, Córrego do Quartel.","-43.778913","-18.975339",NA,"Arbusto 2-3 m alt., inflorescências passadas secas.; Beira do rio.","SPF00209810",NA,"Roque, N","2015","01","-43.778913","-18.975339",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 18:25:32-03","USP","SPF","209811","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Moquiniastrum","hatschbachii","Moquiniastrum hatschbachii","(Cabrera) G.Sancho",NA,"Zappi, DC","2279","2009","07","30",NA,"Brasil","Minas Gerais","Santana de Pirapama","Serra do Cipó, Rio das Pedras, Faz. do Sr. Luiz.","-43.749566","-19.023164",NA,"Arbustos 1,5-1,8 m alt., capítulos creme.; Afloramentos rochosos areníticos na beira do rio.","SPF00209811",NA,"Roque, N","2015","01","-43.749566","-19.023164",NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 18:25:32-03","USP","SPF","214762","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Moquiniastrum","hatschbachii","Moquiniastrum hatschbachii","(Cabrera) G.Sancho",NA,"Loeuille, B","583","2011","11","17",NA,"Brasil","Minas Gerais","Serro","Capivari","-43.373889","-18.389889",NA,NA,"SPF00214762",NA,"Loeuille, B","2015","01","-43.373889","-18.389889","1285","1285",NA,NA,NA,NA,NA
"43","2021-03-15 18:25:32-03","USP","SPF","214775","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Moquiniastrum","hatschbachii","Moquiniastrum hatschbachii","(Cabrera) G.Sancho",NA,"Loeuille, B","582","2011","11","17",NA,"Brasil","Minas Gerais","Serro","Capivari","-43.373889","-18.389889",NA,NA,"SPF00214775",NA,"Loeuille, B","2015","01","-43.373889","-18.389889","1285","1285",NA,NA,NA,NA,NA
"44","2021-03-15 18:25:32-03","USP","SPF","216830","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Moquiniastrum","hatschbachii","Moquiniastrum hatschbachii","(Cabrera) G.Sancho",NA,"Franco, IM","1011","2012","06","25",NA,"Brasil","Minas Gerais","Diamantina","Parque Estadual do Biribiri","-43.654806","-18.139194",NA,NA,"SPF00216830",NA,"Franco, IM","2013","09","-43.654806","-18.139194","891","891",NA,NA,NA,NA,NA
"45","2020-04-29 16:29:36-03","UFVJM","HDJF","5756","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Moquiniastrum","hatschbachii","Moquiniastrum hatschbachii","(Cabrera) G. Sancho",NA,"Chaves, DA; Gonçalves, MF","415","2014","05","03","Southern America","Brasil","Minas Gerais","São Gonçalo do Rio Preto","Cadeia do Espinhaço: Parque Estadual do Rio Preto, subida para a Chapada dos Coutos","-43.3384","-18.19615",NA,NA,"HDJF005756","HDJF005756_01","Bringel, JBA","2018","03","-43.3384","-18.19615","1350","1350",NA,NA,NA,NA,NA
"46","2019-12-09 10:45:50-03","UFSJ","HUFSJ","8289","S","Plantae",NA,NA,"Asteraceae","Gochnatia","hatschbachii","Gochnatia hatschbachii","Cabrera","isotype","Hatschbach, G","29951","1972","08","06",NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó. Córrego, zona de campo.","-43.7449989318848","-19.513599395752",NA,"Arbusto, 2m, capítulos creme.","HUFSJ008289","HUFSJ008289","Cabrera, A",NA,NA,NA,NA,NA,NA,"31264","auto",NA,NA,NA
"47","2019-11-01 14:54:19-03","UnB","UB","207361","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Moquiniastrum","hatschbachii","Moquiniastrum hatschbachii","(Cabrera) G. Sancho",NA,"Chaves, DA; Gonçalves, MF","415","2014","05","03","Southern America","Brasil","Minas Gerais","São Gonçalo do Rio Preto","Cadeia do Espinhaço: Parque Estadual do Rio Preto, subida para a Chapada dos Coutos","-43.3384","-18.19615",NA,"Complexo Rupestre",NA,NA,"Bringel, JBA","2018","03","-43.3384","-18.19615","1350","1350",NA,NA,NA,NA,NA
