"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","minimumElevationInMeters","maximumElevationInMeters","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","374702","PreservedSpecimen","Plantae","Salicaceae","Banara","tomentosa","Banara tomentosa","Clos","H. O. Sleumer",NA,NA,NA,"L. B. Smith","1965","01","23","Brazil","Paraná","Curitiba","Rio Passa Três, Convento","-49.83","-26.08",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=568937' target='other'> <mi>dwc_moreinfo</mi></a>","NY00374702","NY00374702_01","14996","800","800","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1034271","PreservedSpecimen","Plantae","Salicaceae","Banara","tomentosa","Banara tomentosa","Clos","R. Spichiger; E. Cottier",NA,NA,NA,"A. C. Cervi","1994","04","13","Brazil","Alagoas","Quebrangulo","Reserva Biológica de Pedra Talhada","-36.42","-9.25",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1249573' target='other'> <mi>dwc_moreinfo</mi></a>","NY01034271","NY01034271_01","CA7417",NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","374707","PreservedSpecimen","Plantae","Salicaceae","Banara","tomentosa","Banara tomentosa","Clos","L. B. Smith",NA,NA,NA,"R. Reitz","1951","02","03","Brazil","Santa Catarina","Chapecó","Itapiranga","-52.6181","-27.0967",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=568942' target='other'> <mi>dwc_moreinfo</mi></a>","NY00374707","NY00374707_01","3776",NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","441882","PreservedSpecimen","Plantae","Salicaceae","Banara","tomentosa","Banara tomentosa","Clos","S. F. Smith",NA,NA,NA,"A. Kegler","2000","02","13","Brazil","Rio Grande do Sul","Caxias do Sul","Vila Oliva","-50.890537","-29.219297",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=568934' target='other'> <mi>dwc_moreinfo</mi></a>","NY00441882","NY00441882_01","618","780","780","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","374718","PreservedSpecimen","Plantae","Salicaceae","Banara","tomentosa","Banara tomentosa","Clos","H. O. Sleumer",NA,NA,NA,"G. G. Hatschbach","1967","11","08","Brazil","Paraná","Sao Joao do Triunfo","S. Joao do Triunfo","-50.2972","-25.6833",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=568936' target='other'> <mi>dwc_moreinfo</mi></a>","NY00374718","NY00374718_01","17774",NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","374708","PreservedSpecimen","Plantae","Salicaceae","Banara","tomentosa","Banara tomentosa","Clos","H. O. Sleumer",NA,NA,NA,"R. Reitz","1962","12","19","Brazil","Santa Catarina","Campos Novos","Marombas do Sul, Campos Novos","-51.2247","-27.4019",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=568935' target='other'> <mi>dwc_moreinfo</mi></a>","NY00374708","NY00374708_01","14247","900","900","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","374721","PreservedSpecimen","Plantae","Salicaceae","Banara","tomentosa","Banara tomentosa","Clos","R. L. Liesner",NA,NA,NA,"E. M. Zardini","1993","11","09","Paraguay",NA,NA,"Guayaqui. Between Coronel Oviedo and Caaguazú; Route 2, km 158-159","-56.18","-25.48",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=568933' target='other'> <mi>dwc_moreinfo</mi></a>","NY00374721",NA,"37156",NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","374705","PreservedSpecimen","Plantae","Salicaceae","Banara","tomentosa","Banara tomentosa","Clos","B. Rambo",NA,NA,NA,"B. Rambo","1947","01","05","Brazil","Rio Grande do Sul","Bom Jesus","Fazenda Bernardo Velho","-50.388347","-28.558459",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=568940' target='other'> <mi>dwc_moreinfo</mi></a>","NY00374705","NY00374705_01","34750",NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","374720","PreservedSpecimen","Plantae","Salicaceae","Banara","tomentosa","Banara tomentosa","Clos","M. E. Múlgura de Romero",NA,NA,NA,"F. O. Zuloaga","1995","03","05","Argentina","Misiones",NA,"Dpto. Iguazú, Ruta Nac. 101, Arroyo Santo Domingo","-54.25","-25.67",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=568939' target='other'> <mi>dwc_moreinfo</mi></a>","NY00374720",NA,"5281",NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","374704","PreservedSpecimen","Plantae","Salicaceae","Banara","tomentosa","Banara tomentosa","Clos",NA,NA,NA,NA,"M. Sobral","1985","12",NA,"Brazil","Rio Grande do Sul","Santa Maria","Santa Maria. Em beira de mata no topo do Cerro Cechella","-53.8067","-29.6844",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=568946' target='other'> <mi>dwc_moreinfo</mi></a>","NY00374704","NY00374704_01","4627",NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","374700","PreservedSpecimen","Plantae","Salicaceae","Banara","tomentosa","Banara tomentosa","Clos","G. G. Hatschbach",NA,NA,NA,"G. G. Hatschbach","1972","12","12","Brazil","Paraná","Curitiba","Johanisdorf. Interior do capao","-49.2731","-25.4281",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=568945' target='other'> <mi>dwc_moreinfo</mi></a>","NY00374700","NY00374700_01","30978",NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","374719","PreservedSpecimen","Plantae","Salicaceae","Banara","tomentosa","Banara tomentosa","Clos",NA,NA,NA,NA,"G. G. Hatschbach","1966","11","09","Brazil","Paraná","Curitiba","Rio Potinga","-49.2731","-25.4281",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=568948' target='other'> <mi>dwc_moreinfo</mi></a>","NY00374719","NY00374719_01","13811",NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","374699","PreservedSpecimen","Plantae","Salicaceae","Banara","tomentosa","Banara tomentosa","Clos","G. G. Hatschbach",NA,NA,NA,"G. G. Hatschbach","1966","02","09","Brazil","Paraná","Curitiba","Rio Potinga","-49.2731","-25.4281",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=568944' target='other'> <mi>dwc_moreinfo</mi></a>","NY00374699","NY00374699_01","13811","750","750","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"24","2020-06-29 11:32:29-03","UFRJ","RFA","13025","PreservedSpecimen","Plantae","Salicaceae","Banara","tomentosa","Banara tomentosa","Clos","H. Sleumer","1964",NA,NA,"E. Pereira; G. Hatschbach (10466)","1963","11","13","Brasil","Paraná","Marechal Cândido Rondon","Porto Mendes","-54.0567016601562","-24.5561008453369",NA,NA,"Pequena árvore de 3 m, flores amarelas","RFA49746",NA,"7851",NA,NA,NA,NA,NA,NA,"27823","auto",NA,NA,NA,NA,NA
"25","2020-06-29 11:32:29-03","UFRJ","RFA","13021","PreservedSpecimen","Plantae","Salicaceae","Banara","tomentosa","Banara tomentosa","Clos",NA,NA,NA,NA,"E. Pereira","1960","02","14","Brasil","Paraná","Paraná","Parque Nacional do Iguaçu",NA,NA,NA,NA,"Pequena árvore","RFA49747",NA,"5297",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-06-29 11:32:29-03","UFRJ","RFA","13029","PreservedSpecimen","Plantae","Salicaceae","Banara","tomentosa","Banara tomentosa","Clos","H. Sleumer","1964",NA,NA,"E. Pereira; G. Hatschbach (10402)","1963","11","02","Brasil","Paraná","Foz do Iguaçu",NA,"-54.5881004333496","-25.5478000640869",NA,NA,"Pequena árvore 2-4 m, flores amarelas","RFA49748",NA,"7786",NA,NA,NA,NA,NA,NA,"39570","auto",NA,NA,NA,NA,NA
"27","2020-11-13 09:20:54-03","UFRJ","RFA","19135","PreservedSpecimen","Plantae","Salicaceae","Banara","tomentosa","Banara tomentosa","Clos","G.G. Hatschbach",NA,NA,NA,"G.G. Hatschbach","1972","12","12","Brasil","Paraná","Lapa","Johanisdorf","-49.7158012390137","-25.7696990966797",NA,NA,"Árvore 8 m, flor creme, interior do capão","RFA49749",NA,"30978",NA,NA,NA,NA,NA,NA,"49965","auto",NA,NA,NA,NA,NA
"28","2020-11-13 09:20:54-03","UFRJ","RFA","19121","PreservedSpecimen","Plantae","Salicaceae","Banara","tomentosa","Banara tomentosa","Clos","H. Sleumer","1975",NA,NA,"G.G. Hatschbach","1974","01","25","Brasil","Santa Catarina","Bocaina do Sul","Bocaina","-49.9444007873535","-27.7444000244141",NA,NA,"Arvoreta 5 m, flor creme","RFA49750",NA,NA,NA,NA,NA,NA,NA,NA,"18696","auto",NA,NA,NA,NA,NA
"29","2020-06-29 11:32:29-03","UFRJ","RFA","6997","PreservedSpecimen","Plantae","Salicaceae","Banara","tomentosa","Banara tomentosa","Clos","L.B. Smith","1956",NA,NA,"R. Reitz","1951","02","03","Brasil","Santa Catarina","Chapecó","Itapiranga","-52.6183013916016","-27.096399307251",NA,NA,NA,"RFA49745",NA,"3776",NA,NA,NA,NA,NA,NA,"22671","auto",NA,NA,NA,NA,NA
"30","2020-11-24 17:11:02-03","UTFPR","DVPR","1357","PreservedSpecimen","Plantae","Salicaceae","Banara","tomentosa","Banara tomentosa","Clos","Estevan, DA","2013","11",NA,"Moura, APC","2013","08","17","Brasil","Paraná","Dois Vizinhos","Mata Nativa, UTFPR - DV. Parcela 2","-53.0604","-25.413","-53.0604","-25.413","Arvoreta.; Ecótono entre Floresta Estacional Semidecidual e Floresta Ombrófila Mista.","DVPR001357",NA,"90",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-24 17:11:02-03","UTFPR","DVPR","5619","PreservedSpecimen","Plantae","Salicaceae","Banara","tomentosa","Banara tomentosa","Clos","Silva, DR","2018","02","27","Rocha Filho, JA; Piva, J; Machado, C","2018","01","22","Brasil","Paraná","Capitão Leonidas Marques","Propriedades próximas ao Rio Gonçalves Dias.","-53.411","-25.2918","-53.411","-25.2918","Árvore 7 m de altura. Folhas discolores, cartáceas, face abaxaial pilosa. Frutos carnosos, de verde a alaranjados quando imaturos, de vermelhos a enegrecidos quando maduros. Ponto 471; Fragmento de Floresta Estacinal Semidecidual, sol","DVPR005619",NA,"547","272","272","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-24 17:11:02-03","UTFPR","DVPR","5579","PreservedSpecimen","Plantae","Salicaceae","Banara","tomentosa","Banara tomentosa","Clos","Silva, DR","2018","02","16","Rocha Filho, JA; Piva, J; Machado, C","2018","01","18","Brasil","Paraná","Capitão Leonidas Marques","Futura área de APP da UHE Baixo Iguaçu, estrada paralela ao Rio Monteiro.","-53.3816","-25.2847","-53.3816","-25.2847","Árvore 6 m. Folhas cartáceas, discolores, pilosas na face abaixal. Cálice piloce externamente, persistente no fruto. Frutos carnosos, verdes passando a ser amarelados e laranjados quando imaturos, tonando-se vermelhos quando maduros.","DVPR005579",NA,"525","268","268","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-24 17:11:02-03","UTFPR","DVPR","1324","PreservedSpecimen","Plantae","Salicaceae","Banara","tomentosa","Banara tomentosa","Clos","Estevan, DA","2015","05",NA,"Moura, APC","2013","10","12","Brasil","Paraná","Dois Vizinhos","Mata Nativa, UTFPR - DV. Parcela 9","-53.0604","-25.413","-53.0604","-25.413","Árvore.; Ecótono entre Floresta Estacional Semidecidual e Floresta Ombrófila Mista.","DVPR001324",NA,"57",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-24 17:11:02-03","UTFPR","DVPR","4618","PreservedSpecimen","Plantae","Salicaceae","Banara","tomentosa","Banara tomentosa","Clos","Caxambu, MG","2016","04","13","Caxambu, MG; Siqueira, EL; Araújo, CC de","2016","03","24","Brasil","Paraná","Matelândia","Parque Nacional do Iguaçu - Estrada de terra Céu Azul - serranópis do Iguaçu.","-53.53219","-25.23397","-53.53219","-25.23397","árvoreta ca. 4 m, heliófita. Flores amarelas.; Relevo: suave - ondulado .","DVPR004618",NA,"7302","318","318","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-24 17:11:02-03","UTFPR","DVPR","4281","PreservedSpecimen","Plantae","Salicaceae","Banara","tomentosa","Banara tomentosa","Clos","Cordeiro, J; Barboza, E","2010",NA,NA,"Sekine, ES; et al.","2009","08","26","Brasil","Paraná","Nova Aurora","Propriedade do Sr. David Ezuel Gurski.","-53.11257","-24.32025","-53.11257","-24.32025","árvore ca. 8m. Flores com botões florais verdes.; Relevo: suave - ondulado. Orla de mata. Vegetação: Floresta Estacional Semidecidual Submontana.","DVPR004281",NA,"193","305","305","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-24 17:11:02-03","UTFPR","DVPR","4090","PreservedSpecimen","Plantae","Salicaceae","Banara","tomentosa","Banara tomentosa","Clos","Caxambu, MG","2015","10","08","Caxambu, MG; Siqueira, EL; Moraes, A; A.C.","2015","08","21","Brasil","Paraná","Céu Azul","Parque Nascional do Iguaçu - Estrada de chão Céu Azul - Serranópolis do Iguaçu.","-53.51358","-25.14242","-53.51358","-25.14242","arvoreta ca. 4 m, heliófita. Botões florais alvo - amarelados.; Relevo: suave - ondulado.","DVPR004090",NA,"6817","564","564","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-24 17:11:02-03","UTFPR","DVPR","6388","PreservedSpecimen","Plantae","Salicaceae","Banara","tomentosa","Banara tomentosa","Clos","Silva, DR","2018","03","19","Rocha Filho, JA; Silva, DR; Piva, J; Machado, C","2018","02","19","Brasil","Paraná","Capitão Leonidas Marques","Estrada paralela ao Rio Monteiro.","-53.3757","-25.29","-53.3757","-25.29","Árvore 9 m de altura. Folhas verde-discolores, cartáceas, pubescenes. Frutos carnosos, de verde-claros a alaranjados.; Borda de Floresta Estacional Semidecidual em estágio médio de sucessão secundária, solo argiloso.","DVPR006388",NA,"648","358","358","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-24 17:11:02-03","UTFPR","DVPR","5494","PreservedSpecimen","Plantae","Salicaceae","Banara","tomentosa","Banara tomentosa","Clos","Estevan, DA","2017","06",NA,"Souza, PR; et al.","2017","04",NA,"Brasil","Paraná","São Jorge d' Oeste","RPPN Salto Chopim","-53.633","-25.4035","-53.633","-25.4035","Árvore ca 3.0m, frutos imaturos verdes, parcela 36, número do indíviduo 1067; Floresta Estacional Semidecidual","DVPR005494",NA,"124",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-11-24 17:11:02-03","UTFPR","DVPR","4274","PreservedSpecimen","Plantae","Salicaceae","Banara","tomentosa","Banara tomentosa","Clos","Caxambu, MG","2010","06","01","Silva, AR; Caxambu, MG","2010","05","11","Brasil","Paraná","Campo Mourão","Pesqueiro Nichida","-52.3830986022949","-24.0456008911133",NA,NA,"Árvore heliófita. Flores amarelas.; Relevo: Suave-Ondulado. Borda de afloramento basáltico.","DVPR004274",NA,"764",NA,NA,"Magnoliophyta",NA,NA,NA,"28572","auto",NA,NA,NA,NA,NA
"40","2020-11-24 17:11:02-03","UTFPR","DVPR","43","PreservedSpecimen","Plantae","Salicaceae","Banara","tomentosa","Banara tomentosa","Clos","Dias, MC","2005",NA,NA,"Oliveira, CA; Leite, EC","2004","11","09","Brasil","Paraná","Londrina","Mata Porto Seguro, Zona Norte","-51.1627998352051","-23.3103008270264",NA,NA,"Arvoreta com ramos pendente, flores creme esverdeada.; Beira da mata.","DVPR000043","DVPR000043","s.n.",NA,NA,"Magnoliophyta",NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA
"41","2020-11-24 17:11:02-03","UTFPR","DVPR","2919","PreservedSpecimen","Plantae","Salicaceae","Banara","tomentosa","Banara tomentosa","Clos","Hassuike-Dolibaina, AK","1995","08",NA,"Chagas-Silva, F","1991","12","10","Brasil","Paraná","Londrina","Parque Estadual Mata dos Godoy","-51.1627998352051","-23.3103008270264",NA,NA,"Árvore 15m, botões florais e flores cremes, pouco frequente.; Transecto 6.","DVPR002919",NA,"1470",NA,NA,"Magnoliophyta",NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA
"42","2021-03-30 12:48:35-03","EAO","IAN","53228","PreservedSpecimen","Plantae","Salicaceae","Banara","tomentosa","Banara tomentosa","Clos","Sleumer, HO","1977",NA,NA,"Schwarz, GJ","1945","12","14","Argentina","Gob. Misiones","San Ignacio","Obraje Delgado.",NA,NA,NA,NA,NA,"IAN053228",NA,"1647",NA,NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-30 12:48:35-03","EAO","IAN","53290","PreservedSpecimen","Plantae","Salicaceae","Banara","tomentosa","Banara tomentosa","Clos","Sleumer, HO","1977",NA,NA,"Bertoni, JEA","1946","01","18","Argentina","Misiones","Candelaria","Costa del Rio paraná.",NA,NA,NA,NA,NA,"IAN053290",NA,"2642",NA,NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-30 12:48:35-03","EAO","IAN","59208","PreservedSpecimen","Plantae","Salicaceae","Banara","tomentosa","Banara tomentosa","Clos","Sleumer, H","1977",NA,NA,"Schwarz, GJ","1948","05","19","Argentina","San Ignacio",NA,"Cob. Missiones, Dep. San Ignacio Km.101-Ruta 12",NA,NA,NA,NA,NA,"IAN059208",NA,"5972",NA,NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-12-04 15:25:48-03","PUCPR","HUCP","18954","S","Plantae","Salicaceae","Banara","tomentosa","Banara tomentosa","Clos.","Selusniaki, M",NA,NA,NA,"Bonaldi, R","2007","12","05","Brasil","Paraná","Curitiba","SMMA","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"304",NA,NA,"Eudicotiledonea",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"46","2019-12-04 15:25:48-03","PUCPR","HUCP","13775","S","Plantae","Salicaceae","Banara","tomentosa","Banara tomentosa","Clos.","Hatschbach, GG",NA,NA,NA,"Carvalho, P","1972","12","14","Brasil","Paraná","Irati","Chácara Brestulim","-50.6511001586914","-25.4671993255615",NA,NA,NA,NA,NA,"145",NA,NA,"Eudicotiledonea",NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA
"47","2019-12-04 15:25:48-03","PUCPR","HUCP","19288","S","Plantae","Salicaceae","Banara","tomentosa","Banara tomentosa","Clos.",NA,NA,NA,NA,"Bolson, M","2008","07","16","Brasil","Paraná","Palotina","Parque São Camilo","-53.8400001525879","-24.283899307251",NA,NA,NA,"HUCP00011462","HUCP00011462","153",NA,NA,"Eudicotiledonea",NA,NA,NA,"20826","auto",NA,NA,NA,NA,NA
"48","2019-12-04 15:25:48-03","PUCPR","HUCP","124","S","Plantae","Salicaceae","Banara","tomentosa","Banara tomentosa","Clos.","Sleumer, H","1964",NA,NA,"Hatschbach, GG","1964","02","10","Brasil","Paraná","Quatro Barras","Rio Capivari.","-49.0769004821777","-25.3656005859375",NA,NA,NA,"HUCP00011539","HUCP00011539","10959",NA,NA,"Eudicotiledonea",NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA
"49","2019-10-09 11:24:16-03","UFBA","ALCB","86048","PreservedSpecimen","Plantae","Salicaceae","Banara","tomentosa","Banara tomentosa","Clos","Hatschbach, G","2008",NA,NA,"Silva, JM; Cordeiro, J; Poliquesi, CB","2007","12","19","Brasil","Paraná","Guarapuava","Rio das Marrecas","-51.4580993652344","-25.395299911499",NA,NA,"6m, flor creme.","ALCB044442","ALCB044442 ALCB044442_1","6275",NA,NA,"Dicotyledon",NA,"Southern America",NA,"53832","auto",NA,NA,NA,NA,NA
