"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","class","relatedCatalogItem","individualCount","fieldNumber","typeStatus","sex"
"11","2021-04-05 14:26:06-03","UNESC","CRI","14001","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","Jacq.","Peterson Padilha","2018","10","18","Robson dos Santos","1998","09","02","Brasil","Santa Catarina","Içara","Lagoa dos Esteves","-49.300556","-28.713889","49º18'2''W","28º42'50''S","Habitat: Terrestre Habito: Arbustivo","CRI012645","CRI012645",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-05 14:26:06-03","UNESC","CRI","14340","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","Jacq.","Kassner-Filho, A.","2017","10","23","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","2017","10","23","Brasil","Santa Catarina","Araranguá",NA,"-49.32","-28.89","49º19'12''W","28º53'24''S",NA,"CRI013524","CRI013524","1295","13","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-04-05 14:34:09-03","UNESC","CRI","3731","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","Jacq.","Marcos Sobral",NA,NA,NA,"V. Boff","1995","07","27","Brasil","Santa Catarina","Imbituba",NA,"-48.668889","-28.2275","48º40'8''W","28º13'39''S",NA,"CRI009938","CRI009938","39","38","38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-04-05 14:34:09-03","UNESC","CRI","3383","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","Jacq.","J. J. Zocche",NA,NA,NA,"J. J. Zocche","1994","11","10","Brasil","Santa Catarina","Araranguá",NA,"-49.486111","-28.935278","49º29'10''W","28º56'7''S",NA,"CRI009771","CRI009771",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-04-05 14:34:09-03","UNESC","CRI","6136","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","Jacq.","Vanilde Citadini-Zanette",NA,NA,NA,"Vanilde Citadini-Zanette","1996","08","20","Brasil","Santa Catarina","Araranguá",NA,"-49.486111","-28.935278","49º29'10''W","28º56'7''S",NA,"CRI009940","CRI009940","2475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-04-05 14:34:09-03","UNESC","CRI","6127","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","Jacq.","Vanilde Citadini- Zanette",NA,NA,NA,"Z. P. Topanotti","1996","09","15","Brasil","Santa Catarina","Nova Veneza",NA,"-49.498056","-28.637222","49º29'53''W","28º38'14''S","Habitat: interior da mata","CRI009941","CRI009941",NA,"74","74",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-04-05 14:34:09-03","UNESC","CRI","11551","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","Jacq.","L. A. Funez","2012","11","06","L.A. Funez","2012","11","06","Brasil","Santa Catarina","Navegantes","Meia Praia.","-48.638056","-26.86","48º38'17''W","26º51'36''S","Floresta Ombrófila Densa Habitat: restinga Habito: arbustiva","CRI009768","CRI009768","1160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-04-05 14:34:09-03","UNESC","CRI","1338","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","Jacq.","Jairo Jose Zocche",NA,NA,NA,"Jairo Jose Zocche","1990","08","15","Brasil","Rio Grande do Sul","Torres",NA,"-49.727222","-29.335833","49º43'38''W","29º20'9''S",NA,"CRI009774","CRI009774",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-04-05 14:34:09-03","UNESC","CRI","4814","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","Jacq.","Vanilde Citadini-Zanette",NA,NA,NA,"Vanilde Citadini-Zanette","1996","02","25","Brasil","Santa Catarina","Passo de Torres",NA,"-49.723889","-29.320556","49º43'26''W","29º19'14''S",NA,"CRI009939","CRI009939","2084",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-04-05 14:26:06-03","UNESC","CRI","12620","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","Jacq.","Renato Colares & Perterson T. Padilha","2017","09","18","Alexandre Medeiros","2017","07","01","Brasil","Santa Catarina","Balneário Camboriú","Taquarinhas.","-48.6347007751465","-26.9906005859375",NA,NA,"Coleta 450. Habito: Arbustivo","CRI010834",NA,NA,NA,NA,"8793","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-09-23 10:43:19-03","E","E","267849","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa",NA,NA,NA,NA,NA,"C.A. Pendry","1999","03","15","BO","La Paz","Sud Yungas","Valley of Rio La Paz, on road from La Plazuela to Miguillas","-67.399722","-16.546389","-67.399722","-16.546389","<a href=http://data.rbge.org.uk/herb/E00267849 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00267849",NA,"623","1200","1200",NA,NA,"W. Tropical South America","herbarium specimen of unspecif","BGBASE:108080",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","448187","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa linearis","(Harv. & Sond.) Sherff","E. E. Sherff",NA,NA,NA,"L. Riedel","1832","02",NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=566829' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448187","NY00448187_01","509",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Sapindales","linearis",NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","448136","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","(L.) Jacq.",NA,NA,NA,NA,"R. M. Harley","1980","06","01","Brazil","Bahia","Morro do Chapéu","3 km SE of Morro do Chapéu on the road to Mundo Novo.","-41.12","-11.57",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=260889' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448136","NY00448136_01","22919","1000","1000",NA,NA,"South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","448125","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","(L.) Jacq.",NA,NA,NA,NA,"R. de Lemos Fróes","1943","02","19","Brazil","Bahia",NA,"Entre Ibyquara e Mucugé, regiao Serra Sincorá.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=260883' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448125","NY00448125_01","20164",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","448124","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","(L.) Jacq.","M. H. Nee",NA,NA,NA,"S. Tsugaru","1987","12","11","Brazil","Santa Catarina","Paulo Lopes","Vicinity of Paulo Lopes, 80 km SSW from Florianápolis, along the Rt. BR-101.","-48.6833","-27.9619",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=260826' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448124","NY00448124_01","B-2409","10","10",NA,NA,"South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","01112770","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","(L.) Jacq.",NA,NA,NA,NA,"L. S. Figueiredo","1995","08","17","Brazil","Pernambuco","Buíque","Estrada Buíque Catimbau","-37.1542","-8.625",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1263456' target='other'> <mi>dwc_moreinfo</mi></a>","NY01112770","NY01112770_01","149",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","985272","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa vulgaris","(DC.) Benth. & Radlk.","E. E. Sherff",NA,NA,NA,"A. F. M. Glaziou","1884","12","16","Brazil","Minas Gerais",NA,"Queluz.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1082763' target='other'> <mi>dwc_moreinfo</mi></a>","NY00985272","NY00985272_01","14580",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Sapindales","vulgaris",NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","476700","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","(L.) Jacq.","L. M. Nascimento",NA,NA,NA,"L. M. Nascimento","2001","02","20","Brazil","Pernambuco",NA,"Brejo da Madre de Deus","-36.3892","-8.2014",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=260844' target='other'> <mi>dwc_moreinfo</mi></a>","NY00476700","NY00476700_01","490","932","932",NA,NA,"South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","448147","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","(L.) Jacq.","S. F. Smith",NA,NA,NA,"R. A. Wasum","1989","11","11","Brazil","Rio Grande do Sul","Osório","Junto à Lagoa dos Barros.","-50.2694","-29.8869",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=260854' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448147","NY00448147_01","6304",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","309827","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","(L.) Jacq.","M. H. Nee",NA,NA,NA,"M. H. Nee","1998","07","11","Bolivia","Santa Cruz","Manuel María Caballero","1.5 km on road to Puquina Arriba from Comarapa-Samaipata highway.","-64.47","-17.97",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=260830' target='other'> <mi>dwc_moreinfo</mi></a>","NY00309827",NA,"50033","1775","1775",NA,NA,"South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","985270","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","(L.) Jacq.","G. F. J. Pabst",NA,NA,NA,"Z. A. Trinta","1964","04","20","Brazil","Minas Gerais","Pedra Azul","Caminho do aeroporto.","-41.241281","-16.052938",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1082759' target='other'> <mi>dwc_moreinfo</mi></a>","NY00985270","NY00985270_01","820",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","309953","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","(L.) Jacq.","M. H. Nee",NA,NA,NA,"M. H. Nee","1998","07","03","Bolivia","Cochabamba","Chapare","Along highway from Cochabamba to Villa Tunari.","-65.97","-17.4",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=260833' target='other'> <mi>dwc_moreinfo</mi></a>","NY00309953",NA,"49970","2875","2875",NA,NA,"South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","01195966","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","(L.) Jacq.","X. Cornejo",NA,NA,NA,"A. M. Amorim",NA,NA,NA,"Brazil","Bahia","Itiruçu","Rod. Itiruçu-Maracás, ca. 10 km de Maracás. Ramal que dá acesso a Formaçoes vochosas de Granito.","-40.1503","-13.5319",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=610117' target='other'> <mi>dwc_moreinfo</mi></a>","NY01195966","NY01195966_01","2753",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","448149","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","(L.) Jacq.","S. F. Smith",NA,NA,NA,"R. A. Wasum","1988","10","01","Brazil","Rio Grande do Sul","Caçapava do Sul",NA,"-53.4914","-30.5122",NA,NA,"Pollen sample removed by E. Moreno, 1994 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=260852' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448149","NY00448149_01","4595",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","448142","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","(L.) Jacq.","K. U. Kramer",NA,NA,NA,"J. C. Lindeman","1966","10","03","Brazil","Paraná","Paranaguá","Near Praia do Leste, behind coastal levee.","-48.5092","-25.5203",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=260867' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448142","NY00448142_01","2626",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","448140","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","(L.) Jacq.","J. Mattos",NA,NA,NA,"H. M. de Souza","1967","09","03","Brazil","São Paulo","Itapetininga","Beira da rodovia que liga a cidade ao Horto Florestal.","-48.0497","-23.5903",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=260871' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448140","NY00448140_01","s.n.",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","448194","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa arborescens","(Hook.f.) Sherff",NA,NA,NA,NA,"W. Hoehne","1946","10","11","Brazil","São Paulo","Caieiras","Caieiras.","-46.740798","-23.374672",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=242714' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448194","NY00448194_01","SPF11648",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Sapindales","arborescens",NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","309739","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","(L.) Jacq.","M. H. Nee",NA,NA,NA,"M. H. Nee","1998","05","09","Bolivia","Santa Cruz","Florida","6.5 km (by road), 3 km (by air) NE of central square in Mairana on road to Yunga de Mairana.","-63.93","-18.1",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=260829' target='other'> <mi>dwc_moreinfo</mi></a>","NY00309739",NA,"49301","1800","1800",NA,NA,"South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","448186","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa linearis","(Harv. & Sond.) Sherff","E. E. Sherff",NA,NA,NA,"A. Löfgren","1887","10","27","Brazil","São Paulo","Sorocaba","Ex. Herv. Comm. Geogr. e Geol. de S. Paulo. no. 266.","-47.45","-23.5",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=566828' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448186","NY00448186_01","10386",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Sapindales","linearis",NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","448188","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa linearis","(Harv. & Sond.) Sherff","E. E. Sherff",NA,NA,NA,"P. Clausen","1842",NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,"[There is another number on label which doesn't seem to be date nor collumber] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=566830' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448188","NY00448188_01","27",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Sapindales","linearis",NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","448131","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","(L.) Jacq.",NA,NA,NA,NA,"L. Riedel","1821","04",NA,"Brazil","Bahia","Ilhéus","Ilheos.","-39.0492","-14.7892",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=260887' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448131","NY00448131_01","72",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","448112","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","(L.) Jacq.","E. Pereira",NA,NA,NA,"A. P. Duarte","1960","07","27","Brazil","Paraná","Guaratuba","Morro da Caieira.","-48.5744","-25.8831",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=260862' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448112","NY00448112_01","8851",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","309920","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","(L.) Jacq.","M. H. Nee",NA,NA,NA,"M. H. Nee","1998","06","26","Bolivia","Tarija","Burnet O'Connor","19 km SSE (by air) of Entre Ríos, on road from Comunidad El Puesto to Chiquiacá.","-64.13","-21.65",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=260832' target='other'> <mi>dwc_moreinfo</mi></a>","NY00309920",NA,"49905","1550","1700",NA,NA,"South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","448143","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","(L.) Jacq.","K. U. Kramer",NA,NA,NA,"J. C. Lindeman","1966","07","17","Brazil","Santa Catarina",NA,"By road from Lagoa to Tuberao.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=260868' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448143","NY00448143_01","1864",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","448111","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","(L.) Jacq.",NA,NA,NA,NA,"G. F. J. Pabst","1958","10","24","Brazil","Rio Grande do Sul","Porto Alegre","Porto Alegre, Morro Santa Teresa, próximo Menino Deus.","-51.23","-30.0331",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=260879' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448111","NY00448111_01","4590",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA
