"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","year","month","day","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","infraspecificEpithet","coordinatePrecision","geoFlag","monthIdentified","class","verbatimLongitude","verbatimLatitude","dayIdentified","fieldNumber","individualCount","relatedCatalogItem"
"93","2020-12-21 16:47:54-03","MBM","MBM","421066","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Campos-Rocha, A.; Comin, M.; Comin, M.","2319","Southern America","Brazil",NA,NA,"Herbácea 0.35-0.4 m altura, flores amarelas.; Campo rupestre","MBM421066","2019","02","27",NA,NA,"Mart.","Campos-Rocha, A.","Minas Gerais","Mariana","Bento Rodrigues","-43.380278","-20.278611",NA,"862","862","2019",NA,NA,NA,"03",NA,"-43.380278","-20.278611","20",NA,NA,NA
"94","2020-12-21 16:47:54-03","MBM","MBM","109107","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Harley, R.M.","19754","Southern America","Brazil",NA,NA,NA,"MBM109107","1977","03","20",NA,NA,"Mart.","Kral, R.","Bahia","Rio de Contas","Pico das Almas","-41.8114013671875","-13.5789003372192","MBM109107",NA,NA,NA,NA,"49773","auto",NA,NA,NA,NA,NA,NA,NA,NA
"95","2020-12-21 16:47:54-03","MBM","MBM","20419","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Hatschbach, G.; et al.; et al.","28744","Southern America","Brazil",NA,NA,NA,"MBM020419","1972","01","17",NA,NA,"Mart.","Smith, L.B.","Minas Gerais","Jaboticatubas","Serra do Cipó","-43.7449989318848","-19.513599395752","MBM020419",NA,NA,NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-12-21 16:47:54-03","MBM","MBM","390959","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Brotto, M.L.","2612","Southern America","Brazil",NA,NA,"Erva de flor amarela.; Campo rupestre.","MBM390959","2018","04","18",NA,NA,"Mart.","Lozano, E.D.","Minas Gerais","Santo Antônio do Itambé","Pico Itambé, Próximo à ponte pênsil","-43.340278","-18.398611","MBM390959","1830","1830","2018",NA,NA,NA,NA,NA,"-43.340278","-18.398611",NA,NA,NA,NA
"97","2020-12-21 16:47:54-03","MBM","MBM","415814","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Cordeiro, J.; Brotto, M.L.; Brotto, M.L.","5629","Southern America","Brazil",NA,NA,"Erva; flor amarela.; Campo rupestre.","MBM415814","2018","11","05",NA,NA,"Mart.","Lozano, E.D.","Minas Gerais","Santana do Riacho","Lapinha da Serra, trilha do Pico da Lapinha","-43.674167","-19.101389",NA,"1520","1520","2019",NA,NA,NA,"02",NA,"-43.674167","-19.101389","05",NA,NA,NA
"98","2020-12-21 16:47:54-03","MBM","MBM","267047","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Harley, R.M.; et al.; et al.","50371","Southern America","Brazil",NA,NA,NA,"MBM267047","1992","12","25",NA,NA,"Mart.","Wanderley, M.G.L.","Bahia","Abaíra","Catolés de Cima","-41.6636009216309","-13.2496995925903","MBM267047",NA,NA,NA,NA,"26531","auto",NA,NA,NA,NA,NA,NA,NA,NA
"99","2020-12-21 16:47:54-03","MBM","MBM","86987","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Hatschbach, G.","47433","Southern America","Brazil",NA,NA,NA,"MBM086987","1984","01","21",NA,NA,"Mart.","Kral, R.","Bahia","Rio de Contas","Rio de Contas, 10km N","-41.8114013671875","-13.5789003372192","MBM086987",NA,NA,NA,NA,"49773","auto",NA,NA,NA,NA,NA,NA,NA,NA
"100","2020-12-21 16:47:54-03","MBM","MBM","20426","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Hatschbach, G.; Smith, L.B.; Ayensu, E.; Smith, L.B.; Ayensu, E.","28823","Southern America","Brazil",NA,NA,NA,"MBM020426","1972","01","18",NA,NA,"Mart.","Smith, L.B.","Minas Gerais","Jaboticatubas","Serra do Cipó, 25km ao norte","-43.7449989318848","-19.513599395752","MBM020426",NA,NA,NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA,NA
"101","2020-12-21 16:47:54-03","MBM","MBM","20434","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Hatschbach, G.; et al.; et al.","28868","Southern America","Brazil",NA,NA,NA,"MBM020434","1972","01","18",NA,NA,"Mart.","Smith, L.B.","Minas Gerais","Jaboticatubas","Serra do Cipó, 40km ao oeste","-43.7449989318848","-19.513599395752","MBM020434",NA,NA,NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA,NA
"102","2020-12-21 16:47:54-03","MBM","MBM","63026","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Leitão Filho, H.F.; et al.; et al.","9686","Southern America","Brazil",NA,NA,NA,"MBM063026","1978","12","13",NA,NA,"Mart.","Wanderley, M.G.L.","Minas Gerais","Santa Bárbara","Santa Bárbara","-43.4152984619141","-19.959400177002","MBM063026",NA,NA,NA,NA,"33136","auto",NA,NA,NA,NA,NA,NA,NA,NA
"103","2020-12-21 16:47:54-03","MBM","MBM","243785","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Kawasaki, M.L.; et al.; et al.","997","Southern America","Brazil",NA,NA,NA,"MBM243785",NA,NA,NA,NA,NA,"Mart.","Forzza, R.C.","Minas Gerais","Santa Bárbara","Serra do Caraça","-43.4152984619141","-19.959400177002","MBM243785",NA,NA,NA,NA,"33136","auto",NA,NA,NA,NA,NA,NA,NA,NA
"104","2020-12-21 16:47:54-03","MBM","MBM","65997","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Anderson, W.R.; et al.; et al.","35876","Southern America","Brazil",NA,NA,NA,"MBM065997","1972","02","12",NA,NA,"Mart.","Smith, L.B.","Minas Gerais","Santo Antônio do Itambé","Pico do Itambé","-43.3067016601562","-18.465799331665","MBM065997",NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA,NA,NA,NA,NA
"105","2020-12-21 16:47:54-03","MBM","MBM","20430","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Hatschbach, G.","18950","Southern America","Brazil",NA,NA,NA,"MBM020430","1972","01","10",NA,NA,"Mart.","Wanderley, M.G.L.","Minas Gerais","Serro","Rod. MG-2, entre Serrode Datas","-43.3793983459473","-18.604700088501","MBM020430",NA,NA,NA,NA,"37754","auto",NA,NA,NA,NA,NA,NA,NA,NA
"106","2015-09-03 21:18:15-03","MNHN","RECOLNAT_MNHN_P","P00746195","PreservedSpecimen",NA,"Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Saint-Hilaire, A. de",NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00746195' target='other'> <mi>dwc_moreinfo</mi></a>","P00746195",NA,NA,NA,NA,NA,"Mart.","Wanderley","Minas Gerais",NA,"Province de Minas Geraes",NA,NA,"P00746195_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B2 2267",NA,NA
"107","2009-02-03 17:44:18-02","MNHN","RECOLNAT_MNHN_P","P00746196","PreservedSpecimen",NA,"Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Saint-Hilaire, A. de",NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00746196' target='other'> <mi>dwc_moreinfo</mi></a>","P00746196",NA,NA,NA,NA,NA,"Mart.","Wanderley","Minas Gerais",NA,"Province de Minas Geraes",NA,NA,"P00746196_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B2 2267",NA,NA
"108","2015-09-26 10:40:49-03","MNHN","RECOLNAT_MNHN_P","P00746188","PreservedSpecimen",NA,"Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Saint-Hilaire, A. de",NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00746188' target='other'> <mi>dwc_moreinfo</mi></a>","P00746188",NA,NA,NA,NA,NA,"Mart.","Wanderley","Minas Gerais",NA,"Province de Minas Geraes",NA,NA,"P00746188_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2015-10-20 11:58:29-02","MNHN","RECOLNAT_MNHN_P","P00746189","PreservedSpecimen",NA,"Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Saint-Hilaire, A. de",NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00746189' target='other'> <mi>dwc_moreinfo</mi></a>","P00746189","1816",NA,NA,NA,NA,"Mart.",NA,NA,NA,"Province de Minas Geraes : Serra da Carassa",NA,NA,"P00746189_01 P00746189_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"301",NA,NA
"110","2016-01-14 11:41:00-02","MNHN","RECOLNAT_MNHN_P","P00746190","PreservedSpecimen",NA,"Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Saint-Hilaire, A. de",NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00746190' target='other'> <mi>dwc_moreinfo</mi></a>","P00746190","1816",NA,NA,NA,NA,"Mart.","Smith & Downs",NA,NA,"Province de Minas Geraes : Serra da Carassa",NA,NA,"P00746190_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"301",NA,NA
"111","2016-10-13 12:18:25-03","MNHN","RECOLNAT_MNHN_P","P00746192","PreservedSpecimen",NA,"Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Saint-Hilaire, A. de",NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00746192' target='other'> <mi>dwc_moreinfo</mi></a>","P00746192","1816",NA,NA,NA,NA,"Mart.","Smith",NA,NA,"Province de Minas Geraes : Serra da Carassa",NA,NA,"P00746192_01 P00746192_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"301",NA,NA
"112","2015-09-26 10:40:01-03","MNHN","RECOLNAT_MNHN_P","P00746193","PreservedSpecimen",NA,"Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Saint-Hilaire, A. de",NA,NA,"Brésil","hb",NA,"p.p. avec calcavata <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00746193' target='other'> <mi>dwc_moreinfo</mi></a>","P00746193",NA,NA,NA,NA,NA,"Mart.","Malme","Minas Gerais",NA,"Province de Minas Geraes",NA,NA,"P00746193_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B1 887",NA,NA
"113","2015-09-26 10:40:24-03","MNHN","RECOLNAT_MNHN_P","P00746194","PreservedSpecimen",NA,"Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Saint-Hilaire, A. de",NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00746194' target='other'> <mi>dwc_moreinfo</mi></a>","P00746194",NA,NA,NA,NA,NA,"Mart.","Malme","Minas Gerais",NA,"Province de Minas Geraes",NA,NA,"P00746194_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B1 782",NA,NA
"114","2015-09-30 03:22:02-03","MNHN","RECOLNAT_MNHN_P","P00752403","PreservedSpecimen",NA,"Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Glaziou, A.",NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00752403' target='other'> <mi>dwc_moreinfo</mi></a>","P00752403",NA,NA,NA,NA,NA,"Mart.","Smith & al.",NA,NA,"Rio de Janeiro",NA,NA,"P00752403_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8001",NA,NA
"115","2015-09-03 21:20:00-03","MNHN","RECOLNAT_MNHN_P","P01677093","PreservedSpecimen",NA,"Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Claussen",NA,NA,"Brasil","hb",NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01677093' target='other'> <mi>dwc_moreinfo</mi></a>","P01677093","1843","1","1",NA,NA,"Mart.",NA,"Minas Gerais",NA,"Brésil, Minas-Geraes, Serra de Piedade. Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,"P01677093_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"263",NA,NA
"116","2015-09-03 21:20:00-03","MNHN","RECOLNAT_MNHN_P","P01677094","PreservedSpecimen",NA,"Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Claussen",NA,NA,"Brasil","hb",NA,". . No. 264 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01677094' target='other'> <mi>dwc_moreinfo</mi></a>","P01677094","1843","1","1",NA,NA,"Mart.",NA,"Minas Gerais",NA,"Brésil. Minas-Geraes. Serra d´Ouro Preto. Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,"P01677094_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"264",NA,NA
"117","2015-09-03 21:20:00-03","MNHN","RECOLNAT_MNHN_P","P01677096","PreservedSpecimen",NA,"Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Glaziou, A.",NA,NA,"Brasil","hb",NA,". . Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01677096' target='other'> <mi>dwc_moreinfo</mi></a>","P01677096","1876","2","11",NA,NA,"Mart.",NA,"São Paulo",NA,"Brésil, S. Paulo, Campos da Bocaina (Vacca Cahio). São Paulo, Sudeste, Brasil, América do Sul",NA,NA,"P01677096_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8002",NA,NA
"118","2015-12-11 16:44:51-02","MNHN","RECOLNAT_MNHN_P","P01677097","PreservedSpecimen",NA,"Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Pissis",NA,NA,"Brasil","hb",NA,". A. 1842. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01677097' target='other'> <mi>dwc_moreinfo</mi></a>","P01677097","1842","1","1",NA,NA,"Mart.",NA,"Minas Gerais",NA,"Brésil, Minas Geraes. Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,"P01677097_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32",NA,NA
"119","2015-09-03 21:20:01-03","MNHN","RECOLNAT_MNHN_P","P01677100","PreservedSpecimen",NA,"Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Glaziou, A.",NA,NA,"Brésil","hb",NA,"Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01677100' target='other'> <mi>dwc_moreinfo</mi></a>","P01677100",NA,NA,NA,NA,NA,"Mart.","Smith & Downs",NA,NA,"Rio de Janeiro",NA,NA,"P01677100_01 P01677100_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8001",NA,NA
"120","2015-09-03 21:20:01-03","MNHN","RECOLNAT_MNHN_P","P01677101","PreservedSpecimen",NA,"Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Glaziou, A.",NA,NA,"Brasil","hb",NA,". . Reçu le 4 octobre 1876 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01677101' target='other'> <mi>dwc_moreinfo</mi></a>","P01677101","1876","2","11",NA,NA,"Mart.",NA,"São Paulo",NA,"Brésil, Province de São Paulo, Campos da Bocaína (Vacca Cahio). São Paulo, Sudeste, Brasil, América do Sul",NA,NA,"P01677101_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8002",NA,NA
"121","2015-09-03 21:20:01-03","MNHN","RECOLNAT_MNHN_P","P01677102","PreservedSpecimen",NA,"Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Glaziou, A.",NA,NA,"Brésil","hb",NA,". . Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01677102' target='other'> <mi>dwc_moreinfo</mi></a>","P01677102","1884","2","9",NA,NA,"Mart.",NA,"Minas Gerais",NA,"Itacolumy, dans les pâturages. Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,"P01677102_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15508",NA,NA
"122","2015-09-03 21:26:26-03","MNHN","RECOLNAT_MNHN_P","P01721945","PreservedSpecimen",NA,"Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Harley, R.M.|Mayo, S.J.|Storr, R.M.|santos, T.S.|Pinheiro, R.S.",NA,NA,"Brasil","hb",NA,". . Field work sponsored by he Royal Botanic Gardens, Kew, and the Academia Brasileira de Ciências, and carried our with the collaboration of the Centro de Pesquisas do Cacau, Itabuna, Bahia, January-April, 1977 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01721945' target='other'> <mi>dwc_moreinfo</mi></a>","P01721945","1977","3","20",NA,NA,"Mart.",NA,"Bahia",NA,"Serra das Almas. LOwer NE slopes of the Pico das Almas, ca 25km WNW of the Vila do Rio de Contas. Bahia, Nordeste, Brasil, América do Sul","-41.95","-13.55","P01721945_01","1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19754",NA,NA
"123","2015-09-03 21:26:26-03","MNHN","RECOLNAT_MNHN_P","P01721948","PreservedSpecimen",NA,"Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Glaziou, A.",NA,NA,"Brésil","hb",NA,"Reçu le 6 août 1885 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01721948' target='other'> <mi>dwc_moreinfo</mi></a>","P01721948","1884","2","9",NA,NA,"Mart.","Wanderley","Minas Gerais",NA,"Itacolumy, dans les pâturages. Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,"P01721948_01 P01721948_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15508",NA,NA
"124","2015-09-26 09:55:42-03","MNHN","RECOLNAT_MNHN_P","P00746191","PreservedSpecimen",NA,"Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla itacolumitica",NA,"Saint-Hilaire, A. de",NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00746191' target='other'> <mi>dwc_moreinfo</mi></a>","P00746191",NA,NA,NA,NA,NA,"Malme","Smith & Downs","Minas Gerais",NA,"Province de Minas Geraes",NA,NA,"P00746191_01",NA,NA,NA,"itacolumitica",NA,NA,NA,NA,NA,NA,NA,"B1 439",NA,NA
"125","1997-04-23 15:33:36-03","MNHN","RECOLNAT_MNHN_P","P00746198","PreservedSpecimen",NA,"Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla glaucescens",NA,"Saint-Hilaire, A. de",NA,NA,"Brésil","hb",NA,"Cat. B2 2267 p.p. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00746198' target='other'> <mi>dwc_moreinfo</mi></a>","P00746198",NA,NA,NA,NA,NA,"(Malme) Malme","Smith & Downs","Minas Gerais",NA,"Province de Minas Geraes",NA,NA,"P00746198_01",NA,NA,NA,"glaucescens",NA,NA,NA,NA,NA,NA,NA,"B2 2267",NA,NA
"126","2015-09-29 00:45:28-03","MNHN","RECOLNAT_MNHN_P","P00753727","PreservedSpecimen",NA,"Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla subglaucescens","type","Glaziou, A.",NA,NA,"Brésil","hb",NA,"Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00753727' target='other'> <mi>dwc_moreinfo</mi></a>","P00753727","1884","2","14",NA,NA,"Malme","Malme",NA,NA,"Province de Minas : Itacolumy",NA,NA,"P00753727_01",NA,NA,NA,"subglaucescens",NA,NA,NA,NA,NA,NA,NA,"15507",NA,NA
"127","2015-09-03 21:20:00-03","MNHN","RECOLNAT_MNHN_P","P01677095","PreservedSpecimen",NA,"Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Glaziou, A.",NA,NA,"Brasil","hb",NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01677095' target='other'> <mi>dwc_moreinfo</mi></a>","P01677095","1869","8","1",NA,NA,"Mart.",NA,"Rio de Janeiro","Rio de Janeiro","Brésil, Grand plateau des Orgãos. Rio de Janeiro, Rio de Janeiro, Sudeste, Brasil, América do Sul","-43.2075004577637","-22.9027996063232","P01677095_01",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,"3616",NA,NA
"128","2015-09-03 21:20:01-03","MNHN","RECOLNAT_MNHN_P","P01677103","PreservedSpecimen",NA,"Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Glaziou, A.",NA,NA,"Brasil","hb",NA,". s.d. Reçu le en 1907. [?Huud] <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01677103' target='other'> <mi>dwc_moreinfo</mi></a>","P01677103",NA,NA,NA,NA,NA,"Mart.",NA,"Minas Gerais","Caeté","Brésil, Serra da Piedade. Caeté, Minas Gerais, Sudeste, Brasil, América do Sul","-43.6697006225586","-19.8799991607666","P01677103_01",NA,NA,NA,NA,"22051","auto",NA,NA,NA,NA,NA,NA,NA,NA
"129","1997-04-23 15:33:36-03","MNHN","RECOLNAT_MNHN_P","P00746198","PreservedSpecimen",NA,"Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla glaucescens",NA,"Saint-Hilaire, A. de",NA,NA,"Brésil","hb",NA,"Cat. B2 2267 p.p. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00746198' target='other'> <mi>dwc_moreinfo</mi></a>","P00746198",NA,NA,NA,NA,NA,"(Malme) Malme","Smith & Downs","Minas Gerais",NA,"Province de Minas Geraes",NA,NA,"P00746198_01",NA,NA,NA,"glaucescens",NA,NA,NA,NA,NA,NA,NA,"B2 2267",NA,NA
"130","2015-09-29 00:45:28-03","MNHN","RECOLNAT_MNHN_P","P00753727","PreservedSpecimen",NA,"Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla subglaucescens","type","Glaziou, A.",NA,NA,"Brésil","hb",NA,"Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00753727' target='other'> <mi>dwc_moreinfo</mi></a>","P00753727","1884","2","14",NA,NA,"Malme","Malme",NA,NA,"Province de Minas : Itacolumy",NA,NA,"P00753727_01",NA,NA,NA,"subglaucescens",NA,NA,NA,NA,NA,NA,NA,"15507",NA,NA
"131","2020-12-11 11:45:35-03","UFMG","BHCB","149670","PreservedSpecimen","Plantae","Xyridaceae","Xyris","montivaga","Xyris montivaga",NA,"Mota, NFO; Freitas, GHS; Costa, LM","2224","Southern America","Brasil",NA,NA,"Erva terrestre, densamente cespitosa em campo queimado. Espiga dourada com as margens das brácteas avermelhadas. Mácula verde. Flores amarelas.","BHCB049208","2011","04","10","Monocotyledon",NA,"Kunth",NA,"Minas Gerais","Morro do Pilar","Serra do Cipó, campos brejosos próximo ao trevo da MG-10 com a estrada para Morro do Pilar.","-43.495856","-19.2199",NA,"1307","1307","2018",NA,NA,NA,"12",NA,"-43.495856","-19.2199",NA,NA,NA,NA
"132","2020-12-11 11:45:35-03","UFMG","BHCB","166091","PreservedSpecimen","Plantae","Xyridaceae","Xyris","montivaga","Xyris montivaga",NA,"Souza, FS; Tomich, S; Miranda, E; Machado, TM","1918","Southern America","Brasil",NA,NA,"Flores amarelas; Terrestre em campo rupestre ferruginoso aberto com e sem Vellozia. Litotipo: Itabirito hematítico, magnetítico indiferenciados","BHCB022256","2013","01","30","Monocotyledon",NA,"Kunth",NA,"Minas Gerais","Congonhas","Mina de Fábrica, Cava João Pereira","-43.893333","-20.446944",NA,NA,NA,"2018",NA,NA,NA,"12",NA,"-43.893333","-20.446944",NA,NA,NA,NA
"133","2020-12-11 11:45:35-03","UFMG","BHCB","19415","PreservedSpecimen","Plantae","Xyridaceae","Xyris","montivaga","Xyris montivaga",NA,"Sajo, MG; L.M.C.","s.n.","Southern America","Brasil",NA,NA,NA,"BHCB049110","1991","11",NA,"Monocotyledon",NA,"Kunth",NA,"Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,NA,"2018",NA,"26557","auto","12",NA,NA,NA,NA,NA,NA,NA
"134","2020-12-11 11:45:38-03","UFMG","BHCB","172332","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Perillo, LN","440","Southern America","Brasil",NA,NA,"herbáceae, 30 cm, flores amareladas","BHCB047222","2009","11","14","Monocotyledon",NA,"Mart.",NA,"Minas Gerais","Catas Altas","RPPN Santuário do Caraça, Trilha para o Pico do Sol","-43.753858","-20.192131",NA,"1820","1820","2018",NA,NA,NA,"08",NA,"-43.753858","-20.192131","07",NA,NA,NA
"135","2020-12-11 11:45:37-03","UFMG","BHCB","149229","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Tameirão Neto, E; Mansur, T","5027","Southern America","Brasil",NA,NA,"Transição entre o campo rupestre sobre canga couraçada e a floresta estacional semidecidual, herbáceo",NA,"2011","01","14","Monocotyledon",NA,"Mart.",NA,"Minas Gerais","Santa Bárbara","Serra Gandarela, Projeto Mina Apolo","-49.685369","-20.0473",NA,"1500","1500","2011",NA,NA,NA,"03",NA,"-49.685369","-20.0473",NA,NA,NA,NA
"136","2020-12-11 11:45:37-03","UFMG","BHCB","152600","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Lau, BL; Massensini Júnior, A; Mota, RC da; Hattori, EKO","33","Southern America","Brasil",NA,NA,"Campo limpo de areia quartzitica",NA,"2011","02","12","Monocotyledon",NA,"Mart.",NA,"Minas Gerais","Tabuleiro","Parque Estadual Serra do Intendente, Trilha subindo para o topo da cachoeira","-43.921064","-19.160261",NA,"981","981",NA,NA,NA,NA,NA,NA,"-43.921064","-19.160261",NA,NA,NA,NA
"137","2020-12-11 11:45:37-03","UFMG","BHCB","119753","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Batista, JAN; Martins, CAN","2072","Southern America","Brasil",NA,NA,"Área queimada durante a seca.; Em campo limpo seco em encosta pedregosa. Solo arenoso-argiloso, raso, com algum cascalho sobre a superfície.","BHCB037650","2007","04","26","Monocotyledon",NA,"Mart.",NA,"Minas Gerais","Moeda","Serra da Moeda, Entrada para Moeda, cerca de 33km S de Belo Horizonte a partir do entroncamento do anel rodoviária com a BR-040. Morros a esquerda da pista em direção a Moeda, cerca de 2km após o entrocamento com a BR-040.","-43.956389","-20.277778",NA,"1331","1331","2013",NA,NA,NA,"06",NA,"-43.956389","-20.277778","25",NA,NA,NA
