"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","year","month","day","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","infraspecificEpithet","coordinatePrecision","geoFlag","monthIdentified","class","verbatimLongitude","verbatimLatitude","dayIdentified","fieldNumber","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","503351","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"R. M. Harley","19776","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=402060' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503351","1977","03","20","Magnoliophyta","Poales","Mart.","R. Kral","Bahia",NA,"Lower NE slopes of the Pico das Almas, ca. 25 km WNW of the Vila do Rio de Contas","-41.95","-13.55","NY00503351_01","1500","1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","872516","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"H. de F. Leitão Filho","9686","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=945565' target='other'> <mi>dwc_moreinfo</mi></a>","NY00872516","1978","12","13","Magnoliophyta","Poales","Mart.","M. das G. L. Wanderley","Minas Gerais","Santa Bárbara","Da Serra do Caraça","-43.4153","-19.9594","NY00872516_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1747905","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"D. C. Zappi","2423","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2008676' target='other'> <mi>dwc_moreinfo</mi></a>","NY01747905","2009","11","18","Magnoliophyta","Poales","Mart.","M. das G. L. Wanderley","Minas Gerais","Santana do Pirapama","Serra do Cipó, Fazenda Toucan Cipó, subida da Captação de água.","-43.753553","-19.005808","NY01747905_01","1002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00872514","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"W. R. Anderson","35876","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2347007' target='other'> <mi>dwc_moreinfo</mi></a>","NY00872514","1972","02","12","Magnoliophyta","Poales","Mart.",NA,"Minas Gerais",NA,"Serra do Espinhaço. Eastern slopes of Pico do Itambé.",NA,NA,"NY00872514_01","1550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","503352","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"S. A. Mori","13599","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=402061' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503352","1980","03","25","Magnoliophyta","Poales","Mart.","R. Kral","Bahia",NA,"Agua Quente. Pico das Almas, a 17 km ao NW de Rio de Contas",NA,NA,"NY00503352_01","1400","1600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","643895","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"R. M. Harley","52028","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=402053' target='other'> <mi>dwc_moreinfo</mi></a>","NY00643895","1992","02","14","Magnoliophyta","Poales","Mart.","M. das G. L. Wanderley","Bahia","Abaíra","Campo do Cigano","-41.92","-13.25","NY00643895_01","1780","1780",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","684930","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"R. M. Harley","52028","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=882932' target='other'> <mi>dwc_moreinfo</mi></a>","NY00684930","1992","02","14","Magnoliophyta","Poales","Mart.","M. das G. L. Wanderley","Bahia","Abaíra","Campo do Cigano","-41.92","-13.25","NY00684930_01","1780","1780",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","643897","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"R. M. Harley","50848","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=402055' target='other'> <mi>dwc_moreinfo</mi></a>","NY00643897","1992","01","28","Magnoliophyta","Poales","Mart.","M. das G. L. Wanderley","Bahia","Abaíra","Riacho da Taquara","-41.92","-13.25","NY00643897_01","1800","1800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","643899","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"R. M. Harley","51283","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=402057' target='other'> <mi>dwc_moreinfo</mi></a>","NY00643899","1992","01","10","Magnoliophyta","Poales","Mart.","M. das G. L. Wanderley","Bahia","Abaíra","Serra ao Sul do Riacho da Taquara","-41.92","-13.25","NY00643899_01","1870","1870",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","592266","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"S. C. de Sant'Ana","766","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=402063' target='other'> <mi>dwc_moreinfo</mi></a>","NY00592266","1999","04","14","Magnoliophyta","Poales","Mart.","R. Kral","Bahia","Mun. Abaíra","Povoado de Catolés de Cima, trilha para o pico do Barbado","-41.66","-13.25","NY00592266_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1018903","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"R. C. Forzza","3116","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1264220' target='other'> <mi>dwc_moreinfo</mi></a>","NY01018903","2004","03","10","Magnoliophyta","Poales","Mart.","R. C. Forzza","Minas Gerais","Lima Duarte","Parque estadual da Serra de Ibitipoca, campo entre a Gruta do Viajante e o Pico do Pião.","-43.874","-21.70633","NY01018903_01","1700","1800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","503348","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"H. S. Irwin","27116","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=402064' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503348","1970","03","07","Magnoliophyta","Poales","Mart.","L. B. Smith","Minas Gerais",NA,"Ca. 8 km of Joaquim Felício",NA,NA,"NY00503348_01","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","872513","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"J. Semir","CFSC3766","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=945559' target='other'> <mi>dwc_moreinfo</mi></a>","NY00872513","1973","01","06","Magnoliophyta","Poales","Mart.",NA,"Minas Gerais","Santana do Riacho","Km 139 ao longo da rodovia Belo Horizonte - Conceição do Mato Dentro.","-43.7142","-19.1692","NY00872513_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","643896","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"R. M. Harley","52595","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=402054' target='other'> <mi>dwc_moreinfo</mi></a>","NY00643896","1992","03","21","Magnoliophyta","Poales","Mart.","M. das G. L. Wanderley","Bahia","Abaíra","Encosta da Serra do Rei","-41.9","-13.28","NY00643896_01","1500","1800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","872517","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"P. Clausen","s.n.","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=945567' target='other'> <mi>dwc_moreinfo</mi></a>","NY00872517",NA,NA,NA,"Magnoliophyta","Poales","Mart.","L. B. Smith","Minas Gerais",NA,NA,NA,NA,"NY00872517_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","872512","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"H. S. Irwin","22219","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=945558' target='other'> <mi>dwc_moreinfo</mi></a>","NY00872512","1969","01","18","Magnoliophyta","Poales","Mart.","L. B. Smith","Minas Gerais",NA,"Serra do Espinhaço, ca. 23 km S.W. of Diamantina on road to Gouveia","-43.6791","-18.3912","NY00872512_01","1250","1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","643900","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"W. Ganev","155","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=402058' target='other'> <mi>dwc_moreinfo</mi></a>","NY00643900","1992","04","02","Magnoliophyta","Poales","Mart.","M. das G. L. Wanderley","Bahia","Abaíra","Distrito de Catolés: caminho Capao - Bicota, garimpo novo de Bicota","-41.85","-13.33","NY00643900_01","1400","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","872515","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"M. L. Kawasaki","997","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=945562' target='other'> <mi>dwc_moreinfo</mi></a>","NY00872515","1997","05","26","Magnoliophyta","Poales","Mart.","R. C. Forzza","Minas Gerais","Santa Bárbara","Serra do Caraça. Trilha do Pico do Inficionado.","-43.4514","-20.1347","NY00872515_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","503349","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"H. S. Irwin","2790","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=402065' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503349","1959","03","03","Magnoliophyta","Poales","Mart.","L. B. Smith","Espírito Santo","Alegre","Pico da Bandeira, Serra Caparaó","-41.796679","-20.434061","NY00503349_01","2865","2865",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-06-29 11:32:54-03","UFRJ","RFA","11548","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"P. Occhioni; Elêna, Carmem","118",NA,"Brasil",NA,NA,"Erva ca. 20-30 cm","RFA32065","1970","05","27",NA,NA,"Mart.","L.B. Smith","Minas Gerais","Minas Gerais","Serra do Cipó km 110-131",NA,NA,NA,NA,NA,"1975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-06-29 11:32:54-03","UFRJ","RFA","7514","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"P. Occhioni","1867",NA,"Brasil",NA,NA,"Flor amarela","RFA32066","1959","05","21",NA,NA,"Mart.","L.B. Smith","Minas Gerais","Minas Gerais","Serra do Cipó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-06-29 11:32:54-03","UFRJ","RFA","29475","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla glaucescens",NA,"F. Segadas-Vianna","149",NA,"Brasil",NA,NA,NA,"RFA51150","1944","02","24",NA,NA,"Malme","L.B. Smith","Rio de Janeiro","Petrópolis","Morro Assú, Serra dos Órgãos","-43.1786003112793","-22.5049991607666",NA,NA,NA,"1960","glaucescens","36524","auto",NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-06-29 11:32:54-03","UFRJ","RFA","29475","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla glaucescens",NA,"F. Segadas-Vianna","149",NA,"Brasil",NA,NA,NA,"RFA51150","1944","02","24",NA,NA,"Malme","L.B. Smith","Rio de Janeiro","Petrópolis","Morro Assú, Serra dos Órgãos","-43.1786003112793","-22.5049991607666",NA,NA,NA,"1960","glaucescens","36524","auto",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-30 12:54:36-03","EAO","IAN","102462","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Magalhães, MG","1107","Southern America","Brasil",NA,NA,"Flor amarela.","IAN102462","1942","01","14","Monocotiledônea",NA,"Mart.","Wanderley, MGL",NA,NA,"Pão Doce, Ouro Preto. Lugar úmido.",NA,NA,NA,NA,NA,"1988",NA,NA,NA,"01",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-30 12:54:36-03","EAO","IAN","105589","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Magalhães, MG","6181","Southern America","Brasil",NA,NA,"Flor amarela.","IAN105589","1951","04","04","Monocotiledônea",NA,"Mart.","Smith, LB","Minas Gerais","Jaboticatuba","Campo alpino, úmido, graninoso.",NA,NA,NA,NA,NA,"1965",NA,NA,NA,"06",NA,NA,NA,NA,NA,NA,NA
"36","2021-03-30 12:54:36-03","EAO","IAN","107496","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Magalhães, MG","2093","Southern America","Brasil",NA,NA,NA,"IAN107496","1942","05","05","Monocotiledônea",NA,"Mart.","Wanderley, MGL","Minas Gerais",NA,"Campo arenoso úmido, no alto do Pico do Itambe.",NA,NA,NA,NA,NA,"1988",NA,NA,NA,"01",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-30 12:54:36-03","EAO","IAN","138313","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Irwin, HS; Fonsêca, SF","27116","Southern America","Brasil",NA,NA,"Perianth yellow.","IAN138313","1970","03","07","Monocotiledônea",NA,"Mart.","Smith, LB","Minas Gerais",NA,"Locally abundant. Wet campo, summit gray sandy soil, ca. 8km W. of Joaquim Felicio. Elev. ca. 1200m.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-30 12:54:36-03","EAO","IAN","93319","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Glaziou, AFM","15508","Southern America","Brasil",NA,NA,NA,"IAN093319",NA,NA,NA,"Monocotiledônea",NA,"Mart.","Wanderley, MGL",NA,NA,NA,NA,NA,NA,NA,NA,"1988",NA,NA,NA,"01",NA,NA,NA,NA,NA,NA,NA
"39","2020-02-08 10:21:14-03","NBC","NL-BOTANY","L.1430045","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Vincent D",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1430045 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1430045",NA,NA,NA,NA,"Poales","Mart.",NA,NA,NA,"Minas Geraes. Isacolusny.",NA,NA,"NL-L1430045",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"40","2020-02-08 10:21:14-03","NBC","NL-BOTANY","L.1430046","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Sellow F",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1430046 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1430046",NA,NA,NA,NA,"Poales","Mart.",NA,NA,NA,NA,NA,NA,"NL-L1430046",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"41","2020-02-08 10:21:14-03","NBC","NL-BOTANY","U.1772181","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Harley RM; et al.",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1772181 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1772181","1977","03","20",NA,"Poales","Mart.",NA,NA,NA,"Brazil: Estado da Bahia, Serra Das Almas, lower N.E. slopes of the Pico das Almas, ca. 25 km WNW of the Vila do Rio de Contas.","-41.95","-13.55","NL-U1772181",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","-41.95","-13.55",NA,NA,NA,NA
"42","2020-11-04 11:21:01-03","ESALQ","ESA","70707","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Novelino, R.F. et al.",NA,NA,"Brasil",NA,NA,NA,"ESA070707","1988","03","19","Magnoliophyta",NA,"Mart.","Wanderley, M.G.L.","Minas Gerais",NA,"Parque Nacional do Caparaó",NA,NA,"ESA070707","2000","2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-11-04 11:21:01-03","ESALQ","ESA","97656","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Souza, V.C.; Zappi, D.C.; Hind, D.J.N.; Paula-Souza, J.; Jennings, L.; Romão, G.O.; Rando, J.G.; Ferreira, M.A.P.; Miranda, E.","32554.0",NA,"Brasil",NA,NA,"Erva, brácteas castanhas com centro verde.","ESA097656","2007","02","17","Magnoliophyta",NA,"Mart.","Mota, N.F.O.","Minas Gerais","Santana do Pirapama.","Serra do Cipó (Serra da Lapa). Distrito de São José da Cachoeira. Trilha da Captação da Fazenda Toucan Cipó. Campo rupestre com afloramentos e árvores esparsas. 680 m.s.m.",NA,NA,"ESA097656","680","680",NA,NA,NA,NA,NA,NA,"-43,755,556","-19,006,111",NA,NA,NA,NA
"44","2020-11-04 11:21:01-03","ESALQ","ESA","101136","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Forzza, R.C.","3920.0",NA,"Brasil",NA,NA,NA,"ESA101136","2005","01","18","Magnoliophyta",NA,NA,"Wanderley, M.G.L.","Minas Gerais","Lima Duarte",NA,"-43.793098449707","-21.8425006866455","ESA101136",NA,NA,"2007",NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-11-04 11:21:01-03","ESALQ","ESA","104916","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Forzza, R.C.","3116.0",NA,"Brasil",NA,NA,NA,"ESA104916","2004","03","10","Magnoliophyta",NA,NA,"Forzza, R.C.","Minas Gerais","Lima Duarte",NA,"-43.793098449707","-21.8425006866455","ESA104916",NA,NA,"2007",NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA,NA
"46","2016-02-02 14:39:18-02","BGBM","B","B 10 0242204","S","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla f. itacolumitica","syntype","W. Schwacke","9074","Middle and South America","Brazil",NA,NA,"<a href=http://herbarium.bgbm.org/object/B100242204 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100242204","1893","01","24",NA,NA,"Malme",NA,NA,NA,"Itacolum.",NA,NA,"B100242204","1600","1600",NA,"f. itacolumitica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
