"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","maximumElevationInMeters","coordinatePrecision","geoFlag","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","class","monthIdentified","dayIdentified","individualCount","fieldNumber","order","previousCatalogNumber"
"93","2020-02-08 10:39:39-03","NBC","NL-BOTANY","U 0031204","PreservedSpecimen","Plantae",NA,"Musci","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","Griffin III DG","Bischler H",NA,"1958","10","01","Southern America","Colombia","Cauca",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200031204 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0031204",NA,NA,NA,NA,NA,NA,NA,NA,"Musci",NA,NA,NA,NA,NA,NA
"94","2020-02-08 10:39:39-03","NBC","NL-BOTANY","U 0031205","PreservedSpecimen","Plantae",NA,"Musci","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","Griffin III DG","Hammen T van der; Jaramillo Mejía R",NA,"1967","10","29","Southern America","Colombia","Cundinamarca",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200031205 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0031205",NA,NA,NA,NA,NA,NA,NA,NA,"Musci",NA,NA,NA,NA,NA,NA
"95","2020-02-08 10:39:39-03","NBC","NL-BOTANY","U 0031206","PreservedSpecimen","Plantae",NA,"Musci","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","Florschütz PA","Mägdefrau K",NA,"1957","12","29","Southern America","Venezuela",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200031206 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0031206",NA,NA,NA,NA,NA,NA,NA,NA,"Musci",NA,NA,NA,NA,NA,NA
"96","2020-02-08 10:39:39-03","NBC","NL-BOTANY","U 0031207","PreservedSpecimen","Plantae",NA,"Musci","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","Griffin III DG","Griffin III DG",NA,"1977","01","01","Southern America","Colombia","Magdalena",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200031207 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0031207",NA,NA,NA,NA,NA,NA,NA,NA,"Musci",NA,NA,NA,NA,NA,NA
"97","2020-02-08 10:39:39-03","NBC","NL-BOTANY","U 0031208","PreservedSpecimen","Plantae",NA,"Musci","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","Reenen G van","Reenen G van; Rangel Churio JO",NA,"1977","07","22","Southern America","Colombia","Magdalena",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200031208 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0031208",NA,NA,NA,NA,NA,NA,NA,"1981","Musci","10","01",NA,NA,NA,NA
"98","2020-02-08 10:39:39-03","NBC","NL-BOTANY","U 0031209","PreservedSpecimen","Plantae",NA,"Musci","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","Florschütz PA","Mägdefrau K",NA,"1958","02","28","Southern America","Venezuela",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200031209 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0031209",NA,NA,NA,NA,NA,NA,NA,"1958","Musci","02","01",NA,NA,NA,NA
"99","2020-02-08 10:39:39-03","NBC","NL-BOTANY","U 0031210","PreservedSpecimen","Plantae",NA,"Musci","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","Reenen G van","Reenen G van",NA,"1980","07","18","Southern America","Colombia",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200031210 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0031210",NA,NA,NA,NA,NA,NA,NA,"1981","Musci","01","01",NA,NA,NA,NA
"100","2019-05-02 10:52:02-03","IBt","SP-BRYOPHYTA","136814","S","Plantae",NA,"Adelotheciaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.",NA,"Marshall, R.; Crosby, A.A.","5841","1973","03","17","Southern America","Costa Rica","Cartago",NA,"Madreselva area, near Rio Macho 2km along road which turns off NE from Inter American Highway, 10km SE of El Empalm",NA,NA,"2450",NA,"On twigs and small trees in forest","SP073375",NA,"2450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2019-05-02 10:52:02-03","IBt","SP-BRYOPHYTA","136815","S","Plantae",NA,"Adelotheciaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.",NA,"s.col.","s.n.",NA,NA,NA,"Southern America","Venezuela","Merida",NA,"SE slopes of Cerros de Zuriqui N vIllage of San Luis Norte , 17 NNE of city center of San José",NA,NA,"1840",NA,NA,"SP073376",NA,"1840",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2019-05-02 10:52:02-03","IBt","SP-BRYOPHYTA","136816","S","Plantae",NA,"Adelotheciaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.",NA,"Marshall, R.; Crosby, A.A.","5963","1973","03","28","Southern America","Costa Rica","San Jose",NA,NA,NA,NA,"260",NA,"On trees","SP073377",NA,"260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2019-05-02 10:52:02-03","IBt","SP-BRYOPHYTA","149784","S","Plantae",NA,"Adelotheciaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.",NA,"Vital, D.M.","9624","1980","11","22","Southern America","BRASIL","São Paulo","Campos do Jordão","Entre o horto e a represa nova","-45.589722","-22.73","1600",NA,"sobre tronco fino, em uma pequena area de mata","SP077291",NA,"1600",NA,NA,NA,"-45.589722","-22.73",NA,NA,NA,NA,NA,NA,NA,NA
"104","2019-05-02 10:52:02-03","IBt","SP-BRYOPHYTA","149819","S","Plantae",NA,"Adelotheciaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.",NA,"Vital, D.M.","9704","1980","11","22","Southern America","BRASIL","São Paulo","Campos do Jordão","na mata umida e brejosa","-45.589722","-22.73","1600",NA,"sobre tronco grosso","SP077325",NA,"1600",NA,NA,NA,"-45.589722","-22.73",NA,NA,NA,NA,NA,NA,NA,NA
"105","2019-05-02 10:52:02-03","IBt","SP-BRYOPHYTA","206949","S","Plantae",NA,"Adelotheciaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.",NA,"Yano, O.; Windisch, P.G.","10274","1986","06","27","Southern America","Colombia","Medelín","Santa Rosa",NA,NA,NA,"2700",NA,"No solo humoso da mata próximo da estrada","SP088677",NA,"2700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2019-05-02 10:52:02-03","IBt","SP-BRYOPHYTA","219900","S","Plantae",NA,"Adelotheciaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.",NA,"Sehnem, A.","5612","1951","02","23","Southern America","BRASIL","Rio Grande do Sul","Montenegro",NA,"-51.461111","-29.688611","500",NA,"ad arborem in silva nebulari","SP090368",NA,"500",NA,NA,NA,"-51.461111","-29.688611",NA,NA,NA,NA,NA,NA,NA,NA
"107","2019-05-02 10:52:02-03","IBt","SP-BRYOPHYTA","222430","S","Plantae",NA,"Adelotheciaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.",NA,"Churchill, S.P.","14114","1986","07","06","Southern America","Colombia","Antioquia","Santa Rosa de Osos","ca. 10 km NO de Santa Rosa de Osos, carretera hacia Sabanazos, entre la troncal del Caribe y la Escuela Vallecitas","-75.5","6.75",NA,NA,NA,"SP095058",NA,NA,NA,NA,NA,"-75.5","6.75",NA,NA,NA,NA,NA,NA,NA,NA
"108","2019-05-02 10:52:02-03","IBt","SP-BRYOPHYTA","33028","S","Plantae",NA,"Adelotheciaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.",NA,"Puiggari, J.J.","387","1880","09",NA,"Southern America","BRASIL","São Paulo","Apiaí",NA,"-48.84","-24.51","920",NA,NA,"SP060228",NA,"920",NA,NA,NA,"-48.84","-24.51",NA,NA,NA,NA,NA,NA,NA,NA
"109","2019-05-02 10:52:02-03","IBt","SP-BRYOPHYTA","89372","S","Plantae",NA,"Adelotheciaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","Vital, D.M.","Vital, D.M.","698","1966","03","04","Southern America","BRASIL","São Paulo","Pindamonhangaba","Pico Itapeva","-45.461667","-22.923889","1900",NA,"sobre troncos e galhos, na mata secundária, mais ou menos 1 1/2 Km a N.N.W do Pico de Itapeva","SP063753",NA,"1900",NA,NA,NA,"-45.461667","-22.923889",NA,NA,NA,NA,NA,NA,NA,NA
"110","2019-05-02 10:52:02-03","IBt","SP-BRYOPHYTA","207351","S","Plantae",NA,"Adelotheciaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.",NA,"Vital, D.M.; Buck, W.R.","12350","1984","09","27","Southern America","BRASIL","Santa Catarina","Serra Geral","Serra Rio do Rastro, ca 12km W of Bom Jardim da Serra on road to Lauro Muller at rim of summit plateau","-49.533333","-28.366667","1470",NA,"humid hardwoods","SP088274",NA,"1470",NA,NA,NA,"-49.533333","-28.366667",NA,NA,NA,NA,NA,NA,NA,NA
"111","2010-07-26 13:13:00-03","MO","MOBOT","100292630","PreservedSpecimen","Plantae",NA,"Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","Thalia Morales","Morales, Thalia","Morales 1663","2009","2","17","South America","Venezuela","Miranda",NA,"Parque Nacional Macarao. Cercania al puesto guardia nacional., Antigua carretera al embalse agua fria. Bosque Nublado.","-67.1666667","10.3833333","1700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"112","2010-07-27 08:39:00-03","MO","MOBOT","100292757","PreservedSpecimen","Plantae",NA,"Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","Thalia Morales","Morales, Thalia","Morales 1678","2009","2","17","South America","Venezuela","Miranda",NA,"Parque Nacional Macarao. Cercania al puesto guardia nacional., Antigua carretera al embalse agua fria. Bosque Nublado.","-67.1666667","10.3833333","1700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"113","2011-07-26 17:47:00-03","MO","MOBOT","100393286","PreservedSpecimen","Plantae",NA,"Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","S. Churchill","Y. Inturias|et al.","Inturias 357","2010","8","16","South America","Bolivia","La Paz","Franz Tamayo","Munaypata. A 37 km S de Apolo. <356-358>","-68.3052778","-15.0402777","1027.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"114","2014-06-17 15:05:00-03","MO","MOBOT","100662177","PreservedSpecimen","Plantae",NA,"Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","S. Churchill","Y. Inturias|G.A. Parada|M. Betancur|M.T. Martinez|H. Fernandez","Inturias 1270","2012","5","4","South America","Bolivia","Santa Cruz","Vallegrande","Cañadon húmedo.","-64.0425","-18.5744445","2387.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","12-4",NA,NA
"115","2014-06-18 09:23:00-03","MO","MOBOT","100709656","PreservedSpecimen","Plantae",NA,"Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","S. Churchill","Y. Inturias|G.A. Parada|M.T. Martinez","Inturias 1353C","2013","1","31","South America","Bolivia","Santa Cruz","Vallegrande","Las bateas, a 16 km de Vallegrande camino hacia Masicurí.","-64.0433333","-18.5741667","2385.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","13-4",NA,NA
"116","2017-07-12 13:02:00-03","MO","MOBOT","100987090","PreservedSpecimen","Plantae",NA,"Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","J. Opisso","Jasmin Opisso|et al.","Opisso 718","1999","11",NA,"South America","Peru","Cajamarca","Jaén","Pomahuaca. Aguas Verdes, cerca del limite con el distrito de San Felipe.","-79.225","-5.9291667","2700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"117","2017-07-12 13:02:00-03","MO","MOBOT","100987091","PreservedSpecimen","Plantae",NA,"Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","J. Opisso","Jasmin Opisso|et al.","Opisso 748a","1999","11",NA,"South America","Peru","Cajamarca","Jaén","Pomahuaca. Aguas Verdes, cerca del limite con el distrito de San Felipe.","-79.225","-5.9291667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"118","2017-07-12 13:03:00-03","MO","MOBOT","100987092","PreservedSpecimen","Plantae",NA,"Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","J. Opisso","Jasmin Opisso|et al.","Opisso 839","1999","11",NA,"South America","Peru","Cajamarca","Jaén","Pomahuaca. Aguas Verdes, cerca del limite con el distrito de San Felipe.","-79.225","-5.9291667","2938.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"119","2017-09-25 16:31:00-03","MO","MOBOT","100999001","PreservedSpecimen","Plantae",NA,"Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.",NA,"Jesús Muñoz|S. P. Churchill","Muñoz 98-187","1998","7","25","South America","Colombia","Nariño","Pasto","Serranía de Morasurco.","-77.2333333","1.2666667","3100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"120","2019-03-06 15:39:00-03","MO","MOBOT","101105026","PreservedSpecimen","Plantae",NA,"Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","J. J. Atwood","David N. Smith","Smith C-462","1984","7","4","South America","Peru","Pasco","Oxapampa","Río San Alberto valley. Damaged primary montane forest. <C456-C493>","-75.3666667","-10.5666667","2350.00000000",NA,NA,NA,NA,"2400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","M-121",NA,NA
"121","2020-01-05 15:18:00-03","MO","MOBOT","101171205","PreservedSpecimen","Plantae",NA,"Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","W.R. Buck","Laurence J. Dorr|et al.","Dorr 5348A","1988","5","28","South America","Venezuela","Trujillo",NA,"Distrito Carache. Páramo Jabon.","-70.1","9.5","3150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"122","2012-01-19 16:41:00-02","MO","MOBOT","90010556","PreservedSpecimen","Plantae",NA,"Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.",NA,"H. van der Werff|Walter A. Palacios","van der Werff 9010B-1","1987","4","25","South America","Ecuador","Zamora-Chinchipe",NA,"Along new road Loja-Zamora. Moist cloud forest on peaty soil with Sphagnum and terrestrial lichens.","-79.1166667","-3.9666667","2500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","87-13",NA,NA
"123","2009-06-25 13:30:00-03","MO","MOBOT","90040710","PreservedSpecimen","Plantae",NA,"Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","S.P. Churchill","William C. Steere","Steere 7900","1943","5","4","South America","Colombia","Cauca",NA,"Cinchona forest, Rio Lopez, above Tacueyo, NW slopes of Nevado del Huila, Cordillera Central.",NA,NA,"2438.40000000",NA,NA,NA,NA,"2743.20000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2009-06-25 13:30:00-03","MO","MOBOT","90040711","PreservedSpecimen","Plantae",NA,"Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","S.P. Churchill","William C. Steere","Steere 7388","1942","11","16","South America","Colombia","Norte de Santander",NA,"Cinchona forest E of Rio Valegra, Barrio Chucarima, Cordillera Oriental.",NA,NA,"1828.80000000",NA,NA,NA,NA,"2133.60000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2012-05-31 15:28:00-03","MO","MOBOT","90052569","PreservedSpecimen","Plantae",NA,"Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.",NA,"John M. MacDougal|Francisco J. Roldán","MacDougal 3662B","1989","2","4","South America","Colombia","Antioquia",NA,"Mpio. de Entrerríos: ca. 3 km from Entrerríos on the road to Santa Rosa de Osos, downstream from bridge along banks of Río Grande. Specimen not treated with ethanol.","-75.5","6.53333","2205.00000000",NA,NA,NA,NA,"2240.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31",NA,NA
"126","2009-11-20 12:13:00-02","MO","MOBOT","90055508","PreservedSpecimen","Plantae",NA,"Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","S. Churchill","S. P. Churchill|Julio C. Betancur B.","Churchill 18097-b","1991","5","13","South America","Colombia","Cauca","El Tambo","Abajo del Cerro Munchique (arriba de Fondas, cerca Km 54). Cordillera Occidental. Bosque montano. <18087-18152>","-76.93333","2.48333","2300.00000000",NA,NA,NA,NA,"2555.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91-32",NA,NA
"127","2009-12-04 09:35:00-02","MO","MOBOT","90066523","PreservedSpecimen","Plantae",NA,"Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","brr","Bernardo R. Ramírez Padilla","Ramírez Padilla 8960","1995","12","2","South America","Colombia","Nariño","Ospina","Páramo de Paja Blanca. Alrededores de la bocatoma del acueducto.","-77.56666","1.96666","3200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2008-05-27 22:02:00-03","MO","MOBOT","90066524","PreservedSpecimen","Plantae",NA,"Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","spc","S. P. Churchill","Churchill 13130","1985","6","25","South America","Colombia","Antioquia","Medellín","Piedras Blancas, ca. 16.5 km NO de Medellín. Bosque montano secundario con Quercus, continuo a plantación de Cupressus. <13119-13210>","-75.5","6.25","2338.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85-8",NA,NA
"129","2008-05-27 22:02:00-03","MO","MOBOT","90066525","PreservedSpecimen","Plantae",NA,"Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","spc","S. P. Churchill","Churchill 14114","1986","7","6","South America","Colombia","Antioquia","Santa Rosa de Osos","Ca. 10 km NO de Santa Rosa de Osos, entre la Troncal del Caribe y la escuela Vallecitas. Bosque de Quercus y potrero. Con I.Sastre, M.Escobar, H. Sipman, M.Marin, N./H.Hollander. <14092-14150>","-75.5","6.75","2500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86-3",NA,NA
"130","2009-11-20 12:13:00-02","MO","MOBOT","90066526","PreservedSpecimen","Plantae",NA,"Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","spc","S. P. Churchill|Julio C. Betancur B.","Churchill 18101","1991","5","13","South America","Colombia","Cauca","El Tambo","Abajo del Cerro Munchique (arriba de Fondas, cerca Km 54). Cordillera Occidental. Bosque montano. <18087-18152>","-76.93333","2.48333","2300.00000000",NA,NA,NA,NA,"2555.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91-32",NA,NA
"131","2014-04-17 21:32:00-03","MO","MOBOT","90066527","PreservedSpecimen","Plantae",NA,"Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","H. Crum","Karl Mägdefrau","Mägdefrau 1587","1967","4","14","South America","Venezuela","Mérida",NA,"Bergwald am Mucay oberhalb Tabay.","-71.06666","8.63333","2600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2013-12-22 15:06:00-02","MO","MOBOT","90066528","PreservedSpecimen","Plantae",NA,"Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.",NA,"Dana G. Griffin, III|Manuel López-Figueiras","Griffin III PV-1449","1985","3","6","South America","Venezuela","Trujillo",NA,"Páramo El Jabón, al SE y arriba de Carache.","-70.23333","9.63333","2900.00000000",NA,NA,NA,NA,"3300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2013-12-22 14:53:00-02","MO","MOBOT","90066529","PreservedSpecimen","Plantae",NA,"Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.",NA,"Dana G. Griffin, III|Jesus Duarte","Griffin III PV-818","1985","2","13","South America","Venezuela","Mérida",NA,"Páramo de Chacantá, arriba y al sur de Pueblo Nuevo.","-71.41666","8.43333","2550.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2011-10-05 04:59:00-03","MO","MOBOT","90066530","PreservedSpecimen","Plantae",NA,"Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.",NA,"Dana G. Griffin, III|et al.","Griffin III 358","1975","8",NA,"South America","Venezuela","Táchira",NA,"Páramo de Tamá, above the village of Villa Páez.","-72.45","7.48333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2018-07-08 21:41:00-03","MO","MOBOT","90067229","PreservedSpecimen","Plantae",NA,"Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.",NA,"William C. Steere","Steere 8566","1943","8","3","South America","Ecuador","Sucumbíos",NA,"Vicinity of Las Ollas, valley of Rio Chingual E of El Pun, Cordillera Oriental.","-77.5","0.5","1828.80000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"136","2017-03-08 20:58:00-03","MO","MOBOT","90071363","PreservedSpecimen","Plantae",NA,"Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","spc","H. Bischler","Bischler 1049","1958","9","11","South America","Colombia","Cauca",NA,"Macizo Colombiano: Valle de Las Papas, alrededores de Valencia.","-76.65","1.9","2910.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"137","2011-04-06 15:24:00-03","MO","MOBOT","90080323","PreservedSpecimen","Plantae",NA,"Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","spc","S. P. Churchill|Pilar Franco|Juan David Parra","Churchill 18961","1995","1","27","South America","Colombia","Casanare","Sacama","Vereda Guivarin. Bosque premontano secundario, al lado de carretera. Barrancos. <18958-18971>","-72.16666","6.06666","1680.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"95-21",NA,NA
"138","2012-12-22 11:12:00-02","MO","MOBOT","90080442","PreservedSpecimen","Plantae",NA,"Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.",NA,"Alberto Ortega U.","Ortega 539",NA,NA,NA,"South America","Ecuador","Zamora-Chinchipe","Zamora","Zamora.","-79","-4.08333","1600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2020-06-17 19:09:00-03","MO","MOBOT","90081259","PreservedSpecimen","Plantae",NA,"Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","spc","S. P. Churchill|Alba L. Arbeláez|Orlando Marulanda","Churchill 15385","1987","7","5","South America","Colombia","Antioquia","La Unión","La Unión hacia San Miguel. Bosque montano secundario. <15377-15447>","-75.2833333","5.9333333","2340.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","87-9",NA,NA
"140","2008-05-27 22:02:00-03","MO","MOBOT","90081430","PreservedSpecimen","Plantae",NA,"Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","spc","S. P. Churchill","Churchill 15616","1987","7","16","South America","Colombia","Antioquia","Belmira","NE de Belmira, abajo de Páramo de Sabanas. Bosque montano alto secundario. <15594-15627>","-75.66666","6.55","2880.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-20",NA,NA
"141","2008-05-27 22:02:00-03","MO","MOBOT","90081465","PreservedSpecimen","Plantae",NA,"Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","spc","S. P. Churchill","Churchill 17783","1991","4","23","South America","Colombia","Antioquia","Belmira","Ca. 5-10 km N de Belmira. Bosque montano medio a alto. Elev. 2445-2935 m. Con A. L. Arbeláez, J. Betancur, D. L. Echeverry & F. J. Rolda|n. <17765-17822>","-75.66666","6.68333","2615.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91-22",NA,NA
"142","2011-04-06 16:18:00-03","MO","MOBOT","90081906","PreservedSpecimen","Plantae",NA,"Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","spc","S. P. Churchill|Franco-Molano, Ana E.","Churchill 16676","1990","5","10","South America","Colombia","Nariño","Pasto","Vereda Daza, 10-12 km de Pasto via a Buesaco (en la carretera Pasto-Villa Moreno). Bosque montano alto secundario. <16635-16688>","-77.26666","1.25","2880.00000000",NA,NA,NA,NA,"2900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90-24",NA,NA
"143","2020-06-19 01:24:00-03","MO","MOBOT","90082131","PreservedSpecimen","Plantae",NA,"Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","spc","S. P. Churchill|Inés Sastre de Jesús|Margarita Escobar A.","Churchill 13239","1985","6","28","South America","Colombia","Antioquia","Urrao","Ca. 58 km S de Urrao, sobre la carretera a Betulia (antes de descender al valle del Río Pabón). Bosque montano secundario. <SPC 13221-13260>","-75.9166667","6.0833333","2270.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","85-10",NA,NA
