"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","coordinatePrecision","geoFlag","class","previousCatalogNumber","individualCount","fieldNumber","typeStatus","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","645398","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Lepismium","warmingianum","Lepismium warmingianum","(K.Schum.) Barthlott","N. P. Taylor; D. C. Zappi","F. J. Fernández Casas","3719","1980","09","17","South America","Paraguay","Itapúa",NA,"Cerca de Yatytay, junto a la Balsa del río Tembey",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=311630' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645398","NY00645398_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","645661","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Rhipsalis","linearis","Rhipsalis linearis","K.Schum.","S. F. Smith","R. A. Wasum","8329","1992","02","20","South America","Brazil","Rio Grande do Sul","Farroupilha","Farroupilha - Novo Milano","-51.338611","-29.276126","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=602003' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645661","NY00645661_01","700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-02-08 11:07:47-03","UNESP-IBB","BOTU","1170","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Lepismium","warmingianum","Lepismium warmingianum","(K.Schum.) Barthlott","Aona, A.Y.S.","Izar, L.A.H.","1","1972","09","19",NA,"Brasil","São Paulo","Botucatu","A 20 km de Botucatu, Fazenda Mac e 4 Meninas","-48.375","-22.875",NA,"Flor branca","BOTU001170",NA,NA,NA,"2015","08","48°22'30w","22°52'30s",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-02-08 11:07:47-03","UNESP-IBB","BOTU","1171","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Lepismium","warmingianum","Lepismium warmingianum","(K.Schum.) Barthlott","Aona, A.Y.S.","Malosso, C.R.","1","1972","09","19",NA,"Brasil","São Paulo","Botucatu","A 20 km de Botucatu, Fazenda Mac","-48.375","-22.875",NA,"Epífita, flor branca, sem cheiro","BOTU001171",NA,NA,NA,"2015","08","48°22'30w","22°52'30s",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-02-08 11:07:47-03","UNESP-IBB","BOTU","1180","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","linearis","Rhipsalis linearis","K. Schum.","Lombardi, J.A.","Jaquetti Jr., J.","2","1972","09","19",NA,"Brasil","São Paulo","Botucatu","A 20 km de Botucatu, Fazenda Mac e 3 Marias","-48.375","-22.875",NA,"Epífita com flor branca","BOTU001180",NA,NA,NA,"1989",NA,"48°22'30w","22°52'30s",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-24 17:10:34-03","UTFPR","DVPR","3611","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Lepismium","warmingianum","Lepismium warmingianum","(K.Schum.) Barthlott","Caxambu, MG","Caxambu, MG; Siqueira, EL; Moraes, A","6788","2015","08","20",NA,"Brasil","Paraná","Céu Azul","Parque Nacional do Iguaçu, trilha do Rio Azul","-53.49269","-25.07491",NA,"Erva epífita, heliófita. Flores alvas.; Relevo: Suave- ondulado.","DVPR003611",NA,"682","682","2015","10","-53.49269","-25.07491","07",NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-24 17:10:34-03","UTFPR","DVPR","161","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Rhipsalis","linearis","Rhipsalis linearis","K.Schum.","Estevan, DA","Pereira, HCP","s.n.","2005","10","08",NA,"Brasil","Paraná","Ibiporã","Chácara Educativa","-51.0480995178223","-23.2691993713379",NA,"Arbusto 2 metros, flores amarelas.; Ao lado da garagem da sede.","DVPR000161","DVPR000161",NA,NA,"2006",NA,NA,NA,NA,"20625","auto",NA,NA,NA,NA,NA,NA
"18","2019-12-04 15:24:59-03","PUCPR","HUCP","18040","S","Plantae","Eudicotiledonea",NA,"Cactaceae","Lepismium","warmingianum","Lepismium warmingianum","(K.Schum.) Barthlott.","Kersten, RA","Selusniaki, M","874","2006","04","22",NA,"Brasil","Paraná","Curitiba","Bosque da Fazendinha","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"19","2019-12-04 15:24:59-03","PUCPR","HUCP","24129","S","Plantae","Eudicotiledonea",NA,"Cactaceae","Lepismium","warmingianum","Lepismium warmingianum","(K.Schum.) Barthlott.","Ariati, V","Ariati, V","546","2011","08","18",NA,"Brasil","Paraná","Telêmaco Borba",NA,"-50.6156005859375","-24.3239002227783",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35037","auto",NA,NA,NA,NA,NA,NA
"20","2020-02-08 08:54:48-03","NBC","NL-BOTANY","L.2476505","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Lepismium","warmingianum","Lepismium warmingianum","(K.Schum.) Barthlott",NA,"Dusén PKH",NA,"1915","09","12","Southern America","Brazil",NA,NA,"Plantae Brasilienses. Parana: Curityba, in silvula ad huncos ramasque.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2476505 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2476505","NL-L2476505",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"21","2020-02-08 08:54:48-03","NBC","NL-BOTANY","U.1180165","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Lepismium","warmingianum","Lepismium warmingianum","(K.Schum.) Barthlott",NA,"Meyer F",NA,"1944","03","25","Southern America","Argentina",NA,NA,"Gob. Uisioeies. Dep. Obera.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1180165 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1180165","NL-U1180165",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"22","2020-02-08 08:54:54-03","NBC","NL-BOTANY","U.1180953","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Rhipsalis","linearis","Rhipsalis linearis","K.Schum.",NA,"Rodriguez M; et al.",NA,"1993","09","29","Southern America","Argentina",NA,NA,"Arroyo El PAraiso y Ruta 2.","-54.833333","-27.133333",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1180953 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1180953","NL-U1180953",NA,NA,NA,NA,"-54.833333","-27.133333",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"23","2020-02-08 08:54:54-03","NBC","NL-BOTANY","U.1180954","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Rhipsalis","warmingiana","Rhipsalis warmingiana","K.Schum.",NA,"Meyer T",NA,"1944","03","21","Southern America","Argentina",NA,NA,"Sob. Misiones.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1180954 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1180954","NL-U1180954",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"24","2020-11-04 11:04:12-03","ESALQ","ESA","101380","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Lepismium","warmingianum","Lepismium warmingianum",NA,"Breier, T.B.","Breier, T.B.","873.0","2003","02","11",NA,"Brasil","São Paulo","Gália",NA,"-49.5499992370605","-22.2900009155273",NA,NA,"ESA101380","ESA101380",NA,NA,NA,NA,NA,NA,NA,"23314","auto",NA,NA,NA,NA,NA,NA
"25","2020-11-04 10:55:10-03","ESALQ","ESA","134022","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Lepismium","warmingianum","Lepismium warmingianum",NA,NA,"Faraco, A.G.; Silveira, G.A.R.; Silva, K.F.; Moura, T.M.; Mineiro-Matos, L.M., Ivanauskas, N.M., Tamashiro, J.Y.","468.0","2009","04","17",NA,"Brasil","Paraná","Telêmaco Borba","Trilha do vale do Rio Varanal","-50.6156005859375","-24.3239002227783",NA,"epífita","ESA134022","ESA134022",NA,NA,NA,NA,"50?33' 27''","24? 19' 44''",NA,"35037","auto",NA,NA,NA,NA,NA,NA
"26","2020-11-04 11:04:12-03","ESALQ","ESA","78634","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Lepismium","warmingianum","Lepismium warmingianum","(Schumann) Barthlott","Zappi, D. & Lucas, E.","Hatschbach, G.","69286.0","1999","10","06",NA,"Brasil","Paraná","Cerro Azul",NA,"-49.261100769043","-24.823600769043",NA,NA,"ESA078634","ESA078634",NA,NA,NA,NA,NA,NA,NA,"32006","auto",NA,NA,NA,NA,NA,NA
"27","2020-11-04 11:04:12-03","ESALQ","ESA","88862","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Lepismium","warmingianum","Lepismium warmingianum",NA,NA,"Ribas, O.S. et al.","5657.0","2003","12","18",NA,"Brasil","Paraná","São Pedro do Ivaí",NA,"-51.8563995361328","-23.8652992248535",NA,NA,"ESA088862","ESA088862",NA,NA,NA,NA,NA,NA,NA,"16604","auto",NA,NA,NA,NA,NA,NA
"28","2020-11-04 11:04:12-03","ESALQ","ESA","55232","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Lepismium","warmingianum","Lepismium warmingianum","(K. Schum.) Barthlott","Aona, L.Y.S.","Coelho, R.L.G.","219.0","2007","04","09",NA,"Brasil","Santa Catarina","Urupema","Fazenda das Ovelhas. Estrada do lado esquerdo do portão de entrada. Vegetação secundária de Floresta Ombrófila Mista.","-49.8731002807617","-27.9528007507324",NA,"Epífita a 3m de altura. Botões florais.","ESA055232","ESA055232","1557","1557","2007","05",NA,NA,"03","23096","auto",NA,NA,NA,NA,NA,NA
"29","2021-01-14 15:26:43-03","MN","R","218500","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Lepismium","warmingianum","Lepismium warmingianum","(K. Schum.) Barthlott","Taylor, N.P. & Zappi, D.C.","Barcia, J.C.C.","262","1971","09","06",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"R010023497,R010023498,R010023499","R010023497 R010023498 R010023499","1100","1100","1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-01-14 15:26:43-03","MN","R","91020","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Lepismium","warmingianum","Lepismium warmingianum","(K. Schum.) Barthlott","Taylor, N.P. & Zappi, D.C.",NA,"5154","1874","09",NA,NA,"Brasil","Paraná",NA,NA,NA,NA,NA,NA,"R010023496","R010023496",NA,NA,"1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-01-14 15:26:43-03","MN","R","161653","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Lepismium","warmingianum","Lepismium warmingianum","(K. Schum.) Barthlott","Taylor, N.P. & Zappi, D.C.","Costa, J.A.F.","43","1986","09","05",NA,"Brasil","Rio Grande do Sul","Muçum",NA,"-51.8678016662598","-29.1646995544434",NA,NA,"R010023495,R010023749,R010023750","R010023495 R010023749 R010023750",NA,NA,"1992",NA,NA,NA,NA,"13200","auto",NA,NA,NA,NA,NA,NA
"32","2019-02-15 11:35:50-02","IPA","IPA","21700","S","Plantae","Plantae",NA,"Cactaceae","Lepismium","warmingianum","Lepismium warmingianum","(K. Schum.) Barthlott","Zappi, D.C.","Porto, M.L.; et al.; et al.","1133","1974","11","16","Southern America","Brasil","Rio Grande do Sul","Santo Ângelo","São João Velho, Chácara Piratini.","-54.2630996704102","-28.2992000579834",NA,"Frutos verdes. Para cultivo.","IPA0021700",NA,NA,NA,"1999","12",NA,NA,NA,"25915","auto",NA,NA,NA,NA,NA,NA
"33","2019-02-15 11:35:50-02","IPA","IPA","21688","S","Plantae","Plantae",NA,"Cactaceae","Lepismium","warmingianum","Lepismium warmingianum","(K. Schum.) Barthlott","Zappi, D.C.","Porto, M.L.","610","1973","12","04","Southern America","Brasil","Rio Grande do Sul","Jaguarí","estrada Jaguarí-Santiago, 6 km após Jaguarí-Chapadão. Em tronco podre caído na mata.","-54.689998626709","-29.4974994659424",NA,NA,"IPA0021688",NA,NA,NA,"1999","12",NA,NA,NA,"27649","auto",NA,NA,NA,NA,NA,NA
"34","2019-08-27 13:28:38-03","IAP","PACA-AGP","115489","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Lepismium","warmingianum","Lepismium warmingianum","(K. Schum.) Barthlott","Kieling- Rubio, M. A.","Rocha, L.D.","121","2011","11","12",NA,"Brasil","RS","Campo Bom","trecho inferior do Rio dos Sinos","-51.059722","-29.681667",NA,"Habitat: epífito","PACA115489",NA,NA,NA,"2011","11","51º3'35W","29º40'54S","12",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"35","2019-11-14 13:52:04-03","IAP","PACA-AGP","115525","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Lepismium","warmingianum","Lepismium warmingianum","(K. Schum.) Barthlott","Graeff, V., Junges, F. & Mottin, I.G.","Graeff, V.","7","2014","10","25",NA,"Brasil","RS","São Leopoldo","Parque Imperatriz Leopoldina","-51.133","-29.760833",NA,"Habitat: epífito","PACA115525",NA,NA,NA,"2014","11","51º07.98'W","29º45.65'S","05",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"36","2019-08-27 13:28:38-03","IAP","PACA-AGP","73449","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Lepismium","warmingianum","Lepismium warmingianum","(K. Schum.) Barthlott","D. Bauer","U. Eggli","2503","1994","02","06",NA,"Brasil","RS","Nova Palma",NA,"-53.319833","-29.482167",NA,"Iter Brasiliensis Tertim 1994 (Rio Grande do Sul).&nf;Herbaria: ZSS (determiners' set)&nf;Maiores informações consultar etiqueta original.","PACA073449",NA,"400","400","2004","04","53°19.19'W","29°28.93'S","02",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"37","2019-08-27 13:28:38-03","IAP","PACA-AGP","8180","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Lepismium","warmingianum","Lepismium warmingianum","(K. Schum.) Barthlott","D. Bauer","Rambo, B.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lepismium warmingianum (schum.) Barthlott (ramo com flores só) N.P.Taylor, 20.08.2010&nf;Lepismium crusiforme (vell.) Miquel (parte esquerda), N.P.Taylor, 20.08.2010 Fenofase: flor","PACA008180",NA,NA,NA,"2004","04",NA,NA,"02",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"38","2019-08-27 13:28:38-03","IAP","PACA-AGP","38542","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Lepismium","warmingianum","Lepismium warmingianum","(K. Schum.) Barthlott","D. Bauer","Rambo, B.",NA,"1948","11","24",NA,"Brasil","RS","Esteio",NA,"-51.17919921875","-29.861400604248",NA,"Habitat: In silva campestri ad arbores. Fenofase: fruto maturo","PACA038542",NA,NA,NA,"2004","04",NA,NA,"02","7214","auto","Magnoliatae",NA,NA,NA,NA,NA
"39","2019-08-27 13:28:38-03","IAP","PACA-AGP","42353","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Lepismium","warmingianum","Lepismium warmingianum","(K. Schum.) Barthlott","D. Bauer","Rambo, B.",NA,"1949","07","02",NA,"Brasil","RS","Montenegro","Langschneis","-51.4611015319824","-29.6886005401611",NA,"Habitat: In silva primaeva ad arbores. Fenofase: estéril","PACA042353",NA,NA,NA,"2004","04",NA,NA,"02","21601","auto","Magnoliatae",NA,NA,NA,NA,NA
"40","2019-08-27 13:28:38-03","IAP","PACA-AGP","41778","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Lepismium","warmingianum","Lepismium warmingianum","(K. Schum.) Barthlott","D. Bauer","Rambo, B.",NA,"1949","05","25",NA,"Brasil","RS","Novo Hamburgo","Schwabenschneis","-51.1305999755859","-29.6783008575439",NA,"Habitat: In silva primaeva ad arbores. Fenofase: estéril","PACA041778",NA,NA,NA,"2004","04",NA,NA,"02","20722","auto","Magnoliatae",NA,NA,NA,NA,NA
"41","2019-08-27 13:28:38-03","IAP","PACA-AGP","41649","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Lepismium","warmingianum","Lepismium warmingianum","(K. Schum.) Barthlott","D. Bauer","Rambo, B.",NA,"1949","05","18",NA,"Brasil","RS","Porto Alegre","Esteio","-51.2299995422363","-30.0331001281738",NA,"Habitat: In silva campestri. Fenofase: estéril","PACA041649",NA,NA,NA,"2004","04",NA,NA,"02","29946","auto","Magnoliatae",NA,NA,NA,NA,NA
"42","2019-08-27 13:28:38-03","IAP","PACA-AGP","92284","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Lepismium","warmingianum","Lepismium warmingianum","(K. Schum.) Barthlott","A. A. Ohlweiler","Ohlweiler, A. A.","280","1996","11","01",NA,"Brasil","RS","Canoas","Parque Getúlio Vargas- Capão do Corvo","-51.1836013793945","-29.9178009033203",NA,"HASU 4249. Habitat: Epífito, pêndulo e mata secundária","PACA092284",NA,NA,NA,NA,NA,NA,NA,NA,"8037","auto","Magnoliatae",NA,NA,NA,NA,NA
"43","2019-08-27 13:28:38-03","IAP","PACA-AGP","61812","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Lepismium","warmingianum","Lepismium warmingianum","(K. Schum.) Barthlott","D. Bauer","Camargo, O. R.","2625","1957","11","25",NA,"Brasil","RS","Farroupilha",NA,"-51.3478012084961","-29.2250003814697",NA,"Habitat: In silva. Fenofase: flor","PACA061812",NA,NA,NA,"2004","04",NA,NA,"02","19545","auto","Magnoliatae",NA,NA,NA,NA,NA
"44","2019-08-27 13:28:38-03","IAP","PACA-AGP","82023","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Lepismium","warmingianum","Lepismium warmingianum","(K. Schum.) Barthlott","D. Bauer","Sehnem, A.","3863","1949","09","14",NA,"Brasil","RS","Montenegro","Linha Babilonia","-51.4611015319824","-29.6886005401611",NA,"Habitat: In silva. Hábito: epífita","PACA082023",NA,"500","500","2004","04",NA,NA,"02","21601","auto","Magnoliatae",NA,NA,NA,NA,NA
"45","2019-08-27 13:28:38-03","IAP","PACA-AGP","44286","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Lepismium","warmingianum","Lepismium warmingianum","(K. Schum.) Barthlott","D. Bauer","Rambo, B.",NA,"1949","11","08",NA,"Brasil","RS","Porto Alegre","Esteio","-51.2299995422363","-30.0331001281738",NA,"Habitat: In silva campestri ad arbores. Fenofase: flor","PACA044286",NA,NA,NA,"2004","04",NA,NA,"02","29946","auto","Magnoliatae",NA,NA,NA,NA,NA
"46","2019-08-27 13:28:38-03","IAP","PACA-AGP","7299","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Lepismium","warmingianum","Lepismium warmingianum","(K. Schum.) Barthlott","D. Bauer","F. Theissen",NA,"1907",NA,NA,NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,"Habitat: In silvula ad arbores. Fenofase: fruto","PACA007299",NA,NA,NA,"2004","04",NA,NA,"02","10287","auto","Magnoliatae",NA,NA,NA,NA,NA
"47","2019-08-27 13:28:38-03","IAP","PACA-AGP","42038","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Lepismium","warmingianum","Lepismium warmingianum","(K. Schum.) Barthlott","D. Bauer","Rambo, B.",NA,"1949","06","06",NA,"Brasil","RS","São Sebastião do Caí","Nova Petrópolis","-51.3755989074707","-29.5867004394531",NA,"Habitat: In silva primaeva ad arbores. Fenofase: estéril","PACA042038",NA,NA,NA,"2004","04",NA,NA,"02","12036","auto","Magnoliatae",NA,NA,NA,NA,NA
