"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","recordNumber","stateProvince","imagecode","locality","decimalLongitude","decimalLatitude","county","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","typeStatus","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","infraspecificEpithet","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","886874","PreservedSpecimen","Plantae","Monimiaceae","Siparuna","apiosyce","Siparuna apiosyce","J. M. A. Braga","2004","03","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1064845' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886874","Magnoliophyta","Laurales","(Mart. ex Tul.) A.DC.","7406","Rio de Janeiro","NY00886874_01","Horto, entorno do Jardim Botânico do Rio de Janeiro, trecho que se estende até 500 m acima do Solar da Imperatriz, proximidades da margem do rio dos Macacos","-43.2075","-22.9031","Rio de Janeiro",NA,NA,"80","150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1550272","PreservedSpecimen","Plantae","Monimiaceae","Siparuna","apiosyce","Siparuna apiosyce","B. Luschnath",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1810249' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550272","Magnoliophyta","Laurales","(Mart. ex Tul.) A.DC.","10","Rio de Janeiro","NY01550272_01","Corcovado","-43.212076","-22.951842",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00894190","PreservedSpecimen","Plantae","Monimiaceae","Siparuna","brasiliensis","Siparuna brasiliensis","H. S. Irwin","1968","02","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982327' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894190","Magnoliophyta","Laurales","(Spreng.) A.DC.","20517","Minas Gerais","NY00894190_01","Serra do Cipó, km. 135 (ca. 150km N. of Belo Horizonte).","-43.38","-18.82",NA,NA,NA,"1250","1250","M.-C.Pignal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1550269","PreservedSpecimen","Plantae","Monimiaceae","Siparuna","brasiliensis","Siparuna brasiliensis","E. Schwebel","1917","12",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1810245' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550269","Magnoliophyta","Laurales","(Spreng.) A.DC.","1200","São Paulo","NY01550269_01","Alto da Serra","-46.63","-23.5403","Sao Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00894175","PreservedSpecimen","Plantae","Monimiaceae","Siparuna","brasiliensis","Siparuna brasiliensis","W. R. Anderson","1973","05","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982276' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894175","Magnoliophyta","Laurales","(Spreng.) A.DC.","10410","Goiás","NY00894175_01","Serra dos Pirineus, ca. 15 km (straight line) N of Corumbá de Goiás","-48.80861","-15.7880556","Cocalzinho de Goiás",NA,NA,"1230","1230","M.-C.Pignal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","777794","PreservedSpecimen","Plantae","Monimiaceae","Siparuna","brasiliensis","Siparuna brasiliensis","G. L. Esteves","2000","08","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=676447' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777794","Magnoliophyta","Laurales","(Spreng.) A.DC.","2718","São Paulo","NY00777794_01","Parque Estadual da Serra do Mar, Núcleo Caraguatatuba. Trilha da Mococa","-45.4097","-23.6203","Caraguatatuba",NA,NA,NA,NA,"M. Sugiyama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1550270","PreservedSpecimen","Plantae","Monimiaceae","Siparuna","brasiliensis","Siparuna brasiliensis","M. Kirizawa","1983","07","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1810246' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550270","Magnoliophyta","Laurales","(Spreng.) A.DC.","1011","São Paulo","NY01550270_01","Serra do Mar.","-46.1881","-23.5231","Moji das Cruzes",NA,NA,"800","800","M. Kirizawa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00894193","PreservedSpecimen","Plantae","Monimiaceae","Siparuna","brasiliensis","Siparuna brasiliensis","H. S. Irwin","1971","01","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982333' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894193","Magnoliophyta","Laurales","(Spreng.) A.DC.","30271","Minas Gerais","NY00894193_01","Serra do Espinhaço, base of Serra da Piedade, ca. 35 km E. of Belo Horizonte, road to Caeté","-43.676328","-19.820266",NA,NA,NA,"1600","1600","M.-C.Pignal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00894196","PreservedSpecimen","Plantae","Monimiaceae","Siparuna","brasiliensis","Siparuna brasiliensis","J. E. B. Warming","1864",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982345' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894196","Magnoliophyta","Laurales","(Spreng.) A.DC.","s.n.",NA,"NY00894196_01","Lagoa Santa",NA,NA,NA,NA,NA,NA,NA,"M.-C.Pignal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00894187","PreservedSpecimen","Plantae","Monimiaceae","Siparuna","brasiliensis","Siparuna brasiliensis","H. S. Irwin","1966","02","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982312' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894187","Magnoliophyta","Laurales","(Spreng.) A.DC.","12801","Goiás",NA,"Chapada dos Veadeiros, ca. 15 km W. of Alto Paraíso de Goiás (formerly Veadeiros)","-47.65562","-14.1167","Alto Paraíso de Goiás",NA,NA,"1000","1000","M.-C.Pignal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","776836","PreservedSpecimen","Plantae","Monimiaceae","Siparuna","brasiliensis","Siparuna brasiliensis","I. Cordeiro","2000","07","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=610194' target='other'> <mi>dwc_moreinfo</mi></a>","NY00776836","Magnoliophyta","Laurales","(Spreng.) A.DC.","2264","São Paulo","NY00776836_01","Parque Estadual da Serra do Mar, Núcleo Caraguatatuba, Trilha dos Tucanos","-45.4097","-23.6203","Caraguatatuba",NA,NA,NA,NA,"M. Sugiyama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00894166","PreservedSpecimen","Plantae","Monimiaceae","Siparuna","brasiliensis","Siparuna brasiliensis","W. R. Anderson","1973","04","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981878' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894166","Magnoliophyta","Laurales","(Spreng.) A.DC.","8158","Goiás","NY00894166_01","2 km by road E of Cristalina. Serra dos Cristais.","-47.582","-16.75","Cristalina",NA,NA,"1200","1200","S. S. Renner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00894191","PreservedSpecimen","Plantae","Monimiaceae","Siparuna","brasiliensis","Siparuna brasiliensis","H. S. Irwin","1970","02","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982329' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894191","Magnoliophyta","Laurales","(Spreng.) A.DC.","26492","Distrito Federal","NY00894191_01","Gallery at Capão Onça, ca. 35 km S. of Planaltina, DF-13","-47.606","-15.92655","Brasília",NA,NA,"1000","1000","M.-C.Pignal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00894194","PreservedSpecimen","Plantae","Monimiaceae","Siparuna","brasiliensis","Siparuna brasiliensis","H. S. Irwin","1971","03","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982335' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894194","Magnoliophyta","Laurales","(Spreng.) A.DC.","33050","Goiás",NA,"Chapada dos Veadeiros, ca. 30 km N of Alto do Paraíso","-47.5167","-13.84555","Alto Paraíso de Goiás",NA,NA,"1250","1250","M.-C.Pignal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","01131999","PreservedSpecimen","Plantae","Monimiaceae","Siparuna","brasiliensis","Siparuna brasiliensis","J. M. A. Braga","2004","10","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1286099' target='other'> <mi>dwc_moreinfo</mi></a>","NY01131999","Magnoliophyta","Laurales","(Spreng.) A.DC.","7527","Rio de Janeiro","NY01131999_01","Fazenda Dubois (propriedad do Sr. Portugal), base da Pedra Dubois.","-41.99167","-21.94819","Santa Maria Madalena",NA,NA,"756","785","A. L. Peixoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","821933","PreservedSpecimen","Plantae","Monimiaceae","Siparuna","brasiliensis","Siparuna brasiliensis","A. Löfgren","1887","10","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=908751' target='other'> <mi>dwc_moreinfo</mi></a>","NY00821933","Magnoliophyta","Laurales","(Spreng.) A.DC.","13008","São Paulo","NY00821933_01","Sarapuhy","-47.8197","-23.64","Sarapuí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2017-02-15 18:34:00-02","NY","NYBG","02330156","PreservedSpecimen","Plantae","Monimiaceae","Siparuna","brasiliensis","Siparuna brasiliensis","C. N. Fraga","2008","02","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2523116' target='other'> <mi>dwc_moreinfo</mi></a>","NY02330156","Magnoliophyta","Laurales",NA,"1875","Espírito Santo","NY02330156_01","Reserva Biológica Duas Bocas, floresta na beira da estrada para o localidade de Alegre","-40.4819","-20.3025","Cariacica",NA,NA,"500",NA,"A. Peixoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","01132040","PreservedSpecimen","Plantae","Monimiaceae","Siparuna","brasiliensis","Siparuna brasiliensis","J. M. A. Braga","2004","10","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1287930' target='other'> <mi>dwc_moreinfo</mi></a>","NY01132040","Magnoliophyta","Laurales","(Spreng.) A.DC.","7528","Rio de Janeiro","NY01132040_01","Fazenda Dubois (propriedad do Sr. Portugal), base da Pedra Dubois.","-41.99167","-21.94819","Santa Maria Madalena",NA,NA,"756","785","A. L. Peixoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00894198","PreservedSpecimen","Plantae","Monimiaceae","Siparuna","brasiliensis","Siparuna brasiliensis","H. L. de M. Barreto","1935","04","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982359' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894198","Magnoliophyta","Laurales","(Spreng.) A.DC.","1455","Minas Gerais","NY00894198_01","Ressaca, Belo Horizonte.","-43.9378","-19.9208","Belo Horizonte",NA,NA,NA,NA,"M.-C.Pignal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","53870","PreservedSpecimen","Plantae","Monimiaceae","Siparuna","brasiliensis","Siparuna brasiliensis","J. A. Kallunki","1995","02","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=610192' target='other'> <mi>dwc_moreinfo</mi></a>","NY00053870","Magnoliophyta","Laurales","(Spreng.) A.DC.","674","Rio de Janeiro",NA,"Mun. Lidice, on dirt road to TELERJ tower (Torre Alto da Serra) turning right from road to Lidice (RJ-155) at 17.8 km from BR-101, on slopes along road to tower.","-44.22","-22.87","Rio Claro",NA,NA,NA,NA,"S. S. Renner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","01081540","PreservedSpecimen","Plantae","Monimiaceae","Siparuna","brasiliensis","Siparuna brasiliensis","C. Moura","1961","04","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1237763' target='other'> <mi>dwc_moreinfo</mi></a>","NY01081540","Magnoliophyta","Laurales","(Spreng.) A.DC.","7","São Paulo","NY01081540_01","Quase na divisa com Caraguatatuba.","-45.0697","-23.4303","Ubatuba",NA,NA,NA,NA,"J. Mattos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","821932","PreservedSpecimen","Plantae","Monimiaceae","Siparuna","brasiliensis","Siparuna brasiliensis","L. Riedel","1825","11",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=908750' target='other'> <mi>dwc_moreinfo</mi></a>","NY00821932","Magnoliophyta","Laurales","(Spreng.) A.DC.","71","São Paulo","NY00821932_01","Jundiahy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00894192","PreservedSpecimen","Plantae","Monimiaceae","Siparuna","brasiliensis","Siparuna brasiliensis","H. S. Irwin","1971","01","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982331' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894192","Magnoliophyta","Laurales","(Spreng.) A.DC.","30271","Minas Gerais","NY00894192_01","Serra do Espinhaço, base of Serra da Piedade, ca. 35 km E. of Belo Horizonte, road to Caeté","-43.676328","-19.820266",NA,NA,NA,"1600","1600","M.-C.Pignal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","821931","PreservedSpecimen","Plantae","Monimiaceae","Siparuna","brasiliensis","Siparuna brasiliensis","P. Clausen",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=908738' target='other'> <mi>dwc_moreinfo</mi></a>","NY00821931","Magnoliophyta","Laurales","(Spreng.) A.DC.","160",NA,"NY00821931_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00894177","PreservedSpecimen","Plantae","Monimiaceae","Siparuna","brasiliensis","Siparuna brasiliensis","G. T. Prance","1964","09","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982279' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894177","Magnoliophyta","Laurales","(Spreng.) A.DC.","59026","Distrito Federal","NY00894177_01","Road Brasília to Taguatinga","-47.9294","-15.7797","Brasília",NA,NA,NA,NA,"M.-C.Pignal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00894171","PreservedSpecimen","Plantae","Monimiaceae","Siparuna","brasiliensis","Siparuna brasiliensis","W. R. Anderson","1973","05","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981881' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894171","Magnoliophyta","Laurales","(Spreng.) A.DC.","9601a","Goiás","NY00894171_01","Serra do Caiapó, ca. 12 km (straight line) S of Caiapônia","-51.81666667","-17.0566","Caiapônia",NA,NA,"840","840","M.-C.Pignal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00894186","PreservedSpecimen","Plantae","Monimiaceae","Siparuna","brasiliensis","Siparuna brasiliensis","H. S. Irwin","1965","12","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982308' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894186","Magnoliophyta","Laurales","(Spreng.) A.DC.","11356","Distrito Federal","NY00894186_01","Chapada da Contegem, ca. 10 km E. of Brasília","-47.82337","-15.7833","Brasília",NA,NA,"1000","1000","M.-C.Pignal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00894179","PreservedSpecimen","Plantae","Monimiaceae","Siparuna","brasiliensis","Siparuna brasiliensis","H. S. Irwin","1964","08","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982281' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894179","Magnoliophyta","Laurales","(Spreng.) A.DC.","5379","Distrito Federal","NY00894179_01","Ca. 35 km E. of Brasília.","-47.7","-15.62","Brasília",NA,NA,"700","1000","M.-C.Pignal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00894180","PreservedSpecimen","Plantae","Monimiaceae","Siparuna","brasiliensis","Siparuna brasiliensis","H. S. Irwin","1964","08","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982285' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894180","Magnoliophyta","Laurales","(Spreng.) A.DC.","5413","Distrito Federal","NY00894180_01","Ca. 35 km E. of Brasília.","-47.7","-15.62","Brasília",NA,NA,"700","1000","M.-C.Pignal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","821930","PreservedSpecimen","Plantae","Monimiaceae","Siparuna","brasiliensis","Siparuna brasiliensis","P. Fiaschi","2002","10","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=908737' target='other'> <mi>dwc_moreinfo</mi></a>","NY00821930","Magnoliophyta","Laurales","(Spreng.) A.DC.","1141","Bahia","NY00821930_01","Ramal à esq., ca. 15 da rodovia de Buerarema para São José de Vitória, km 9 da estrada para Arataca, ca. 9.5 km à dir. da BR 101.","-39.3011","-15.15264","Buerarema",NA,NA,NA,NA,"P. Fiaschi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00894162","PreservedSpecimen","Plantae","Monimiaceae","Siparuna","brasiliensis","Siparuna brasiliensis","W. R. Anderson","1973","03","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981873' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894162","Magnoliophyta","Laurales","(Spreng.) A.DC.","6281","Goiás","NY00894162_01","Chapada dos Veadeiros, ca. 14 km by road N of Alto Paraíso","-47.5167","-13.9913","Alto Paraíso de Goiás",NA,NA,"1550","1550","M.-C.Pignal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
