"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","identifiedBy","yearIdentified","monthIdentified","dayIdentified","individualCount","occurrenceRemarks","phylum","class","order","scientificNameAuthorship","country","stateProvince","infraspecificEpithet","recordedBy","recordNumber","year","month","day","continentOcean","county","locality","decimalLongitude","decimalLatitude","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","fieldNumber","typeStatus"
"12","2016-07-05 11:14:16-03","FFCLRP","LBMBP","46","S","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor","E.R. Pansarin",NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Brasil","Minas Gerais",NA,"E.R. Pansarin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-07-05 11:14:16-03","FFCLRP","LBMBP","55","S","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor","E.R. Pansarin",NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Brasil","Minas Gerais",NA,"E.R. Pansarin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-11-21 14:40:39-03","UFJF","CESJ","60720","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor","L. Menini Neto","2012","03","31",NA,"Interior de floresta, próximo ao curso d'água. Epífita entre 50cm e 3m de altura. Flor com pétalas bege e labelo com parte superior rosa e inferior arroxeado. Frequente.","Angiosperma",NA,NA,"Lindl.","Brasil","Minas Gerais",NA,"D.E.F. Barbosa; F.R. Silva","66","2012","03","31","América do Sul","Chácara","Fazenda Fortaleza de Santana, Interior de Floresta Estacional Semidecidual, próximo ao curso d'água.","-43.182222","-21.655833",NA,"CESJ060720",NA,"750","800",NA,NA,"-43.182222","-21.655833",NA,NA
"15","2019-11-21 14:40:39-03","UFJF","CESJ","59163","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor","L. Menini Neto","2011","04",NA,NA,"Erva epífita, frequente à margem do curso d'água em floresta estacional semidecidual. Folhas verde-escuras, flores com sépalas castanho amareladas, labelo róseo-escuro, coluna alva matizada de róseo. Floresceu em cultivo em IV.2011.","Angiosperma",NA,NA,"Lindl.","Brasil","Minas Gerais",NA,"L. Menini Neto; V.Lopes","1000","2010","04",NA,"América do Sul","Juiz de Fora","Monte Verde","-43.3502998352051","-21.7642002105713",NA,"CESJ059163",NA,"800","800","36144","auto",NA,NA,NA,NA
"16","2021-03-01 16:20:06-03","UNICAMP","UEC","160514","S","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,NA,NA,NA,NA,"Epífita, ca. 0,6m. Cálice e Corola vinho, manchas escuras. Labelo róseo. Coluna rósea.; Mata de encosta.","Liliopsida",NA,NA,"Lindl.","Brazil","Minas Gerais",NA,"Romero, R; Nakajima, JN; Chautems, A; Peixoto, M","3276","1996","01","12",NA,"São Roque de Minas","PARNA da Serra da Canastra, Córrego dos Rolinhos.","-46.3657989501953","-20.2453002929688",NA,"UEC017219","UEC017219",NA,NA,"57119","auto",NA,NA,NA,NA
"17","2020-03-12 10:29:23-03","UFOP","OUPR","33528","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor","Pedrosa, L.G.","2019","03","10",NA,"Erva epífita. Sépalas e pétalas marrom, labelo lilás. Mata ciliar.",NA,NA,NA,"Lindl.","Brasil","Minas Gerais",NA,"Pedrosa, L.G.","1385","2019","03","10",NA,"Ouro Preto/ Mariana","Parque Estadual do Itacolomi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-11-06 09:56:49-03","UFOP","OUPR","14093","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor","Badini, J.","1982","03","19",NA,"Epífita. Flores marrom com labelo róseo e coluna rósea",NA,NA,NA,"Lindl.","Brasil","Minas Gerais",NA,"Badini, J.","s.n.",NA,NA,NA,NA,"Mariana","Santa Rita Durão","-43.4160995483398","-20.377799987793",NA,NA,NA,NA,NA,"33524","auto",NA,NA,NA,NA
"19","2019-11-06 09:56:49-03","UFOP","OUPR","9630","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor","Badini, J.","1972","03","13",NA,"Epífita. Erva. Flores vermelhas e marrons",NA,NA,NA,"Lindl.","Brasil","Minas Gerais",NA,"Badini, J.","s.n.",NA,NA,NA,NA,"Mariana","Santa Rita Durão","-43.4160995483398","-20.377799987793",NA,NA,NA,NA,NA,"33524","auto",NA,NA,NA,NA
"20","2019-11-06 09:56:49-03","UFOP","OUPR","26577","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor","Antônio-Silva, L.","2012","07","12",NA,"Erva rupícola ou epífita com 60cm de altura. Flores de pétalas e sépalas arroxeadas e labelo lilás",NA,NA,NA,"Lindl.","Brasil","Minas Gerais",NA,"Antônio-Silva, L.; Lucon, T.","199","2011","08","06",NA,"Pains","Topo de maciço calcário. Cerrado - Mata seca de Pains","-45.6613998413086","-20.3705997467041",NA,NA,NA,"705","705","18263","auto",NA,NA,NA,NA
"21","2015-09-04 15:35:57-03","MNHN","RECOLNAT_MNHN_P","P00405447","PreservedSpecimen",NA,"Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,NA,NA,NA,NA,"donne par Mme SIMART, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00405447' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Lindl.","Brésil",NA,NA,"Regnell, A.F.",NA,"1874","1","21",NA,NA,NA,NA,NA,"hb","P00405447","P00405447_01",NA,NA,NA,NA,NA,NA,"III 2004",NA
"22","2018-05-17 16:27:25-03","MNHN","RECOLNAT_MNHN_P","P00405448","PreservedSpecimen",NA,"Orchidaceae","Cattleya","bicolor","Cattleya bicolor","Christenson",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00405448' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Lindl.","Brésil",NA,NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,NA,NA,"Province de Minas Geraes",NA,NA,"hb","P00405448","P00405448_01",NA,NA,NA,NA,NA,NA,"B2 2462",NA
"23","2015-09-04 12:39:48-03","MNHN","RECOLNAT_MNHN_P","P00405449","PreservedSpecimen",NA,"Orchidaceae","Cattleya","bicolor","Cattleya bicolor","Christenson",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00405449' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Lindl.","Brésil",NA,NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,NA,NA,"Province de Minas Geraes",NA,NA,"hb","P00405449","P00405449_01",NA,NA,NA,NA,NA,NA,"B2 2462",NA
"24","2015-09-05 07:42:25-03","MNHN","RECOLNAT_MNHN_P","P00405450","PreservedSpecimen",NA,"Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00405450' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Lindl.","Brésil",NA,NA,"s.c.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"hb","P00405450","P00405450_01",NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-10-01 14:25:52-03","JBB","HEPH","18899","S","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor","Salles, AEH","2003","04","04",NA,NA,"Monocotyledon",NA,"Asparagales","Lindl.","Brasil","Minas Gerais",NA,"Nóbrega, MGG; Jesus, FPR de; Salles, AEH","1834","2003","04","04","Southern America","Arinos","Próximo ao Rio São Miguel","-46.455556","-15.955556",NA,NA,NA,NA,NA,NA,NA,"-46.455556","-15.955556",NA,NA
"26","2020-10-01 14:25:52-03","JBB","HEPH","18862","S","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor","Gonçalves, LR","2003",NA,NA,NA,"Cultivada no orquidario do Jardim Botânico de Brasília&nf;ORQ - 1072","Monocotyledon",NA,"Asparagales","Lindl.","Brasil","Distrito Federal",NA,"Gonçalves, LR","003","2003",NA,NA,"Southern America","Brasília",NA,"-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA
"27","2020-10-01 14:25:52-03","JBB","HEPH","20415","S","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor","Silva, JBF da","2002","09","26",NA,"Cultivada no orquidario do Jardim Botânico de Brasília&nf;ORQ - 0101","Monocotyledon",NA,"Asparagales","Lindl.","Brasil","Distrito Federal",NA,"Gonçalves, LR","s.n.","2000",NA,NA,"Southern America","Brasília",NA,"-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA
"28","2020-10-01 14:25:52-03","JBB","HEPH","18834","S","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor","Nóbrega, MGG","2003",NA,NA,NA,NA,"Monocotyledon",NA,"Asparagales","Lindl.","Brasil","Minas Gerais",NA,"Jesus, FPR de","231","2003",NA,NA,"Southern America","Arinos","Próximo ao Rio São Miguel","-46.105598449707","-15.9168996810913",NA,NA,NA,NA,NA,"73882","auto",NA,NA,NA,NA
"29","2020-10-01 14:25:52-03","JBB","HEPH","17665","S","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor","Salles, AEH","2002","02","14",NA,"Cultivada no orquidario do Jardim Botânico de Brasília&nf;ORQ - 1068","Monocotyledon",NA,"Asparagales","Lindl.","Brasil","Minas Gerais",NA,"Salles, AEH","s.n.","2002","02","14","Southern America","Unaí",NA,"-46.9061012268066","-16.3575000762939",NA,NA,NA,NA,NA,"97926","auto",NA,NA,NA,NA
"30","2020-10-01 14:25:52-03","JBB","HEPH","22422","S","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor","Bianchetti, LB","2000",NA,NA,NA,"Cultivada no orquidario do Jardim Botânico de Brasília&nf;ORQ - 1076","Monocotyledon",NA,"Asparagales","Lindl.","Brasil","Minas Gerais",NA,"Salles, AEH","s.n.",NA,NA,NA,"Southern America","Unaí",NA,"-46.9061012268066","-16.3575000762939",NA,NA,NA,NA,NA,"97926","auto",NA,NA,NA,NA
"31","2020-12-11 11:44:22-03","UFMG","BHCB","184365","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,"2016","03","30",NA,"Projeto desenvolvido pelo Instituto Prístino!; Erva epífita; labelo magenta e restante do perianto verde-acastanhado.; Coletada em Mata de Galeria","Monocotyledon",NA,NA,"Lindl.","Brasil","Minas Gerais",NA,"Mota, RC da","3722","2016","03","16","Southern America","Catas Altas","Chapada de Canga","-43.395","-20.165",NA,"BHCB041419",NA,"875","875",NA,NA,"-43.395","-20.165",NA,NA
"32","2020-12-11 11:44:22-03","UFMG","BHCB","179515","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,"2015","10","27",NA,"Coletada em afloramento de canga.","Monocotyledon",NA,NA,"Lindl.","Brasil","Minas Gerais",NA,"Carmo, FF","5568","2012","03","10","Southern America","Rio Pardo Minas","Nova Aurora","-42.703056","-15.957778",NA,"BHCB036816","BHCB036816","970","970",NA,NA,"-42.703056","-15.957778",NA,NA
"33","2020-12-11 11:44:22-03","UFMG","BHCB","129119","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,"2009","04",NA,NA,"Planta de aproximadamente 70 cm de altura, pseudobulbo estreito, bifoliada, folhas verde-escuro, estreitas, com ca 15x 5 cm, sepalas marrom escur petalas vinho amarronzadas, labelo lilas com uma mancha central branca, coluna branca.","Monocotyledon",NA,NA,"Lindl.","Brasil","Minas Gerais",NA,"Leite, RLRM; Soares, VA","91","2009","04","04","Southern America","Virginópolis",NA,"-42.703889","-18.822778",NA,"BHCB043500",NA,NA,NA,NA,NA,"-42.703889","-18.822778",NA,NA
"34","2020-12-11 11:44:22-03","UFMG","BHCB","184385","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,"2016","04","02",NA,"Projeto desenvolvido pelo Instituto Prístino!; Erva rupícola; labelo magenta e demais partes do perianto acastanhado.; Coletada em Campo Rupestre Ferruginoso","Monocotyledon",NA,NA,"Lindl.","Brasil","Minas Gerais",NA,"Mota, RC da; Carmo, FF","3742","2016","04","02","Southern America","Rio Pardo de Minas","Nova Aurora","-42.705278","-15.959444",NA,"BHCB040210",NA,"980","980",NA,NA,"-42.705278","-15.959444",NA,NA
"35","2020-12-11 11:44:22-03","UFMG","BHCB","196747","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,"2019","06","20",NA,"Proximo ao apocarpus (especie parasita na casearia) flores vinacies arroxeadas; Mata Secundária","Monocotyledon",NA,NA,"Lindl.","Brasil","Minas Gerais",NA,"Vilas Boas, T; Magalhães, RA","190","2019","03","24","Southern America","Itabira","Parque Estadual da Mata do Limoeiro, Distrito de Ipoema","-43.452833","-19.586306",NA,"BHCB196747",NA,"650","650",NA,NA,"-43.452833","-19.586306",NA,NA
"36","2020-12-11 11:44:22-03","UFMG","BHCB","197313","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,"2019","02",NA,NA,"Herbácea; Floresta estacional semidecidual","Monocotyledon",NA,NA,"Lindl.","Brasil","Minas Gerais",NA,"Castro, RM; Vasconcelos, FB","90","2019","02","08","Southern America","Mariana",NA,"-43.484083","-20.168972",NA,"BHCB197313",NA,"915","915",NA,NA,"-43.484083","-20.168972",NA,NA
"37","2020-12-11 11:44:22-03","UFMG","BHCB","80436","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,"2003","04",NA,NA,"Epífita em mata de galeria; labelo lilás e demais elementos do perianto marrom.","Monocotyledon",NA,NA,"Lindl.","Brasil","Minas Gerais",NA,"Viana, PL","813","2002","02","15","Southern America","Brumadinho","Retiro das Pedras","-43.938056","-20.322194",NA,"BHCB043498",NA,"1100","1100",NA,NA,"-43.938056","-20.322194",NA,NA
"38","2020-12-11 11:44:22-03","UFMG","BHCB","15837","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor minasgeraensis",NA,"1996","05","16",NA,"Mata ciliar, epífita - semiumbrófila. Sépalas e pétalas marrom pouco pintalgado e o labelo lilás.","Monocotyledon",NA,NA,"Fowlie","Brasil","Minas Gerais","minasgeraensis","Reis, CC; et al.","86","1989","03","23","Southern America","Amarantina",NA,NA,NA,NA,"BHCB043495",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-11 11:44:22-03","UFMG","BHCB","83011","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,NA,NA,NA,NA,"Floresta ciliar, herbáceo, epífita.","Monocotyledon",NA,NA,"Lindl.","Brasil","Goiás",NA,"Tameirão Neto, E","3569","2003","02","13","Southern America","Formosa","Área de Influência da UHE Queimado, Ribeirão Bezer","-47.334400177002","-15.5371999740601",NA,"BHCB043587",NA,NA,NA,"113054","auto",NA,NA,NA,NA
"40","2020-12-11 11:44:22-03","UFMG","BHCB","23828","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor minasgeraensis",NA,"1996","05","16",NA,"Mata secundária, herbáceo rupícola/epífita. Sépalas e pétalas ocre, labelo metade proximal lilás, metade distal violeta com margens brancas, coluna levemente violeta.","Monocotyledon",NA,NA,"Fowlie","Brasil","Minas Gerais","minasgeraensis","Borba, EL","120","1994","03","11","Southern America","São Gonçalo do Rio Abaixo","EPDA-Peti","-43.3622016906738","-19.826099395752",NA,"BHCB043494",NA,NA,NA,"17525","auto",NA,NA,NA,NA
"41","2020-12-11 11:44:22-03","UFMG","BHCB","64278","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,"2015","05","27",NA,"Epífita, pouco frequente, herbácea.; Mata.","Monocotyledon",NA,NA,"Lindl.","Brasil","Minas Gerais",NA,"Barreto, HLM","5348","1934","02","12","Southern America","Belo Horizonte","Marzagão","-43.937801361084","-19.9207992553711",NA,"BHCB025829","BHCB025829",NA,NA,"17082","auto",NA,NA,NA,NA
"42","2020-12-11 11:44:22-03","UFMG","BHCB","105393","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,"2007","03",NA,NA,"Planta coletada em mata semidecídua; erva epífita; labelo magenta, sépalas e pétalas verde-acastanhadas.","Monocotyledon",NA,NA,"Lindl.","Brasil","Minas Gerais",NA,"Arruda, L","s.n.","2007","02","08","Southern America","Mariana","Mina de Alegria","-43.4160995483398","-20.377799987793",NA,"BHCB043585",NA,NA,NA,"33524","auto",NA,NA,NA,NA
"43","2020-12-11 11:44:22-03","UFMG","BHCB","97392","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,"2006","02",NA,NA,"erva epífita; sépalas e pétalas verde-acastanhadas, labelo magento.; Planta coletada em mata de galeria próxima à Fazenda do Engenho;","Monocotyledon",NA,NA,"Lindl.","Brasil","Minas Gerais",NA,"Mota, RC da","3020","2006","02","22","Southern America","Catas Altas","Serra do Caraça","-43.4075012207031","-20.0746994018555",NA,"BHCB001093","BHCB001093",NA,NA,"11966","auto",NA,NA,NA,NA
"44","2021-03-19 17:59:23-03","UFMG","BHCB","93711","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,NA,NA,NA,NA,"Herbáceo, epífita.; Coletada em floresta ciliar.","Monocotyledon",NA,NA,"Lindl.","Brasil","Minas Gerais",NA,"Tameirão Neto, E","3830",NA,NA,NA,"Southern America","Juiz de Fora","UHE Picada, Rio do Peixe.","-43.3502998352051","-21.7642002105713",NA,"BHCB043586",NA,NA,NA,"36144","auto",NA,NA,NA,NA
"45","2020-12-03 10:05:45-03","UFMA","BMA","1869","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,NA,NA,NA,NA,"Afloramento Rochoso - Terrestre. Comum.",NA,NA,"Asparagales","Lindl.","Brasil","MG",NA,"E. A.E. Guarçoni 2546; Marcos A. Sartori & Renato Costa",NA,"2017","02","19",NA,"Buenópolis","P.E. Serra do Cabral, Condato.","-44.233889","-17.923889",NA,NA,NA,"1013","1013",NA,NA,"44°14'02W","17°55'26S",NA,NA
"46","2020-09-12 05:00:02-03","US","US","1932588","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,NA,NA,NA,"1",NA,NA,"Monocotyledonae","Orchidales",NA,"Brazil","Minas Gerais",NA,"L. O. Williams & V. Assis","5626","1945","2","15","South America - Neotropics",NA,NA,NA,NA,NA,"US00425116","US00425116_01",NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-09-02 16:34:36-03","Cenargen","CEN","51380","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,NA,NA,NA,"1","Quando da realização desta coleta, o material coletado encontrava-se sem flor, vindo o florescimento com a manutenção das mudas em casa de vegetação, no CENARGEN, em 4/4/2003.",NA,NA,NA,"Lindl.","Brasil","GO",NA,"Glocimar Pereira-Silva","7060","2002","11","12",NA,"LUZIANIA","Fazenda Tamburil.","-47.9502983093262","-16.2525005340576","Unicata","CEN00051380","CEN00051380",NA,NA,"83221","auto",NA,NA,NA,NA
"48","2020-09-02 16:34:36-03","Cenargen","CEN","41202","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,NA,NA,NA,"1","Folhas semi-crassas, frutos imaturos cor verde. (Linhas 2). Doação do Herbário IBGE - Reserva Ecológica do IBGE. Plantas do Brasil - Goiás.",NA,NA,NA,"Lindl.","Brasil","GO",NA,"Marina de Lourdes Fonseca Resende","2385","2000","11","03",NA,"POSSE","Fazenda Sabonete, proprietário Sr. Silvio dos Santos Lacerda. (Linha 2)","-46.3694000244141","-14.0930995941162","Exsicatas","CEN00041202","CEN00041202","630","630","55730","auto",NA,NA,NA,NA
"49","2020-09-02 16:34:36-03","Cenargen","CEN","64438","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,NA,NA,NA,"1","Área de influência da AHE Queimado. Mudas coletadas em 20/05/2003 e mantidas em cultivo no CENARGEN. Material devidamente herborizado em 12/01/2007.",NA,NA,NA,"Lindl.","Brasil","MG",NA,"Aécio Amaral-Santos","2020","2003","05","20",NA,"UNAI","A montante do vertedouro, margem esquerda do Rio Preto.","-46.9061012268066","-16.3575000762939","Unicata","CEN00064438","CEN00064438","820","820","97926","auto",NA,NA,NA,NA
