"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","coordinatePrecision","geoFlag","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","individualCount","class"
"100","2019-11-21 10:12:34-03","IBt","SP","321075","S","Plantae",NA,NA,"Myrtaceae","Plinia","complanata","Plinia complanata","M.L.Kawas. & B.Holst","Árbocz, GF","508","1994","08","02",NA,"Brasil","São Paulo","Ribeirão Grande","Fazenda Intervales, Base São Pedro, mata, trilha do rio","-48.3600006103516","-24.0900001525879",NA,NA,NA,"Árvore ca. 7m alt., flores brancas","SP001901","SP001901","Paratype","25028","auto","Faria Jr, JEQ","2012","10",NA,NA,NA,NA,NA
"101","2019-11-21 10:12:34-03","IBt","SP","334080","S","Plantae",NA,NA,"Myrtaceae","Plinia","complanata","Plinia complanata","M.L.Kawas. & B.Holst","Simão Bianchini, R; Shirasuna, RT; Rossi, L; Kiyama, CY","507","1994","09","05",NA,"Brasil","São Paulo","Salesópolis","Estação Biológica de Boracéia, Estrada para a barragem da SABESP, no rio Guaratuba","-45.8400001525879","-23.5300006866455",NA,NA,NA,"Árvore delgada 6m alt., flores alvas","SP001905","SP001905","Paratype","18032","auto","Faria Jr, JEQ","2012","10",NA,NA,NA,NA,NA
"102","2019-11-21 10:12:34-03","IBt","SP","334082","S","Plantae",NA,NA,"Myrtaceae","Plinia","complanata","Plinia complanata","M.L.Kawas. & B.Holst","Rossi, L; Kiyama, CY; Simão Bianchini, R; Shirasuna, RT","1641","1994","09","04",NA,"Brasil","São Paulo","Salesópolis","Estação Biológica de Boracéia, Mata próxima a barragem do rio Claro","-45.8400001525879","-23.5300006866455",NA,NA,NA,"Árvore 5m alt., próximo a trilha, botões creme, flores alvas",NA,NA,NA,"18032","auto","Faria Jr, JEQ","2010","12",NA,NA,NA,NA,NA
"103","2019-11-21 10:12:34-03","IBt","SP","292902","S","Plantae",NA,NA,"Myrtaceae","Plinia","complanata","Plinia complanata","M.L.Kawas. & B.Holst","Moraes, PLR","759","1992","11","18",NA,"Brasil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-47.9900016784668","-23.8700008392334",NA,NA,NA,"Arvore ca. 6m alt., subosque, tronco liso alaranjado, frutos maduros vermelhos",NA,NA,NA,"27904","auto","Matsumoto, K","2014","12",NA,NA,NA,NA,NA
"104","2019-11-21 10:12:34-03","IBt","SP","304833","S","Plantae",NA,NA,"Myrtaceae","Plinia","complanata","Plinia complanata","M.L.Kawas. & B.Holst","Moraes, PLR","1058","1994","09","08",NA,"Brasil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-47.9900016784668","-23.8700008392334",NA,NA,NA,"Arbusto ca. 2m alt., borda da estrada de serviço",NA,NA,NA,"27904","auto","Matsumoto, K","2014","12",NA,NA,NA,NA,NA
"105","2019-11-21 10:12:34-03","IBt","SP","292900","S","Plantae",NA,NA,"Myrtaceae","Plinia","complanata","Plinia complanata","M.L.Kawas. & B.Holst","Moraes, PLR","710","1992","09","10",NA,"Brasil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-47.9900016784668","-23.8700008392334",NA,NA,NA,"Árvore ca. 5m alt., flores brancas, tronco avermelhado",NA,NA,NA,"27904","auto","Matsumoto, K","2014","12",NA,NA,NA,NA,NA
"106","2019-11-21 10:12:34-03","IBt","SP","292901","S","Plantae",NA,NA,"Myrtaceae","Plinia","complanata","Plinia complanata","M.L.Kawas. & B.Holst","Moraes, PLR","750","1992","11","17",NA,"Brasil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-47.9900016784668","-23.8700008392334",NA,NA,NA,"Árvore ca. 5m alt., frutos verdes e maduros são vermelhos",NA,NA,NA,"27904","auto","Matsumoto, K","2014","12",NA,NA,NA,NA,NA
"107","2019-11-21 10:12:34-03","IBt","SP","256174","S","Plantae",NA,NA,"Myrtaceae","Plinia","complanata","Plinia complanata","M.L.Kawas. & B.Holst","Kirizawa, M; Sugiyama, M","2706","1992","09","22",NA,"Brasil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho, Bairro Taquaral, estrada de serviço para represa, área com mata atlântica preservada","-47.9900016784668","-23.8700008392334",NA,NA,NA,"Árvore ca. 4m alt., botões florais cremes, corola branca","SP003238","SP003238","Paratype","27904","auto",NA,NA,NA,NA,NA,NA,NA,NA
"108","2019-11-21 10:12:34-03","IBt","SP","292906","S","Plantae",NA,NA,"Myrtaceae","Plinia","complanata","Plinia complanata","M.L.Kawas. & B.Holst","Moraes, PLR; et al.","813","1993","10","31",NA,"Brasil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho, Beira de riacho","-47.9900016784668","-23.8700008392334",NA,NA,NA,"Arvoreta 5m alt., botão floral branco",NA,NA,NA,"27904","auto","Matsumoto, K","2014","12",NA,NA,NA,NA,NA
"109","2020-09-03 09:26:03-03","IBt","SP","334086","S","Plantae",NA,NA,"Myrtaceae","Plinia","complanata","Plinia complanata","M.L.Kawas. & B.Holst","Galleti, M; et al.","Saibadela761","1994","09","26",NA,"Brasil","São Paulo","Sete Barras","Coleção Saibadela 761. Fazenda Intervales, trilha do rio, antes do ponto 0","-47.9199981689453","-24.3799991607666",NA,NA,NA,"Árvore 6m alt., flores brancas, provavelmente igual ao nº de coleta 752","SP001890","SP001890","Paratype","34059","auto","Faria Jr, JEQ","2012","10",NA,NA,NA,NA,NA
"110","2020-09-03 09:26:03-03","IBt","SP","385202","S","Plantae",NA,NA,"Myrtaceae","Plinia","complanata","Plinia complanata","M.L.Kawas. & B.Holst","Zipparro, VB; Pizo, MA; Galleti, M; Kawasaki, ML","1818","1999","11","10",NA,"Brasil","São Paulo","Sete Barras","Fazenda Intervales, Base Saibadela, trilha do rio","-47.9199981689453","-24.3799991607666",NA,NA,NA,"Árvore ca. 7 m alt., frutos maduros vermelhos, costados","SP001385","SP001385","Isotype","34059","auto","Kawasaki, ML","2002",NA,NA,NA,NA,NA,NA
"111","2020-09-03 09:26:03-03","IBt","SP","334084","S","Plantae",NA,NA,"Myrtaceae","Plinia","complanata","Plinia complanata","M.L.Kawas. & B.Holst","Galleti, M; et al.","Saibadela21","1993","11","15",NA,"Brasil","São Paulo","Sete Barras","Fazenda Intervales, trilha do rio, beira do rio. Coleção Saibadela 21","-47.9199981689453","-24.3799991607666",NA,NA,NA,"Árvore 8m alt., frutos verdes e alaranjados em álcool, lembram pitanga",NA,NA,NA,"34059","auto","Matsumoto, K","2014","12",NA,NA,NA,NA,NA
"112","2019-11-21 10:12:34-03","IBt","SP","313895","S","Plantae",NA,NA,"Myrtaceae","Plinia","silvestris","Plinia silvestris","(Vell.) Mazine & Sobral","Morellato, LPC; et al.","Saibadela832","1994","11","21",NA,"Brasil","São Paulo","Sete Barras","Coleção Saibadela 832. Fazenda Intervales, trilha do rio","-47.9199981689453","-24.3799991607666",NA,NA,NA,"Árvore 12m alt., frutos verdes",NA,NA,NA,"34059","auto","Santos, MF","2018","11","08",NA,NA,NA,NA
"113","2019-11-21 10:12:34-03","IBt","SP","263561","S","Plantae",NA,NA,"Myrtaceae","Plinia","silvestris","Plinia silvestris","(Vell.) Mazine & Sobral","Wanderley, MGL; et al.","2051","1992","10","06",NA,"Brasil","São Paulo","Sete Barras","Fazenda Intervales, Saibadela, trilha para a Cachoeira Saibadela, mata úmida, sombria, baixada com muitas Musa","-47.9199981689453","-24.3799991607666",NA,NA,NA,"Árvore ca. 6m alt., flores brancas, caminho para a cachoeira Saibadela, mata de encosta",NA,NA,NA,"34059","auto","Santos, MF","2018","11","08",NA,NA,NA,NA
