"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","coordinatePrecision","geoFlag","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","individualCount","class"
"11","2020-11-04 11:15:04-03","ESALQ","ESA","109807","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Plinia","complanata","Plinia complanata",NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30214.0",NA,NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"ESA109807","ESA109807",NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-11-04 11:15:04-03","ESALQ","ESA","128624","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Plinia","complanata","Plinia complanata",NA,"Kuntz, J.","942.0","2013","03","28",NA,"Brasil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA). UHE da Barra, trilha Casa de Pedra.","-47.5","-23.9599990844727",NA,NA,NA,"Indivíduo jovem, ca. 2 m alt.","ESA128624",NA,NA,"41034","auto","Tamashiro, J.Y.; Ivanauskas, N.M.; Rodrigues, R.R.; Souza, V.C.","2013","04","04",NA,NA,NA,NA
"13","2020-11-04 11:15:04-03","ESALQ","ESA","29336","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Plinia","complanata","Plinia complanata",NA,"Ivanauskas, N.M.","891.0","1996","09","21",NA,"Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"ESA029336","ESA029336",NA,"17990","auto","Souza, V.C.",NA,NA,NA,NA,NA,NA,NA
"14","2020-11-04 11:15:04-03","ESALQ","ESA","29449","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Plinia","complanata","Plinia complanata","Kawasaki & Holst","Ivanauskas, N.M. et al.","1004.0","1996","09","23",NA,"Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"ESA029449","ESA029449",NA,"17990","auto","Matsumoto, K.",NA,NA,NA,NA,NA,NA,NA
"15","2020-11-04 11:15:04-03","ESALQ","ESA","29426","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Plinia","complanata","Plinia complanata","Kawasaki & Holst","Ivanauskas, N.M. et al.","981.0","1996","08","28",NA,"Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"ESA029426","ESA029426",NA,"17990","auto","Matsumoto, K.",NA,NA,NA,NA,NA,NA,NA
"16","2020-11-04 11:15:04-03","ESALQ","ESA","17344","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Plinia","complanata","Plinia complanata",NA,"Moraes, P.L.R.","710.0","1992","09","10",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"ESA017344",NA,NA,"27904","auto","Kawasaki, M.L.",NA,NA,NA,NA,NA,NA,NA
"17","2020-11-04 11:15:04-03","ESALQ","ESA","109458","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Plinia","complanata","Plinia complanata",NA,"Duarte, A.R.","547.0",NA,NA,NA,NA,"Brasil","São Paulo","Sete Barras",NA,"-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"ESA109458","ESA109458",NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-04 11:15:04-03","ESALQ","ESA","72567","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Plinia","complanata","Plinia complanata",NA,"Sztutman, M. ; Valmir","336.0","1999","07","27",NA,"Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"ESA072567","ESA072567",NA,"17990","auto","Sobral, M.",NA,NA,NA,NA,NA,NA,NA
"19","2020-11-04 11:15:04-03","ESALQ","ESA","29425","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Plinia","complanata","Plinia complanata",NA,"Ivanauskas, N.M. et al.","980.0","1996","07","09",NA,"Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"ESA029425","ESA029425",NA,"17990","auto","Souza, V.C.",NA,NA,NA,NA,NA,NA,NA
"20","2020-11-04 11:15:04-03","ESALQ","ESA","25894","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Plinia","complanata","Plinia complanata","Kawasaki & Holst","Moraes, P.L.R.","1058.0","1994","09","06",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"ESA025894",NA,NA,"27904","auto","Matsumoto, K.",NA,NA,NA,NA,NA,NA,NA
"21","2020-11-04 11:15:04-03","ESALQ","ESA","12937","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Plinia","complanata","Plinia complanata","Kawasaki & Holst","Moraes, P.L.R. ; Capellari Jr., L.","813.0","1993","10","29",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"ESA012937","ESA012937",NA,"27904","auto","Matsumoto, K.",NA,NA,NA,NA,NA,NA,NA
"22","2020-11-04 11:15:04-03","ESALQ","ESA","17339","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Plinia","complanata","Plinia complanata","Kawasaki & Holst","Moraes, P.L.R.","1058.0","1994","09","06",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"ESA017339","ESA017339",NA,"27904","auto","Matsumoto, K.",NA,NA,NA,NA,NA,NA,NA
"23","2020-11-04 11:15:04-03","ESALQ","ESA","123934","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Plinia","complanata","Plinia complanata",NA,"Souza, V.C. ; Flores, T.B.","35035.0","2013","05","01",NA,"Brasil","São Paulo","Tapiraí","Área da Cia. Votorantim. Trilha do Rio Dezembro.","-47.5","-23.9599990844727",NA,NA,NA,"Árvore, ca. 5 m alt. Vegetativo.","ESA123934",NA,NA,"41034","auto","Souza, V.C.","2013",NA,NA,NA,NA,NA,NA
"24","2020-11-04 11:15:04-03","ESALQ","ESA","82479","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Plinia","complanata","Plinia complanata",NA,"Mazine, F.F. Duarte, A.R. ; Gianotti, M.","457.0","2002","10","30",NA,"Brasil","São Paulo","Sete Barras","Parque Estadual de Carlos Botelho - Floresta Ombrófila Densa (parcela do Biota)","-47.9199981689453","-24.3799991607666",NA,NA,NA,"Árvore ca. 7 m. Frutos maduros vermelhos, frutos imaturos verdes. Amostras coletadas para análise macromolecular.","ESA082479",NA,NA,"34059","auto","Souza, V.C.",NA,NA,NA,NA,NA,NA,NA
"25","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0057401","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Plinia","complanata","Plinia complanata","M.L. Kawas. & B. Holst","R. Simão-Bianchini; R. T. Shirasuna, L. Rossi, C. Y. Kiyama","507","1994","9","5",NA,"Brazil","Sao Paulo",NA,"Salesópolis. Estação Biológica de Boraceia. Estrada para a barragem da SABESP no Rio Guaratuba.","-45.916667","-23.783333",NA,NA,NA,"checked; Árvore delgada, 6 m alt. Flores alvas.",NA,NA,"PARATYPE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0016897","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Plinia","complanata","Plinia complanata","M.L. Kawas. & B. Holst","M.G. Wanderley","2051","1992","10","6",NA,"Brazil","Sao Paulo","Sete Barras","Fazenda Intervales, base Saibadela. Trilha para a cachoeira Saibadela.","-47.9167","-24.3833",NA,NA,NA,"Coor from www.fallingrain.com/world; Arvore ca. 6m; flores brancas.",NA,NA,NA,NA,NA,"J. E. Q. Faria",NA,NA,NA,NA,NA,NA,NA
"27","2019-11-21 14:40:26-03","UFJF","CESJ","38098","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Plinia","complanata","Plinia complanata","M.L.Kawas. & B.Holst","N.M.Ivanauskas; A. Gomes; S. Dias Filho","980","1996","07","09","América do Sul","Brasil","São Paulo","Pariquera-Açu","Estação Experimental do Inst. Agronômico, 24°36' S, 47°52' W. Floresta Ombrófila.","-47.8800010681152","-24.7099990844727",NA,NA,NA,"Árvore de 3 m. Flores em botão.","CESJ038098",NA,NA,"17990","auto","M. Sobral","2004",NA,NA,NA,NA,NA,NA
"28","2021-03-01 16:36:57-03","UNICAMP","UEC","124489","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Plinia","complanata","Plinia complanata","Kawasaki & B.Holst","Ivanauskas, NM; Gomes, A; Dias Filho, S","980","1996","07","09",NA,"Brazil","São Paulo","Pariquera-Açu","Estação Experimental do Inst. Agronômico, Floresta Ombrófila.","-47.866667","-24.6",NA,NA,NA,"Árvore de 3 m. Flores botão.","UEC012957","UEC012957",NA,NA,NA,"Matsumoto, K","2004","12",NA,"-47.866667","-24.6",NA,NA
"29","2019-08-20 10:21:46-03","UNICAMP","UEC","147705","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Plinia","complanata","Plinia complanata","Kawasaki & B.Holst","Campos, MCR; Assis, MA; Guilherme, FAG; Mania, L","99","2006","03","27",NA,"Brazil","São Paulo","Picinguaba","Parque Estadual da Serra do Mar, Parcela E na Trilha do Corisco (Projeto Temático Biota Gradiente Funcional)",NA,NA,NA,NA,NA,"indivíduo E0129, altura 8m","UEC103195","UEC103195",NA,NA,NA,"Sobral, M","2007","09",NA,NA,NA,NA,NA
"30","2021-03-01 16:36:57-03","UNICAMP","UEC","183136","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Plinia","complanata","Plinia complanata","Kawasaki & B.Holst","Ivanauskas, NM; et al.","979",NA,NA,NA,NA,"Brazil","São Paulo","Pariquera-Açu","Estação Experimental do Instituto Agronômico.","-47.866667","-24.6",NA,NA,NA,"Árvore de 11 m. Tronco com casca variegada, vermelha e verde. Flores em botão.; Floresta Ombrófila.","UEC103194","UEC103194",NA,NA,NA,"Ivanauskas, NM","2004","12",NA,"-47.866667","-24.6",NA,NA
"31","2021-03-01 16:36:57-03","UNICAMP","UEC","188981","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Plinia","complanata","Plinia complanata","Kawasaki & B.Holst","Silva, BG; Castello, ACD; Kataoka, EY; Vidal Junior, JD","263","2015","02","10",NA,"Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-47.989444","-24.0625","800","800",NA,"Árvore, 10 m de altura e 12,1 cm de DAP; Floresta Ombrófila Densa","UEC119520","UEC119520",NA,NA,NA,"Mazine, FF","2015",NA,NA,"-47.989444","-24.0625",NA,NA
"32","2021-03-01 16:36:57-03","UNICAMP","UEC","88601","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Plinia","complanata","Plinia complanata","Kawasaki & B.Holst","Rodrigues, RR; Souza, VC; Arzolla, FARDP; Ivanauskas, NM; Souza, JP; Scalon, VR","209","1995","09","04",NA,"Brazil","São Paulo","Eldorado","Parque Estadual de Jacupiranga, Núcleo da Caverna do Diabo. Trilha para a boca da Caverna Tapagem","-48.403611","-24.630833",NA,NA,NA,"Árvore de 6 m alt. Casca externa lisa, vermelha. Flores.","UEC055410","UEC055410","paratypus",NA,NA,"Faria Júnior, JEQ","2010","12",NA,"-48.403611","-24.630833",NA,NA
"33","2021-03-01 16:36:57-03","UNICAMP","UEC","89283","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Plinia","complanata","Plinia complanata","Kawasaki & B.Holst","Athayde, SF; et al.","316","1995","07","28",NA,"Brazil","Paraná","Guaraqueçaba","Morro do Quitumbé ou do Costão.","-48.333333","-25.283333",NA,NA,NA,"Árvore de 5,5 m. CAP 26 cm, com flores creme no interior da floresta secundária.; Floresta Ombrófila Densa Atlântica Submontana. Interior da floresta secundária.","UEC103189","UEC103189",NA,NA,NA,"Matsumoto, K","2004","12",NA,"-48.333333","-25.283333",NA,NA
"34","2021-03-01 16:36:57-03","UNICAMP","UEC","91299","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Plinia","complanata","Plinia complanata","Kawasaki & B.Holst","Ivanauskas, NM","512","1995","10","21",NA,"Brazil","São Paulo","Pariquera-Açu","Estação Experimental do Instituto Agronômico, Floresta Atlântica","-47.876944","-24.608333",NA,NA,NA,"Árvore de 3 m. Frutos vermelhos.","UEC055405","UEC055405","paratypus",NA,NA,"Faria Júnior, JEQ","2010","12",NA,"-47.876944","-24.608333",NA,NA
"35","2021-03-01 16:36:57-03","UNICAMP","UEC","91322","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Plinia","complanata","Plinia complanata","Kawasaki & B.Holst","Ivanauskas, NM","247","1995","07","20",NA,"Brazil","São Paulo","Pariquera-Açu","Estação Experimental do IAC.","-47.876944","-24.608333",NA,NA,NA,"Árvore de 22m. Tronco vermelho e verde. Flores em botão.; Floresta Atlântica.","UEC103187","UEC103187",NA,NA,NA,"Matsumoto, K","2004","12",NA,"-47.876944","-24.608333",NA,NA
"36","2021-03-01 16:36:57-03","UNICAMP","UEC","91324","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Plinia","complanata","Plinia complanata","Kawasaki & B.Holst","Ivanauskas, NM","421","1995","08","28",NA,"Brazil","São Paulo","Pariquera-Açu","Propriedade de Antonio Povinski.","-47.876944","-24.675833",NA,NA,NA,"Árvore de 3m. Casca externa vermelha, lisa. Frutos jovens amarelos.; Floresta Atlântica.","UEC103185","UEC103185",NA,NA,NA,"Matsumoto, K","2004","12",NA,"-47.876944","-24.675833",NA,NA
"37","2021-03-01 16:36:57-03","UNICAMP","UEC","91354","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Plinia","complanata","Plinia complanata","Kawasaki & B.Holst","Ivanauskas, NM","315","1995","08","25",NA,"Brazil","São Paulo","Pariquera-Açu","Estação Experimental do IAC, Mata Atlântica","-47.885","-24.608333",NA,NA,NA,"Árvore de 5 m. Casca externa lisa, vermelha. Flores velhas.","UEC055408","UEC055408","paratypus",NA,NA,"Faria Júnior, JEQ","2010","12",NA,"-47.885","-24.608333",NA,NA
"38","2021-03-01 16:36:57-03","UNICAMP","UEC","91363","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Plinia","complanata","Plinia complanata","Kawasaki & B.Holst","Ivanauskas, NM","261","1995","06","22",NA,"Brazil","São Paulo","Pariquera-Açu","Estação Experimental do IAC.","-47.885","-24.608333",NA,NA,NA,"Árvore de 4 m. asca externa brilhante, lisa, avermelhada. Flores em botão .; Mata Atlântica.","UEC103186","UEC103186",NA,NA,NA,"Souza, MC","2005","07",NA,"-47.885","-24.608333",NA,NA
"39","2021-03-01 16:36:57-03","UNICAMP","UEC","91892","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Plinia","complanata","Plinia complanata","Kawasaki & B.Holst","Ivanauskas, NM","891","1996","09","21",NA,"Brazil","São Paulo","Pariquera-Açu","Propriedade de Antonio Povinski.","-47.876944","-24.675833",NA,NA,NA,"Árvore de 3 m Flores brancas.; Floresta Atlântica.","UEC103184","UEC103184",NA,NA,NA,"Matsumoto, K","2009","12",NA,"-47.876944","-24.675833",NA,NA
"40","2021-03-01 16:36:57-03","UNICAMP","UEC","95543","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Plinia","complanata","Plinia complanata","Kawasaki & B.Holst","Ivanauskas, NM","247","1995","07","20",NA,"Brazil","São Paulo","Pariquera-Açu","Estação Experimental do IAC.","-47.876944","-24.608333",NA,NA,NA,"Árvore de 22m. Tronco vermelho e verde. Flores em botão.; Floresta Atlântica.","UEC103191","UEC103191",NA,NA,NA,"Matsumoto, K","2004","12",NA,"-47.876944","-24.608333",NA,NA
"41","2021-03-01 16:36:57-03","UNICAMP","UEC","95578","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Plinia","complanata","Plinia complanata","Kawasaki & B.Holst","Ivanauskas, NM","261","1995","06","22",NA,"Brazil","São Paulo","Pariquera-Açu","Estação Experimental do IAC.","-47.885","-24.608333",NA,NA,NA,"Árvore de 4 m. asca externa brilhante, lisa, avermelhada. Flores em botão .; Mata Atlântica.","UEC103188","UEC103188",NA,NA,NA,"Souza, MC","2005","07",NA,"-47.885","-24.608333",NA,NA
"42","2021-03-01 16:36:57-03","UNICAMP","UEC","95584","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Plinia","complanata","Plinia complanata","Kawasaki & B.Holst","Ivanauskas, NM","512","1995","10","21",NA,"Brazil","São Paulo","Pariquera-Açu","Estação Experimental do Instituto Agronômico, Floresta Atlântica","-47.876944","-24.608333",NA,NA,NA,"Árvore de 3 m. Frutos vermelhos.","UEC055406","UEC055406","paratypus",NA,NA,"Faria Júnior, JEQ","2010","12",NA,"-47.876944","-24.608333",NA,NA
"43","2021-03-01 16:36:57-03","UNICAMP","UEC","85657","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Plinia","complanata","Plinia complanata","Kawasaki & B.Holst","Simão-Bianchini, R; Shirasuna, RT; Rossi, L; Kiyama, CY","507","1994","09","05",NA,"Brazil","São Paulo","Salesópolis","Estação Biológica de Boracéia., Estrada para a barragem da SABESP no Rio Guaratuba","-45.8400001525879","-23.5300006866455",NA,NA,NA,"Árvore delgada, 6 m alt. Flores alvas","UEC055407","UEC055407","paratypus","18032","auto","Matsumoto, K","2004","12",NA,NA,NA,NA,NA
"44","2021-03-01 16:36:57-03","UNICAMP","UEC","85663","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Plinia","complanata","Plinia complanata","Kawasaki & B.Holst","Rossi, L; Kiyama, CY; Simão-Bianchini, R; Shirasuna, RT","1641","1994","09","04",NA,"Brazil","São Paulo","Salesópolis","Estrada Biológica de Boracéia, Mata próxima à barragem do rio Claro","-45.8400001525879","-23.5300006866455",NA,NA,NA,"Árvore 5 m alt., próximo à trilha. Botões creme, flores alvas.","UEC055409","UEC055409","paratypus","18032","auto","Faria Júnior, JEQ","2010","12",NA,NA,NA,NA,NA
"45","2021-03-01 16:36:57-03","UNICAMP","UEC","157776","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Plinia","complanata","Plinia complanata","Kawasaki & B.Holst","Matsumoto, K; et al.","831","2002","12","14",NA,"Brazil","São Paulo","Sete Barras","PE Carlos Botelho.","-47.9199981689453","-24.3799991607666",NA,NA,NA,"Arvoreta ca 3 m, estéril. Parcela F1 indivíduo 830.","UEC013840","UEC013840",NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-01 16:36:57-03","UNICAMP","UEC","92054","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Plinia","complanata","Plinia complanata","Kawasaki & B.Holst","Sanchez, M; Pedroni, F","31337","1992","10","10",NA,"Brazil","São Paulo","Ubatuba","Núcelo Picinguaba, margem do rio da fazenda.","-45.0699996948242","-23.4300003051758",NA,NA,NA,"Árvore de 5 m de altura, flores de cor creme, levemente perfumadas, tronco de casca lisa, cor ferrugina-dourada.","UEC103193","UEC103193",NA,"34265","auto","Matsumoto, K","2004","12",NA,NA,NA,NA,NA
"47","2021-03-01 16:36:57-03","UNICAMP","UEC","92056","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Plinia","complanata","Plinia complanata","Kawasaki & B.Holst","Sanchez, M; Pedroni, F","31339","1992","10","16",NA,"Brazil","São Paulo","Ubatuba","Núcelo Picinguaba, margem do rio da Fazenda.","-45.0699996948242","-23.4300003051758",NA,NA,NA,"Árvore de 12 m de altura, flores de cor creme, levemente perfumadas. Tronco de casca lisa, cor ferruginea-dourada.","UEC103192","UEC103192",NA,"34265","auto","Matsumoto, K","2004","12",NA,NA,NA,NA,NA
"48","2021-03-01 16:36:57-03","UNICAMP","UEC","92036","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Plinia","complanata","Plinia complanata","Kawasaki & B.Holst","Sanchez, M; Pedroni, F","31340","1992","10","10",NA,"Brazil","São Paulo","Ubatuba","Núcleo Picinguaba, margem do rio da Fazenda.","-45.0699996948242","-23.4300003051758",NA,NA,NA,"Árvore de 7 m de altura, tronco de casca lisa de cor ferrugina-dourada, flores de cor creme, levemente perfumadas.","UEC103190","UEC103190",NA,"34265","auto","Matsumoto, K","2004","12",NA,NA,NA,NA,NA
"49","2021-03-01 16:36:57-03","UNICAMP","UEC","118399","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Plinia","complanata","Plinia complanata","Kawasaki & B.Holst","Sanchez, M; Pedroni, F","49","1992","10","16",NA,"Brazil","São Paulo","Ubatuba","Parque Estadual Serra do Mar, Margens do rio da Fazenda.","-45.0699996948242","-23.4300003051758",NA,NA,NA,"Árvore n. 580. 9m alt. CAP 33 cm. Ramos jovens alados. Botões e flores brancas.","UEC012971","UEC012971",NA,"34265","auto","Matsumoto, K","2004","12",NA,NA,NA,NA,NA
