"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","phylum","order","individualCount","coordinatePrecision","geoFlag","continentOcean","preparationType","class","relatedCatalogItem","relationshipType","infraspecificEpithet","fieldNumber","typeStatus","sex"
"20","2021-03-15 16:37:00-03","NY","NYBG","645356","PreservedSpecimen","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme","(Vell.) Miq.",NA,NA,NA,NA,"J. N. Rose","21118","1915","09","20","Brazil","São Paulo","Santos","Near Santos","-46.343102","-23.950077",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=315661' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645356","NY00645356_01",NA,NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","645353","PreservedSpecimen","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme","(Vell.) Miq.",NA,NA,NA,NA,"B. Rambo","41777","1949","05","25","Brazil","Rio Grande do Sul",NA,"Schwabenscneib",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=315652' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645353","NY00645353_01",NA,NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","645357","PreservedSpecimen","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme","(Vell.) Miq.",NA,NA,NA,NA,"J. N. Rose","20183","1915","07","09","Brazil","Rio de Janeiro",NA,"Base of Corcovado","-43.212076","-22.951842",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=315662' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645357","NY00645357_01",NA,NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","645358","PreservedSpecimen","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme","(Vell.) Miq.",NA,NA,NA,NA,"J. N. Rose","43069",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"Cultivated. Original collection Rose 20385, in 1915 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=315663' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645358","NY00645358_01",NA,NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","645360","PreservedSpecimen","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme","(Vell.) Miq.",NA,NA,NA,NA,"J. N. Rose","43435",NA,NA,NA,"Brazil",NA,NA,"Porto Alegre",NA,NA,NA,NA,"Cultivated. Original collection Rose 21175, in 1915 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=315665' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645360","NY00645360_01 NY00645360_02",NA,NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"25","2016-09-29 20:56:00-03","NY","NYBG","823230","PreservedSpecimen","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme",NA,"N. P. Taylor",NA,NA,NA,"J. C. Lindeman","3163","1966","10","20","Brazil","São Paulo",NA,"Along road BR 34 Londrina - S. Paulo between Represa Chavantes and Jurumirim",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938055' target='other'> <mi>dwc_moreinfo</mi></a>","NY00823230","NY00823230_01",NA,NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","645342","PreservedSpecimen","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme","(Vell.) Miq.","N. P. Taylor; D. C. Zappi",NA,NA,NA,"R. Reitz","13597","1962","10","26","Brazil","Santa Catarina","Canoinhas","Rio dos Poços, Canoinhas","-50.3897","-26.1772",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=315650' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645342","NY00645342_01","750","750","Magnoliophyta","Caryophyllales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","645345","PreservedSpecimen","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme","(Vell.) Miq.","N. P. Taylor; D. C. Zappi",NA,NA,NA,"R. Reitz","3825","1956","10","11","Brazil","Santa Catarina","Ibirama","Hôrto Florestal I. N. P., Ibirama","-49.5178","-27.0569",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=315646' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645345","NY00645345_01","350","350","Magnoliophyta","Caryophyllales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","645354","PreservedSpecimen","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme","(Vell.) Miq.",NA,NA,NA,NA,"J. N. Rose","20385","1915","07","22","Brazil","Rio de Janeiro",NA,"Ilha Grande, Distrito Federal, Rio de Janeiro","-44.234582","-23.150897",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=315659' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645354","NY00645354_01",NA,NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","645344","PreservedSpecimen","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme","(Vell.) Miq.","N. P. Taylor; D. C. Zappi",NA,NA,NA,"R. Reitz","2964","1949","01","07","Brazil","Santa Catarina","Araranguá","Sombrio, Araranguá","-49.635936","-29.103288",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=315645' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645344","NY00645344_01","6","6","Magnoliophyta","Caryophyllales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"30","2021-02-18 09:29:03-03","UNESP-IBB","BOTU","11354","PreservedSpecimen","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme","(Vell.) Miq.","Aona, A.Y.S.","2015","08",NA,"Bicudo, L.R.H.","16","1982","02","26","Brasil",NA,NA,NA,NA,NA,"9999","9999","não tem","BOTU011354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-06-29 11:29:42-03","UFRJ","RFA","43082","PreservedSpecimen","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme","(Vell.) Miq.","L. Kollmann","2011","04","20","A.P. Fontana; L. Kollmann","7295","2011","04","20","Brasil","Espírito Santo","Alfredo Chaves","São Bento de Urânia, divisa com Vargem Alta - Castelinho.","-40.958056","-20.498889","40º57'29''W","20º29'56''S","Epífito. Estéril.","RFA47427",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-06-29 11:29:42-03","UFRJ","RFA","18534","PreservedSpecimen","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme","(Vell.) Miq.","C.M. Rizzini","1988",NA,NA,"P. Occhioni; Elena O.M. 330; C.M. Rizzini 8","8306","1978","02","13","Brasil","Rio de Janeiro","Maricá","Barra de Maricá","-42.8185997009277","-22.9193992614746",NA,NA,"Flores amarelas","RFA15601",NA,NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-13 09:19:15-03","UFRJ","RFA","22219","PreservedSpecimen","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme","(Vell.) Miq.","C.M. Rizzini","1988",NA,NA,"Cézio Pereira","s.n.","1988","07","04","Brasil","Rio de Janeiro","Maricá","Barra de Maricá","-42.8185997009277","-22.9193992614746",NA,NA,"Estéril","RFA18351",NA,NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-13 09:19:15-03","UFRJ","RFA","22619","PreservedSpecimen","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme","(Vell.) Miq.","C.M. Rizzini","1988",NA,NA,"C.M. Rizzini","449","1988","06","21","Brasil","Rio de Janeiro","Maricá","Barra de Maricá. Início da Picada da Aeronáutica","-42.8185997009277","-22.9193992614746",NA,NA,"Flores brancas","RFA18591",NA,NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-13 09:19:15-03","UFRJ","RFA","22489","PreservedSpecimen","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme","(Vell.) Miq.","C.M. Rizzini","1988",NA,NA,"C.M. Rizzini","441","1988","10","03","Brasil","Rio de Janeiro","Maricá","Barra de Maricá. Picada da Aeronáutica","-42.8185997009277","-22.9193992614746",NA,NA,"Flores brancas","RFA18519",NA,NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-06-29 11:29:42-03","UFRJ","RFA","43081","PreservedSpecimen","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme","(Vell.) Miq.","W.C. Cardoso","2016","08","02","L. Kollmann; R.L. Kollmann","7992","2005","07","12","Brasil","Espírito Santo","Castelo","Parque Estadual de Forno Grande","-41.184700012207","-20.6035995483398",NA,NA,"Rupestre, na sombra. Frutos verdes.","RFA47426",NA,NA,NA,NA,NA,NA,"23588","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-06-29 11:29:43-03","UFRJ","RFA","43083","PreservedSpecimen","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme","(Vell.) Miq.","W.C. Cardoso","2016","08","02","R.R. Vervolet; W. Pizziolo; E. Bausen","125","2002","04","16","Brasil","Espírito Santo","Santa Teresa","Nova Lombardia, Reserva Biológica Augusto Ruschi, Trilha da Divisa, saída para Goiapaba-açu, lado direito.","-40.6002998352051","-19.9356002807617",NA,NA,"Epífita, em árvore de grande porte caída, lado esquerdo da trilha, frutos imaturos de cor verde.","RFA47428",NA,NA,NA,NA,NA,NA,"23813","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-13 09:19:15-03","UFRJ","RFA","22151","PreservedSpecimen","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme","(Vell.) Miq.","C.M. Rizzini","1988","07","04","C.M. Rizzini","431","1988","07","04","Brasil","Rio de Janeiro","Maricá","Barra de Maricá","-42.8185997009277","-22.9193992614746",NA,NA,"Epífita. frutos violáceos (cor de maravilha)","RFA18294",NA,NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-11-24 17:10:34-03","UTFPR","DVPR","3614","PreservedSpecimen","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme","(Vell.) Miq.","Caxambu, MG","2015","12","17","Siqueira, EL; Chagas, MP","1782","2015","11","12","Brasil","Paraná","Céu Azul","Parque Nacional do Iguaçu, cercanias da BR 277","-53.51115","-25.09346","-53.51115","-25.09346","Erva epífita, semi-ciófila. Flores alvas. Frutos maduros vermelhos.; Relevo: suave - ondulado. Vegetação: Floresta Estacional Semidecidual Submontana","DVPR003614",NA,"643","643","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-24 17:10:34-03","UTFPR","DVPR","5049","PreservedSpecimen","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme","(Vell.) Miq.","Estevan, DA","2017","02",NA,"Minuzzo, JJ; et al.","11","2017","01","27","Brasil","Paraná","São Jorge d' Oeste","RPPN Salto do Chopim","-53.043755","-25.364014","-53.043755","-25.364014","Flores petalas rosas; Relevo: ondulado. Vegetação: Floresta Estacional Semidecidual","DVPR005049",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-24 17:10:34-03","UTFPR","DVPR","5048","PreservedSpecimen","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme","(Vell.) Miq.","Estevan, DA","2017","02",NA,"Minuzzo, JJ; et al.","10","2016","11","22","Brasil","Paraná","São Jorge d' Oeste","RPPN Salto do Chopim","-53.043755","-25.364014","-53.043755","-25.364014","Flores petalas rosas; Relevo: ondulado. Vegetação: Floresta Estacional Semidecidual","DVPR005048",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-30 12:36:21-03","EAO","IAN","67606","PreservedSpecimen","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme","(Vell.) Miq.","Taylor, NP","1995",NA,NA,"Rambo, B","41949","1949","06","11","Brasil","Rio Grande do Sul",NA,"Vila Elsa.",NA,NA,NA,NA,NA,"IAN067606",NA,NA,NA,"Dicotiledônea",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-30 12:36:21-03","EAO","IAN","67605","PreservedSpecimen","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme","(Vell.) Miq.","Taylor, NP","1995",NA,NA,"Rambo, B","41955","1949","04","10","Brasil","Rio Grande do Sul","Porto Alegre","Morro da Polícia.","-51.2299995422363","-30.0331001281738",NA,NA,NA,"IAN067605",NA,NA,NA,"Dicotiledônea",NA,NA,"29946","auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-12-04 15:24:59-03","PUCPR","HUCP","13064","S","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme","(Vell.) Miq.","Libsch, D",NA,NA,NA,"Libsch, D","150","2000","12","18","Brasil","Santa Catarina","Mirim Doce","Mirinzinho","-50.0766983032227","-27.1963996887207",NA,NA,NA,NA,NA,NA,NA,"Eudicotiledonea",NA,NA,"28064","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-12-04 15:24:59-03","PUCPR","HUCP","21812","S","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme","(Vell.) Miq.","Acra, LA",NA,NA,NA,"Lucena, P","s.n.","2011","05","15","Brasil","Paraná","Curitiba",NA,"-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,NA,"Eudicotiledonea",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-12-04 15:24:59-03","PUCPR","HUCP","21256","S","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme","(Vell.) Miq.","Ariati, V",NA,NA,NA,"Ariati, V","299","2009","10","11","Brasil","Paraná","Itapejara D'Oeste","Ipiranga","-52.8163986206055","-25.9652996063232",NA,NA,NA,NA,NA,NA,NA,"Eudicotiledonea",NA,NA,"17425","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
