"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","dayIdentified","class","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount","typeStatus","sex"
"11","2021-03-31 13:41:04-03","MN","R","24848","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb. Rodr.) Mansf.","Brade, A.C.",NA,"1929","05","13",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"Hoehne, F.C.",NA,NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-08-27 13:26:35-03","IAP","PACA-AGP","103245","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb. Rodr.) Mansf.","J. Brustulin","27","2007","06","09",NA,"Brasil","RS","Parque dos Pinheiros.",NA,"Confirmada por C.R. Buzatto em 04.2014. Hábito: epífita","PACA103245",NA,"J. Brustulin","2007","10","Farroupilha","-51.438889","-29.241667",NA,NA,"20","Liliatae","51°26'20W","29°14'30S",NA,NA,NA,NA,NA,NA
"13","2019-08-27 13:26:35-03","IAP","PACA-AGP","115354","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb. Rodr.) Mansf.","M. L. Paz","13","2014","09","23",NA,"Brasil","RS","Fazenda Marcelina",NA,"Habitat: Epifitico","PACA115354",NA,"M.L. Paz, V. Graeff, M.F. Parode & V.R.P. da Silva","2014","09","Palmares do Sul","-50.3447","-30.37045",NA,NA,"30","Liliatae","50° 20.682'W","30° 22.227'S",NA,NA,NA,NA,NA,NA
"14","2019-08-27 13:26:35-03","IAP","PACA-AGP","115550","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb. Rodr.) Mansf.","Rocha, L.D.","278","2013","07","31",NA,"Brasil","RS","nascente do Rio dos Sinos",NA,"Habitat: epífito","PACA115550",NA,"Endres Jr., D.","2013","07","Caraá","-50.291056","-29.706944",NA,NA,"31","Liliatae","50º17'27.8W","29º42'25.0S",NA,NA,NA,NA,NA,NA
"15","2019-08-27 13:26:35-03","IAP","PACA-AGP","4977.1","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb. Rodr.) Mansf.","Rambo, B.",NA,NA,NA,NA,NA,"Brasil","RS",NA,NA,"Confirmada por C.R. Buzatto em 04.2014. Fenofase: flor","PACA004977-1",NA,"V. F. Nunes","1996","11",NA,NA,NA,NA,NA,"26","Liliatae",NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-08-27 13:26:35-03","IAP","PACA-AGP","93578","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb. Rodr.) Mansf.","Ohlweiler, A. A.","307","1996","08","20",NA,"Brasil","RS","Parque Getúlio Vargas",NA,"HASU 6182&nf;Folhas membranáceas, suculentas e muito brilhantes. Flor Branca com nervuras verdes salientes no labelo. Epífita em timbaúva, em resquícios de mata primária","PACA093578",NA,"A. C. Araújo","1997",NA,"Canoas","-51.1836013793945","-29.9178009033203","8037","auto",NA,"Liliatae",NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-08-27 13:26:35-03","IAP","PACA-AGP","41829","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb. Rodr.) Mansf.","Rambo, B.",NA,"1949","06","03",NA,"Brasil","RS","Canoas",NA,"Habitat: In silva campestri, epipjytica Fenofase: flor e fruto","PACA041829",NA,"V.F. Nunes","1996","11","Porto Alegre","-51.2299995422363","-30.0331001281738","29946","auto","26","Liliatae",NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-08-27 13:26:35-03","IAP","PACA-AGP","93579","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb. Rodr.) Mansf.","MAH / ADN",NA,"1986","09","23",NA,"Brasil","RS","Estação Ecológica do Taim",NA,"HEDU 837&nf;Epífita em caronilha, com botões e flores abundantes","PACA093579",NA,"M. Haussen",NA,NA,"Santa Vitória do Palmar","-53.3680992126465","-33.5189018249512","130170","auto",NA,"Liliatae",NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-08-27 13:26:35-03","IAP","PACA-AGP","31972","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb. Rodr.) Mansf.","Reitz, R.","1072","1945","05","17",NA,"Brasil","SC",NA,NA,"Confirmada por C.R. Buzatto em 04.2014. Habitat: In silvula, epiphytica Fenofase: flor","PACA031972",NA,"V.F. Nunes","1996","11","Sombrio","-49.61669921875","-29.113899230957","16515","auto","26","Liliatae",NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-08-27 13:26:35-03","IAP","PACA-AGP","65714.1","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb. Rodr.) Mansf.","A.A. Ohlweiler","224","1996","09","11",NA,"Brasil","RS","Parque Getúlio Vargas.",NA,"HASU 4193&nf;flor branca, labela branca com listras (nervuras) verdes Habitat: epífito em timbaúva","PACA065714-1",NA,"A.A. Ohlweiler",NA,NA,"Canoas","-51.1836013793945","-29.9178009033203","8037","auto",NA,"Liliatae",NA,NA,"20","20",NA,NA,NA,NA
"21","2019-08-27 13:26:35-03","IAP","PACA-AGP","50677","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb. Rodr.) Mansf.","Sehnem, A.","3873","1949","09","14",NA,"Brasil","RS","Kappesberg",NA,"Habitat: In silvam, epiphytca Fenofase: flor","PACA050677",NA,"C.R. Buzatto","2014","04","Montenegro","-51.4611015319824","-29.6886005401611","21601","auto",NA,"Liliatae",NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-08-27 13:26:35-03","IAP","PACA-AGP","1895","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb. Rodr.) Mansf.","C. Orth SJ",NA,"1935","05","01",NA,"Brasil","RS","ad montem Sapucaia",NA,"Confirmada por C.R. Buzatto em 04.2014. Habitat: In silva, epiphytica Fenofase: flor","PACA001895",NA,"V. F. Nunes","1996","11","São Leopoldo","-51.1472015380859","-29.7602996826172","10287","auto","26","Liliatae",NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-11-21 14:40:53-03","UFJF","CESJ","47091","PreservedSpecimen","Plantae","Angiosperma",NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb. Rodr.) Ames","P.L. Viana; N.F.O. Mota","1903","2006","02","26","América do Sul","Brasil","Minas Gerais","Serra Negra, Burro de Ouro.",NA,"Planta epífita, em mata nebular. Folhas glaucas. Flores brancas com labelo com estrias verdes.","CESJ047091",NA,"N.L. Abreu","2006","08","Rio Preto","-43.8278007507324","-22.0891990661621","20815","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-11-21 14:40:53-03","UFJF","CESJ","23207","PreservedSpecimen","Plantae","Angiosperma",NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb. Rodr.) Ames","L. Krieger; et al.","CESJ23207","1988","11","19","América do Sul","Brasil","Minas Gerais","Parque Nacional do Caparaó",NA,"epífita, na mata, à beira de curso d'água, flor branca, labelo com desenho verde e amarelo.","CESJ023207","CESJ023207","C.R. Buzzatto","2014","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2220","2220",NA,NA,NA,NA
"25","2019-08-20 10:00:53-03","UNICAMP","UEC","139839","S","Plantae","Liliopsida",NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Rodr.) Amshoff","Breier, TB; Singer, RB","1103","2003","05","14",NA,"Brazil","São Paulo","Parque Estadual Carlos Botelho",NA,NA,"UEC034275","UEC034275","Breier, TB","2004","09","Sete Barras","-47.916667","-24.166667",NA,NA,NA,NA,"-47.916667","-24.166667",NA,NA,NA,NA,NA,NA
"26","2019-08-20 10:00:53-03","UNICAMP","UEC","135328","S","Plantae","Liliopsida",NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Rodr.) Amshoff","Simões, AO; Belinello, R; Singer, RB","646","1998","12","04",NA,"Brazil","Minas Gerais","Cachoeira da Zilda, Beira de rio.",NA,"Epífita, flores branco-esverdeadas.","UEC034276","UEC034276","Singer, RB","2005","05","Carrancas","-44.6425018310547","-21.4874992370605","21143","auto","14",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-08-20 10:00:53-03","UNICAMP","UEC","139840","S","Plantae","Liliopsida",NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Rodr.) Amshoff","Breier, TB","952","2003","03","19",NA,"Brazil","São Paulo","Parque Estadual da Ilha do Cardoso, trilha morro das almas",NA,NA,"UEC034278","UEC034278","Breier, TB","2004","09","Cananéia","-47.9199981689453","-25.0100002288818","37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-10-14 10:04:10-03","FURB","FURB","13466","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb.Rodr.) Mansf.","Verdi, M.; Gasper, A.L. de","2190","2009","05","22",NA,"Brasil","Santa Catarina","Rio Hipólito.",NA,"Florística IFFSC 117(Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita;","FURB35499","FURB35499","Mancinelli, WS","2010","01","Orleans","-49.4994444","-28.2602778",NA,NA,"25",NA,"-49.4994444","-28.2602778","646","646",NA,NA,NA,NA
"29","2020-10-14 10:04:10-03","FURB","FURB","17541","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb.Rodr.) Mansf.","Schmitt, J.L.; Cristofolini, C. & Caglioni, E.","841","2009","12","09",NA,"Brasil","Santa Catarina","Rio Minador.",NA,"Epífita IFFSC e142a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; mata ciliar Habito: epífita;","FURB35494","FURB35494","Mancinelli, WS","2010","01","Orleans","-49.41","-28.17",NA,NA,"25",NA,"-49.4100000","-28.1700000","445","445",NA,NA,NA,NA
"30","2020-10-14 10:04:10-03","FURB","FURB","22183","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb.Rodr.) Mansf.","Korte, A.; Kniess, A.","2114","2010","03","11",NA,"Brasil","Santa Catarina","Campo de Zinco.",NA,"Florística IFFSC 689 (Epífita) Habitat: Ecótono Floresta O. Densa e F.O. Mista; Estágio Avançado Habito: epífita;","FURB02795","FURB02795","Rigon-Junior, MJ","2010","08","Benedito Novo","-49.5002778","-26.9102778",NA,NA,"10",NA,"-49.5002778","-26.9102778","853","853",NA,NA,NA,NA
"31","2020-10-14 10:04:10-03","FURB","FURB","22969","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb.Rodr.) Mansf.","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","1586","2010","03","12",NA,"Brasil","Santa Catarina","Vargem Grande.",NA,"Epífita IFFSC e8005a (Acima de 4m) - sobre forófito 5 Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: epífita de arbórea;","FURB35496","FURB35496","Ceolin, LM","2010","04","Florianópolis","-48.43","-27.4791667",NA,NA,"12",NA,"-48.4300000","-27.4791667","211","211",NA,NA,NA,NA
"32","2020-10-14 10:04:10-03","FURB","FURB","22997","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb.Rodr.) Mansf.","Korte, A.; Kniess, A.","2157","2010","03","17",NA,"Brasil","Santa Catarina","Faxinalzinho.",NA,"Florística IFFSC 516 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; flor verde","FURB35497","FURB35497","Ceolin, LM","2010","04","Apiúna","-49.3936111","-27.1802778",NA,NA,"12",NA,"-49.3936111","-27.1802778","793","793",NA,NA,NA,NA
"33","2020-10-14 10:04:10-03","FURB","FURB","29195","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb.Rodr.) Mansf.","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","4618","2010","04","03",NA,"Brasil","Santa Catarina","Laranjeiras.",NA,"Florística IFFSC 81 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: epífita; flor branca","FURB35495","FURB35495","Ceolin, LM","2010","07","Laguna","-48.87","-28.44",NA,NA,"13",NA,"-48.8700000","-28.4400000","246","246",NA,NA,NA,NA
"34","2020-10-14 10:04:10-03","FURB","FURB","31088","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb.Rodr.) Mansf.","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2697","2010","06","09",NA,"Brasil","Santa Catarina","Fazenda Mirador.",NA,"Epífita IFFSC e573b (Abaixo de 4m) Habitat: Ecótono Floresta O. Densa e F.O. Mista; Estágio Avançado; interior do fragmento Habito: epífita em árvore caída; flor branca com listras verdes","FURB35492","FURB35492","Mancinelli, WS; Engels, ME; Smidt, EC","2012","04","Rio do Sul","-49.59","-27.09",NA,NA,NA,NA,"-49.5900000","-27.0900000","787","787",NA,NA,NA,NA
"35","2020-10-14 10:04:10-03","FURB","FURB","31130","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb.Rodr.) Mansf.","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2758","2010","06","11",NA,"Brasil","Santa Catarina","Morro do Funil.",NA,"Epífita IFFSC e456c (Abaixo de 4m) Habitat: Floresta Ombrófila Mista; Estágio Avançado; interior do fragmento Habito: epífita de arbórea; Fruto verde; flor branca","FURB35493","FURB35493","Mancinelli, WS; Engels, ME; Smidt, EC","2012","04","Ponte Alta","-50.1322223","-27.275",NA,NA,NA,NA,"-50.1322223","-27.2750000","1131","1131",NA,NA,NA,NA
"36","2020-10-14 10:04:10-03","FURB","FURB","31135","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb.Rodr.) Mansf.","Korte, A.; Kniess, A.","3432","2010","05","21",NA,"Brasil","Santa Catarina","Parque Nacional da Serra do Itajaí.",NA,"Florística IFFSC 577 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita; flor branca","FURB35487","FURB35487","Mancinelli, WS",NA,NA,"Indaial","-49.2308334","-27.09",NA,NA,NA,NA,"-49.2308334","-27.0900000","601","601",NA,NA,NA,NA
"37","2020-10-14 10:04:10-03","FURB","FURB","31163","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb.Rodr.) Mansf.","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2922","2010","06","30",NA,"Brasil","Santa Catarina","Margem da BR 101.",NA,"Epífita IFFSC e8002c (Acima de 4m), forófito 6. Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio Avançado Habito: epífita; Fruto seco;","FURB35484","FURB35484","Mancinelli, WS",NA,NA,"Porto Belo","-48.6019444","-27.1494444",NA,NA,NA,NA,"-48.6019444","-27.1494444","6","6",NA,NA,NA,NA
"38","2020-10-14 10:04:10-03","FURB","FURB","31178","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb.Rodr.) Mansf.","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2386","2010","05","25",NA,"Brasil","Santa Catarina","Forcação.",NA,"Epífita IFFSC e801b (Acima de 4m) Habitat: Floresta Ombrófila Densa Alto Montana; Estágio Avançado; interior do fragmento Habito: epífita;","FURB35490","FURB35490","Mancinelli, WS; Engels, ME; Smidt, EC","2012","04","Doutor Pedrinho","-49.585","-26.7275",NA,NA,NA,NA,"-49.5850000","-26.7275000","785","785",NA,NA,NA,NA
"39","2020-10-14 10:04:10-03","FURB","FURB","31211","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb.Rodr.) Mansf.","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2525","2010","06","01",NA,"Brasil","Santa Catarina","Chicão - Vargem do Cedro/Parque Estadual da Serra do Tabuleiro.",NA,"Epífita IFFSC e173b (Acima de 4m) - sobre forófito 11 Habitat: Floresta Ombrófila Densa; Estágio Avançado; mata ciliar Habito: epífita de arbórea; flor branca","FURB35486","FURB35486","Mancinelli, WS",NA,NA,"São Martinho","-48.87","-28.08",NA,NA,NA,NA,"-48.8700000","-28.0800000","558","558",NA,NA,NA,NA
"40","2020-10-14 10:04:10-03","FURB","FURB","31291","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb.Rodr.) Mansf.","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","1944","2010","04","23",NA,"Brasil","Santa Catarina","Rio Minador.",NA,"Epífita IFFSC e142b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita em árvore caída; flor branca","FURB35491","FURB35491","Mancinelli, WS; Engels, ME; Smidt, EC","2012","04","Orleans","-49.41","-28.17",NA,NA,NA,NA,"-49.4100000","-28.1700000","445","445",NA,NA,NA,NA
"41","2020-10-14 10:04:10-03","FURB","FURB","31332","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb.Rodr.) Mansf.","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","1810","2010","03","29",NA,"Brasil","Santa Catarina","Fazenda Campo do Zinco.",NA,"Epífita IFFSC e689b (Acima de 4m) - sobre forófito 27 Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita de arbórea; flor corola branca","FURB35488","FURB35488","Mancinelli, WS; Engels, ME; Smidt, EC","2012","04","Benedito Novo","-49.4977777","-26.9097222",NA,NA,NA,NA,"-49.4977777","-26.9097222","788","788",NA,NA,NA,NA
"42","2020-10-14 10:04:10-03","FURB","FURB","31358","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb.Rodr.) Mansf.","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","1871","2010","04","06",NA,"Brasil","Santa Catarina","Cinema.",NA,"Epífita IFFSC e466b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita de arbórea; flor branca e labelo com listras verdes","FURB35489","FURB35489","Mancinelli, WS; Engels, ME; Smidt, EC","2012","04","Botuverá","-49.23","-27.27",NA,NA,NA,NA,"-49.2300000","-27.2700000","569","569",NA,NA,NA,NA
"43","2019-11-08 08:54:24-03","FURB","FURB","44055","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb.Rodr.) Mansf.","Caetano, J.O.","73","2014","05","18",NA,"Brasil","Santa Catarina","propriedade de Ivo Werlich.",NA,NA,"FURB35485","FURB35485","Caetano, JO","2014","05","Benedito Novo","-49.4116667","-26.785",NA,NA,NA,NA,"-49.4116667","-26.7850000","312","312",NA,NA,NA,NA
"44","2021-03-16 17:50:18-03","UCS","HUCS","38030","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb. Rodr.) Ames","Valduga, E.","253","2012","01","10",NA,"Brasil","Rio Grande do Sul","Fazenda Azaléia-Lagoa Manuel Nunes",NA,"epífita na mata de restinga",NA,NA,"Valduga, E.","2012","02","Cidreira","-50.233611","-30.085833",NA,NA,NA,NA,"-50.233611","-30.085833","10","10",NA,NA,NA,NA
"45","2021-03-16 17:50:18-03","UCS","HUCS","44512","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb. Rodr.) Ames","Gonzatti, F.","1891","2015","04","23",NA,"Brasil","Rio Grande do Sul","Lagoa das Traíras",NA,"epífita em caule de Sebastiania sp.; borda de mata",NA,NA,"Gaio, J.","2015","11","Osório","-50.191164","-29.870881",NA,NA,"19",NA,"-50.191164","-29.870881","8","8",NA,NA,NA,NA
