"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"18","2021-03-15 16:37:00-03","NY","NYBG","00861374","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","H. S. Irwin","10356","1965","11","16","South America","Brazil","Goiás","Serra do Rio Preto, ca. 14 km E. of Cabeceiras","1000","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=933237' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861374","NY00861374_01","G. Davidse","Cabeceiras","-46.85263","-15.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00861375","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","H. S. Irwin","10022","1965","11","06","South America","Brazil","Goiás","Serra dos Cristais, 75 km N. of Cristalina, on road to Brasília, D. F.","1000","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=933239' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861375","NY00861375_01","G. Davidse","Luziânia","-47.86918","-16.12388",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:53:00-03","EAO","IAN","131849","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Harley, RM; Sousa, R","10302","1968","09","28","Southern America","Brasil","Mato Grosso","Expedition Base Camp. Near lago de Leo.",NA,NA,NA,"on laterite outcrop, tufted grass with bluegreen hairy leaves. Pedicels & inflorescence axis purplish, spikelets pale green with tuft of white hairs.","IAN131849",NA,"Harley",NA,"-51.766667","-12.816667","-51.766667","-12.816667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-30 12:53:00-03","EAO","IAN","100308","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Archer, WA","4051",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN100308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-30 12:53:00-03","EAO","IAN","62482","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Chase, A","10556",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,"IAN062482","IAN062482 IAN062482_e IAN062482_e1 IAN062482_e2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-30 12:53:00-03","EAO","IAN","62275","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Archer","1936","1936",NA,NA,"Southern America","Brasil","Minas Gerais","Hérb. Jardim Bot. Rio de Janeiro.",NA,NA,NA,NA,"IAN062275","IAN062275 IAN062275_e",NA,"Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-12-12 15:31:47-03","UFABC","HUFABC","001981","PreservedSpecimen","Plantae","Angiospermas",NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Keller V.C.","110","2017","10","21",NA,"Brasil","São Paulo","Parque Estadual do Juquery, Subida para a cabeceira da pista de aviação",NA,NA,NA,"Erva","HUFABC001981",NA,"R. Rodrigues","Franco da Rocha","-46.694617","-23.338119","-46.694617","-23.338119",NA,NA,"2018","06","28",NA,NA,NA,NA,NA
"25","2020-10-27 11:22:09-03","PUCPR","HUCP","24957","S","Plantae","Monocotiledonea",NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees.","Oliveira, GC","2120","2002","12","26",NA,"Brasil","Minas Gerais","Fazenda das Perobas",NA,NA,NA,"Vereda. Herbácea ca. 0,45m de altura. Localizada a 250m da BR 497, na altura do km 18 Uberlândia, MG.","HUCP00024957","HUCP00024957",NA,"Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-10-27 11:22:09-03","PUCPR","HUCP","25044","S","Plantae","Monocotiledonea",NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees.","Oliveira, GC","1188","2002","09","30",NA,"Brasil","Minas Gerais","Reserva Vegetal do Clube Caça e Pesca Itororó",NA,NA,NA,"Vereda; herbácea ca. 0,60m de altura. Localizada a 300m da estrada vicinal RM 479 na altura do Km 1,3, Uberlândia, MG.","HUCP00025044","HUCP00025044",NA,"Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-02-08 10:16:15-03","NBC","NL-BOTANY","L.1217292","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Arthropogon","villosus","Arthropogon villosus","Nees","Vincent D",NA,"1905","11","01","Southern America","Brazil",NA,"Mincus feraes - !. [!].",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1217292 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1217292","NL-L1217292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"28","2020-02-08 10:16:15-03","NBC","NL-BOTANY","L.1217293","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Arthropogon","villosus","Arthropogon villosus","Nees","Sellow F",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1217293 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1217293","NL-L1217293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"29","2020-02-08 10:16:15-03","NBC","NL-BOTANY","U.1494257","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Arthropogon","villosus","Arthropogon villosus","Nees","Lindeman JC; Haas JH de",NA,"1966","10","17","Southern America","Brazil","Paraná","Est. Paraná, 1 km N of Jaguariaiva.",NA,NA,NA,"Campo cerrado on hill. Sandy roadside.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1494257 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1494257","NL-U1494257","Renvoize SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0250613",NA,NA,NA
"30","2020-02-08 10:16:15-03","NBC","NL-BOTANY","U.1494258","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Arthropogon","villosus","Arthropogon villosus","Nees","Oldenburger FHF; Mecenas VV",NA,"1975","11","13","Southern America","Brazil","Distrito Federal","D.F. Brasília, University Campos.",NA,NA,NA,"Cerrado.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1494258 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1494258","NL-U1494258","Renvoize SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0250637",NA,NA,NA
"31","2021-03-12 01:36:08-03","UFPI","TEPB","5877","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus",NA,"T.S. Filgueiras","772","1980","09","29",NA,"Brasil","Distrito Federal","Lago Norte",NA,NA,NA,"Plantas cerca de 1m de altura, cespitosa, espigetas verdes, aristadas.",NA,NA,"F.S.Santos Filho","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"70570","auto","1999","07","20",NA,NA,NA,NA,NA
"32","2021-03-26 00:04:27-03","UFPI","TEPB","2463","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees.","Filgueiras, T.S",NA,"1981","10","16",NA,"Brasil","Goiás",NA,NA,NA,NA,"Erva Ambiente: Campo <ll>dwc_commonname:</ll> Hortelã-rasteiro",NA,NA,"R. M. Harley","Luziânia","-47.9502983093262","-16.2525005340576",NA,NA,"83221","auto","2008","04","22",NA,NA,NA,NA,NA
"33","2021-03-26 00:04:27-03","UFPI","TEPB","2461","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees.","Filgueiras, T.S",NA,"1981","10","16",NA,"Brasil","Goiás",NA,NA,NA,NA,"Ambiente: Campo <ll>dwc_commonname:</ll> Hortelã-pimenta",NA,NA,NA,"Luziânia","-47.9502983093262","-16.2525005340576",NA,NA,"83221","auto",NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-19 10:24:45-03","CPAP","CPAP","11732","PreserverdSpecimen","Plantae",NA,NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Pott, A.","6539","1993","10","14",NA,"Brasil","MS","12,5 km Sul de Rio Negro na estrada MS-419 de Rio Negro a Aquidauana, Pantanal","130","130",NA,"Erva cespitosa. FLOR: . FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: Dominante. AMBIENTE: Cerradão ralo de Curatella, Hymenaea, Arthropogon. SUBSTRATO: solo arenoso. RELEVO: plano.",NA,NA,NA,"Aquidauana","-55.25","-19.466667","55°15' W","19°28' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-02-15 11:47:26-02","IPA","IPA","52214","S","Plantae","Plantae",NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees.","Mendonça, R.C.; Alvarenga, D.; Alvarenga, D.","762","1986","10","14","Southern America","Brasil","Distrito Federal","Reserva ecológica do IBGE, Área nº 5 de amostragem para coletas de material bitânico.",NA,NA,NA,"Campim cespitoso, ereto.","IPA0052214",NA,"Filgueiras, T.S.","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"70570","auto","1986","10",NA,NA,NA,NA,NA,NA
"36","2019-02-15 11:47:26-02","IPA","IPA","8845","S","Plantae","Plantae",NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees.","Pickel, B.","5144","1941","01","07","Southern America","Brasil","São Paulo","Fazendo Rosário, Num campo alto.",NA,NA,NA,NA,"IPA0008845",NA,"Chase","Jundiaí","-46.8800010681152","-23.1800003051758",NA,NA,"17840","auto","1941","03",NA,NA,NA,NA,NA,NA
"37","2020-12-20 21:18:53-03","UFV","VIC","3095","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Chase, A.","10556","1930","01","09",NA,"Brasil","Minas Gerais","São Miguel - noroeste de Formiga, Campo.",NA,NA,NA,"Ereta.","VIC003095","VIC003095",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-11-21 14:42:08-03","UFJF","CESJ","2457","PreservedSpecimen","Plantae","Angiosperma",NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","L. Roth","CESJ2457","1955","09","19","América do Sul","Brasil","Minas Gerais","Serra do Curral (Pico)",NA,NA,NA,"Em touceiras, no cerrado, sobre canga, florescendo após as queimadas.","CESJ002457",NA,"L. Roth","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-01 16:20:22-03","UNICAMP","UEC","204232","S","Plantae","Liliopsida",NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Pilon, NAL; Durigan, G","311","2017","09","01",NA,"Brazil","São Paulo","Estação Ecológica de Águas de Santa Bárbara",NA,NA,NA,"Gramínea cespitosa, rizomatosa, colmos e espiguetas rosadas, floração intensa 1 mês após o fogo; Campo Úmido","UEC183043","UEC183043","Pilon, NAL","Águas de Santa Bárbara","-49.242153","-22.810417","-49.242153","-22.810417",NA,NA,"2017","09","01",NA,NA,NA,NA,NA
"40","2019-08-20 10:01:09-03","UNICAMP","UEC","26438","S","Plantae","Liliopsida",NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Filgueiras, TS","921A","1980","09","29",NA,"Brazil","Distrito Federal","Lago Norte",NA,NA,NA,"Planta cerca de 1 m de altura; cespitosa; espiguetas verdes, aristadas.","UEC071783","UEC071783","Filgueiras, TS","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"70570","auto","1981",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-01 16:20:22-03","UNICAMP","UEC","46526","S","Plantae","Liliopsida",NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Filgueiras, TS","772","1980","09","29",NA,"Brazil","Distrito Federal","Lago Norte.",NA,NA,NA,"Planca cerca de 1m de altura; cespitosa; espiguetas verdes, aristadas.","UEC071781","UEC071781","Filgueiras, TS","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"70570","auto","1981",NA,NA,NA,NA,NA,NA,NA
"42","2019-08-20 10:01:09-03","UNICAMP","UEC","26438","S","Plantae","Liliopsida",NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Filgueiras, TS; Pereira, BAS","921","1981","10","16",NA,"Brazil","Distrito Federal","São Bartolomeu., Campo.",NA,NA,NA,"Frequente, porém em fim de floração.",NA,NA,"Filgueiras, TS","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"70570","auto","1981",NA,NA,NA,NA,NA,NA,NA
"43","2019-08-20 10:01:09-03","UNICAMP","UEC","32011","S","Plantae","Liliopsida",NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Filgueiras, TS","921B","1981","10","12",NA,"Brazil","Minas Gerais","Campo, Frequente na área.",NA,NA,NA,"Capim cespitoso.","UEC071784","UEC071784","Filgueiras, TS","Unaí","-46.9061012268066","-16.3575000762939",NA,NA,"97926","auto","1981",NA,NA,NA,NA,NA,NA,NA
"44","2020-10-14 10:04:54-03","FURB","FURB","1302","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Oliveira, F.C.A.","968","1997","11","19",NA,"Brasil","Goiás","Fazenda Engenho, ca. 11km de Niquelândia/Dois Irmãos.","655","655",NA,"Queimado ca. 60 dias. Relevo levemente ondulado. Folhas verdes, cartáceas. Habitat: Cerrado; solo argiloso e pedregoso Habito: herbácea heliófita;","FURB03070","FURB03070","Filgueiras, TS","Niquelândia","-48.4597015380859","-14.4738998413086",NA,NA,"74171","auto","1999","05","01",NA,NA,NA,NA,NA
"45","2020-12-21 16:40:03-03","MBM","MBM","217819","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Wanderley, M.G.; et al.; et al.","1687",NA,NA,NA,"Southern America","Brazil","Goiás","Chapada dos Veadeiros",NA,NA,NA,NA,"MBM217819","MBM217819","Davidse, G.","Alto Paraíso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:40:03-03","MBM","MBM","417749","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Oliveira, G.C.","1750","2002","11","27","Southern America","Brazil","Minas Gerais","Fazenda das Perobas, A 250 m da BR 497, na altura do Km 18",NA,NA,NA,"Herbácea ca. 0,40m altura.; Vereda.","MBM417749","MBM417749",NA,"Uberlândia","-48.459139","-19.006889","-48.459139","-19.006889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-21 16:40:03-03","MBM","MBM","218687","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Hatschbach, G.; Barboza, E.; Deodato, F.; Barboza, E.; Deodato, F.","67110",NA,NA,NA,"Southern America","Brazil","Paraná","Morro Cajuru",NA,NA,NA,NA,"MBM218687","MBM218687","Longhi-Wagner, H.M.","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA
"48","2015-09-03 23:25:31-03","MNHN","RECOLNAT_MNHN_P","P01863851","PreservedSpecimen",NA,NA,NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Saint-Hilaire, A.",NA,"1816","1","1",NA,"Brasil","Minas Gerais",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01863851' target='other'> <mi>dwc_moreinfo</mi></a>","P01863851","P01863851_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B1 1703",NA,NA
"49","2015-09-03 23:25:31-03","MNHN","RECOLNAT_MNHN_P","P01863853","PreservedSpecimen",NA,NA,NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Saint-Hilaire",NA,"1816","1","1",NA,"Brasil","Minas Gerais",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01863853' target='other'> <mi>dwc_moreinfo</mi></a>","P01863853","P01863853_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"292",NA,NA
