"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","typeStatus","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","00997053","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","G. G. Hatschbach","40606","1977","12","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1145980' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997053",NA,"Magnoliophyta","Malpighiales","Mart.","T. C. Plowman","Mato Grosso do Sul","Iguatemi","Porto Frangeli. Margens rio Paraná.","-54.5608","-23.6806","NY00997053_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1016416","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","E. H. A. Rodrigues","373","1997","11","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1162539' target='other'> <mi>dwc_moreinfo</mi></a>","NY01016416",NA,"Magnoliophyta","Malpighiales","Mart.","E. L. M. Catharino","São Paulo","Jaboticabal","Faz. Sta. Izabel. Na marg. esq. do Rio Mogi-guaçu, área inundável. Mat. botânico coletado do indivíduo no. 81, amostrado na parcela pela coletora para estudo fitossociológico.","-48.3197","-21.25","NY01016416_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","399866","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","Martii Herbar. Florae Brasil.","265","1841","10",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=717272' target='other'> <mi>dwc_moreinfo</mi></a>","NY00399866","isotype","Magnoliophyta","Malpighiales","Mart.",NA,NA,NA,"Morro do Ernesto, Cuyabá",NA,NA,"NY00399866_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00997055","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","B. D. Sucre","10392","1973","12","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1145994' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997055",NA,"Magnoliophyta","Malpighiales","Mart.","T. C. Plowman","Mato Grosso do Sul","Campo Grande","Sitio do Dr. Alfredo Neder.","-54.6464","-20.4431","NY00997055_01","550","550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00997045","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","G. T. Prance","59379","1964","10","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1145213' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997045",NA,"Magnoliophyta","Malpighiales","Mart.","T. C. Plowman","Mato Grosso","Água Boa","46 km north of Chavantina, Rio Vau. Serra do Roncador.","-52.1583","-14.0503","NY00997045_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00997058","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","N. A. Rosa","2959","1978","07","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1146010' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997058",NA,"Magnoliophyta","Malpighiales","Mart.","T. C. Plowman","Maranhão","Santa Inês","Margem direita do Rio Pindaré proximo da Rod. BR-316.","-45.38","-3.6669","NY00997058_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00997054","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","G. G. Hatschbach","63421","1995","10","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1145990' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997054",NA,"Magnoliophyta","Malpighiales","Mart.","N. Hensold","Mato Grosso do Sul","Aquidauana","Estrada Ecológica, Serra de Maracaju.","-55.7869","-20.4711","NY00997054_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1182104","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","P. G. Delprete","9014","2004","10","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1397205' target='other'> <mi>dwc_moreinfo</mi></a>","NY01182104",NA,"Magnoliophyta","Malpighiales","Mart.","J. L. da Costa Lima","Goiás","Iporá","Parque Ecológico da Cachoeirinha, Junção do Córrego Tamanduá.","-51.1342","-16.4428","NY01182104_01","460","460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","02171769","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","Collector unspecified","1955",NA,NA,NA,"South America","Brazil","sheet",NA,"Herb. [illegible] Vien. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2322501' target='other'> <mi>dwc_moreinfo</mi></a>","NY02171769",NA,"Magnoliophyta","Malpighiales","Mart.",NA,NA,NA,NA,NA,NA,"NY02171769_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","808418","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","W. W. Thomas","5615","1987","12","03","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=801334' target='other'> <mi>dwc_moreinfo</mi></a>","NY00808418",NA,"Magnoliophyta","Malpighiales","Mart.","M. H. Nee","Santa Cruz","José Miguel de Velasco","Serrania de Huanchaca, Parque Nacional Prof. Noel Kempff Mercado Cerrado between airstrip and destroyed cocaine refinery.","-60.72","-14",NA,"800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00997057","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","S. L. M. Moore","620","1891",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1146006' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997057",NA,"Magnoliophyta","Malpighiales","Mart.",NA,"Mato Grosso",NA,NA,NA,NA,"NY00997057_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00997042","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","H. S. Irwin","6784","1964","10","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1145207' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997042",NA,"Magnoliophyta","Malpighiales","Mart.","T. C. Plowman","Mato Grosso",NA,"Ca. 90 km. N. of Xavantina.","-52.4","-13.83","NY00997042_01","300","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","822906","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","G. G. Hatschbach","15783","1967","01","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=929817' target='other'> <mi>dwc_moreinfo</mi></a>","NY00822906",NA,"Magnoliophyta","Malpighiales","Mart.","J. L. da Costa Lima","Paraná",NA,"Bank of Rio Paraná, escarpment of red sandstone called Paredão das Araras, near Pôrto Camargo.",NA,NA,"NY00822906_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","02448348","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","W. Milliken","73","1987","04","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2626380' target='other'> <mi>dwc_moreinfo</mi></a>","NY02448348",NA,"Magnoliophyta","Malpighiales","Mart.",NA,"Roraima",NA,"Riverside vegetation / grassy savanna boundary neear station","-61.433333","3.366667","NY02448348_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","01081294","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","U. Pastore","56","1986","03","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1224160' target='other'> <mi>dwc_moreinfo</mi></a>","NY01081294",NA,"Magnoliophyta","Malpighiales","Mart.","J. D. C. Arouck-Ferreira","São Paulo","Teodoro Sampaio","Reserva Florestal Morro do Diabo-Sul; Folha SF.22-Y-B; Ponto 22.","-52.1597","-22.5303","NY01081294_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","02448349","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","G. G. Hatschbach","15783","1967","01","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2626381' target='other'> <mi>dwc_moreinfo</mi></a>","NY02448349",NA,"Magnoliophyta","Malpighiales","Mart.",NA,"Paraná","Icaraíma","Rio Paraná, paredão das Araras.","-53.6139","-23.3958","NY02448349_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00997059","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","G. C. G. Argent","6352","1967","09","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1146016' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997059",NA,"Magnoliophyta","Malpighiales","Mart.","T. C. Plowman","Mato Grosso","Xavantina","By Rio das Mortes, just above Ferry, Xavantina.","-52.23","-14.63","NY00997059_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","399867","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","Martii Herbar. Florae Brasil.","265",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=717273' target='other'> <mi>dwc_moreinfo</mi></a>","NY00399867","isotype","Magnoliophyta","Malpighiales","Mart.",NA,NA,NA,"Brasilia",NA,NA,"NY00399867_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00997047","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","W. W. Thomas","4610","1985","10","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1145221' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997047",NA,"Magnoliophyta","Malpighiales","Mart.","T. C. Plowman","Mato Grosso","Poconé","Pantanal. Along Rio Cassangé at crossing of Transpantaneira (MT060), 69 km N of Porto Jofre","-56.87","-16.9","NY00997047_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","1551398","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","G. T. Prance","59516","1964","10","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1158867' target='other'> <mi>dwc_moreinfo</mi></a>","NY01551398",NA,"Magnoliophyta","Malpighiales","Mart.","O. A. Jara-Muñoz","Goiás","Jataí","Serra do Caiapó. 13 km N of Jataí, road Jataí to Caiaponia.","-51.7142","-17.8817","NY01551398_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00997061","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","L. M. M. Carreira","660","1983","03","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1146023' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997061",NA,"Magnoliophyta","Malpighiales","Mart.","M. G. da Silva","Mato Grosso","Santo Antônio do Leverger","Engenho Velho.","-56.0767","-15.8658","NY00997061_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00997044","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","C. C. Berg","P18478","1973","10","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1145211' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997044",NA,"Magnoliophyta","Malpighiales","Mart.","T. C. Plowman","Mato Grosso",NA,"Rio Aripuanã, at base of Salto dos Dardanelos, west side of river.","-59.35","-10.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00997043","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","C. C. Berg","P18461","1973","10","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1145209' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997043",NA,"Magnoliophyta","Malpighiales","Mart.","T. C. Plowman","Mato Grosso",NA,"Rio Aripuanã, forest along Baihia, near Humboldt Center","-59.35","-10.2","NY00997043_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00997049","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","C. A. Cid Ferreira","6070","1985","09","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1145229' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997049",NA,"Magnoliophyta","Malpighiales","Mart.","T. C. Plowman","Mato Grosso","Nobres","BR 163, Rod. Cuiabá-Sinop a 145 km ao S de Sinop. Próx. a Lucas do Rio Verde.","-55.92","-13.08","NY00997049_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00997051","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","J. A. Ratter","R.483","1967","08","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1145236' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997051",NA,"Magnoliophyta","Malpighiales","Mart.","T. C. Plowman","Mato Grosso","Xavantina","Growing on banks of sand on a low islet in the Rio das Mortes.","-52.33","-14.73","NY00997051_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-02-18 09:29:15-03","UNESP-IBB","BOTU","9623","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","Amaral Jr., A.","51","1998","06","17",NA,"Brasil",NA,NA,"Arbusto heliófilo, 3-4 m de altura","BOTU009623",NA,NA,NA,"Mart.",NA,"Mato Grosso do Sul","Anaurilândia",NA,"-52.923056","-22.275",NA,NA,NA,"52°55'23w","22°16'30s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-02-18 09:29:15-03","UNESP-IBB","BOTU","26712","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","Oliveira, F.C.A.","1293","2008","10","09",NA,"Brasil",NA,NA,"Arvoreta ca., 3 m de altura, folhagem nove,cálice cor creme, estígmas branco, botões amareladso","BOTU026712",NA,NA,NA,"Mart.","Amaral Jr., A.","Tocantins","Formoso do Araguaia",NA,NA,NA,NA,NA,NA,"9999","9999","2010","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-02-18 09:29:15-03","UNESP-IBB","BOTU","25380","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","Cavalcanti, T.B.","2723","2001","09","05",NA,"Brasil",NA,NA,"Arbusto com 2 m de altura, flor vermelhas","BOTU025380",NA,NA,NA,"Mart.","Amaral Jr., A.","Minas Gerais","Cabeceira Grande",NA,NA,NA,NA,NA,NA,"9999","9999","2010","08","16",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-02-18 09:29:15-03","UNESP-IBB","BOTU","9902","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","Beck, S.G.","16666","1988","09","11",NA,"Bolívia",NA,NA,"Arbolito de 3 m de altura, flores blancas, frutos immaturos","BOTU009902",NA,NA,NA,"Mart.","Amaral Jr., A.","Yavuma","Unos",NA,NA,NA,NA,NA,NA,"9999","9999","1998","01","12",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-02-18 09:29:15-03","UNESP-IBB","BOTU","21218","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","Rodrigues, E.A.","330","1995","07","21",NA,"Brasil",NA,NA,"Arbusto 2,5 m de altura, com flores e frutos imaturos","BOTU021218",NA,NA,NA,"Mart.","Amaral Jr., A.","São Paulo","Jabotical",NA,NA,NA,NA,NA,NA,"9999","9999","1997","04","10",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-02-18 09:29:15-03","UNESP-IBB","BOTU","32006","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","Silva, J.M.","2535","1998","09","07",NA,"Brasil",NA,NA,NA,"BOTU032006",NA,NA,NA,"Mart.",NA,"Paraná","Diamante do Norte","Estação Ecológica de Caiuá.",NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-02-18 09:29:15-03","UNESP-IBB","BOTU","26703","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","Souza Silva, S.","369","2007","10","16",NA,"Brasil",NA,NA,"Arbusto ca., 1,30 mm de altura, frutos imaturos cor verde, maduros vermelho escuro","BOTU026703",NA,NA,NA,"Mart.","Amaral Jr., A.","Goiás","Montes Claros de Goiás",NA,"-51.846111","-15.894444",NA,NA,NA,"51°50'46w","15°53'40s","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-02-18 09:29:15-03","UNESP-IBB","BOTU","22266","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","Amaral Jr., A.","221","1998","10","15",NA,"Brasil",NA,NA,"Árvore 3-4m, com botões, flores cremes e frutos verdes e vermelhos.","BOTU022266",NA,NA,NA,"Mart.",NA,"Mato Grosso do Sul","Anaurilândia",NA,"-52.509722","-21.996389",NA,NA,NA,"52°30'35w","21°59'47s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
