"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","typeStatus"
"324","2021-03-25 13:51:37-03","UNIVILLE","JOI","14112","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Renato Colares","2019","01","09","A. Stival-Santos","635","2009","04","23","Brasil","Santa Catarina","Macieira","Paiol da Pedra-Macieira.","-51.303333","-26.818889","51º18'12''W","26º49'8''S","931","931","Florística IFFSC 725 (Arbórea) - Herbário Dr. Roberto Miguel Klein - 12241; HABITAT: entorno do fragmento; HABITO: arbórea; TIPO VEGETACIONAL: Floresta Ombrófila Mista","JOI014112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","2021-03-25 13:51:37-03","UNIVILLE","JOI","17404","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Pastório FF","2015","02","06","Oliveira A.A. de","1044","2015","01","21","Brasil","Santa Catarina","Bom Retiro","Fazenda Reunidos Canto Novo LTDA","-49.4975","-27.901389","49º29'51''W","27º54'5''S","111","111","Estágio avançado","JOI017404","JOI017404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","2021-03-25 13:51:37-03","UNIVILLE","JOI","8289","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Renato Colares","2019","01","09","S. Dreveck, M. Verdi; M. B. Godoy","236",NA,NA,NA,"Brasil","Santa Catarina","Curitibanos","Florística IFFSC 409. Classe da floresta: estágio médio de regeneração.","-50.584400177002","-27.2828006744385",NA,NA,NA,NA,NA,"JOI008289",NA,NA,NA,NA,NA,"25987","auto",NA,NA,NA,NA,NA
"327","2021-03-25 13:51:37-03","UNIVILLE","JOI","7950","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","M. Sobral","2008","04","01","M. Verdi; S. Dreveck","352",NA,NA,NA,"Brasil","Santa Catarina","Curitibanos","IFFSC 562/N/02. FOM. Classe da floresta: estágio médio de regeneração (degradado). Agropecuária Nossa Senhora Aparecida.","-50.584400177002","-27.2828006744385",NA,NA,NA,NA,NA,"JOI007950",NA,NA,NA,NA,NA,"25987","auto",NA,NA,NA,NA,NA
"328","2021-03-25 13:51:37-03","UNIVILLE","JOI","11398","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Colares, R.","2018","08","13","Verdi, M.","1929","2009","04","03","Brasil","Santa Catarina","Urubici","Campo dos Padreas.","-49.5917015075684","-28.0149993896484",NA,NA,"1482","1482","Fito IFFSC 192/O/16; HABITO: Árvore; TIPO VEGETACIONAL: Floresta Ombrófila Mista","JOI011398","JOI011398",NA,NA,NA,NA,"30102","auto",NA,NA,NA,NA,NA
"329","2019-10-07 09:11:22-03","UEFS","HUEFS","132939","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","V.C.Souza","2007","04",NA,"Sanches, J.H.","88","2007","04","06","Brasil","Santa Catarina","Bocaina do Sul","Fazenda Farofa, do outro lado do Morro do Campo drenado.","-49.9444007873535","-27.7444000244141",NA,NA,NA,NA,"Secundária de floresta Ombrófila Mista.","HUEFS0132939","HUEFS0132939","Angiospermae","Asterales",NA,NA,"18696","auto","Asteranae",NA,NA,NA,NA
"330","2019-06-24 08:12:22-03","IAC","IAC","38568","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","R.B. Torres","2002","10","13","R.B. Torres & E.V. Franceschinelli et al.","804","1999","10","13","Brasil","Minas Gerais","Camanducaia","Mata dos Mota","-46.1447","-22.7553","-46.1447","-22.7553",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","2019-06-24 08:12:22-03","IAC","IAC","39626","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","J. Semir & J.R. Stehmann","2002","09","04","R.B. Torres et al.","1278","2000","07","04","Brasil","Minas Gerais","Camanducaia","Mata ciliar do Canela","-46.1447","-22.7553","-46.1447","-22.7553",NA,NA,"UTM(23)= 401518 L, 7486468 N, 1623 m.s.m.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","2019-06-24 08:12:22-03","IAC","IAC","51395","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","R.B. Torres & C.F. Nardin","2012","01","06","E. Ramos & T.B. Conforti","217","2007","04","21","Brasil","Minas Gerais","Caldas",NA,"-46.3861","-21.9236","-46.3861","-21.9236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","2020-07-23 11:59:02-03","CEPLAC","CEPEC","61467","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens",NA,"S. V. A. Pessoa",NA,NA,NA,"S. V. A. Pessoa","522","1974","02","04","Brasil","Rio de Janeiro","nova friburgo","Reserva Ecologica Municipal de Macaé de Cima. Estrada p/ Sítio Sophronites.","-42.05","-22","42W3'","22S0'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1990",NA,NA,NA
"334","2020-07-23 11:59:02-03","CEPLAC","CEPEC","133965","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens",NA,"M. M. Saavedra",NA,NA,NA,"R. Guedes","2533",NA,NA,NA,"Brasil","Rio de Janeiro","ITATIAIA",NA,"-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA
"335","2019-11-12 16:42:43-03","URICER","HPBR","8023","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less) Cabr","BUTZKE,A.",NA,NA,NA,"BUTZKE,A.",NA,"1991","05","12","Brasil","RS","Barão de Cotegipe",NA,"-52.3796997070312","-27.6208000183105",NA,NA,NA,NA,NA,"HPBR008023",NA,NA,NA,NA,NA,"19366","auto",NA,NA,"1",NA,NA
"336","2019-11-12 16:42:43-03","URICER","HPBR","9868","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less)",NA,NA,NA,NA,"ZANARDI,C.",NA,"1999","10","12","Brasil","RS","Erechim",NA,"-52.2738990783691","-27.6341991424561",NA,NA,NA,NA,NA,"HPBR009868",NA,NA,NA,NA,NA,"46790","auto",NA,NA,"1",NA,NA
"337","2019-11-12 17:14:47-03","URICER","HPBR","10363","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","BUDKE, J. C.","2007","08","03","DALAVALE, L.",NA,"2007","06","15","Brasil","RS","Erechim","PARQUE LONGINES MALINOWSKI","-52.2738990783691","-27.6341991424561",NA,NA,NA,NA,"2m de altura, folhas formando galha no peciolo, face abaxial pilosa, espinhos no caule","HPBR010363",NA,NA,NA,NA,NA,"46790","auto",NA,NA,"2",NA,NA
"338","2020-12-17 17:06:59-03","UEM","HUEM","21861","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Adriano Maruyama","2020","04","20","Pascotto, CR","109","2011","07","29","Brasil","Paraná","Diamante do Norte","Estação Ecológica de Caiuá, trilha do Reflorestamento","-52.816667","-22.616667","-52.816667","-22.616667","272","272","Trepadeira; inflorescência de coloração branca com amarelo.; Floresta Estacional Semidecidual","HUEM000002044","HUEM000002044",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","2019-07-02 15:55:02-03","UEM","HUEM","22232","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","L.M.Garcia","2011",NA,NA,"L.M.Garcia","114","2009","09","12","Brasil","Paraná","Maringá","fazenda do CESUMAR, próximo a cerca, do lado de cima da mata.","-51.866592","-23.346092","-51.866592","-23.346092","439","439","arbustiva; 1,5 m; flores de coloração bege.; Floresta Estacional Semidecidual.","HUEM000001424","HUEM000001424",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","2020-12-17 17:06:59-03","UEM","HUEM","28382","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Adriano Maruyama","2020","04","22","Ma.C.Souza; col.","3116","2007","09","01","Brasil","Paraná","Diamante do Norte","Estação Ecológica do Caiuá","-52.866667","-22.616667","-52.866667","-22.616667",NA,NA,"Arbusto escandente.","HUEM000002115","HUEM000002115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","2020-11-04 17:28:36-03","UEM","HUEM","1474","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Hatschbach, G","1986","09",NA,"J.M.Silva; Cordeiro, J","121","1986","07","14","Brasil","Paraná","Campina Grande do Sul","Serra do Capivari Grande","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"Arbusto de 1m, flor creme; campo recém queimado","HUEM000001425","HUEM000001425",NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA
"342","2020-11-12 16:58:19-03","UEL","FUEL","48239","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Ferreira Jr, M","2010","12","02","Ferreira Jr, M; Marques, JN; Almeida, CS; Francisco, EM; Rossetto, EFS","173","2009","08","28","Brasil","Paraná","Mauá da Serra","Estância Manain","-51.133333","-23.85","-51.133333","-23.85",NA,NA,NA,NA,NA,"Tracheophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","2020-11-12 16:58:19-03","UEL","FUEL","49080","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Sobral, M","2009","07","17","Verdi, M; Hasckel, RP; Klemz, G","1889","2009","04","06","Brasil","Santa Catarina","Urubici","São Pedro, borda da mata","-49.419167","-28.074167","-49.419167","-28.074167","998","998",NA,NA,NA,"Tracheophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","2020-11-12 16:58:19-03","UEL","FUEL","9761","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Monge, M","2016","01",NA,"Vieira, AOS; Yamamoto, KY","26271","1992","05","04","Brasil","Rio de Janeiro","Nova Friburgo","Subida para Pico da Caledonia, Próx. entrada da DAE","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Asterales",NA,NA,"33190","auto",NA,NA,NA,NA,NA
"345","2020-11-12 16:58:19-03","UEL","FUEL","45845","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Gasper, AL","2008","04","30","Gasper, AL; Dreveck, S; Brogni, E","1729","2008","04","30","Brasil","Santa Catarina","Bom Retiro","Bom Retiro, Floresta Ombrófila Mista","-49.489200592041","-27.7971992492676",NA,NA,"1015","1015",NA,NA,NA,"Tracheophyta","Asterales",NA,NA,"35974","auto",NA,NA,NA,NA,NA
"346","2020-11-12 16:58:19-03","UEL","FUEL","45720","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Verdi, M","2008","04","10","Verdi, M; Carneiro, FE","22695","2008","04","10","Brasil","Santa Catarina","Lages","Classe da floresta: estágio médio de regeneração","-50.326099395752","-27.8160991668701",NA,NA,"825","825",NA,NA,NA,"Tracheophyta","Asterales",NA,NA,"70701","auto",NA,NA,NA,NA,NA
"347","2020-11-12 16:58:19-03","UEL","FUEL","45652","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Verdi, M","2008","05","06","Verdi, M; Carneiro, FE","658","2008","05","06","Brasil","Santa Catarina","Otacílio Costa","Fundo do Campo (Baianos)","-50.121898651123","-27.4831008911133",NA,NA,"863","863",NA,NA,NA,"Tracheophyta","Asterales",NA,NA,"48988","auto",NA,NA,NA,NA,NA
"348","2020-11-12 16:58:19-03","UEL","FUEL","49142","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Verdi, M","2009","04","27","Verdi, M; Gasper, AL","2072","2009","04","27","Brasil","Santa Catarina","Urubici","Xaxim, Floresta Ombrófila Mista","-49.5917015075684","-28.0149993896484",NA,NA,"1407","1407",NA,NA,NA,"Tracheophyta","Asterales",NA,NA,"30102","auto",NA,NA,NA,NA,NA
"349","2020-11-12 16:58:19-03","UEL","FUEL","31500","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Pastore, JA","1986",NA,NA,"Pastore, JA; et al.","s.n.","1984","07","11","Brasil","São Paulo","Campos do Jordão","Parque Estadual do Instituto Florestal","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Asterales",NA,NA,"21048","auto",NA,NA,NA,NA,NA
"350","2019-11-01 14:53:42-03","UnB","UB","123830","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Roque, N","2013","01",NA,"Pinto, GCP","26681","1981","08","26","Brasil","Bahia","Morro do Chapéu","Serra da Babilônia","-41.1561012268066","-11.5500001907349",NA,NA,NA,NA,"Flores branco-amareladas, com brácteas involucrais multiseriadas; Arbusto 1m. Folhas alternas, levemente pilosas, acúleos nas axilas; Carrasco. Solo pedregoso",NA,NA,"Dicotyledoneae",NA,"Southern America",NA,"98143","auto",NA,NA,NA,NA,NA
"351","2019-11-01 14:53:42-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Cabrera, AL","1964",NA,NA,"Reita, R","6684","1963","02","05","Brasil","Santa Catarina","Urubici","Vacas Gordas","-49.5917015075684","-28.0149993896484",NA,NA,"10","10","Árvore armada; Mata",NA,NA,"Dicotyledoneae",NA,"Southern America",NA,"30102","auto",NA,NA,NA,NA,NA
"352","2019-11-01 14:53:42-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Proença, CEB","2017","10",NA,"Kubota, KSG","14","2017","09","02","Brasil","Distrito Federal","Brasília","Parque Ecológico Ermida Dom Bosco","-47.809444","-15.798333","-47.809444","-15.798333",NA,NA,"Material testemunha - Projeto de Iniciação Científica da aluna Karina Shizue Gadelha Kubota - Levantamento florístico do Parque Ecológico Ermida Dom Bosco; Arbusto. Caule coberto de espinhos",NA,NA,"Dicotyledoneae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"353","2019-10-03 10:03:24-03","UFSCar","SORO","631","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera",NA,NA,NA,NA,"Casali, M. F.; Damasceno, V. F. F.","116","2008","09","27","Brasil","São Paulo","Iperó","Floresta Nacional de Ipanema","-47.6800003051758","-23.3500003814697",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17831","auto",NA,NA,NA,NA,NA
"354","2019-05-06 11:53:05-03","UFU","HUFU","68791","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Saavedra, M.","2008","07",NA,"Saavedra, M.M.; Fraga, C.N.; Goldenberg, R. & Mynssen, C.","747","2008","05","02","Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande, Trilha das piscinas para o mirante.","-41.086111","-20.516111","-41.086111","-20.516111","1100","1400","Árvore ca. 10 alt. tronco e rebrotos com espinhos em feixes, caule com lenticelas, ramos inermes ou com dois pequenos espinhos na base dos pecíolos, brácteas involucrais acastanhadas com margens creme, corolas e ramos do estilete cr","HUFU00045249","HUFU00045249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","2019-05-06 11:53:05-03","UFU","HUFU","68792","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera",NA,NA,NA,NA,"Saavedra, M.M.; Labiak, P.; Fraga, C.N.; Goldenberg, R. &","825","2008","07","20","Brasil","Espírito Santo","Castelo","Distrito de Forno Grande, Localidade Rio Manso.","-41.120556","-20.524444","-41.120556","-20.524444","1480","1480","Árvore ca. 8 m alt., ramos castanhos com espinhos retos, brácteas involucrais castanhos escuro, corolas, anteras e ramos do estilete amarelo claro, papus creme.; Floresta Ombrófila Densa Altomontana com inselbergues.","HUFU00045248","HUFU00045248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","2019-05-10 16:39:36-03","UFU","HUFU","72122","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Nakajima, J.N.","2019","04",NA,"Martinelli, G.; Quadros, C.","18310","2014","04","19","Brasil","Minas Gerais","Passa Quatro","Tijuco Preto, Trilha para o Pico do Tijuco Preto","-44.916667","-22.441389","-44.916667","-22.441389","2300","2300","Arvoreta, 10 m alt.; folhas verdes discolores; flores com capítulos castanhos com flores amarelas; botões florais castanhos.; Campos de altitude.","HUFU00059001","HUFU00059001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","2020-08-20 14:55:05-03","UFSC","FLOR","48812","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Bringel Jr, J.B.","2006","03",NA,"Guarino, E.S.G.; et alii","972","2006","02","09","Brasil","Santa Catarina","Anita Garibaldi","Portão de entrada da UHE Barra Granbde, sentido Anita Garibaldi.","-51.176667","-27.7725","51º10'36''W","27º46'21''S","1006","1006","arbusto, flor verde, botões florais marrom, 3m altura. Frequência comum.","FLOR0048812","FLOR0048812",NA,"Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","2020-08-20 20:38:05-03","UFSC","FLOR","1359","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Hatschbach, G.","1967",NA,NA,"Hatschbach, G.; Lindeman, J. & Haas, H.","13853","1966","02","12","Brasil","Paraná","Bituruna","Faxinal.","-51.5525016784668","-26.1613998413086",NA,NA,NA,NA,"árvore, flor receptáculo 10YR 5/6, capítulos 5Y 9/6, 8m altura","FLOR0001359","FLOR0001359",NA,"Asterales",NA,NA,"30743","auto",NA,NA,NA,NA,NA
"359","2020-08-20 20:38:05-03","UFSC","FLOR","7849","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Falkenberg, D.B.","1985",NA,NA,"Falkenberg, D.B.","2340","1985","04","26","Brasil","Rio Grande do Sul","Cambará do Sul","Josafá.","-50.1446990966797","-29.0478000640869",NA,NA,"990","990","árvore pequena, 5m altura","FLOR0007849","FLOR0007849",NA,"Asterales",NA,NA,"30776","auto",NA,NA,NA,NA,NA
"360","2020-08-20 20:38:05-03","UFSC","FLOR","8130","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Klein, R.M.","1982",NA,NA,"Pastore, U.","7a","1980","10","15","Brasil","Rio Grande do Sul","Farroupilha","Nova Milano.","-51.3478012084961","-29.2250003814697",NA,NA,"650","650","arbóreo","FLOR0008130","FLOR0008130",NA,"Asterales",NA,NA,"19545","auto",NA,NA,NA,NA,NA
"361","2020-08-20 20:38:05-03","UFSC","FLOR","30432","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Klein, R.M.","1982",NA,NA,"Pastore, U.","7a","1980","10","15","Brasil","Rio Grande do Sul","Farroupilha","Nova Milano.","-51.3478012084961","-29.2250003814697",NA,NA,"650","650","arbóreo; espinhos nos galhos mais grossos, flor com. Freqüente","FLOR0030432",NA,NA,"Asterales",NA,NA,"19545","auto",NA,NA,NA,NA,NA
"362","2020-08-20 20:38:05-03","UFSC","FLOR","5121","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Klein, R.M.","1981",NA,NA,"Sohn, S.; Campos, J.M.","27","1981","02","12","Brasil","Santa Catarina","Campos Novos","12 km de Abdon Batista em direção a Lages.","-51.2249984741211","-27.4016990661621",NA,NA,NA,NA,"árvore, flor branca-amarelada. Folhas pequenas lanceoladas verdes, com espinho na ponta, tem espinho na base das inflorescências","FLOR0005121","FLOR0005121",NA,"Asterales",NA,NA,"43319","auto",NA,NA,NA,NA,NA
"363","2020-08-20 14:55:05-03","UFSC","FLOR","328","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera",NA,NA,NA,NA,"Reitz, R.","6706","1963","02","04","Brasil","Santa Catarina","São Joaquim","Passo da Cadeia.","-49.9317016601562","-28.2938995361328",NA,NA,NA,NA,"árvore, flor marrom, 15m altura","FLOR0000328","FLOR0000328",NA,"Asterales",NA,NA,"48290","auto",NA,NA,NA,NA,NA
"364","2020-08-20 20:38:05-03","UFSC","FLOR","25474","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Falkenberg, D.B.","1995",NA,NA,"Falkenberg, D.B.","7237","1995","03","23","Brasil","Santa Catarina","Urubici","Beira da estrada que sobe o Morro da Cruz, na beira do rio Canoas.","-49.5917015075684","-28.0149993896484",NA,NA,"1100","1100","árvore, flor brácteas externas marrom-escuras, internas marrom-claras; corola e estames creme, estilete amarelo, 15m altura. Abundante, 70 cm DAP, ramos com ou sem espinhos. Slides.","FLOR0025474","FLOR0025474",NA,"Asterales",NA,NA,"30102","auto",NA,NA,NA,NA,NA
"365","2020-08-20 14:55:05-03","UFSC","FLOR","329","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera",NA,NA,NA,NA,"Reitz, R.","6684","1963","02","05","Brasil","Santa Catarina","Urubici","Vacas Gordas.","-49.5917015075684","-28.0149993896484",NA,NA,NA,NA,"árvore armada","FLOR0000329","FLOR0000329",NA,"Asterales",NA,NA,"30102","auto",NA,NA,NA,NA,NA
"366","2021-03-04 15:42:32-03","IF","SPSF","47597","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","B.Loeville",NA,NA,NA,"L.N.Gonçalves & R.T.Polisel & N.M.Ivanauskas & M.C.Assis","116","2013","08","28","Brasil","MG","Passa Quatro",NA,"-44.9667015075684","-22.3903007507324",NA,NA,NA,NA,"COLETA: Árvore de 5,00m. Frutos velhos.; GEOGRAFIA: Serra entre Passa-Quatro e Virgínia, fragmento de floresta estacional (WGS84, Zona 23K, 491232S, 7517720W, 1583m);",NA,NA,"Magnoliophyta","Asterales","América do Sul",NA,"17293","auto","Magnoliopsida",NA,NA,NA,NA
"367","2021-03-04 15:42:32-03","IF","SPSF","05060","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens",NA,"M.Monge","2011","01","28","J.Gomes","27","1950","03","14","Brasil","RS","Pelotas","Horto Botânico","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"Magnoliophyta","Asterales","América do Sul",NA,"51462","auto","Magnoliopsida",NA,NA,NA,NA
"368","2021-03-04 15:42:32-03","IF","SPSF","06178","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","M.Monge","2011","01","27","A.Custodio Filho & A.C.Dias","290","1980","07","12","Brasil","SP","Cunha","P.E.Serra do Mar - Núcleo Cunha","-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"Magnoliophyta","Asterales","América do Sul",NA,"38855","auto","Magnoliopsida",NA,NA,NA,NA
"369","2021-03-04 15:42:32-03","IF","SPSF","06160","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","M.Monge","2011","01","27","A.Custodio Filho & A.C.Dias","249","1980","10","08","Brasil","SP","Cunha","P.E.Serra do Mar - Núcleo Cunha","-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo&nf;Árvore 7m altura; tronco armado com espinhos fasciculares.;",NA,NA,"Magnoliophyta","Asterales","América do Sul",NA,"38855","auto","Magnoliopsida",NA,NA,NA,NA
"370","2021-03-04 15:42:32-03","IF","SPSF","35243","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","M.M.Egea","2007","03","26","F. A. R. D. P. Arzolla & J.B.Pinto","953","2005","08","24","Brasil","MG","Delfim Moreira","bairro dos Machados","-45.200556","-22.534444",NA,NA,"1300","1300","COLETA: Floresta Ombrófila Densa Montana.&nf;Árvore com frutos.;",NA,NA,"Magnoliophyta","Asterales","América do Sul",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"371","2021-03-04 15:42:32-03","IF","SPSF","48700","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","N.M.Ivanauskas","2014","05","26","N.M.Ivanauskas & R.T.Polisel & L.N.Gonçalves & R. Fletcher & D.Souza","6631","2014","05","08","Brasil","MG","Delfim Moreira","Fazendas Bartira (Unidade Alegria)","-45.266944","-22.526944",NA,NA,"1307","1307","COLETA: Árvore de 5m. Flores em botão.; GEOGRAFIA: Floresta Ombrófila Mista.;",NA,NA,"Magnoliophyta","Asterales","América do Sul",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"372","2021-03-04 15:42:32-03","IF","SPSF","52017","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","N.M.Ivanauskas","2016","08","30","N.M.Ivanauskas & R.Esteves","6808","2016","08","30","Brasil","SP","Campos do Jordão","P.E. de Campos do Jordão","-45.453056","-22.6825",NA,NA,"1467","1467","COLETA: Árvore de 11m de altura, e 77cm de perímetro à altura do peito. Indivíduo 896 da fitossociologia. Flores velhas.; GEOGRAFIA: Trilha do córrego Galharada, parcela de fitossociologia. Floresta Ombrófila mista.(WGS84, Zona 23K).;",NA,NA,"Magnoliophyta","Asterales","América do Sul",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
