"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","phylum","order","infraspecificEpithet","typeStatus","continentOcean","preparationType","occurrenceRemarks","imagecode","class","individualCount","coordinatePrecision","geoFlag"
"11","2021-02-11 17:21:16-03","UFPR","UPCB","49972","PreservedSpecimen","Plantae","Poaceae","Agrostis","hygrometrica","Agrostis hygrometrica","Nees","Longhi-Wagner, H.M.","2005","05","18","Bona, C.","218","2005","02","21","Brasil","Paraná","General Carneiro","Fazenda Lageado Grande","-51.315601348877","-26.4274997711182",NA,NA,NA,NA,"UPCB0038173",NA,NA,NA,NA,NA,NA,"Herbácea, emersa, leito de rio, inflorescência verde..","UPCB0038173",NA,NA,"33284","auto"
"12","2014-02-23 17:36:00-03","MO","MOBOT","2817964","PreservedSpecimen","Plantae","Poaceae","Agrostis","hygrometrica","Agrostis hygrometrica","Nees","Chase",NA,NA,NA,"C. Orth","Orth 2714","1935",NA,NA,"Brazil","Rio Grande do Sul",NA,"S. Leopoldo. In campo sicco.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"13","2014-02-23 17:36:00-03","MO","MOBOT","2817987","PreservedSpecimen","Plantae","Poaceae","Agrostis","hygrometrica","Agrostis hygrometrica","Nees","Chase",NA,NA,NA,"C. Orth","Orth 749","1932",NA,NA,"Brazil","Rio Grande do Sul",NA,"Porto Alegre. In incultis frequens.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"14","2012-01-03 06:25:00-02","MO","MOBOT","2818075","PreservedSpecimen","Plantae","Poaceae","Agrostis","hygrometrica","Agrostis hygrometrica","Nees","Swallen",NA,NA,NA,"Bernadino S. Bertoni","Bertoni 2014","1945",NA,NA,"Argentina","Misiones","San Pedro","Campo Cumprido.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"15","2011-02-08 10:07:00-02","MO","MOBOT","2476133","PreservedSpecimen","Plantae","Poaceae","Bromidium","hygrometricum","Bromidium hygrometricum","(Nees) Nees & Meyen",NA,NA,NA,NA,"I.L. Barreto","Barreto s.n.7",NA,NA,NA,"Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"16","2012-11-02 10:06:00-02","MO","MOBOT","100538553","PreservedSpecimen","Plantae","Poaceae","Bromidium","hygrometricum","Bromidium hygrometricum breviaristatum","Kuntze",NA,NA,NA,NA,"Otto Kuntze","Kuntze s.n.",NA,NA,NA,"Bolivia",NA,NA,"in Tunarigebirge",NA,NA,NA,NA,NA,NA,NA,NA,NA,"breviaristatum","Type","South America",NA,NA,NA,NA,"1",NA,NA
"17","2020-05-14 15:50:22-03","FUVATES","HVAT","5184","PreservedSpecimen","Plantae","Poaceae","Bromidium","hygrometricum","Bromidium hygrometricum","(Nees) Nees & Meyen","I. I. Boldrini","2017","01","09","P. Zampol","s.n.","2012","03","15","Brasil","Rio Grande do Sul","Forquetinha","Arroio Alegre.","-52.097778","-29.395556","-52º5'52''W","-29º23'44''S",NA,NA,"HVAT00005184",NA,NA,NA,NA,NA,NA,"Herbácea; Encosta de morro com vegetação secundária em estágio inicial de regeneração.",NA,NA,NA,NA,NA
"18","2020-09-12 05:00:02-03","US","US","75963","PreservedSpecimen","Plantae","Poaceae","Agrostis","hygrometrica","Agrostis hygrometrica","Nees",NA,NA,NA,NA,"F. Sellow","s.n.",NA,NA,NA,"Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,"US00730662",NA,"Cyperales",NA,"Isotype fragment","South America",NA,NA,"US00730662_01","Monocotyledonae","1",NA,NA
"19","2020-09-12 05:00:02-03","US","US","1258450","PreservedSpecimen","Plantae","Poaceae","Bromidium","hygrometricum","Bromidium hygrometricum",NA,NA,NA,NA,NA,"L. Clos","1758","1925","11","18","Argentina","Buenos Aires",NA,"Cañuelas (F.C.S.).",NA,NA,NA,NA,NA,NA,NA,NA,"Cyperales",NA,NA,"South America",NA,NA,NA,"Monocotyledonae","1",NA,NA
"20","2020-09-12 05:00:02-03","US","US","1258451","PreservedSpecimen","Plantae","Poaceae","Bromidium","hygrometricum","Bromidium hygrometricum",NA,NA,NA,NA,NA,"L. R. Parodi","6727","1925","12","13","Argentina","Buenos Aires",NA,"Gerli. Avellaneda.",NA,NA,NA,NA,NA,NA,NA,NA,"Cyperales",NA,NA,"South America",NA,NA,NA,"Monocotyledonae","1",NA,NA
"21","2020-09-12 05:00:02-03","US","US","1983845","PreservedSpecimen","Plantae","Poaceae","Bromidium","hygrometricum","Bromidium hygrometricum",NA,NA,NA,NA,NA,"B. Rambo S. J.","38005","1948","11","14","Brazil","Rio Grande do Sul",NA,"Barra do Ribeiro p. Guaíba. In arenosis ripariis.",NA,NA,NA,NA,NA,NA,NA,NA,"Cyperales",NA,NA,"South America",NA,NA,NA,"Monocotyledonae","1",NA,NA
"22","2020-09-12 05:00:02-03","US","US","2828383","PreservedSpecimen","Plantae","Poaceae","Bromidium","hygrometricum","Bromidium hygrometricum",NA,NA,NA,NA,NA,"A. Lourteig","3135a","1967","12","14","Brazil","Santa Catarina",NA,"Mun. São Joaquim. Serra do Oratório, campo.",NA,NA,NA,NA,"1400",NA,NA,NA,"Cyperales",NA,NA,"South America",NA,NA,NA,"Monocotyledonae","1",NA,NA
"23","2020-09-12 05:00:02-03","US","US","2643702","PreservedSpecimen","Plantae","Poaceae","Bromidium","hygrometricum","Bromidium hygrometricum",NA,NA,NA,NA,NA,"L. Smith & R. M. Klein","15799","1971","12","15","Brazil","Santa Catarina",NA,"Mun. Bom Jardim da Serra: 2 km south of Bom Jardim.",NA,NA,NA,NA,NA,NA,NA,NA,"Cyperales",NA,NA,"South America",NA,NA,NA,"Monocotyledonae","1",NA,NA
"24","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Poaceae","Bromidium","hygrometricum","Bromidium hygrometricum",NA,NA,NA,NA,NA,"Rosengurtt","1715","1936","12","6","Uruguay","San Jose",NA,"Arazatí.",NA,NA,NA,NA,NA,NA,NA,NA,"Cyperales",NA,NA,"South America",NA,NA,NA,"Monocotyledonae","1",NA,NA
"25","2020-09-12 05:00:02-03","US","US","1960015","PreservedSpecimen","Plantae","Poaceae","Bromidium","hygrometricum","Bromidium hygrometricum",NA,NA,NA,NA,NA,"J. R. Swallen","7413","1945","11","17","Brazil","Rio Grande do Sul",NA,"Estancia Charrua of Sr. Anselmi, most southern estancia in Brazil, Santa Victoria do Palmar.",NA,NA,NA,NA,NA,NA,NA,NA,"Cyperales",NA,NA,"South America",NA,NA,NA,"Monocotyledonae","1",NA,NA
"26","2020-09-12 05:00:02-03","US","US","3299511","PreservedSpecimen","Plantae","Poaceae","Bromidium","hygrometricum","Bromidium hygrometricum",NA,NA,NA,NA,NA,"J. R. Swallen","7432","1945","11","22","Brazil","Rio Grande do Sul",NA,"Campo, Santa Victoria do Palmar.",NA,NA,NA,NA,NA,NA,NA,NA,"Cyperales",NA,NA,"South America",NA,NA,NA,"Monocotyledonae","1",NA,NA
"27","2020-09-12 05:00:02-03","US","US","1960018","PreservedSpecimen","Plantae","Poaceae","Bromidium","hygrometricum","Bromidium hygrometricum",NA,NA,NA,NA,NA,"J. R. Swallen","7343","1945","11","15","Brazil","Rio Grande do Sul",NA,"Low wet campo, near Lagoa Mirim, Estancia of Sr. Sole. Santa Victoria do Palmar.",NA,NA,NA,NA,NA,NA,NA,NA,"Cyperales",NA,NA,"South America",NA,NA,NA,"Monocotyledonae","1",NA,NA
"28","2020-09-12 05:00:02-03","US","US","1960020","PreservedSpecimen","Plantae","Poaceae","Bromidium","hygrometricum","Bromidium hygrometricum",NA,NA,NA,NA,NA,"J. R. Swallen","7432","1945","11","22","Brazil","Rio Grande do Sul",NA,"Campo, Santa Victoria do Palmar.",NA,NA,NA,NA,NA,NA,NA,NA,"Cyperales",NA,NA,"South America",NA,NA,NA,"Monocotyledonae","1",NA,NA
"29","2020-09-12 05:00:02-03","US","US","1645701","PreservedSpecimen","Plantae","Poaceae","Bromidium","hygrometricum","Bromidium hygrometricum",NA,NA,NA,NA,NA,"P. Orth","2714","1936","3",NA,"Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyperales",NA,NA,"South America",NA,NA,NA,"Monocotyledonae","1",NA,NA
"30","2020-09-12 05:00:02-03","US","US","1295637","PreservedSpecimen","Plantae","Poaceae","Bromidium","hygrometricum","Bromidium hygrometricum",NA,NA,NA,NA,NA,"L. R. Parodi","6814","1926","1","3","Argentina","Buenos Aires",NA,"Pipinas (F.C.S.).",NA,NA,NA,NA,NA,NA,NA,NA,"Cyperales",NA,NA,"South America",NA,NA,NA,"Monocotyledonae","1",NA,NA
"31","2020-09-12 05:00:02-03","US","US","1960016","PreservedSpecimen","Plantae","Poaceae","Bromidium","hygrometricum","Bromidium hygrometricum",NA,NA,NA,NA,NA,"J. R. Swallen","7366","1945","11","15","Brazil","Rio Grande do Sul",NA,"Santa Victoria do Palmar.",NA,NA,NA,NA,NA,NA,NA,NA,"Cyperales",NA,NA,"South America",NA,NA,NA,"Monocotyledonae","1",NA,NA
"32","2020-09-12 05:00:02-03","US","US","1960017","PreservedSpecimen","Plantae","Poaceae","Bromidium","hygrometricum","Bromidium hygrometricum",NA,NA,NA,NA,NA,"J. R. Swallen","7198","1945","10","27","Brazil","Rio Grande do Sul",NA,"In dryer parts of banhado, Instituto Agronomico do Sul, Pelotas.",NA,NA,NA,NA,NA,NA,NA,NA,"Cyperales",NA,NA,"South America",NA,NA,NA,"Monocotyledonae","1",NA,NA
"33","2020-09-12 05:00:02-03","US","US","1938483","PreservedSpecimen","Plantae","Poaceae","Bromidium","hygrometricum","Bromidium hygrometricum",NA,NA,NA,NA,NA,"W. G. F. Herter","2119","1947","11","27","Uruguay","Cerro Largo",NA,"Dep. de Cerro Largo. Dict. Río Branco. In ripariis Río Yaguarón.",NA,NA,NA,NA,"5",NA,NA,NA,"Cyperales",NA,NA,"South America",NA,NA,NA,"Monocotyledonae","1",NA,NA
"34","2020-09-12 05:00:02-03","US","US","2544948","PreservedSpecimen","Plantae","Poaceae","Bromidium","hygrometricum","Bromidium hygrometricum",NA,NA,NA,NA,NA,"T. Pederson","7148","1964","11","14","Argentina","Entre Rios",NA,"Estancia Buena Esperanza. Dep. Federación.",NA,NA,NA,NA,NA,NA,NA,NA,"Cyperales",NA,NA,"South America",NA,NA,NA,"Monocotyledonae","1",NA,NA
"35","2020-09-12 05:00:02-03","US","US","1960019","PreservedSpecimen","Plantae","Poaceae","Bromidium","hygrometricum","Bromidium hygrometricum",NA,NA,NA,NA,NA,"J. R. Swallen","7490","1945","11","29","Brazil","Rio Grande do Sul",NA,"Fazenda Experimental de Criacão Bagé.",NA,NA,NA,NA,NA,NA,NA,NA,"Cyperales",NA,NA,"South America",NA,NA,NA,"Monocotyledonae","1",NA,NA
"36","2020-09-12 05:00:02-03","US","US","1762466","PreservedSpecimen","Plantae","Poaceae","Bromidium","hygrometricum","Bromidium hygrometricum",NA,NA,NA,NA,NA,"Rosengurtt","B-740½","1936","12",NA,"Uruguay","Florida",NA,"Arroyo Timote.",NA,NA,NA,NA,NA,NA,NA,NA,"Cyperales",NA,NA,"South America",NA,NA,NA,"Monocotyledonae","1",NA,NA
"37","2020-09-12 05:00:02-03","US","US","2524267","PreservedSpecimen","Plantae","Poaceae","Bromidium","hygrometricum","Bromidium hygrometricum",NA,NA,NA,NA,NA,"Rosengurtt & Del Puerto","9276","1962","11","13","Uruguay","Rocha",NA,"Ruta 9 entre Coronilla y Chuy. Depto. Rocha.",NA,NA,NA,NA,NA,NA,NA,NA,"Cyperales",NA,NA,"South America",NA,NA,NA,"Monocotyledonae","1",NA,NA
"38","2020-09-12 05:00:02-03","US","US","2947003","PreservedSpecimen","Plantae","Poaceae","Bromidium","hygrometricum","Bromidium hygrometricum breviaristatum","Kuntze",NA,NA,NA,NA,"O. Kuntze","s.n.","1892","5",NA,"Bolivia",NA,NA,"Tunari Bridge",NA,NA,NA,NA,"3000","3000","US00131923",NA,"Cyperales","breviaristatum","Type fragment","South America - Neotropics",NA,NA,NA,"Monocotyledonae","1",NA,NA
"39","2020-09-02 16:36:18-03","Cenargen","CEN","4548","PreservedSpecimen","Plantae","Poaceae","Bromidium","hygrometricum","Bromidium hygrometricum","(Nees) Nees & Meyen","J. F. M. Valls","2015","01",NA,"José Francisco Montenegro Valls","4283","1978","12","19","Brasil","RS","BAGE","UEPAE - 5 Cruzes Potreiros Experimentais.","-54.1068992614746","-31.3313999176025",NA,NA,NA,NA,"CEN00004548",NA,NA,NA,NA,NA,"Exsicatas","Doação dp Herbário Depto. Bot. da U.F.R.G.S. - Porto Alegre.","CEN00004548",NA,"1","74087","auto"
"40","2020-09-02 16:36:18-03","Cenargen","CEN","7983","PreservedSpecimen","Plantae","Poaceae","Bromidium","hygrometricum","Bromidium hygrometricum","(Nees) Nees & Meyen","J. F. M. Valls","2015","01",NA,"José Francisco Montenegro Valls","6934","1982","12","03","Brasil","RS","DOM PEDRITO","Potreiro do Sarandi, na fazenda Santa Plácida, de Aníbal Osório.","-54.6730995178223","-30.9827995300293","-5490000.0","-3135000.0","170","170","CEN00007983",NA,NA,NA,NA,NA,"Exsicatas",NA,"CEN00007983",NA,"7","68371","auto"
"41","2020-09-02 16:36:18-03","Cenargen","CEN","3552","PreservedSpecimen","Plantae","Poaceae","Bromidium","hygrometricum","Bromidium hygrometricum","(Nees) Nees & Meyen","J. F. M. Valls","2015","01",NA,"José Francisco Montenegro Valls","2966","1973","11","20","Brasil","RS","QUARAI","Estr.Harmonia e Passo da Guarda, junto ao marco da quilometragem 90/ 30.","-56.4514007568359","-30.3875007629395",NA,NA,NA,NA,"CEN00003552",NA,NA,NA,NA,NA,"Exsicatas","Doação dp Herbário Depto. Bot. da U.F.R.G.S. - Porto Alegre.","CEN00003552",NA,"1","74636","auto"
"42","2020-09-02 16:36:18-03","Cenargen","CEN","3584","PreservedSpecimen","Plantae","Poaceae","Bromidium","hygrometricum","Bromidium hygrometricum","(Nees) Nees & Meyen","J. F. M. Valls","2015","01",NA,"José Francisco Montenegro Valls","3007","1973","12","03","Brasil","RS","SANTA MARIA","Estrada S.Maria - S.Pedro do Sul, 18 km antes de São Pedro.","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"CEN00003584",NA,NA,NA,NA,NA,"Exsicatas","Doação dp Herbário Depto. Bot. da U.F.R.G.S. - Porto Alegre.","CEN00003584",NA,"1","37819","auto"
"43","2020-09-02 16:36:18-03","Cenargen","CEN","3585","PreservedSpecimen","Plantae","Poaceae","Bromidium","hygrometricum","Bromidium hygrometricum","(Nees) Nees & Meyen","J. F. M. Valls","2015","01",NA,"José Francisco Montenegro Valls","3022","1973","12","03","Brasil","RS","SAO PEDRO DO SUL","Estrada S.P. do Sul - Jaguari 34 km após S.P. do Sul.","-54.1789016723633","-29.6205997467041",NA,NA,NA,NA,"CEN00003585",NA,NA,NA,NA,NA,"Exsicatas","Doação do Herbário Depto. Bot. da U.F.R.G.S. - Porto Alegre.","CEN00003585",NA,"1","32227","auto"
"44","2020-08-20 14:59:23-03","UFSC","FLOR","37584","PreservedSpecimen","Plantae","Poaceae","Agrostis","hygrometrica","Agrostis hygrometrica","Nees","Siqueira, C.E.",NA,NA,NA,"Siqueira, C.E.","2","2010","01","09","Brasil","Santa Catarina","Urubici","Margem da estrada de acesso ao restaurante da Cachoeira Véu de Noiva, Parque Nacional de São Joaquim.","-49.516944","-28.075556","49º31'1''W","28º4'32''S","1800","1800","FLOR0037584",NA,"Poales",NA,NA,NA,NA,"herbáceo, flor aristas do lema 5, 0,6m altura",NA,NA,NA,NA,NA
"45","2020-08-20 14:59:24-03","UFSC","FLOR","37643","PreservedSpecimen","Plantae","Poaceae","Agrostis","hygrometrica","Agrostis hygrometrica","Nees",NA,NA,NA,NA,"Guimarães, F.B.","1157","2010","01","09","Brasil","Santa Catarina","Urubici","Morro da Igreja, Parque Nacional de São Joaquim.","-49.480833","-28.1275","49º28'51''W","28º7'39''S",NA,NA,"FLOR0037643",NA,"Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-08-20 14:59:24-03","UFSC","FLOR","42117","PreservedSpecimen","Plantae","Poaceae","Agrostis","hygrometrica","Agrostis hygrometrica","Nees",NA,NA,NA,NA,"Bastos, F.E.A.; Dalmolim, E.B. & Zannin, A.","10","2011","12","16","Brasil","Santa Catarina","Urubici","Morro da Igreja,Parque Nacional de São Joaquim. Àrea próxima ao CINDACTA II.","-49.480556","-28.1275","49º28'50''W","28º7'39''S","1805","1805","FLOR0042117",NA,"Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-08-20 14:59:24-03","UFSC","FLOR","61938","PreservedSpecimen","Plantae","Poaceae","Agrostis","hygrometrica","Agrostis hygrometrica","Nees","Trevisan, R.","2014","12","13","Trevisan, R.; et al.","1623","2014","12","13","Brasil","Santa Catarina","Urubici","Parque Nacional de São Joaquim.","-49.618611","-28.160556","49º37'7''W","28º9'38''S","1639","1639","FLOR0061938",NA,"Poales",NA,NA,NA,NA,NA,"FLOR0061938",NA,NA,NA,NA
"48","2020-08-20 20:41:15-03","UFSC","FLOR","8019","PreservedSpecimen","Plantae","Poaceae","Agrostis","hygrometrica","Agrostis hygrometrica","Nees","Smith, L.B.","1981",NA,NA,"Klein, R.M.; Pastore, U.","11991","1980","11","26","Brasil","Rio Grande do Sul","Rosário do Sul","Várzea do Rio Santa Maria.","-54.9141998291016","-30.25830078125",NA,NA,NA,NA,"FLOR0008019",NA,"Poales",NA,NA,NA,NA,NA,NA,NA,NA,"71660","auto"
"49","2020-08-20 14:59:24-03","UFSC","FLOR","37610","PreservedSpecimen","Plantae","Poaceae","Agrostis","hygrometrica","Agrostis hygrometrica","Nees",NA,NA,NA,NA,"Toncic, B.; Zanin, A.","315","2010","01","01","Brasil","Santa Catarina","Urubici","Campos de Santa Bárbara.","-49.5917015075684","-28.0149993896484",NA,NA,NA,NA,"FLOR0037610",NA,"Poales",NA,NA,NA,NA,"Formando população.",NA,NA,NA,"30102","auto"
"50","2020-08-20 20:41:15-03","UFSC","FLOR","36300","PreservedSpecimen","Plantae","Poaceae","Agrostis","hygrometrica","Agrostis hygrometrica","Nees","Zanin, A.","2008",NA,NA,"Zanin, A.; Santos, B.H.","1447","2007","12","27","Brasil","Santa Catarina","Urubici","Morro da Igreja.","-49.5917015075684","-28.0149993896484",NA,NA,NA,NA,"FLOR0036300",NA,"Poales",NA,NA,NA,NA,NA,NA,NA,NA,"30102","auto"
"51","2020-08-20 14:59:33-03","UFSC","FLOR","66981","PreservedSpecimen","Plantae","Poaceae","Bromidium","hygrometricum","Bromidium hygrometricum","(Nees) Nees & Meyen","Funez, L.A.","2019","05","08","Funez, L.A.; Costa-Rezende, D.H.; Ribeiro-Nardes, W.; Lemes, G.","8390","2018","12","16","Brasil","Santa Catarina","Urubici","Parque Nacional de São Joaquim. Santa Bárbara, próximo ao alojamento. Parque Nacional de São Joaquim","-49.635278","-28.141667","49º38'7''W","28º8'30''S","1360","1360","FLOR0066981",NA,"Poales",NA,NA,NA,NA,"Erva","FLOR0066981",NA,NA,NA,NA
"52","2020-08-20 14:59:33-03","UFSC","FLOR","66982","PreservedSpecimen","Plantae","Poaceae","Bromidium","hygrometricum","Bromidium hygrometricum","(Nees) Nees & Meyen","Funez, L.A.","2019","05","08","Funez, L.A.; Costa-Rezende, D.H.; Ribeiro-Nardes, W.; Lemes, G.","8407","2018","12","16","Brasil","Santa Catarina","Urubici","Parque Nacional de São Joaquim. Santa Bárbara, próximo ao alojamento. Parque Nacional de São Joaquim","-49.635278","-28.141667","49º38'7''W","28º8'30''S","1360","1360","FLOR0066982",NA,"Poales",NA,NA,NA,NA,"Erva","FLOR0066982",NA,NA,NA,NA
"53","2021-02-08 12:52:48-03","UFRGS","ICN","062196","S","Plantae","Poaceae","Bromidium","hygrometricum","Bromidium hygrometricum","(Ness) Nees & Meyen","Longhi-Wagner, HM","2015","01",NA,"Valls, JFM; et al.","6934","1982","12","03","Brasil","RS","Dom Pedrito","Potreiro do Sarandi na Fazenda Santa Placida de Anibal Osório","-54.9","-31.35","-54.9","-31.35",NA,NA,NA,"Monocotyledon",NA,NA,NA,"América do Sul",NA,"Doação CENARGEN; Campo baixo e inundável com touceiras de Erianthus - Solo Bagé com relevo ondulado",NA,NA,NA,NA,NA
"54","2021-02-08 12:52:48-03","UFRGS","ICN","176060","S","Plantae","Poaceae","Bromidium","hygrometricum","Bromidium hygrometricum","(Ness) Nees & Meyen","Silva, LN da","2018","08","28","Bonilha, CL","410","2011","10","22","Brasil","RS","São Lourenço do Sul","Fazenda Pedra Mole","-51.9782981872559","-31.3652992248535",NA,NA,NA,NA,NA,"Monocotyledon",NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,"48842","auto"
"55","2021-02-08 12:52:48-03","UFRGS","ICN","149075","S","Plantae","Poaceae","Bromidium","hygrometricum","Bromidium hygrometricum","(Ness) Nees & Meyen","Longhi-Wagner, HM","2015","01",NA,"Boldrini, II; Eggers, L","1340","2004","12","13","Brasil","SC","Lages","Cajuru. (Probio Ponto 2) S27°59'50 8 W 50°16'58 6","-50.282778","-27.997222","-50.282778","-27.997222","1135","1135",NA,"Monocotyledon",NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
