"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","typeStatus","class","individualCount","fieldNumber","relatedCatalogItem","previousCatalogNumber","infraspecificEpithet","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","04038693","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Cranichis","parviflora","Cranichis parviflora","L.O.Williams","P. C. Hutchison","1176","1957","08","15","South America","Peru","Junín","Chanchamayo Valley, above La Merced at Cumbre Yacunay near summit","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4352183' target='other'> <mi>dwc_moreinfo</mi></a>","NY04038693","NY04038693_01",NA,"Tarma","-75.35644","-11.03272","2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","533742","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Prescottia","micrantha","Prescottia micrantha","Lindl.","A. H. R. Grisebach","s.n.",NA,NA,NA,"South America","Brazil",NA,"Brasilia","photo","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=172417' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533742",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-09-29 22:53:00-03","NY","NYBG","00979925","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Prescottia","oligantha","Prescottia oligantha",NA,"R. S. Williams","1626","1902","07","09","South America","Bolivia",NA,"Apolo.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1090218' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979925","NY00979925_01","C. A. Vargas",NA,"-68.41692","-14.720389","1463.0","1463.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2016-09-27 02:28:00-03","NY","NYBG","557733","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Prescottia","oligantha","Prescottia oligantha",NA,"G. H. H. Tate","1239","1937","12",NA,"South America","Venezuela",NA,"Mount Auyan-tepui","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=429169' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557733","NY00557733_01","C. Schweinfurth",NA,NA,NA,"2200","2200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","533749","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","J. E. Leite","429","1941","10",NA,"South America","Brazil","Rio Grande do Sul",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=429211' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533749","NY00533749_01","C. A. Vargas","Sao Leopoldo","-51.1469","-29.7606",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","533750","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","R. J. Shuttleworth","1838","1836","08",NA,"South America","Brazil","Rio de Janeiro",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=429168' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533750","NY00533750_01","C. A. Vargas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","02704991","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","L. Nusbaumer","4336","2014","11","16","South America","Brazil","Alagoas","Reserva Biológica da Pedra Talhada. localité de Quebrangulo","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2952122' target='other'> <mi>dwc_moreinfo</mi></a>","NY02704991","NY02704991_01","Matthew C. Pace","Quebrangulo","-36.427101","-9.254997","780",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2016-09-27 00:48:00-03","NY","NYBG","00979945","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Prescottia","oligantha","Prescottia oligantha",NA,"M. Bang","2439",NA,NA,NA,"South America","Bolivia",NA,"Bolivian Flora","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1090200' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979945","NY00979945_01","C. A. Vargas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2016-09-29 12:54:00-03","NY","NYBG","557732","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Prescottia","oligantha","Prescottia oligantha",NA,"R. S. Williams","1626","1902","07","09","South America","Bolivia",NA,"Apolo","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=429167' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557732","NY00557732_01","C. A. Vargas",NA,"-68.41692","-14.720389","1463.0","1463.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","533745","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","P. K. H. Dusén","13048","1911","08","27","South America","Brazil","Paraná",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=429172' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533745","NY00533745_01","C. A. Vargas","Jaguariaíva","-49.7056","-24.2511",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","533753","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","R. Reiss","80","1934","08","10","South America","Brazil","Paraná",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=429174' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533753","NY00533753_01 NY00533753_02","C. A. Vargas","Tibagi","-50.488585","-24.686032",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","533746","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","O. A. Guimarães","21039","1993","06","08","South America","Brazil","Paraná","Brejatuba","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=429175' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533746","NY00533746_01","C. A. Vargas","Guaratuba","-48.5744","-25.8831",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","533743","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","F. C. Hoehne","24283","1929","09","21","South America","Brazil","São Paulo",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=429170' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533743","NY00533743_01","C. A. Vargas","Iguape","-47.5497","-24.7003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","533752","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","H. S. Irwin","5291","1964","08","18","South America","Brazil","Distrito Federal","Chapada da Contagem, ca 15 km E of Brasilia","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=429173' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533752","NY00533752_01","C. A. Vargas","Brasília","-47.9294","-15.7797","700","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","533744","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","P. K. H. Dusén","15559","1914","10","08","South America","Brazil","Paraná","Serrinha","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=429171' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533744","NY00533744_01 NY00533744_02","C. A. Vargas","Contenda","-49.5344","-25.6758","840","840",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-09-29 22:53:00-03","NY","NYBG","00979924","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Prescottia","oligantha","Prescottia oligantha",NA,"R. S. Williams","1626","1902","07","09","South America","Bolivia",NA,"Apolo.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1090215' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979924","NY00979924_01","C. A. Vargas",NA,"-68.41692","-14.720389","1463.0","1463.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","533751","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","P. E. Gibbs","3261","1976","10","26","South America","Brazil","São Paulo","Ca. 50 km S de Itapetininga, estrada a Registro. Reserva Florestal de Carlos Botelho","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=429213' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533751","NY00533751_01","C. A. Vargas","Itapetininga","-48.0497","-23.5903",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","533747","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","G. G. Hatschbach","22114","1969","08","27","South America","Brazil","Paraná","Ipanema","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=429177' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533747","NY00533747_01","C. A. Vargas","Paranaguá","-48.5092","-25.5203","3","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2016-12-15 15:27:00-02","NY","NYBG","01109583","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Prescottia","oligantha","Prescottia oligantha",NA,"A. B. Alvarez","2989","2002","12","08","South America","Venezuela","Lara","Quebrada Jarillo; sector Páramo La Peña, 2.6 km arriba de la población de El Jabón","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=96145' target='other'> <mi>dwc_moreinfo</mi></a>","NY01109583","NY01109583_01","A. B. Alvarez","Morán","-70.0561","9.5322","1933","1933",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","533748","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","R. M. Klein","2509","1961","09","17","South America","Brazil","Santa Catarina","Morro da Cruz","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=429176' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533748","NY00533748_01","C. A. Vargas","Itajaí","-48.6617","-26.9081","50","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-02-18 09:30:19-03","UNESP-IBB","BOTU","27652","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cranichis","candida","Cranichis candida","(Barb. Rodr.) Cogn.","Couto, D.R.","141","2004","06","25",NA,"Brasil","Espírito Santo","Pedra dos Pontões",NA,NA,"BOTU027652",NA,"Kollmann, L.","Mimoso do Sul",NA,NA,NA,NA,"2005","05","10","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-02-18 09:30:19-03","UNESP-IBB","BOTU","9031","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cranichis","candida","Cranichis candida","(Barb. Rodr.) Cogn.","Amaral Jr., A.","1526","1973","04","27",NA,"Brasil","São Paulo","Fazenda Gonçalves, bairro rural do Monte Alegre",NA,NA,"BOTU009031",NA,NA,"Botucatu",NA,NA,NA,NA,"1976","08","29","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-02-08 11:09:41-03","UNESP-IBB","BOTU","25423","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cranichis","candida","Cranichis candida","(Barb. Rodr.) Cogn.","Carboni, M.","239","2005","05","01",NA,"Brasil","São Paulo","Reserva Legal do Campus da UNESP",NA,"Mata de brejo.","BOTU025423",NA,"Forster, W.","Bauru","-49.016667","-22.333333",NA,NA,"2006","08","03","49°01'w","22°20's",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-02-18 09:30:22-03","UNESP-IBB","BOTU","9012","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","Amaral Jr., A.","1600","1973","08","20",NA,"Brasil","São Paulo","Distrito de Rubião Júnior, cerrado ao lado da FEPASA, a mais ou menos 500m a leste da UNESP",NA,NA,"BOTU009012",NA,"Pabst, G.F.","Botucatu",NA,NA,NA,NA,"1976","09","02","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-06-29 11:31:47-03","UFRJ","RFA","4364","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cranichis","candida","Cranichis candida","(Barb.Rodr.) Cogn.","P. Occhioni",NA,"1947","03","12",NA,"Brasil","Rio de Janeiro","Parque Nacional do Itatiaia",NA,"Terrestre, flor creme esverdeada","RFA31569",NA,"J. L. Moutinho","Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,"1979","07","15",NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-30 12:52:42-03","EAO","IAN","14261","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Orchidaceae","Cranichis","nudilabia","Cranichis nudilabia","Pabst","Magalhães, MG","s.n.","1938","07","30","Southern America","Brasil","Minas Gerais","Capao em brejo - Ressaca",NA,"Herbacea.","IAN014261","IAN014261 IAN014261_e","Meneguzzo, TEC","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,"2013",NA,NA,NA,NA,"17082","auto","holotipo",NA,NA,NA,NA,NA,NA,NA
"37","2019-12-04 15:26:38-03","PUCPR","HUCP","23042","S","Plantae","Monocotiledonea",NA,"Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","Bonaldi, R","579","2012","10","16",NA,"Brasil","Paraná",NA,NA,NA,"HUCP00006258","HUCP00006258","Engels, M","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-12-04 15:26:38-03","PUCPR","HUCP","3433","S","Plantae","Monocotiledonea",NA,"Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) & Lindl.","Souza, WS; Britez, RM","845/1535",NA,NA,NA,NA,"Brasil","Paraná","Ilha do Mel, Morro do Meio.",NA,NA,"HUCP00006420","HUCP00006420","Souza, WS","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,"1987","05","29",NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-11-26 18:09:07-03","CPAN-UFMS","COR","13607","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Prescottia","nivalis","Prescottia nivalis","Barb.Rodr.","Ishii, I.H.; Valdinei Fernandes da Silva; W. Sá Arruda",NA,"2008","08","09",NA,"Brasil","Mato Grosso do Sul","MCR, Barragem Bocaiuva. mata semidecídua; ferrícola; morro.",NA,"inflorescência de flores com sépalas reduzidas e com mais de 50 flores miúdas; Com Flor: branca",NA,NA,NA,"Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-02-08 08:46:07-03","NBC","NL-BOTANY","U.1457689","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Cranichis","candida","Cranichis candida","(Barb.Rodr.) Cogn.","Lindeman JC; Haas JH de",NA,"1966","05","03","Southern America","Brazil",NA,"Est. Paraná, Cia. Brandalize, 20 km N of Clevelandia, at border of a small rocky campo under shrubs.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1457689 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1457689","NL-U1457689",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"41","2020-02-08 08:46:07-03","NBC","NL-BOTANY","U.1457690","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Cranichis","candida","Cranichis candida","(Barb.Rodr.) Cogn.","Lindeman JC; Haas JH de",NA,"1967","04","16","Southern America","Brazil",NA,"Est. Rio de Janeiro, Parque Nacional do Itatiaia; road from Sede do Parque to planalto.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1457690 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1457690","NL-U1457690",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"42","2020-02-08 08:46:07-03","NBC","NL-BOTANY","U.1457691","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Cranichis","candida","Cranichis candida","(Barb.Rodr.) Cogn.","Lindeman JC; Haas JH de",NA,"1967","04","15","Southern America","Brazil",NA,"Est. Rio de Janeiro, Parque Nacional do Itatiaia; road from Sede do Parque to planalto.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1457691 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1457691","NL-U1457691",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"43","2020-02-08 08:46:49-03","NBC","NL-BOTANY","U 0016469","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Prescottia","microrhiza","Prescottia microrhiza",NA,"Lindeman JC; Haas JH de",NA,"1966","08","03","Southern America","Brazil","Paraná",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200016469 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0016469",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"44","2020-11-04 12:17:29-03","ESALQ","ESA","62359","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Cranichis","candida","Cranichis candida","(Barb.Rodr.) Cogn.","Forster, W. ; Leoni, L.S.","77.0","1999","05","28",NA,"Brasil","Minas Gerais",NA,NA,NA,"ESA062359",NA,"Forster, W.","Alto Caparaó","-41.8683013916016","-20.4333000183105",NA,NA,NA,NA,NA,NA,NA,"21645","auto",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-11-04 12:17:29-03","ESALQ","ESA","78790","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Cranichis","candida","Cranichis candida","(Barb.Rodr.) Cogn.","Mello Barreto","4860.0","1934","07","26",NA,"Brasil","Minas Gerais",NA,NA,NA,"ESA078790","ESA078790","Hoehne, F.C.","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA
