"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","typeStatus","class","individualCount","fieldNumber","relatedCatalogItem","previousCatalogNumber","infraspecificEpithet","sex"
"311","2020-12-11 11:44:25-03","UFMG","BHCB","142384","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cranichis","candida","Cranichis candida","(Barb.Rodr.) Cogn.","Oliveira, CT; Borsali, EF; Gontijo, FD; Ribeiro, RC","486","2009","06","29","Southern America","Brasil","Minas Gerais","RPPN Santuário do Caraça, Pico do Sol",NA,"Erva terrestre, flores brancas, crescendo no interior da mata",NA,NA,NA,"Santa Bárbara","-43.4152984619141","-19.959400177002","1830","1830",NA,NA,NA,NA,NA,"33136","auto",NA,NA,NA,NA,NA,NA,NA,NA
"312","2020-12-11 11:44:26-03","UFMG","BHCB","92322","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cranichis","candida","Cranichis candida","(Barb.Rodr.) Cogn.","Mota, RC da","2443","2004","05","25","Southern America","Brasil","Minas Gerais","Serra do Caraça",NA,"Planta coletada em mata de galeria, próxima á Gruta do Padre Caio; terrestre; sépalas branco-esverdeadas, pétalas brancas, labelo branco com pontuações verdes.",NA,NA,NA,"Catas Altas","-43.4075012207031","-20.0746994018555",NA,NA,NA,NA,NA,NA,NA,"11966","auto",NA,NA,NA,NA,NA,NA,NA,NA
"313","2020-12-11 11:44:25-03","UFMG","BHCB","92321","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cranichis","candida","Cranichis candida","(Barb.Rodr.) Cogn.","Mota, RC da","2442","2004","05","25","Southern America","Brasil","Minas Gerais","Serra do Caraça, No pico do Inficionado",NA,"Terrestre, sépalas branco-esverdeadas, pétalas brancas, labelo branco com pontuações verdes.; Planta coletada em mata nebular","BHCB001128","BHCB001128",NA,"Catas Altas","-43.4075012207031","-20.0746994018555",NA,NA,"2015","02","24",NA,NA,"11966","auto",NA,NA,NA,NA,NA,NA,NA,NA
"314","2020-12-11 11:44:25-03","UFMG","BHCB","56425","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cranichis","candida","Cranichis candida","(Barb.Rodr.) Cogn.","Mota, RC da","247","2000","08","30","Southern America","Brasil","Minas Gerais","Serra do Caraça, Pico do Inficionado",NA,"Erva terrestre. Flores verde-claras; Coletada no interior de mata nabula","BHCB022148",NA,NA,"Catas Altas","-43.4075012207031","-20.0746994018555",NA,NA,"2015","02","24",NA,NA,"11966","auto",NA,NA,NA,NA,NA,NA,NA,NA
"315","2020-12-11 11:44:50-03","UFMG","BHCB","186913","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","Batista, JAN; Lustre, GMC","3421","2016","08","04","Southern America","Brasil","Bahia","Área de restinga próximo a entrada da cidade",NA,"Erva terrestre. Ocasional. Folhas presentes, verdes, concolores. Em plena floração. Ovário verde; sépalas brancas com o ápice róseo; pétalas e labelo branco; Em capão baixo em restinga. Solo seco, arenoso, humoso, com folhedo e liquen","BHCB186913",NA,NA,"Barcelos","-39.012861","-14.048444","39","39","2016","08","04","-39.012861","-14.048444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","2020-12-11 11:44:49-03","UFMG","BHCB","121927","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","Batista, JAN; Wischhoff, U","2680","2008","06","22","Southern America","Brasil","Minas Gerais","Retiro das Pedras",NA,"Erva terrestre; em campo seco associado com campo rupestre. Em encosta ligeiramente úmida, com Drosera. Área não queimada","BHCB001484","BHCB001484",NA,"Brumadinho","-43.989056","-20.094917","1280","1280","2008","06","22","-43.989056","-20.094917",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","2020-12-11 11:44:49-03","UFMG","BHCB","134439","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","Batista, JAN; Proite, K","2883","2009","07","12","Southern America","Brasil","Minas Gerais","Serra do Cipó; cerca de 4.6 km após a ponte sobre",NA,"erva terrestre, em campo rupestre seco, crescendo na base de Vellozia. Solo raso, seco, com cascalho sobre a superficie. Area não queimada. Pouco comum . Flores brancas.",NA,NA,NA,"Santana do Riacho","-43.603083","-19.295611","1067","1067",NA,NA,NA,"-43.603083","-19.295611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","2020-12-11 11:44:50-03","UFMG","BHCB","134450","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","Batista, JAN; Proite, K","2894","2009","07","17","Southern America","Brasil","Minas Gerais","Pedreira do Guilherme; cerca de 6km leste da cidad",NA,"erva terrestre. Ocasional; em plena floração; sépalas com a base branca, para o ápice avermelhado; pétalas e labelo brancos; ovários verde-amarronzado.; em mata seca semidecidual associada a afloramento rochoso, solo humoso, com mater","BHCB001482","BHCB001482",NA,"Carrancas","-44.602861","-21.503472","1150","1150",NA,NA,NA,"-44.602861","-21.503472",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","2020-12-11 11:44:50-03","UFMG","BHCB","178556","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","Paiva, JAM; Tomich, S; Nascimento, L","555","2015","08","14","Southern America","Brasil","Minas Gerais","RPPN Horto Alegria",NA,"Erva rupícola; flores brancas.; Campo Rupestre Quartzítico",NA,NA,NA,"Mariana","-43.436667","-20.153611",NA,NA,"2015","11",NA,"-43.436667","-20.153611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","2020-12-11 11:44:50-03","UFMG","BHCB","180155","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","Batista, JAN","3296","2015","09","02","Southern America","Brasil","Minas Gerais","Parque Estadual da Serra Nova, Margem do rio da Cachoeira do Escorrega",NA,"Material coletado no local e mantido em cultivo na UFMG.; Erva terrestre. Folhas concoores, verde escuro. Ovário e brácteas verdes; sépalas róseas com a base branca; pétalas e labelo; Em pequeno bolsões de mata ciliar ao longo das mar","BHCB032425",NA,NA,"Rio Pardo de Minas","-42.736944","-15.615833","855","855","2016","01","09","-42.736944","-15.615833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","2020-12-11 11:44:50-03","UFMG","BHCB","30985","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","Lombardi, JA","988","1995","09","30","Southern America","Brasil","Minas Gerais","Parque Estadual da Serra do Brigadeiro, Próximo ao laboratório de campo, trilha subindo morro.",NA,"Terreno turfoso úmido, flores brancas, frutos imaturos verdes.",NA,NA,NA,"Araponga","-42.483333","-20.716667","1200","1400",NA,NA,NA,"-42.483333","-20.716667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","2020-12-11 11:44:50-03","UFMG","BHCB","71648","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","Viana, PL","126","2001","08","11","Southern America","Brasil","Minas Gerais","Retiro das Pedras",NA,"Erva terrestre em interior de capão.",NA,NA,NA,"Brumadinho","-43.983611","-20.093056","1400","1400",NA,NA,NA,"-43.983611","-20.093056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","2020-12-11 11:44:50-03","UFMG","BHCB","64315","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","Barreto, HLM","5284",NA,NA,NA,"Southern America","Brasil","Minas Gerais",NA,NA,"Floresta semidecidual; epífita; coordenadas em UTM.",NA,NA,NA,"Andrelandia","-44.3092002868652","-21.7397003173828",NA,NA,NA,NA,NA,NA,NA,"26456","auto",NA,NA,NA,NA,NA,NA,NA,NA
"324","2020-12-11 11:44:50-03","UFMG","BHCB","59474","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","Dunaiski Junior, A","238","1992","06","19","Southern America","Brasil","Paraná","Ilha da Gamela",NA,"Planta epífita com flores brancas em interior de mata.",NA,NA,NA,"Paranaguá","-48.5092010498047","-25.5200004577637","1350","1350",NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"325","2020-12-11 11:44:50-03","UFMG","BHCB","92317","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","Mota, RC da","2438","2002","08","07","Southern America","Brasil","Minas Gerais","Serra do Caraça",NA,"Planta coletada em mata de galeria; terrestre próximo de grutas; pétalas sépalas cremes com reggião apical vinácea, labelo branco.; Mata de galeria.","BHCB047348",NA,NA,"Catas Altas","-43.4075012207031","-20.0746994018555",NA,NA,"2009","02",NA,NA,NA,"11966","auto",NA,NA,NA,NA,NA,NA,NA,NA
"326","2020-12-11 11:44:50-03","UFMG","BHCB","92272","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","Mota, RC da","2393","2004","09","15","Southern America","Brasil","Minas Gerais","Serra do Caraça",NA,"Pétalas e sépalas cremes com região apical vinácea, labelo branco.; Mata de galeria.","BHCB047351",NA,NA,"Catas Altas","-43.4075012207031","-20.0746994018555",NA,NA,"2009","01",NA,NA,NA,"11966","auto",NA,NA,NA,NA,NA,NA,NA,NA
"327","2021-02-11 17:20:55-03","UFPR","UPCB","88064","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cranichis","candida","Cranichis candida","(Barb. Rodr.) Cogn.","Engels, M. E. | Lozano, E. D.","2413","2014","04","29",NA,"Brasil","Paraná","Refúgio de Vida Silvestre de Campos de Palmas.",NA,"Humícola. Folhas verdes claras, membranáceas. Flores com pétalas e sépalas alvas. Labelo alvo com pintas verdes claras na face adaxial (interna). Pouco frequente. Cultivada até florir. Floresta Ombrófila Mista, capão com araucária e erva mate..",NA,NA,"Engels, M. E.","Palmas","-51.9906005859375","-26.4841995239258",NA,NA,"2014","04","29",NA,NA,"46666","auto",NA,NA,NA,NA,NA,NA,NA,NA
"328","2021-02-11 17:20:55-03","UFPR","UPCB","43283","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cranichis","candida","Cranichis candida","(B.Rodr.) Cogn.","Santos, E.P.","913","2000","09","29",NA,"Brasil","Paraná","Serra de Araçatuba, Morro dos Perdidos",NA,"Epífita, flor alva. Interior de floresta ombrófila densa montana, ± 900 m de altitude..",NA,NA,"Santos, E.P.","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,"2009","12","12",NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA
"329","2021-02-11 17:20:55-03","UFPR","UPCB","38821","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cranichis","candida","Cranichis candida","(B.Rodr.) Cogn.","Santos, E.P.","778","1999","04","23",NA,"Brasil","Paraná","Serra de Araçatuba, Morro dos Perdidos",NA,"Terrestre, ± 30 cm, flores alvas. Floresta ombrófila densa alto-montana, abaixo de rochas..",NA,NA,"Barros, F. de","Guaratuba","-48.5746994018555","-25.8827991485596","1280","1280","2000","08","10",NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA
"330","2021-02-11 17:21:02-03","UFPR","UPCB","8196","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Prescottia","microrhiza","Prescottia microrhiza","Barb.Rodr.","Hatschbach, G.","22345","1969","10","07",NA,"Brasil","Paraná","Vila Velha",NA,"Flor alva. Campo úmido..",NA,NA,"Pabst, G.","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"1970","01","01",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"331","2021-02-11 17:21:02-03","UFPR","UPCB","89811","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","Caglioni, E. | Junckes, A.R.","643","2016","05","04",NA,"Brasil","Santa Catarina","Parque Botânico Morro do Baú",NA,"Floresta Ombrófila Densa. Epífito coletado em subosque de floresta em estágio avaçado de conservação; Com flores brancas e frutos imaturos verdes..","UPCB0030110","UPCB0030110","Caglioni, E.","Ilhota","-48.933889","-26.803333","540","540","2016","05","04","-48.933889","-26.803333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","2021-02-11 17:21:02-03","UFPR","UPCB","89813","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","Caglioni, E. | Junckes, A.R.","649","2016","05","06",NA,"Brasil","Santa Catarina","Parque Botânico Morro do Baú",NA,"Floresta Ombrófila Densa. Epífito com fruto imaturo verde, coletado em subosque de floresta em estágio avaçado de conservação..","UPCB0030116","UPCB0030116","Caglioni, E.","Ilhota","-48.933889","-26.803333","540","540","2016","05","06","-48.933889","-26.803333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","2021-02-11 17:21:02-03","UFPR","UPCB","93521","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","Estevinho, T. F. | Oliveira, R. M. E. | Perinazzo, P.","16","2018","09","28",NA,"Brasil","Paraná","Ilha do Mél",NA,"Herbacea, 20 cm, inforescencia branca.","UPCB0040623","UPCB0040623","Estevinho, T. F.","Paranaguá","-48.506111","-25.915",NA,NA,"2018","09","28","-48.506111","-25.915000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","2021-02-11 17:21:02-03","UFPR","UPCB","87232","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","Santos, T. F. et al.","209","2016","10","26",NA,"Brasil","Paraná","Entrada do campus UFPR.",NA,NA,NA,NA,"Santos, T. F.","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"2016","10",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"335","2021-02-11 17:21:02-03","UFPR","UPCB","92437","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(SW.) Lindl.","Santos, T.F. | Passos, L.S. | NGM","317","2017","09","26",NA,"Brasil","Paraná","Floresta Estadual do Palmito",NA,"Flores brancas, ovários verdes.","UPCB0038275","UPCB0038275","Santos, T.F.","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,"2017",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"336","2021-02-11 17:21:02-03","UFPR","UPCB","72421","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","Mancinelli, W.S.","1240","2010","05","21",NA,"Brasil","Santa Catarina","Morro da Palha",NA,"Rupícola, flores brancas..",NA,NA,"Mancinelli, W.S.","São Francisco do Sul","-48.6380996704102","-26.2432994842529","50","50","2010","05","21",NA,NA,"23627","auto",NA,NA,NA,NA,NA,NA,NA,NA
"337","2021-02-11 17:21:02-03","UFPR","UPCB","43343","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","Santos, E.P.","975","2001","03","30",NA,"Brasil","Paraná","Serra de Araçatuba, Morro dos Perdidos",NA,"Erva ± 40 cm, flores esverdeadas. Campo de altitude, 1200 m de altitude.",NA,NA,"Santos, E.P.","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,"2015","10",NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA
"338","2020-06-13 14:55:00-03","MO","MOBOT","2227700","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cranichis","candida","Cranichis candida","Cogn.","Juárez de Varela, Fanny C.","Juárez de Varela 1674",NA,NA,NA,"South America","Argentina","Salta","Cerro Las Cumbres Date entered: 2/40/3198.",NA,NA,NA,NA,"Correa, M. N.","Rosario de Lerma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"339","2013-01-28 05:13:00-02","MO","MOBOT","2344211","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cranichis","candida","Cranichis candida","Cogn.","Andres E. Johnson","Johnson 459","1994","4","14","South America","Argentina","Misiones","Parque Nacional Iguazú, Arroyo Mbocay",NA,NA,NA,NA,NA,"Iguazú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","2008-05-27 22:02:00-03","MO","MOBOT","2475663","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cranichis","candida","Cranichis candida","Cogn.","Per Dusén","Dusén 9838A","1910","4","10","South America","Brazil","Paraná","Pato de Cima, in silv. prim, ad tunc, arb.",NA,NA,NA,NA,"Pabst",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","2009-07-09 17:05:00-03","MO","MOBOT","2480611","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cranichis","candida","Cranichis candida","Cogn.","Gert G. Hatschbach","Hatschbach 26612",NA,NA,NA,"South America","Brazil","Paraná","Tijucas do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","2008-05-27 22:02:00-03","MO","MOBOT","2816445","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cranichis","candida","Cranichis candida","Cogn.","Per Dusén","Dusén s.n.","1910","5","26","South America","Brazil","Paraná","Faguariahyva, in sihoula (''capao 2''), ad terrain.",NA,NA,NA,NA,"Pabst",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","2009-11-10 18:23:00-02","MO","MOBOT","2816620","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cranichis","candida","Cranichis candida","Cogn.","Oswaldo Handro","Handro 2276","1975","6","4","South America","Brazil",NA,"Estado de São Paulo: São Paulo, Agua Funda, nativa no Jardin Botânico.",NA,NA,NA,NA,"P. Handro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","2009-07-17 07:31:00-03","MO","MOBOT","1964928","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cranichis","parviflora","Cranichis parviflora","L.O. Williams","Paul C. Hutchison","Hutchison 1176","1957","8","15","South America","Peru","Junín","Chanchamayo Valley, above La Merced at Cumbre Yacunay near summit.",NA,NA,NA,NA,NA,"Tarma","-75.31666","-11.05","2000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,NA,NA,NA
"345","2011-05-03 17:19:00-03","MO","MOBOT","2518262","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Prescottia","micrantha","Prescottia micrantha","Lindl.","Cornelius Osten","Osten 16918","1923","9","30","South America","Uruguay","Canelones","La Floresta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","2013-01-28 05:13:00-02","MO","MOBOT","100246038","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","Andres E. Johnson","Johnson 0298","1992","8","4","South America","Argentina","Misiones","Area Cataratas, Area influencia Sendero Macuco.",NA,NA,NA,NA,"A. Johnson","Iguazú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"347","2013-01-28 05:13:00-02","MO","MOBOT","100246065","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","Andres E. Johnson","Johnson 0292","1992","7","25","South America","Argentina","Misiones","Ruta Nac. No. 12 y Embalse Urugua-í.",NA,NA,NA,NA,"A. Johnson","Iguazú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"348","2020-05-09 17:23:00-03","MO","MOBOT","100263759","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","Alfredo F. Fuentes|D. Alanes","Fuentes Claros 14165","2009","6","14","South America","Bolivia","La Paz","Parque Nacional Madidi. Sector Tanhuara Pata.",NA,NA,NA,NA,"A. Fuentes (LPB)","Franz Tamayo","-68.9527833","-14.7523889","2261.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","09-70",NA,NA,NA,NA
"349","2013-08-23 04:12:00-03","MO","MOBOT","100324291","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","Roberto Vásquez|Carl A. Luer|Jane Luer|L.R. Moreno","Vásquez C. 1523",NA,NA,NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"350","2018-04-16 09:15:00-03","MO","MOBOT","100560938","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","Alfredo F. Fuentes","Fuentes Claros 17660A","2012","8","2","South America","Bolivia","La Paz","Campamento Juchuy Chiriuno, por el camino Apolo-San José de Uchupiamonas.",NA,NA,NA,NA,"A. Fuentes (LPB)","Franz Tamayo","-68.241375","-14.499375","2000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","12-03",NA,NA,NA,NA
"351","2017-08-18 09:43:00-03","MO","MOBOT","100561499","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","Alfredo F. Fuentes","Fuentes Claros 17682","2012","8","4","South America","Bolivia","La Paz","Parque Nacional Madidi, sector Corral antes de gran bajada al río, por el camino Apolo-Mamacona.",NA,NA,NA,NA,"A. Fuentes (LPB)","Franz Tamayo","-68.3183334","-14.5291667","2100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","12-11",NA,NA,NA,NA
"352","2020-11-08 16:54:00-03","MO","MOBOT","101232623","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","F.C. Lehmann","Lehmann 1856","1882","9",NA,"South America","Colombia","Valle del Cauca","Auf Westcordillere von Cali.",NA,NA,NA,NA,"Cited by M Kolanowska & D.L. Szlachetko in Orchids of Valle del Cauca vol. 1: 100","Cali",NA,NA,"2000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"353","2009-03-11 09:28:00-03","MO","MOBOT","1254697","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","MATTHEWS","MATTHEWS 1862",NA,NA,NA,"South America","Ecuador",NA,NA,NA,NA,NA,NA,"C. Vargas (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"354","2017-08-17 14:31:00-03","MO","MOBOT","1755239","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","Alfredo F. Fuentes","Fuentes Claros 4644","2002","6","28","South America","Bolivia","La Paz","Parque Nacional Madidi, quebrada Jatun Chiriuno, 31 km en linea recta al este de Apolo por el camino a San José de Uchupiamonas; trayecto de 1.2 km hacia el oeste. Matorrales, pajonales y arbustedas secundarios, producto de quemas, con Chusquea, Melastomataceae, Asteraceae, Pteridium arachnoideum y Ericaceae; rodeados por el bosque yungueno termo-mesotropical pluviestacional húmedo, con Podocarpus oleifolius, Melastomataceae spp y Lauraceae spp. Terreno montañoso",NA,NA,NA,NA,"I. Jimenez (LPB)","Franz Tamayo","-68.23277","-14.5","1850.00000000","2020.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","02-25",NA,NA,NA,NA
"355","2018-05-17 05:28:00-03","MO","MOBOT","2256374","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","María E. Múlgura|F. Biganzoli|Paola Peralta|M.A. Romero","Múlgura 2167","2000","9","20","South America","Argentina","Misiones","Camino desde San Ignacio hacia el peñon de Teyucuaré, desvio hacia finca Osonunú",NA,NA,NA,NA,"Correa, M. N.","San Ignacio","-55.55","-27.26666","150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","2013-01-28 05:13:00-02","MO","MOBOT","2257037","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","Andres E. Johnson","Johnson 298","1992","8","4","South America","Argentina","Misiones","Parque Nacional Iguazú, Area Cataratas, Sendero Macuco",NA,NA,NA,NA,NA,"Iguazú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","2011-03-01 23:35:00-03","MO","MOBOT","2294015","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","Sara G. Tressens|M. Silvia Ferrucci|Victor Maruñak|M.G. Pellegrini","Tressens 3989","1992","4","7","South America","Argentina","Corrientes","Ea. Bertrán (Infrán Cué), 23 Km SW de Virasoro",NA,NA,NA,NA,"Schinini, A., //","Santo Tomé","-56.1","-28.23333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","2010-11-13 04:25:00-02","MO","MOBOT","2475640","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","Roberto M. Klein","Klein 2509",NA,NA,NA,"South America","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","2009-03-25 09:40:00-03","MO","MOBOT","2839732","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","Per Dusén","Dusén 15559","1914","10","8","South America","Brazil","Paraná","Serrinha locis graminosis.",NA,NA,NA,NA,"C. Vargas, Aug",NA,NA,NA,"840.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
