"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","phylum","order","continentOcean","preparationType","class","typeStatus","relationshipType","relatedCatalogItem","previousCatalogNumber","fieldNumber","individualCount","infraspecificEpithet"
"144","2015-09-15 13:49:58-03","MNHN","RECOLNAT_MNHN_P","P00371894","PreservedSpecimen",NA,"Pteridophyta","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Øllgaard",NA,NA,NA,"Gaudichaud, C.",NA,"1833",NA,NA,"Brésil",NA,NA,"Prov. San Paolo",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00371894' target='other'> <mi>dwc_moreinfo</mi></a>","P00371894","P00371894_01",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,"17",NA,NA
"145","2015-09-04 12:22:51-03","MNHN","RECOLNAT_MNHN_P","P00559123","PreservedSpecimen",NA,"Pteridophyta","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.",NA,NA,NA,NA,"Glaziou, A.",NA,"1871","2",NA,"Brésil",NA,NA,"Rio Janeiro, Espirito Santo",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00559123' target='other'> <mi>dwc_moreinfo</mi></a>","P00559123","P00559123_01",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,"5220",NA,NA
"146","2007-09-10 14:25:51-03","MNHN","RECOLNAT_MNHN_P","P00559124","PreservedSpecimen",NA,"Pteridophyta","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.",NA,NA,NA,NA,"Glaziou, A.",NA,"1871","2",NA,"Brésil",NA,NA,"Rio Janeiro, Espirito Santo",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00559124' target='other'> <mi>dwc_moreinfo</mi></a>","P00559124","P00559124_01",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,"5220",NA,NA
"147","2015-09-04 14:35:18-03","MNHN","RECOLNAT_MNHN_P","P00559237","PreservedSpecimen",NA,"Pteridophyta","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.",NA,NA,NA,NA,"Ule, E.",NA,"1889",NA,NA,"Brasil",NA,NA,"Pr. S. Catharina, Sao francisco",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00559237' target='other'> <mi>dwc_moreinfo</mi></a>","P00559237","P00559237_01",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,"77",NA,NA
"148","2016-01-07 17:57:33-02","MNHN","RECOLNAT_MNHN_P","P00559238","PreservedSpecimen",NA,"Pteridophyta","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.",NA,NA,NA,NA,"Moeller",NA,"1893",NA,NA,"Brasil",NA,NA,"Blumenau",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00559238' target='other'> <mi>dwc_moreinfo</mi></a>","P00559238","P00559238_01",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,"74",NA,NA
"149","2020-09-28 16:03:24-03","MNHN","RECOLNAT_MNHN_P","P01223840","PreservedSpecimen",NA,"Pteridophyta","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.",NA,NA,NA,NA,"Sellow",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01223840' target='other'> <mi>dwc_moreinfo</mi></a>","P01223840","P01223840_01",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA
"150","2020-09-28 16:05:49-03","MNHN","RECOLNAT_MNHN_P","P01223842","PreservedSpecimen",NA,"Pteridophyta","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.",NA,NA,NA,NA,"Regnell",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01223842' target='other'> <mi>dwc_moreinfo</mi></a>","P01223842","P01223842_01",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,"IV 203",NA,NA
"151","2020-09-28 16:03:24-03","MNHN","RECOLNAT_MNHN_P","P01223841","PreservedSpecimen",NA,"Pteridophyta","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.",NA,NA,NA,NA,"Dusén, P.",NA,"1914","9","21","Brasil","Paraná","Morretes","Jacarehý","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01223841' target='other'> <mi>dwc_moreinfo</mi></a>","P01223841","P01223841_01","30514","auto",NA,NA,NA,"hb",NA,NA,NA,NA,NA,"15556",NA,NA
"152","2020-09-29 14:53:04-03","UFPR","UPCB","77593","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Mazziero, F.F.F.","2017",NA,NA,"Mazziero, F.F.F. et al.","1049","2012","05","30","Brasil","São Paulo","Iporanga","Apiaí, Parque Estadual Turístico do Alto Ribeira (PETAR). Casa de Pedra-Floresta Ombrófila Densa.","-48.693333","24.539444","-48.693333","24.539444",NA,NA,"Epífita, crescendo sobre angiosperma (ca. 3m alt.) em local muito sombreado e úmido em trilha..","UPCB0010737","UPCB0010737",NA,NA,"Lycophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2020-09-29 14:53:04-03","UFPR","UPCB","52944","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Matos, F.B.","2017",NA,NA,"Matos, F.B. et al.","442","2005","02","13","Brasil","Bahia","Camacan","Fazenda Serra Bonita, 9,7km W de Camacã na estrada para Jacarecí, daí 6 Km SW na estrada para RPPN Serra Bonita e torre da Embratel. Vegetação Montana.","-39.565278","-15.391667","-39.565278","-15.391667","835","835","Epífita encontrada caída no solo, no interior da mata. Alto do morro. Alt.: 835m s.n.m..","UPCB0010739","UPCB0010739",NA,NA,"Lycophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2020-09-29 14:53:04-03","UFPR","UPCB","54635","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Matos, F.B.","2017",NA,NA,"Matos, F.B. et al.","631a","2005","07","09","Brasil","Bahia","Camacan","Fazenda Serra Bonita, 9,7 Km W de Camacã na estrada de Camacã para Jacarecí, daí 6Km SW na estrada para a Reserva e Torre da Embratel. Floresta Montana.","-39.565278","-15.391667","-39.565278","-15.391667","835","835","Epífita em tronco caído no interior da mata, alto do morro..","UPCB0010746","UPCB0010746",NA,NA,"Lycophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2020-09-29 14:53:04-03","UFPR","UPCB","56927","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Matos, F.B.","2017",NA,NA,"Matos, F.B. et al.","104","2004","12","08","Brasil","Paraná","Matinhos","Parque Florestal do Rio da Onça.","-48.5","-25.833333","-48.5","-25.833333","5","5","Epífita a 2,50m do solo. Interior da mata. Restinga..","UPCB0010743","UPCB0010743",NA,NA,"Lycophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2020-09-29 14:53:04-03","UFPR","UPCB","57042","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Matos, F.B.","2017",NA,NA,"Matos, F.B. | Schwartsburd, P.B.","834","2005","10","06","Brasil","Paraná","Antonina","Reserva Natural Rio Cachoeira (SPVS). Trilha do Corvo.","-48.683333","-25.3","-48.683333","-25.3","60","60","Epífita próximo ao solo, no interior da mata. Floresta Ombrófila Densa.","UPCB0010741","UPCB0010741",NA,NA,"Lycophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2020-09-29 14:53:04-03","UFPR","UPCB","68942","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Matos, F.B.","2017",NA,NA,"Matos, F.B. | Santos, R.R.","1571","2008","07","31","Brasil","Bahia","Camacan","Fazenda Serra Bonita, Reserva Serra Bonita, 9,7 km W de Camacan, na estrada para Jacarecí, daí 6 km SW na estrada para RPPN Serra Bonita e Torre da Embratel. Trilha da Bapeba.","-39.565278","-15.391667","-39.565278","-15.391667","950","950","Epífita em árvore caída no interior da mata. Ramos pendentes. Floresta Ombrófila Densa.","UPCB0010736","UPCB0010736",NA,NA,"Lycophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2020-09-29 14:53:04-03","UFPR","UPCB","69642","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Labiak, P.H.","2017",NA,NA,"Forzza, R.C. et al.","5241","2008","07","20","Brasil","Espírito Santo","Cariacica","Reserva Biológica Duas Bocas, Localidade de Alegre, trilha do Pau Oco.","-40.525","-20.267778","-40.525000","-20.267778","525","525","Epífita sobre tronco caído. Floresta Ombrófila Densa Montana..","UPCB0010738","UPCB0010738",NA,NA,"Lycophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2020-09-29 14:53:04-03","UFPR","UPCB","80110","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Michelon, C.","2017",NA,NA,"Michelon, C. | Mazziero F.F.F. | Canestraro, B.K. | Engels, M.","1814","2013","03","19","Brasil","Paraná","Carambeí","Mangabeira.","-50.181389","-24.873889","-50.181389","-24.873889","1038","1038","Epífita no interior da floresta, próximo a curso d'água..","UPCB0010744","UPCB0010744",NA,NA,"Lycophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2020-09-29 14:53:04-03","UFPR","UPCB","82397","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Labiak, P. H.","2013","09","01","Bonnet, A. | Caglioni, E.","55","2012","05","06","Brasil","Rio de Janeiro","Nova Friburgo","Antena SBT. Floresta Ombrófila Densa","-42.567","-22.359","-42.567","-22.359","1600","1600","Epífito..","UPCB0010752","UPCB0010752",NA,NA,"Lycophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2021-02-11 17:19:25-03","UFPR","UPCB","94649","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Ollg.","Matos, F.B.","2019","06",NA,"Matos, F.B. | Veiga, V.","2670","2019","06","25","Brasil","Paraná","Antonina","Reserva Natural Guaricica (antiga Reserva Natural Rio Cachoeira, SPVS). Trilha Porto Faisqueira","-48.656944","-25.366111","-48.656944","-25.366111","25","25","Epiphytic on a fallen tree near the trail, inside of the forest","UPCB0044381",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2021-02-11 17:19:25-03","UFPR","UPCB","96147","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Ollg.","Matos, F.B.","2017","09",NA,"Matos, F.B. | Labiak, P.H. | alunos do Curso de Pteridologia da UFPR","2580","2017","08","27","Brasil","Paraná","Antonina","Reserva Natural Guaricica (Antiga Reserva Natural Rio Cachoeira, SPVS). Trilha do Gervásio","-48.673889","-25.250278","-48.673889","-25.250278","100","100","Atlantic forest. Epiphytic","UPCB0043773",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2020-09-29 14:53:04-03","UFPR","UPCB","87008","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Matos, F.B.","2016","04","13","Völtz, R.R. | Brotto, M.L.","874","2015","02","04","Brasil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.9911003112793","-24.6571998596191",NA,NA,NA,NA,"Erva epífita crescendo no interior da Floresta Ombrófila Densa Montana; soros amarelados..","UPCB0012225","UPCB0012225","49901","auto","Lycophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2020-09-29 14:53:04-03","UFPR","UPCB","79619","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Ollg.","Matos, F.B.","2016",NA,NA,"Michelon, C. et al.","1088","2011","05","18","Brasil","Paraná","Tibagi","Parque Estadual do Guartelá.","-50.4136009216309","-24.5093994140625",NA,NA,"870","870","Epífita pendente. Floresta de galeria..",NA,NA,"56988","auto","Lycophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2020-09-29 14:53:04-03","UFPR","UPCB","59650","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Gasper, A.L. de","2017",NA,NA,"Gasper, A.L. de","854","2007","10","28","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí","-49.0661010742188","-26.9193992614746",NA,NA,NA,NA,"Epífita em borda de mata..","UPCB0010742","UPCB0010742","34291","auto","Lycophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2020-09-29 14:53:04-03","UFPR","UPCB","41061","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Dittrich, V.A.O.","2017",NA,NA,"Gatti, G. | Gatti, A.L.S.","595","1999","07","01","Brasil","Paraná","Guaraqueçaba","Reserva Natural Salto Morato, Área Projeto Sucessão","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"Epífita. Floresta ombrófila densa submontana..","UPCB0010745","UPCB0010745","37295","auto","Lycophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2020-09-29 14:53:04-03","UFPR","UPCB","37965","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Dittrich, V.A.O.","2017",NA,NA,"Gatti, A.L.S. | Gatti, G.","221","1999","04","20","Brasil","Paraná","Guaraqueçaba","Reserva Natural Salto Morato, Floresta Primária","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"Epífita sobre ramo primário de Endlicheria panicullata a 19m de altura, fértil, mesófila. Floresta ombrófila densa submontana - floresta primária pouco alterada..","UPCB0010757","UPCB0010757","37295","auto","Lycophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2020-09-29 14:53:04-03","UFPR","UPCB","55419","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Labiak, P.H.","2017",NA,NA,"Borgo, M. et al.","2502","2003","05","10","Brasil","Paraná","Guaraqueçaba","Reserva Natural Serra do Itaqui, Fazenda Begle","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"Epífita a 2m do solo. Floresta ombrófila densa submontana..","UPCB0010740","UPCB0010740","37295","auto","Lycophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2020-09-29 14:53:04-03","UFPR","UPCB","25834","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Labiak, P.H.","2017",NA,NA,"Labiak, P.H.","96","1994","03","26","Brasil","Santa Catarina","Itapoá","Reserva Volta Velha","-48.6161003112793","-26.1168994903564",NA,NA,NA,NA,"Epífita pendente. Estrato inferior da floresta..","UPCB0010755","UPCB0010755","18121","auto","Lycophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2020-09-29 14:53:04-03","UFPR","UPCB","8644","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Dittrich, V.A.O.","2017",NA,NA,"Braga, R.","s.n.",NA,NA,NA,"Brasil","Paraná","Morretes","Serra do Mar","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,NA,NA,"30514","auto","Lycophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2020-09-29 14:53:04-03","UFPR","UPCB","7592","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Dittrich, V.A.O.","2017",NA,NA,"Hatschbach, G.","20966","1969","01","30","Brasil","Paraná","Campina Grande do Sul","Serra Virgem Maria, Rio Pardinho","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"Epífita, pendente. Mata pluvial, margem de rio..","UPCB0010754","UPCB0010754","55154","auto","Lycophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2020-09-29 14:53:04-03","UFPR","UPCB","6527","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Dittrich, V.A.O.","2017",NA,NA,"Hatschbach, G.","16301","1967","04","13","Brasil","Paraná","Guaraqueçaba","Serrinha","-48.3288993835449","-25.3066997528076",NA,NA,"100","100","Epífita. Mata pluvial da encosta de morro..","UPCB0010734","UPCB0010734","37295","auto","Lycophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2010-10-02 12:59:00-03","MO","MOBOT","2454072","PreservedSpecimen","Plantae","Lycopodiaceae","Huperzia","flexibilis","Huperzia flexibilis","(Fée) B. Øllg.","Labiak, P. H.",NA,NA,NA,"Paulo H. Labiak","Labiak 96","1994","3","26","Brazil","Santa Catarina",NA,"Itapoá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2008-05-27 22:02:00-03","MO","MOBOT","1248566","PreservedSpecimen","Plantae","Lycopodiaceae","Lycopodium","linifolium","Lycopodium linifolium","L.",NA,NA,NA,NA,"Harriet G. Barclay","Barclay 6841","1959","2","7","Colombia","Magdalena","Santa Marta","Finca de Senor Bautista: Selva - Tall Trees.",NA,NA,NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","2008-05-27 22:02:00-03","MO","MOBOT","1449538","PreservedSpecimen","Plantae","Lycopodiaceae","Lycopodium","linifolium","Lycopodium linifolium","L.",NA,NA,NA,NA,"Alwyn H. Gentry|Eugene Schupp","Gentry 26355","1979","9","23","Ecuador","Carchi",NA,"Vicinity of Chical, wet premontane forest and adjacent second growth.","-78.184","0.927",NA,NA,"1200.00000000","1350.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1799","2",NA
"176","2009-11-10 15:17:00-02","MO","MOBOT","1915587","PreservedSpecimen","Plantae","Lycopodiaceae","Lycopodium","linifolium","Lycopodium linifolium","L.","A. Smith",NA,NA,NA,"Ronald L. Liesner","Liesner 7189","1979","5","4","Venezuela","Amazonas",NA,"0 to 0.5 km NE of San Carlos de Río Negro. Disturbed forest. Ca. 20 km S of confluence of Río Negro & Brazo Casiquiare.","-67.0666667","1.9166667",NA,NA,"120.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"229","1",NA
"177","2015-03-12 11:02:00-03","MO","MOBOT","2222116","PreservedSpecimen","Plantae","Lycopodiaceae","Lycopodium","linifolium","Lycopodium linifolium","L.",NA,NA,NA,NA,"Paul C. Hutchison|J. Kenneth Wright","Hutchison 6791","1964","10","8","Peru","Amazonas","Bongará","5 km N of Pomacocha (N end of lake) on road to Oto Rioja.","-77.7833333","-6.7166667",NA,NA,"2000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"655","1",NA
"178","2011-06-09 17:51:00-03","MO","MOBOT","26637","PreservedSpecimen","Plantae","Lycopodiaceae","Lycopodium","linifolium","Lycopodium linifolium","L.","R. C. Moran (MO)",NA,NA,NA,"Carlos E. Cerón","Cerón Martínez 2919","1987","12","11","Ecuador","Napo",NA,"Entre el Río Pucuno y el Río Guamaní. Bosque primario y borde de carretera. Bosque pluvial Premontano. Carretera Hollín-Loreto-Coca.","-77.43333","-0.76666",NA,NA,"1100.00000000","1200.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"87-52","3",NA
"179","2008-05-27 22:02:00-03","MO","MOBOT","2841","PreservedSpecimen","Plantae","Lycopodiaceae","Lycopodium","linifolium","Lycopodium linifolium","L.",NA,NA,NA,NA,"Lars P. Kvist|et al.","Kvist 48292","1983","10","17","Ecuador","Esmeraldas",NA,"Río Bolborde a small tributary to Río San Miguel in the upper part of Cayapa river system. Secondary vegetation and disturbed rain forests close to the houses of the Cayapas.","-78.88333","0.66666",NA,NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2008-05-27 22:02:00-03","MO","MOBOT","2849","PreservedSpecimen","Plantae","Lycopodiaceae","Lycopodium","linifolium","Lycopodium linifolium","L.",NA,NA,NA,NA,"L.B. Holm-Nielsen|S. Jeppesen|B. Løjtnant|Benjamin Øllgaard","Holm-Nielsen 6098","1973","5","20","Ecuador","Carchi",NA,"Valle de Maldonado, km 71 on road Tulcán-Maldonado.","-78.1","0.9",NA,NA,"2100.00000000","2200.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2015-08-12 05:57:00-03","MO","MOBOT","2858","PreservedSpecimen","Plantae","Lycopodiaceae","Lycopodium","linifolium","Lycopodium linifolium","L.",NA,NA,NA,NA,"Benjamin Øllgaard|H. Balslev","Øllgaard 9087","1976","9","1","Ecuador","Pastaza",NA,"Mera. Road and muletracks to approx. 4 km N of the village (along Río San Jorge and Río Tigre). Road banks and rain forest.","-77.88333","-1.58333",NA,NA,"1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2015-08-12 05:57:00-03","MO","MOBOT","2866","PreservedSpecimen","Plantae","Lycopodiaceae","Lycopodium","linifolium","Lycopodium linifolium","L.",NA,NA,NA,NA,"H. Balslev|Madsen, Eilef","Balslev 10319","1976","10","25","Ecuador","Napo",NA,"Baeza. Dense vegetation along river and adjacent pastures SW of the village.","-77.88333","-0.46666",NA,NA,"2000.00000000","2200.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2015-08-12 05:57:00-03","MO","MOBOT","2874","PreservedSpecimen","Plantae","Lycopodiaceae","Lycopodium","linifolium","Lycopodium linifolium","L.",NA,NA,NA,NA,"H. Balslev|Madsen, Eilef","Balslev 10505","1976","10","31","Ecuador","Napo",NA,"Road Baeza - Lago Agrio, 23 km from Baeza at Río Oyacachi. Cleared montane forest, pastures with old epiphyte-covered trees, and forest margin.","-77.8","-0.3",NA,NA,"1500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","2013-02-15 05:37:00-02","MO","MOBOT","3344480","PreservedSpecimen","Plantae","Lycopodiaceae","Lycopodium","linifolium","Lycopodium linifolium","L.",NA,NA,NA,NA,"César Patzi","Patzi 346","2004","1","11","Bolivia","Cochabamba","Ayopaya","Totolima. Bosque montano húmedo, de 15 m de alto, con sotobosque denso y presencia de muchas epífitas.","-66.21888","-16.92416",NA,NA,"1960.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","2008-05-27 22:02:00-03","MO","MOBOT","40464","PreservedSpecimen","Plantae","Lycopodiaceae","Lycopodium","linifolium","Lycopodium linifolium","L.",NA,NA,NA,NA,"Filskov, Per|Søndergaard, Martin|Gregersen, I.","Filskov 37113","1981","11","9","Ecuador","Pichincha",NA,"Nanegalito, 2 km along road to Nanegal. Mountain forest between road and Río Alamví.","-78.68333","0.13333",NA,NA,"1200.00000000","1400.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2008-05-27 22:02:00-03","MO","MOBOT","7459","PreservedSpecimen","Plantae","Lycopodiaceae","Lycopodium","linifolium","Lycopodium linifolium","L.","A. Smith (UC)",NA,NA,NA,"H. van der Werff|Miryam Monsalve B.","van der Werff 9657","1988","1","20","Colombia","Valle del Cauca","Buenaventura","Bajo Calima, Concesión Pulpapel. Lowland rain forest.","-77","3.91666",NA,NA,"100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"88-1","2",NA
"187","2008-05-27 22:02:00-03","MO","MOBOT","8821","PreservedSpecimen","Plantae","Lycopodiaceae","Lycopodium","linifolium","Lycopodium linifolium","L.","A.R. Smith (UC)",NA,NA,NA,"H. van der Werff|Miryam Monsalve B.","van der Werff 9696","1988","1","22","Colombia","Valle del Cauca","Buenaventura","Bajo Calima, Concesión Pulpapel. Lowland rain forest.","-77","3.91666",NA,NA,"100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"88-3","5",NA
"188","2016-10-13 05:55:00-03","MO","MOBOT","17210","PreservedSpecimen","Plantae","Lycopodiaceae","Lycopodium","linifolium","Lycopodium linifolium tenuifolium","B. Øllg.","Alan R. Smith (UC)",NA,NA,NA,"Marc A. Baker|David A. Neill|Walter A. Palacios|Jorge Zaruma","Baker 5709","1985","3","15","Ecuador","Pastaza",NA,"8 km al NE de Mera, sobre carretera al Río Pastaza. Bosque pluvial premontano. DIRECCION NACIONAL FORESTAL - MAG Herbarios MO-NY-QAME; apoyo de USAID","-78.071","-1.404",NA,NA,"1300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"85-11","6","tenuifolium"
"189","2020-08-31 09:18:32-03","INPA","INPA","50392","S","Plantae","Lycopodiaceae","Lycopodium","linifolium","Lycopodium linifolium","L.","Rodrigues, WA","1977",NA,NA,"Prance, GT","23562","1975","07","24","Brasil","Amazonas",NA,"BR 174, km 50, Igarapé Tarumã, Manaus-Caracaraí, Km 50, crossing with igarapé Tarumanzinho. Overhanging stream.","-60.059461","-2.811194","-60.059461","-2.811194",NA,NA,NA,"INPA0050392",NA,NA,NA,"Lycopodiopsida","Lycopodiales","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
