"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","class","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount","typeStatus","verbatimLongitude","verbatimLatitude","sex"
"52","2017-09-11 17:12:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Stelis","ruprechtiana","Stelis ruprechtiana","Rchb.f.",NA,"Moura, JT de","29",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Teresópolis","In arboribus ad Serra dos Orgãos prope Theresopolis prov. Rio de Janeiro","-42.9656","-22.4122",NA,NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2017-09-11 17:12:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Stelis","ruprechtiana","Stelis ruprechtiana","Rchb.f.",NA,"Riedel, L","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Magé","Habitat in rupibus arboribusque prope Mandiocca prov. Rio de Janeiro","-43.0406","-22.6528",NA,NA,NA,NA,NA,NA,"20531","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2017-09-11 17:12:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Stelis","ruprechtiana","Stelis ruprechtiana","Rchb.f.",NA,"Schwacke, CAW","5507",NA,NA,NA,"Southern America","Brazil","Santa Catarina","São Bento do Sul","in arboribus ad São Bento secus Rio dos Bugres prov. S. Catharina","-49.3786","-26.2503",NA,NA,NA,"Floret Junio-Julio",NA,NA,"23090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2017-09-11 17:12:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Stelis","ruprechtiana","Stelis ruprechtiana","Rchb.f.",NA,"Glaziou, AFM","6726",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Rio de Janeiro","In arboribus ad Corcovado prov. Rio de Janeiro","-43.2075","-22.9028",NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-11-21 10:13:53-03","IBt","SP","175246","S","Plantae",NA,NA,"Orchidaceae","Stelis","hoehnei","Stelis hoehnei","Schltr.",NA,"Kirizawa, M; et al.","583","1981","11","20",NA,"Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.333333","-23.783333","850","850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-46.333333","-23.783333",NA
"57","2019-11-21 10:13:53-03","IBt","SP","186490","S","Plantae",NA,NA,"Orchidaceae","Stelis","hoehnei","Stelis hoehnei","Schltr.",NA,"Custodio Filho, A","1125","1982","12","07",NA,"Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.316667","-23.783333","750","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-46.316667","-23.783333",NA
"58","2019-11-21 10:13:53-03","IBt","SP","4732","S","Plantae",NA,NA,"Orchidaceae","Stelis","hoehnei","Stelis hoehnei","Schltr.","Schlechtler, R","Hoehne, FC","s.n.","1920","12","23",NA,"Brasil","São Paulo",NA,"Alto da Serra, Estrada do Vergueiro",NA,NA,NA,NA,NA,"Flor vinosa escura","SP002419","SP002419",NA,NA,NA,NA,"1926",NA,NA,NA,NA,"Isotype",NA,NA,NA
"59","2019-11-21 10:13:53-03","IBt","SP","232737","S","Plantae",NA,NA,"Orchidaceae","Stelis","hoehnei","Stelis hoehnei","Schltr.",NA,"Lopes, EA; Murça Pires, J","103","1980","11","27",NA,"Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,NA,NA,"27258","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-11-21 10:13:53-03","IBt","SP","182959","S","Plantae",NA,NA,"Orchidaceae","Stelis","hoehnei","Stelis hoehnei","Schltr.",NA,"Custodio Filho, A; Marques, JJ","999","1982","10","27",NA,"Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,NA,NA,"27258","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-11-21 10:13:54-03","IBt","SP","237314","S","Plantae",NA,NA,"Orchidaceae","Stelis","ruprechtiana","Stelis ruprechtiana","Rchb.f.","Pessoa, E","Barros, F","1810","1990","01","27",NA,"Brasil","Ceará","Maranguape","Serra de Maranguape","-38.6856002807617","-3.89083003997803",NA,NA,NA,NA,NA,NA,"40608","auto",NA,NA,"2013","05","14",NA,NA,NA,NA,NA,NA
"62","2019-11-21 10:13:54-03","IBt","SP","31693","S","Plantae",NA,NA,"Orchidaceae","Stelis","ruprechtiana","Stelis ruprechtiana","Rchb.f.","Hoehne, FC","Spannagel, C","385","1934","03",NA,NA,"Brasil","Rio de Janeiro","Petrópolis",NA,"-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,NA,NA,"36524","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-11-21 10:13:54-03","IBt","SP","54188","S","Plantae",NA,NA,"Orchidaceae","Stelis","ruprechtiana","Stelis ruprechtiana","Rchb.f.","Mamede, MCH","Pabst, GFJ","315","1946","12","20",NA,"Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,NA,"21048","auto",NA,NA,"2011","05",NA,NA,NA,NA,NA,NA,NA
"64","2019-11-21 10:13:54-03","IBt","SP","32514","S","Plantae",NA,NA,"Orchidaceae","Stelis","ruprechtiana","Stelis ruprechtiana","Rchb.f.","Mamede, MCH","Kuhlmann, M","s.n.","1935","01","25",NA,"Brasil","São Paulo","Campos do Jordão","Umuarama","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,NA,"21048","auto",NA,NA,"2011","05",NA,NA,NA,NA,NA,NA,NA
"65","2019-11-21 10:13:54-03","IBt","SP","29263","S","Plantae",NA,NA,"Orchidaceae","Stelis","ruprechtiana","Stelis ruprechtiana","Rchb.f.","Handro, O","Edwall, G","CGG1915","1892","10","31",NA,"Brasil","São Paulo","Santo André","Est. Campo Grande, mata virgem.","-46.5299987792969","-23.6599998474121",NA,NA,NA,"Herb. epífita parva, fl. flava.","SP009677","SP009677","27258","auto",NA,NA,"1968","03",NA,NA,NA,NA,NA,NA,NA
"66","2013-03-28 11:00:13-03","AMES","HU-HERB","AMES 00084407","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Stelis","ruprechtiana","Stelis ruprechtiana","H. G. Reichenbach","G. A. Romero & I. Ferreras (AMES)","G. F. J. Pabst","406","1949","9","24","South America","Brazil",NA,NA,"Serra dos Orgão-Terezópolos",NA,NA,"1600",NA,"Microscope slide,Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"406",NA,NA,NA,NA,NA
"67","2013-03-28 10:46:15-03","AMES","HU-HERB","AMES 00104960","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Stelis","ruprechtiana","Stelis ruprechtiana","H. G. Reichenbach",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Drawing of type",NA,NA,"undetermined"
"68","2013-03-28 11:00:50-03","AMES","HU-HERB","AMES 00287757","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Stelis","ruprechtiana","Stelis ruprechtiana","H. G. Reichenbach","Hoehne","G. F. J. Pabst","406","1949","9","24","South America","Brazil",NA,NA,"Serra dos Orgão-Terezópolos",NA,NA,"1600",NA,"Microscope slide,Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"406",NA,NA,NA,NA,NA
