"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","recordNumber","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","class","eventTime","fieldNumber","individualCount","relatedCatalogItem","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","1654189","PreservedSpecimen","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardner","M. K. Caddah","M. K. Caddah","2011","02","06","Brazil","Espírito Santo","Santa Teresa","Trilha para o Alto Misterioso. Arbustaria.","-40.77027","-19.80355",NA,NA,"1040",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1568303' target='other'> <mi>dwc_moreinfo</mi></a>","NY01654189","NY01654189_01",NA,NA,NA,"833",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00925401","PreservedSpecimen","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardner","R. Goldenberg","H. S. Irwin","1971","01","25","Brazil","Minas Gerais",NA,"Serra do Espinhaço, sandstone summit of Serra de Caraça","-43.508849","-20.130068",NA,NA,"1750","1950","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=997772' target='other'> <mi>dwc_moreinfo</mi></a>","NY00925401","NY00925401_01",NA,NA,NA,"29107",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","521586","PreservedSpecimen","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata catharinensis","Wurdack","J. J. Wurdack","G. G. Hatschbach","1991","12","04","Brazil","Paraná","Guaraqueçaba","Rio Guaraqueçaba, próximo a barra","-48.3289","-25.3069",NA,NA,"5","10","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=61211' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521586","NY00521586_01",NA,NA,NA,"56127",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales","catharinensis",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1016009","PreservedSpecimen","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardner","R. Goldenberg","S. A. C. Chiea","1990","11","28","Brazil","São Paulo","Cananéia","Ilha do Cardoso.","-47.992538","-25.197304",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1116013' target='other'> <mi>dwc_moreinfo</mi></a>","NY01016009","NY01016009_01",NA,NA,NA,"603",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","521589","PreservedSpecimen","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardner",NA,"A. C. Brade","1939","10","08","Brazil","Rio de Janeiro","Rio de Janeiro","Rio de Janeiro, Mesa do Imperador","-43.257779","-22.970378",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=116622' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521589","NY00521589_01",NA,NA,NA,"16133",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","521584","PreservedSpecimen","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardner",NA,"J. B. E. Pohl",NA,NA,NA,"Brazil","Rio de Janeiro","Rio de Janeiro","In sylvis umbrosis montis Corcavado, Cap. Rio de Janeiro","-43.212237","-22.951713",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=116621' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521584","NY00521584_01",NA,NA,NA,"3971",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","229143","PreservedSpecimen","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardner",NA,"G. Gardner","1837",NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=116616' target='other'> <mi>dwc_moreinfo</mi></a>","NY00229143","NY00229143_01",NA,NA,NA,"183","isotype","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1654188","PreservedSpecimen","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardner","M. K. Caddah","M. K. Caddah","2011","02","06","Brazil","Espírito Santo","Santa Teresa","Entrada da trilha para o Alto Misterioso. Em frente ao cafezal. Arbustaria.","-40.76863","-19.8038",NA,NA,"990",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1568301' target='other'> <mi>dwc_moreinfo</mi></a>","NY01654188","NY01654188_01",NA,NA,NA,"837",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","521583","PreservedSpecimen","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardner",NA,"H. W. Schott",NA,NA,NA,"Brazil","Rio de Janeiro","Rio de Janeiro","Ad Tijuca, Cap. Rio de Janeiro","-43.274528","-22.95583",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=116620' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521583","NY00521583_01",NA,NA,NA,"4135",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","521587","PreservedSpecimen","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardner","J. J. Wurdack","P. E. Gibbs","1976","11","09","Brazil","São Paulo",NA,"Estrada Ubatuba a Caraguatatuba","-45.244772","-23.548517",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=116614' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521587","NY00521587_01",NA,NA,NA,"3498",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","521585","PreservedSpecimen","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardner","J. Y. V. Norlind","P. K. H. Dusén","1909","12","05","Brazil","Paraná","Paranaguá","Alexandra","-48.631716","-25.548936",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=116611' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521585","NY00521585_01",NA,NA,NA,"8637",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","521588","PreservedSpecimen","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardner","J. J. Wurdack","G. G. Hatschbach","1971","10","29","Brazil","Paraná","Guaraqueçaba","Rio Martins","-48.3289","-25.3069",NA,NA,"5","5","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=116613' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521588","NY00521588_01",NA,NA,NA,"27597",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","521580","PreservedSpecimen","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardner","C. A. Cogniaux","L. Riedel",NA,NA,NA,"Brazil",NA,NA,"{From protologue: Ad Serra da Piedade]",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=116608' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521580","NY00521580_01",NA,NA,NA,"s.n.",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","522440","PreservedSpecimen","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardner","R. Goldenberg","P. E. Gibbs","1976","11","09","Brazil","São Paulo",NA,"Estrada Ubatuba a Caraguatatuba","-45.244772","-23.548517",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=527712' target='other'> <mi>dwc_moreinfo</mi></a>","NY00522440","NY00522440_01",NA,NA,NA,"3498",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","521582","PreservedSpecimen","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardner","C. A. Cogniaux","L. Riedel","1835","11",NA,"Brazil","Rio de Janeiro","Rio de Janeiro","Brasilia. In silvis Tijuca","-43.274528","-22.95583",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=116609' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521582","NY00521582_01",NA,NA,NA,"s.n.",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","02514448","PreservedSpecimen","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardner",NA,"R. Goldenberg","2013","12","31","Brazil","Espírito Santo","Vargem Alta","Refúgio Richimond, Floresta Montana sobre saibro branco.","-40.947307","-20.682908",NA,NA,NA,NA,"[Invalid Lat.: -20,682908. Invalid Long.: -40,947307.] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2745624' target='other'> <mi>dwc_moreinfo</mi></a>","NY02514448","NY02514448_01",NA,NA,NA,"1710",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1015399","PreservedSpecimen","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardner","R. Goldenberg","R. Goldenberg","2007","07","13","Brazil","Espírito Santo","Santa Teresa","Nova Lombardia, Terreno do Furlani, Terreno do Furlani.","-40.5383","-19.8053",NA,NA,"750","750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1105549' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015399","NY01015399_01",NA,NA,NA,"887",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","887337","PreservedSpecimen","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardner","R. Goldenberg","M. Kirizawa","1989","06","20","Brazil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso. Morro Tajuba.","-47.966514","-25.140513",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1092314' target='other'> <mi>dwc_moreinfo</mi></a>","NY00887337","NY00887337_01",NA,NA,NA,"2229",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","229146","PreservedSpecimen","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata catharinensis","Wurdack",NA,"R. Reitz","1957","11","25","Brazil","Santa Catarina","Brusque","Mata do Hoffmann, Brusque","-48.9","-27.1",NA,NA,"50","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=61212' target='other'> <mi>dwc_moreinfo</mi></a>","NY00229146","NY00229146_01",NA,NA,NA,"5097","isotype","South America","sheet",NA,"Magnoliophyta","Myrtales","catharinensis",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","02647871","PreservedSpecimen","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardner",NA,"J. A. Lira Neto","1995","12","20","Brazil","Rio de Janeiro","Guapimirim","Trilha das Andorinhas.","-42.9818992614746","-22.5372009277344",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2934318' target='other'> <mi>dwc_moreinfo</mi></a>","NY02647871","NY02647871_01",NA,NA,NA,"174",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,"21463","auto",NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00777158","PreservedSpecimen","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardner","R. Goldenberg","C. Kozera","2000","06","20","Brazil","Paraná","Paranaguá","Estaçao Ecologica do Guaraguaçu","-48.52","-25.7",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=116612' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777158","NY00777158_01",NA,NA,NA,"1427",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","229144","PreservedSpecimen","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardner",NA,"G. Gardner","1836","11",NA,"Brazil","Rio de Janeiro",NA,"In adsunsu moutis Corcovado prope Rio Janeiro","-43.212076","-22.951842",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=116617' target='other'> <mi>dwc_moreinfo</mi></a>","NY00229144","NY00229144_01",NA,NA,NA,"183","isotype","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","521579","PreservedSpecimen","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardner",NA,"Wilkes Expedition",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Organ Mountains","-43.073169","-22.496706",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=116619' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521579","NY00521579_01",NA,NA,NA,"s.n.",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","1519522","PreservedSpecimen","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardner","R. Goldenberg","J. L. Paixão","2005","06","05","Brazil","Bahia",NA,"Camacã. RPPN Serra Bonita. 9.7 km W de Camacã na estrada para Jacarecí, daí 6 km SW na estrada para a RPPN e Torre da Embratel.","-39.5653","-15.3917",NA,NA,"850","850","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1780784' target='other'> <mi>dwc_moreinfo</mi></a>","NY01519522","NY01519522_01",NA,NA,NA,"418",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","685426","PreservedSpecimen","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardner","R. Goldenberg","R. Goldenberg","2005","10","20","Brazil","São Paulo","Registro","Aeroporto","-47.841574","-24.531603",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=894842' target='other'> <mi>dwc_moreinfo</mi></a>","NY00685426","NY00685426_01",NA,NA,NA,"780",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","685308","PreservedSpecimen","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardner","R. Goldenberg","F. O. Souza","2000","10","20","Brazil","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar, Núcleo Caraguatatuba. Trilha dos Macacos","-45.4097","-23.6203",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=889512' target='other'> <mi>dwc_moreinfo</mi></a>","NY00685308","NY00685308_01",NA,NA,NA,"189",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","1519482","PreservedSpecimen","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardner","D. F. Paredes","R. A. X. Borges","2006","12","09","Brazil","Bahia","Camacan","RPPN Serra Bonita. 9,7 km de Camacã na estrada para Jacarecí. Daí 6 km SW na estrada para a RPPN e Torre da Embratel.","-39.5653","-15.3917",NA,NA,"900","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1744957' target='other'> <mi>dwc_moreinfo</mi></a>","NY01519482","NY01519482_01",NA,NA,NA,"339",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","521581","PreservedSpecimen","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardner","J. J. Wurdack","L. Riedel",NA,NA,NA,"Brazil",NA,NA,"{From protologue: Ad Serra da Piedade]",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=116615' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521581","NY00521581_01",NA,NA,NA,"s.n.",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","02210505","PreservedSpecimen","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata","Gardner",NA,"R. Goldenberg","2012","02","14","Brazil","São Paulo","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu, próxima à sede.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2503806' target='other'> <mi>dwc_moreinfo</mi></a>","NY02210505","NY02210505_01",NA,NA,NA,"1644",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,"53584","auto",NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","521586","PreservedSpecimen","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata catharinensis","Wurdack","J. J. Wurdack","G. G. Hatschbach","1991","12","04","Brazil","Paraná","Guaraqueçaba","Rio Guaraqueçaba, próximo a barra","-48.3289","-25.3069",NA,NA,"5","10","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=61211' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521586","NY00521586_01",NA,NA,NA,"56127",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales","catharinensis",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","229146","PreservedSpecimen","Plantae","Melastomataceae","Miconia","fasciculata","Miconia fasciculata catharinensis","Wurdack",NA,"R. Reitz","1957","11","25","Brazil","Santa Catarina","Brusque","Mata do Hoffmann, Brusque","-48.9","-27.1",NA,NA,"50","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=61212' target='other'> <mi>dwc_moreinfo</mi></a>","NY00229146","NY00229146_01",NA,NA,NA,"5097","isotype","South America","sheet",NA,"Magnoliophyta","Myrtales","catharinensis",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","01318321","PreservedSpecimen","Plantae","Melastomataceae","Miconia","saldanhae","Miconia saldanhae","Cogn.","M. K. Caddah","M. K. Caddah","2010","01","20","Brazil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos, estrada para a barragem","-43.002222","-22.449167",NA,NA,"1100","1100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1305626' target='other'> <mi>dwc_moreinfo</mi></a>","NY01318321","NY01318321_01",NA,NA,NA,"737",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
